,Concept_ID,myv,xal
59,Hunger::N,вачочи,харһнлһн
60,Träne::N,селведь,нульмсн
61,Geschmack::N,тансть,амтн
62,Geruch::N,чине,үнр
63,Schlaf::N,удома,нөр
64,Traum::N,он,зүүдн
65,Himmel::N,менель,теңгр
66,Sonne::N,чи,нарн
67,Mond::N,ков,сар
68,Stern::N,теште,одн
69,Luft::N,кошт,аһар
70,Wind::N,варма,салькн
71,Welle::N,толкун,дольган
72,Wasser::N,ведь,усн
73,Stein::N,кев,чолун
74,Boden::N,мода,Һазр
75,Erde::N,мастор,Һазр
76,Staub::N,пуль,тоосн
77,Rauch::N,качамо,утан
78,Funke::N,сятко,очн
79,Feuer::N,тол,һал
80,Licht::N,валдо,герл
81,Schatten::N,сулей,сүүдр
82,Schatten::N,сулейкс,сүүдр
83,Wetter::N,ушо,теңгр
84,Nebel::N,сув,будн
85,Wolke::N,пель,үүлн
86,Regen::N,пиземс,хур
87,Schnee::N,лов,цасн
88,Eis::N,эй,мөсн
89,Frost::N,кельме,киитн
90,Kälte::N,якшамо,киитн
91,Hitze::N,пси,халун
92,Raureif::N,лекш,цаң
93,Raureif::N,лекш,кирү
94,Regenbogen::N,пурьгинечирьке,солңһ
95,Regenbogen::N,пурьгинеёнкс,солңһ
96,Donner::N,пурьгине,оһтрһун дун
97,Strömung::N,чудема,урсхл
98,Strömung::N,чудевкс,урсхл
99,Tropfen::N,петнявкс,дусал
100,Schaum::N,чов,көөсн
101,Schmutz::N,рудаз,кир
102,See::N,эрьке,нур
103,Sumpf::N,чей,унул
104,Moor::N,чей,улм
105,Wiese::N,луга,хадлһн
106,Wald::N,вирь,ө-модн
107,Hügel::N,губорь,толһа
108,Hügel::N,пандыне,толһа
109,Anhöhe::N,губорь,хамр
110,Anhöhe::N,пандыне,хамр
111,Berg::N,пандо,уул
112,Gipfel::N,пря,ора
113,Höhle::N,пещера,хадин көндә
114,Abhang::N,пандочама,ташу
115,Quelle::N,ушодкс,булг
116,Bach::N,чудикерькс,һооҗур
117,Fluss::N,лей,һол
118,Ufer::N,чире,көвә
119,Küste::N,лейчире,көвә
120,Küste::N,лейчире,теңгсин көвә
121,Festland::N,мода,хүүрә һазр
122,Meer::N,моря,теңгс
123,Bucht::N,усия,цекә
124,Bucht::N,усия,теңгсин цекә
125,Insel::N,усия,арл
126,Blume::N,цеця,цецг
127,Gras::N,тикше,ноһан
128,Wurzel::N,юр,уңг
129,Wurzel::N,ундокс,уңг
130,Baum::N,чувто,модн
131,Stamm::N,рунго,шилв
132,Stamm::N,рунго,һол модн
133,Rinde::N,суд,көрсн
134,Rinde::N,керь,көрсн
135,Ast::N,морго,ац
136,Zweig::N,тарад,ац
137,Blatt::N,лопа,хамтхасн
138,Birke::N,килей,хусм модн
139,Kiefer[Baum]::N,пиче,шар харһа
140,Weide[Baum]::N,каль,удн
141,Tanne::N,куз,җөөлн цаһан модн
142,Horn::N,сюро,өвр
143,Feder::N,толга,өрвлг
144,Fell::N,пона,арсн
145,Flügel::N,сёлмо,җивр
146,Klaue::N,кенже,хумсн
147,Kralle::N,кенже,тавг
148,Schwanz::N,пуло,сүл
149,Ei::N,ал,өндгн
150,Nest::N,пизэ,үр
151,Bau::N,варя,нүкн
152,Bau::N,пизе,нүкн
153,Tier::N,ракша,мал
154,Herde::N,стада,сүрг мал
155,Kuh::N,скал,үкр
156,Bulle::N,бука,бух
157,Pferd::N,лишме,мөрн
158,Schaf::N,реве,хөн
159,Schwein::N,туво,һаха
160,Hund::N,пине,ноха
161,Hund::N,киска,ноха
162,Katze::N,псака,мис
163,Bär::N,овто,аю
164,Eichhörnchen::N,ур,кермн
165,Elch::N,сярдо,хандһа
166,Fuchs::N,ривезь,арат
167,Hase::N,нумоло,туула
168,Maus::N,чеерь,хулһн
169,Wolf::N,верьгиз,чон
170,Vogel::N,нармунь,шовун
171,Schwarm::N,полк,зел
172,Schwarm::N,стада,зел
173,Huhn::N,сараз,така
174,Hahn::N,атякш,эр така
175,Gans::N,гала,һалун
176,Gans::N,мацей,һалун
177,Adler::N,куцькан,һәрд
178,Adler::N,тумоатякш,һәрд
179,Ente::N,яксярго,нуһсн
180,Eule::N,корж,һурвлһ
181,Kranich::N,карго,тоһрун
182,Krähe::N,варака,шаазһа
183,Kuckuck::N,куко,эргин хуцдг
184,Schwan::N,локсей,хун
185,Fisch::N,кал,заһсн
186,Barsch::N,окунь,шүрг
187,Hecht::N,щука,цурх
188,Schlange[Tier]::N,гуй,моһа
189,Wurm::N,сукс,өтн
190,Spinne::N,шанжав,аралҗн
191,Ameise::N,коткудав,шорһлҗн
192,Laus::N,сий,бөөсн
193,Mücke::N,сеське,бөкүн
194,Fliege::N,карво,батхн
195,Schmetterling::N,нимиляв,эрвәкә
196,Beere::N,умарь,бөөлҗрһн
197,Apfel::N,умарь,альмн
198,Pilz::N,панго,теңгрин ки
199,Zwiebel::N,чурька,мәңгрснә толһа
200,Saat::N,видьметь,буудян экн
201,Korn::N,сюро,экн
202,Heu::N,тикше,өвсн
203,Schale::N,кедь,хальсн
204,Schale::N,ваткавкс,хальсн
205,Grube::N,латко,нүкн
206,Falle::N,тувор,урх
207,Falle::N,тувор,хавх
208,Falle::N,кундамка,урх
209,Falle::N,кундамка,хавх
210,Schlinge::N,килькш,бүтү
211,Spur::N,челькс,мөр
212,Spur::N,пильгеки,мөр
213,Asche::N,кулов,үмсн
214,Dreck::N,рудаз,бальчг
215,Eisen::N,кшни,төмр
216,Gold::N,сырне,алтн
217,Silber::N,сия,мөңгн
218,Silber::N,сия,цаһан мөңгн
219,Kohle::N,сэдь,нүүрсн
220,Kohle::N,уголия,нүүрсн
221,Glas::N,сулика,шил
222,Lehm::N,сёвонь,шавр
223,Sand::N,човар,элсн
224,Mensch::N,ломань,күн
225,Mensch::N,ломань,күмн
226,Mann::N,аля,эр
227,Mann::N,цёраломань,эр
228,Frau::N,ава,күүкд күн
229,Kind::N,эйкакш,үрн
230,Junge::N,цёрыне,көвүн
231,Mädchen::N,тейтерне,бичкн күүкн
232,Familie::N,семия,бүл
233,Großvater::N,покштя,өвк эцк
234,Großvater::N,покштя,наһц эцк
235,Großmutter::N,баба,эмг эк
236,Großmutter::N,баба,наһц эк
237,Eltern::N,тетят-ават,эк эцк хойр
238,Vater::N,тетя,эцк
239,Mutter::N,ава,эк
240,Sohn::N,цёра,көвүн
241,Tochter::N,тейтерь,күүкн
242,Bruder::N,леля,дү көвүн
243,Bruder::N,ялакс,дү көвүн
244,Schwester::N,сазор,эгч
245,Schwester::N,сазор,дү күүкн
246,Onkel::N,леля,авһ
247,Onkel::N,леля,наһцх
248,Tante::N,патя,наһц эгч
249,Ehemann::N,мирде,залу
250,Ehefrau::N,ни,гергн
251,Freude::N,кеняркс,байр
252,Gelächter::N,ракамо,инәдн
253,Gelächter::N,пейдема,инәдн
254,Glück::N,уцяска,җирһл
255,Glück::N,уцяска,сәәхн җирһл
256,Kummer::N,рискс,зовлң
257,Kummer::N,мелявкс,зовлң
258,Wunsch::N,мель,дурн
259,Wunsch::N,бажамо,дурн
260,Lust::N,бажамо,җилвтлһн
261,Geist::N,ойме,зөрг
262,Gedanke::N,мель,ухан
263,Gedächtnis::N,мель,чееҗин тодлвр
264,Verstand::N,прев,ухан
265,Sinn::N,толк,учр-утх
266,Sinn::N,смысла,учр-утх
267,Grund::N,тувтал,учр
268,Grund::N,тувтал,шалтан
269,Wahrheit::N,видечи,үнн
270,Gespräch::N,кортнема,күүндвүр
271,Märchen::N,ёвкс,тууль
272,Erzählung::N,ёвтнема,келвр
273,Nachricht::N,куля,медүллһн
274,Neuigkeit::N,куля,зәңг
275,Name::N,лем,нерн
276,Rätsel::N,содамоёвкс,тәәлвртә тууль
277,Rede::N,кортамо,келлһн
278,Sprache::N,кель,келн
279,Stimme::N,ваигель,дун
280,Wort::N,вал,үг
281,Zeichen::N,теште,темдг
282,Ruf::N,тердема,дуудлһн
283,Lärm::N,шалнома,шууган
284,Laut::N,вайгель,ә
285,Ton::N,гайнема,дун
286,Lied::N,моро,дун
287,Ruhe::N,оймамо,амулң
288,Leute::N,ломанть,әмтн
289,Volk::N,народ,улс
290,Arbeit::N,тев,көдлмш
291,Gast::N,инже,гиич
292,Geschenk::N,казне,белг
293,Spiel::N,налксема,наадн
294,Gesellschaft::N,община,олн
295,Hilfe::N,лездамо,нөкд
296,Freund::N,оя,иньг
297,Freund::N,ялга,иньг
298,Kamerad::N,оя,үр
299,Kamerad::N,ялга,үр
300,Angelegenheit::N,тев,керг
301,Anzahl::N,ламоксчи,то
302,Art::N,вид,зүүл
303,Stück::N,пакш,хусг
304,Stück::N,пелькс,хусг
305,Teil::N,часть,хүв
306,Teil::N,пелькс,хүв
307,Hälfte::N,пель,өрәл
308,Hälfte::N,пелькс,өрәл
309,Kreis::N,кирькс,төгрг
310,Kreuz::N,крёст,кирс
311,Linie::N,кикс,зурасн
312,Strich::N,межа,татасн
313,Abstand::N,ютко,зә
314,Entfernung::N,ютко,һазр
315,Gegend::N,тарка,һазр
316,Gegend::N,пертьпелькс,һазр
317,Platz::N,васолкс,зә
318,Ort::N,тарка,бәәрн
319,Seite::N,ён,тал
320,Seite::N,ён,хаҗу
321,Seite::N,ён,хәврһ
322,Seite::N,чире,тал
323,Seite::N,чире,хаҗу
324,Seite::N,чире,хәврһ
325,Mitte::N,куншка,дунд
326,Gegenstand::N,предмет,юмн
327,Sache::N,тев,юмн
328,Sache::N,веща,юмн
329,Rand::N,пе,зах
330,Rand::N,чире,зах
331,Kante::N,ирдез,ирмәг
332,Ecke::N,ужо,өнцг
333,Spitze::N,пряне,үзүр
334,Spitze::N,пе,үзүр
335,Ende::N,пе,үзүр
336,Loch::N,варя,хаһрха
337,Winkel::N,ужо,булң
338,Muster::N,сёрма,намч
339,Größe::N,сэрь,кемҗән
340,Größe::N,покшолма,кемҗән
341,Länge::N,кувалмо,ут
342,Höhe::N,сэрь,өндр
343,Höhe::N,пандо,өндр
344,Gewicht::N,сталмо,күнд
345,Gewicht::N,сталмо,чиңнүр
346,Menge::N,лововкс,ик
347,Haufen::N,мар,ова
348,Haufen::N,валявкс,ова
349,Reihe::N,ряд,зерг
350,Reihe::N,ряд,зерглән
351,Boot::N,венч,оңһц
352,Ruder::N,милё,хәәв
353,Schlitten::N,нурдт,цан
354,Ski::N,сокс,лыҗ
355,Lagerfeuer::N,толбандя,костёр
356,Last::N,сталмо,күнд
357,Last::N,кандома,күнд
358,Gang::N,молема,йовлһн
359,Gang::N,якамо,йовлһн
360,Schritt::N,эскелькс,ишкм
361,Norden::N,якшамо ёнкс,ар үзг
362,Süden::N,лембе ёнкс,өмн
363,Süden::N,лембе ёнкс,өмн үзг
364,Westen::N,чивалгома,барун
365,Westen::N,чивалгома,барун үзг
366,Osten::N,чилисема,зүн
367,Osten::N,чилисема,зүн үзг
368,Holz::N,чувто,модн
369,Brett::N,лаз,харһа
370,Platte::N,плита,хавтха чолун
371,Stütze::N,неже,тулг
372,Stange::N,олга,уньн
373,Stock::N,мандо,модн
374,Stab::N,олога,шуург
375,Rohr::N,турба,турва
376,Haus::N,кудо,гер
377,Heim::N,кудо,гер-бул
378,Ofen::N,каштомо,беш
379,Fußboden::N,киякс,девскр
380,Tisch::N,столь,ширә
381,Stuhl::N,стул,стул
382,Wiege::N,лавсь,өлгә
383,Wiege::N,лавсь,дүүҗң
384,Wiege::N,нурямот,өлгә
385,Wiege::N,нурямот,дүүҗң
386,Bett::N,ацамо,орн
387,Bett::N,ацамо,орндг
388,Regal::N,лався,таг
389,Regal::N,лався,тәвц
390,Regal::N,лавсяланго,таг
391,Regal::N,лавсяланго,тәвц
392,Kiste::N,горобия,яршг
393,Kiste::N,сундук,яршг
394,Fenster::N,вальма,терз
395,Tür::N,кенкш,үүдн
396,Tor::N,ортат,үүдн
397,Tor::N,ортат,өргн үүдн
398,Tor::N,ортат,хашан үүдн
399,Zaun::N,пирявт,хаша
400,Zaun::N,пирвякс,хаша
401,Dach::N,кудопря,деевр
402,Leiter::N,кузтема,шат
403,Leiter::N,кузтема,давшур
404,Besen::N,тенсть,сәвүр
405,Spaten::N,койме,күрз
406,Schaufel::N,кече,совг
407,Schaufel::N,келей койме,совг
408,Gabel::N,сянгине,серә
409,Löffel::N,пенч,ухр
410,Messer::N,пеель,утх
411,Nagel::N,эске,хадасн
412,Netz::N,алтыма,гөлм
413,Haken::N,кечказ,дегә
414,Griff::N,кедне,иш
415,Griff::N,кедне,бәрүл
416,Schloss::N,замок,оньс
417,Schloss::N,панжома,оньс
418,Bild::N,картина,зург
419,Figur::N,рунго,фигур
420,Puppe::N,няка,наадһа
421,Beutel::N,кескав,мишг
422,Bündel::N,керькс,багла
423,Bündel::N,керькс,боодһа
424,Tasche::N,юдма,сумк
425,Eimer::N,ведра,суулһ
426,Deckel::N,велькс,бүркәсн
427,Geschirr::N,кедьге,сав
428,Geschirr::N,кедьге,сав-сарх
429,Sack::N,кескав,мишг
430,Tasse::N,чакш,ааһ
431,Topf::N,кастрюля,кастрюль
432,Kessel::N,котёл,хәәсн
433,Essen::N,ярсамо,зоогллһн
434,Nahrung::N,ярсамопель,теҗәл
435,Speise::N,ярсамопель,хот
436,Fleisch::N,сывель,махн
437,Getreide::N,сюро,хот болҗ эдлгддг цецгүдтә урһмл
438,Brei::N,каша,хаш
439,Brot::N,кши,өдмг
440,Scheibe::N,кочом,зүсм
441,Scheibe::N,сускомо,зүсм
442,Fett::N,куя,өөкн
443,Butter::N,ой,тосн
444,Öl::N,ой,тосн
445,Salz::N,сал,давсн
446,Suppe::N,ям,шөлн
447,Honig::N,медь,бал
448,Milch::N,ловсо,үсн
449,Tee::N,чай,цә
450,Leder::N,киське,арсн
451,Wolle::N,пона,утцн
452,Wolle::N,пона,эд
453,Stoff::N,коцт,эд
454,Nadel::N,салмукс,зүн
455,Faden::N,суре,утцн
456,Knopf::N,пов,товч
457,Knoten::N,сюлмо,зәңгдә
458,Farbe::N,артомапель,будг
459,Kleidung::N,оршамот,хувцн
460,Kleidung::N,оршамот,хувц-хунр
461,Hemd::N,панар,киилг
462,Kragen::N,сиве,зах
463,Ärmel::N,ожа,ханцн
464,Hose::N,понкст,шалвур
465,Gürtel::N,каркс,бүс
466,Mütze::N,чапка,махла
467,Schuh::N,туфля,башмгуд
468,Stiefel::N,кем,һосн
469,Ring::N,суркс,билцг
470,Band::N,лента,лент
471,Kamm::N,сурсеме,сам
472,Spiegel::N,чавачамо,толь
473,Riemen::N,кшнань каркс,бүс
474,Schnur::N,пикс,деесн
475,Leine::N,ведьме,бурнтг
476,Leine::N,ведьме,нохан көтлвр
477,Decke::N,вельтямо,көнҗл
478,Kissen::N,тодов,дер
479,Tuch::N,паця,альчур
480,Handtuch::N,нардамо,полотенц
481,Handtuch::N,нардамо,һар-нүүрин альчур
482,Kraft::N,вий,күчн
483,Stärke::N,виевчи,чидл
484,Gesundheit::N,шумбрачи,эрүл-менд
485,Krankheit::N,орма,өвчн
486,Krankheit::N,сэредема,өвчн
487,Schmerz::N,сэредькс,өвдлһн
488,Wunde::N,керявкс,шав
489,Fieber::N,маштыкс,безг
490,Arznei::N,ормаменькс,эм
491,Brücke::N,сэдь,тагт
492,Brücke::N,мадамо,тагт
493,Brunnen::N,лисьма,худг
494,Weide::N,ракшань ванома тарка,малын идг
495,Pfad::N,ян,цувг
496,Weg::N,ки,хаалһ
497,Straße::N,ки,зам
498,Dorf::N,веле,хотн
499,Stadt::N,ош,балһсн
500,Brief::N,сёрма,бичг
501,Buch::N,книга,дегтр
502,Buchstabe::N,буква,үзг
503,Zeitung::N,газета,газет
504,Leben::N,эрямо,җирһл
505,Tod::N,кулома,үкл
506,Tod::N,кулома,өңгрлһн
507,Grab::N,калмо,оршалһна нүкн
508,Kirche::N,церькова,чонҗ
509,Sünde::N,чумочи,нүл
510,Sünde::N,чумочи,килнц
511,Gott::N,паз,бурхн
512,Arbeiter::N,робочей,көдлмшч
513,Chef::N,прявт,толһач
514,Meister::N,кол тевень тенця,урн
515,Arzt::N,врач,эмч
516,Lehrer::N,учитель,багш
517,Lehrer::N,тонавтыця,багш
518,Geld::N,ярмак,мөңгн
519,Geschäft::N,ладязь тев,көдлмш
520,Laden::N,лавка,лавк
521,Preis::N,питне,үн
522,Ware::N,миевкс,эд-тавр
523,Ware::N,рамавкс,эд-тавр
524,Nutzen::N,паро,олз
525,Nutzen::N,лезэ,олз
526,Reichtum::N,сюпавчи,зөөр
527,Welt::N,мир,орчлң
528,Welt::N,мир,делкә
529,Welt::N,мастор ланго,орчлң
530,Welt::N,мастор ланго,делкә
531,Land::N,мастор,орн-нутг
532,Staat::N,государства,государств
533,König::N,король,хан
534,Macht::N,азорксчи,йосн
535,Grenze::N,буен тешкс,меҗә
536,Krieg::N,война,дән
537,Feind::N,душман,дәәсн
538,Gewalt::N,нарьгамо,күч һарһлһн
539,Kampf::N,тюрема,ноолдан
540,Kampf::N,тюрема,бәрлдлһн
541,Bogen[Waffe]::N,нал,саадг
542,Pfeil::N,нал,сумн
543,Gewehr::N,ружия,бу
544,Gewehr::N,винтовка,бу
545,Fehler::N,ильведькс,алдг
546,Fehler::N,ильведевкс,алдг
547,Lüge::N,манчема,худл
548,Lüge::N,кенгелема,худл
549,Schaden::N,зыян,хорлт
550,Unglück::N,зыян,гүрм
551,Schuld::N,чумочи,гем
552,Schuld::N,чумочи,буру
553,Alter::N,шка,насн
554,Schluss::N,пе,чилгч
555,Zeit::N,шка,цаг
556,Zeit::N,пинге,цаг
557,Tag::N,чи,өдр
558,Morgen::N,валске,өрүн
559,Mittag::N,чикуншка,үд
560,Abend::N,чокшнэ,асхн
561,Nacht::N,ве,сө
562,Woche::N,недля,долан хонг
563,Monat::N,ков,сар
564,Jahr::N,ие,җил
565,Frühling::N,тундо,хавр
566,Sommer::N,кизэ,зун
567,Herbst::N,сёксь,намр
568,Winter::N,теле,үвл
569,Januar::N,якшамков,январь
570,Februar::N,февраль,февраль
571,März::N,март,март
572,März::N,март,моһа сар
573,April::N,апрель,апрель
574,Mai::N,май,май
575,Juni::N,июнь,июнь
576,Juni::N,июнь,мөчн сар
577,Juli::N,июль,июль
578,August::N,август,август
579,September::N,сентября,һаха сар
580,Oktober::N,октября,октябрь
581,November::N,ноября,ноябрь
582,November::N,ноября,үкр сар
583,Dezember::N,декабря,бар сар
584,Montag::N,пондельник,понедельник
585,Dienstag::N,овторник,вторник
586,Mittwoch::N,серёда,среда
587,Mittwoch::N,серёда,үлмҗ өдр
588,Donnerstag::N,цетьверьг,четверг
589,Donnerstag::N,цетьверьг,пүрвә өдр
590,Freitag::N,пеця,пятниц
591,Samstag::N,субута,суббот
592,Samstag::N,шлямочи,суббот
593,Sonntag::N,недлячи,нарн өдр
594,Sonntag::N,недлячи,воскресень
595,groß::A,ине,ик
596,groß::A,покш,ик
597,klein::A,вишка,бичкн
598,lang::A,кувака,ут
599,kurz::A,нурькине,оһтр
600,breit::A,келей,өргн
601,schmal::A,теине,уутьхн
602,dicht::A,тусто,нигт
603,dick[Gegenstand]::A,эчке,зузан
604,dünn::A,човине,нимгн
605,fein::A,човине,нәрхн
606,fest::A,кеме,бат
607,flach::A,лапужа,хавтха
608,glatt::A,валаня,тегш
609,glatt::A,валаня,тиньгр
610,hart::A,калгодо,хату
611,weich::A,чевте,җөөлн
612,weich::A,чевте,җөөлкн
613,rund::A,кеверь,төгрг
614,spitz::A,пшти,шовһр
615,scharf::A,пшти,хурц
616,stumpf::A,ношка,мука
617,schwer::A,стака,күнд
618,schön::A,мазый,сәәхн
619,heiß::A,пси,халун
620,warm::A,лембе,дулан
621,kalt::A,якшамо,киитн
622,kühl::A,экше,серүн
623,frisch::A,свежа,серүн
624,feucht::A,летьке,чиигтә
625,nass::A,начко,чиигтә
626,trocken::A,коське,хагсу
627,voll::A,пешксе,дүүрң
628,leer::A,чаво,сул
629,leer::A,чаво,хоосн
630,offen::A,панжадо,секәтә
631,offen::A,виде,секәтә
632,geschlossen::A,пекстазь,хаалһата
633,geschlossen::A,сёлгозь,хаалһата
634,sauber::A,ванькс,цевр
635,schmutzig::A,ливезев,киртә
636,roh::A,верек,түүкә
637,reif::A,кенерезь,болсн
638,lecker::A,тантей,әмтәхн
639,süß::A,ламбамо,әмтәхн
640,bitter::A,сэпей,һашун
641,bitter::A,сэпей,һашута
642,sauer::A,чапамо,ишклң
643,hell::A,валдо,герлтә
644,dunkel::A,чопода,харңһу
645,schwarz::A,раужо,хар
646,weiß::A,ашо,цаһан
647,rot::A,якстере,улан
648,gelb::A,ожо,шар
649,blau::A,сэнь,көк
650,grün::A,пиже,көк
651,grau::A,шержев,бор
652,bunt::A,сёрмав,алг
653,bunt::A,сёрмав,эрәтә
654,billig::A,аволь питней,кимд
655,teuer::A,питней,үнтә
656,wertvoll::A,питней,үнтә
657,wertvoll::A,питней,эрднь
658,blind::A,сокор,сохр
659,taub::A,амариця,дүлә
660,kräftig::A,пек виев,күчтә
661,stark::A,виев,чаңһ
662,schwach::A,лавшо,күчн тату
663,fett::A,куя,тарһн
664,schlank::A,виде ронга,эццн
665,hübsch::A,мазый,көркхн
666,böse::A,кежей,уурта
667,dumm::A,чавола,тенг
668,dumm::A,превтеме,тенг
669,faul::A,нузякс,залху
670,fleißig::A,мелень путыця,кинән
671,fleißig::A,мелень путыця,кинмһә
672,geizig::A,скупой,ховдг
673,klug::A,превей,ухата
674,geschickt::A,маштозь теезь,чадмг
675,lieb::A,вадря,эңкр
676,lustig::A,весёла,сергмҗтә
677,lustig::A,весёла,җирһлтә
678,sanft::A,сэтьме,номһн
679,hungrig::A,вачо,өлн
680,hungrig::A,вачо,харһнсн
681,krank::A,сэредиця,өвчтә
682,krank::A,сэредиця,шалтгта
683,nackt::A,штапо,нүцкн
684,traurig::A,нусманя,һундлта
685,lebendig::A,эриця,әмд
686,gut::A,паро,сән
687,schlecht::A,берянь,му
688,richtig::A,виде,зөвтә
689,schlimm::A,берянь,җигшүртә
690,wahr::A,алкуксонь,үнн
691,wahr::A,алкуксонь,мөн
692,alt::A,ташто,хуучн
693,neu::A,од,шин
694,ehemalig::A,икелень,хуучн
695,alt[Lebewesen]::A,сыре,көгшн
696,jung::A,од,баһ
697,arm::A,кажов,угатя
698,reich::A,сюпав,байн
699,bekannt::A,содавикс,таньл
700,bekannt::A,содавикс,таньдг
701,berühmt::A,содавикс,туурсн
702,fremd::A,лия,күүнә
703,fremd::A,асодавикс,күүнә
704,verschieden::A,эрьва,әдл биш
705,verschieden::A,эрьва,йилһәтә
706,nah::A,а васолонь,өөрхн
707,fern::A,умонь,хол
708,fern::A,кезэрень,хол
709,linker::A,керш,зүн
710,rechter::A,вить,барун
711,anderer::A,лия,талдан
712,erster::A,васень,негдгч
713,erster::A,васенце,негдгч
714,zweiter::A,омбоце,хойрдгч
715,dritter::A,колмоце,һурвдгч
716,letzter::A,меельце,отхн
717,allein::ADV,башка,һанцарн
718,allein::ADV,ськамонзо,һанцарн
719,auf einmal::ADV,вейсэ,нег дәкҗ
720,zusammen::ADV,вейс,хамдан
721,zusammen::ADV,вейсэ,хамдан
722,lange::ADV,кувать,удан
723,plötzlich::ADV,апак учо,генткн
724,sofort::ADV,курок,дарунь
725,sofort::ADV,нейке,дарунь
726,später::ADV,мейле,сүүлд
727,jetzt::ADV,ней,ода
728,heute::ADV,течи,эндр
729,morgen::ADV,ванды,маңһдур
730,bald::ADV,курок,дарунь
731,dann::ADV,мейле,дәкәд
732,dann::ADV,седе мейле,дәкәд
733,gestern::ADV,исяк,өцклдүр
734,einst::ADV,весть,нег саамд
735,einst::ADV,зярдо-бути,нег саамд
736,damals::ADV,сестэ,тиигхд
737,danach::ADV,мейле,тегәд
738,danach::ADV,седе мейле,тегәд
739,vorher::ADV,васняяк,урд
740,zuerst::ADV,васня,түрүләд
741,einmal::ADV,весть,нег дәкҗ
742,manchmal::ADV,лиясто,зәрмдән
743,oft::ADV,сеетьстэ,хара биш
744,oft::ADV,сеетьстэ,хатяр биш
745,oft::ADV,сеетьстэ,дару-дарунь
746,immer::ADV,свал,оньдинд
747,niemals::ADV,а зярдояк,кезә чмгн биш
748,hier::ADV,тесэ,энд
749,hier::ADV,тесэ,энүнд
750,hierhin::ADV,тей,нааран
751,von hier::ADV,тестэ,эндәс
752,dort::ADV,тосо,тенд
753,dorthin::ADV,тов,тиигән
754,geradeaus::ADV,витьстэ,шуд
755,vorwärts::ADV,икелев,уралан
756,rückwärts::ADV,мекев,гедргән
757,zurück::ADV,мекев,хәрү
758,unten::ADV,ало,дор
759,hinab::ADV,алов,дор
760,hinab::ADV,алов,доракшан
761,oben::ADV,вере,деер
762,hinauf::ADV,верев,өөдән
763,hinauf::ADV,верев,деер
764,überall::ADV,эрьва косо,альд болв чигн
765,nicht::ADV,а,эс
766,nicht::ADV,а,биш
767,nicht::ADV,а,бичә
768,ein wenig::ADV,аламошка,баахн
769,ein wenig::ADV,аламошка,баахнар
770,kaum::ADV,ансяк,әрә
771,sehr::ADV,пек,йир
772,sehr::ADV,вельть,йир
773,so::ADV,истя,иигҗ
774,noch::ADV,таго,ода чигн
775,nur::ADV,ансяк,һанцхн
776,schon::ADV,уш,одх
777,wieder::ADV,таго,бас
778,vergebens::ADV,стяко,киидән
779,vor::PRP,икеле,урд
780,hinter::PRP,вельде,ца
781,unter::PRP,ало,дор
782,durch::PRP,пачк,ивт
783,durch::PRP,пачк,дундаһур
784,neben::PRP,вакссо,хаҗуд
785,zwischen::PRP,ютксо,хоорнд
786,wegen::PRP,кис,көлтә
787,wegen::PRP,кис,деерәс
