,Concept_ID,la,ru
90,Schnee::N,nix,снег
91,Eis::N,glacies,лед
92,Frost::N,gelu,мороз
93,Kälte::N,frigus,холод
94,Hitze::N,calor,жара
95,Hitze::N,aestus,жара
96,Raureif::N,pruina,иней
97,Regenbogen::N,arcus,радуга
98,Donner::N,tonitrus,гром
99,Strömung::N,fluctus,течение
100,Tropfen::N,gutta,капля
101,Schaum::N,spuma,пена
102,Schmutz::N,sordes,грязь
103,Schmutz::N,squalor,грязь
104,See::N,lacus,озеро
105,Sumpf::N,palus,топь
106,Moor::N,palus,болото
107,Wiese::N,pratum,луг
108,Wald::N,silva,лес
109,Hügel::N,collis,холм
110,Anhöhe::N,specula,возвышенность
111,Berg::N,mons,гора
112,Gipfel::N,vertex,вершина
113,Höhle::N,caverna,пещера
114,Höhle::N,spelunca,пещера
115,Abhang::N,declivum,склон
116,Quelle::N,fons,источник
117,Bach::N,rivus,ручей
118,Fluss::N,flumen,река
119,Ufer::N,ripa,берег
120,Küste::N,litus,побережье
121,Festland::N,continens,суша
122,Meer::N,mare,море
123,Bucht::N,sinus,бухта
124,Insel::N,insula,остров
125,Blume::N,flos,цветок
126,Gras::N,herba,трава
127,Gras::N,gramen,трава
128,Wurzel::N,radix,корень
129,Baum::N,arbor,дерево
130,Stamm::N,truncus,ствол
131,Rinde::N,cortex,кора
132,Ast::N,ramus,сук
133,Zweig::N,ramus,ветвь
134,Blatt::N,folium,лист
135,Birke::N,betulla,береза
136,Kiefer[Baum]::N,pinus,сосна
137,Weide[Baum]::N,salix,ива
138,Tanne::N,abies,ель
139,Horn::N,cornu,рог
140,Feder::N,penna,перо
141,Fell::N,pellis,шкура
142,Flügel::N,ala,крыло
143,Klaue::N,unguis,коготь
144,Kralle::N,unguis,лапа
145,Schwanz::N,cauda,хвост
146,Ei::N,ovum,яйцо
147,Nest::N,nidus,гнездо
148,Bau::N,cavum,нора
149,Bau::N,latibulum,нора
150,Tier::N,bestia,животное
151,Herde::N,grex,стадо
152,Kuh::N,vacca,корова
153,Bulle::N,taurus,бык
154,Pferd::N,equus,лошадь
155,Schaf::N,ovis,овца
156,Schwein::N,sus,свинья
157,Schwein::N,porcus,свинья
158,Hund::N,canis,собака
159,Katze::N,felis,кошка
160,Bär::N,ursus,медведь
161,Eichhörnchen::N,sciurus,белка
162,Elch::N,alces,лось
163,Fuchs::N,vulpes,лиса
164,Hase::N,lepus,заяц
165,Maus::N,mus,мышь
166,Wolf::N,lupus,волк
167,Vogel::N,avis,птица
168,Schwarm::N,examen,стая
169,Huhn::N,gallina,курица
170,Hahn::N,gallus,петух
171,Gans::N,anser,гусь
172,Adler::N,aquila,орел
173,Ente::N,anas,утка
174,Eule::N,ulula,сова
175,Eule::N,noctua,сова
176,Kranich::N,grus,журавль
177,Krähe::N,cornix,ворона
178,Kuckuck::N,cuculus,кукушка
179,Schwan::N,olor,лебедь
180,Schwan::N,cycnus,лебедь
181,Fisch::N,piscis,рыба
182,Barsch::N,perca,окунь
183,Hecht::N,esox,щука
184,Schlange[Tier]::N,serpens,змея
185,Wurm::N,vermis,червяк
186,Spinne::N,aranea,паук
187,Ameise::N,formica,муравей
188,Laus::N,pediculus,вошь
189,Mücke::N,culex,комар
190,Fliege::N,musca,муха
191,Schmetterling::N,papilio,бабочка
192,Beere::N,baca,ягода
193,Apfel::N,malum,яблоко
194,Pilz::N,fungus,гриб
195,Zwiebel::N,cepa,луковица
196,Saat::N,seges,семя
197,Korn::N,granum,зерно
198,Heu::N,faenum,сено
199,Schale::N,putamen,шелуха
200,Grube::N,fovea,яма
201,Falle::N,pedica,ловушка
202,Schlinge::N,laqueus,силок
203,Spur::N,vestigium,след
204,Asche::N,cinis,зола
205,Asche::N,cinis,пепел
206,Dreck::N,lutum,грязь
207,Eisen::N,ferrum,железо
208,Gold::N,aurum,золото
209,Silber::N,argentum,серебро
210,Kohle::N,carbo,уголь
211,Glas::N,vitrum,стекло
212,Lehm::N,lutum,глина
213,Sand::N,arena,песок
214,Mensch::N,homo,человек
215,Mann::N,vir,мужчина
216,Frau::N,mulier,женщина
217,Kind::N,puer,ребенок
218,Kind::N,infans,ребенок
219,Junge::N,puer,мальчик
220,Mädchen::N,puella,девочка
221,Familie::N,familia,семья
222,Großvater::N,avus,дедушка
223,Großmutter::N,avia,бабушка
224,Eltern::N,parentes,родители
225,Vater::N,pater,отец
226,Mutter::N,mater,мать
227,Sohn::N,filius,сын
228,Tochter::N,filia,дочь
229,Bruder::N,frater,брат
230,Schwester::N,soror,сестра
231,Onkel::N,patruus,дядя
232,Onkel::N,avunculus,дядя
233,Tante::N,amita,тетя
234,Ehemann::N,maritus,муж
235,Ehefrau::N,uxor,жена
236,Freude::N,gaudium,радость
237,Freude::N,laetitia,радость
238,Gelächter::N,risus,смех
239,Glück::N,felicitas,счастье
240,Kummer::N,aegritudo,горе
241,Wunsch::N,voluntas,желание
242,Wunsch::N,desiderium,желание
243,Lust::N,libido,влечение
244,Lust::N,voluptas,влечение
245,Geist::N,mens,дух
246,Geist::N,animus,дух
247,Gedanke::N,sententia,мысль
248,Gedächtnis::N,memoria,память
249,Verstand::N,ratio,ум
250,Verstand::N,ingenium,ум
251,Sinn::N,sensus,смысл
252,Grund::N,causa,повод
253,Wahrheit::N,veritas,правда
254,Gespräch::N,sermo,беседа
255,Märchen::N,fabula,сказка
256,Erzählung::N,fabula,рассказ
257,Erzählung::N,narratio,рассказ
258,Nachricht::N,nuntius,сообщение
259,Neuigkeit::N,novitas,новость
260,Name::N,nomen,имя
261,Rätsel::N,aenigma,загадка
262,Rede::N,oratio,речь
263,Sprache::N,lingua,язык
264,Stimme::N,vox,голос
265,Wort::N,verbum,слово
266,Wort::N,vocabulum,слово
267,Zeichen::N,signum,знак
268,Ruf::N,clamor,зов
269,Lärm::N,strepitus,шум
270,Laut::N,sonus,звук
271,Ton::N,sonus,звучание
272,Lied::N,carmen,песня
273,Ruhe::N,quies,покой
274,Leute::N,homines,люди
275,Volk::N,populus,народ
276,Arbeit::N,labor,работа
277,Gast::N,hospes,гость
278,Gast::N,conviva,гость
279,Geschenk::N,munus,подарок
280,Spiel::N,ludus,игра
281,Gesellschaft::N,societas,общество
282,Hilfe::N,auxilium,помощь
283,Hilfe::N,subsidium,помощь
284,Freund::N,amicus,друг
285,Kamerad::N,socius,приятель
286,Angelegenheit::N,res,дело
287,Anzahl::N,numerus,количество
288,Art::N,genus,вид
289,Stück::N,frustum,кусок
290,Stück::N,fragmentum,кусок
291,Teil::N,pars,часть
292,Hälfte::N,dimidium,половина
293,Kreis::N,orbis,круг
294,Kreis::N,circus,круг
295,Kreuz::N,crux,крест
296,Linie::N,linea,линия
297,Strich::N,lineamentum,черта
298,Abstand::N,intervallum,промежуток
299,Entfernung::N,spatium,расстояние
300,Gegend::N,loca,местность
301,Gegend::N,regio,местность
302,Platz::N,locus,пространство
303,Ort::N,locus,место
304,Seite::N,latus,сторона
305,Mitte::N,medium,середина
306,Gegenstand::N,res,предмет
307,Sache::N,res,вещь
308,Rand::N,margo,край
309,Kante::N,angulus,ребро
310,Ecke::N,angulus,угол
311,Spitze::N,cacumen,кончик
312,Ende::N,caput,конец
313,Loch::N,foramen,дыра
314,Winkel::N,angulus,угол
315,Muster::N,exemplum,узор
316,Größe::N,magnitudo,размер
317,Länge::N,longitudo,длина
318,Höhe::N,altitudo,высота
319,Gewicht::N,pondus,вес
320,Menge::N,copia,количество
321,Haufen::N,acervus,куча
322,Reihe::N,ordo,ряд
323,Boot::N,navicula,лодка
324,Ruder::N,remus,весло
325,Schlitten::N,sclodia,сани
326,Ski::N,narta,лыжа
327,Lagerfeuer::N,ignis,костер
328,Last::N,onus,тяжесть
329,Gang::N,cursus,ход
330,Schritt::N,gradus,шаг
331,Norden::N,septentriones,север
332,Süden::N,meridies,юг
333,Westen::N,occidens,запад
334,Osten::N,oriens,восток
335,Holz::N,lignum,древесина
336,Brett::N,tabula,доска
337,Platte::N,lamina,плита
338,Stütze::N,adminiculum,подпорка
339,Stange::N,pertica,жердь
340,Stock::N,baculum,палка
341,Stab::N,scipio,шест
342,Rohr::N,tubus,труба
343,Haus::N,aedes,дом
344,Heim::N,domicilium,дом
345,Ofen::N,fornax,печь
346,Fußboden::N,solum,пол
347,Tisch::N,mensa,стол
348,Stuhl::N,sella,стул
349,Wiege::N,cunae,колыбель
350,Bett::N,lectus,постель
351,Regal::N,foruli,полка
352,Kiste::N,cista,ящик
353,Fenster::N,fenestra,окно
354,Tür::N,ianua,дверь
355,Tor::N,porta,ворота
356,Zaun::N,saepes,забор
357,Dach::N,tectum,крыша
358,Leiter::N,scalae,лестница
359,Besen::N,scopae,метла
360,Spaten::N,pala,лопата
361,Schaufel::N,pala,совок
362,Gabel::N,fuscinula,вилка
363,Löffel::N,coclear,ложка
364,Messer::N,culter,нож
365,Nagel::N,clavus,гвоздь
366,Netz::N,rete,сеть
367,Haken::N,hamus,крюк
368,Griff::N,manubrium,ручка
369,Schloss::N,claustra,замок
370,Bild::N,tabula,картина
371,Bild::N,pictura,картина
372,Figur::N,statunculum,фигура
373,Puppe::N,pupa,кукла
374,Beutel::N,sacculus,мешок
375,Bündel::N,fascis,связка
376,Tasche::N,sacculus,сумка
377,Eimer::N,situla,ведро
378,Deckel::N,operculum,крышка
379,Geschirr::N,vasa,посуда
380,Sack::N,saccus,мешок
381,Tasse::N,pocillum,чашка
382,Topf::N,olla,кастрюля
383,Kessel::N,aenum,котел
384,Essen::N,cena,еда
385,Nahrung::N,cibus,пища
386,Nahrung::N,alimenta,пища
387,Speise::N,cibus,блюдо
388,Speise::N,cibus,кушанье
389,Fleisch::N,caro,мясо
390,Getreide::N,frumentum,хлеб
391,Brei::N,puls,каша
392,Brot::N,panis,хлеб
393,Scheibe::N,frustum,ломоть
394,Fett::N,pingue,жир
395,Butter::N,butȳrum,масло
396,Öl::N,oleum,масло
397,Salz::N,sal,соль
398,Suppe::N,ius,суп
399,Honig::N,mel,мед
400,Milch::N,lac,молоко
401,Tee::N,thea,чай
402,Leder::N,corium,кожа
403,Wolle::N,lana,шерсть
404,Stoff::N,textum,ткань
405,Nadel::N,acus,игла
406,Faden::N,filum,нитка
407,Knopf::N,bulla,пуговица
408,Knoten::N,nodus,узел
409,Farbe::N,pigmentum,краска
410,Kleidung::N,vestimenta,одежда
411,Hemd::N,tunica,рубашка
412,Kragen::N,collare,воротник
413,Ärmel::N,manica,рукав
414,Hose::N,bracae,брюки
415,Gürtel::N,cingulum,пояс
416,Mütze::N,pilleus,шапка
417,Schuh::N,calceus,ботинок
418,Stiefel::N,pero,сапог
419,Stiefel::N,caliga,сапог
420,Ring::N,anulus,кольцо
421,Band::N,redimiculum,лента
422,Kamm::N,pecten,расческа
423,Spiegel::N,speculum,зеркало
424,Riemen::N,lorum,ремень
425,Schnur::N,linum,веревка
426,Leine::N,retinaculum,поводок
427,Decke::N,lodix,одеяло
428,Kissen::N,pulvinus,подушка
429,Tuch::N,velum,платок
430,Handtuch::N,mantele,полотенце
431,Kraft::N,vis,сила
432,Stärke::N,robur,крепость
433,Gesundheit::N,valetudo,здоровье
434,Krankheit::N,morbus,болезнь
435,Schmerz::N,dolor,боль
436,Wunde::N,vulnus,рана
437,Fieber::N,febris,лихорадка
438,Fieber::N,febris,температура
439,Arznei::N,remedium,лекарство
440,Brücke::N,pons,мост
441,Brunnen::N,puteus,колодец
442,Weide::N,pascua,пастбище
443,Pfad::N,semita,тропа
444,Weg::N,iter,путь
445,Weg::N,iter,дорога
446,Straße::N,via,улица
447,Straße::N,via,дорога
448,Dorf::N,vicus,деревня
449,Stadt::N,urbs,город
450,Stadt::N,oppidum,город
451,Brief::N,epistula,письмо
452,Buch::N,liber,книга
453,Buchstabe::N,littera,буква
454,Zeitung::N,diurnum,газета
455,Leben::N,vita,жизнь
456,Tod::N,mors,смерть
457,Grab::N,sepulcrum,могила
458,Kirche::N,ecclesia,церковь
459,Sünde::N,peccatum,грех
460,Gott::N,deus,бог
461,Arbeiter::N,operarius,рабочий
462,Chef::N,praefectus,начальник
463,Meister::N,magister,мастер
464,Arzt::N,medicus,врач
465,Lehrer::N,magister,учитель
466,Geld::N,aes,деньги
467,Geld::N,pecunia,деньги
468,Geschäft::N,negotium,занятие
469,Laden::N,taberna,магазин
470,Preis::N,pretium,цена
471,Ware::N,merx,товар
472,Nutzen::N,utilitas,выгода
473,Reichtum::N,opes,богатство
474,Reichtum::N,divitiae,богатство
475,Welt::N,mundus,мир
476,Land::N,terra,страна
477,Staat::N,res publica,государство
478,König::N,rex,король
479,Macht::N,potestas,власть
480,Grenze::N,limes,граница
481,Krieg::N,bellum,война
482,Feind::N,inimicus,враг
483,Gewalt::N,vis,насилие
484,Kampf::N,pugna,борьба
485,Bogen[Waffe]::N,arcus,лук
486,Pfeil::N,sagitta,стрела
487,Gewehr::N,sclopetum,ружье
488,Fehler::N,error,ошибка
489,Lüge::N,mendacium,ложь
490,Schaden::N,damnum,вред
491,Schaden::N,detrimentum,вред
492,Unglück::N,miseria,беда
493,Unglück::N,calamitas,беда
494,Schuld::N,culpa,вина
495,Alter::N,aetas,возраст
496,Schluss::N,finis,окончание
497,Zeit::N,tempus,время
498,Tag::N,dies,день
499,Morgen::N,mane,утро
500,Mittag::N,meridies,полдень
501,Abend::N,vesper,вечер
502,Nacht::N,nox,ночь
503,Woche::N,septimana,неделя
504,Monat::N,mensis,месяц
505,Jahr::N,annus,год
506,Frühling::N,ver,весна
507,Sommer::N,aestas,лето
508,Herbst::N,autumnus,осень
509,Winter::N,hiems,зима
510,Januar::N,Ianuarius,январь
511,Februar::N,Februarius,февраль
512,März::N,Martius,март
513,April::N,Aprilis,апрель
514,Mai::N,Maius,май
515,Juni::N,Iunius,июнь
516,Juli::N,Iulius,июль
517,August::N,Augustus,август
518,September::N,September,сентябрь
519,Oktober::N,Octobris,октябрь
520,November::N,Novembris,ноябрь
521,Dezember::N,December,декабрь
522,Montag::N,dies lunae,понедельник
523,Dienstag::N,dies Martis ,вторник
524,Mittwoch::N,dies Mercurii,среда
525,Donnerstag::N,dies Iovis,четверг
526,Freitag::N,dies Veneris,пятница
527,Samstag::N,dies Saturni,суббота
528,Sonntag::N,dominicus,воскресенье
529,Sonntag::N,dies solis,воскресенье
530,groß::A,magnus,большой
531,klein::A,parvus,маленький
532,lang::A,longus,длинный
533,kurz::A,brevis,короткий
534,breit::A,latus,широкий
535,schmal::A,angustus,узкий
536,dicht::A,densus,густой
537,dick[Gegenstand]::A,crassus,толстый
538,dünn::A,tenuis,тонкий
539,fein::A,subtilis,тонкий
540,fest::A,solidus,крепкий
541,fest::A,stabilis,крепкий
542,flach::A,planus,плоский
543,glatt::A,levis,гладкий
544,hart::A,durus,твердый
545,weich::A,mollis,мягкий
546,rund::A,rotundus,круглый
547,spitz::A,acutus,остроконечный
548,scharf::A,acer,острый
549,stumpf::A,hebes,тупой
550,schwer::A,gravis,тяжелый
551,schön::A,pulcher,красивый
552,schön::A,formosus,красивый
553,heiß::A,fervidus,жаркий
554,warm::A,calidus,теплый
555,kalt::A,frigidus,холодный
556,kühl::A,frigidus,прохладный
557,frisch::A,recens,свежий
558,feucht::A,umidus,влажный
559,nass::A,madidus,мокрый
560,trocken::A,aridus,сухой
561,voll::A,plenus,полный
562,voll::A,plenus,наполненный
563,leer::A,vacuus,пустой
564,offen::A,apertus,открытый
565,geschlossen::A,clausus,закрытый
566,sauber::A,lautus,чистый
567,schmutzig::A,sordidus,грязный
568,roh::A,crudus,сырой
569,reif::A,maturus,зрелый
570,lecker::A,delicatus,вкусный
571,süß::A,dulcis,сладкий
572,bitter::A,amarus,горький
573,bitter::A,acerbus,горький
574,sauer::A,acidus,кислый
575,hell::A,clarus,светлый
576,dunkel::A,obscurus,темный
577,schwarz::A,niger,черный
578,weiß::A,albus,белый
579,rot::A,ruber,красный
580,gelb::A,flavus,желтый
581,blau::A,caeruleus,синий
582,grün::A,viridis,зеленый
583,grau::A,canus,серый
584,bunt::A,varius,пестрый
585,billig::A,vilis,дешевый
586,teuer::A,carus,дорогой
587,wertvoll::A,pretiosus,ценный
588,blind::A,caecus,слепой
589,taub::A,surdus,глухой
590,kräftig::A,robustus,могучий
591,stark::A,firmus,сильный
592,stark::A,validus,сильный
593,schwach::A,debilis,слабый
594,schwach::A,infirmus,слабый
595,fett::A,crassus,жирный
596,schlank::A,procerus,стройный
597,hübsch::A,pulcher,прелестный
598,böse::A,improbus,злой
599,dumm::A,stultus,глупый
600,dumm::A,stupidus,глупый
601,faul::A,piger,ленивый
602,fleißig::A,sedulus,прилежный
603,geizig::A,avarus,жадный
604,klug::A,prudens,умный
605,geschickt::A,sollers,искусный
606,lieb::A,carus,милый
607,lustig::A,iocosus,веселый
608,sanft::A,clemens,нежный
609,hungrig::A,impastus,голодный
610,krank::A,aeger,больной
611,nackt::A,nudus,голый
612,traurig::A,maestus,грустный
613,lebendig::A,vivus,живой
614,gut::A,bonus,хороший
615,schlecht::A,malus,плохой
616,richtig::A,rectus,правильный
617,schlimm::A,malus,отвратительный
618,schlimm::A,malus,мерзкий
619,wahr::A,verus,настоящий
620,alt::A,antiquus,старый
621,neu::A,novus,новый
622,ehemalig::A,pristinus,бывший
623,alt[Lebewesen]::A,vetus,пожилой
624,jung::A,iuvenis,молодой
625,arm::A,pauper,бедный
626,reich::A,dives,богатый
627,bekannt::A,notus,знакомый
628,berühmt::A,celeber,знаменитый
629,berühmt::A,illustris,знаменитый
630,fremd::A,peregrinus,чужой
631,verschieden::A,varius,разный
632,nah::A,propinquus,близкий
633,fern::A,longinquus,далекий
634,linker::A,sinister,левый
635,rechter::A,dexter,правый
636,anderer::A,alius,другой
637,erster::A,primus,первый
638,zweiter::A,secundus,второй
639,dritter::A,tertius,третий
640,letzter::A,ultimus,последний
641,allein::ADV,solum,один
642,auf einmal::ADV,simul,сразу
643,zusammen::ADV,una,вместе
644,lange::ADV,diu,долго
645,plötzlich::ADV,subito,вдруг
646,plötzlich::ADV,repente,вдруг
647,sofort::ADV,statim,тотчас
648,später::ADV,postea,позже
649,jetzt::ADV,nunc,сейчас
650,heute::ADV,hodie,сегодня
651,morgen::ADV,cras,завтра
652,bald::ADV,mox,скоро
653,dann::ADV,deinde,потом
654,gestern::ADV,heri,вчера
655,einst::ADV,olim,однажды
656,damals::ADV,tum,тогда
657,danach::ADV,postea,затем
658,vorher::ADV,antea,раньше
659,zuerst::ADV,primo,сперва
660,einmal::ADV,semel,раз
661,manchmal::ADV,interdum,иногда
662,oft::ADV,saepe,часто
663,immer::ADV,semper,всегда
664,niemals::ADV,numquam,никогда
665,hier::ADV,hic,здесь
666,hierhin::ADV,huc,сюда
667,von hier::ADV,hinc,отсюда
668,dort::ADV,ibi,там
669,dorthin::ADV,eo,туда
670,geradeaus::ADV,recte,прямо
671,vorwärts::ADV,porro,вперед
672,rückwärts::ADV,retro,назад
673,zurück::ADV,retro,обратно
674,unten::ADV,infra,внизу
675,hinab::ADV,pessum,вниз
676,oben::ADV,supra,наверху
677,hinauf::ADV,sursum,вверх
678,überall::ADV,ubique,везде
679,nicht::ADV,non,не
680,ein wenig::ADV,paulum,немного
681,kaum::ADV,vix,едва
682,kaum::ADV,aegre,едва
683,sehr::ADV,valde,очень
684,sehr::ADV,magnopere,очень
685,so::ADV,ita,так
686,noch::ADV,etiam,еще
687,nur::ADV,solum,только
688,nur::ADV,tantum,только
689,schon::ADV,iam,уже
690,wieder::ADV,rursus,опять
691,vergebens::ADV,frustra,напрасно
692,vor::PRP,ante,перед
693,hinter::PRP,post,за
694,hinter::PRP,post,позади
695,unter::PRP,sub,под
696,durch::PRP,per,сквозь
697,neben::PRP,iuxta,возле
698,zwischen::PRP,inter,между
699,wegen::PRP,propter,из-за
700,dies::PRN,hoc,это
701,das::PRN,id,то
702,alles::PRN,omnia,все
703,ich::PRN,ego,я
704,du::PRN,tu,ты
705,er::PRN,is,он
706,er::PRN,ille,он
707,wir::PRN,nos,мы
708,ihr::PRN,vos,вы
709,sie::PRN,ii,они
710,sie::PRN,illi,они
711,was::FPRN,quid,что
712,wer::FPRN,quis,кто
713,wo::FADV,ubi,где
714,wohin::FADV,quo,куда
715,wie::FADV,quomodo,как
716,warum::FADV,cur,почему
717,wieviel::FNUM,quantum,сколько
718,eins::NUM,unus,один
719,zwei::NUM,duo,два
720,drei::NUM,tres,три
721,vier::NUM,quattuor,четыре
722,fünf::NUM,quinque,пять
723,sechs::NUM,sex,шесть
724,sieben::NUM,septem,семь
725,acht::NUM,octo,восемь
726,neun::NUM,novem,девять
727,zehn::NUM,decem,десять
728,elf::NUM,undecim,одиннадцать
729,zwölf::NUM,duodecim,двенадцать
730,zwanzig::NUM,viginti,двадцать
731,dreißig::NUM,triginta,тридцать
732,vierzig::NUM,quadraginta,сорок
733,fünfzig::NUM,quinquaginta,пятьдесят
734,sechzig::NUM,sexaginta,шестьдесят
735,siebzig::NUM,septuaginta,семьдесят
736,achtzig::NUM,octoginta,восемьдесят
737,neunzig::NUM,nonaginta,девяносто
738,hundert::NUM,centum,сто
739,tausend::NUM,mille,тысяча
740,und::CNJ,et,и
741,und::CNJ,-que,и
742,oder::CNJ,vel,или
743,oder::CNJ,vel,либо
744,stehen::V,stare,стоять
745,sitzen::V,sedere,сидеть
746,liegen::V,iacere,лежать
747,hängen::V,pendere,висеть
748,werden::V,fieri,стать
749,passieren::V,accidere,случиться
750,beginnen::V,incipere,начаться
751,enden::V,finem habere,кончиться
752,wechseln::V,mutari,меняться
753,aufgehen[Sonne]::V,oriri,взойти
754,untergehen[Sonne]::V,occidere,зайти
755,scheinen[Sonne]::V,lucere,светить
756,donnern::V,tonare,греметь
757,wehen::V,flare,дуть
758,strömen::V,fluere,литься
759,fließen::V,manare,течь
760,sich drehen::V,torqueri,вращаться
761,schwanken::V,vacillare,колебаться
762,schwingen::V,vibrare,качаться
763,fallen::V,cadere,падать
764,brennen::V,ardere,гореть
765,rauchen::V,fumare,дымить
766,regnen::V,pluere,дождить
767,gefrieren::V,congelari,замерзнуть
768,tauen::V,rorare,таять
769,schmelzen::V,liquescere,плавиться
770,trocknen::V,arescere,сохнуть
771,sieden::V,fervere,кипеть
772,faulen::V,putescere,гнить
773,verfaulen::V,putescere,сгнить
774,reißen::V,scindi,рваться
775,versinken::V,mergi,тонуть
776,vergehen::V,praeterire,проходить
777,erscheinen::V,apparere,появиться
778,verschwinden::V,discedere,исчезнуть
779,sinken::V,labi,спадать
780,abnehmen::V,deminui,уменьшиться
781,zunehmen::V,augeri,увеличиваться
782,steigen::V,augescere,подниматься
783,wachsen::V,crescere,расти
784,glänzen::V,splendere,блестеть
785,funkeln::V,micare,сверкать
786,lärmen::V,strepere,шуметь
787,läuten::V,sonare,звонить
788,klingeln::V,tinnire,звонить
789,klirren::V,crepare,звякать
790,brausen::V,saevire,бушевать
791,rauschen::V,crepare,шелестеть
792,klingen::V,sonare,звучать
793,bellen::V,latrare,лаять
794,heulen::V,ululare,выть
795,blasen::V,flare,дунуть
796,pfeifen::V,sibilare,свистеть
797,schreien::V,clamare,кричать
798,stöhnen::V,gemere,стонать
799,zittern::V,tremere,дрожать
800,zittern::V,trepidare,дрожать
801,leben::V,vivere,жить
802,geboren werden::V,nasci,родиться
803,atmen::V,spirare,дышать
804,trinken::V,bibere,пить
805,essen::V,edere,есть
806,essen::V,edere,кушать
807,schlucken::V,devorare,глотать
808,müde werden::V,fatigari,устать
809,einschlafen::V,obdormiscere,заснуть
810,schlafen::V,dormire,спать
811,aufwachen::V,expergisci,проснуться
812,aufstehen::V,exsurgere,встать
813,sich erholen::V,se reficere,отдыхать
814,krank werden::V,aegrescere,заболеть
815,krank sein::V,aegrotare,болеть
816,schmerzen::V,dolere,болеть
817,husten::V,tussire,кашлять
818,genesen::V,convalescere,поправиться
819,sterben::V,mori,умереть
820,umkommen::V,perire,погибнуть
821,sich bewegen::V,se movere,двигаться
822,sich rühren::V,micare,шевельнуться
823,sich erheben::V,surgere,встать
824,sich setzen::V,considere,сесть
825,hinfallen::V,cadere,упасть
826,laufen::V,vadere,ходить
827,schreiten::V,gradi,шагать
828,spazierengehen::V,ambulare,гулять
829,eilen::V,properare,спешить
830,sich beeilen::V,festinare,торопиться
831,sausen::V,currere,мчаться
832,rennen::V,currere,бегать
833,springen::V,salire,прыгать
834,klettern::V,niti,лазать
835,schaukeln::V,oscillare,раскачиваться
836,kriechen::V,repere,ползать
837,kriechen::V,serpere,ползать
838,schwimmen::V,nare,плавать
839,schwimmen::V,natare,плавать
840,tauchen::V,mergere,нырять
841,rudern::V,remigare,грести
842,fahren::V,vehi,ехать
843,fliegen::V,volare,летать
844,gehen::V,ire,идти
845,gehen::V,vadere,идти
846,weggehen::V,abire,уйти
847,weggehen::V,discedere,уйти
