,Concept_ID,kn,se
0,Auge::N,ಕಣ್ಣು,tjelmie
1,Auge::N,ಕಣ್ಣು,tjalmme
2,Auge::N,ಕಣ್ಣು,čalbmi
3,Auge::N,ಕಣ್ಣು,čalme
4,Auge::N,ಕಣ್ಣು,čâ´lmm
5,Auge::N,ಕಣ್ಣು,ча̄лльм
6,Ohr::N,ಕಿವಿ,bieljie
7,Ohr::N,ಕಿವಿ,biellje
8,Ohr::N,ಕಿವಿ,beallji
9,Ohr::N,ಕಿವಿ,pelji
10,Ohr::N,ಕಿವಿ,pe´llj
11,Ohr::N,ಕಿವಿ,пе̄лльй
12,Nase::N,ಮೂಗು,njuenie
13,Nase::N,ಮೂಗು,njunnje
14,Nase::N,ಮೂಗು,njunni
15,Nase::N,ಮೂಗು,njuṇe
16,Nase::N,ಮೂಗು,njuu´nn
17,Nase::N,ಮೂಗು,нюннҍ
18,Mund::N,ಬಾಯಿ,njaelmie
19,Mund::N,ಬಾಯಿ,njálmme
20,Mund::N,ಬಾಯಿ,njálbmi
21,Mund::N,ಬಾಯಿ,njälmi
22,Mund::N,ಬಾಯಿ,njä´lmm
23,Mund::N,ಬಾಯಿ,ня̄лльм
24,Zahn::N,ಹಲ್ಲು,baenie
25,Zahn::N,ಹಲ್ಲು,bádne
26,Zahn::N,ಹಲ್ಲು,bátni
27,Zahn::N,ಹಲ್ಲು,pääṇi
28,Zahn::N,ಹಲ್ಲು,pää´nn
29,Zahn::N,ಹಲ್ಲು,па̄ннҍ
30,Zunge::N,ನಾಲಿಗೆ,njoektjeme
31,Zunge::N,ನಾಲಿಗೆ,njuovtjav
32,Zunge::N,ನಾಲಿಗೆ,njuovčča
33,Zunge::N,ನಾಲಿಗೆ,njuovčâ
34,Zunge::N,ನಾಲಿಗೆ,njuhččâm
35,Zunge::N,ನಾಲಿಗೆ,нюхчем
36,Lippe::N,ತುಟಿ,bangseme
37,Lippe::N,ತುಟಿ,njálmmerabdda
38,Lippe::N,ತುಟಿ,bavssa
39,Lippe::N,ತುಟಿ,poovsâ
40,Lippe::N,ತುಟಿ,põõus
41,Lippe::N,ತುಟಿ,пэ̄кс
42,Wange::N,ಗಲ್ಲ,skiehrie
43,Wange::N,ಗಲ್ಲ,nierra
44,Wange::N,ಗಲ್ಲ,muohtu
45,Wange::N,ಗಲ್ಲ,nieṛâ
46,Wange::N,ಗಲ್ಲ,njiõrr
47,Wange::N,ಗಲ್ಲ,нӣрр
48,Gesicht::N,ಮುಖ,ååredæjja
49,Gesicht::N,ಮುಖ,muohto
50,Gesicht::N,ಮುಖ,muođut
51,Gesicht::N,ಮುಖ,ámadadju
52,Gesicht::N,ಮುಖ,muáđuh
53,Gesicht::N,ಮುಖ,muâđ
54,Gesicht::N,ಮುಖ,ка̄ссв
55,Stirn::N,ಹಣೆ,gaalloe
56,Stirn::N,ಹಣೆ,gállo
57,Stirn::N,ಹಣೆ,gállu
58,Stirn::N,ಹಣೆ,kállu
59,Stirn::N,ಹಣೆ,käll
60,Stirn::N,ಹಣೆ,вуэххьц
61,Haar::N,ಕೂದಲು,voepte
62,Haar::N,ಕೂದಲು,vuoppta
63,Haar::N,ಕೂದಲು,vuokta
64,Haar::N,ಕೂದಲು,vuop'tâ
65,Haar::N,ಕೂದಲು,vuõpt
66,Haar::N,ಕೂದಲು,вӯппт
67,Schnurrbart::N,ಮೀಸೆ,bijjie-skaavtjoe
68,Schnurrbart::N,ಮೀಸೆ,njunjevuolskávttjá
69,Schnurrbart::N,ಮೀಸೆ,seamu
70,Schnurrbart::N,ಮೀಸೆ,siämu
71,Schnurrbart::N,ಮೀಸೆ,ää´bben
72,Schnurrbart::N,ಮೀಸೆ,о̄а̄бпан
73,Bart::N,ಗಡ್ಡ,skaavtja
74,Bart::N,ಗಡ್ಡ,skaavtjoe
75,Bart::N,ಗಡ್ಡ,skávttjá
76,Bart::N,ಗಡ್ಡ,seamu
77,Bart::N,ಗಡ್ಡ,siämu
78,Bart::N,ಗಡ್ಡ,seäm
79,Bart::N,ಗಡ್ಡ,ся̄м
80,Kinn::N,ಗದ್ದ,gaejpie
81,Kinn::N,ಗದ್ದ,gájbbe
82,Kinn::N,ಗದ್ದ,gáibi
83,Kinn::N,ಗದ್ದ,käibi
84,Kinn::N,ಗದ್ದ,käi´bb
85,Kinn::N,ಗದ್ದ,ка̄ййп
86,Kiefer[Anatomie]::N,ದವಡೆ,gaejpie
87,Kiefer[Anatomie]::N,ದವಡೆ,oalol
88,Kiefer[Anatomie]::N,ದವಡೆ,oaloldákte
89,Kiefer[Anatomie]::N,ದವಡೆ,gáibi
90,Kiefer[Anatomie]::N,ದವಡೆ,uá'lultähti
91,Kiefer[Anatomie]::N,ದವಡೆ,vuâl'lõš
92,Kiefer[Anatomie]::N,ದವಡೆ,вуаллнешш
93,Kehle::N,ಗಂಟಲು,gealoe
94,Kehle::N,ಗಂಟಲು,tjåttå
95,Kehle::N,ಗಂಟಲು,njiello
96,Kehle::N,ಗಂಟಲು,čotta
97,Kehle::N,ಗಂಟಲು,čuudâ
98,Kehle::N,ಗಂಟಲು,čoodd
99,Kehle::N,ಗಂಟಲು,чонт
100,Kehle::N,ಗಂಟಲು,кэ̄ҏс
101,Hals::N,ಕೊರಳು,tjeapohke
102,Hals::N,ಕೊರಳು,tjiebet
103,Hals::N,ಕೊರಳು,čeabet
104,Hals::N,ಕೊರಳು,čiäppát
105,Hals::N,ಕೊರಳು,čeäppat
106,Hals::N,ಕೊರಳು,ча̄пэх
107,Genick::N,ಹಿಂಗತ್ತು,tjovrese
108,Genick::N,ಹಿಂಗತ್ತು,nisske
109,Genick::N,ಹಿಂಗತ್ತು,niehkki
110,Genick::N,ಹಿಂಗತ್ತು,niski
111,Genick::N,ಹಿಂಗತ್ತು,niek'ki
112,Genick::N,ಹಿಂಗತ್ತು,nji´šǩǩmaadd
113,Genick::N,ಹಿಂಗತ್ತು,нышшькмоант
114,Kopf::N,ತಲೆ,åejjie
115,Kopf::N,ತಲೆ,oajvve
116,Kopf::N,ತಲೆ,oaivi
117,Kopf::N,ತಲೆ,uái'vi
118,Kopf::N,ತಲೆ,vuei´vv
119,Kopf::N,ತಲೆ,вуэййв
120,Rücken::N,ಬೆನ್ನು,rudtje
121,Rücken::N,ಬೆನ್ನು,hárddo
122,Rücken::N,ಬೆನ್ನು,tjavelk
123,Rücken::N,ಬೆನ್ನು,sealgi
124,Rücken::N,ಬೆನ್ನು,selgi
125,Rücken::N,ಬೆನ್ನು,čielgi
126,Rücken::N,ಬೆನ್ನು,seä´lǧǧ
127,Rücken::N,ಬೆನ್ನು,се̄лльк
128,Bauch::N,ಹೊಟ್ಟೆ,tjåejjie
129,Bauch::N,ಹೊಟ್ಟೆ,tjoajvve
130,Bauch::N,ಹೊಟ್ಟೆ,čoavji
131,Bauch::N,ಹೊಟ್ಟೆ,čuáv'ji
132,Bauch::N,ಹೊಟ್ಟೆ,čåu´jj
133,Bauch::N,ಹೊಟ್ಟೆ,чо̄ввьй
134,Nabel::N,ಹೊಕ್ಕುಳು,naepie
135,Nabel::N,ಹೊಕ್ಕುಳು,náhpe
136,Nabel::N,ಹೊಕ್ಕುಳು,náhpi
137,Nabel::N,ಹೊಕ್ಕುಳು,nääpi
138,Nabel::N,ಹೊಕ್ಕುಳು,nää´pp
139,Nabel::N,ಹೊಕ್ಕುಳು,на̄бпь
140,Busen::N,ಸ್ತನ,boenge
141,Busen::N,ಸ್ತನ,bållå
142,Busen::N,ಸ್ತನ,čižži
143,Busen::N,ಸ್ತನ,njamma
144,Busen::N,ಸ್ತನ,njižže
145,Busen::N,ಸ್ತನ,nje´ǯǯ
146,Busen::N,ಸ್ತನ,раннҍт
147,Brust::N,ಎದೆ,mïelke
148,Brust::N,ಎದೆ,radde
149,Brust::N,ಎದೆ,mielgga
150,Brust::N,ಎದೆ,raddi
151,Brust::N,ಎದೆ,radde
152,Brust::N,ಎದೆ,râ´dd
153,Brust::N,ಎದೆ,раннҍт
154,Schulter::N,ಭುಜ,åelkie
155,Schulter::N,ಭುಜ,oalgge
156,Schulter::N,ಭುಜ,hárdu
157,Schulter::N,ಭುಜ,ärdee
158,Schulter::N,ಭುಜ,uál'gi
159,Schulter::N,ಭುಜ,a´rddi
160,Schulter::N,ಭುಜ,vuä´lǧǧ
161,Schulter::N,ಭುಜ,вуэллык
162,Arm::N,ತೋಳು,gïete
163,Arm::N,ತೋಳು,giehta
164,Arm::N,ತೋಳು,giehta
165,Arm::N,ತೋಳು,kietâ
166,Arm::N,ತೋಳು,kie'tâkaaṿâ
167,Arm::N,ತೋಳು,ǩiõtt
168,Arm::N,ತೋಳು,кӣдт
169,Ellenbogen::N,ಮೊಣಕೈ,gernjere
170,Ellenbogen::N,ಮೊಣಕೈ,garŋŋel
171,Ellenbogen::N,ಮೊಣಕೈ,gargŋil
172,Ellenbogen::N,ಮೊಣಕೈ,käŋŋir
173,Ellenbogen::N,ಮೊಣಕೈ,kõõnjâr
174,Ellenbogen::N,ಮೊಣಕೈ,карьнэль
175,Hand::N,ಕೈ,gïete
176,Hand::N,ಕೈ,giehta
177,Hand::N,ಕೈ,giehta
178,Hand::N,ಕೈ,kietâ
179,Hand::N,ಕೈ,ǩiõtt
180,Hand::N,ಕೈ,кӣдт
181,Handfläche::N,ಅಂಗೈ,gïeten-låapoe
182,Handfläche::N,ಅಂಗೈ,giehtavuodo
183,Handfläche::N,ಅಂಗೈ,tjårmmåvuodo
184,Handfläche::N,ಅಂಗೈ,giehtaloahpu
185,Handfläche::N,ಅಂಗೈ,kiämád
186,Handfläche::N,ಅಂಗೈ,kuámmir
187,Handfläche::N,ಅಂಗೈ,kuä´m'mer
188,Handfläche::N,ಅಂಗೈ,ǩiõttǩeä´m'men
189,Handfläche::N,ಅಂಗೈ,ко̄а̄ллдэгк
190,Handfläche::N,ಅಂಗೈ,кӣдткоалдэгк
191,Finger::N,ಕೈಬೆರಳು,soerme
192,Finger::N,ಕೈಬೆರಳು,tjuvdde
193,Finger::N,ಕೈಬೆರಳು,suorbma
194,Finger::N,ಕೈಬೆರಳು,čuvde
195,Finger::N,ಕೈಬೆರಳು,suor'mâ
196,Finger::N,ಕೈಬೆರಳು,suõrmm
197,Finger::N,ಕೈಬೆರಳು,це̄ххп
198,Fingernagel::N,ಉಗುರು,gadtse
199,Fingernagel::N,ಉಗುರು,guehpere
200,Fingernagel::N,ಉಗುರು,gadtsa
201,Fingernagel::N,ಉಗುರು,gazza
202,Fingernagel::N,ಉಗುರು,kozzâ
203,Fingernagel::N,ಉಗುರು,kõʒʒ
204,Fingernagel::N,ಉಗುರು,кэ̄ннц
205,Nagel[Anatomie]::N,ಉಗುರು,gadtse
206,Nagel[Anatomie]::N,ಉಗುರು,guehpere
207,Nagel[Anatomie]::N,ಉಗುರು,gadtsa
208,Nagel[Anatomie]::N,ಉಗುರು,gazza
209,Nagel[Anatomie]::N,ಉಗುರು,kozzâ
210,Nagel[Anatomie]::N,ಉಗುರು,kõʒʒ
211,Nagel[Anatomie]::N,ಉಗುರು,кэ̄ннц
212,Zeh::N,ಕಾಲ್ಬೆರಳು,tjiehtjere
213,Zeh::N,ಕಾಲ್ಬೆರಳು,juolggetjuvdde
214,Zeh::N,ಕಾಲ್ಬೆರಳು,juolgesuorbma
215,Zeh::N,ಕಾಲ್ಬೆರಳು,jyel'gisuor'mâ
216,Zeh::N,ಕಾಲ್ಬೆರಳು,jue´lǧǧsuõrmm
217,Zeh::N,ಕಾಲ್ಬೆರಳು,ю̄лльк-це̄һп
218,Fuß::N,ಪಾದ,juelkie
219,Fuß::N,ಪಾದ,juolgge
220,Fuß::N,ಪಾದ,juolgi
221,Fuß::N,ಪಾದ,jyel'gi
222,Fuß::N,ಪಾದ,jue´lǧǧ
223,Fuß::N,ಪಾದ,ла̄бпь
224,Ferse::N,ಹಿಮ್ಮಡಿ,båetskie
225,Ferse::N,ಹಿಮ್ಮಡಿ,boasske
226,Ferse::N,ಹಿಮ್ಮಡಿ,šušmi
227,Ferse::N,ಹಿಮ್ಮಡಿ,šušme
228,Ferse::N,ಹಿಮ್ಮಡಿ,jue´lǧǧkädd
229,Ferse::N,ಹಿಮ್ಮಡಿ,ка̄ннт
230,Knie::N,ಮಂಡಿ,boelve
231,Knie::N,ಮಂಡಿ,buolvva
232,Knie::N,ಮಂಡಿ,čibbi
233,Knie::N,ಮಂಡಿ,veaŋki
234,Knie::N,ಮಂಡಿ,iidâ
235,Knie::N,ಮಂಡಿ,puõlvv
236,Knie::N,ಮಂಡಿ,пуллв
237,Oberschenkel::N,ತೊಡೆ,ruaksja
238,Oberschenkel::N,ತೊಡೆ,tjibbe
239,Oberschenkel::N,ತೊಡೆ,gassaváhkká
240,Oberschenkel::N,ತೊಡೆ,badjeváhkáa
241,Oberschenkel::N,ತೊಡೆ,čuár'bpeeḷi
242,Oberschenkel::N,ತೊಡೆ,če´bb
243,Oberschenkel::N,ತೊಡೆ,чуаррбе̄лль
244,Bein::N,ಕಾಲು,juelkie
245,Bein::N,ಕಾಲು,juolgge
246,Bein::N,ಕಾಲು,juolgi
247,Bein::N,ಕಾಲು,jyel'gi
248,Bein::N,ಕಾಲು,jue´lǧǧ
249,Bein::N,ಕಾಲು,ю̄лльк
250,Körper::N,ದೇಹ,kråahpe
251,Körper::N,ದೇಹ,rumáj
252,Körper::N,ದೇಹ,rumaš
253,Körper::N,ದೇಹ,ruumâš
254,Körper::N,ದೇಹ,rå´pp
255,Körper::N,ದೇಹ,лышшьк
256,Körper::N,ದೇಹ,роаӈӈьк
257,Haut::N,ಚರ್ಮ,njaltja
258,Haut::N,ಚರ್ಮ,lijkke
259,Haut::N,ಚರ್ಮ,tjuobma
260,Haut::N,ಚರ್ಮ,liiki
261,Haut::N,ಚರ್ಮ,liške
262,Haut::N,ಚರ್ಮ,le´šǩǩ
263,Haut::N,ಚರ್ಮ,лышшьк
264,Blut::N,ರಕ್ತ,vïrre
265,Blut::N,ರಕ್ತ,maelie
266,Blut::N,ರಕ್ತ,varra
267,Blut::N,ರಕ್ತ,varra
268,Blut::N,ರಕ್ತ,vorrâ
269,Blut::N,ರಕ್ತ,võrr
270,Blut::N,ರಕ್ತ,вэ̄рр
271,Ader::N,ನರ,åerie
272,Ader::N,ನರ,aajroe
273,Ader::N,ನರ,suodna
274,Ader::N,ನರ,varrasuotna
275,Ader::N,ನರ,suoṇâ
276,Ader::N,ನರ,suõnn
277,Ader::N,ನರ,сӯнн
278,Sehne::N,ನರ,soene
279,Sehne::N,ನರ,gåårtenje
280,Sehne::N,ನರ,suodna
281,Sehne::N,ನರ,suotna
282,Sehne::N,ನರ,suoṇâ
283,Sehne::N,ನರ,suõnn
284,Sehne::N,ನರ,сӯнн
285,Knochen::N,ಮೂಳೆ,måara
286,Knochen::N,ಮೂಳೆ,måaroe
287,Knochen::N,ಮೂಳೆ,dákte
288,Knochen::N,ಮೂಳೆ,dákti
289,Knochen::N,ಮೂಳೆ,tähti
290,Knochen::N,ಮೂಳೆ,tä´htt
291,Knochen::N,ಮೂಳೆ,та̄ххт
292,Knochen::N,ಮೂಳೆ,та̄ффьт
293,Gehirn::N,ಮಿದುಳು,aajla
294,Gehirn::N,ಮಿದುಳು,vuojŋam
295,Gehirn::N,ಮಿದುಳು,vuoigŋašat
296,Gehirn::N,ಮಿದುಳು,vuoi'ŋâšeh
297,Gehirn::N,ಮಿದುಳು,vuo'ivâšneh
298,Gehirn::N,ಮಿದುಳು,vuõivâšn
299,Gehirn::N,ಮಿದುಳು,вуэййвэшна
300,Herz::N,ಹೃದಯ,vaajmoe
301,Herz::N,ಹೃದಯ,tsåhke
302,Herz::N,ಹೃದಯ,váibmu
303,Herz::N,ಹೃದಯ,váimu
304,Herz::N,ಹೃದಯ,čââ´đ
305,Herz::N,ಹೃದಯ,кӯттҌк
306,Magen::N,ಉದರ,tjåejjie
307,Magen::N,ಉದರ,tjoajvve
308,Magen::N,ಉದರ,čoavji
309,Magen::N,ಉದರ,čuáv'ji
310,Magen::N,ಉದರ,čåu´jj
311,Magen::N,ಉದರ,чо̄ввьй
312,Leber::N,ಯಕೃತ್ತು,mueksie
313,Leber::N,ಯಕೃತ್ತು,librre
314,Leber::N,ಯಕೃತ್ತು,vuoivvas
315,Leber::N,ಯಕೃತ್ತು,vuoivâs
316,Leber::N,ಯಕೃತ್ತು,vuõivâs
317,Leber::N,ಯಕೃತ್ತು,вуйвас
318,Atem::N,ಉಸಿರು,voejngehtasse
319,Atem::N,ಉಸಿರು,båssånis
320,Atem::N,ಉಸಿರು,vuojŋadahka
321,Atem::N,ಉಸಿರು,vuoiŋŋahat
322,Atem::N,ಉಸಿರು,vuo'iŋâstim
323,Atem::N,ಉಸಿರು,jiõg'g
324,Atem::N,ಉಸಿರು,вӯйнас
325,Atem::N,ಉಸಿರು,вӯййнмушш
326,Hunger::N,ಹಸಿವು,nielkie
327,Hunger::N,ಹಸಿವು,nielgge
328,Hunger::N,ಹಸಿವು,nealgi
329,Hunger::N,ಹಸಿವು,nelgi
330,Hunger::N,ಹಸಿವು,neä´lǧǧ
331,Hunger::N,ಹಸಿವು,не̄лльк
332,Träne::N,ಕಣ್ಣೀರು,gïknjele
333,Träne::N,ಕಣ್ಣೀರು,ganjál
334,Träne::N,ಕಣ್ಣೀರು,ganjal
335,Träne::N,ಕಣ್ಣೀರು,koonjâl
336,Träne::N,ಕಣ್ಣೀರು,kõõnjâl
337,Träne::N,ಕಣ್ಣೀರು,кэ̄нял
338,Geschmack::N,ರುಚಿ,aelmie
339,Geschmack::N,ರುಚಿ,muosse
340,Geschmack::N,ರುಚಿ,smáhkka
341,Geschmack::N,ರುಚಿ,máhku
342,Geschmack::N,ರುಚಿ,smáhkka
343,Geschmack::N,ರುಚಿ,mááhu
344,Geschmack::N,ರುಚಿ,smakkâ
345,Geschmack::N,ರುಚಿ,njõõd
346,Geschmack::N,ರುಚಿ,smääkk
347,Geschmack::N,ರುಚಿ,ня̄лльк
348,Geruch::N,ವಾಸನೆ,haaje
349,Geruch::N,ವಾಸನೆ,habjja
350,Geruch::N,ವಾಸನೆ,hádja
351,Geruch::N,ವಾಸನೆ,opsâ
352,Geruch::N,ವಾಸನೆ,haajâ
353,Geruch::N,ವಾಸನೆ,õpss
354,Geruch::N,ವಾಸನೆ,haajj
355,Geruch::N,ವಾಸನೆ,апс
356,Geruch::N,ವಾಸನೆ,лэ̄гк
357,Schlaf::N,ನಿದ್ರೆ,nahkerh
358,Schlaf::N,ನಿದ್ರೆ,nager
359,Schlaf::N,ನಿದ್ರೆ,oados
360,Schlaf::N,ನಿದ್ರೆ,nagir
361,Schlaf::N,ನಿದ್ರೆ,naṿer
362,Schlaf::N,ನಿದ್ರೆ,nââ´er
363,Schlaf::N,ನಿದ್ರೆ,нагерь
364,Traum::N,ಕನಸು,nahkere
365,Traum::N,ಕನಸು,niehko
366,Traum::N,ಕನಸು,niehku
367,Traum::N,ಕನಸು,naṿer
368,Traum::N,ಕನಸು,nââ´er
369,Traum::N,ಕನಸು,нагерь
370,Himmel::N,ಬಾನು,elmie
371,Himmel::N,ಬಾನು,almme
372,Himmel::N,ಬಾನು,albmi
373,Himmel::N,ಬಾನು,alme
374,Himmel::N,ಬಾನು,â´lmm
375,Himmel::N,ಬಾನು,алльм
376,Sonne::N,ಸೂರ್ಯ,biejjie
377,Sonne::N,ಸೂರ್ಯ,bæjvásj
378,Sonne::N,ಸೂರ್ಯ,beaivváš
379,Sonne::N,ಸೂರ್ಯ,peivi
380,Sonne::N,ಸೂರ್ಯ,piäiváš
381,Sonne::N,ಸೂರ್ಯ,pei´vv
382,Sonne::N,ಸೂರ್ಯ,пе̄ййв
383,Mond::N,ಚಂದ್ರ,aske
384,Mond::N,ಚಂದ್ರ,mánno
385,Mond::N,ಚಂದ್ರ,mánnu
386,Mond::N,ಚಂದ್ರ,máánu
387,Mond::N,ಚಂದ್ರ,mään
388,Mond::N,ಚಂದ್ರ,ма̄нн
389,Stern::N,ಚುಕ್ಕಿ,daasta
390,Stern::N,ಚುಕ್ಕಿ,naestie
391,Stern::N,ಚುಕ್ಕಿ,násste
392,Stern::N,ಚುಕ್ಕಿ,násti
393,Stern::N,ಚುಕ್ಕಿ,täsni
394,Stern::N,ಚುಕ್ಕಿ,tä´snn
395,Stern::N,ಚುಕ್ಕಿ,та̄ссьт
396,Luft::N,ವಾಯು,elmie
397,Luft::N,ವಾಯು,ájmmo
398,Luft::N,ವಾಯು,áibmu
399,Luft::N,ವಾಯು,áimu
400,Luft::N,ವಾಯು,šõŋŋ
401,Luft::N,ವಾಯು,вӯйнас
402,Wind::N,ಗಾಳಿ,bïegke
403,Wind::N,ಗಾಳಿ,biegga
404,Wind::N,ಗಾಳಿ,biegga
405,Wind::N,ಗಾಳಿ,pieg'gâ
406,Wind::N,ಗಾಳಿ,piõg'g
407,Wind::N,ಗಾಳಿ,пӣӈӈк
408,Welle::N,ಅಲೆ,baaroe
409,Welle::N,ಅಲೆ,bárro
410,Welle::N,ಅಲೆ,bárru
411,Welle::N,ಅಲೆ,pááṛu
412,Welle::N,ಅಲೆ,päärr
413,Welle::N,ಅಲೆ,нэ̄ммп
414,Wasser::N,ನೀರು,tjaetsie
415,Wasser::N,ನೀರು,tjáhtje
416,Wasser::N,ನೀರು,čáhci
417,Wasser::N,ನೀರು,čääci
418,Wasser::N,ನೀರು,čää´cc
419,Wasser::N,ನೀರು,ча̄дзь
420,Stein::N,ಕಲ್ಲು,gierkie
421,Stein::N,ಕಲ್ಲು,giergge
422,Stein::N,ಕಲ್ಲು,geađgi
423,Stein::N,ಕಲ್ಲು,keđgi
424,Stein::N,ಕಲ್ಲು,ǩeä´dǧǧ
425,Stein::N,ಕಲ್ಲು,ке̄ддҌк
426,Boden::N,ನೆಲ,betnie
427,Boden::N,ನೆಲ,ednam
428,Boden::N,ನೆಲ,bodni
429,Boden::N,ನೆಲ,vuođđu
430,Boden::N,ನೆಲ,ponne
431,Boden::N,ನೆಲ,vuáđ̣u
432,Boden::N,ನೆಲ,vuâđđ
433,Boden::N,ನೆಲ,лаввьн
434,Boden::N,ನೆಲ,е̄ммьне
435,Erde::N,ಭೂಮಿ,jåarta
436,Erde::N,ಭೂಮಿ,mueltie
437,Erde::N,ಭೂಮಿ,ednam
438,Erde::N,ಭೂಮಿ,mållde
439,Erde::N,ಭೂಮಿ,eana
440,Erde::N,ಭೂಮಿ,eennâm
441,Erde::N,ಭೂಮಿ,mädd
442,Erde::N,ಭೂಮಿ,jânnam
443,Erde::N,ಭೂಮಿ,е̄ммьне
444,Staub::N,ದೂಳು,heblie
445,Staub::N,ದೂಳು,tsumhtsie
446,Staub::N,ದೂಳು,dubme
447,Staub::N,ದೂಳು,dopmu
448,Staub::N,ದೂಳು,kovjâ
449,Staub::N,ದೂಳು,põõ´l
450,Staub::N,ದೂಳು,кэ̄ббьй
451,Rauch::N,ಹೊಗೆ,soeve
452,Rauch::N,ಹೊಗೆ,suovva
453,Rauch::N,ಹೊಗೆ,suovva
454,Rauch::N,ಹೊಗೆ,suoṿâ
455,Rauch::N,ಹೊಗೆ,suõvv
456,Rauch::N,ಹೊಗೆ,сӯвв
457,Funke::N,ಕಿಡಿ,naestie
458,Funke::N,ಕಿಡಿ,tjuonam
459,Funke::N,ಕಿಡಿ,čuotnan
460,Funke::N,ಕಿಡಿ,čuođâlm
461,Funke::N,ಕಿಡಿ,iiskâr
462,Funke::N,ಕಿಡಿ,čuõzzâm
463,Funke::N,ಕಿಡಿ,чӯссэм
464,Feuer::N,ಬೆಂಕಿ,dålle
465,Feuer::N,ಬೆಂಕಿ,dållå
466,Feuer::N,ಬೆಂಕಿ,dolla
467,Feuer::N,ಬೆಂಕಿ,tullâ
468,Feuer::N,ಬೆಂಕಿ,toll
469,Feuer::N,ಬೆಂಕಿ,то̄лл
470,Licht::N,ಬೆಳಕು,tjoevke
471,Licht::N,ಬೆಳಕು,tjuovgga
472,Licht::N,ಬೆಳಕು,čuovga
473,Licht::N,ಬೆಳಕು,čuovggas
474,Licht::N,ಬೆಳಕು,čuoṿâ
475,Licht::N,ಬೆಳಕು,toll
476,Licht::N,ಬೆಳಕು,čuõvv
477,Licht::N,ಬೆಳಕು,то̄лл
478,Schatten::N,ನೆರಳು,skugkie
479,Schatten::N,ನೆರಳು,soejvene
480,Schatten::N,ನೆರಳು,irkes
481,Schatten::N,ನೆರಳು,sieges
482,Schatten::N,ನೆರಳು,itku
483,Schatten::N,ನೆರಳು,suoivâ
484,Schatten::N,ನೆರಳು,õõtt
485,Schatten::N,ನೆರಳು,ǩeeu´niǩ
486,Schatten::N,ನೆರಳು,кывьнэхь
487,Wetter::N,ಹವ,vïerhtse
488,Wetter::N,ಹವ,dálkke
489,Wetter::N,ಹವ,dálki
490,Wetter::N,ಹವ,šoŋŋâ
491,Wetter::N,ಹವ,šõŋŋ
492,Wetter::N,ಹವ,шэ̄ӈӈ
493,Nebel::N,ಮಂಜು,såavla
494,Nebel::N,ಮಂಜು,mearhka
495,Nebel::N,ಮಂಜು,murkko
496,Nebel::N,ಮಂಜು,mierkká
497,Nebel::N,ಮಂಜು,mierká
498,Nebel::N,ಮಂಜು,miär'kká
499,Nebel::N,ಮಂಜು,oṃo
500,Nebel::N,ಮಂಜು,sue´lnn
501,Nebel::N,ಮಂಜು,цӣгк
502,Nebel::N,ಮಂಜು,сулльн
503,Wolke::N,ಮೋಡ,balve
504,Wolke::N,ಮೋಡ,balvva
505,Wolke::N,ಮೋಡ,balva
506,Wolke::N,ಮೋಡ,polvâ
507,Wolke::N,ಮೋಡ,põlvv
508,Wolke::N,ಮೋಡ,пэллв
509,Regen::N,ಮಳೆ,ebrie
510,Regen::N,ಮಳೆ,harvve
511,Regen::N,ಮಳೆ,arvi
512,Regen::N,ಮಳೆ,arve
513,Regen::N,ಮಳೆ,â´brr
514,Regen::N,ಮಳೆ,аббьр
515,Schnee::N,ಹಿಮ,lopme
516,Schnee::N,ಹಿಮ,moehtege
517,Schnee::N,ಹಿಮ,muohta
518,Schnee::N,ಹಿಮ,muohta
519,Schnee::N,ಹಿಮ,muotâ
520,Schnee::N,ಹಿಮ,muõtt
521,Schnee::N,ಹಿಮ,вэ̄дз
522,Schnee::N,ಹಿಮ,куэллт
523,Eis::N,ಮಂಜುಗಡ್ಡೆ,jïenge
524,Eis::N,ಮಂಜುಗಡ್ಡೆ,jiegŋa
525,Eis::N,ಮಂಜುಗಡ್ಡೆ,jiekŋa
526,Eis::N,ಮಂಜುಗಡ್ಡೆ,jieŋ̣â
527,Eis::N,ಮಂಜುಗಡ್ಡೆ,jiõŋŋ
528,Eis::N,ಮಂಜುಗಡ್ಡೆ,ӣӈӈ
529,Frost::N,ಮಂಜು,baajkoe
530,Frost::N,ಮಂಜು,tjoasskem
531,Frost::N,ಮಂಜು,buolaš
532,Frost::N,ಮಂಜು,puolâš
533,Frost::N,ಮಂಜು,puõlâš
534,Frost::N,ಮಂಜು,мӯнь
535,Kälte::N,ಹಿಮ,jueskie
536,Kälte::N,ಹಿಮ,tjåetskeme
537,Kälte::N,ಹಿಮ,tjoasskem
538,Kälte::N,ಹಿಮ,čoaskin
539,Kälte::N,ಹಿಮ,ko'lmâsvuotâ
540,Kälte::N,ಹಿಮ,ijss
541,Kälte::N,ಹಿಮ,čuä´cǩǩem
542,Kälte::N,ಹಿಮ,tuârggnjõs
543,Kälte::N,ಹಿಮ,кэ̄лмас
544,Hitze::N,ಉಷ್ಣ,baahke
545,Hitze::N,ಉಷ್ಣ,báhkka
546,Hitze::N,ಉಷ್ಣ,báhkka
547,Hitze::N,ಉಷ್ಣ,pakkâ
548,Hitze::N,ಉಷ್ಣ,kuṃe
549,Hitze::N,ಉಷ್ಣ,paašt
