,Concept_ID,mrj,ta
645,bekannt::A,палӹмӹ,பழக்கப்பட்ட
646,berühmt::A,лӹмлы,புகழ்பெற்ற
647,fremd::A,эдемӹн,அயல் நாட்டு
648,verschieden::A,тӹрлӹ,வித்தியாசமான
649,nah::A,лишӹл,பக்கத்தில் உள்ள
650,fern::A,мӹндӹр,தொலை தூரத்தில்
651,linker::A,шалахай,மீந்திருக்கும்
652,rechter::A,вургамла,வலதுபக்கம்
653,anderer::A,вес,மற்ற
654,anderer::A,весӹ,மற்ற
655,erster::A,икшӹ,முதனமையான
656,erster::A,икӹмшӹ,முதனமையான
657,zweiter::A,кокшы,இரண்டாவது
658,dritter::A,кымшы,மூன்றாவது
659,letzter::A,остатка,கடைசி
660,allein::ADV,иктӹ,தனியாக
661,allein::ADV,иктӹт,தனியாக
662,auf einmal::ADV,тöрöк,தடீரென்று
663,zusammen::ADV,икараш,சேர்ந்து
664,zusammen::ADV,цымырын,சேர்ந்து
665,lange::ADV,кужын,அதிக நோம்
666,plötzlich::ADV,трӱк,தடீரென்று
667,sofort::ADV,полт,உடனடியாக
668,sofort::ADV,тöрöк,உடனடியாக
669,sofort::ADV,тӹшӓкок,உடனடியாக
670,später::ADV,вара,பிறகு
671,heute::ADV,тагачы,இன்று
672,morgen::ADV,иргод,நாளைக்கு
673,morgen::ADV,иргодым,நாளைக்கு
674,bald::ADV,чӹнь,சீக்கிரம்
675,bald::ADV,вӓшке,சீக்கிரம்
676,bald::ADV,выртышты,சீக்கிரம்
677,dann::ADV,пакыла,அப்பொழுது
678,gestern::ADV,тенгечӹ,நேற்று
679,einst::ADV,икӓнӓ,ஒரே முறை
680,damals::ADV,тӹнӓм,அப்பொழுது
681,danach::ADV,пакыла,பிற்பாடு
682,vorher::ADV,перви,முன்பாக
683,zuerst::ADV,андак,முதலில்
684,einmal::ADV,гӓнӓк,ஒரே முறை
685,einmal::ADV,гӓнӓ,ஒரே முறை
686,manchmal::ADV,кынамжы,சில நேரங்களில்
687,oft::ADV,чӹчкӹдӹн,அடிக்கடி
688,immer::ADV,со,எப்பொழுதும்
689,immer::ADV,соок,எப்பொழுதும்
690,niemals::ADV,нинам,ஒருபோதும் இல்லை
691,niemals::ADV,нигынам,ஒருபோதும் இல்லை
692,niemals::ADV,нигынамат,ஒருபோதும் இல்லை
693,hier::ADV,тиштӹ,இங்கே
694,hierhin::ADV,тишкӹ,இவ்விடத்திற்கு
695,von hier::ADV,тишец,இனி
696,von hier::ADV,тишецӹн,இனி
697,dort::ADV,тӹштӹ,அங்கே
698,dorthin::ADV,тӹшкӹ,அவ்விடத்திற்கு
699,dorthin::ADV,тӹшкӹлӓ,அவ்விடத்திற்கு
700,geradeaus::ADV,вик,முன்னாலிருக்கும்
701,geradeaus::ADV,тура,முன்னாலிருக்கும்
702,vorwärts::ADV,анзыкы,முன்புறமாக
703,rückwärts::ADV,мӹнгеш,பின்னோக்கி
704,zurück::ADV,мӹнгеш,பின்பக்கம்
705,unten::ADV,ӱлнӹ,கீழாக
706,unten::ADV,лӹвӓлнӹ,கீழாக
707,hinab::ADV,ӱлӹкӹ,கீழ் நோக்கி
708,hinab::ADV,лӹвӓкӹ,கீழ் நோக்கி
709,oben::ADV,вӹлнӹ,மேலே
710,hinauf::ADV,кӱшкӹлӓ,மேலே
711,hinauf::ADV,кӱш,மேலே
712,überall::ADV,йӹлт,எல்லா இடத்திலும்
713,überall::ADV,цилӓ вӓре,எல்லா இடத்திலும்
714,nicht::ADV,уке,இல்லை
715,ein wenig::ADV,изиш,கொஞ்சம்
716,ein wenig::ADV,иклаштык,கொஞ்சம்
717,kaum::ADV,цылик,அரிதாக
718,kaum::ADV,чучок-чучок,அரிதாக
719,sehr::ADV,чоте,மிக்க
720,so::ADV,тенге,மிகவும்
721,so::ADV,тенгелӓ,மிகவும்
722,noch::ADV,мол,இப்பொழுதும்
723,noch::ADV,моло,இப்பொழுதும்
724,nur::ADV,веле,மட்டும்
725,schon::ADV,уже,ஏற்கனவே
726,schon::ADV,ӹнде,ஏற்கனவே
727,wieder::ADV,уэш,மறுபடியும்
728,vergebens::ADV,зря,வீண்
729,vergebens::ADV,ӹзрӓ,வீண்
730,vergebens::ADV,ӹзӹрӓ,வீண்
731,vor::PRP,анзыц,முன்
732,vor::PRP,анзыцын,முன்
733,hinter::PRP,шайылан,பின்பக்கம்
734,hinter::PRP,шайылный,பின்பக்கம்
735,unter::PRP,лӹвӓкӹ,கீழே
736,durch::PRP,вашт,ஊடே
737,neben::PRP,сага,அடுத்து
738,zwischen::PRP,лош,இடையில்
739,zwischen::PRP,лошкы,இடையில்
740,wegen::PRP,мычыц,ஏனெனில்
741,dies::PRN,тидӹ,இது
742,dies::PRN,ти,இது
743,das::PRN,тидӹ,அது
744,das::PRN,ти,அது
745,alles::PRN,цилӓ,ஒவ்வொன்றும்
746,ich::PRN,мый,நான்
747,du::PRN,тӹнь,நீ
748,er::PRN,тӹдӹ,அவன்
749,wir::PRN,мӓ,நாம்
750,wir::PRN,мӓ,நாங்கள்
751,ihr::PRN,вӓ,நீங்கள்
752,sie::PRN,нӹнӹ,அவர்கள்
753,was::FPRN,ма,என்ன
754,wer::FPRN,кӱ,யார்
755,wo::FADV,кышан,எங்கே
756,wo::FADV,кыштакен,எங்கே
757,wohin::FADV,кышкы,எதற்கு
758,wie::FADV,кыце,எப்படி
759,warum::FADV,малын,ஏன்
760,wieviel::FNUM,кынар,எவ்வளவு
761,wieviel::FNUM,кынары,எவ்வளவு
762,wieviel::FNUM,кынаркы,எவ்வளவு
763,eins::NUM,иктӹ,ஒன்று
764,eins::NUM,иктӹт,ஒன்று
765,zwei::NUM,кок,இரண்டு
766,zwei::NUM,кокты,இரண்டு
767,drei::NUM,кым,மூன்று
768,drei::NUM,кымыт,மூன்று
769,vier::NUM,нӹл,நான்கு
770,fünf::NUM,вӹц,ஐந்து
771,sechs::NUM,куд,ஆறு
772,sechs::NUM,кудытмозн,ஆறு
773,sieben::NUM,шӹм,ஏழு
774,sieben::NUM,шӹмӹт,ஏழு
775,acht::NUM,кӓндӓкш,எட்டு
776,acht::NUM,кӓндӓкшӹ,எட்டு
777,neun::NUM,ӹндекшшӱдӹ,ஒன்பது
778,zehn::NUM,лу,பத்து
779,elf::NUM,луатик,பதினொன்று
780,elf::NUM,луатиктӹ,பதினொன்று
781,zwölf::NUM,луаткок,பன்னிரண்டு
782,zwölf::NUM,луаткокты,பன்னிரண்டு
783,zwanzig::NUM,коклы,இருபது
784,dreißig::NUM,кымлы,முப்பது
785,vierzig::NUM,нӹллӹ,நாற்பது
786,fünfzig::NUM,вӹцлӹ,ஐமபது
787,sechzig::NUM,кудлу,அறுபது
788,siebzig::NUM,шӹмлу,எழுபது
789,achtzig::NUM,кӓндӓкшлу,எண்பது
790,neunzig::NUM,ӹндекшлу,தொன்னூறு
791,hundert::NUM,шӱдӹ,நூறு
792,tausend::NUM,тӹжем,ஆயிரம்
793,und::CNJ,дöн,மற்றும்
794,oder::CNJ,льывы,அல்லது
795,stehen::V,шалшаг,நில்
796,sitzen::V,шӹнзӓш,உட்கார்
797,liegen::V,киӓш,படு
798,hängen::V,кечӓш,தொங்கச் செய்
799,werden::V,шагалаш,ஆகு
800,passieren::V,ӹштӓ́лтӓш,நிகழ்
801,beginnen::V,тӹнгӓлӓлтӓш,ஆரம்பி
802,enden::V,пӹтӓш,முடி
803,wechseln::V,весемӓш,மாற்று
804,wechseln::V,весемӓлтӓш,மாற்று
805,aufgehen[Sonne]::V,авараш,உயர எழு
806,untergehen[Sonne]::V,шӹ́нзӓш,பொறுத்து
807,scheinen[Sonne]::V,сотемдӓрӓш,பிரகாசி
808,donnern::V,хӹдӹртӓш,இடி
809,wehen::V,ӹфӹлӓш,வீசு
810,strömen::V,йогащ,பாயதல்
811,fließen::V,йогащ,நீரோட்டம் போக்கில் போ
812,sich drehen::V,пöрдӓш,சுழல்
813,schwanken::V,лыпшалташ,தள்ளாடு
814,schwingen::V,кӓчӓйӓш,ஆடு
815,fallen::V,кенвазаш,விழு
816,fallen::V,шынгалташ,விழு
817,brennen::V,йылаш,எரி
818,rauchen::V,шыпшаш,பகை பிடி
819,regnen::V,юраш,மழை பெய்
820,gefrieren::V,гӓш,உறைந்துவிடு
821,gefrieren::V,кӹлмаш,உறைந்துவிடு
822,tauen::V,шылаш,உருகு
823,schmelzen::V,шӹрӓнӓш,உருகு
824,trocknen::V,кошкаш,உலர்த்து
825,sieden::V,шолаш,கொதிக்க வை
826,faulen::V,шӱӓш,அழுகச் செய்
827,verfaulen::V,йӓнгӓрӓлтӓш,அழுகச் செய்
828,reißen::V,кышкедӓлтӓш,திடீரென அறு
829,versinken::V,ва́лаш,மூழ்கு
830,vergehen::V,эртӓш,கடந்துசெல்
831,erscheinen::V,каяш,தோன்றச்
832,verschwinden::V,ямаш,மறைந்து போ
833,sinken::V,пычаш,பதைவுறு
834,abnehmen::V,чӹдемӓш,குறை
835,abnehmen::V,кöтӹргӓш,குறை
836,zunehmen::V,когоэмӓш,உயர்த்து
837,steigen::V,лӱлта́лташ,உயர எழு
838,wachsen::V,кушкаш,வளர்
839,glänzen::V,йӹлгӹжӓш,மிளிர்
840,funkeln::V,валгалташ,பிரகாசி
841,lärmen::V,юкланаш,கொம்பு
842,läuten::V,цоргаш,மணியொலியிசை
843,klingeln::V,цоргаш,மணி அடி
844,klirren::V,цонгырталгаш,கிலுங்கு
845,brausen::V,ышдымыла́наш,இரைதல்
846,rauschen::V,шу́жгаш,சலசலப்பு
847,klingen::V,йо́нгаш,சிலம்புதல்
848,bellen::V,опташ,குரை
849,heulen::V,урмыжаш,ஊளையிடு
850,blasen::V,ӹфӹлӓш,ஊது
851,pfeifen::V,ши́шкаш,சீழ்க்கை எழப்பு
852,schreien::V,уташ,கூச்சலிடு
853,schreien::V,саслаш,கூச்சலிடு
854,schreien::V,варгынзаш,கூச்சலிடு
855,stöhnen::V,ӹнгӹрӓш,வேதனை
856,zittern::V,цӹтӹрӓш,நடுங்கு
857,leben::V,ӹлӓш,உயிருடனிரு
858,geboren werden::V,шачаш,பிற
859,atmen::V,шӱлӓш,சுவாசி
860,trinken::V,йӱӓш,குடி
861,essen::V,качкаш,சாப்பிடு
862,schlucken::V,нелӓш,முழுங்கு
863,müde werden::V,янгылаш,கையயர்தல்
864,einschlafen::V,амален кеӓш,தூங்க
865,schlafen::V,амалаш,தூங்கு
866,aufwachen::V,понгыжалташ,எழுப்பு
867,aufstehen::V,кӹньӹл шагалаш,எழுந்திரு
868,sich erholen::V,кӓнаш,இளைப்பாறு
869,krank werden::V,церлӓнен вазаш,விழுதல்
870,krank sein::V,церлӓнӓш,நருக்கலாயிருக்க
871,krank sein::V,ясланаш,நருக்கலாயிருக்க
872,krank sein::V,ясыланаш,நருக்கலாயிருக்க
873,schmerzen::V,каршташ,நோவுறு
874,husten::V,кахыраш,இருமு
875,genesen::V,паремӓш,குணம் அடை
876,genesen::V,тöрлӓнӓш,குணம் அடை
877,sterben::V,вазын колаш,மரணமடை
878,umkommen::V,пӹтӓш,நசி
879,sich bewegen::V,кашташ,நகர்த்து
880,sich rühren::V,тӓрвӓнӓш,அசை
881,sich erheben::V,кӹньӹлӓш,எழுந்து நில்
882,sich setzen::V,шӹнзӓш,உட்கார்
883,hinfallen::V,кенвазаш,விழு
884,hinfallen::V,шынгалташ,விழு
885,laufen::V,кашташ,நட
886,schreiten::V,ашкедӓш,கவடுவைத்தல்
887,spazierengehen::V,мадын кашташ,உலவு
888,eilen::V,вӓшкӓш,விரைந்து
889,sich beeilen::V,вӓшкӓш,அவசரப்படுத்து
890,sich beeilen::V,талашаш,அவசரப்படுத்து
891,sausen::V,хойхаланаш,விரைந்து செல்
892,sausen::V,хояш,விரைந்து செல்
893,rennen::V,кыргыжаш,ஓடு
894,springen::V,тӹршештӓш,குதி
895,klettern::V,ку́заш,ஏறு
896,schaukeln::V,лыпшалташ,தள்ளாடு
897,kriechen::V,авалянаш,மெதுவாக நடந்து செல்
898,kriechen::V,ньыжиклӓш,மெதுவாக நடந்து செல்
899,schwimmen::V,илӓш,நீந்து
900,tauchen::V,цымаш,மூழ்கி நீச்சலடி
901,rudern::V,шуалташ,துடுப்புப் போடு
902,fahren::V,кеӓш,ஓட்டு
903,fliegen::V,чонгештӓш,பற
904,gehen::V,кеӓш,போ
905,weggehen::V,кеӓш,விலகிச் செல்
906,abfahren::V,кеӓш,புறப்பட்டுச் செல்
907,anhalten::V,цӓрнӓш,நின்றுவிடு
908,hineingehen::V,пыраш,மறையச் செய்
909,eintreten::V,пыраш,நுழை
910,kommen::V,толаш,வா
911,ankommen::V,шоаш,வநது சேர்
912,zurückkommen::V,пöртӹлӓш,திரும்பி வா
913,bleiben::V,кодаш,இரு
914,warten::V,вычаш,தாமதி
915,erwarten::V,вычаш,எதிர்நோக்கு
916,suchen::V,кӹчӓлӓш,தேடு
917,finden::V,моаш,கண்டுபிடி
918,versuchen::V,путаяш,முயற்சி செய்
919,versuchen::V,цацаш,முயற்சி செய்
920,vorbereiten::V,поспейӹктӓш,ஆயத்தம் செய்
921,lieben::V,яраташ,அன்பு செலுத்து
922,mögen::V,яраташ,விரும்பு
923,lachen::V,ваштылаш,சிரி
924,rühren::V,тӓрвӓтӓш,இதயத்தைத் தொடு
925,weinen::V,мӓгӹрӓш,அழு
926,schimpfen::V,свырседӓлӓш,சாபமிடு
927,sich ärgern::V,шӹдешкӓш,கோப்பபடு
928,sich fürchten::V,лӱдӓш,பயப்படு
929,fürchten::V,лӱдӓш,பயப்படுத்து
930,fliehen::V,кыргыжаш,ஓடு
931,flüchten::V,кыргыж шӹлӓш,தப்பிவிடு
932,sehen::V,ужаш,பார்
933,anschauen::V,анжалаш,கூர்ந்து கவனி
934,ansehen::V,анжаш,கவனி
935,hören::V,колаш,கேள்
936,zuhören::V,колышташ,சுவைத்துப் பார்
937,probieren::V,тотештӓш,ருசி
938,probieren::V,подыл анжаш,ருசி
939,riechen::V,ӱпшӹнзӓш,முகர்ந்து பார்
940,fühlen::V,шижӓш,தொட்டுணர்
941,scheinen::V,каяш,காணப்படு
942,zu sehen sein::V,каяш,தோன்றுதல்
943,vernehmen::V,колын колташ,கேள்
944,frieren::V,кӹлмаш,குதுகுதுகு
945,frieren::V,тӹнгӹргӓш,குதுகுதுகு
946,tun::V,ӹштӓш,செய்
947,können::V,кердӓш,இயல்வது
948,wollen::V,жалаяш,விரும்பு
949,anfangen::V,тӹнгӓлӓш,தொடங்கு
950,beenden::V,пӹтӓрӓш,முடி
951,aufhören::V,цӓрнӓш,நிறுத்து
952,gelingen::V,цӓш лиӓш,வெற்றி
953,geraten::V,лиӓш,ஏற்படுத்து
954,öffnen::V,пачаш,திற
955,schließen::V,чӱчӓш,மூடு
956,stellen::V,шӹндӓш,வை
957,setzen::V,шӹндӓш,வை
958,legen::V,опташ,பரப்பி வை
959,legen::V,пиштӓш,பரப்பி வை
960,berühren::V,тӹкӓлӓш,பதி
961,verbinden::V,пидӓш,சேர்
962,bedecken::V,леведӓш,உறைபோடு
963,aufhängen::V,сӓкӓш,தொங்கவிடு
964,anzünden::V,чӱктӓш,எரியூட்டு
965,aufheben::V,кузыкташ,பொறுக்கி எடு
966,zurücklassen::V,кодаш,விட்டுச் செல்
967,verlieren::V,ямдаш,இழ
968,fallen lassen::V,кенвацтараш,அளவில் குறைவு
969,machen::V,ӹштӓш,தயார்செய்
970,herstellen::V,йӓмдӹлӓш,உற்பத்தி செய்
971,bauen::V,ӹштӓш,கட்டு
972,reparieren::V,чиняш,பழுது பார்
973,reparieren::V,алалаш,பழுது பார்
974,verbessern::V,яжоэмден шӹндӓш,மேம்படுத்து
975,ändern::V,вашталташ,மாற்றி அமை
976,graben::V,капаяш,குழி வெட்டு
977,beugen::V,лывырташ,வனை
978,beugen::V,каклярташ,வனை
979,biegen::V,лывырташ,வனை
980,drehen::V,сӓрӓш,சுழல்
981,drehen::V,сӓрӹкӓлӓш,சுழல்
982,wenden::V,сӓрӓлӓш,குடைகவிழு
983,umdrehen::V,сӓрӓлӓш,சுற்றும் முற்றும் பார்
984,heben::V,лӱктӓш,தூக்கு
985,hochheben::V,кузыкташ,தூக்கு
986,ergreifen::V,хватяш,பறி
987,halten::V,кычаш,பிடித்துக் கொள்
988,drücken::V,темдӓш,அழுத்து
989,schieben::V,шӹкӓш,தள்ளு
990,kratzen::V,нӹжӓш,கீறு
991,lecken::V,нылаш,நக்கு
992,beißen::V,пыралаш,கடி
993,abreißen::V,кӹрӓш,கிழி
994,abreißen::V,кышкед нӓлӓш,கிழி
995,abschneiden::V,шулаш,வெட்டி எடு
996,abschneiden::V,лаштыклаш,வெட்டி எடு
997,binden::V,пидӓш,கட்டு
998,stecken::V,шыралаш,பதிய வை
999,brechen::V,тодылаш,உடை
1000,brechen::V,пыдырташ,உடை
1001,klopfen::V,рушткаш,தட்டு
1002,hauen::V,шелӹштӓш,அடி
1003,kleben::V,клейӓш,ஒட்டு
1004,reiben::V,нӹжӓш,தேய்
1005,streichen::V,шӹрӓш,பரவச்செய்
1006,schleifen::V,шымаш,அரை
1007,schneiden::V,пӹчкӓш,துண்டாக்கு
1008,rütteln::V,мыльгыкташ,மெல்ல தள்ளு
1009,schütteln::V,цӹтӹртӓш,குலுக்கு
1010,schütteln::V,мыльгыкташ,குலுக்கு
1011,schwenken::V,машыяш,ஊஞ்சலாடு
1012,schütten::V,опталаш,ஊற்று
1013,füllen::V,темӓш,நிரப்பு
1014,einwickeln::V,пӹтӹрӓ́лӓш,சுற்று
1015,tragen::V,намалаш,எடுத்துச் செல்
1016,schleppen::V,шӹдӹрӓш,இழுத்துச் செல்
1017,ziehen::V,шыпшаш,இழு
1018,aufbewahren::V,перегӓш,வைத்துக் கொள்
1019,werfen::V,кӹшкӓш,வீசி எறி
1020,fangen::V,кычаш,பிடி
1021,packen::V,хватяш,பிடித்துக்கொள்
1022,verstecken::V,шӹлтӓш,மறை
1023,teilen::V,пайылаш,பாகங்களாகப் பிரி
1024,schicken::V,колташ,அனுப்பு
1025,bringen::V,кандаш,கொண்டு வா
1026,bekommen::V,лыкташ,பெறு
1027,erhalten::V,получаяш,பெறு
1028,nehmen::V,налаш,எடு
1029,wählen::V,айыраш,தேர்ந்தெடு
1030,auswählen::V,айыраш,தேர்ல்தெடு
1031,bewahren::V,перегӓш,கெடாது பேணு
1032,behindern::V,мешӓйӓш,தடங்கல் செய்
1033,verderben::V,портяш,நாசமாக்கு
1034,beschädigen::V,шушырташ,சேதப்படுத்து
1035,zerbrechen::V,пыдырташ,உடை
1036,zerreißen::V,кӹрӓш,கிழி
1037,zerstören::V,шӓлӓтӓш,அழி
1038,verbrennen::V,йылаташ,எரியூட்டு
1039,verbrennen::V,йылалташ,எரியூட்டு
1040,geben::V,пуаш,கொடு
1041,reichen::V,пуаш,வழங்கு
1042,schenken::V,подараш,மொயத்தல்
1043,versprechen::V,сöрӓш,உறுதியளி
1044,wünschen::V,жалаяш,ஆசைப்படு
1045,loben::V,хваляш,புகழ்ச்சி கூறு
1046,küssen::V,шышшалаш,முத்தமிடு
1047,wiegen::V,лӱнгӓлтӓш,ஆட்டுத்தல்
1048,zudecken::V,пиштӓш,உறைபோடு
1049,wecken::V,понгыжалтараш,எழுப்பு
1050,zeigen::V,анжыкташ,காட்டு
1051,führen::V,видӓш,வழிகாட்டி
1052,lehren::V,тымдаш,சொல்லிக் கொடு
1053,unterrichten::V,тымдаш,அறிவுரை கூறு
1054,aufziehen::V,кушташ,வளர்
1055,leiten::V,видӓш,அழைத்துச் செல்
1056,leiten::V,вуйлаташ,அழைத்துச் செல்
1057,leiten::V,вуйлалташ,அழைத்துச் செல்
1058,antreiben::V,талаштараш,தூண்டு
1059,lassen::V,-ыкт,விடு
1060,einladen::V,ӱжӓш,அழை
1061,vereinigen::V,иктештӓш,ஒன்றாகச் சேர்
1062,besuchen::V,толаш,வருகை புரி
1063,treffen::V,вӓшлиӓш,சந்தி
1064,treffen::V,вӓшлиӓлтӓш,சந்தி
1065,sich versammeln::V,цымыргаш,தொகுப்பு
1066,spielen::V,мадаш,விளையாடு
1067,singen::V,мыраш,பாடு
1068,tanzen::V,кушташ,நடனமாடு
1069,sich trennen::V,айырлаш,தனிப்படடுத்து
1070,verlassen::V,шуаш,கைவிடு
1071,retten::V,ытараш,காப்பாற்று
1072,bewachen::V,оролаш,காவல் செய்
1073,schützen::V,перегӓш,பாதுகாப்பு செய்
1074,verteidigen::V,перегӓш,எதிர்த்து நில்
1075,sich schlagen::V,шидӓлӓш,பூசலிடு
1076,sich schlagen::V,шиэдӓлӓш,பூசலிடு
1077,schießen::V,лӱӓш,சுட்டுக் கொல்
1078,siegen::V,сӹнгӓш,வெற்றி பெறு
1079,ärgern::V,шӹдештӓрӓш,எரிச்சலூட்டு
1080,schlagen::V,пӓрен колташ,அடி
1081,schlagen::V,хӹрӹктен колташ,அடி
1082,treten::V,чымаш,உதை
1083,stechen::V,пышкылаш,கொட்டு
1084,stoßen::V,шыркедӓш,நெருக்கு
1085,stehlen::V,шолышт толаш,திருடு
1086,stören::V,ӓрештӹлӓш,தொல்லைகொடு
1087,belästigen::V,кӓньӹсӹрлӓндӓрӓш,தொல்லை கொடு
1088,belästigen::V,шытырланыкташ,தொல்லை கொடு
1089,verbergen::V,шӹлтӓш,மறை
1090,täuschen::V,алталаш,ஏமாற்று
1091,täuschen::V,аталаш,ஏமாற்று
1092,betrügen::V,мошеньӹчӓйӓш,ஏமாற்று
1093,töten::V,пуштын шуаш,கொல்
1094,wohnen::V,ӹлӓш,தங்கியிரு
1095,arbeiten::V,пӓшӓлӓш,வேலை செய்
1096,arbeiten::V,ровотаяш,வேலை செய்
1097,sammeln::V,погаш,ஒன்றுசேர்
1098,pflücken::V,кӹрӓш,கொய்து எடு
1099,jagen::V,охотничӓйӓш,வேட்டையாடு
1100,fischen::V,кол кычаш,மீன் பிடி
1101,fassen::V,кычаш,பிடி
1102,hüten::V,кӹтӓш,காவல் செய்
1103,treiben::V,шуруяш,ஓட்டு
1104,anbinden::V,ялшташ,கட்டு
1105,anbinden::V,ялышташ,கட்டு
1106,füttern::V,пукшаш,உணவளி
1107,melken::V,шыпшылаш,பால் கற
1108,hacken::V,роаш,வெட்டி எடு
1109,gießen::V,шӓвӓш,நீர்ப் பாய்ச்சு
1110,reifen::V,кӱӓш,பழு
1111,reifen::V,поспейӓш,பழு
1112,zubereiten::V,йӓмдӹлӓш,சமையல் செய்
1113,kochen::V,шолташ,வேகவை
1114,backen::V,кӱктӓш,வெப்பத்தில் வாட்டு
1115,braten::V,жӓрӓш,பொரியச் செய்
1116,umrühren::V,намалаш,கலக்கு
1117,stricken::V,пидӓш,பின்னியிழை
1118,nähen::V,ыргаш,தையல் வேலை செய்
1119,färben::V,пидӓш,வண்ணம் பெறச் செய்
1120,reinigen::V,чиӓлтӓш,சுத்தம் செய்
1121,waschen::V,мышкаш,கழுவு
1122,abwischen::V,ӹштӓш,துடை
1123,spülen::V,шӱӓлтӓш,அலசு
1124,fegen::V,ӹштӓш,பெறுக்கு
1125,kehren::V,ӹштӓш,பெறுக்கு
1126,baden::V,нӱштӹлӓш,குளி
1127,sich waschen::V,мышкылташ,கழுவு
1128,ausziehen::V,кыдашаш,கழற்று
1129,anziehen::V,чиӓш,புனைதல்
1130,sich anziehen::V,чиӓш,உடுத்துதல்
1131,kämmen::V,шерӓш,தலை வாரிக் கொள்
1132,schmücken::V,цеверемдӓш,அழகுபடுத்து
1133,sagen::V,манаш,சொல்
1134,sagen::V,келесӓш,சொல்
1135,sprechen::V,манаш,பேசு
1136,reden::V,шайышташ,பெசு
1137,sich unterhalten::V,хытыраш,இயல்பாக பேசிக்கொண்டிரு
1138,sich unterhalten::V,хытыргаш,இயல்பாக பேசிக்கொண்டிரு
1139,fragen::V,ядаш,கேள்
1140,bitten::V,ядаш,வேண்டு
1141,erzählen::V,келесӓш,சொல்
1142,mitteilen::V,попаш,சொல்
1143,mitteilen::V,увертӓш,சொல்
1144,mitteilen::V,увертӓрӓш,சொல்
1145,nennen::V,лӹмдӓш,பெயரிடுதல்
1146,rufen::V,ӱжӓш,கூச்சலிடு
1147,prahlen::V,хайзаш,தற்பெருமை பேசு
1148,prahlen::V,шаргаланаш,தற்பெருமை பேசு
1149,übersetzen::V,вашташ,மொழிபெயர்ப்பு செய்
1150,denken::V,машанаш,யோசி
1151,glauben::V,ӹнянӓш,நம்பு
1152,bemerken::V,цаклаш,கவனி
1153,erkennen::V,пӓлӓш,அடையாளம் கண்டுகொள்
1154,begreifen::V,ынгылаш,பற்றிக்கொள்
1155,verstehen::V,ынгылаш,புரிந்து கொள்
1156,lernen::V,тыменяш,கற்றுக்கொள்
1157,wissen::V,пӓлӓш,தெரிந்திரு
1158,sich erinnern an::V,ышештӓрӓш,நினைவு கூர்
1159,vergessen::V,монден кодаш,மற
1160,messen::V,висӓш,அளவிடு
1161,zählen::V,шотаяш,எண்ணு
1162,rechnen::V,шотаяш,கணக்கிடு
1163,lesen::V,лыдаш,படி
1164,malen::V,рисуяш,வண்ணச்சித்திரம்
1165,zeichnen::V,ыдырка́лаш,வரை
1166,schreiben::V,вазаш,எழுது
1167,besitzen::V,кы́чаш,உடைமையாகக் கொண்டிரு
1168,kaufen::V,нӓлӓш,வாங்கு
1169,verkaufen::V,выжалаш,விற்பனை செய்
1170,bezahlen::V,тӱлӓш,இறுத்தல்
1171,zahlen::V,тӱлӓш,பணம் செலுத்து
1172,beherrschen::V,кы́чаш,ஆட்சிசெய்
1173,ertragen::V,цӹтӓш,தாங்கு
1174,Linie::N,,கோடு
1175,Strich::N,,வாத நோய்
1176,jetzt::ADV,,இப்பொழது
1177,hinzufügen::V,,சேர்
