,Concept_ID,uk,te
705,zwei::NUM,два,రెండు
706,drei::NUM,три,మూడు
707,vier::NUM,чотири,నాలుగు
708,fünf::NUM,п’ять,అయిదు
709,sechs::NUM,шість,ఆఱు
710,sieben::NUM,сім,ఏరు
711,acht::NUM,вісім,ఎనిమదు
712,neun::NUM,дев’ять,తొమ్మిది
713,zehn::NUM,десять,పది
714,elf::NUM,одинадцять,పదునొకొండు
715,zwölf::NUM,дванадцять,పండ్రండు
716,zwanzig::NUM,двадцять,ఇరుపది
717,dreißig::NUM,тридцять,ముప్పది
718,vierzig::NUM,сорок,నలువది
719,fünfzig::NUM,п’ятдесят,ఏబది
720,sechzig::NUM,шістдесят,అరుపది
721,siebzig::NUM,сімдесят,డెబ్బది
722,achtzig::NUM,вісімдесят,ఎనుబది
723,neunzig::NUM,дев’яносто,తొంబది
724,hundert::NUM,сто,నూఱు
725,tausend::NUM,тисяча,వేయి
726,und::CNJ,і,మఱియు
727,oder::CNJ,або,లేక
728,stehen::V,стояти,నిలుచు
729,sitzen::V,сидіти,కూర్చుండు
730,liegen::V,лежати,పండుకొనుట
731,hängen::V,висіти,వ్రేలాడదీయు
732,werden::V,стати,అగు
733,werden::V,робитися,అగు
734,passieren::V,трапитися,సంభవించు
735,beginnen::V,початися,ఆరంభించు
736,enden::V,кінчитися,తీరుట
737,wechseln::V,мінятися,మార్చు
738,aufgehen[Sonne]::V,зійти,ఉదయించు
739,untergehen[Sonne]::V,зайти,అస్తమించు
740,scheinen[Sonne]::V,світити,ప్రకాశించు
741,donnern::V,гриміти,ఉరుముట
742,wehen::V,віяти,దురద్పప్టము
743,strömen::V,литися,పారుట
744,fließen::V,текти,ప్రవహించు
745,sich drehen::V,обертатися,తిరుగు
746,schwanken::V,коливатися,ఆడించుట
747,schwingen::V,хитатися,ఊగుట
748,schwingen::V,гойдатися,ఊగుట
749,fallen::V,падати,పడు
750,brennen::V,горіти,కాలుట
751,rauchen::V,диміти,పొగసుట
752,regnen::V,дощити,కురిపించుట
753,gefrieren::V,змерзнути,గడ్డకట్టు
754,tauen::V,танути,కరగు
755,schmelzen::V,плавитися,కరగు
756,trocknen::V,сохнути,యెండుట
757,sieden::V,кипіти,ఉడుకు
758,faulen::V,гнити,క్రుళ్లు
759,verfaulen::V,згнити,క్షిణించు
760,reißen::V,рватися,చించు
761,versinken::V,тонути,మునుగు
762,vergehen::V,проходити,సంభవించు
763,erscheinen::V,з’явитися,కనబడు
764,verschwinden::V,щезнути,అదృశ్యమగు
765,verschwinden::V,зникнути,అదృశ్యమగు
766,sinken::V,спадати,ముణుగుట
767,abnehmen::V,поменшитися,తగ్గు
768,zunehmen::V,збільшуватися,పెరుగుట
769,steigen::V,підніматися,లేచు
770,wachsen::V,рости,పెరుగు
771,glänzen::V,блищати,ప్రకాశించు
772,funkeln::V,блискати,ప్రకాశించు
773,lärmen::V,шуміти,అరుచుట
774,läuten::V,дзвонити,మేళవించుట
775,klingeln::V,дзвонити,వాయించుట
776,klirren::V,дзвякати,ఘంటానాదము
777,brausen::V,бушувати,గర్జించు
778,rauschen::V,шелестіти,చటచటమనుట
779,klingen::V,лунати,ధ్వనించుట
780,klingen::V,звучати,ధ్వనించుట
781,bellen::V,гавкати,అఱచు
782,heulen::V,вити,కూయు
783,blasen::V,дунути,దురద్పప్టము
784,pfeifen::V,свистіти,ఈలవేయు
785,schreien::V,кричати,అఱచు
786,stöhnen::V,стогнати,మూలుగు
787,zittern::V,тремтіти,వణకు
788,leben::V,жити,జీవించుట
789,geboren werden::V,народитися,పుట్టుట
790,atmen::V,дихати,ఉపిరి తీయు
791,trinken::V,пити,త్రాగు
792,essen::V,їсти,తిను
793,schlucken::V,ковтати,మ్రింగు
794,müde werden::V,втомитися,అలయు
795,einschlafen::V,заснути,నిద్రించు
796,schlafen::V,спати,నిద్రురించు
797,aufwachen::V,прокинутися,మేలుకొను
798,aufstehen::V,встати,లేచు
799,sich erholen::V,відпочивати,నడ్డి వాల్చు
800,krank werden::V,захворіти,జబ్బుపడు
801,krank sein::V,хворіти,జబ్బు చేయు
802,schmerzen::V,боліти,నొచ్చుట
803,husten::V,кашляти,దగ్గుట
804,genesen::V,одужати,కుదురుట
805,genesen::V,видужати,కుదురుట
806,sterben::V,померти,మరణించు
807,umkommen::V,згинути,నశించు
808,sich bewegen::V,рухатися,కదలు
809,sich rühren::V,ворушитися,కదలు
810,sich erheben::V,встати,లేచు
811,sich setzen::V,сісти,కూర్చుణ్డు
812,hinfallen::V,упасти,దొర్లు
813,laufen::V,ходити,నడచు
814,schreiten::V,крокувати,అడుగుపెట్టుట
815,spazierengehen::V,гуляти,పచారు చేయు
816,eilen::V,спішити,తొందరపడు
817,sich beeilen::V,поспішати,త్వరపెట్టు
818,sausen::V,мчатися,విసరికొట్టు
819,rennen::V,бігати,పరుగెత్తు
820,springen::V,скакати,దుముకు
821,springen::V,стрибати,దుముకు
822,klettern::V,лазити,ఎక్కు
823,schaukeln::V,гойдатися,ఉయ్యాల ఊగు 
824,kriechen::V,повзати,ప్రాకు
825,schwimmen::V,пливти,ఈదు
826,schwimmen::V,плавати,ఈదు
827,tauchen::V,пірнати,మునుగు
828,rudern::V,гребти,తెడ్లతోఁగడపు
829,rudern::V,веслувати,తెడ్లతోఁగడపు
830,fahren::V,їхати,నడపు
831,fliegen::V,літати,ఎగురు
832,gehen::V,іти,పోవు
833,weggehen::V,піти,బయలుదేరు
834,abfahren::V,від’їхати,విడిచిపోవు
835,abfahren::V,відправитися,విడిచిపోవు
836,anhalten::V,зупинитися,నిలుపు
837,hineingehen::V,входити,ప్రవేశించు
838,eintreten::V,увійти,ప్రవేశించు
839,kommen::V,прийти,వచ్చు
840,ankommen::V,прибути,వచ్చి చేరు
841,zurückkommen::V,повернутися,తిరిగీవచ్చుట
842,bleiben::V,залишитися,ఉండు
843,warten::V,чекати,కనిపెట్టు
844,erwarten::V,чекати,నిరిక్షించు
845,suchen::V,шукати,వెదకు
846,finden::V,знайти,కనుగొను
847,versuchen::V,випробовувати,ప్రయత్నించు
848,vorbereiten::V,підготувати,తయారుచేయు
849,lieben::V,любити,ప్రేమించు
850,mögen::V,любити,ఇష్టపడు
851,mögen::V,подобатися,ఇష్టపడు
852,lachen::V,сміятися,నవ్వు
853,rühren::V,розчулити,గుండె తాకు
854,weinen::V,плакати,వీడ్చు
855,schimpfen::V,лаятися,గొణుగు
856,sich ärgern::V,сердитися,అలుగు
857,sich fürchten::V,боятися,భయపడు
858,fürchten::V,боятися,భయపడు
859,fliehen::V,тікати,పాఱిపోపు
860,flüchten::V,утекти,తప్పించుకొను
861,sehen::V,бачити,చూచు
862,anschauen::V,поглянути,చూచు
863,ansehen::V,дивитися на,కాచియుండు
864,hören::V,чути,విను
865,zuhören::V,слухати,విను
866,probieren::V,покуштувати,చవిచూచుట
867,riechen::V,нюхати,వాసనచూచు
868,fühlen::V,відчувати,స్పర్శించుట
869,scheinen::V,здаватися,కనబడు
870,zu sehen sein::V,виднітися,చూవు
871,vernehmen::V,почути,విను
872,frieren::V,мерзнути,చలికి వడకు
873,tun::V,робити,చేయు
874,können::V,могти,గల
875,wollen::V,хотіти,కోరు
876,anfangen::V,почати,ఆరంభించు
877,beenden::V,закінчити,ముగించు
878,aufhören::V,перестати,నిలుపు
879,gelingen::V,вдатися,గెలుపాందు
880,geraten::V,опинитися,వెలువడు
881,öffnen::V,відкрити,తెఱచు
882,schließen::V,закрити,మూయు
883,stellen::V,поставити,ఉంచు
884,setzen::V,посадити,ఉంచు
885,legen::V,класти,పెట్టు
886,berühren::V,чіпати,తాకు
887,verbinden::V,зв’язати,చేర్చుట
888,bedecken::V,покрити,మూయు
889,aufhängen::V,повісити,వ్రేలాడదీయు
890,anzünden::V,запалити,వెలిగించు
891,aufheben::V,підняти,సేకరించు
892,zurücklassen::V,залишити,విడుచు
893,verlieren::V,загубити,పోగొట్టుకొను
894,fallen lassen::V,упустити,జాఱవిడుచు
895,machen::V,зробити,చేయు
896,herstellen::V,виготовити,ఉత్పత్తిచేయు
897,bauen::V,будувати,నిర్మించు
898,reparieren::V,лагодити,సరిచేయు
899,verbessern::V,поліпшити,వృద్ధి చేయు
900,ändern::V,змінити,మార్చు
901,graben::V,копати,త్రవ్వు
902,beugen::V,зігнути,వంచు
903,biegen::V,погнути,వంచు
904,drehen::V,вертіти,నూలువడుకు
905,wenden::V,повернути,త్రిప్పు
906,umdrehen::V,перевернути,త్రిప్పు
907,heben::V,піднімати,ఎత్తు
908,hochheben::V,підняти,ఎత్తు
909,ergreifen::V,схопити,వశపఱచుకొను
910,halten::V,тримати,ఉంచు
911,drücken::V,натискати,అణచు
912,schieben::V,пхати,నొక్కు
913,schieben::V,штовхати,నొక్కు
914,kratzen::V,шкребти,గోకు
915,lecken::V,лизати,నాకు
916,beißen::V,кусати,కఱచు
917,abreißen::V,відірвати,తెగతెంచు
918,abschneiden::V,відрізати,తెగకొట్టు
919,binden::V,в’язати,కట్టు
920,stecken::V,увіткнути,తగులుకొనివుండుట
921,brechen::V,зламати,పగులగొట్టు
922,klopfen::V,стукати,కొట్టు
923,hauen::V,бити,కొట్టు
924,kleben::V,клеїти,అంటుకొను
925,reiben::V,терти,రాచు
926,streichen::V,намазати,వ్యాపింపజేయు
927,schleifen::V,точити,రాచు
928,schneiden::V,різати,కోయు
929,rütteln::V,хитати,కుదిలించుట
930,schütteln::V,трясти,కదల్చు
931,schwenken::V,махати,ఊచుట
932,schütten::V,налити,పోయు
933,füllen::V,наповнити,నింపు
934,einwickeln::V,загорнути,చుట్టు
935,tragen::V,нести,మోయు
936,schleppen::V,тягти,ఈడ్చు
937,ziehen::V,тягнути,ఈడ్చు
938,aufbewahren::V,зберігати,కాపాడు
939,werfen::V,кидати,విసరు
940,fangen::V,ловити,పట్టుకొను
941,packen::V,схопити,పట్టుకొను
942,verstecken::V,сховати,దాచు
943,teilen::V,розділити,భాగించు
944,schicken::V,посилати,పంపు
945,bringen::V,принести,తెచ్చు
946,hinzufügen::V,додати,చేర్చు
947,bekommen::V,дістати,సంపాదించు
948,erhalten::V,одержати,పుచ్చుకొను
949,nehmen::V,взяти,తీసికొను
950,wählen::V,вибрати,ఇష్టపడు
951,auswählen::V,відібрати,ఏరుకొను
952,bewahren::V,зберегти,భద్రపఱుచు
953,behindern::V,перешкоджати,అడ్డగించుట
954,verderben::V,зіпсувати,చెఱచు
955,beschädigen::V,зашкодити,చెరుపుట
956,zerbrechen::V,розбити,పగులగొట్టు
957,zerreißen::V,розірвати,చించు
958,zerstören::V,зруйнувати,వాశనము చేయు
959,verbrennen::V,спалити,కాల్చు
960,geben::V,дати,ఇచ్చు
961,reichen::V,передати,అందుకొనుట
962,schenken::V,дарувати,అర్పించు
963,versprechen::V,обіцяти,వాగ్దత్తము చేయు
964,wünschen::V,бажати,కోరు
965,loben::V,хвалити,స్తుతించు
966,küssen::V,цілувати,ముద్దుపెట్టుకొను
967,wiegen::V,качати,ఊచుట
968,zudecken::V,накрити,మూయు
969,wecken::V,розбудити,నిద్రపలేపుట
970,zeigen::V,показати,చూవు
971,führen::V,вести,దారిచూపు
972,lehren::V,вчити,బోధించు
973,unterrichten::V,викладати,నేర్పు
974,aufziehen::V,виховати,పెంచు
975,leiten::V,керувати,తీసుకపోవుట
976,antreiben::V,підганяти,ప్రేరేపించు
977,lassen::V,змусити,అనుమతించు
978,einladen::V,запросити,ఆహ్వానించు
979,vereinigen::V,об’єднати,కూడుట
980,besuchen::V,завітати,పోయి చూచు
981,besuchen::V,відвідати,పోయి చూచు
982,treffen::V,зустріти,కలియు
983,sich versammeln::V,зібратися,కూర్చు
984,spielen::V,грати,ఆట లాడు
985,singen::V,співати,పాడు
986,tanzen::V,танцювати,నృత్యముచేయు
987,sich trennen::V,розлучитися,ఎడబాయుట
988,verlassen::V,покинути,విడుచు
989,retten::V,врятувати,తప్పించుట
990,bewachen::V,охороняти,కాపాడు
991,schützen::V,уберігати,రక్షించు
992,verteidigen::V,захистити,రక్షించు
993,sich schlagen::V,битися,జగడమాడు
994,sich schlagen::V,дратися,జగడమాడు
995,schießen::V,стріляти,కాల్చు
996,siegen::V,перемогти,గెలుచు
997,ärgern::V,сердити,పీడించుట
998,schlagen::V,ударити,కొట్టు
999,treten::V,штовхати,తన్ను
1000,stechen::V,вколоти,కుట్టు
1001,stoßen::V,штовхнути,గెంటు
1002,stehlen::V,украсти,దొంగిలించు
1003,stören::V,перешкодити,కలతపఱచు
1004,belästigen::V,докучати,పీడించు
1005,verbergen::V,сховати,దాచు
1006,täuschen::V,обдурити,మోసము చేయు
1007,betrügen::V,зшахраювати,మోసపుచ్చు
1008,töten::V,убити,చంపు
1009,wohnen::V,жити,నివసించు
1010,wohnen::V,мешкати,నివసించు
1011,arbeiten::V,працювати,పనిచేయు
1012,sammeln::V,зібрати,ప్రోగుచేయు
1013,pflücken::V,зривати,యేరుట
1014,jagen::V,полювати,వేటాడు
1015,fischen::V,рибалити,వెదకు
1016,fassen::V,піймати,పట్టుకొమ
1017,hüten::V,пасти,మందచేరుట
1018,treiben::V,гнати,నడపు
1019,anbinden::V,прив’язати,కట్టు
1020,füttern::V,годувати,భోజనము పెట్టు
1021,füttern::V,харчувати,భోజనము పెట్టు
1022,melken::V,доїти,పాలు పితుకు
1023,hacken::V,рубати,నఱకు
1024,gießen::V,полити,నీళ్ళుకట్టుట
1025,reifen::V,дозріти,పండుట
1026,zubereiten::V,зготовити,వండు
1027,zubereiten::V,приготувати,వండు
1028,kochen::V,варити,వండు
1029,kochen::V,готувати,వండు
1030,backen::V,пекти,రొట్టెకాల్చు
1031,braten::V,смажити,వేపు
1032,umrühren::V,переміщати,కదులుట
1033,stricken::V,в’язати,అల్లు
1034,nähen::V,шити,కుట్టు
1035,färben::V,пофарбувати,రంగు వేయు
1036,reinigen::V,очистити,శుభ్రము చేయు
1037,waschen::V,мити,కడుగు
1038,abwischen::V,витерти,తుడుచు
1039,spülen::V,полоскати,నీటిలో జడించు
1040,fegen::V,підмітати,ఊడ్చు
1041,kehren::V,мести,ఊడ్చు
1042,baden::V,купатися,స్నానము చేయు
1043,sich waschen::V,митися,కడుగు
1044,ausziehen::V,зняти,విప్పు
1045,anziehen::V,надіти,ధరించు
1046,sich anziehen::V,одягтися,బట్టలు వేసుకొను
1047,sich anziehen::V,одягтися,తొడుగుకొను
1048,sich anziehen::V,одягнутися,బట్టలు వేసుకొను
1049,sich anziehen::V,одягнутися,తొడుగుకొను
1050,kämmen::V,зачесати,దువ్వుట
1051,schmücken::V,оздобити,అలంకరించు
1052,sagen::V,сказати,చెప్పు
1053,sprechen::V,говорити,చెప్పు
1054,reden::V,розмовляти,మాటలాడు
1055,sich unterhalten::V,бесідувати,ముచ్చటలాడు
1056,fragen::V,запитати,ప్రశ్నించు
1057,bitten::V,просити,కోరు
1058,erzählen::V,розповісти,చెప్పు
1059,mitteilen::V,повідомити,తెలియజేయు
1060,nennen::V,назвати,పేరు వెట్టు
1061,rufen::V,кликати,పిలుచు
1062,prahlen::V,хвалитися,జల్లి
1063,übersetzen::V,перекласти,తర్జుమాచేయు
1064,denken::V,думати,ఆలోచించు
1065,denken::V,мислити,ఆలోచించు
1066,glauben::V,вірити,నమ్ము
1067,bemerken::V,помітити,గుర్తించు
1068,erkennen::V,пізнати,గుర్తించు
1069,begreifen::V,осягнути,గ్రహించు
1070,verstehen::V,почути,గ్రహించు
1071,lernen::V,навчатися,నేర్చు కొను
1072,wissen::V,знати,తెలిసికొను
1073,sich erinnern an::V,пам’ятати,జ్ఞాపకముంచుకొను
1074,vergessen::V,забути,మఱచిపోవు
1075,messen::V,міряти,కొలుచుట
1076,zählen::V,лічити,లెక్కపెట్టు
1077,rechnen::V,рахувати,లెక్కపెట్టు
1078,lesen::V,читати,చదువు
1079,malen::V,малювати,పూనుట
1080,zeichnen::V,рисувати,వ్రాసుట
1081,schreiben::V,писати,వ్రాయు
1082,besitzen::V,мати,కలిగియుండు
1083,kaufen::V,купити,కొను
1084,verkaufen::V,продати,అమ్ము
1085,bezahlen::V,заплатити,చెల్లించు
1086,zahlen::V,платити,చెల్లించు
1087,beherrschen::V,володіти,ఏలు
1088,ertragen::V,витерпіти,భరించు
