,Concept_ID,uz,hr
816,vergebens::ADV,bekorga,uzalud
817,vergebens::ADV,bekorga,zabadava
818,vor::PRP,burun,pred
819,vor::PRP,burun,ispred
820,hinter::PRP,ketida,za
821,hinter::PRP,ketida,iza
822,unter::PRP,ostida,pod
823,unter::PRP,ostida,ispod
824,durch::PRP,bo'ylab,po
825,durch::PRP,bo'ylab,kroz
826,neben::PRP,yonida,kraj
827,neben::PRP,yonida,pored
828,neben::PRP,yonida,pokraj
829,zwischen::PRP,orada,među
830,zwischen::PRP,orada,između
831,wegen::PRP,sababli,radi
832,wegen::PRP,sababli,zbog
833,dies::PRN,o'sha,ovo
834,das::PRN,narigi,to
835,das::PRN,narigi,ono
836,alles::PRN,har nima,sve
837,ich::PRN,men,ja
838,du::PRN,sen,ti
839,er::PRN,u,on
840,wir::PRN,biz,mi
841,ihr::PRN,siz,vi
842,sie::PRN,ular,oni
843,was::FPRN,nima,što
844,wer::FPRN,kim,tko
845,wo::FADV,qaerda,gdje
846,wohin::FADV,qayerga,kuda
847,wohin::FADV,qayerga,kamo
848,wie::FADV,qanday,kako
849,warum::FADV,nega,zašto
850,wieviel::FNUM,qancha,koliko
851,eins::NUM,bir,jedan
852,zwei::NUM,ikki,dva
853,drei::NUM,uch,tri
854,vier::NUM,to'rt,četiri
855,fünf::NUM,besh,pet
856,sechs::NUM,olti,šest
857,sieben::NUM,etti,sedam
858,acht::NUM,sakkiz,osam
859,neun::NUM,to'qqiz,devet
860,zehn::NUM,o'n,deset
861,elf::NUM,o'n bir,jedanaest
862,zwölf::NUM,o'n ikki,dvanaest
863,zwanzig::NUM,yigirma,dvadeset
864,dreißig::NUM,o'ttiz,trideset
865,vierzig::NUM,qirq,četrdeset
866,fünfzig::NUM,ällik,pedeset
867,sechzig::NUM,oltmish,šezdeset
868,siebzig::NUM,etmish,sedamdeset
869,achtzig::NUM,sakson,osamdeset
870,neunzig::NUM,to'qson,devetdeset
871,hundert::NUM,yuz,sto
872,tausend::NUM,ming,tisuća
873,und::CNJ,va,i
874,und::CNJ,va,te
875,oder::CNJ,yo,ili
876,stehen::V,turmoq,stajati
877,sitzen::V,o'tirmoq,sjediti
878,liegen::V,yotmoq,ležati
879,hängen::V,osilmoq,visiti
880,werden::V,bo'lmoq,postati
881,werden::V,bo'lmoq,činiti se
882,passieren::V,bo'lib o'tmoq,desiti se
883,passieren::V,bo'lib o'tmoq,dogoditi se
884,beginnen::V,boshlanmoq,početi
885,enden::V,bitmoq,prestati
886,enden::V,bitmoq,svršiti se
887,wechseln::V,o'zgarmoq,mijenjati se
888,aufgehen[Sonne]::V,chiqmoq,izići
889,untergehen[Sonne]::V,botmoq,zaći
890,scheinen[Sonne]::V,yaraqlamoq,sijati
891,donnern::V,gulduramoq,grmjeti
892,wehen::V,elpimoq,duhati
893,strömen::V,oqmoq,strujati
894,fließen::V,oqmoq,teći
895,sich drehen::V,aylanmoq,obrtati se
896,sich drehen::V,aylanmoq,vrtjeti se
897,schwanken::V,qoqilmoq,teturati
898,schwanken::V,qoqilmoq,kolebati se
899,schwingen::V,lopillamoq,njihati
900,schwingen::V,lopillamoq,titrati
901,fallen::V,tushmoq,padati
902,brennen::V,yonmoq,gorjeti
903,rauchen::V,tutamoq,dimiti se
904,regnen::V,yomg'ir yog'moq,kišiti
905,regnen::V,yomg'ir yog'moq,daždjeti
906,gefrieren::V,muzlamoq,smrznuti se
907,tauen::V,ärimoq,kopnjeti
908,tauen::V,ärimoq,kraviti se
909,schmelzen::V,ärimoq,topiti se
910,trocknen::V,qurimoq,sušiti se
911,sieden::V,qaynamoq,kipjeti
912,sieden::V,qaynamoq,ključati
913,faulen::V,chirimoq,gnjiti
914,verfaulen::V,chirimoq,sagnjiti
915,reißen::V,qayt qilmoq,otrgnuti se
916,versinken::V,g'arq bo'lmoq,tonuti
917,versinken::V,g'arq bo'lmoq,propasti
918,vergehen::V,o'tmoq,prolaziti
919,erscheinen::V,zuhur ätmoq,pojaviti se
920,verschwinden::V,yo'qolmoq,nestati
921,verschwinden::V,yo'qolmoq,izgubiti se
922,sinken::V,pasaymoq,trgnuti
923,sinken::V,pasaymoq,spustiti se
924,abnehmen::V,kamaymoq,opasti
925,zunehmen::V,urchimoq,povećati se
926,steigen::V,oshmoq,uzići
927,steigen::V,oshmoq,nadoći
928,wachsen::V,o'smoq,rasti
929,glänzen::V,porlamoq,blistati
930,glänzen::V,porlamoq,sjati se
931,funkeln::V,yalt ätmoq,svjetlucati
932,lärmen::V,taraq ätmoq,bučati
933,lärmen::V,taraq ätmoq,galamiti
934,läuten::V,jiringlamoq,zvoniti
935,klingeln::V,jiringlamoq,zvoniti
936,klirren::V,sharaqlamoq,zvečati
937,brausen::V,vag'illamoq,hujati
938,rauschen::V,shitirlamoq,šumiti
939,rauschen::V,shitirlamoq,šuškati
940,klingen::V,yangramoq,zvučati
941,bellen::V,hurmoq,lajati
942,heulen::V,uvlamoq,zavijati
943,blasen::V,puflamoq,puhati
944,pfeifen::V,xushtak chalmoq ,fućkati
945,schreien::V,qiyqirmoq,vikati
946,schreien::V,qiyqirmoq,kričati
947,stöhnen::V,nola qilmoq,stenjati
948,zittern::V,titramoq,drhtati
949,zittern::V,titramoq,trepetati
950,leben::V,yashamoq,živjeti
951,geboren werden::V,tug'ilmoq,roditi se
952,atmen::V,nafas chiqarmoq,disati
953,trinken::V,ichmoq,piti
954,essen::V,emoq,jesti
955,schlucken::V,yutmoq,gutati
956,müde werden::V,horimoq,umoriti se
957,einschlafen::V,uxlab qolmoq,usnuti
958,einschlafen::V,uxlab qolmoq,zaspati
959,schlafen::V,uxlamoq,spati
960,aufwachen::V,uyg'onmoq,probuditi se
961,aufstehen::V,qo'pmoq,ustati
962,sich erholen::V,dam olmoq,odmoriti se
963,krank werden::V,kasallanmoq,oboljeti se
964,krank werden::V,kasallanmoq,razboljeti se
965,krank sein::V,betob yotmoq,bolovati
966,schmerzen::V,og'rimoq,boljeti
967,husten::V,yo'talmoq,kašljati
968,genesen::V,tuzalmoq,ozdraviti
969,genesen::V,tuzalmoq,oporaviti se
970,sterben::V,o'lmoq,umrijeti
971,umkommen::V,halok bo'lmoq,skapati
972,sich bewegen::V,harakat qilmoq,gibati se
973,sich bewegen::V,harakat qilmoq,kretati se
974,sich rühren::V,qimirlamoq,maknuti se
975,sich erheben::V,qo'pmoq,dići se
976,sich setzen::V,o'tirmoq,sjesti
977,hinfallen::V,yiqilmoq,pasti
978,laufen::V,yurmoq,hodati
979,schreiten::V,yurmoq,stupati
980,spazierengehen::V,sayr ätmoq,šetati se
981,eilen::V,tezlamoq,hitati
982,sich beeilen::V,shoshmoq,požuriti se
983,sausen::V,chopqillamoq,juriti
984,rennen::V,yugurmoq,trčati
985,springen::V,sakramoq,skakati
986,klettern::V,yuqorilamoq,popeti se
987,klettern::V,yuqorilamoq,penjati se
988,schaukeln::V,irg'amoq,ljuljati se
989,kriechen::V,ämaklamoq,puzati
990,kriechen::V,ämaklamoq,gmizati
991,schwimmen::V,suzmoq,plivati
992,tauchen::V,chu'mmoq,roniti
993,tauchen::V,chu'mmoq,gnjuriti
994,rudern::V,eshkak eshmoq,veslati
995,fahren::V,haydamoq,voziti se
996,fliegen::V,uchmoq,letjeti
997,fliegen::V,uchmoq,lijetati
998,gehen::V,bormoq,ići
999,weggehen::V,ketoq,otići
1000,abfahren::V,jo'namoq,krenuti
1001,abfahren::V,jo'namoq,otputovati
1002,anhalten::V,to'xtamoq,stati
1003,anhalten::V,to'xtamoq,zaustaviti
1004,hineingehen::V,kirmoq,ulaziti
1005,eintreten::V,kirmoq,ući
1006,kommen::V,kelmoq,doći
1007,ankommen::V,etib kelmoq,stići
1008,zurückkommen::V,qaytib kelmoq,vratiti se
1009,zurückkommen::V,qaytib kelmoq,povratiti se
1010,bleiben::V,qolmoq,ostati
1011,warten::V,poylamoq,čekati
1012,erwarten::V,kutmoq,očekivati
1013,suchen::V,izlamoq,tražiti
1014,finden::V,topmoq,naći
1015,versuchen::V,chalishmoq,pokušati
1016,vorbereiten::V,hozirlamoq,spremiti
1017,vorbereiten::V,hozirlamoq,pripremiti
1018,lieben::V,sevmoq,voljeti
1019,mögen::V,ardoqlamoq,voljeti
1020,lachen::V,kulmoq,smijati se
1021,rühren::V,ta'sirlantirmoq,taknuti
1022,weinen::V,yig'lamoq,plakati
1023,schimpfen::V,koyinmoq,psovati
1024,sich ärgern::V,g'azab qilmoq,ljutiti se
1025,sich fürchten::V,hurkmoq,bojati se
1026,fürchten::V,qo'rqmoq,bojati se
1027,fliehen::V,qochmoq,pobjeći
1028,flüchten::V,qochmoq,utjeći
1029,sehen::V,ko'rmoq,vidjeti
1030,anschauen::V,razm solmoq,ogledati
1031,ansehen::V,razm qilmoq,gledati
1032,hören::V,äshitmoq,čuti
1033,zuhören::V,tinglamoq,slušati
1034,probieren::V,tatib ko'rmoq,probati
1035,riechen::V,iskamoq,osjećati miris
1036,fühlen::V,sezmoq,osjećati
1037,scheinen::V,tuyilmoq,činiti se
1038,zu sehen sein::V,ko'rinmoq,biti vidljiv
1039,vernehmen::V,äshitmoq,saznati
1040,frieren::V,sovuq qotmoq,zima je
1041,tun::V,ätmoq,raditi
1042,können::V,-a olmoq,moći
1043,können::V,-y olmoq,moći
1044,wollen::V,istamoq,htjeti
1045,anfangen::V,boshlamoq,početi
1046,beenden::V,bitirmoq,svršiti
1047,beenden::V,bitirmoq,dovršiti
1048,aufhören::V,tinmoq,prestati
1049,gelingen::V,muvaffaqiyat qozonmoq,uspjeti
1050,geraten::V,bo'lmoq,desiti se
1051,öffnen::V,ochmoq,otvoriti
1052,schließen::V,yopmoq,zatvoriti
1053,stellen::V,qo'ymoq,metnuti
1054,stellen::V,qo'ymoq,postaviti
1055,setzen::V,o'tqazmoq,posaditi
1056,legen::V,yotqizmoq,polagati
1057,berühren::V,tegmoq,doticati
1058,berühren::V,tegmoq,dodirivati
1059,verbinden::V,ulamoq,spojiti
1060,verbinden::V,ulamoq,zavezati
1061,bedecken::V,bekitmoq,pokriti
1062,aufhängen::V,ildirmoq,objesiti
1063,anzünden::V,yondirmoq,upaliti
1064,anzünden::V,yondirmoq,zapaliti
1065,aufheben::V,ko'tarmoq,podići
1066,aufheben::V,ko'tarmoq,podignuti
1067,zurücklassen::V,ayrilmoq,ostaviti
1068,zurücklassen::V,ayrilmoq,pustiti natrag
1069,verlieren::V,yo'qotmoq,izgubiti
1070,fallen lassen::V,tushirmoq,ispustiti
1071,machen::V,qilmoq,uraditi
1072,machen::V,qilmoq,načiniti
1073,machen::V,qilmoq,napraviti
1074,herstellen::V,chiqarmoq,proizvesti
1075,bauen::V,solmoq,graditi
1076,reparieren::V,tuzatmoq,popraviti
1077,verbessern::V,isloh qilmoq,poboljšati
1078,ändern::V,o'zgartirmoq,promijeniti
1079,graben::V,qazimoq,kopati
1080,graben::V,qazimoq,kopkati
1081,beugen::V,bukmoq,saviti
1082,biegen::V,bukmoq,saviti
1083,biegen::V,bukmoq,sagnuti
1084,drehen::V,aylantirmoq,vrtjeti
1085,wenden::V,burmoq,obrnuti
1086,umdrehen::V,ag'darmoq,okrenuti
1087,umdrehen::V,ag'darmoq,prevŕnuti
1088,heben::V,yuksaltirmoq,dizati
1089,hochheben::V,ko'tarmoq,dignuti
1090,ergreifen::V,tutamlamoq,uhvatiti
1091,ergreifen::V,tutamlamoq,prihvatiti
1092,halten::V,tutmoq,držati
1093,drücken::V,bosmoq,pritiskivati
1094,schieben::V,surmoq,gurati
1095,kratzen::V,qashimoq,česati
1096,kratzen::V,qashimoq,grepsti
1097,lecken::V,mijimoq,lizati
1098,beißen::V,tishlamoq,ujesti
1099,beißen::V,tishlamoq,gristi
1100,abreißen::V,emirmoq,otkinuti
1101,abschneiden::V,cho'rt kesmoq,odrezati
1102,binden::V,bog'lamoq,vezati
1103,stecken::V,suqmoq,turiti
1104,brechen::V,sindirmoq,slomiti
1105,klopfen::V,dukurlamoq,lupati
1106,klopfen::V,dukurlamoq,kucati
1107,hauen::V,urmoq,tući
1108,hauen::V,urmoq,udarati
1109,kleben::V,yopishtirmoq,lijepiti
1110,reiben::V,surkamoq,trti
1111,streichen::V,surkamoq,namazati
1112,schleifen::V,qayramoq,brusiti
1113,schneiden::V,kesmoq,rezati
1114,rütteln::V,chayqamoq,drmati
1115,schütteln::V,chayqamoq,tresti
1116,schwenken::V,chayqatmoq,mahati
1117,schütten::V,quymoq,sipati
1118,schütten::V,quymoq,lijevati
1119,füllen::V,to'ldirmoq,napuniti
1120,einwickeln::V,chulg'amoq,umotati
1121,einwickeln::V,chulg'amoq,zamotati
1122,tragen::V,tashimoq,nositi
1123,schleppen::V,sudramoq,tegliti
1124,ziehen::V,tortmoq,vući
1125,aufbewahren::V,tutmoq,čuvati
1126,werfen::V,tashlamoq,bacati
1127,fangen::V,tutmoq,loviti
1128,fangen::V,tutmoq,hvatati
1129,packen::V,opqochmoq,ščepati
1130,packen::V,opqochmoq,zgrabiti
1131,verstecken::V,yashirmoq,sakriti
1132,teilen::V,bo'lmoq,podijeliti
1133,schicken::V,yubormoq,slati
1134,bringen::V,keltirmoq,donijeti
1135,hinzufügen::V,tirkamoq,dodati
1136,hinzufügen::V,tirkamoq,pridati
1137,bekommen::V,olmoq,dobiti
1138,erhalten::V,olmoq,primiti
1139,nehmen::V,olmoq,uzeti
1140,wählen::V,saylamoq,izabrati
1141,auswählen::V,saylamoq,odabrati
1142,bewahren::V,saqlamoq,sačuvati
1143,behindern::V,xalal bermoq,smetati
1144,verderben::V,xazon qilmoq,pokvariti
1145,beschädigen::V,buzmoq,oštetiti
1146,zerbrechen::V,sindirmoq,razbiti
1147,zerbrechen::V,sindirmoq,prelomiti
1148,zerreißen::V,yirtmoq,poderati
1149,zerreißen::V,yirtmoq,rastrgnuti
1150,zerstören::V,vayron qilmoq,razoriti
1151,zerstören::V,vayron qilmoq,razrušiti
1152,verbrennen::V,kuydirmoq,spaliti
1153,verbrennen::V,kuydirmoq,sagorjeti
1154,geben::V,bermoq,dati
1155,reichen::V,bermoq,pružiti
1156,schenken::V,sovg'a qilmoq,darivati
1157,versprechen::V,va'da bermoq,obećati
1158,wünschen::V,orziqmoq,željeti
1159,loben::V,maqtamoq,hvaliti
1160,küssen::V,o'pmoq,ljubiti
1161,wiegen::V,tebratmoq,njihati
1162,wiegen::V,tebratmoq,ljuljati
1163,zudecken::V,yopmoq,pokriti
1164,wecken::V,uyg'otmoq,probuditi
1165,zeigen::V,ko'rsatmoq,pokazati
1166,führen::V,boshlik bo'lmoq,voditi
1167,lehren::V,o'rgatmoq,učiti
1168,unterrichten::V,dars bermoq,poučiti
1169,aufziehen::V,o'stirmoq,uzgajati
1170,leiten::V,boshqarmoq,upravljati
1171,antreiben::V,shoshiltirmoq,natjeravati
1172,lassen::V,ruxsat bermoq,dati
1173,einladen::V,taklif kilmoq,pozvati
1174,vereinigen::V,qo'shmoq,ujediniti
1175,besuchen::V,mehmonga bormoq,posjetiti
1176,treffen::V,duchor bo'lmoq,sresti
1177,sich versammeln::V,to'planmoq,okupiti se
1178,spielen::V,o'ynamoq,igrati se
1179,singen::V,yalla qilmoq,pjevati
1180,tanzen::V,raqs qilmoq,plesati
1181,sich trennen::V,yakkalanmoq,razići se
1182,verlassen::V,qoldirmoq,ostaviti
1183,verlassen::V,qoldirmoq,napustiti
1184,retten::V,qutqazmoq,spasiti
1185,bewachen::V,qo'rimoq,čuvati
1186,bewachen::V,qo'rimoq,stražariti
1187,schützen::V,yoniga olmoq,čuvati
1188,verteidigen::V,yoqlamoq,obraniti
1189,sich schlagen::V,yoqalashmoq,biti se
1190,sich schlagen::V,yoqalashmoq,udariti se
1191,schießen::V,otmoq,pucati
1192,schießen::V,otmoq,strijeljati
1193,siegen::V,engmoq,pobijediti
1194,ärgern::V,jahl chiqarmoq,ljutiti
1195,schlagen::V,urmoq,biti
1196,schlagen::V,urmoq,udariti
1197,treten::V,tepmoq,šutnuti
1198,stechen::V,qadamoq,ubosti
1199,stoßen::V,turtmoq,gurnuti
1200,stehlen::V,o'g'rilamoq,ukrasti
1201,stören::V,tebratmoq,smetati
1202,belästigen::V,g'ashini keltirmoq,smetati
1203,belästigen::V,g'ashini keltirmoq,dosaditi
1204,verbergen::V,berkitmoq,skriti
1205,täuschen::V,aldamoq,obmanuti
1206,betrügen::V,tirriq qilmoq,prevarati
1207,töten::V,o'ldirmoq,ubiti
1208,wohnen::V,istiqomat qilmoq,stanovati
1209,arbeiten::V,ishlamoq,raditi
1210,sammeln::V,yig'moq,sabrati
1211,pflücken::V,termoq,ubrati
1212,jagen::V,ov qilmoq,loviti
1213,fischen::V,baliq ovlamoq,ribati
1214,fischen::V,baliq ovlamoq,loviti ribu
1215,fassen::V,ilinmoq,uloviti
1216,hüten::V,boqtirmoq,pasti
1217,treiben::V,haydamoq,goniti
1218,anbinden::V,bog'lamoq,privezati
1219,füttern::V,edirmoq,hraniti
1220,melken::V,sog'moq,musti
1221,hacken::V,chopmoq,sjeckati
1222,gießen::V,oqizmoq,politi
1223,reifen::V,qizarmoq,sazreti
1224,zubereiten::V,pishirmoq,prigotoviti
1225,kochen::V,qaynatmoq,kuhati
1226,backen::V,yopmoq,peći
1227,braten::V,qovurmoq,peći
1228,braten::V,qovurmoq,pržiti
1229,umrühren::V,atalamoq,promiješati
1230,stricken::V,to'qimoq,plesti
1231,nähen::V,tikmoq,šiti
1232,färben::V,bo'yoqlamoq,obojiti
1233,reinigen::V,tozalamoq,očistiti
1234,reinigen::V,tozalamoq,počistiti
1235,waschen::V,yuvmoq,prati
1236,abwischen::V,surkamoq,otrti
1237,spülen::V,chaymoq,isprati
1238,spülen::V,chaymoq,oplakati
1239,fegen::V,cho'tkalamoq,mesti
1240,fegen::V,cho'tkalamoq,pomesti
1241,kehren::V,supurmoq,mesti
1242,baden::V,cho'milmoq,kupati se
1243,sich waschen::V,yuvinmoq,umiti se
1244,sich waschen::V,yuvinmoq,prati se
1245,ausziehen::V,echintirmoq,svući
1246,anziehen::V,kiymoq,obući
1247,sich anziehen::V,kiyinmoq,obući se
1248,kämmen::V,taramoq,češljati
1249,schmücken::V,yasatmoq,uresiti
1250,schmücken::V,yasatmoq,nakititi
1251,sagen::V,aytmoq,reći
1252,sagen::V,aytmoq,kazati
1253,sprechen::V,so'zlamoq,govoriti
1254,reden::V,gapirmoq,govoriti
1255,reden::V,gapirmoq,besjediti
1256,sich unterhalten::V,suhbatlashmoq,razgovarati se
1257,fragen::V,so'ramoq,pitati
1258,bitten::V,iltimos qilmoq,moliti
1259,erzählen::V,aytib bermoq,ispričati
1260,erzählen::V,aytib bermoq,pripovjediti
1261,mitteilen::V,bildirmoq,saopćiti
1262,nennen::V,atamoq,nazvati
1263,rufen::V,chaqirmoq,zvati
1264,rufen::V,chaqirmoq,dozvati
1265,prahlen::V,gerdaymoq,hvalisati se
1266,übersetzen::V,tarjima qilmoq,prevesti
1267,denken::V,o'ylamoq,misliti
1268,glauben::V,ishonmoq,vjerovati
1269,bemerken::V,payqamoq,zapaziti
1270,bemerken::V,payqamoq,primijetiti
1271,erkennen::V,tanimoq,prepoznati
1272,begreifen::V,tushunmoq,pojmiti
1273,begreifen::V,tushunmoq,shvatiti
1274,verstehen::V,anglamoq,razabrati
1275,lernen::V,o'qimoq,učiti se
1276,wissen::V,bilmoq,znati
1277,sich erinnern an::V,äsni tanimoq,sjetiti se
1278,vergessen::V,unutmoq,zaboraviti
1279,messen::V,o'lchamoq,mjeriti
1280,zählen::V,raqamlamoq,brojiti
1281,rechnen::V,cho'tlamoq,računati
1282,lesen::V,o'qimoq,čitati
1283,malen::V,rasm solmoq,slikati
1284,zeichnen::V,chizmoq,crtati
1285,schreiben::V,yozmoq,pisati
1286,besitzen::V,ägalamoq,imati
1287,besitzen::V,ägalamoq,posjedovati
1288,kaufen::V,olmoq,kupiti
1289,verkaufen::V,sotmoq,prodati
1290,verkaufen::V,sotmoq,raspačati
1291,bezahlen::V,to'lamoq,platiti
1292,zahlen::V,to'lamoq,plaćati
1293,beherrschen::V,ägalamoq,vladati
1294,beherrschen::V,ägalamoq,gospodariti
1295,ertragen::V,chidamoq,trpjeti
1296,ertragen::V,chidamoq,podnijeti
