,Concept_ID,bn,hu
190,Fliege::N,মাছি,légy
191,Schmetterling::N,প্রজাপতি,lepke
192,Schmetterling::N,প্রজাপতি,pillangó
193,Beere::N,বেরি,bogyó
194,Apfel::N,আপেল,alma
195,Pilz::N,ছত্রক,gomba
196,Zwiebel::N,পিয়াজ,hagyma
197,Saat::N,বীজ,vetőmag
198,Korn::N,শস্য,mag
199,Korn::N,শস্য,szem
200,Heu::N,খড়,széna
201,Schale::N,খোসা,héj
202,Grube::N,গর্ত,verem
203,Falle::N,ফাঁদ,csapda
204,Schlinge::N,পাশ,tőr
205,Spur::N,চিহ্ন,nyom
206,Asche::N,ভস্ম,hamu
207,Dreck::N,ময়লা,sár
208,Dreck::N,ময়লা,piszok
209,Eisen::N,লোহা,vas
210,Gold::N,স্বর্ণ,arany
211,Silber::N,রৌপ্য,ezüst
212,Kohle::N,অঙ্গার,szén
213,Glas::N,কাচ,üveg
214,Lehm::N,মৃত্তিকা,agyag
215,Lehm::N,মৃত্তিকা,vályog
216,Sand::N,বালি,homok
217,Mensch::N,নর,ember
218,Mensch::N,মানুষ,ember
219,Mann::N,মানুষ,úr
220,Mann::N,মানুষ,férfi
221,Frau::N,নারী,nő
222,Frau::N,নারী,asszony
223,Kind::N,বাচ্চা,gyerek
224,Kind::N,বাচ্চা,gyermek
225,Junge::N,ছেলে,fiú
226,Mädchen::N,মেয়ে,lány
227,Familie::N,পরিবার,család
228,Großvater::N,মাতামহ,nagyapa
229,Großmutter::N,মাতামহী,nagyanya
230,Eltern::N,মাতাপিতা,szülők
231,Vater::N,পিতা,apa
232,Vater::N,পিতা,atya
233,Mutter::N,মাতা,anya
234,Sohn::N,ছেলে,fiú
235,Tochter::N,মেয়ে,lány
236,Bruder::N,দাদা,fivér
237,Bruder::N,দাদা,testvér
238,Schwester::N,বোন,nővér
239,Schwester::N,বোন,lánytestvér
240,Schwester::N,দিদি,nővér
241,Schwester::N,দিদি,lánytestvér
242,Onkel::N,মামা,nagybácsi
243,Tante::N,মাসী,nagynéni
244,Ehemann::N,স্বামী,férj
245,Ehefrau::N,পত্নী,feleség
246,Freude::N,উল্লাস,öröm
247,Gelächter::N,হাসি,nevetés
248,Gelächter::N,হাসি,hahotázás
249,Glück::N,সুখ,boldogság
250,Kummer::N,দুঃখ,bánat
251,Wunsch::N,আকাঙ্ক্ষা,óhaj
252,Lust::N,বাসনা,kedv
253,Geist::N,আত্না,elme
254,Geist::N,আত্না,szellem
255,Gedanke::N,চিন্তা,gondolat
256,Gedächtnis::N,স্মরণশক্তি,emlékezet
257,Verstand::N,মন,ész
258,Verstand::N,মন,értelem
259,Sinn::N,পদার্থ,értelem
260,Grund::N,কারণ,ok
261,Grund::N,কারণ,alap
262,Wahrheit::N,সত্য,igaz
263,Wahrheit::N,সত্য,igazság
264,Gespräch::N,কথাবার্তা,beszélgetés
265,Märchen::N,রূপকথা,mese
266,Erzählung::N,গল্প,elbeszélés
267,Nachricht::N,তথ্য,hír
268,Nachricht::N,তথ্য,híradás
269,Neuigkeit::N,খবরাখবর,újság
270,Name::N,নাম,név
271,Rätsel::N,ধাঁধা,rejtvény
272,Rede::N,বক্তৃতা,beszéd
273,Rede::N,বক্তৃতা,szónoklat
274,Sprache::N,ভাষা,nyelv
275,Stimme::N,স্বর,hang
276,Wort::N,শব্দ,szó
277,Zeichen::N,প্রতীক,jel
278,Ruf::N,ডাক,kiáltás
279,Lärm::N,হৈচৈ,zaj
280,Laut::N,ধ্বনি,hang
281,Ton::N,স্বর,hang
282,Lied::N,গান,dal
283,Lied::N,গান,ének
284,Ruhe::N,শান্তি,csend
285,Ruhe::N,শান্তি,nyugalom
286,Leute::N,প্রজাপুঞ্জ,emberek
287,Volk::N,জাতি,nép
288,Arbeit::N,চাকরি,dolog
289,Gast::N,অতিথি,vendég
290,Geschenk::N,উপহার,ajándék
291,Spiel::N,খেলা,játék
292,Gesellschaft::N,সঙ্গিগণ,társaság
293,Hilfe::N,সাহায্য,segítség
294,Freund::N,বন্ধু,barát
295,Kamerad::N,সঙ্গী,társ
296,Angelegenheit::N,বিষয়,ügy
297,Anzahl::N,পরিমাণ,szám
298,Art::N,রকম,faj
299,Art::N,রকম,fajta
300,Stück::N,টুকরো,darab
301,Teil::N,অংশ,rész
302,Hälfte::N,অর্ধেক,fél
303,Kreis::N,বৃত্ত,kör
304,Kreuz::N,ক্রুশ,kereszt
305,Linie::N,রেখা,vonal
306,Strich::N,কষি,vonás
307,Abstand::N,ফাঁক,köz
308,Entfernung::N,ব্যবধান,távolság
309,Gegend::N,ক্ষেত্র,táj
310,Gegend::N,ক্ষেত্র,vidék
311,Platz::N,জায়গা,hely
312,Ort::N,স্থান,hely
313,Seite::N,পার্শ্ব,fél
314,Seite::N,পার্শ্ব,oldal
315,Mitte::N,মধ্য,közép
316,Gegenstand::N,জিনিস,tárgy
317,Sache::N,বস্তু,dolog
318,Rand::N,কানা,szél
319,Rand::N,কানা,perem
320,Rand::N,কানা,szegély
321,Kante::N,ধার,él
322,Ecke::N,কোণ,sarok
323,Ecke::N,কোণ,szöglet
324,Spitze::N,ডগা,csúcs
325,Ende::N,প্রান্ত,vég
326,Loch::N,গর্ত,lyuk
327,Winkel::N,কোণ,szög
328,Muster::N,নমুন্,minta
329,Größe::N,আয়তন,nagyság
330,Länge::N,দৈর্ঘ্য,hossz
331,Länge::N,দৈর্ঘ্য,hosszúság
332,Höhe::N,উচ্চতা,magasság
333,Gewicht::N,ওজন,súly
334,Menge::N,পরিমাণ,sokaság
335,Menge::N,পরিমাণ,mennyiség
336,Haufen::N,পুঞ্জ,halom
337,Reihe::N,শ্রেণী,sor
338,Boot::N,নৌকা,csónak
339,Ruder::N,দাঁড়,evező
340,Schlitten::N,স্নেজ্-গাড়ি,szánkó
341,Ski::N,শী,sí
342,Lagerfeuer::N,অগ্নি,tábortűz
343,Last::N,বোঝা,teher
344,Gang::N,হণ্টন,járás
345,Schritt::N,পদ,lépés
346,Norden::N,উত্তরদিক্,észak
347,Süden::N,দক্ষিণদিক,dél
348,Westen::N,পশ্চিমদিক্,nyugat
349,Osten::N,পূর্বদিক,kelet
350,Holz::N,কাঠ,fa
351,Brett::N,তক্তা,deszka
352,Platte::N,ফলক,lap
353,Platte::N,ফলক,lemez
354,Stütze::N,নাগদণ্ড,támasz
355,Stütze::N,নাগদণ্ড,támaszték
356,Stange::N,দণ্ড,rúd
357,Stange::N,দণ্ড,pózna
358,Stock::N,ছড়ি,pálca
359,Stab::N,যষ্টি,bot
360,Rohr::N,নল,cső
361,Haus::N,ঘর,ház
362,Heim::N,বাসা,otthon
363,Ofen::N,স্টোভ্,kályha
364,Fußboden::N,গহতল,padló
365,Tisch::N,মেজ,asztal
366,Tisch::N,টেবিল,asztal
367,Stuhl::N,চেয়ার,szék
368,Stuhl::N,কেদারা,szék
369,Wiege::N,দোলনা,bölcső
370,Bett::N,শয্যা,ágy
371,Regal::N,তাক,polc
372,Regal::N,তাক,állvány
373,Kiste::N,বাক্স,láda
374,Fenster::N,জানালা,ablak
375,Tür::N,দ্বার,ajtó
376,Tor::N,দ্বার,kapu
377,Zaun::N,বেড়া,kerítés
378,Dach::N,ছাদ,tető
379,Leiter::N,মই,létra
380,Besen::N,গুল্মবিশেষ,seprű
381,Spaten::N,কোদাল,ásó
382,Schaufel::N,বেলচা,lapát
383,Gabel::N,কাঁটা,villa
384,Löffel::N,চামচ,kanál
385,Messer::N,ছুরি,kés
386,Nagel::N,পেরেক,szeg
387,Netz::N,জাল,háló
388,Haken::N,কাচি,kampó
389,Griff::N,হাতল,nyél
390,Griff::N,হাতল,fogantyú
391,Schloss::N,তালা,zár
392,Bild::N,ছবি,kép
393,Bild::N,চিত্র,kép
394,Figur::N,আকার,alak
395,Puppe::N,পুতুল,bábu
396,Beutel::N,বটুয়া,zacskó
397,Bündel::N,আঁটি,köteg
398,Tasche::N,থলি,táska
399,Eimer::N,বাল্তি,vödör
400,Deckel::N,আবরণ,fedő
401,Deckel::N,আবরণ,fedél
402,Geschirr::N,থালা-বাসন,edény
403,Sack::N,বস্তা,zsák
404,Tasse::N,কাপ,csésze
405,Topf::N,পাত্র,fazék
406,Kessel::N,কেটলি,üst
407,Kessel::N,কেটলি,bogrács
408,Essen::N,আহার,evés
409,Essen::N,আহার,étkezés
410,Nahrung::N,খাদ্য,ennivaló
411,Speise::N,খাদ্য,étel
412,Fleisch::N,মাংস,hús
413,Getreide::N,শস্য,gabona
414,Brei::N,মণ্ড,pép
415,Brei::N,মণ্ড,kása
416,Brot::N,রুটি,kenyér
417,Scheibe::N,ফালি,szelet
418,Fett::N,মেদ,háj
419,Fett::N,মেদ,zsír
420,Butter::N,মাখন,vaj
421,Öl::N,তৈল,olaj
422,Salz::N,নুন,só
423,Suppe::N,শুরুয়া,leves
424,Honig::N,মধু,méz
425,Milch::N,দুধ,tej
426,Tee::N,চা,tea
427,Leder::N,পাকা চামড়া,bőr
428,Wolle::N,পশম,gyapjú
429,Stoff::N,বস্ত্র,szövet
430,Nadel::N,সুচ,tű
431,Faden::N,সূত্র,fonál
432,Knopf::N,বোতাম,gomb
433,Knoten::N,গিঁট,csomó
434,Farbe::N,রং,szín
435,Farbe::N,রং,festék
436,Kleidung::N,কাপড়,ruha
437,Kleidung::N,কাপড়,ruházat
438,Hemd::N,শার্ট,ing
439,Kragen::N,গলবন্ধ,gallér
440,Ärmel::N,আস্তিন্,ujj
441,Hose::N,ট্রাউজার,gatya
442,Hose::N,ট্রাউজার,nadrág
443,Gürtel::N,কটিবন্ধ,öv
444,Mütze::N,টুপি,sapka
445,Schuh::N,জুতো,cipő
446,Stiefel::N,বুট,csizma
447,Ring::N,আংটি,gyűrű
448,Band::N,ফিতা,szalag
449,Kamm::N,চিরুনি,fésű
450,Spiegel::N,আয়না,tükör
451,Riemen::N,চাবুক,szíj
452,Schnur::N,দড়ি,zsinór
453,Leine::N,শিকল,póráz
454,Decke::N,কম্বল,takaró
455,Kissen::N,উপাধান,párna
456,Tuch::N,বস্ত্র,kendő
457,Handtuch::N,তোয়ালে,törülköző
458,Kraft::N,জোর,erő
459,Stärke::N,শক্তি,erő
460,Stärke::N,শক্তি,erősség
461,Gesundheit::N,স্বাস্থ্য,egészség
462,Krankheit::N,অসুখ,kór
463,Krankheit::N,অসুখ,betegség
464,Krankheit::N,ব্যামো,kór
465,Krankheit::N,ব্যামো,betegség
466,Schmerz::N,যন্ত্রণা,fájdalom
467,Wunde::N,ক্ষত,seb
468,Fieber::N,জ্বর,láz
469,Arznei::N,ঔষধ,orvosság
470,Arznei::N,ঔষধ,gyógyszer
471,Brücke::N,সেতু,híd
472,Brunnen::N,কূপ,kút
473,Weide::N,পশুচারণভূমি,legelő
474,Pfad::N,পথ,ösvény
475,Weg::N,পথ,út
476,Straße::N,রাস্তা,út
477,Dorf::N,গ্রাম,falu
478,Stadt::N,শহর,város
479,Brief::N,চিঠি,levél
480,Buch::N,বই,könyv
481,Buchstabe::N,অক্ষর,betű
482,Zeitung::N,সংবাদপত্র,újság
483,Zeitung::N,সংবাদপত্র,hírlap
484,Leben::N,জীবন,élet
485,Tod::N,মৃত্যু,halál
486,Grab::N,কবর,sír
487,Kirche::N,গির্জা,templom
488,Sünde::N,পাপ,bűn
489,Sünde::N,পাপ,vétek
490,Gott::N,দেবতা,isten
491,Arbeiter::N,শ্রমিক,munkás
492,Chef::N,নেতা,főnök
493,Meister::N,ব্যক্তি,mester
494,Arzt::N,চিকিৎসক,orvos
495,Lehrer::N,অধ্যাপক,tanár
496,Lehrer::N,অধ্যাপক,tanító
497,Geld::N,মুদ্রা,pénz
498,Geld::N,টাকাপয়সা,pénz
499,Geschäft::N,ব্যস্ততা,üzlet
500,Laden::N,দোকান,bolt
501,Preis::N,মূল্য,ár
502,Ware::N,পণ্যদ্রব্য,áru
503,Nutzen::N,সুবিধা,haszon
504,Reichtum::N,ধনদৌলত,gazdagság
505,Welt::N,জগৎ,világ
506,Land::N,খেত,ország
507,Staat::N,রাষ্ট্র,állam
508,König::N,রাজা,király
509,Macht::N,প্রভাব,hatalom
510,Grenze::N,সীমা,határ
511,Krieg::N,যুদ্ধ,háború
512,Feind::N,শত্রু,ellenség
513,Gewalt::N,জোর,erőszak
514,Kampf::N,লড়াই,harc
515,Bogen[Waffe]::N,ধনুক,íj
516,Pfeil::N,বাণ,nyíl
517,Gewehr::N,বন্দুক,puska
518,Gewehr::N,বন্দুক,fegyver
519,Fehler::N,ভুল,hiba
520,Lüge::N,মিথ্যা,hazugság
521,Schaden::N,ক্ষতি,kár
522,Unglück::N,দুর্ভাগ্য,csapás
523,Unglück::N,দুর্ভাগ্য,balszerencse
524,Schuld::N,অপরাধ,bűn
525,Alter::N,আয়ু,kor
526,Schluss::N,শেষ,vég
527,Schluss::N,শেষ,befejezés
528,Zeit::N,সময়,idő
529,Tag::N,দিন,nap
530,Morgen::N,সকাল,reggel
531,Mittag::N,মধ্যাহু,dél
532,Abend::N,সন্ধ্যা,este
533,Nacht::N,রাত্রি,éj
534,Nacht::N,রাত্রি,éjszaka
535,Woche::N,সপ্তাহ,hét
536,Monat::N,মাস,hó
537,Monat::N,মাস,hónap
538,Jahr::N,সৌরবর্ষ,év
539,Frühling::N,বসন্তকাল,tavasz
540,Sommer::N,গ্রীষ্মকাল,nyár
541,Herbst::N,শরংঋতু,ősz
542,Winter::N,শীতকাল,tél
543,Januar::N,জানুয়ারী,január
544,Februar::N,ফেব্রুয়ারী,február
545,März::N,মার্চ,március
546,April::N,এপ্রিল,április
547,Mai::N,মে,május
548,Juni::N,জুন,június
549,Juli::N,জুলাই,július
550,August::N,অগাস্ট,augusztus
551,September::N,সেপ্টেম্বর,szeptember
552,Oktober::N,অক্টোবর,október
553,November::N,নভেম্বর,november
554,Dezember::N,ডিসেম্বর,december
555,Montag::N,সোমবার,hétfő
556,Dienstag::N,মঙ্গলবার,kedd
557,Mittwoch::N,বুধবার,szerda
558,Donnerstag::N,বৃহম্পতিবার,csütörtök
559,Freitag::N,শুক্রবার,péntek
560,Samstag::N,শনিবার,szombat
561,Sonntag::N,রবিবার,vasárnap
562,groß::A,বৃহৎ,nagy
563,klein::A,ছোট,pici
564,klein::A,ছোট,kicsi
565,lang::A,দীর্ঘ,hosszú
566,kurz::A,খর্ব,rövid
567,kurz::A,হ্রস্ব,rövid
568,breit::A,চওড়া,széles
569,schmal::A,সরু,keskeny
570,dicht::A,ঘন,sűrű
571,dick[Gegenstand]::A,পুরু,vastag
572,dünn::A,কৃশ,vékony
573,fein::A,সূক্ষ্ম,vékony
574,fest::A,দৃঢ়,szilárd
575,flach::A,সমতল,sík
576,flach::A,সমতল,lapos
577,glatt::A,মসৃণ,sima
578,hart::A,শক্ত,kemény
579,weich::A,নরম,puha
580,rund::A,গোলাকার,kerek
581,spitz::A,তীক্ষ্ন,hegyes
582,scharf::A,শাণিত,éles
583,stumpf::A,ভোঁতা,tompa
584,stumpf::A,ভোঁতা,életlen
585,schwer::A,ভারী,nehéz
586,schwer::A,ভারী,súlyos
587,schön::A,সুন্দর,szép
588,heiß::A,গরম,forró
589,warm::A,ঈষদুষ্ণ,meleg
590,kalt::A,ঠাণ্ডা,hideg
591,kühl::A,শীতল,hűs
592,kühl::A,শীতল,hűvös
593,frisch::A,তাজা,üde
594,frisch::A,তাজা,friss
595,feucht::A,ভিজা,nedves
596,nass::A,ভিজা,vizes
597,trocken::A,শুষ্ক,száraz
598,voll::A,পূর্ণ,telt
599,leer::A,খালি,üres
600,offen::A,খোলা,nyílt
601,offen::A,খোলা,nyitott
602,geschlossen::A,বন্ধ,zárt
603,geschlossen::A,বন্ধ,csukott
604,sauber::A,নির্মল,tiszta
605,schmutzig::A,নোংরা,piszkos
606,schmutzig::A,নোংরা,szennyes
607,roh::A,কাঁচা,nyers
608,reif::A,পাকা,érett
609,lecker::A,সুস্বাদ,finom
610,süß::A,মিষ্ট,édes
611,bitter::A,তিক্ত,keserű
612,sauer::A,টক,savanyú
613,hell::A,উজ্জ্বল,világos
614,dunkel::A,অন্ধকারময়,sötét
615,schwarz::A,কালো,fekete
616,weiß::A,সাদা,fehér
617,rot::A,লাল,vörös
618,gelb::A,হলদে,sárga
619,blau::A,নীল,kék
620,grün::A,সবুজ,zöld
621,grau::A,ছাই-রঙা,ősz
622,grau::A,ছাই-রঙা,szürke
623,bunt::A,রঙিন,tarka
624,bunt::A,রঙিন,színes
625,billig::A,সস্তা,olcsó
626,teuer::A,আক্রা,drága
627,wertvoll::A,মহার্ঘ,értékes
628,blind::A,কানা,vak
629,taub::A,বধির,süket
630,kräftig::A,বিশাল,erős
631,stark::A,শক্তিশালী,erős
632,schwach::A,দুর্বল,gyenge
633,schwach::A,দুর্বল,erőtlen
634,fett::A,মোটা,hájas
635,schlank::A,কৃশ,karcsú
636,hübsch::A,সুন্দর,csinos
637,böse::A,খারাপ,rossz
638,böse::A,খারাপ,gonosz
639,dumm::A,মূর্খ,buta
640,dumm::A,মূর্খ,ostoba
641,faul::A,শ্রমবিমুখ,lusta
642,fleißig::A,পরিশ্রমী,szorgalmas
643,geizig::A,ব্যয়কুণ্ঠ,fukar
644,geizig::A,ব্যয়কুণ্ঠ,fösvény
645,klug::A,দক্ষ,okos
646,klug::A,দক্ষ,eszes
647,geschickt::A,পটু,ügyes
648,lieb::A,প্রেয়,drága
649,lieb::A,প্রেয়,kedves
650,lustig::A,প্রফুল্ল,víg
651,lustig::A,প্রফুল্ল,vidám
652,sanft::A,নম্র,enyhe
653,hungrig::A,ক্ষুধার্ত,éhes
654,krank::A,অসুস্থ,beteg
655,nackt::A,উলঙ্গ,csupasz
656,nackt::A,উলঙ্গ,meztelen
657,traurig::A,দুঃখিত,bús
658,traurig::A,দুঃখিত,szomorú
659,lebendig::A,জীবিত,élő
660,gut::A,ভালো,jó
661,schlecht::A,মন্দ,rossz
662,richtig::A,ঠিক,helyes
663,schlimm::A,কদর্য,rossz
664,wahr::A,বাস্তব,igaz
665,alt::A,পুরাতন,ó
666,alt::A,পুরাতন,régi
667,neu::A,নব,új
668,neu::A,নূতন,új
669,ehemalig::A,পূর্বকালীন,volt
670,ehemalig::A,পূর্বকালীন,egykori
671,alt[Lebewesen]::A,বৃদ্ধ,öreg
672,jung::A,তরুণ,fiatal
673,arm::A,ক্ষুদ্র,szegény
674,reich::A,ধনবান্,gazdag
675,bekannt::A,সুপরিচিত,ismert
676,bekannt::A,সুপরিচিত,ismeretes
677,berühmt::A,বিখ্যাত,híres
678,fremd::A,বিদেশি,idegen
679,verschieden::A,বিসদৃশ,különböző
680,nah::A,নিকটবতী,közeli
681,fern::A,দুরবতী,távoli
682,linker::A,বাম,bal
683,rechter::A,ডান,jobb
684,rechter::A,ডাইন,jobb
685,anderer::A,অন্যতর,más
686,anderer::A,অন্যতর,másik
687,erster::A,প্রথম,első
688,zweiter::A,দ্বিতীয়,második
689,dritter::A,তৃতীয়,harmadik
690,letzter::A,সর্বশেষ,utolsó
691,allein::ADV,একক,egyedül
692,auf einmal::ADV,জলদি,egyszerre
693,zusammen::ADV,একসঙ্গে,együtt
694,zusammen::ADV,একসঙ্গে,összesen
695,lange::ADV,লম্বা,sokáig
696,lange::ADV,লম্বা,hosszan
697,plötzlich::ADV,হঠাৎ,hirtelen
698,plötzlich::ADV,হঠাৎ,egyszerre
699,sofort::ADV,মুহ্ণর্তমধ্যে,rögtön
700,sofort::ADV,মুহ্ণর্তমধ্যে,tüstént
701,später::ADV,পশ্চাতে,későn
702,jetzt::ADV,এখন,most
703,heute::ADV,আজ,ma
704,morgen::ADV,আগামিকাল,holnap
705,bald::ADV,অস্পকালমধ্যে,majd
706,bald::ADV,অস্পকালমধ্যে,nemsokára
707,dann::ADV,তখন,akkor
708,gestern::ADV,গতকাল,tegnap
709,einst::ADV,একবার মাত্র,hajdan
710,damals::ADV,তখন,akkor
711,damals::ADV,তখন,akkoriban
712,danach::ADV,পরে,azután
713,vorher::ADV,আগে,előbb
714,zuerst::ADV,আগে,először
715,einmal::ADV,একবার,egyszer
716,manchmal::ADV,কখনও কখনও,néha
717,manchmal::ADV,কখনও কখনও,olykor
718,oft::ADV,ঘনঘন,sokszor
719,immer::ADV,সর্বদা,mindig
720,niemals::ADV,কখলও নহে,sohasem
721,hier::ADV,এখানে,itt
722,hierhin::ADV,এখানে,erre
723,von hier::ADV,ত্রই স্তান হইতে,innen
724,dort::ADV,ওখানে,ott
