,Concept_ID,uz,no
815,schlafen::V,uxlamoq,sove
816,aufwachen::V,uyg'onmoq,våkne
817,aufstehen::V,qo'pmoq,stå opp
818,sich erholen::V,dam olmoq,bli bra
819,sich erholen::V,dam olmoq,komme seg
820,krank werden::V,kasallanmoq,bli syk
821,krank sein::V,betob yotmoq,være syk
822,schmerzen::V,og'rimoq,gjøre vondt
823,husten::V,yo'talmoq,hoste
824,genesen::V,tuzalmoq,komme seg
825,sterben::V,o'lmoq,dø
826,umkommen::V,halok bo'lmoq,omkomme
827,sich bewegen::V,harakat qilmoq,bevege seg
828,sich rühren::V,qimirlamoq,røre på seg
829,sich erheben::V,qo'pmoq,reise seg
830,sich setzen::V,o'tirmoq,sette sig
831,hinfallen::V,yiqilmoq,falle over ende
832,laufen::V,yurmoq,løpe
833,schreiten::V,yurmoq,skride
834,spazierengehen::V,sayr ätmoq,spasere
835,spazierengehen::V,sayr ätmoq,gå en tur
836,eilen::V,tezlamoq,ile
837,sich beeilen::V,shoshmoq,skynde seg
838,sausen::V,chopqillamoq,suse
839,rennen::V,yugurmoq,løpe
840,springen::V,sakramoq,hoppe
841,springen::V,sakramoq,springe
842,klettern::V,yuqorilamoq,klatre
843,schaukeln::V,irg'amoq,huske
844,kriechen::V,ämaklamoq,krype
845,schwimmen::V,suzmoq,svømme
846,tauchen::V,chu'mmoq,dykke
847,rudern::V,eshkak eshmoq,ro
848,fahren::V,haydamoq,kjøre
849,fliegen::V,uchmoq,fly
850,gehen::V,bormoq,gå
851,weggehen::V,ketoq,gå bort
852,abfahren::V,jo'namoq,reise
853,anhalten::V,to'xtamoq,stanse
854,hineingehen::V,kirmoq,gå inn
855,eintreten::V,kirmoq,tre inn
856,kommen::V,kelmoq,komme
857,ankommen::V,etib kelmoq,ankomme
858,ankommen::V,etib kelmoq,komme til
859,zurückkommen::V,qaytib kelmoq,komme tilbake
860,bleiben::V,qolmoq,bli
861,bleiben::V,qolmoq,forbli
862,warten::V,poylamoq,vente
863,erwarten::V,kutmoq,vente
864,suchen::V,izlamoq,søke
865,finden::V,topmoq,finne
866,versuchen::V,chalishmoq,prøve
867,versuchen::V,chalishmoq,forsøke
868,vorbereiten::V,hozirlamoq,forberede
869,lieben::V,sevmoq,elske
870,mögen::V,ardoqlamoq,like
871,lachen::V,kulmoq,le
872,rühren::V,ta'sirlantirmoq,røre
873,weinen::V,yig'lamoq,gråte
874,schimpfen::V,koyinmoq,skjelle
875,sich ärgern::V,g'azab qilmoq,ergre seg
876,sich fürchten::V,hurkmoq,være redd
877,fürchten::V,qo'rqmoq,være redd for
878,fliehen::V,qochmoq,rømme
879,fliehen::V,qochmoq,flykte
880,flüchten::V,qochmoq,flykte
881,sehen::V,ko'rmoq,se
882,anschauen::V,razm solmoq,se på
883,anschauen::V,razm solmoq,betrakte
884,ansehen::V,razm qilmoq,anse
885,hören::V,äshitmoq,høre
886,zuhören::V,tinglamoq,tilhøre
887,probieren::V,tatib ko'rmoq,smake
888,probieren::V,tatib ko'rmoq,smake på
889,riechen::V,iskamoq,lukte
890,fühlen::V,sezmoq,føle
891,scheinen::V,tuyilmoq,se ut
892,zu sehen sein::V,ko'rinmoq,synes
893,vernehmen::V,äshitmoq,få vite
894,frieren::V,sovuq qotmoq,fryse
895,tun::V,ätmoq,gjøre
896,können::V,-a olmoq,kunne
897,können::V,-y olmoq,kunne
898,wollen::V,istamoq,ville
899,anfangen::V,boshlamoq,begynne
900,beenden::V,bitirmoq,avslutte
901,aufhören::V,tinmoq,slutte
902,aufhören::V,tinmoq,holde opp
903,gelingen::V,muvaffaqiyat qozonmoq,lykkes
904,geraten::V,bo'lmoq,bli
905,öffnen::V,ochmoq,åpne
906,schließen::V,yopmoq,lukke
907,schließen::V,yopmoq,stenge
908,stellen::V,qo'ymoq,stille
909,setzen::V,o'tqazmoq,sette
910,legen::V,yotqizmoq,legge
911,berühren::V,tegmoq,berøre
912,verbinden::V,ulamoq,forbinde
913,bedecken::V,bekitmoq,dekke
914,aufhängen::V,ildirmoq,henge
915,aufhängen::V,ildirmoq,henge opp
916,anzünden::V,yondirmoq,tenne
917,anzünden::V,yondirmoq,antenne
918,anzünden::V,yondirmoq,tenne på
919,aufheben::V,ko'tarmoq,løfte
920,aufheben::V,ko'tarmoq,ta opp
921,zurücklassen::V,ayrilmoq,slippe tilbake
922,verlieren::V,yo'qotmoq,miste
923,fallen lassen::V,tushirmoq,droppe
924,fallen lassen::V,tushirmoq,la falle
925,machen::V,qilmoq,lage
926,machen::V,qilmoq,gjøre
927,herstellen::V,chiqarmoq,fremstille
928,bauen::V,solmoq,bygge
929,reparieren::V,tuzatmoq,reparere
930,verbessern::V,isloh qilmoq,rette
931,verbessern::V,isloh qilmoq,forbedre
932,ändern::V,o'zgartirmoq,forandre
933,graben::V,qazimoq,grave
934,beugen::V,bukmoq,bøye
935,biegen::V,bukmoq,bøye
936,drehen::V,aylantirmoq,dreie
937,wenden::V,burmoq,vende
938,umdrehen::V,ag'darmoq,snu
939,heben::V,yuksaltirmoq,heve
940,hochheben::V,ko'tarmoq,løfte
941,ergreifen::V,tutamlamoq,gripe
942,ergreifen::V,tutamlamoq,få tak i
943,halten::V,tutmoq,holde
944,drücken::V,bosmoq,trykke
945,schieben::V,surmoq,skyve
946,kratzen::V,qashimoq,klø
947,kratzen::V,qashimoq,klore
948,lecken::V,mijimoq,slikke
949,beißen::V,tishlamoq,bite
950,abreißen::V,emirmoq,rive av
951,abschneiden::V,cho'rt kesmoq,skjære av
952,binden::V,bog'lamoq,binde
953,stecken::V,suqmoq,stikke
954,brechen::V,sindirmoq,bryte
955,brechen::V,sindirmoq,briste
956,klopfen::V,dukurlamoq,banke
957,hauen::V,urmoq,hogge
958,kleben::V,yopishtirmoq,klistre
959,reiben::V,surkamoq,gni
960,streichen::V,surkamoq,stryke
961,schleifen::V,qayramoq,slipe
962,schneiden::V,kesmoq,klippe
963,rütteln::V,chayqamoq,ruske
964,schütteln::V,chayqamoq,riste
965,schwenken::V,chayqatmoq,svinge
966,schütten::V,quymoq,helle
967,füllen::V,to'ldirmoq,fylle
968,einwickeln::V,chulg'amoq,vikle inn
969,tragen::V,tashimoq,bære
970,schleppen::V,sudramoq,slepe
971,ziehen::V,tortmoq,dra
972,ziehen::V,tortmoq,trekke
973,aufbewahren::V,tutmoq,oppbevare
974,aufbewahren::V,tutmoq,ta vare på
975,werfen::V,tashlamoq,kaste
976,fangen::V,tutmoq,fange
977,packen::V,opqochmoq,gripe
978,packen::V,opqochmoq,gripe tak i
979,verstecken::V,yashirmoq,gjemme
980,teilen::V,bo'lmoq,dele
981,schicken::V,yubormoq,sende
982,bringen::V,keltirmoq,bringe
983,hinzufügen::V,tirkamoq,tilføye
984,bekommen::V,olmoq,få
985,erhalten::V,olmoq,få
986,nehmen::V,olmoq,ta
987,wählen::V,saylamoq,velge
988,auswählen::V,saylamoq,velge ut
989,bewahren::V,saqlamoq,bevare
990,behindern::V,xalal bermoq,hindre
991,behindern::V,xalal bermoq,forhindre
992,verderben::V,xazon qilmoq,ødelegge
993,beschädigen::V,buzmoq,skade
994,zerbrechen::V,sindirmoq,brekke i stykker
995,zerreißen::V,yirtmoq,rive i stykker
996,zerstören::V,vayron qilmoq,ødelegge
997,verbrennen::V,kuydirmoq,brenne
998,verbrennen::V,kuydirmoq,brenne opp
999,geben::V,bermoq,gi
1000,reichen::V,bermoq,rekke
1001,schenken::V,sovg'a qilmoq,forære
1002,schenken::V,sovg'a qilmoq,skjenke
1003,versprechen::V,va'da bermoq,love
1004,wünschen::V,orziqmoq,ønske
1005,loben::V,maqtamoq,rose
1006,küssen::V,o'pmoq,kysse
1007,wiegen::V,tebratmoq,vogge
1008,zudecken::V,yopmoq,dekke til
1009,wecken::V,uyg'otmoq,vekke
1010,zeigen::V,ko'rsatmoq,vise
1011,führen::V,boshlik bo'lmoq,føre
1012,lehren::V,o'rgatmoq,lære
1013,unterrichten::V,dars bermoq,undervise
1014,aufziehen::V,o'stirmoq,oppdra
1015,leiten::V,boshqarmoq,lede
1016,antreiben::V,shoshiltirmoq,drive på
1017,lassen::V,ruxsat bermoq,få til å
1018,einladen::V,taklif kilmoq,be
1019,einladen::V,taklif kilmoq,invitere
1020,vereinigen::V,qo'shmoq,forene
1021,besuchen::V,mehmonga bormoq,besøke
1022,treffen::V,duchor bo'lmoq,møte
1023,treffen::V,duchor bo'lmoq,treffe
1024,sich versammeln::V,to'planmoq,forsamles
1025,spielen::V,o'ynamoq,leke
1026,spielen::V,o'ynamoq,spille
1027,singen::V,yalla qilmoq,synge
1028,tanzen::V,raqs qilmoq,danse
1029,sich trennen::V,yakkalanmoq,skilles
1030,verlassen::V,qoldirmoq,forlate
1031,retten::V,qutqazmoq,redde
1032,bewachen::V,qo'rimoq,bevokte
1033,schützen::V,yoniga olmoq,verne
1034,schützen::V,yoniga olmoq,beskytte
1035,verteidigen::V,yoqlamoq,forsvare
1036,sich schlagen::V,yoqalashmoq,slåss
1037,schießen::V,otmoq,skyte
1038,siegen::V,engmoq,seire
1039,ärgern::V,jahl chiqarmoq,ergre
1040,schlagen::V,urmoq,
1041,treten::V,tepmoq,sparke
1042,stechen::V,qadamoq,stikke
1043,stoßen::V,turtmoq,støte
1044,stehlen::V,o'g'rilamoq,stjele
1045,stören::V,tebratmoq,forstyrre
1046,belästigen::V,g'ashini keltirmoq,plage
1047,belästigen::V,g'ashini keltirmoq,sjenere
1048,verbergen::V,berkitmoq,gjemme
1049,täuschen::V,aldamoq,villede
1050,betrügen::V,tirriq qilmoq,bedra
1051,töten::V,o'ldirmoq,drepe
1052,wohnen::V,istiqomat qilmoq,bo
1053,arbeiten::V,ishlamoq,arbeide
1054,sammeln::V,yig'moq,samle
1055,pflücken::V,termoq,plukke
1056,jagen::V,ov qilmoq,jage
1057,fischen::V,baliq ovlamoq,fiske
1058,fassen::V,ilinmoq,fange
1059,hüten::V,boqtirmoq,vokte
1060,treiben::V,haydamoq,drive
1061,anbinden::V,bog'lamoq,feste
1062,füttern::V,edirmoq,fore
1063,melken::V,sog'moq,melke
1064,hacken::V,chopmoq,hakke
1065,gießen::V,oqizmoq,helle
1066,reifen::V,qizarmoq,modne
1067,zubereiten::V,pishirmoq,lage
1068,zubereiten::V,pishirmoq,tilberede
1069,kochen::V,qaynatmoq,koke
1070,backen::V,yopmoq,bake
1071,braten::V,qovurmoq,steke
1072,umrühren::V,atalamoq,røre om
1073,stricken::V,to'qimoq,strikke
1074,nähen::V,tikmoq,sy
1075,färben::V,bo'yoqlamoq,farge
1076,reinigen::V,tozalamoq,rense
1077,reinigen::V,tozalamoq,gjøre ren
1078,waschen::V,yuvmoq,vaske
1079,abwischen::V,surkamoq,tørke av
1080,spülen::V,chaymoq,spyle
1081,spülen::V,chaymoq,skylle
1082,fegen::V,cho'tkalamoq,feie
1083,kehren::V,supurmoq,koste
1084,baden::V,cho'milmoq,bade
1085,sich waschen::V,yuvinmoq,vaske seg
1086,ausziehen::V,echintirmoq,ta av
1087,anziehen::V,kiymoq,ta på
1088,sich anziehen::V,kiyinmoq,kle på seg
1089,kämmen::V,taramoq,gre
1090,kämmen::V,taramoq,kjemme
1091,schmücken::V,yasatmoq,pynte
1092,schmücken::V,yasatmoq,smykke
1093,sagen::V,aytmoq,si
1094,sprechen::V,so'zlamoq,snakke
1095,reden::V,gapirmoq,tale
1096,reden::V,gapirmoq,snakke
1097,sich unterhalten::V,suhbatlashmoq,samtale
1098,fragen::V,so'ramoq,spørre
1099,bitten::V,iltimos qilmoq,be
1100,erzählen::V,aytib bermoq,fortelle
1101,mitteilen::V,bildirmoq,meddele
1102,nennen::V,atamoq,kalle
1103,rufen::V,chaqirmoq,rope
1104,prahlen::V,gerdaymoq,skryte
1105,übersetzen::V,tarjima qilmoq,oversette
1106,denken::V,o'ylamoq,tenke
1107,glauben::V,ishonmoq,tro
1108,bemerken::V,payqamoq,bemerke
1109,bemerken::V,payqamoq,legge merke til
1110,erkennen::V,tanimoq,gjenkjenne
1111,begreifen::V,tushunmoq,begripe
1112,verstehen::V,anglamoq,forstå
1113,verstehen::V,anglamoq,skjønne
1114,lernen::V,o'qimoq,lære
1115,wissen::V,bilmoq,vite
1116,sich erinnern an::V,äsni tanimoq,huske på
1117,vergessen::V,unutmoq,glemme
1118,messen::V,o'lchamoq,måle
1119,zählen::V,raqamlamoq,telle
1120,rechnen::V,cho'tlamoq,regne
1121,lesen::V,o'qimoq,lese
1122,malen::V,rasm solmoq,male
1123,zeichnen::V,chizmoq,tegne
1124,schreiben::V,yozmoq,skrive
1125,besitzen::V,ägalamoq,eie
1126,besitzen::V,ägalamoq,inneha
1127,kaufen::V,olmoq,kjøpe
1128,verkaufen::V,sotmoq,selge
1129,bezahlen::V,to'lamoq,betale
1130,zahlen::V,to'lamoq,betale
1131,beherrschen::V,ägalamoq,beherske
1132,ertragen::V,chidamoq,orke
