,Concept_ID,ta,hy
103,Anhöhe::N,பதுக்கை,բարձունք
104,Berg::N,மலை,լեռ
105,Gipfel::N,உச்சி மாநாடு,գագաթ
106,Gipfel::N,உச்சி மாநாடு,կատար
107,Höhle::N,குகை,քարայր
108,Abhang::N,சரிவு,լանջ
109,Abhang::N,சரிவு,զառիվայր
110,Quelle::N,மூலம்,աղբյուր
111,Bach::N,ஓடை,վտակ
112,Fluss::N,ஆறு,գետ
113,Ufer::N,நீர்க்கரை,ծովափ
114,Küste::N,கடற்கரை,ափ
115,Küste::N,கடற்கரை,ծովափ
116,Festland::N,நிலம்,ցամաք
117,Meer::N,கடல்,ծով
118,Bucht::N,சிறுகுடா,հաչիւն
119,Insel::N,தீவு,վղզի
120,Blume::N,பூ,ծաղիկ
121,Gras::N,புல்தரை,խոտ
122,Wurzel::N,வேர்,արմատ
123,Baum::N,மரம்,ծառ
124,Stamm::N,அடிமரம்,իրան
125,Rinde::N,பட்டை,կեղեւ
126,Rinde::N,பட்டை,հաչոց
127,Rinde::N,மரப்பட்டை,կեղեւ
128,Rinde::N,மரப்பட்டை,հաչոց
129,Ast::N,கினை,ճյուղ
130,Zweig::N,குச்சி,ճյուղ
131,Blatt::N,இலை,տերեւ
132,Birke::N,பிர்ச் மரம்,ցարասի
133,Kiefer[Baum]::N,தேவதாரு மரம்,սոճի
134,Weide[Baum]::N,மர வகைகளுள் ஒன்று,ուռենի
135,Tanne::N,சாதிக்கய்,եղեւին
136,Horn::N,கொம்பு,
137,Feder::N,இறகு,փետուր
138,Fell::N,மென்முடி,մորթի
139,Flügel::N,இறக்கை,թեւ
140,Klaue::N,நகம்,չանչ
141,Kralle::N,நகம்,ճանկ
142,Schwanz::N,வால்,պոչ
143,Ei::N,முட்டை,ձու
144,Nest::N,கூடு,բույն
145,Bau::N,குகை,որջ
146,Bau::N,குகை,բայոց
147,Tier::N,விலங்கு,կենդանի
148,Herde::N,கூட்டம்,հոտ
149,Kuh::N,பசு,կով
150,Bulle::N,காளை,ցուլ
151,Pferd::N,குதிரை,ձի
152,Schaf::N,செம்மறிஆடு,ոչխար
153,Schwein::N,பன்றி,խոզ
154,Hund::N,நாய்,շուն
155,Katze::N,பூனை,կատու
156,Bär::N,கரடி,արջ
157,Eichhörnchen::N,அணில்,սկյուռ
158,Elch::N,கடம்பை,հիւսիսային եղջերու
159,Fuchs::N,நரி,աղվես
160,Hase::N,முயல்,նապաստակ
161,Maus::N,எலி,մուկ
162,Wolf::N,ஓநாய்,գայլ
163,Vogel::N,பறவை,թռչուն
164,Schwarm::N,தொகுதி,երամ
165,Huhn::N,கோழிக்குஞசு,հավ
166,Hahn::N,சேவல்,աքաղաղ
167,Gans::N,பெண் வாத்து,սագ
168,Adler::N,பருநது,արծիվ
169,Ente::N,வாத்து,բադ
170,Eule::N,ஆந்தை,բու
171,Kranich::N,நாரை,կռունկ
172,Krähe::N,காகம்,ագռավ
173,Kuckuck::N,குயில்,կուկու
174,Schwan::N,அன்னம்,կարապ
175,Fisch::N,மீன்,ձուկ
176,Barsch::N,பேர்ச்,պերկես
177,Hecht::N,கோலாச்சி மீன்,գայլաձուկ
178,Schlange[Tier]::N,பாம்பு,օձ
179,Wurm::N,புழு,որդ
180,Wurm::N,புழு,ճիճու
181,Spinne::N,சிலந்தி,սարդ
182,Ameise::N,எறும்பு,միջյուն
183,Laus::N,பேன்,ոջիլ
184,Mücke::N,கொசுவினப்பூச்சி,մժղուկ
185,Fliege::N,ஈ,ճանճ
186,Schmetterling::N,வண்ணத்துப்பூச்சி,թիթեռ
187,Beere::N,சதைப்பழம்,հատապտուղ
188,Apfel::N,ஆப்பிள பழம்,խնձոր
189,Pilz::N,காளான்,սունկ
190,Zwiebel::N,வெங்காயம்,սոխ
191,Saat::N,விதை,սերմ
192,Korn::N,தானியம்,հատիկ
193,Heu::N,வைக்கோல்,խոտ
194,Schale::N,தோல்,կեղեւ
195,Grube::N,குழி,փոս
196,Falle::N,பொறி,ծուղակ
197,Schlinge::N,கண்ணி,խեղդան
198,Spur::N,சுவடு,հետք
199,Asche::N,சாம்பல்,մոխիր
200,Dreck::N,அழுக்கு,աղտ
201,Eisen::N,இரும்பு,երկաթ
202,Gold::N,தங்கம்,ոսկի
203,Silber::N,வெள்ளி,արծաթ
204,Kohle::N,நிலக்கரி,քարածուխ
205,Glas::N,கண்ணாடி,ապակի
206,Lehm::N,களிமண்,կավ
207,Sand::N,மணல்,ավազ
208,Mensch::N,மனிதர்கள்,մարդ
209,Mann::N,மனிதன்,մարդ
210,Mann::N,மனிதன்,տղամարդ
211,Frau::N,பெண்,կին
212,Kind::N,குழந்தை,զավակ
213,Junge::N,பையன்,տղա
214,Mädchen::N,சிறுமி,աղջիկ
215,Familie::N,குடும்பம்,ընտանիք
216,Großvater::N,தாத்தா,պապ
217,Großmutter::N,பாட்டி,տատ
218,Eltern::N,பெற்றோர்,ծնողներ
219,Vater::N,தந்தை,հայր
220,Mutter::N,தாய்,մայր
221,Sohn::N,மகன்,որդի
222,Tochter::N,மகள்,աղջիկ
223,Tochter::N,மகள்,դուստր
224,Bruder::N,சகோதரன்,եղբայր
225,Schwester::N,அக்கா,քույր
226,Onkel::N,தாய் மாமன்,քեռի
227,Onkel::N,தாய் மாமன்,հորեղբայր
228,Tante::N,அத்தை,մորաքույր
229,Ehemann::N,கணவன்,մարդ
230,Ehemann::N,கணவன்,ամուսին
231,Ehefrau::N,மனைவி,կին ամուսին
232,Freude::N,கொண்டாட்டம்,ուրախություն
233,Gelächter::N,சிரிப்பு,ծիծաղ
234,Glück::N,மகிழ்ச்சி,երջանկություն
235,Kummer::N,துயரம்,վիշտ
236,Wunsch::N,விருப்பம்,ցանկություն
237,Lust::N,விருப்பம்,փափագ
238,Lust::N,விருப்பம்,իղձ
239,Geist::N,ஆன்மா,ոգի
240,Gedanke::N,எண்ணம்,միտք
241,Gedächtnis::N,ஞாபகம்,հիշողություն
242,Verstand::N,மனம்,խելք
243,Sinn::N,அர்த்தம்,իմաստ
244,Grund::N,காரணம்,պատճառ
245,Wahrheit::N,உண்நை,ճշմարտություն
246,Gespräch::N,பெசு,զրույց
247,Märchen::N,நம்பத்தகாத கதை,պայիկի պատմություն
248,Erzählung::N,கதை,պատմվածք
249,Erzählung::N,கதை,պատմություն
250,Nachricht::N,செய்தி,հաղորդագրություն
251,Neuigkeit::N,செய்தி,լուր
252,Neuigkeit::N,செய்தி,նորություն
253,Name::N,பெயர்,անուն
254,Rätsel::N,புதிர்,բարդ խնդիր
255,Rede::N,பேச்சு,ճառ
256,Rede::N,பேச்சு,ելույթ
257,Sprache::N,மொழி,լեզու
258,Stimme::N,குரல்,ձայն
259,Wort::N,வார்த்தை,բառ
260,Zeichen::N,குறி,նշան
261,Ruf::N,அழைப்பு,կոչ
262,Ruf::N,அழைப்பு,կանչ
263,Lärm::N,சத்தம்,աղմուկ
264,Laut::N,ஒலி,հնչյուն
265,Laut::N,ஒலி,ձայն
266,Ton::N,குரல்,տոն
267,Lied::N,பாட்டு,երգ
268,Ruhe::N,அமைதி,անդորրություն
269,Leute::N,மக்கள்,մարդիկ
270,Volk::N,மக்கள்,ազգ
271,Arbeit::N,வேலை,գործ
272,Arbeit::N,வேலை,աշխատանք
273,Gast::N,விருந்தாளி,հյուր
274,Geschenk::N,பரிசுப் பொருள்,նվեր
275,Spiel::N,விளையாட்டு,խաղ
276,Gesellschaft::N,சமுதாயம்,ընկերություն
277,Hilfe::N,உதவி,օգնությթուն
278,Freund::N,நண்பன்,ընկեր
279,Freund::N,நண்பன்,բարեկամ
280,Kamerad::N,உடனிருப்பவன்,ուղեկից
281,Angelegenheit::N,செய்தி,բան
282,Angelegenheit::N,செய்தி,գործ
283,Anzahl::N,எண்ணிக்கை,քանակ
284,Anzahl::N,எண்ணிக்கை,գումար
285,Art::N,வகை,տեսակ
286,Stück::N,துண்டம்,կտոր
287,Teil::N,பகுதி,մաս
288,Hälfte::N,பாதி,կես
289,Kreis::N,வட்டம்,շիջանակ
290,Kreuz::N,சிலுவை,խաչ
291,Linie::N,கோடு,գիծ
292,Strich::N,வாத நோய்,գիծ
293,Abstand::N,இடைவெளி,անջրպետ
294,Entfernung::N,தூரம்,հեռավորություն
295,Gegend::N,வட்டாரம்,շրջան
296,Platz::N,வெற்றிடம்,տարածություն
297,Ort::N,இடம்,տեղ
298,Ort::N,இடம்,վայր
299,Seite::N,பக்கம்,կողմ
300,Mitte::N,இடைப்பகுதி,մեջտեղ
301,Gegenstand::N,உருப்படி,առարկա
302,Sache::N,பொருள்,բան
303,Rand::N,தொங்கு,վերջք
304,Kante::N,விளிம்பு,եզր
305,Ecke::N,மூலை,անկյուն
306,Spitze::N,முனை,ծայր
307,Ende::N,முடிவு,ծայր
308,Loch::N,துளை,անցք
309,Winkel::N,கோணம்,անկյուն
310,Muster::N,பாங்கு,օրինակ
311,Größe::N,அளவு,մեծություն
312,Länge::N,நீளம்,երկարություն
313,Höhe::N,உயரம்,բարձրություն
314,Gewicht::N,எடை,կշիռ
315,Menge::N,தொகை,քանակ
316,Haufen::N,குவியல்,դեզ
317,Haufen::N,குவியல்,կույտ
318,Reihe::N,வரிசை,շարք
319,Reihe::N,வரிசை,կարգ
320,Boot::N,படகு,նավակ
321,Ruder::N,துடுப்பு,թի
322,Ruder::N,துடுப்பு,թիակ
323,Schlitten::N,சகடையிலா வண்டி,բալխիր
324,Ski::N,பனிச் சறுக்கல்,դահուկ
325,Lagerfeuer::N,மூட்டம்,բացօդեայ կրակ
326,Last::N,பாரம்,բեռ
327,Gang::N,நடை,զբոսանք
328,Schritt::N,காலடி,քայլ
329,Norden::N,வடக்கு,հյուսիս
330,Süden::N,தெற்கு,հարավ
331,Westen::N,மேற்கு திசை,արեւմուտք
332,Osten::N,கிழக்கு,արեւելք
333,Holz::N,மரக்கட்டை,փայտ
334,Brett::N,பலகை,տախտակ
335,Platte::N,பலகம்,թիթեղ
336,Stütze::N,அடைப்புகன்,նեցուկ
337,Stange::N,கம்பம்,ձող
338,Stock::N,குச்சி,փայտ
339,Stab::N,கம்பு,ցուպ
340,Stab::N,கம்பு,գավազան
341,Rohr::N,குழாய்,խողովակ
342,Haus::N,வீடு,տուն
343,Heim::N,வீடு,տուն
344,Ofen::N,அடுப்பு,վառարան
345,Fußboden::N,தரை,հատակ
346,Tisch::N,மேசை,սեղան
347,Stuhl::N,நாற்காலி,աթոռ
348,Wiege::N,தொட்டில்,օրորոց
349,Bett::N,படுக்கை,անկողին
350,Regal::N,அலமாரி,դարակ
351,Kiste::N,பெட்டி,տուփ
352,Fenster::N,சாளரம்,պատուհան
353,Tür::N,கதவு,դուռ
354,Tor::N,வாசற்கதவு,դարպաս
355,Zaun::N,வேலி,ցանկապատ
356,Dach::N,கூரை,տանիք
357,Dach::N,கூரை,կտուր
358,Leiter::N,ஏணி,սանդուղք
359,Besen::N,விளக்குமாறு,ավել
360,Spaten::N,மண்வெட்டி,բահ
361,Schaufel::N,அடிதண்டா,թի
362,Gabel::N,முட்கரண்டி,պատառաքաղ
363,Löffel::N,கரண்டி,գդալ
364,Messer::N,கத்தி,դանակ
365,Nagel::N,ஆணி,մեխ
366,Netz::N,வலை,ցանց
367,Haken::N,கொக்கி,կարթ
368,Griff::N,கைப்பிடி,կոթ
369,Griff::N,கைப்பிடி,բռնակ
370,Schloss::N,பூட்டு,կողպեք
371,Bild::N,படம்,նկար
372,Bild::N,படம்,պատկեր
373,Figur::N,எண்ணிக்கை,քանդակ
374,Figur::N,எண்ணிக்கை,պատկեր
375,Puppe::N,பொம்மை,տիկնիկ
376,Beutel::N,பை,տոպրակ
377,Bündel::N,பொதி,կապոց
378,Tasche::N,பை,պայուսակ
379,Eimer::N,வாளி,դույլ
380,Deckel::N,உறை,կափարիչ
381,Geschirr::N,பாத்திரம்,ամանեղեն
382,Sack::N,பை,պարկ
383,Sack::N,பை,տոպրակ
384,Tasse::N,கிண்ணம்,թաս
385,Tasse::N,கிண்ணம்,գավաթ
386,Topf::N,பானை,անոթ
387,Kessel::N,கெண்டி,կաթսա
388,Essen::N,உணவருந்துதல்,կերակուր
389,Nahrung::N,உணவு,ուտելիք
390,Speise::N,உணவு வகை,խորտիկ
391,Speise::N,உணவு வகை,կերակուր
392,Fleisch::N,இறைச்சி,միս
393,Getreide::N,மக்காச்சோளம்,հացահատիկ
394,Brei::N,கஞ்சி,լանդակ
395,Brot::N,ரொட்டி,հաց
396,Scheibe::N,துண்டு,կտոր
397,Scheibe::N,துண்டு,պատառ
398,Fett::N,கொழுப்பு,ճարպ
399,Butter::N,வெண்ணெய்,կարագ
400,Öl::N,எண்ணெய்,ձեթ
401,Salz::N,உப்பு,աղ
402,Suppe::N,ரசம்,սուպ
403,Suppe::N,ரசம்,ապուր
404,Honig::N,தேன்,մեղր
405,Milch::N,பால்,կաթ
406,Tee::N,தெனீர்,թեյ
407,Leder::N,பதம் செய்யப்பட்ட தோல்,կաշի
408,Wolle::N,கம்பளி,բուրդ
409,Stoff::N,துணி,գործվածք
410,Nadel::N,ஊசி,ասեղ
411,Faden::N,நூல்,թել
412,Knopf::N,பொத்தான்,կոճակ
413,Knoten::N,முடிச்சு,հանգույց
414,Farbe::N,வண்ணக் குழம்பு,ներկ
415,Kleidung::N,ஆடைகள்,հագուստ
416,Hemd::N,சட்டை,վերնաշապիկ
417,Kragen::N,கழுத்துப் பட்டை,օձիք
418,Ärmel::N,சட்டைக்கை,թեւք
419,Hose::N,கால்சட்டை,շալվար
420,Gürtel::N,பெல்ட்,գոտի
421,Mütze::N,தொப்பி,կեպի
422,Schuh::N,காலணி,կոշիկ
423,Stiefel::N,காலணி,երկարաճիթ կոշիկ
424,Ring::N,மோதிரம்,զնգալ
425,Band::N,நாடா,ժապավեն
426,Kamm::N,கீப்பு,սանր
427,Spiegel::N,ஆடி,հայելի
428,Spiegel::N,கண்ணாடி,հայելի
429,Riemen::N,வார்,փոկ
430,Schnur::N,கயிறு,լար
431,Leine::N,தோல்வார்,փոկ
432,Decke::N,போர்வை,վերմակ
433,Kissen::N,தலையணை,բարձ
434,Tuch::N,துணி,թաշկինակ
435,Handtuch::N,தண்டு,սրբիչ
436,Kraft::N,நிர்பந்தம்,ուժ
437,Stärke::N,பலம்,պնդություն
438,Stärke::N,பலம்,ամրություն
439,Gesundheit::N,ஆரோக்கியம்,առողջություն
440,Krankheit::N,நோய்,ախտ
441,Krankheit::N,நோய்,հիվանդություն
442,Schmerz::N,வலி,ցավ
443,Schmerz::N,வலி,տանջանք
444,Wunde::N,காயம்,վերք
445,Fieber::N,காய்ச்சல்,տենդ
446,Arznei::N,மருந்து,դեղ
447,Brücke::N,பாலம்,կամուրջ
448,Brunnen::N,கேணி,հոր
449,Brunnen::N,கேணி,ջրհոր
450,Weide::N,மேய்ச்சல் நிலம்,արոտավայր
451,Pfad::N,நடை வழி,արահետ
452,Weg::N,வழி,ուղի
453,Straße::N,சாலை,ճանապարհ
454,Dorf::N,கிராமம்,գյուղ
455,Stadt::N,நகரம்,քաղաք
456,Brief::N,கடிதம்,նամակ
457,Buch::N,புத்தகம்,գիրք
458,Buchstabe::N,எழத்து,տառ
459,Buchstabe::N,எழத்து,գիր
460,Zeitung::N,செய்தித்தாள்,լրագիր
461,Leben::N,வாழ்க்கை,կյանք
462,Tod::N,மரணம்,մահ
463,Grab::N,சமாதி,գերեզման
464,Kirche::N,தேவாலயம்,եկեղեցի
465,Sünde::N,பாவம்,մեղք
466,Gott::N,கடவுள்,աստված
467,Arbeiter::N,தொழிலாளி,բանվոր
468,Arbeiter::N,தொழிலாளி,աշխատող
469,Chef::N,மேலாளர்,տեր
470,Meister::N,தலைவன்,վարպետ
471,Arzt::N,மருத்துவர்,բժիշկ
472,Lehrer::N,ஆசிரியர்,ուսուցիչ
473,Geld::N,பணம்,փող
474,Geschäft::N,வாணிபம்,գործ
475,Geschäft::N,வாணிபம்,աշխատանք
476,Laden::N,கடை,կրպակ
477,Laden::N,கடை,խանութ
478,Preis::N,விலை,գին
479,Ware::N,சாமன்கள்,ապրանք
480,Nutzen::N,இலாபம்,օգուտ
481,Reichtum::N,சொத்து,հարստություն
482,Welt::N,உலகம்,աշխարհ
483,Land::N,நாடு,երկիր
484,Staat::N,நாடு,պետություն
485,König::N,அரசன்,արքա
486,König::N,அரசன்,թագավոր
487,Macht::N,அதிகாரம்,իշխանություն
488,Grenze::N,எல்லை,սահման
489,Krieg::N,போர்,պատերազմ
490,Feind::N,எதிரி,թշնամի
491,Gewalt::N,வன்முறை,բռնություն
492,Gewalt::N,வன்முறை,սաստկություն
493,Kampf::N,போராட்டம்,մարտ
494,Bogen[Waffe]::N,வில்,աղեղ
495,Pfeil::N,அம்பு,նետ
496,Gewehr::N,துப்பாக்கி,հրացան
497,Fehler::N,தவறு,սխալ
498,Lüge::N,பொய்,սուտ
499,Schaden::N,சேதாரம்,վնաս
500,Unglück::N,இடையூறு,դժբախտություն
501,Schuld::N,குற்றம்,պակասություն
502,Alter::N,வயது,հասակ
503,Schluss::N,முடிவு,վերջ
504,Schluss::N,முடிவு,վախճան
505,Zeit::N,காலம்,ժամանակ
506,Tag::N,நாள்,օր
507,Morgen::N,காலை நேரம்,առավոտ
508,Mittag::N,மதியம்,կեսօր
509,Abend::N,மாலைப் பொழுது,երեկո
510,Nacht::N,இரவு,գիշեր
511,Woche::N,வாரம்,շաբաթ
512,Monat::N,மாதம்,ամիս
513,Jahr::N,வருடம்,տարի
514,Frühling::N,வசந்தம்,գարուն
515,Sommer::N,கோடை,ամառ
516,Herbst::N,இலையுதிர் காலம்,աշուն
517,Winter::N,குளிர்காலம்,ձմեռ
518,Januar::N,ஜனவரி,հունվար
519,Februar::N,பிபரவரி மாதம்,փետրվար
520,März::N,மார்ச் மாதம்,մարտ
521,April::N,ஏப்ரல் மாதம்,ապրիլ
522,Mai::N,மே மாதம்,մայիս
523,Juni::N,ஜூன் மாதம்,հունիս
524,Juli::N,ஜூலை மாதம்,հուլիս
525,August::N,ஆகஸ்ட் மாதம்,օգոստոս
526,September::N,செப்டம்பர் மாதம்,սեպտեմբեր
527,Oktober::N,அக்டோபர் மாதம்,հոկտեմբեր
528,November::N,நவம்பர் மாதம்,նոյեմբեր
529,Dezember::N,டிசம்பர்,դեկտեմբեր
530,Montag::N,திங்கட் கிழமை,երկուշաբթի
531,Dienstag::N,செவ்வாய்க்கிழமை,երեքշաբթի
532,Mittwoch::N,புதன் கிழமை,չորեքշաբթի
533,Donnerstag::N,வியாழக் கிழமை,հինգշաբթի
534,Freitag::N,வெள்ளிக்கிழமை,ուրբաթ
535,Samstag::N,சனிக்கிழமை,շաբաթ
536,Sonntag::N,ஞாயிறுக் கிழமை,կիրակի
537,groß::A,பெரிய,մեծ
538,groß::A,பெரிய,խոշոր
539,klein::A,சிறிய,պստիկ
540,klein::A,சிறிய,փոքրիկ
541,lang::A,நீண்ட,երկար
542,kurz::A,குட்டையான,կարճ
543,breit::A,அகலமான,լայն
544,schmal::A,குறுகலான,նեղ
545,dicht::A,அடர்த்தியான,խիտ
546,dick[Gegenstand]::A,தடித்த,հաստ
547,dünn::A,சன்னமான,բարակ
548,fein::A,மெல்லிய,նուրբ
549,fest::A,உறுதியாள,ամուր
550,fest::A,உறுதியாள,պինդ
551,flach::A,தட்டையான,տափակ
552,glatt::A,வழுவழுப்பான,հարթ
553,hart::A,கடினமான,կարծր
554,weich::A,மென்மையான,մեղմ
555,weich::A,மென்மையான,փափուկ
556,rund::A,உருண்டையான,կլոր
557,spitz::A,திகந்தமாக,սրածայր
558,scharf::A,கூரான,սուր
559,stumpf::A,உளம் திறந்த,գուլ
560,schwer::A,கனமான,ծանր
561,schön::A,அழகான,սիրուն
562,schön::A,அழகான,գեղեցիկ
563,heiß::A,சூடான,թեժ
564,warm::A,இதமான,տաք
565,warm::A,இதமான,ջերմ
566,kalt::A,குளிர்ச்சியான,ցուրտ
567,kühl::A,குளிர்ச்சியான,զով
568,frisch::A,சுத்தமான,թարմ
569,feucht::A,ஈரமான,ղոնավ
570,nass::A,ஈரமான,թաց
571,trocken::A,உலர்ந்த,ցամաք
572,voll::A,நிரம்பிய,լի
573,voll::A,நிரம்பிய,լիքը
574,leer::A,காலியான,դատարկ
575,offen::A,திறந்த,բաց
576,geschlossen::A,மூடப்பட்ட,գոց
577,sauber::A,சுத்தமான,մաքուր
578,schmutzig::A,அழக்கான,կեղտոտ
579,roh::A,கச்சா,հում
580,reif::A,பழுத்த,հասած
581,reif::A,பழுத்த,հասուն
582,lecker::A,சுவைமிக்க,համեղ
583,süß::A,இனிப்பான,անուշ
584,bitter::A,கசப்பான,կծու
585,sauer::A,புளிப்பாக,թթու
586,sauer::A,புளிப்பாக,թթված
587,hell::A,பளபளப்பான,պայծառ
588,hell::A,பளபளப்பான,խելամիտ
589,dunkel::A,கருமையான,մութ
590,schwarz::A,கருப்பு வண்ண,սեւ
591,weiß::A,வெண்மையன,սպիտակ
592,rot::A,சிவப்பு,կարմիր
593,gelb::A,மஞ்சள் வண்ணம்,դեղին
594,blau::A,நீல வண்ண,կապույտ
595,grün::A,பச்சை வண்ண,կանաչ
596,grau::A,சாம்பல் நிற,գորշ
597,bunt::A,வண்ண மயமான,գոյնզգոյն
598,billig::A,மலிவான,էժան
599,teuer::A,விலை அதிகமான,թանկ
600,wertvoll::A,மதிப்புள்ள,թանկարժեք
601,blind::A,பார்வையற்ற,կույր
602,taub::A,செவிடான,խուլ
603,kräftig::A,வலிமையான,հզոր
604,stark::A,பலமான,ուժեղ
605,schwach::A,பலவீனமான,տկար
606,schwach::A,பலவீனமான,թույլ
607,fett::A,பருமனாக,գեր
608,schlank::A,ஒல்லியான,նիհար
609,hübsch::A,அழகிய,գրավիչ
610,hübsch::A,அழகிய,սիրունիկ
611,böse::A,கேடு விளைவிக்கும்,չար
612,dumm::A,முட்டாள்தனமான,հիմար
613,faul::A,சோம்பலான,ծույլ
614,fleißig::A,ஊக்கந்தளராத,ջանասեր
615,fleißig::A,ஊக்கந்தளராத,փութաջան
616,geizig::A,கஞேசத்தனமான,ագահ
617,geizig::A,கஞேசத்தனமான,կծծի
618,klug::A,சாதுரியமான,խելոք
619,klug::A,சாதுரியமான,ընդունակ
620,geschickt::A,திறமையள்ள,ճարտար
621,lieb::A,அன்புக்குரிய,սիրելի
622,lustig::A,களிப்புமிக்க,զվարթ
623,sanft::A,சாதுவான,հեզ
624,hungrig::A,பசியுடன்,քաղցած
625,krank::A,நோயுற்று,հիվանդ
626,nackt::A,ஆடையற்ற,մերկ
627,traurig::A,சோகமான,տխուր
628,lebendig::A,பிழைப்பு,կենդանի
629,gut::A,நல்ல,լավ
630,schlecht::A,கெட்ட,վատ
631,richtig::A,சரியான,ձիշտ
632,schlimm::A,அருவருப்பான,լղրճուկ
633,wahr::A,உண்மையான,ճիշտ
634,wahr::A,உண்மையான,իրական
635,alt::A,பழைய,հին
636,neu::A,புதிய,նոր
637,ehemalig::A,முன்நாள்,նախկին
638,alt[Lebewesen]::A,வயதான,ծեր
639,alt[Lebewesen]::A,வயதான,պառավ
640,jung::A,இளமையான,մատաղ
641,arm::A,ஏழ்மையான,աղքատ
642,reich::A,செல்வம் படைத்த,հարուստ
643,bekannt::A,பழக்கப்பட்ட,ծանոթ
644,berühmt::A,புகழ்பெற்ற,հայտնի
645,berühmt::A,புகழ்பெற்ற,հռչակավոր
646,fremd::A,அயல் நாட்டு,օտար
