,Concept_ID,mhr,ku
178,Eule::N,тумна́,kund
179,Kranich::N,турня́,quling
180,Krähe::N,кора́к,qijik
181,Kuckuck::N,куку́,pepûk
182,Schwan::N,йӱ́ксӧ,qû
183,Fisch::N,кол,masî
184,Barsch::N,ола́ҥге,okûn
185,Hecht::N,нуж,mesîyê lûf
186,Hecht::N,чорта́н,mesîyê lûf
187,Schlange[Tier]::N,ки́шке,mar
188,Wurm::N,шукш,kurm
189,Spinne::N,эҥыре́мыш,pîrê
190,Ameise::N,ку́тко,mîro
191,Ameise::N,ку́тко,gêrîk
192,Laus::N,тий,spi
193,Mücke::N,шыҥа́,mêş
194,Fliege::N,ка́рме,mêş
195,Schmetterling::N,лы́ве,perperîk
196,Beere::N,мӧр,hirç
197,Apfel::N,олма́,sêv
198,Pilz::N,по́ҥго,bîrov
199,Zwiebel::N,шога́н,pîvaz
200,Saat::N,нӧ́шмӧ,tov
201,Saat::N,туш,tov
202,Korn::N,шу́рно,dexl
203,Heu::N,шу́до,sap
204,Schale::N,шӱм,qaşik
205,Grube::N,выне́м,çahl
206,Falle::N,лӧ́дӧ,dafik
207,Schlinge::N,о́птыш,dahf
208,Schlinge::N,шӧрга́лтыш,dahf
209,Spur::N,кыша́,rêç
210,Asche::N,ло́мыж,xweli
211,Dreck::N,лавыра́,gemarî
212,Eisen::N,кӱ́ртньӧ,hesing
213,Gold::N,шӧ́ртньӧ,zêr
214,Silber::N,ший,zîv
215,Kohle::N,мландышӱ́й,komir
216,Glas::N,янда́,qedeh
217,Lehm::N,шун,kelpîç
218,Sand::N,ошма́,qûm
219,Mensch::N,еҥ,mirov
220,Mensch::N,айде́ме,mirov
221,Mann::N,пӧръе́ҥ,mêr
222,Frau::N,ӱдырама́ш,jin
223,Kind::N,аза́,zarok
224,Junge::N,рве́зе,kur
225,Mädchen::N,ӱдыра́ш,keç
226,Mädchen::N,ӱдыра́ш,keçik
227,Familie::N,еш,malbat
228,Großvater::N,коча́,bapîr
229,Großmutter::N,кова́,pîrik
230,Eltern::N,ача́-ава́,bavudê
231,Vater::N,ача́,bav
232,Mutter::N,ава́,dê
233,Mutter::N,ава́,dayik
234,Sohn::N,э́рге,kur
235,Tochter::N,ӱ́дыр,keç
236,Bruder::N,иза́,bira
237,Bruder::N,шо́льо,bira
238,Schwester::N,ака́,xweh
239,Onkel::N,иза́,am
240,Onkel::N,иза́,xal
241,Tante::N,кока́,metik
242,Tante::N,кока́,xaltîk
243,Ehemann::N,мари́й,mêr
244,Ehefrau::N,ва́те,kulfet
245,Freude::N,куа́н,kêfxweşî
246,Freude::N,куаныма́ш,kêfxweşî
247,Gelächter::N,во́штылтыш,pîrqînî
248,Glück::N,пиа́л,bext
249,Kummer::N,о́йго,derd
250,Wunsch::N,ку́мыл,daxwaz
251,Wunsch::N,ку́мыл,xwestek
252,Lust::N,ку́мыл,şewq
253,Geist::N,ӧрт,aqil
254,Geist::N,чон,aqil
255,Gedanke::N,ой,fikir
256,Gedanke::N,шоныма́ш,fikir
257,Gedächtnis::N,шарныма́ш,aqil
258,Verstand::N,уш,fêm
259,Sinn::N,смысл,aqil
260,Grund::N,ама́л,asas
261,Wahrheit::N,чын,rastî
262,Gespräch::N,мутланыма́ш,guftûgo
263,Märchen::N,йома́к,çirok
264,Erzählung::N,ойлыма́ш,çirok
265,Erzählung::N,ойлыма́ш,vegotin
266,Nachricht::N,увертарыма́ш,nûçe
267,Neuigkeit::N,уве́р,hewal
268,Name::N,лӱм,nav
269,Name::N,лӱм,paşnav
270,Rätsel::N,ту́што,tiştonek
271,Rede::N,ойлыма́ш,gotar
272,Rede::N,ойлыма́ш,axavtin
273,Sprache::N,йы́лме,ziman
274,Stimme::N,йӱк,pejn
275,Wort::N,ой,gotin
276,Wort::N,мут,gotin
277,Zeichen::N,ти́ште,şanek
278,Zeichen::N,знак,şanek
279,Ruf::N,ӱжма́ш,hawar
280,Lärm::N,лӱшкыма́ш,xarbalix
281,Lärm::N,йӱк-йӱа́н,xarbalix
282,Laut::N,йӱк,deng
283,Laut::N,йӱк,hês
284,Ton::N,йӱксе́м,awaz
285,Lied::N,му́ро,sitran
286,Ruhe::N,ты́мык,rihetî
287,Leute::N,еҥ-влак,xelk
288,Volk::N,ка́лык,xelk
289,Arbeit::N,паша́,xebat
290,Gast::N,уна́,mêvan
291,Geschenk::N,пӧле́к,diyarî
292,Spiel::N,мо́дыш,lîstik
293,Spiel::N,модма́ш,lîstik
294,Gesellschaft::N,тӱшка́,komal
295,Hilfe::N,по́лыш,alîkarî
296,Freund::N,таҥ,heval
297,Freund::N,йолта́ш,heval
298,Kamerad::N,таҥ,heval
299,Angelegenheit::N,паша́,pirsgirêk
300,Anzahl::N,чот,çend
301,Art::N,вид,çeh
302,Stück::N,ка́тыш,lib
303,Stück::N,ка́тыш,parçe
304,Stück::N,ла́стык,lib
305,Stück::N,ла́стык,parçe
306,Teil::N,ужа́ш,parçe
307,Hälfte::N,пел,nîvî
308,Hälfte::N,пе́ле,nîvî
309,Kreis::N,ты́ртыш,çemil
310,Kreuz::N,ыре́с,xaç
311,Linie::N,ли́ний,xezik
312,Strich::N,коре́ш,xezik
313,Abstand::N,кокла́,dûrahî
314,Entfernung::N,тора́,dûrahî
315,Entfernung::N,ку́жыт,dûrahî
316,Gegend::N,кунде́м,dever
317,Platz::N,ку́мдык,çih
318,Ort::N,вер,dever
319,Ort::N,о́лмо,dever
320,Seite::N,ӧ́рдыж,rûpel
321,Mitte::N,покше́л,nav
322,Mitte::N,покше́л,nabênê
323,Gegenstand::N,наста́,tişt
324,Sache::N,наста́,tişt
325,Rand::N,тӱр,kevî
326,Kante::N,тӱр,kevî
327,Ecke::N,лук,qunç
328,Spitze::N,вуй,derzî
329,Ende::N,муча́ш,talî
330,Loch::N,рож,qul
331,Winkel::N,лук,kurnîşk
332,Muster::N,пеза́к,desen
333,Muster::N,узо́р,desen
334,Muster::N,ӱ́лгӧ,desen
335,Größe::N,кӱ́кшыт,mezinî
336,Länge::N,ку́тыш,dirêjahî
337,Höhe::N,кӱ́кшыт,bilindayî
338,Gewicht::N,не́лыт,giranî
339,Menge::N,чот,qas
340,Haufen::N,кы́шыл,lod
341,Reihe::N,рада́м,rêz
342,Boot::N,пуш,kelek
343,Ruder::N,эшка́к,bêrik
344,Schlitten::N,тер,xîjik
345,Schlitten::N,изде́р,xîjik
346,Ski::N,е́че,lakan
347,Lagerfeuer::N,туло́то,agir
348,Last::N,нӧ́лтыш,bar
349,Gang::N,ошкылма́ш,fîtêz
350,Schritt::N,о́шкыл,gav
351,Norden::N,йӱдйыма́л,bakur
352,Süden::N,кечывалве́л,başur
353,Westen::N,касве́л,rojava
354,Osten::N,эрве́л,rojhilat
355,Holz::N,пу,dep
356,Brett::N,оҥа́,dep
357,Platte::N,аста́р,dep
358,Stütze::N,чара́к,destek
359,Stange::N,лома́ш,sing
360,Stock::N,тоя́,çam
361,Stab::N,вара́,qat
362,Stab::N,кашта́,qat
363,Rohr::N,пуч,borî
364,Haus::N,пӧрт,mal
365,Haus::N,пӧрт,xanî
366,Heim::N,мӧ́ҥгӧ,mal
367,Ofen::N,комака́,sobe
368,Fußboden::N,кӱва́р,binpê
369,Tisch::N,ӱсте́л,mase
370,Stuhl::N,пӱке́н,kursî
371,Wiege::N,шепка́,derguş
372,Bett::N,ва́кшыш,qerewêle
373,Regal::N,шӧ́рлык,rêbaz
374,Kiste::N,шо́ндык,sindoq
375,Kiste::N,я́шлык,sindoq
376,Fenster::N,окна́,çam
377,Fenster::N,окна́,şibeke
378,Tür::N,омса́,derî
379,Tor::N,капка́,derge
380,Zaun::N,сава́р,hejik
381,Dach::N,леве́дыш,sere xanî
382,Leiter::N,тошка́лтыш,pêling
383,Besen::N,ӱштерво́штыр,melkes
384,Spaten::N,ко́льмо,mer
385,Schaufel::N,сово́к,bêr
386,Schaufel::N,су́ско,bêr
387,Gabel::N,ви́лке,çetel
388,Löffel::N,па́не,kevçî
389,Löffel::N,совла́,kevçî
390,Messer::N,кӱ́зӧ,kêr
391,Nagel::N,пуда́,bizmar
392,Netz::N,вапш,tor
393,Haken::N,са́гыле,çenqel
394,Griff::N,кыл,destî
395,Schloss::N,кӧгӧ́н,qonax
396,Bild::N,сӱре́т,dimen
397,Figur::N,фигу́р,figûr
398,Puppe::N,курча́к,bûk
399,Beutel::N,меша́к,kîsik
400,Bündel::N,арша́ш,pêçek
401,Tasche::N,сумка́,bêrîk
402,Eimer::N,ведра́,dewl
403,Deckel::N,ко́мдыш,devik
404,Geschirr::N,а́те,ferax
405,Sack::N,куль,tûr
406,Sack::N,меша́к,tûr
407,Tasse::N,чу́кыр,kada
408,Tasse::N,чашка́,kada
409,Topf::N,ми́ске,beroş
410,Kessel::N,под,şîril
411,Essen::N,ко́чкыш,xwarin
412,Nahrung::N,ку́рго,xwarin
413,Speise::N,ко́чкыш,xwarin
414,Fleisch::N,шыл,goşt
415,Getreide::N,шу́рно,zad
416,Brei::N,пу́чымыш,hewdêl
417,Brot::N,ки́нде,
418,Scheibe::N,ка́тыш,parçe
419,Fett::N,коя́,rûn
420,Butter::N,ӱй,rûn
421,Öl::N,ӱй,rûn
422,Salz::N,шинча́л,xwe
423,Suppe::N,шӱр,şorbe
424,Honig::N,мӱй,hingiv
425,Milch::N,шӧр,şîr
426,Tee::N,чай,çay
427,Leder::N,сура́н,çerm
428,Leder::N,шӱ́штӧ,çerm
429,Wolle::N,пун,herî
430,Stoff::N,куэ́м,paç
431,Stoff::N,посто́,paç
432,Nadel::N,и́ме,derzî
433,Faden::N,шӱ́ртӧ,ta
434,Knopf::N,по́лдыш,bişkok
435,Knoten::N,пышке́м,girêk
436,Farbe::N,чия́,boyax
437,Kleidung::N,чие́м,çil
438,Kleidung::N,вурге́м,çil
439,Hemd::N,ту́выр,qutik
440,Hemd::N,ту́выр,miltan
441,Kragen::N,сога́,stûvang
442,Ärmel::N,шокш,hûçik
443,Hose::N,йола́ш,şewel
444,Gürtel::N,ӱ́штӧ,qayiş
445,Mütze::N,упш,fîno
446,Schuh::N,боти́нке,şêkal
447,Stiefel::N,кем,gizme
448,Stiefel::N,кем,çizme
449,Ring::N,шерга́ш,xelek
450,Band::N,тасма́,band
451,Band::N,ле́нте,band
452,Kamm::N,шерге́,şeh
453,Spiegel::N,вошто́нчыш,eynik
454,Riemen::N,кӱзанӱ́штӧ,qayiş
455,Schnur::N,кере́м,doxin
456,Schnur::N,кандыра́,doxin
457,Leine::N,вӱра́ҥ,şirît
458,Decke::N,леве́дыш,bataniye
459,Decke::N,одея́л,bataniye
460,Kissen::N,кӱ́пчык,balgî
461,Tuch::N,шо́выч,şar
462,Handtuch::N,со́лык,dezmal
463,Kraft::N,вий,hêz
464,Kraft::N,вий,qewet
465,Kraft::N,куа́т,hêz
466,Kraft::N,куа́т,qewet
467,Stärke::N,куа́т,xurtî
468,Stärke::N,карма́н,xurtî
469,Gesundheit::N,таза́лык,nojdarî
470,Krankheit::N,чер,nexweşî
471,Schmerz::N,ко́рштыш,êş
472,Wunde::N,су́сыр,kul
473,Fieber::N,йӱштыму́ж,ta
474,Fieber::N,лихора́дке,ta
475,Arznei::N,эм,derman
476,Brücke::N,кӱва́р,kopî
477,Brunnen::N,вӱдвыне́м,çal
478,Brunnen::N,вӱдвыне́м,kani
479,Weide::N,нурше́р,beyar
480,Pfad::N,йолго́рно,xaçirek
481,Pfad::N,сокма́к,xaçirek
482,Weg::N,ко́рно,rê
483,Straße::N,ко́рно,rê
484,Dorf::N,ял,gund
485,Stadt::N,ола́,baçar
486,Brief::N,се́рыш,name
487,Buch::N,книга́,kitêb
488,Buch::N,книга́,pirtûk
489,Buchstabe::N,буква́,herf
490,Zeitung::N,газе́т,rojname
491,Leben::N,и́лыш,jiyan
492,Tod::N,колыма́ш,mirin
493,Grab::N,шӱга́р,mezel
494,Kirche::N,че́рке,gilyas
495,Sünde::N,су́лык,guneh
496,Gott::N,ю́мо,xwedê
497,Arbeiter::N,паша́зе,hîşçî
498,Chef::N,тӧра́,bêg
499,Meister::N,маста́р,hoste
500,Arzt::N,врач,doktor
501,Lehrer::N,ту́ныктышо,mamoste
502,Geld::N,окса́,pere
503,Geschäft::N,сатулыма́ш,firoşgeh
504,Laden::N,ке́выт,dikan
505,Preis::N,ак,buha
506,Ware::N,сату́,tişt
507,Nutzen::N,пайда́,fêde
508,Reichtum::N,поя́нлык,serwet
509,Welt::N,тӱня́,dinya
510,Land::N,эл,welat
511,Staat::N,кугыжа́ныш,dewlet
512,König::N,кугыжа́,şah
513,König::N,кугыжа́,qral
514,Macht::N,власть,qewet
515,Macht::N,власть,destihilat
516,Grenze::N,грани́ца,kevî
517,Krieg::N,сар,çeng
518,Krieg::N,сар,sêwaş
519,Feind::N,тушма́н,dijmin
520,Gewalt::N,виешлыма́ш,zor
521,Kampf::N,кредалма́ш,şer
522,Bogen[Waffe]::N,юҥе́ж,kêvan
523,Pfeil::N,пикш,çîrik
524,Gewehr::N,пыча́л,tifing
525,Fehler::N,йо́ҥылыш,şaşî
526,Lüge::N,шоя́к,derew
527,Schaden::N,зия́н,xisar
528,Unglück::N,эҥге́к,bêbextî
529,Schuld::N,тита́к,suç
530,Schuld::N,йола́,suç
531,Alter::N,ийго́т,temen
532,Schluss::N,муча́ш,girtin
533,Zeit::N,жап,çax
534,Zeit::N,па́гыт,çax
535,Tag::N,ке́че,roj
536,Morgen::N,эр,sibeh
537,Mittag::N,кечыва́л,nîro
538,Abend::N,кас,êvar
539,Nacht::N,йӱд,şev
540,Woche::N,арня́,heftî
541,Monat::N,ты́лзе,meh
542,Jahr::N,ий,sal
543,Frühling::N,шо́шо,bihar
544,Sommer::N,кеҥе́ж,havîn
545,Herbst::N,шы́же,payîz
546,Winter::N,те́ле,zistan
547,Januar::N,шоркыйол,çile
548,Januar::N,идалыкву́й,çile
549,Januar::N,янва́рь,çile
550,Februar::N,пургыж,sibat
551,Februar::N,февра́ль,sibat
552,März::N,ӱярня,adar
553,März::N,март,adar
554,April::N,апре́ль,nîsan
555,Mai::N,ага,gûlan
556,Mai::N,май,gûlan
557,Juni::N,пеледыш,hezîran
558,Juni::N,ию́нь,hezîran
559,Juli::N,сӱрем,tîmeh
560,Juli::N,ию́ль,tîmeh
561,August::N,сорла,tebax
562,August::N,агарма́н,tebax
563,August::N,а́вгуст,tebax
564,September::N,идым,îlon
565,September::N,сентя́брь,îlon
566,Oktober::N,шыжа,çotmeh
567,Oktober::N,октя́брь,çotmeh
568,November::N,кылме тылзе,mijdar
569,November::N,ноя́брь,mijdar
570,Dezember::N,дека́брь,kanûn
571,Montag::N,шо́чмо,duşemb
572,Dienstag::N,ку́шкыжмо,sêşem
573,Mittwoch::N,вӱрге́че,çarşemb
574,Donnerstag::N,изарня́,pêşemb
575,Freitag::N,кугарня́,în
576,Samstag::N,шуматке́че,şemî
577,Sonntag::N,рушарня́,yekşemb
578,groß::A,кугу́,mezin
579,klein::A,изи́,çûçik
580,lang::A,кужу́,dirêj
581,kurz::A,кӱ́чык,kin
582,breit::A,кумда́,fireh
583,schmal::A,а́ҥысыр,tenik
584,dicht::A,ну́гыдо,gir
585,dick[Gegenstand]::A,кӱ́жгӧ,şîşman
586,dünn::A,ви́чкыж,zirav
587,fein::A,ты́гыде,tenik
588,fest::A,чо́ткыдо,saxlem
589,flach::A,лапка́,pahn
590,glatt::A,яклака́,dûz
591,glatt::A,яклака́,şayîk
592,hart::A,пе́ҥгыде,hişk
593,weich::A,пу́шкыдо,nerm
594,rund::A,йырге́шке,gilover
595,spitz::A,коша́р,pîj
596,scharf::A,пӱ́сӧ,tûj
597,stumpf::A,токма́к,ne tûj
598,schwer::A,не́ле,giran
599,schön::A,сы́лне,xweş
600,schön::A,сы́лне,xweşik
601,heiß::A,шо́кшо,kelandî
602,warm::A,ле́ве,germ
603,kalt::A,йӱ́штӧ,sar
604,kühl::A,юа́лге,jemîrî
605,kühl::A,южгата́,jemîrî
606,frisch::A,свежа́,ter
607,feucht::A,вӱ́дыжгӧ,şil
608,nass::A,нӧ́рӧ,şilek
609,trocken::A,ку́кшо,zuwa
610,voll::A,тич,tijî
611,leer::A,яра́,vala
612,offen::A,виш,vekirî
613,geschlossen::A,пе́тырыме,asê
614,geschlossen::A,тӱ́чмӧ,asê
615,sauber::A,ару́,pakij
616,sauber::A,янда́р,pakij
617,schmutzig::A,лавыра́н,lewitî
618,schmutzig::A,ла́выргыше,lewitî
619,roh::A,кӱ́чымӧ,xav
620,reif::A,лӧза́,gihaştî
621,lecker::A,ту́тло,xweş
622,süß::A,ше́ре,şîrîn
623,bitter::A,ко́чо,tahl
624,sauer::A,шо́по,tirş
625,hell::A,во́лгыдо,ronî
626,dunkel::A,пычке́мыш,tarî
627,schwarz::A,шола́,reş
628,weiß::A,ош,sipî
629,rot::A,йошка́р,sor
630,gelb::A,сар,zer
631,blau::A,ка́нде,şîn
632,grün::A,ужа́р,şîn
633,grau::A,сур,gewr
634,bunt::A,олача́,rengîn
635,billig::A,шу́лдо,erzan
636,teuer::A,ше́рге,biha
637,wertvoll::A,шергака́н,hêja
638,wertvoll::A,шергака́н,giranbiha
639,blind::A,со́кыр,kor
640,taub::A,соҥгыра́,kerr
641,kräftig::A,куа́тле,gir
642,kräftig::A,куа́тле,xurt
643,stark::A,вия́н,xurt
644,schwach::A,а́лдыме,kesad
645,fett::A,коя́,qelew
646,schlank::A,йоштката́,zirav
647,schlank::A,яжу́,zirav
648,hübsch::A,чеве́р,xweşik
649,böse::A,шы́де,xerab
650,böse::A,шы́де,aciz
651,dumm::A,аҥыра́,gêj
652,faul::A,його,têmbêl
653,fleißig::A,ты́ршыше,jêhatî
654,geizig::A,чаҥга́,destgirtî
655,klug::A,уша́н,baqil
656,geschickt::A,уста́,zîrek
657,geschickt::A,уста́,ziring
658,lieb::A,ала́л,delal
659,lustig::A,весела́,kêfxweş
660,sanft::A,ны́жылге,nazenîn
661,hungrig::A,шу́жышо,birçî
662,krank::A,че́рле,nexweş
663,nackt::A,чарама́т,rût
664,nackt::A,чарама́т,tazî
665,traurig::A,ойга́н,xemgîn
666,lebendig::A,и́лыше,bisaxî
667,gut::A,сай,baş
668,schlecht::A,уда́,xerab
669,schlecht::A,шӱ́кшӧ,xerab
670,richtig::A,чы́нле,rast
671,richtig::A,чы́нле,saxlem
672,schlimm::A,аля́к,nebaş
673,schlimm::A,тыра́н,nebaş
674,wahr::A,чы́нле,rast
675,wahr::A,настоя́щий,rast
676,alt::A,то́што,pîr
677,alt::A,то́што,kevn
678,neu::A,у,nû
679,ehemalig::A,о́нчычсо,kevnar
680,ehemalig::A,о́нчычсо,peşidar
681,ehemalig::A,онда́кысе,kevnar
682,ehemalig::A,онда́кысе,peşidar
683,alt[Lebewesen]::A,шо́нто,pîr
684,jung::A,са́мырык,xort
685,arm::A,нужна́,feqîr
686,arm::A,нужна́,desteng
687,reich::A,поя́н,dewlemend
688,bekannt::A,па́лыме,naskirî
689,berühmt::A,лӱ́млӧ,navdar
690,fremd::A,йот,xerîb
691,verschieden::A,тӱ́рлӧ,çîhê
692,nah::A,ли́шыл,nêzîk
693,fern::A,тора́,dûr
694,fern::A,мӱ́ндыр,dûr
695,linker::A,шола́,çepê
696,rechter::A,пурла́,rastê
697,anderer::A,вес,yê din
698,anderer::A,мо́ло,yê din
699,erster::A,и́кымше,yekemîn
700,zweiter::A,ко́кымшо,duda
701,dritter::A,ку́мшо,sisêya
702,letzter::A,пыта́ртыш,paşîn
703,allein::ADV,шкет,tenê
704,auf einmal::ADV,икана́ште,jar kê
705,zusammen::ADV,пырля́,tev
706,zusammen::ADV,пырля́,bi hev re
707,lange::ADV,кужу́н,dirêj
708,plötzlich::ADV,кенета́,ji nişkave
709,sofort::ADV,кызыта́к,yekser
710,später::ADV,варара́к,paşiyê
711,jetzt::ADV,ы́нде,nuha
712,jetzt::ADV,кы́зыт,nuha
713,heute::ADV,та́че,îro
714,morgen::ADV,эрла́,sibeh
715,bald::ADV,вашке́,nêzîk
716,dann::ADV,вара́,paşê
717,gestern::ADV,теҥге́че,do
718,einst::ADV,икана́,jar ke
719,damals::ADV,туна́м,hîngî
720,danach::ADV,вара́,piştra
721,vorher::ADV,о́нчыч,pîşî
722,zuerst::ADV,онда́к,bere
723,einmal::ADV,икана́,çarik
724,manchmal::ADV,ка́шын,çarna
725,manchmal::ADV,кокла́н,çarna
726,oft::ADV,чӱ́чкыдын,gelek çaran
727,immer::ADV,эре́,daîm
728,immer::ADV,ту́тыш,daîm
729,niemals::ADV,ок нигуна́м,tu çar
730,hier::ADV,ты́ште,li vir
731,hierhin::ADV,ты́шке,vir
732,hierhin::ADV,тыш,vir
733,von hier::ADV,тыше́ч,ji vir
734,von hier::ADV,тыве́ч,ji vir
735,dort::ADV,ту́што,li wê derê
736,dorthin::ADV,туш,wêda
737,dorthin::ADV,ту́шко,wêda
738,geradeaus::ADV,вик,rastê rast
739,vorwärts::ADV,о́нчыко,ber bi pêş
