,Concept_ID,el,nl
244,Mädchen::N,κορίτσι,meisje
245,Familie::N,οικογένεια,gezin
246,Familie::N,οικογένεια,familie
247,Großvater::N,παππούς,grootvader
248,Großmutter::N,γιαγιά,grootmoeder
249,Eltern::N,γονείς,ouders
250,Vater::N,πατέρας,vader
251,Mutter::N,μητέρα,moeder
252,Sohn::N,γιος,zoon
253,Tochter::N,κόρη,dochter
254,Bruder::N,αδελφός,broer
255,Bruder::N,αδελφός,broeder
256,Schwester::N,αδελφή,zus
257,Schwester::N,αδελφή,zuster
258,Onkel::N,θείος,oom
259,Tante::N,θεία,tante
260,Ehemann::N,σύζυγος,echtgenoot
261,Ehefrau::N,σύζυγος,echtgenote
262,Freude::N,χαρά,vreugde
263,Gelächter::N,γέλια,gelach
264,Glück::N,ευτυχία,geluk
265,Kummer::N,έγνοια,verdriet
266,Wunsch::N,επιθυμία,wens
267,Wunsch::N,επιθυμία,verlangen
268,Lust::N,όρεξη,zin
269,Lust::N,όρεξη,lust
270,Geist::N,πνέυμα,geest
271,Gedanke::N,σκέψη,gedachte
272,Gedächtnis::N,μνήμη,geheugen
273,Verstand::N,νους,verstand
274,Sinn::N,νόημα,betekenis
275,Grund::N,λόγος,reden
276,Wahrheit::N,αλήθεια,waarheid
277,Gespräch::N,συνομιλία,gesprek
278,Märchen::N,παραμύθι,sprookje
279,Erzählung::N,διήγημα,verhaal
280,Nachricht::N,είδηση,tijding
281,Neuigkeit::N,νέο,nieuws
282,Neuigkeit::N,νέο,nieuwtje
283,Name::N,όνομα,naam
284,Rätsel::N,αίνιγμα,raadsel
285,Rede::N,λόγος,rede
286,Rede::N,ομιλία,rede
287,Sprache::N,γλώσσα,taal
288,Stimme::N,φωνή,stem
289,Wort::N,λέξη,woord
290,Zeichen::N,σημείο,teken
291,Ruf::N,κραυγή,roep
292,Lärm::N,θόρυβος,lawaai
293,Laut::N,ήχος,klank
294,Laut::N,ήχος,geluid
295,Ton::N,ήχος,toon
296,Ton::N,ήχος,klank
297,Ton::N,τόνος,toon
298,Ton::N,τόνος,klank
299,Lied::N,τραγούδι,lied
300,Ruhe::N,ησυχία,rust
301,Ruhe::N,ησυχία,stilte
302,Leute::N,κόσμος,lui
303,Leute::N,κόσμος,mensen
304,Leute::N,άνθρωποι,lui
305,Leute::N,άνθρωποι,mensen
306,Volk::N,λαός,volk
307,Arbeit::N,εργασία,werk
308,Arbeit::N,εργασία,arbeid
309,Gast::N,επισκέπτης,gast
310,Geschenk::N,δώρο,cadeau
311,Geschenk::N,δώρο,geschenk
312,Spiel::N,παιχνίδι,spel
313,Gesellschaft::N,κοινωνία,gezelschap
314,Hilfe::N,βοήθεια,hulp
315,Freund::N,φίλος,vriend
316,Kamerad::N,σύντροφος,maat
317,Kamerad::N,σύντροφος,metgezel
318,Angelegenheit::N,υπόθεση,zaak
319,Angelegenheit::N,υπόθεση,aangelegenheid
320,Anzahl::N,αριθμός,tal
321,Anzahl::N,αριθμός,aantal
322,Art::N,είδος,slag
323,Art::N,είδος,soort
324,Stück::N,κομμάτι,stuk
325,Teil::N,μέρος,deel
326,Hälfte::N,μισό,helft
327,Kreis::N,κύκλος,kring
328,Kreis::N,κύκλος,cirkel
329,Kreuz::N,σταυρός,kruis
330,Linie::N,γραμμή,lijn
331,Strich::N,γραμμή,haal
332,Strich::N,γραμμή,streep
333,Abstand::N,απόσταση,afstand
334,Entfernung::N,απόσταση,afstand
335,Gegend::N,περιοχή,streek
336,Gegend::N,τοποθεσία,streek
337,Platz::N,χώρος,ruimte
338,Ort::N,τόπος,oord
339,Ort::N,τόπος,plaats
340,Seite::N,πλευρά,zij
341,Seite::N,πλευρά,kant
342,Seite::N,πλευρά,zijde
343,Mitte::N,μέση,midden
344,Gegenstand::N,αντικείμενο,voorwerp
345,Sache::N,πράγμα,zaak
346,Rand::N,άκρη,rand
347,Rand::N,άκρη,boord
348,Rand::N,χείλος,rand
349,Rand::N,χείλος,boord
350,Kante::N,άκρη,kant
351,Ecke::N,γωνιά,hoek
352,Spitze::N,μύτη,punt
353,Spitze::N,μύτη,spits
354,Ende::N,άκρη,einde
355,Ende::N,άκρη,uiteinde
356,Loch::N,τρύπα,gat
357,Winkel::N,γωνία,hoek
358,Muster::N,σχέδιο,dessin
359,Muster::N,σχέδιο,patroon
360,Größe::N,μέγεθος,grootte
361,Länge::N,μήκος,lengte
362,Höhe::N,ύψος,hoogte
363,Gewicht::N,βάρος,gewicht
364,Menge::N,ποσότητα,hoeveelheid
365,Haufen::N,σωρός,hoop
366,Reihe::N,αράδα,rij
367,Reihe::N,αράδα,reeks
368,Boot::N,βάρκα,boot
369,Ruder::N,κουπί,roeiriem
370,Schlitten::N,έλκηθρο,slee
371,Schlitten::N,έλκηθρο,slede
372,Ski::N,σκι,ski
373,Lagerfeuer::N,φωτιά,kampvuur
374,Last::N,φορτίο,last
375,Last::N,φορτίο,vracht
376,Gang::N,δρόμος,wandeling
377,Schritt::N,βήμα,stap
378,Schritt::N,βήμα,schrede
379,Norden::N,βορράς,noorden
380,Süden::N,νότος,zuiden
381,Westen::N,δύση,westen
382,Osten::N,ανατολή,oosten
383,Holz::N,ξύλο,hout
384,Brett::N,σανίδι,plank
385,Platte::N,πλάκα,plaat
386,Stütze::N,στήριγμα,stut
387,Stütze::N,στήριγμα,steun
388,Stange::N,ραβδί,stang
389,Stange::N,κοντός,stang
390,Stock::N,ξύλο,stok
391,Stock::N,μπαστούνι,stok
392,Stab::N,ραβδί,staf
393,Rohr::N,σωλήνας,pijp
394,Haus::N,σπίτι,huis
395,Heim::N,σπίτι,tehuis
396,Ofen::N,σόμπα,kachel
397,Ofen::N,θερμάστρα,kachel
398,Fußboden::N,πάτωμα,vloer
399,Tisch::N,τραπέζι,tafel
400,Stuhl::N,καρέκλα,stoel
401,Wiege::N,κούνια,wieg
402,Bett::N,κρεβάτι,bed
403,Regal::N,ράφι,rek
404,Kiste::N,κιβώτιο,kist
405,Fenster::N,παράθυρο,raam
406,Fenster::N,παράθυρο,venster
407,Tür::N,πόρτα,deur
408,Tor::N,πύλη,poort
409,Zaun::N,φράχτης,omheining
410,Dach::N,στέγη,dak
411,Leiter::N,σκάλα,ladder
412,Leiter::N,κλίμακα,ladder
413,Besen::N,σκούπα,bezem
414,Spaten::N,φτυάρι,schop
415,Schaufel::N,φτυάρι,schep
416,Gabel::N,πιρούνι,vork
417,Löffel::N,κουτάλι,lepel
418,Messer::N,μαχαίρι,mes
419,Nagel::N,καρφί,spijker
420,Netz::N,δίχτυ,net
421,Haken::N,γάντζος,haak
422,Haken::N,αγκίστρι,haak
423,Griff::N,λαβή,handvat
424,Schloss::N,κλειδαριά,slot
425,Bild::N,εικόνα,beeld
426,Figur::N,ανάστημα,figuur
427,Puppe::N,κούκλα,pop
428,Beutel::N,πουγγί,zak
429,Beutel::N,πουγγί,buidel
430,Bündel::N,δεμάτι,pak
431,Bündel::N,δεμάτι,bundel
432,Tasche::N,τσάντα,tas
433,Eimer::N,κουβάς,emmer
434,Deckel::N,καπάκι,deksel
435,Geschirr::N,σκεύη,vaatwerk
436,Sack::N,σάκος,zak
437,Tasse::N,φλιτζάνι,kop
438,Topf::N,χύτρα,pan
439,Kessel::N,καζάνι,ketel
440,Essen::N,φαγητό,eten
441,Nahrung::N,τροφή,voedsel
442,Speise::N,φαγητό,spijs
443,Fleisch::N,κρέας,vlees
444,Getreide::N,σιτάρι,graan
445,Brei::N,χυλός,pap
446,Brei::N,χυλός,brij
447,Brot::N,ψωμί,brood
448,Brot::N,άρτος,brood
449,Scheibe::N,φέτα,plak
450,Scheibe::N,φέτα,snede
451,Fett::N,πάχος,vet
452,Butter::N,βούτυρο,boter
453,Öl::N,λάδι,olie
454,Salz::N,αλάτι,zout
455,Suppe::N,σούπα,soep
456,Honig::N,μέλι,honing
457,Milch::N,γάλα,melk
458,Tee::N,τσάι,thee
459,Leder::N,πετσί,leer
460,Leder::N,πετσί,leder
461,Wolle::N,μαλλί,wol
462,Stoff::N,ύφασμα,stof
463,Nadel::N,βελόνα,naald
464,Faden::N,κλωστή,draad
465,Knopf::N,κουμπί,knoop
466,Knoten::N,κόμπος,knoop
467,Farbe::N,μπογιά,verf
468,Kleidung::N,ρούχα,kledij
469,Kleidung::N,ρούχα,kleding
470,Kleidung::N,ενδυμασία,kledij
471,Kleidung::N,ενδυμασία,kleding
472,Hemd::N,πουκάμισο,hemd
473,Kragen::N,κολάρο,kraag
474,Ärmel::N,μανίκι,mouw
475,Hose::N,πανταλόνι,broek
476,Hose::N,πανταλόνι,pantalon
477,Gürtel::N,ζώνη,riem
478,Gürtel::N,ζώνη,gordel
479,Mütze::N,σκούφος,muts
480,Schuh::N,παπούτσι,schoen
481,Stiefel::N,μπότα,laars
482,Ring::N,δαχτυλίδι,ring
483,Band::N,κορδέλα,lint
484,Kamm::N,χτένα,kam
485,Spiegel::N,καθρέφτης,spiegel
486,Riemen::N,λουρί,riem
487,Schnur::N,κορδόνι,koord
488,Leine::N,σχοινί,lijn
489,Decke::N,κουβέρτα,deken
490,Kissen::N,μαξιλάρι,kussen
491,Tuch::N,πανί,doek
492,Tuch::N,μαντήλι,doek
493,Handtuch::N,πετσέτα,handdoek
494,Kraft::N,δύναμη,kracht
495,Stärke::N,ισχύς,sterkte
496,Stärke::N,δύναμη,sterkte
497,Gesundheit::N,υγεία,gezondheid
498,Krankheit::N,αρρώστια,ziekte
499,Schmerz::N,πόνος,pijn
500,Wunde::N,πληγή,wond
501,Fieber::N,πυρετός,koorts
502,Arznei::N,φάρμακο,medicament
503,Arznei::N,φάρμακο,geneesmiddel
504,Brücke::N,γέφυρα,brug
505,Brunnen::N,πηγάδι,put
506,Brunnen::N,πηγάδι,bron
507,Weide::N,βοσκή,wei
508,Weide::N,βοσκή,weide
509,Pfad::N,μονοπάτι,pad
510,Weg::N,δρόμος,weg
511,Straße::N,οδός,baan
512,Straße::N,οδός,straat
513,Straße::N,δρόμος,baan
514,Straße::N,δρόμος,straat
515,Dorf::N,χωριό,dorp
516,Stadt::N,πόλη,stad
517,Brief::N,γράμμα,brief
518,Brief::N,επιστολή,brief
519,Buch::N,βιβλίο,boek
520,Buchstabe::N,γράμμα,letter
521,Zeitung::N,εφημερίδα,krant
522,Zeitung::N,εφημερίδα,dagblad
523,Leben::N,ζωή,leven
524,Leben::N,βίος,leven
525,Tod::N,θάνατος,dood
526,Grab::N,τάφος,graf
527,Kirche::N,εκκλησία,kerk
528,Sünde::N,αμαρτία,zonde
529,Gott::N,θεός,god
530,Arbeiter::N,εργάτης,arbeider
531,Chef::N,προϊστάμενος,chef
532,Meister::N,μάστορας,meester
533,Meister::N,αρχιτεχνίτης,meester
534,Arzt::N,γιατρός,arts
535,Arzt::N,γιατρός,dokter
536,Lehrer::N,δάσκαλος,leraar
537,Lehrer::N,δάσκαλος,onderwijzer
538,Geld::N,λεφτά,geld
539,Geld::N,χρήματα,geld
540,Geschäft::N,συναλλαγή,zaak
541,Laden::N,μαγαζί,winkel
542,Laden::N,κατάστημα,winkel
543,Preis::N,τιμή,prijs
544,Ware::N,εμπόρευμα,waar
545,Nutzen::N,όφελος,nut
546,Nutzen::N,όφελος,voordeel
547,Reichtum::N,πλούτος,rijkdom
548,Welt::N,κόσμος,wereld
549,Land::N,χώρα,land
550,Staat::N,κράτος,staat
551,Staat::N,πολιτεία,staat
552,König::N,βασιλιάς,koning
553,Macht::N,εξουσία,macht
554,Grenze::N,σύνορα,grens
555,Krieg::N,πόλεμος,oorlog
556,Feind::N,εχθρός,vijand
557,Gewalt::N,βία,geweld
558,Kampf::N,αγώνας,strijd
559,Kampf::N,αγώνας,gevecht
560,Bogen[Waffe]::N,τόξο,boog
561,Pfeil::N,σαΐτα,pijl
562,Gewehr::N,τουφέκι,geweer
563,Fehler::N,λάθος,fout
564,Fehler::N,σφάλμα,fout
565,Lüge::N,ψέμα,leugen
566,Lüge::N,ψεύδος,leugen
567,Schaden::N,ζημία,schade
568,Unglück::N,δυστυχία,tegenspoed
569,Schuld::N,ενοχή,schuld
570,Schuld::N,φταίξιμο,schuld
571,Alter::N,ηλικία,leeftijd
572,Schluss::N,τέλος,slot
573,Zeit::N,χρόνος,tijd
574,Tag::N,μέρα,dag
575,Tag::N,ημέρα,dag
576,Morgen::N,πρωί,morgen
577,Morgen::N,πρωί,ochtend
578,Mittag::N,μεσημέρι,middag
579,Abend::N,βράδυ,avond
580,Nacht::N,νύχτα,nacht
581,Woche::N,εβδομάδα,week
582,Monat::N,μήνας,maand
583,Jahr::N,έτος,jaar
584,Jahr::N,χρόνος,jaar
585,Frühling::N,άνοιξη,lente
586,Frühling::N,άνοιξη,voorjaar
587,Sommer::N,καλοκαίρι,zomer
588,Herbst::N,φθινόπωρο,herfst
589,Winter::N,χειμώνας,winter
590,Januar::N,Ιανουάριος,januari
591,Februar::N,Φεβρουάριος,februari
592,März::N,Μάρτιος,maart
593,April::N,Απρίλιος,april
594,Mai::N,Μάιος,mei
595,Juni::N,Ιούνιος,juni
596,Juli::N,Ιούλιος,juli
597,August::N,Αύγουστος,augustus
598,September::N,Σεπτέμβριος,september
599,Oktober::N,Οκτώβριος,oktober
600,November::N,Νοέμβριος,november
601,Dezember::N,Δεκέμβριος,december
602,Montag::N,Δευτέρα,maandag
603,Dienstag::N,Τρίτη,dinsdag
604,Mittwoch::N,Τετάρτη,woensdag
605,Donnerstag::N,Πέμπτη,donderdag
606,Freitag::N,Παρασκευή,vrijdag
607,Samstag::N,Σάββατο,zaterdag
608,Sonntag::N,Κυριακή,zondag
609,groß::A,μεγάλος,groot
610,klein::A,μικρός,klein
611,lang::A,μακρύς,lang
612,kurz::A,κοντός,kort
613,breit::A,φαρδύς,breed
614,schmal::A,στενός,smal
615,dicht::A,πυκνός,dicht
616,dick[Gegenstand]::A,παχύς,dik
617,dick[Gegenstand]::A,χοντρός,dik
618,dünn::A,ψιλός,dun
619,dünn::A,λεπτός,dun
620,fein::A,ψιλός,fijn
621,fest::A,στερεός,vast
622,flach::A,επίπεδος,plat
623,glatt::A,λείος,glad
624,glatt::A,ομαλός,glad
625,hart::A,σκληρός,hard
626,weich::A,μαλακός,week
627,rund::A,στρογγυλός,rond
628,spitz::A,μυτερός,spits
629,spitz::A,μυτερός,puntig
630,scharf::A,κοφτερός,scherp
631,stumpf::A,αμβλύς,stomp
632,schwer::A,βαρύς,zwaar
633,schön::A,ωραίος,mooi
634,schön::A,ωραίος,fraai
635,schön::A,όμορφος,mooi
636,schön::A,όμορφος,fraai
637,heiß::A,ζεστός,heet
638,warm::A,θερμός,warm
639,kalt::A,κρύος,koud
640,kalt::A,ψυχρός,koud
641,kühl::A,δροσερός,koel
642,frisch::A,νωπός,fris
643,frisch::A,φρέσκος,fris
644,feucht::A,υγρός,vochtig
645,nass::A,βρεγμένος,nat
646,trocken::A,ξηρός,droog
647,trocken::A,στεγνός,droog
648,voll::A,γεμάτος,vol
649,leer::A,άδειος,leeg
650,offen::A,ανοιχτός,open
651,geschlossen::A,κλειστός,gesloten
652,sauber::A,καθαρός,net
653,sauber::A,καθαρός,schoon
654,schmutzig::A,βρώμικος,vuil
655,schmutzig::A,λερωμένος,vuil
656,roh::A,ωμός,rauw
657,reif::A,ώριμος,rijp
658,lecker::A,νόστιμος,lekker
659,süß::A,γλυκός,zoet
660,bitter::A,πικρός,bitter
661,sauer::A,ξινός,zuur
662,hell::A,φωτεινός,licht
663,hell::A,φωτεινός,helder
664,dunkel::A,σκοτεινός,donker
665,schwarz::A,μαύρος,zwart
666,schwarz::A,μελανός,zwart
667,weiß::A,άσπρος,wit
668,rot::A,κόκκινος,rood
669,gelb::A,κίτρινος,geel
670,blau::A,μπλε,blauw
671,blau::A,γαλανός,blauw
672,grün::A,πράσινος,groen
673,grau::A,γκρίζος,grijs
674,bunt::A,ποικιλόχρωπος,bont
675,billig::A,φτηνός,goedkoop
676,teuer::A,ακριβός,duur
677,wertvoll::A,πολύτιμος,kostbaar
678,wertvoll::A,πολύτιμος,waardevol
679,blind::A,τυφλός,blind
680,taub::A,κουφός,doof
681,kräftig::A,δυνατός,krachtig
682,stark::A,γερός,sterk
683,schwach::A,αδύνατος,zwak
684,fett::A,παχύς,vet
685,schlank::A,λεπτός,slank
686,schlank::A,λυγερός,slank
687,hübsch::A,όμορφος,leuk
688,hübsch::A,χαριτωμένος,leuk
689,böse::A,κακός,kwaad
690,dumm::A,κουτός,dom
691,dumm::A,ανόητος,dom
692,faul::A,τεμπέλης,lui
693,fleißig::A,εργατικός,vlijtig
694,geizig::A,τσιγγούνης,gierig
695,klug::A,έξυπνος,slim
696,klug::A,έξυπνος,schrander
697,klug::A,έξυπνος,verstandig
698,geschickt::A,επιδέξιος,handig
699,geschickt::A,επιδέξιος,vaardig
700,lieb::A,φίλος,lief
701,lieb::A,αγαπητός,lief
702,lustig::A,εύθυμος,vrolijk
703,lustig::A,χαρούμενος,vrolijk
704,sanft::A,ήπιος,zacht
705,hungrig::A,πεινασμένος,hongerig
706,krank::A,άρρωστος,ziek
707,nackt::A,γυμνός,naakt
708,traurig::A,λυπημένος,treurig
709,traurig::A,λυπημένος,bedroefd
710,lebendig::A,ζωντανός,levend
711,gut::A,καλός,goed
712,schlecht::A,κακός,slecht
713,richtig::A,σωστός,juist
714,schlimm::A,άσχημος,erg
715,schlimm::A,άσχημος,kwaad
716,wahr::A,αληθής,waar
717,wahr::A,αληθινός,waar
718,alt::A,παλιός,oud
719,neu::A,νέος,nieuw
720,neu::A,καινούργιος,nieuw
721,ehemalig::A,παλιός,voormalig
722,alt[Lebewesen]::A,γέρος,oud
723,jung::A,νέος,jong
724,arm::A,φτωχός,arm
725,reich::A,πλούσιος,rijk
726,bekannt::A,γνωστός,bekend
727,berühmt::A,περίφημος,beroemd
728,berühmt::A,ξακουσμένος,beroemd
729,fremd::A,ξένος,vreemd
730,verschieden::A,διαφορετικός,verscheiden
731,verschieden::A,διαφορετικός,verschillend
732,nah::A,κοντινός,nabij
733,nah::A,κοντινός,nabijgelegen
734,fern::A,μακριά,ver
735,linker::A,αριστερός,linker
736,rechter::A,δεξιός,rechter
737,anderer::A,άλλος,andere
738,erster::A,πρώτος,eerste
739,zweiter::A,δεύτερος,tweede
740,dritter::A,τρίτος,derde
741,letzter::A,τελευταίος,laatste
742,allein::ADV,μόνος,alleen
743,auf einmal::ADV,εφάπαξ,ineens
744,auf einmal::ADV,εφάπαξ,tegelijk
745,zusammen::ADV,μαζί,samen
746,zusammen::ADV,μαζί,bijeen
747,lange::ADV,πολύν καιρό,lang
748,plötzlich::ADV,έξαφνα,eensklaps
749,plötzlich::ADV,έξαφνα,plotsklaps
750,sofort::ADV,αμέσως,terstond
751,sofort::ADV,αμέσως,aanstonds
752,sofort::ADV,αμέσως,onmiddelijk
753,später::ADV,αργότερα,later
