,Concept_ID,kv,te
677,ich::PRN,ме,నేను
678,du::PRN,тэ,నీవు
679,er::PRN,сiя,అతడు
680,wir::PRN,мийӧ,మనము
681,ihr::PRN,ті,మీరు
682,sie::PRN,нія,వారు
683,was::FPRN,мый,ఏమి
684,wer::FPRN,кин,ఎవడు
685,wo::FADV,кытӧн,ఎక్కడ
686,wohin::FADV,кытчӧ,ఎందుకు
687,wie::FADV,дзик,ఎట్టు
688,warum::FADV,мыля,ఏల
689,warum::FADV,мыйсянь,ఏల
690,wieviel::FNUM,мымда,ఎంత
691,eins::NUM,ӧт,ఒకటి
692,zwei::NUM,кык,రెండు
693,drei::NUM,куим,మూడు
694,vier::NUM,нёль,నాలుగు
695,fünf::NUM,вит,అయిదు
696,sechs::NUM,квать,ఆఱు
697,sieben::NUM,сизим,ఏరు
698,acht::NUM,кыкьямыс,ఎనిమదు
699,neun::NUM,ӧкмыс,తొమ్మిది
700,zehn::NUM,дас,పది
701,elf::NUM,дасотік,పదునొకొండు
702,zwölf::NUM,даскык,పండ్రండు
703,zwanzig::NUM,кыкдас,ఇరుపది
704,dreißig::NUM,куимдас,ముప్పది
705,vierzig::NUM,нёльдас,నలువది
706,fünfzig::NUM,витдас,ఏబది
707,sechzig::NUM,кватьдас,అరుపది
708,siebzig::NUM,сизимдас,డెబ్బది
709,achtzig::NUM,кыкьямысдас,ఎనుబది
710,neunzig::NUM,ӧкмысдас,తొంబది
711,hundert::NUM,сто,నూఱు
712,tausend::NUM,тысяча,వేయి
713,und::CNJ,и,మఱియు
714,und::CNJ,да,మఱియు
715,oder::CNJ,или,లేక
716,stehen::V,сулавны,నిలుచు
717,sitzen::V,пукавны,కూర్చుండు
718,liegen::V,куйлыны,పండుకొనుట
719,hängen::V,ӧшавны,వ్రేలాడదీయు
720,werden::V,лоны,అగు
721,passieren::V,аркмыны,సంభవించు
722,beginnen::V,петны,ఆరంభించు
723,enden::V,-сь,తీరుట
724,enden::V,бырны,తీరుట
725,wechseln::V,вежсьыны,మార్చు
726,aufgehen[Sonne]::V,петавны,ఉదయించు
727,untergehen[Sonne]::V,пуксьыны,అస్తమించు
728,scheinen[Sonne]::V,югьявны,ప్రకాశించు
729,donnern::V,гымавны,ఉరుముట
730,wehen::V,пӧлявны,దురద్పప్టము
731,strömen::V,киссьыны,పారుట
732,fließen::V,визывтны,ప్రవహించు
733,sich drehen::V,бергавны,తిరుగు
734,schwanken::V,кӧвьясьны,ఆడించుట
735,schwingen::V,дюттясьны,ఊగుట
736,fallen::V,усьны,పడు
737,brennen::V,сотчыны,కాలుట
738,rauchen::V,тшынасьны,పొగసుట
739,regnen::V,зэрны,కురిపించుట
740,gefrieren::V,гегдыны,గడ్డకట్టు
741,tauen::V,сывны,కరగు
742,schmelzen::V,сывны,కరగు
743,trocknen::V,косьмыны,యెండుట
744,sieden::V,пизьны,ఉడుకు
745,faulen::V,нёльзьыны,క్రుళ్లు
746,verfaulen::V,тӧрмыны,క్షిణించు
747,verfaulen::V,сiсьмыны,క్షిణించు
748,reißen::V,косясьны,చించు
749,versinken::V,вӧйны,మునుగు
750,vergehen::V,мунны,సంభవించు
751,erscheinen::V,мыччисьны,కనబడు
752,verschwinden::V,ӧшны,అదృశ్యమగు
753,sinken::V,ямны,ముణుగుట
754,abnehmen::V,ямны,తగ్గు
755,zunehmen::V,паськавны,పెరుగుట
756,steigen::V,лэбтiсьны,లేచు
757,wachsen::V,быдмыны,పెరుగు
758,glänzen::V,свиттявны,ప్రకాశించు
759,funkeln::V,югйовтлыны,ప్రకాశించు
760,funkeln::V,югйӧв-керны,ప్రకాశించు
761,lärmen::V,чавзыны,అరుచుట
762,läuten::V,диньгыны,మేళవించుట
763,klingeln::V,силькӧтны,వాయించుట
764,klirren::V,жольӧтны,ఘంటానాదము
765,brausen::V,гуасьны,గర్జించు
766,rauschen::V,кышӧтны,చటచటమనుట
767,klingen::V,горавны,ధ్వనించుట
768,bellen::V,увтны,అఱచు
769,bellen::V,вувтны,అఱచు
770,heulen::V,уннявны,కూయు
771,blasen::V,пӧлявны,దురద్పప్టము
772,pfeifen::V,пиксыны,ఈలవేయు
773,schreien::V,айзыны,అఱచు
774,stöhnen::V,ойзыны,మూలుగు
775,stöhnen::V,ружтыны,మూలుగు
776,zittern::V,легьявны,వణకు
777,leben::V,овны,జీవించుట
778,geboren werden::V,шогмыны,పుట్టుట
779,atmen::V,лолавны,ఉపిరి తీయు
780,trinken::V,юны,త్రాగు
781,essen::V,сёйны,తిను
782,schlucken::V,ньылавны,మ్రింగు
783,müde werden::V,мыдзны,అలయు
784,einschlafen::V,ланьтны,నిద్రించు
785,schlafen::V,узьны,నిద్రురించు
786,aufwachen::V,саймыны,మేలుకొను
787,aufwachen::V,пальмыны,మేలుకొను
788,aufstehen::V,сувтны,లేచు
789,sich erholen::V,шоччисьлыны,నడ్డి వాల్చు
790,krank werden::V,моржитны,జబ్బుపడు
791,krank sein::V,шогавны,జబ్బు చేయు
792,krank sein::V,визьӧтны,జబ్బు చేయు
793,schmerzen::V,висьны,నొచ్చుట
794,husten::V,кашляйтны,దగ్గుట
795,genesen::V,бурдны,కుదురుట
796,sterben::V,кувны,మరణించు
797,umkommen::V,вийсьыны,నశించు
798,sich bewegen::V,локны,కదలు
799,sich bewegen::V,ветлӧтны,కదలు
800,sich rühren::V,вӧрзьӧтчыны,కదలు
801,sich erheben::V,сувтны,లేచు
802,sich setzen::V,пуксьыны,కూర్చుణ్డు
803,hinfallen::V,пӧрласьны,దొర్లు
804,laufen::V,мунны,నడచు
805,schreiten::V,тальччавны,అడుగుపెట్టుట
806,spazierengehen::V,котрасьны,పచారు చేయు
807,eilen::V,тэрмасьны,తొందరపడు
808,sich beeilen::V,тэрмасьны,త్వరపెట్టు
809,sausen::V,вирдавны-котӧртны,విసరికొట్టు
810,springen::V,чеччавны,దుముకు
811,klettern::V,кышасьны,ఎక్కు
812,schaukeln::V,чурликасьны,ఉయ్యాల ఊగు 
813,kriechen::V,кыскасьны-мунны,ప్రాకు
814,schwimmen::V,вартчыны,ఈదు
815,tauchen::V,сунгисьны ваӧ,మునుగు
816,rudern::V,сынны,తెడ్లతోఁగడపు
817,fahren::V,мунны,నడపు
818,fliegen::V,лэбавны,ఎగురు
819,gehen::V,мунны,పోవు
820,weggehen::V,мунны,బయలుదేరు
821,abfahren::V,иньдӧтчыны,విడిచిపోవు
822,abfahren::V,мунны,విడిచిపోవు
823,anhalten::V,сувтны,నిలుపు
824,hineingehen::V,пырны,ప్రవేశించు
825,eintreten::V,пырны,ప్రవేశించు
826,kommen::V,локны,వచ్చు
827,ankommen::V,локны,వచ్చి చేరు
828,zurückkommen::V,бертны,తిరిగీవచ్చుట
829,zurückkommen::V,панӧвтсьыны,తిరిగీవచ్చుట
830,bleiben::V,кольччыны,ఉండు
831,warten::V,видзчисьны,కనిపెట్టు
832,erwarten::V,видзчисьны,నిరిక్షించు
833,suchen::V,кошшыны,వెదకు
834,finden::V,адззыны,కనుగొను
835,versuchen::V,пондыны,ప్రయత్నించు
836,versuchen::V,пондӧтны,ప్రయత్నించు
837,vorbereiten::V,лӧсьӧтны,తయారుచేయు
838,lieben::V,милуйтны,ప్రేమించు
839,mögen::V,радейтны,ఇష్టపడు
840,lachen::V,серавны,నవ్వు
841,rühren::V,сьӧлӧм вӧрзьӧтны,గుండె తాకు
842,weinen::V,горзыны,వీడ్చు
843,schimpfen::V,видчыны,గొణుగు
844,sich ärgern::V,лёкавны,అలుగు
845,sich fürchten::V,повны,భయపడు
846,fürchten::V,повны,భయపడు
847,fliehen::V,пышшыны,పాఱిపోపు
848,flüchten::V,пышшыны,తప్పించుకొను
849,sehen::V,адззыны,చూచు
850,anschauen::V,видзӧтны,చూచు
851,ansehen::V,видзӧтны,కాచియుండు
852,hören::V,кывны,విను
853,zuhören::V,кывзыны,విను
854,probieren::V,пешлыны,చవిచూచుట
855,riechen::V,дукавны,వాసనచూచు
856,fühlen::V,кывны,స్పర్శించుట
857,scheinen::V,декуйтчыны,కనబడు
858,zu sehen sein::V,тыдавны,చూవు
859,vernehmen::V,тӧдмавны,విను
860,frieren::V,гегдыны,చలికి వడకు
861,tun::V,керны,చేయు
862,können::V,вермыны,గల
863,wollen::V,мӧдны,కోరు
864,anfangen::V,петны,ఆరంభించు
865,beenden::V,ештӧтны,ముగించు
866,beenden::V,керыштны,ముగించు
867,aufhören::V,дугдыны,నిలుపు
868,gelingen::V,шогмыны,గెలుపాందు
869,geraten::V,мыччисьны,వెలువడు
870,öffnen::V,осьтны,తెఱచు
871,schließen::V,пӧднавны,మూయు
872,stellen::V,сувтӧтны,ఉంచు
873,setzen::V,пуксьӧтны,ఉంచు
874,legen::V,пуктыны,పెట్టు
875,berühren::V,вӧрзьӧтны,తాకు
876,verbinden::V,йитны,చేర్చుట
877,bedecken::V,вевттьыны,మూయు
878,aufhängen::V,ӧшӧтны,వ్రేలాడదీయు
879,anzünden::V,ӧзтыны,వెలిగించు
880,aufheben::V,лэбтыны,సేకరించు
881,zurücklassen::V,кольны,విడుచు
882,verlieren::V,ӧштыны,పోగొట్టుకొను
883,fallen lassen::V,уськӧтны,జాఱవిడుచు
884,machen::V,керны,చేయు
885,herstellen::V,вӧчны,ఉత్పత్తిచేయు
886,bauen::V,строитны,నిర్మించు
887,reparieren::V,вочны,సరిచేయు
888,verbessern::V,бурсьӧтны,వృద్ధి చేయు
889,ändern::V,вежны,మార్చు
890,graben::V,гарйыны,త్రవ్వు
891,beugen::V,кусіньтны,వంచు
892,biegen::V,чукыльтыштны,వంచు
893,drehen::V,бергӧтны,నూలువడుకు
894,wenden::V,бергӧтны,త్రిప్పు
895,umdrehen::V,бергӧтны,త్రిప్పు
896,heben::V,лэбтыны,ఎత్తు
897,hochheben::V,лэбтыны,ఎత్తు
898,ergreifen::V,кватитны,వశపఱచుకొను
899,halten::V,видзны,ఉంచు
900,drücken::V,личкыны,అణచు
901,schieben::V,тойлавны,నొక్కు
902,kratzen::V,шаркӧтны,గోకు
903,lecken::V,нювны,నాకు
904,beißen::V,йирны,కఱచు
905,abreißen::V,орӧтны,తెగతెంచు
906,abschneiden::V,шӧрыштны,తెగకొట్టు
907,abschneiden::V,вундыштны,తెగకొట్టు
908,binden::V,гӧрдззыны,కట్టు
909,stecken::V,мӧртны,తగులుకొనివుండుట
910,brechen::V,жугдыны,పగులగొట్టు
911,klopfen::V,зукӧтны,కొట్టు
912,hauen::V,желльыны,కొట్టు
913,kleben::V,лякӧтны,అంటుకొను
914,reiben::V,зыртны,రాచు
915,streichen::V,мавтны,వ్యాపింపజేయు
916,schleifen::V,кыскыны,రాచు
917,schneiden::V,вундавны,కోయు
918,rütteln::V,шатлавны,కుదిలించుట
919,schütteln::V,зыбӧтны,కదల్చు
920,schwenken::V,ӧвтны,ఊచుట
921,schwenken::V,макайтны,ఊచుట
922,schütten::V,кисьтны,పోయు
923,füllen::V,тыртны,నింపు
924,füllen::V,тырсьӧтны,నింపు
925,einwickeln::V,тубны,చుట్టు
926,tragen::V,новйӧтны,మోయు
927,schleppen::V,кыскыны,ఈడ్చు
928,ziehen::V,кыскыны,ఈడ్చు
929,aufbewahren::V,видзны,కాపాడు
930,werfen::V,шентывлыны,విసరు
931,fangen::V,кутны,పట్టుకొను
932,packen::V,кутасьны,పట్టుకొను
933,packen::V,кватитны,పట్టుకొను
934,verstecken::V,дзебны,దాచు
935,teilen::V,торйӧтны,భాగించు
936,schicken::V,иньдыны,పంపు
937,bringen::V,вайны,తెచ్చు
938,hinzufügen::V,содтыны,చేర్చు
939,bekommen::V,получитны,సంపాదించు
940,erhalten::V,получитны,పుచ్చుకొను
941,nehmen::V,босьтны,తీసికొను
942,wählen::V,бӧрйыны,ఇష్టపడు
943,auswählen::V,бӧрйыны,ఏరుకొను
944,bewahren::V,видзны,భద్రపఱుచు
945,behindern::V,падтыны,అడ్డగించుట
946,verderben::V,изводавны,చెఱచు
947,beschädigen::V,паздыны,చెరుపుట
948,zerbrechen::V,паздыны,పగులగొట్టు
949,zerreißen::V,косявны,చించు
950,zerstören::V,паздыны,వాశనము చేయు
951,verbrennen::V,сотны,కాల్చు
952,geben::V,сетны,ఇచ్చు
953,reichen::V,сетны,అందుకొనుట
954,schenken::V,козьнавны,అర్పించు
955,versprechen::V,кӧсйыны,వాగ్దత్తము చేయు
956,wünschen::V,бурсьыны,కోరు
957,loben::V,ошкыны,స్తుతించు
958,küssen::V,окавны,ముద్దుపెట్టుకొను
959,wiegen::V,тюттьӧтны,ఊచుట
960,zudecken::V,вевттьыны,మూయు
961,wecken::V,саймӧтны,నిద్రపలేపుట
962,zeigen::V,мыччавны,చూవు
963,führen::V,нуӧтны,దారిచూపు
964,lehren::V,велӧтны,బోధించు
965,unterrichten::V,велӧтны,నేర్పు
966,aufziehen::V,быдтыны,పెంచు
967,leiten::V,юравны,తీసుకపోవుట
968,leiten::V,веськӧтлыны,తీసుకపోవుట
969,antreiben::V,тэрмӧтны,ప్రేరేపించు
970,lassen::V,-ӧтыны,అనుమతించు
971,einladen::V,корны,ఆహ్వానించు
972,vereinigen::V,ӧтувтны,కూడుట
973,vereinigen::V,ӧтлаавны,కూడుట
974,besuchen::V,пыравлыны,పోయి చూచు
975,treffen::V,пантавны,కలియు
976,sich versammeln::V,ӧксьыны,కూర్చు
977,spielen::V,орсны,ఆట లాడు
978,singen::V,сьывны,పాడు
979,tanzen::V,йӧктыны,నృత్యముచేయు
980,sich trennen::V,торьясьны,ఎడబాయుట
981,verlassen::V,кольны,విడుచు
982,retten::V,мынтны,తప్పించుట
983,bewachen::V,смекайтны,కాపాడు
984,schützen::V,дорйыны,రక్షించు
985,verteidigen::V,дорйыны,రక్షించు
986,sich schlagen::V,тышкасьны,జగడమాడు
987,schießen::V,лыйны,కాల్చు
988,siegen::V,вермыны,గెలుచు
989,ärgern::V,лӧгӧтны,పీడించుట
990,schlagen::V,базнитны,కొట్టు
991,treten::V,чужьявны,తన్ను
992,stechen::V,бытшкыны,కుట్టు
993,stoßen::V,тапкыны,గెంటు
994,stoßen::V,тойыштны,గెంటు
995,stehlen::V,гусявны,దొంగిలించు
996,stören::V,костіавны,కలతపఱచు
997,belästigen::V,назыляйтны,పీడించు
998,verbergen::V,дзебны,దాచు
999,täuschen::V,бӧбӧтны,మోసము చేయు
1000,täuschen::V,пӧрьявны,మోసము చేయు
1001,betrügen::V,муклачитны,మోసపుచ్చు
1002,töten::V,вийны,చంపు
1003,wohnen::V,овны,నివసించు
1004,arbeiten::V,уджавны,పనిచేయు
1005,sammeln::V,ӧктыны,ప్రోగుచేయు
1006,pflücken::V,судзлавны,యేరుట
1007,jagen::V,вӧравны,వేటాడు
1008,fischen::V,чериавны,వెదకు
1009,fassen::V,кутны,పట్టుకొమ
1010,hüten::V,вердны,మందచేరుట
1011,hüten::V,йирсьӧтны,మందచేరుట
1012,treiben::V,вашӧтны,నడపు
1013,anbinden::V,кӧртавны,కట్టు
1014,füttern::V,вердны,భోజనము పెట్టు
1015,melken::V,высьтыны,పాలు పితుకు
1016,melken::V,чилькӧтны,పాలు పితుకు
1017,hacken::V,керавны,నఱకు
1018,gießen::V,киськавны,నీళ్ళుకట్టుట
1019,reifen::V,кисьмыны,పండుట
1020,zubereiten::V,лӧсьӧтны,వండు
1021,kochen::V,пуны,వండు
1022,backen::V,пӧжавны,రొట్టెకాల్చు
1023,braten::V,жаритны,వేపు
1024,umrühren::V,соравны,కదులుట
1025,stricken::V,домавны,అల్లు
1026,nähen::V,вурны,కుట్టు
1027,färben::V,краситны,రంగు వేయు
1028,reinigen::V,весӧтны,శుభ్రము చేయు
1029,waschen::V,пеславны,కడుగు
1030,abwischen::V,чышкыны,తుడుచు
1031,spülen::V,гывьявны,నీటిలో జడించు
1032,fegen::V,чышкыны,ఊడ్చు
1033,kehren::V,чышкыны,ఊడ్చు
1034,baden::V,купайтчыны ,స్నానము చేయు
1035,sich waschen::V,миссьыны,కడుగు
1036,ausziehen::V,гыжтӧтны,విప్పు
1037,ausziehen::V,пӧрччавны,విప్పు
1038,anziehen::V,пасьтавны,ధరించు
1039,sich anziehen::V,пасьтасьны,బట్టలు వేసుకొను
1040,sich anziehen::V,пасьтасьны,తొడుగుకొను
1041,kämmen::V,сынавны,దువ్వుట
1042,schmücken::V,баситны,అలంకరించు
1043,sagen::V,висьтавны,చెప్పు
1044,sprechen::V,шуны,చెప్పు
1045,reden::V,баитны,మాటలాడు
1046,sich unterhalten::V,сёрнитны,ముచ్చటలాడు
1047,fragen::V,юавны,ప్రశ్నించు
1048,bitten::V,корны,కోరు
1049,erzählen::V,висьтавны,చెప్పు
1050,mitteilen::V,висьтавны,తెలియజేయు
1051,nennen::V,нимтны,పేరు వెట్టు
1052,rufen::V,китсавны,పిలుచు
1053,rufen::V,корны,పిలుచు
1054,rufen::V,чукӧстны,పిలుచు
1055,prahlen::V,ошшасьны,జల్లి
1056,übersetzen::V,вуджӧтны,తర్జుమాచేయు
1057,denken::V,чайтны,ఆలోచించు
1058,glauben::V,веритны,నమ్ము
1059,bemerken::V,казявны,గుర్తించు
1060,erkennen::V,тӧдсавны,గుర్తించు
1061,begreifen::V,вежӧртны,గ్రహించు
1062,verstehen::V,кывны,గ్రహించు
1063,lernen::V,велӧтчыны,నేర్చు కొను
1064,wissen::V,тӧдны,తెలిసికొను
1065,sich erinnern an::V,касьтывны,జ్ఞాపకముంచుకొను
1066,vergessen::V,вунӧтны,మఱచిపోవు
1067,messen::V,меряйтны,కొలుచుట
1068,zählen::V,лыддьыны,లెక్కపెట్టు
1069,rechnen::V,лыддьыны,లెక్కపెట్టు
1070,lesen::V,лыддьӧтны,చదువు
1071,zeichnen::V,гижмавны,వ్రాసుట
1072,schreiben::V,гижны,వ్రాయు
1073,besitzen::V,лоны,కలిగియుండు
1074,kaufen::V,небны,కొను
1075,verkaufen::V,вузавны,అమ్ము
1076,bezahlen::V,вештыны,చెల్లించు
1077,zahlen::V,вештыны,చెల్లించు
1078,ertragen::V,терпитны,భరించు
1079,Insel::N,,దీవి
1080,Menge::N,,మొత్తము
1081,Gewalt::N,,దౌర్జన్యము
1082,Alter::N,,వయస్సు
1083,richtig::A,,సరియైన
1084,wahr::A,,నిజమైన
1085,berühmt::A,,ప్రపిద్దికెక్కివ
1086,allein::ADV,,ఒంటిగా
1087,rennen::V,,పరుగెత్తు
1088,malen::V,,పూనుట
1089,beherrschen::V,,ఏలు
