,Concept_ID,sq,udm
240,Lehm::N,argjilë,сюй
241,Sand::N,rërë,луо
242,Mensch::N,njeri,мурт
243,Mensch::N,njeri,адями
244,Mann::N,burrë,воргорон
245,Mann::N,mashkull,воргорон
246,Frau::N,grua,кышномурт
247,Frau::N,femër,кышномурт
248,Kind::N,kalama,нуны
249,Kind::N,kalama,пинал
250,Junge::N,djalë,пи
251,Mädchen::N,gocë,ныл
252,Mädchen::N,vajzë,ныл
253,Familie::N,familje,семья
254,Großvater::N,gjysh,песятай
255,Großvater::N,gjysh,пересь атай
256,Großmutter::N,gjyshe,песянай
257,Großmutter::N,gjyshe,пересь анай
258,Eltern::N,prindër,атай-анай
259,Eltern::N,prindër,бубы-мумы
260,Vater::N,atë,айы
261,Vater::N,atë,атай
262,Mutter::N,nënë,мумы
263,Sohn::N,bir,пи
264,Tochter::N,bijë,ныл
265,Bruder::N,vëlla,агай
266,Schwester::N,motër,апа
267,Schwester::N,motër,сузэр
268,Onkel::N,dajë,агай
269,Onkel::N,xhaxha,агай
270,Tante::N,teze,апа
271,Tante::N,teze,кенак
272,Tante::N,hallë,апа
273,Tante::N,hallë,кенак
274,Ehemann::N,burrë,карт
275,Ehemann::N,bashkëshort,карт
276,Ehefrau::N,grua,кышно
277,Ehefrau::N,bashkëshorte,кышно
278,Freude::N,gaz,шумпотон
279,Freude::N,gëzim,шумпотон
280,Gelächter::N,qeshje,горем
281,Glück::N,lumturi,шуд
282,Kummer::N,brengë,кайгу
283,Kummer::N,brengë,куректон
284,Kummer::N,pikëllim,кайгу
285,Kummer::N,pikëllim,куректон
286,Wunsch::N,dëshirë,мылпотон
287,Lust::N,epsh,потон
288,Lust::N,dashuri,потон
289,Geist::N,frymë,лул
290,Geist::N,shpirt,лул
291,Gedanke::N,ide,малпан
292,Gedanke::N,mendim,малпан
293,Gedächtnis::N,kujtesë,йырсазь
294,Gedächtnis::N,kujtesë,тодэваён
295,Verstand::N,mend,йырвизь
296,Sinn::N,kuptim,смысл
297,Grund::N,arsye,муг
298,Grund::N,arsye,ньӧм
299,Wahrheit::N,vërtetë,зэм
300,Wahrheit::N,vërtetë,шонер
301,Gespräch::N,bisedim,вераськон
302,Märchen::N,përrallë,выжыкыл
303,Erzählung::N,tregim,верос
304,Nachricht::N,lajm,ивор
305,Neuigkeit::N,risi,выльивор
306,Name::N,emër,ним
307,Rätsel::N,gjëzë,мадькыл
308,Rätsel::N,gjëegjëzë,мадькыл
309,Rede::N,fjalim,верам
310,Sprache::N,gjuhë,кыл
311,Stimme::N,zë,куара
312,Wort::N,fjalë,кыл
313,Zeichen::N,shenjë,пус
314,Zeichen::N,shenjë,тодмет
315,Ruf::N,thirrmë,ӧтён
316,Ruf::N,thirrmë,чортон
317,Lärm::N,zhurmë,ӵашетон
318,Laut::N,tingull,куара
319,Ton::N,ton,куара
320,Lied::N,këngë,кырӟан
321,Ruhe::N,qetësi,чалмыт улон
322,Leute::N,botë,адямиос
323,Leute::N,njerëz,адямиос
324,Volk::N,popull,калык
325,Arbeit::N,punë,уж
326,Gast::N,mik,куно
327,Gast::N,mysafir,куно
328,Geschenk::N,dhuratë,салам
329,Geschenk::N,dhuratë,кузьым
330,Geschenk::N,peshqesh,салам
331,Geschenk::N,peshqesh,кузьым
332,Spiel::N,lojë,шудон
333,Gesellschaft::N,shoqëri,калык
334,Hilfe::N,ndihmë,юрттон
335,Freund::N,mik,эш
336,Freund::N,mik,юлтош
337,Kamerad::N,shok,тодмо
338,Angelegenheit::N,punë,уж
339,Anzahl::N,sasi,лыд
340,Art::N,lloj,тус
341,Stück::N,copë,юдэс
342,Teil::N,pjesë,люкет
343,Hälfte::N,gjysmë,ӝыны
344,Kreis::N,qark,котырес
345,Kreis::N,rreth,котырес
346,Kreuz::N,kryq,крест
347,Linie::N,vijë,гож
348,Strich::N,vizë,гож
349,Abstand::N,distancë,вис
350,Abstand::N,distancë,кусып
351,Entfernung::N,largim,кусып
352,Gegend::N,vise,инты
353,Gegend::N,krahinë,инты
354,Platz::N,shesh,инты
355,Ort::N,vend,инты
356,Ort::N,vend,места
357,Seite::N,anë,пал
358,Mitte::N,mes,шор
359,Gegenstand::N,send,арбери
360,Sache::N,gjë,котыр
361,Sache::N,send,котыр
362,Rand::N,qoshe,дур
363,Rand::N,qoshe,шаер
364,Kante::N,teh,дур
365,Ecke::N,qoshe,сэрег
366,Spitze::N,majë,йыл
367,Ende::N,skaj,пум
368,Ende::N,bisht,пум
369,Loch::N,vrimë,пась
370,Winkel::N,kënd,сэрег
371,Muster::N,mostër,пужы
372,Größe::N,madhësi,быдӟала
373,Länge::N,gjatësi,кузьдала
374,Höhe::N,lartësi,ӝуждала
375,Gewicht::N,peshë,сектала
376,Gewicht::N,peshë,секытлык
377,Menge::N,sasi,лыд
378,Menge::N,sasi,лыдпус
379,Haufen::N,grumbull,люк
380,Reihe::N,radhë,чур
381,Reihe::N,rresht,чур
382,Boot::N,barkë,пыж
383,Boot::N,barkë,лодка
384,Boot::N,lundër,пыж
385,Boot::N,lundër,лодка
386,Ruder::N,rrem,полыс
387,Schlitten::N,sajë,додьы
388,Ski::N,ski,куас
389,Lagerfeuer::N,flakadan,тылскем
390,Lagerfeuer::N,zjarr i madh,тылскем
391,Last::N,barrë,секыт
392,Gang::N,ecje,ветлон
393,Schritt::N,hap,вамыш
394,Norden::N,veri,уйпал
395,Süden::N,jug,лымшор
396,Westen::N,perëndim,шунды пуксён
397,Osten::N,lindje,шунды ӝужан
398,Holz::N,dru,пу
399,Brett::N,dërrasë,пул
400,Platte::N,pllakë,плита
401,Stütze::N,shtyllë,пыкет
402,Stütze::N,mbështetesë,пыкет
403,Stange::N,shufër,пуӵ
404,Stock::N,dajak,боды
405,Stab::N,shkop,пуӵ
406,Stab::N,shkop,боды
407,Rohr::N,tub,труба
408,Haus::N,shtëpi,юрт
409,Heim::N,konak,корка
410,Heim::N,shtëpi,корка
411,Ofen::N,sobë,гур
412,Ofen::N,stufë,гур
413,Fußboden::N,dysheme,выж
414,Tisch::N,tryezë,ӝӧк
415,Stuhl::N,karrige,пукон
416,Wiege::N,djep,кӧкы
417,Wiege::N,djep,зыбка
418,Bett::N,shtrat,валес
419,Regal::N,raft,ӝажы
420,Kiste::N,kuti,ящик
421,Fenster::N,dritare,укно
422,Fenster::N,dritare,косяк
423,Tür::N,derë,ӧс
424,Tor::N,portë,ӟезьы
425,Zaun::N,gardh,забор
426,Dach::N,çati,липет
427,Leiter::N,shkallë,падӟа
428,Besen::N,fshesë,ӵужон
429,Besen::N,fshesë,исьнер
430,Spaten::N,lopatë,лопатка
431,Schaufel::N,qyrek,ютырон
432,Gabel::N,pirun,тэчы
433,Gabel::N,pirun,вилка
434,Löffel::N,lugë,пуньы
435,Messer::N,thikë,пурт
436,Nagel::N,gozhdë,кортӵог
437,Netz::N,rrjetë,сеть
438,Haken::N,grep,курик
439,Haken::N,grremç,курик
440,Griff::N,dorak,ныд
441,Griff::N,dorezë,ныд
442,Schloss::N,bravë,тунгон
443,Bild::N,tablo,суред
444,Bild::N,pikturë,суред
445,Figur::N,figurë,фигура
446,Puppe::N,kukull,мунё
447,Beutel::N,qese,пуйы
448,Beutel::N,trastë,пуйы
449,Bündel::N,deng,керттэт
450,Tasche::N,çantë,пуйы
451,Tasche::N,çantë,сумка
452,Eimer::N,kovë,ведра
453,Deckel::N,kapak,ӵоксэт
454,Deckel::N,mbulesë,ӵоксэт
455,Geschirr::N,enë,тусьты-пуньы
456,Sack::N,thes,пуйы
457,Sack::N,torbë,пуйы
458,Tasse::N,filxhan,ӵаша
459,Topf::N,kusi,миска
460,Topf::N,tenxhere,миска
461,Kessel::N,kazan,пурты
462,Essen::N,ngrënie,сиськон
463,Nahrung::N,ushqim,сион
464,Speise::N,gatesë,сиён
465,Fleisch::N,mish,сӥль
466,Getreide::N,drithë,ю тысь
467,Brei::N,qull,ӝук
468,Brot::N,bukë,нянь
469,Scheibe::N,fetë,шорем
470,Fett::N,lyrë,кӧй
471,Fett::N,yndyrë,кӧй
472,Butter::N,gjalpë,вӧй
473,Öl::N,vaj,вӧй
474,Salz::N,kripë,сылал
475,Suppe::N,supë,шыд
476,Suppe::N,çorbë,шыд
477,Honig::N,mjaltë,чечы
478,Milch::N,qumësht,йӧл
479,Tee::N,çaj,чай
480,Leder::N,lëkurë,сурон
481,Wolle::N,lesh,гон
482,Wolle::N,lesh,ыжгон
483,Stoff::N,pëlhurë,куэм
484,Nadel::N,gjilpërë,вень
485,Faden::N,pe,сӥньыс
486,Faden::N,fije,сӥньыс
487,Knopf::N,kopsë,бирды
488,Knoten::N,komb,герд
489,Farbe::N,bojë,буёл
490,Kleidung::N,veshje,дӥсь
491,Hemd::N,këmishë,дэрем
492,Kragen::N,jakë,сирес
493,Ärmel::N,mëngë,саес
494,Hose::N,brekë,брюки
495,Hose::N,brekë,штань
496,Gürtel::N,rrip,кускерттон
497,Mütze::N,kësulë,ызьы
498,Schuh::N,këpucë,ботинка
499,Stiefel::N,çizme,сапег
500,Ring::N,unazë,зундэс
501,Band::N,shirit,лента
502,Kamm::N,krehër,сын
503,Spiegel::N,pasqyrë,синучкон
504,Riemen::N,rrip,е
505,Schnur::N,litar,гозы
506,Schnur::N,cikomë,гозы
507,Leine::N,rrip,думет
508,Decke::N,batanije,шобрет
509,Kissen::N,jastëk,миндэр
510,Tuch::N,shami,кышет
511,Handtuch::N,peshqir,ӵушкон
512,Kraft::N,forcë,кать
513,Kraft::N,forcë,ӟигар
514,Stärke::N,koll,юнлык
515,Gesundheit::N,shëndet,тазалык
516,Krankheit::N,sëmundje,висён
517,Schmerz::N,dhimbje,висён
518,Wunde::N,plagë,яра
519,Fieber::N,ethe,кезег
520,Arznei::N,ilaç,эмъюм
521,Brücke::N,urë,выж
522,Brunnen::N,pus,колдэч
523,Weide::N,kullotë,возь
524,Pfad::N,ravë,сюрес
525,Pfad::N,shteg,сюрес
526,Weg::N,udhë,сюрес
527,Weg::N,shteg,сюрес
528,Straße::N,rrugë,сюрес
529,Dorf::N,fshat,гурт
530,Dorf::N,katund,гурт
531,Stadt::N,qytet,кар
532,Stadt::N,qytet,город
533,Brief::N,letër,гожтэт
534,Buch::N,libër,книга
535,Buchstabe::N,shkronjë,буква
536,Zeitung::N,gazetë,газет
537,Leben::N,jetë,улон
538,Tod::N,mortje,кулон
539,Grab::N,varr,шайгу
540,Kirche::N,kishë,черк
541,Sünde::N,mëkat,сьӧлык
542,Sünde::N,gjynah,сьӧлык
543,Gott::N,hy,ӥнмар
544,Gott::N,zot,ӥнмар
545,Arbeiter::N,punëtor,рабочий
546,Chef::N,shef,начальник
547,Chef::N,drejtues,начальник
548,Meister::N,mjeshtër,кибашлы
549,Arzt::N,mjek,врач
550,Arzt::N,doktor,врач
551,Lehrer::N,mësues,дышетӥсь
552,Lehrer::N,arsimtar,дышетӥсь
553,Geld::N,para,уксё
554,Geld::N,para,коньдон
555,Geld::N,holla,уксё
556,Geld::N,holla,коньдон
557,Geschäft::N,ujdi,уж
558,Geschäft::N,biznes,уж
559,Laden::N,dyqan,магазин
560,Preis::N,çmim,дун
561,Ware::N,mall,вуз
562,Nutzen::N,dobi,пайда
563,Nutzen::N,leverdi,пайда
564,Reichtum::N,kamje,узырлык
565,Reichtum::N,pasuri,узырлык
566,Welt::N,botë,дунне
567,Land::N,vend,шаер
568,Staat::N,shtet,кун
569,König::N,mbret,эксэй
570,Macht::N,fuqi,власть
571,Macht::N,pushtet,власть
572,Grenze::N,kufi,кунгож
573,Krieg::N,luftë,ож
574,Feind::N,armik,тушмон
575,Gewalt::N,dhunë,эриктэман
576,Kampf::N,luftim,нюръяськон
577,Bogen[Waffe]::N,hark,пукыӵ
578,Pfeil::N,shigjetë,пукыӵ вень
579,Gewehr::N,pushkë,пыӵал
580,Fehler::N,gafë,янгыш
581,Fehler::N,gabim,янгыш
582,Lüge::N,gënjeshtër,пӧян
583,Lüge::N,gënjeshtër,алдан
584,Lüge::N,gënjeshtër,ӧрекчан
585,Schaden::N,dëm,изъян
586,Schaden::N,zarar,изъян
587,Unglück::N,fatkeqësi,куректон
588,Unglück::N,fatkeqësi,шудтэме усён
589,Schuld::N,faj,янгыш
590,Alter::N,moshë,арлыд
591,Schluss::N,fund,пум
592,Zeit::N,kohë,дыр
593,Tag::N,ditë,нунал
594,Morgen::N,mëngjes,ӵукна
595,Mittag::N,mesditë,лымшор
596,Abend::N,mbrëmje,ӝыт
597,Abend::N,mbrëmje,акшан
598,Nacht::N,natë,уй
599,Woche::N,javë,арня
600,Monat::N,muaj,толэзь
601,Jahr::N,vit,ар
602,Frühling::N,pranverë,тулыс
603,Sommer::N,verë,гужем
604,Herbst::N,vjeshtë,сӥзьыл
605,Winter::N,dimër,тол
606,Januar::N,janar,выльартолэзь
607,Februar::N,shkurt,тулыспал
608,März::N,mars,южтолэзь
609,April::N,prill,оштолэзь
610,Mai::N,maj,куартолэзь
611,Juni::N,qershor,вожотолэзь
612,Juli::N,korrik,пӧсьтолэзь
613,August::N,gusht,гудырикошкон
614,September::N,shtator,куарусён
615,Oktober::N,tetor,выльӝуктолэзь
616,November::N,nëntor,шуркынмон
617,Dezember::N,dhjetor,толсур
618,Montag::N,hënë,вордӥськон
619,Dienstag::N,martë,вторник
620,Mittwoch::N,mërkurë,вирнунал
621,Donnerstag::N,enjte,покчиарня
622,Freitag::N,premte,удмуртарня
623,Samstag::N,shtunë,кӧснунал
624,Sonntag::N,diel,арня
625,groß::A,madh,бадӟым
626,klein::A,vogël,пичи
627,lang::A,gjatë,кузь
628,kurz::A,shkurtër,вакчи
629,breit::A,gjerë,паськыт
630,schmal::A,ngushtë,сюлэг
631,dicht::A,dendur,ӵем
632,dick[Gegenstand]::A,trashë,зӧк
633,dünn::A,hollë,векчи
634,fein::A,imët,векчи
635,fest::A,fortë,юн
636,fest::A,fortë,чурыт
637,flach::A,sheshtë,ӵошкыт
638,glatt::A,rrafshët,гылыт
639,glatt::A,rrafshët,вольыт
640,hart::A,fortë,чурыт
641,weich::A,butë,небыт
642,rund::A,rrumbullakët,котырес
643,spitz::A,majëmprehtë,йылсо
644,scharf::A,mprehtë,лэчыт
645,stumpf::A,topitur,ныж
646,schwer::A,rëndë,секыт
647,schön::A,bukur,чебер
648,heiß::A,nxehtë,пӧсь
649,warm::A,ngrohtë,шуныт
650,kalt::A,ftohtë,кезьыт
651,kühl::A,freskët,юзмыт
652,kühl::A,freskët,салкым
653,frisch::A,pastër,выль
654,feucht::A,lagësht,мускыт
655,nass::A,lagur,котмем
656,trocken::A,thatë,кӧс
657,voll::A,plotë,тыр
658,leer::A,bosh,буш
659,leer::A,bosh,тырттэм
660,leer::A,zbrazët,буш
661,leer::A,zbrazët,тырттэм
662,offen::A,hapur,усьтэм
663,geschlossen::A,mbyllur,ӵогам
664,geschlossen::A,mbyllur,пунням
665,sauber::A,dëlirë,ӝикыт
666,sauber::A,dëlirë,чылкыт
667,schmutzig::A,ndyrë,нӧд
668,roh::A,gjallë,ыль
669,reif::A,arrirë,вуэм
670,lecker::A,shijshëm,ческыт
671,süß::A,ëmbël,ческыт
672,bitter::A,hidhur,курыт
673,sauer::A,thartë,чырс
674,hell::A,me dritë,югыт
675,dunkel::A,errët,пеймыт
676,schwarz::A,i zi,сьӧд
677,weiß::A,bardhë,тӧдьы
678,rot::A,kuq,горд
679,gelb::A,verdhë,ӵуж
680,blau::A,blu,лыз
681,blau::A,kaltër,лыз
682,grün::A,blertë,вож
683,grün::A,gjelbër,вож
684,grau::A,hirtë,пурысь
685,grau::A,bojë hiri,пурысь
686,bunt::A,shumëngjyrëshëm,куӵо
687,billig::A,lirë,дунтэм
688,teuer::A,shtrenjtë,дуно
689,wertvoll::A,çmuar,дуно
690,wertvoll::A,vlershëm,дуно
691,blind::A,qorr,сукыр
692,blind::A,qorr,синтэм
693,blind::A,verbër,сукыр
694,blind::A,verbër,синтэм
695,taub::A,shurdhër,пельтэм
696,kräftig::A,fuqishëm,кужмо
697,stark::A,fortë,юн
698,stark::A,fortë,кужмо
699,schwach::A,dobët,ляб
700,schwach::A,dobët,начар
701,fett::A,dhjamur,кӧй
702,schlank::A,hollë,веськыт
703,schlank::A,hollë,веськрес
704,hübsch::A,bukur,чебер
705,hübsch::A,bukur,синмаськымон
706,hübsch::A,hijshëm,чебер
707,hübsch::A,hijshëm,синмаськымон
708,böse::A,keq,лек
709,dumm::A,teveqel,шузи
710,dumm::A,teveqel,визьтэм
711,faul::A,dembel,азьтэм
712,fleißig::A,zellshëm,сюлмо
713,geizig::A,kurnac,сук
714,geizig::A,dorështrënguar,сук
715,klug::A,mençur,визьмо
716,geschickt::A,aftë,усто
717,geschickt::A,aftë,быгатӥсь
718,lieb::A,dashur,мусо
719,lustig::A,gëzuar,шулдыр
720,sanft::A,butë,мусо
721,sanft::A,butë,эрке
722,hungrig::A,uritur,сютэм
723,krank::A,sëmurë,висись
724,nackt::A,lakuriq,гольык
725,nackt::A,zhveshur,гольык
726,traurig::A,trishtuar,мӧзмыт
727,lebendig::A,gjallë,улэп
728,gut::A,mirë,ӟеч
729,gut::A,mirë,умой
730,schlecht::A,keq,урод
731,schlecht::A,keq,алама
732,richtig::A,drejtë,шонер
733,schlimm::A,keq,алама
734,wahr::A,vërtetë,зэмос
735,alt::A,vjetër,вуж
736,neu::A,i ri,выль
737,ehemalig::A,dikurshëm,азьвылэз
738,alt[Lebewesen]::A,plak,пересь
739,jung::A,i ri,егит
740,jung::A,i ri,пинал
741,arm::A,varfër,начар
742,arm::A,varfër,куанер
743,arm::A,vobektë,начар
744,arm::A,vobektë,куанер
745,reich::A,pasur,узыр
746,bekannt::A,njohur,тодмо
747,berühmt::A,famshëm,дано
748,fremd::A,huaj,ят
749,verschieden::A,ndryshëm,пӧртэм
750,nah::A,afërt,матысь
751,fern::A,largët,кыдёкысь
752,linker::A,majtë,паллян
753,rechter::A,djathtë,бур
754,rechter::A,djathtë,бурпал
755,anderer::A,tjetër,мукет
756,erster::A,parë,нырысетӥез
757,zweiter::A,dytë,кыктэтӥез
758,dritter::A,i tretë,кунньметӥез
759,letzter::A,fundit,берло
760,letzter::A,fundit,берпум
761,allein::ADV,vetëm,огназ
762,auf einmal::ADV,njëkohësisht,огдыре
763,zusammen::ADV,bashkë,ӵош
764,zusammen::ADV,bashkë,валче
765,zusammen::ADV,së bashku,ӵош
766,zusammen::ADV,së bashku,валче
767,lange::ADV,për një kohë të gjatë,кема
768,plötzlich::ADV,befas,мапламтэ шорысь
769,sofort::ADV,menjëherë,али ик
770,sofort::ADV,aty për aty,али ик
771,später::ADV,më vonë,бергес
772,später::ADV,më vonë,берлогес
773,jetzt::ADV,tash,али
774,jetzt::ADV,tash,табере
775,heute::ADV,sot,туннэ
776,morgen::ADV,nesër,ӵуказе
777,bald::ADV,shpejt,ӝоген
778,bald::ADV,së shpejti,ӝоген
779,dann::ADV,pastaj,берло
780,gestern::ADV,dje,толон
781,einst::ADV,dikur,огпол
782,einst::ADV,dikur,одӥг пол
783,damals::ADV,atëherë,соку
784,danach::ADV,mandej,собере
785,vorher::ADV,më parë,азьло
786,vorher::ADV,më parë,азьвыл
787,zuerst::ADV,së pari,азьло
788,einmal::ADV,njëherë,огпол
789,manchmal::ADV,nganjëherë,куддыръя
790,oft::ADV,shpesh,ӵем
791,immer::ADV,përherë,пыр
792,immer::ADV,përherë,котьку
