,Concept_ID,tt,hy
752,damals::ADV,ул чакта,ատէնին
753,danach::ADV,да,ապա
754,danach::ADV,да,այն ժամանակ
755,vorher::ADV,элек,առաջ
756,zuerst::ADV,башта,նախ
757,einmal::ADV,бер,մի անգամ
758,einmal::ADV,бер мәртәбә,մի անգամ
759,manchmal::ADV,кайчакта,երբեմն
760,oft::ADV,еш,հաճախ
761,immer::ADV,һәркайчан,միշտ
762,niemals::ADV,hичбер вакыт,երբեք
763,hier::ADV,монда,այստեղ
764,hier::ADV,биредә,այստեղ
765,hierhin::ADV,монда,այստեղ
766,von hier::ADV,моннан,այդտեղից
767,dort::ADV,анда,այնտեղ
768,dorthin::ADV,тегеләй,այնտեղ
769,geradeaus::ADV,турыдан-туры,ուղիղ
770,vorwärts::ADV,алга,առաջ
771,rückwärts::ADV,кире,դեպի ետ
772,zurück::ADV,кире,ետ
773,unten::ADV,түбәндә,ներքեւում
774,hinab::ADV,аска,ներքեւ
775,oben::ADV,өстә,վերեւում
776,oben::ADV,югарыда,վերեւում
777,hinauf::ADV,өскә,վերեւ
778,überall::ADV,hәркайда,ամենուր
779,nicht::ADV,түгел,չէ
780,ein wenig::ADV,бераз,մի քիչ
781,kaum::ADV,көчкә,հազիվ
782,sehr::ADV,бик,շատ
783,so::ADV,алай,այդպես
784,noch::ADV,янә,դեռ
785,noch::ADV,тагын,դեռ
786,nur::ADV,фәкать,միայն
787,schon::ADV,инде,արդեն
788,wieder::ADV,янә,նորից
789,wieder::ADV,янә,դարձյալ
790,wieder::ADV,тагын,նորից
791,wieder::ADV,тагын,դարձյալ
792,vergebens::ADV,юкка,իզուր
793,vor::PRP,алдыннан,դիմացը
794,hinter::PRP,арттан,ետեւը
795,unter::PRP,астында,տակ
796,durch::PRP,аша,միջով
797,neben::PRP,тирәсендә,քովը
798,zwischen::PRP,арасында,միջեւ
799,wegen::PRP,сәбәпле,պատճառով
800,wegen::PRP,сәбәпле,շնորհից
801,dies::PRN,бу,սա
802,dies::PRN,бу,այս
803,das::PRN,ул,դա
804,das::PRN,ул,այդ
805,alles::PRN,һәммә,ամեն ինչ
806,ich::PRN,мин,ես
807,du::PRN,син,դու
808,er::PRN,ул,նա
809,wir::PRN,без,մենք
810,ihr::PRN,сез,դուք
811,sie::PRN,ул,նրանք
812,was::FPRN,ни,ինչ
813,was::FPRN,нәрсә,ինչ
814,wer::FPRN,кем,ով
815,wo::FADV,кайда,ուր
816,wo::FADV,кайда,որտեղ
817,wohin::FADV,кая,դեպի ուր
818,wie::FADV,ничек,ինչպես
819,warum::FADV,нигә,ինչու
820,wieviel::FNUM,ничә,որչափ
821,eins::NUM,бер,մեկ
822,zwei::NUM,ике,երկու
823,drei::NUM,өч,երեք
824,vier::NUM,дүрт,չորս
825,fünf::NUM,биш,հինգ
826,sechs::NUM,алты,վեց
827,sieben::NUM,җиде,յոթ
828,acht::NUM,сигез,ութ
829,neun::NUM,тугыз,ինը
830,zehn::NUM,ун,տասը
831,elf::NUM,унбер,տասնմեկ
832,zwölf::NUM,унике,տասներկու
833,zwanzig::NUM,егерме,քսան
834,dreißig::NUM,утыз,երեսուն
835,vierzig::NUM,кырык,քառասուն
836,fünfzig::NUM,илле,հիսուն
837,sechzig::NUM,алтмыш,վաթսուն
838,siebzig::NUM,җитмеш,յոթանասուն
839,achtzig::NUM,сиксән,ութսուն
840,neunzig::NUM,туксан,իննսուն
841,hundert::NUM,йөз,հարյուր
842,tausend::NUM,мең,հազար
843,und::CNJ,вә,ու
844,oder::CNJ,яки,կամ
845,oder::CNJ,яисә,կամ
846,stehen::V,тору,կանգնել
847,sitzen::V,утыру,նստել
848,liegen::V,яту,ստել
849,hängen::V,эленү,կախվել
850,werden::V,булу,դառնալ
851,passieren::V,булу,պատահել
852,beginnen::V,башлану,սկսվել
853,enden::V,бетү,վերջանալ
854,wechseln::V,үзгәртү,փոխվել
855,aufgehen[Sonne]::V,чыгу,բարձրանալ
856,aufgehen[Sonne]::V,чыгу,ելնել 
857,untergehen[Sonne]::V,бату,մտնել
858,scheinen[Sonne]::V,яктырту,շողալ
859,scheinen[Sonne]::V,яктырту,փայլել
860,donnern::V,күкрәү,որոտալ
861,wehen::V,исү,փչել
862,strömen::V,агу,հոսել
863,fließen::V,агу,հոսել
864,sich drehen::V,бөтерелү,պտտվել
865,schwanken::V,икеләнү,տատանվել
866,schwingen::V,тирбәлү,ճոճվել
867,fallen::V,егылу,ընկնել
868,brennen::V,яну,այրվել
869,rauchen::V,төтәү,ծխել
870,rauchen::V,төтенләү,ծխել
871,regnen::V,яву,անձրեւ գալ
872,gefrieren::V,кату,սառչել
873,tauen::V,эрү,լկիլ
874,tauen::V,эретү,լկիլ
875,schmelzen::V,эрү,հալիլ
876,schmelzen::V,эретү,հալիլ
877,trocknen::V,кибү,չորանալ
878,sieden::V,ургылу,եռալ
879,faulen::V,черү,փտել
880,verfaulen::V,черү,նեխել
881,reißen::V,өзелү,պատռվել
882,reißen::V,өзелү,ճղվել
883,versinken::V,бату,սուզվել
884,vergehen::V,авышу,անցնել 
885,erscheinen::V,пәйда булу,հայտնվել
886,erscheinen::V,пәйда булу,երեւալ
887,verschwinden::V,югалу,անհետանալ
888,verschwinden::V,юк булу,անհետանալ
889,sinken::V,кимү,ընկնել
890,sinken::V,кайту,ընկնել
891,abnehmen::V,азаю,փոքրանալ
892,zunehmen::V,арту,մեծանալ
893,zunehmen::V,күбәю,մեծանալ
894,zunehmen::V,ишәю,մեծանալ
895,steigen::V,үсү,բարձրանալ
896,wachsen::V,үсү,աճել
897,glänzen::V,ялкылдау,նշուլել
898,glänzen::V,ялкылдау,փայլիլ
899,funkeln::V,ялтырау,փայլատակել
900,lärmen::V,шаулау,աղմուկ հանել
901,läuten::V,шалтырату,զնգալ
902,klingeln::V,шалтырату,զնգալ
903,klirren::V,чылтырау,զնգզնգալ
904,brausen::V,давыллау,մոլեգնել
905,brausen::V,дулау,մոլեգնել
906,rauschen::V,кыштырдау,սոսափել
907,klingen::V,ишетелү,հնչել
908,bellen::V,өрү,հաչել
909,heulen::V,улау,ոռնալ 
910,blasen::V,өрү,փչել 
911,pfeifen::V,сызгырту,սուլել
912,schreien::V,кычкыру,գոռալ 
913,stöhnen::V,ыңгырашу,տնքալ
914,zittern::V,калтырау,դողալ
915,zittern::V,калтырану,դողալ
916,leben::V,яшәү,ապրել
917,leben::V,гомер итү,ապրել
918,geboren werden::V,туу,ծնվել
919,atmen::V,сулау,շնչել
920,trinken::V,эчү,խմել
921,essen::V,ашау,ուտել
922,schlucken::V,йоту,կլանել
923,schlucken::V,йоту,կուլ տալ
924,müde werden::V,ялыгу,հոգնել
925,müde werden::V,йөгенү,հոգնել
926,einschlafen::V,йокыга китү,քուն մտնել
927,schlafen::V,йоклау,քնել
928,aufwachen::V,уяну,արթննալ
929,aufstehen::V,тору,ելլել
930,sich erholen::V,ял алу,հանգստանալ
931,sich erholen::V,истирахәт итү,հանգստանալ
932,krank werden::V,чирләү,հիւանդանալ
933,krank sein::V,чирләү,հիվանդ լինել
934,schmerzen::V,авырту,ցավել
935,husten::V,ютәлләү,հազալ
936,genesen::V,савыгу,ապաքինվել
937,genesen::V,сәламәтләнү,ապաքինվել
938,sterben::V,үлү,մեռնել
939,sterben::V,үлү,վախճանվել
940,sterben::V,дөнья кую,մեռնել
941,sterben::V,дөнья кую,վախճանվել
942,sterben::V,вафат булу,մեռնել
943,sterben::V,вафат булу,վախճանվել
944,umkommen::V,үлү,կործանվել
945,sich bewegen::V,йөрү,ընթանալ
946,sich rühren::V,кыймылдау,շարժվել
947,sich erheben::V,басу,կանգնել
948,sich erheben::V,басу,վեր կենալ
949,sich setzen::V,утыру,նստել
950,hinfallen::V,егылу,ընկնել
951,laufen::V,җәяүләү,քայլել
952,schreiten::V,атлау,ճեմել
953,spazierengehen::V,йөрү,շրջագայել
954,spazierengehen::V,йөргенү,շրջագայել
955,eilen::V,ашыгу,շտապել
956,sich beeilen::V,ашыгу,շտապել 
957,sich beeilen::V,кызулау,շտապել 
958,sausen::V,җилдерү,սլանալ
959,rennen::V,йөгерү,վազել
960,springen::V,сикерү,ցատկել
961,klettern::V,үрмәләү,մագլցել
962,schaukeln::V,атыну,ճոճվել
963,schaukeln::V,атыну,օրորվել
964,kriechen::V,шуышу,սողալ
965,kriechen::V,үрмәләү,սողալ
966,schwimmen::V,йөзү,լողալ
967,tauchen::V,чуму,սուզվել
968,rudern::V,ишү,թիավարել
969,fahren::V,бару,ընթանալ
970,fliegen::V,очу,թռչել
971,gehen::V,йөрү,գնալ
972,weggehen::V,китү,հեռանալ
973,abfahren::V,кузгалу,ճանապարհվել
974,anhalten::V,тукталу,կանգնել
975,hineingehen::V,инү,մտնել
976,eintreten::V,инү,մտնել
977,kommen::V,килү,գալ
978,ankommen::V,бару,ժամանել
979,zurückkommen::V,кире кайту,վերադառնալ
980,bleiben::V,калу,մնալ
981,warten::V,көтү,սպասել
982,erwarten::V,көтү,սպասել
983,suchen::V,эзләү,որոնել
984,finden::V,табу,գտնել
985,versuchen::V,маташу,փորձել
986,vorbereiten::V,хәзерләү,պատրաստել
987,lieben::V,сөю,սիրել
988,lieben::V,ярату,սիրել
989,mögen::V,өнәү,հավանել
990,mögen::V,өнәү,սիրել
991,lachen::V,көлү,ծիծաղել
992,rühren::V,дулкынландыру,հուզել
993,weinen::V,елау,լալ
994,schimpfen::V,сүгү,տրտնջալ
995,schimpfen::V,сүгү,քրթմնջել
996,schimpfen::V,сүгенү,տրտնջալ
997,schimpfen::V,сүгенү,քրթմնջել
998,sich ärgern::V,ачулану,զայրանալ
999,sich fürchten::V,курку,վախնալ
1000,fürchten::V,калтырау,վախենալ
1001,fürchten::V,калтырану,վախենալ
1002,fliehen::V,арка бирү,փախչել
1003,flüchten::V,качу,փախչել
1004,sehen::V,күрү,տեսնել
1005,anschauen::V,карау,դիտել
1006,ansehen::V,карау,նայել
1007,ansehen::V,күзәтү,նայել
1008,hören::V,ишетү,լսել
1009,zuhören::V,тыңлау,ունկնդրել
1010,probieren::V,тату,համը տեսել
1011,riechen::V,иснәү,հոտ առնել
1012,fühlen::V,тою,զգալ
1013,fühlen::V,сизү,զգալ
1014,scheinen::V,күренү,երեւալ
1015,zu sehen sein::V,күренү,երեւալ
1016,vernehmen::V,ишетү,իմանալ 
1017,frieren::V,өшү,մրսել
1018,frieren::V,күшегү,մրսել
1019,tun::V,итү,անել
1020,können::V,алу,կարողանալ
1021,wollen::V,теләү,ուզել
1022,wollen::V,теләү,ցանկանալ
1023,anfangen::V,керешү,սկսել
1024,beenden::V,бетерү,վերջացնել
1025,beenden::V,тәмамлау,վերջացնել
1026,aufhören::V,бетү,դադարել
1027,gelingen::V,уңу,հաջողվել
1028,gelingen::V,уңу,գլուխ գալ
1029,geraten::V,сабышу,ստացվել
1030,öffnen::V,ачу,բաց անել
1031,schließen::V,ябу,փակել 
1032,stellen::V,кую,դնել
1033,setzen::V,утырту,նստեցնել
1034,legen::V,яткыру,դնել
1035,berühren::V,тию,դիպչել
1036,berühren::V,тию,շոշափել
1037,verbinden::V,ялгау,շաղկապել
1038,bedecken::V,өрту,ծածկել
1039,bedecken::V,каплау,ծածկել
1040,bedecken::V,томалау,ծածկել
1041,aufhängen::V,асу,կախել
1042,anzünden::V,кабызу,վառել
1043,aufheben::V,күтәрү,վերցնել
1044,zurücklassen::V,калдыру,թողնել
1045,verlieren::V,югалту,կորցնել
1046,fallen lassen::V,төшерү,գցել
1047,machen::V,ясау,անել
1048,machen::V,эшләү,անել
1049,herstellen::V,ясау,արտադրել
1050,bauen::V,кору,կառուցել
1051,reparieren::V,төзәтү,նորոգել
1052,verbessern::V,яхшырту,բարելավել
1053,ändern::V,үзгәртү,փոխել
1054,graben::V,казу,փորել
1055,beugen::V,ию,ծռել
1056,biegen::V,бөгү,թեքել
1057,drehen::V,бору,ոլորել
1058,drehen::V,бөтерү,ոլորել
1059,wenden::V,бору,պտտել
1060,umdrehen::V,түнтәрү,շրջել
1061,heben::V,күтәрү,բարձրացնել
1062,hochheben::V,күтәрү,բարձրացնել
1063,ergreifen::V,эләктерү,վարակվել
1064,halten::V,тоту,բռնել
1065,drücken::V,кысу,ճնշել
1066,schieben::V,кузгату,հրել
1067,kratzen::V,тырнау,քերել
1068,lecken::V,ялау,լիզել
1069,beißen::V,тешләү,կծել
1070,abreißen::V,өзү,պոկել
1071,abschneiden::V,кыю,կտրել 
1072,abschneiden::V,кисү,կտրել 
1073,binden::V,бәйләү,կապել
1074,stecken::V,төртү,խրել
1075,stecken::V,тыгу,խրել
1076,brechen::V,сындыру,կոտրել 
1077,klopfen::V,шаку,թակել
1078,klopfen::V,шакылдау,թակել
1079,hauen::V,кыйнау,ծեծել
1080,kleben::V,ябыштыру,կպցնել
1081,reiben::V,ышку,շփել
1082,streichen::V,ягу,վրան քսել
1083,schleifen::V,кайрау,սրել 
1084,schneiden::V,кисү,կտրել
1085,rütteln::V,селкетү,ցնցել
1086,schütteln::V,селкетү,թափահարել
1087,schwenken::V,болгау,ճոճել
1088,schütten::V,кою,լցնել
1089,füllen::V,тутыру,լիքը լցնել
1090,einwickeln::V,төрү,փաթաթել
1091,tragen::V,ташу,կրել
1092,tragen::V,ташу,տանել
1093,schleppen::V,сөйрәү,քաշել
1094,schleppen::V,өстерәү,քաշել
1095,ziehen::V,тарту,ձգել
1096,ziehen::V,тарту,քաշել
1097,aufbewahren::V,саклау,պահել 
1098,werfen::V,ыргыту,նետել
1099,fangen::V,тоту,
1100,packen::V,эләктерү,հափշտակել
1101,verstecken::V,яшерү,ծածկել
1102,teilen::V,бүлү,բաժանել
1103,schicken::V,җибәрү,ուղարկել
1104,bringen::V,китерү,բերել
1105,hinzufügen::V,өстәү,ավելացնել
1106,bekommen::V,алу,հայթայթել
1107,erhalten::V,алу,ստանալ
1108,nehmen::V,алу,վերցնել
1109,wählen::V,сайлау,ընտրել
1110,auswählen::V,сайлау,գերադասել
1111,bewahren::V,саклау,պահպանել
1112,behindern::V,комачаулау,խոչընդոտել
1113,verderben::V,бозу,փչացնել
1114,beschädigen::V,бозу,վնասել
1115,zerbrechen::V,вату,ջարդել
1116,zerbrechen::V,вату,կոտրել
1117,zerreißen::V,өзү,պատռել
1118,zerreißen::V,ерту,պատռել
1119,zerstören::V,җимерү,քանդել
1120,verbrennen::V,яндыру,այրել
1121,verbrennen::V,көйдерү,այրել
1122,geben::V,бирү,տալ
1123,reichen::V,тапшыру,հանձնել
1124,schenken::V,бүләкләү,նվիրել
1125,versprechen::V,вәгъдә бирү,խոստանալ
1126,wünschen::V,котлау,մաղթել
1127,loben::V,мактау,գովել
1128,küssen::V,үбү,համբուրել
1129,wiegen::V,тирбәтү,օրորել
1130,zudecken::V,ябу,վրան գցել
1131,zudecken::V,бөркәү,վրան գցել
1132,wecken::V,уяту,զարթնեցնել
1133,zeigen::V,күрсәтү,ցույց տալ
1134,führen::V,йөртү,ուղեկցել
1135,lehren::V,өйрәтү,սովորեցնել
1136,unterrichten::V,укыту,ավանդել
1137,aufziehen::V,асрау,դաստիարակել
1138,leiten::V,җитәкләү,ղեկավարել
1139,leiten::V,җитәкләү,կառավարել
1140,antreiben::V,куалау,շտապեցնել
1141,antreiben::V,әйдәләү,շտապեցնել
1142,antreiben::V,ашыктыру,շտապեցնել
1143,lassen::V,мәҗбүр итү,ստիպել
1144,einladen::V,чакыру,հրավիրել
1145,vereinigen::V,берләштерү,միացնել
1146,besuchen::V,керешү,այցելել
1147,treffen::V,очрату,հանդիպել
1148,sich versammeln::V,җыелышу,հավաքվել
1149,spielen::V,уйнау,խաղալ
1150,singen::V,җырлау,երգել
1151,tanzen::V,бию,պարել
1152,sich trennen::V,аерылу,ցրվել
1153,sich trennen::V,ташлашу,ցրվել
1154,verlassen::V,ташлау,լքել
1155,verlassen::V,калдыру,լքել
1156,retten::V,коткару,փրկել
1157,bewachen::V,каравыллау,պահել
1158,schützen::V,ышыклау,պաշտպանել
1159,verteidigen::V,яклау,պաշտպանել
1160,verteidigen::V,саклау,պաշտպանել
1161,sich schlagen::V,сугышу,կռվել
1162,schießen::V,ату,կրակել
1163,siegen::V,җиңү,հաղթել
1164,ärgern::V,ачуландыру,ձանձրացնել
1165,schlagen::V,ору,խփել
1166,schlagen::V,бәрү,խփել
1167,schlagen::V,тукмау,խփել
1168,treten::V,тибү,քացի տալ
1169,stechen::V,кадау,խայթել
1170,stoßen::V,этү,մղել
1171,stehlen::V,урлау,գողանալ
1172,stören::V,комачаулау,խանգարել
1173,belästigen::V,борчу,անհանգստացնել
1174,belästigen::V,билмазалау,անհանգստացնել
1175,verbergen::V,яшерү,թաքցնել
1176,täuschen::V,алдату,խաբել
1177,betrügen::V,хәрәмләшү,խաբել
1178,töten::V,үтерү,սպանել 
1179,wohnen::V,яшәү,բնակվել
1180,arbeiten::V,эшләү,աշխատել
1181,sammeln::V,туплау,հավաքել
1182,pflücken::V,өзү,քաղել
1183,jagen::V,аулау,որս անել
1184,fischen::V,балык тоту,ձուկ բռնել
1185,fassen::V,тоту,բռնել
1186,hüten::V,көтү,արածեցնել
1187,treiben::V,куалау,հովուել
1188,anbinden::V,бәйләү,չուանել
1189,füttern::V,туйдыру,կերակրել
1190,melken::V,саву,կթել
1191,hacken::V,чабу,կոտորել
1192,gießen::V,сугару,ջրել
1193,reifen::V,җитешү,հասունանալ 
1194,zubereiten::V,пешеренү,պատրաստել
1195,kochen::V,пешерү,եփել
1196,kochen::V,кайнату,եփել
1197,backen::V,пешерү,թխել
1198,braten::V,куыру,տապակել
1199,braten::V,кыздыру,տապակել
1200,umrühren::V,бутау,խառնել
1201,umrühren::V,болгату,խառնել
1202,stricken::V,бәйләү,գործել
1203,nähen::V,тегү,կարել
1204,färben::V,ману,ներկել
1205,reinigen::V,чистарту,մաքրել
1206,waschen::V,юу,լվանալ
1207,abwischen::V,сөртү,սրբել
1208,spülen::V,чайкау,ողողել
1209,spülen::V,чайкау,պարզաջրել
1210,fegen::V,себерү,ավլել
1211,kehren::V,себерү,ավլել
1212,baden::V,коену,լողանալ
1213,sich waschen::V,юыну,լվացվել
1214,ausziehen::V,чишенү,հանել
1215,anziehen::V,кию,հագնել
1216,sich anziehen::V,киенү,հագնվել
1217,kämmen::V,тарау,սանրել
1218,schmücken::V,бизәү,զարդարել
1219,schmücken::V,бизәкләү,զարդարել
1220,sagen::V,дию,ասել
1221,sagen::V,әйтү,ասել
1222,sprechen::V,сөйләү,խոսել
1223,sprechen::V,сөйләшү,խոսել
1224,reden::V,сөйләү,զրուցել
1225,sich unterhalten::V,сөйләшү,խոսակցել
1226,fragen::V,сорау,հարցնել
1227,fragen::V,сорашу,հարցնել
1228,bitten::V,үтенү,խնդրել
1229,erzählen::V,сөйләү,պատմել
1230,mitteilen::V,белдерү,հաղորդել
1231,nennen::V,дию,անվանել
1232,rufen::V,дәшү,կանչել
1233,prahlen::V,мактану,պարծենալ
1234,prahlen::V,шапырыну,պարծենալ
1235,übersetzen::V,күчерү,թարգմանել
1236,denken::V,уйлау,մտածել
1237,glauben::V,инану,հավատալ
1238,bemerken::V,искәрү,նկատել
1239,erkennen::V,тану,ճանաչել
1240,begreifen::V,аңлау,հասկանալ
1241,begreifen::V,төшенү,հասկանալ
1242,verstehen::V,аңлау,ըմբռնել
1243,verstehen::V,төшенү,ըմբռնել
1244,lernen::V,уку,սովորել
1245,lernen::V,өйрәнү,սովորել
1246,wissen::V,белү,իմանալ
1247,sich erinnern an::V,хәтерләү,հիշել
1248,sich erinnern an::V,хәтерләү,մտաբերել
1249,vergessen::V,оныту,մոռանալ
1250,messen::V,үлчәү,չափել
1251,zählen::V,санау,թվել
1252,zählen::V,санау,հաշվել
1253,rechnen::V,исәпләү,հաշվել
1254,rechnen::V,исәпләү,հաշվարկել
1255,lesen::V,уку,կարդալ
1256,malen::V,рәсем ясау,նկարել
1257,malen::V,сурәт ясау,նկարել
1258,malen::V,сурәтләү,նկարել
1259,zeichnen::V,язу-сызу,գծել
1260,zeichnen::V,сурәт ясау,գծել
1261,schreiben::V,язу,գրել
1262,besitzen::V,биләү,ունենալ
1263,besitzen::V,биләү,տեր լինել
1264,kaufen::V,алу,գնել
1265,verkaufen::V,сату,վաճառել
1266,bezahlen::V,түләү,վճարել
1267,zahlen::V,түләү,վճարել
1268,beherrschen::V,ия булу,ղեկավարել
1269,ertragen::V,чыдау,դիմանալ
