,Concept_ID,bn,be
717,vier::NUM,চার,чатыры
718,fünf::NUM,পাঁচ,пяць
719,sechs::NUM,ছয়,шесць
720,sieben::NUM,সাত,сем
721,acht::NUM,আট,восем
722,neun::NUM,নয়,дзевяць
723,zehn::NUM,দশ,дзесяць
724,elf::NUM,এগারো,адзінаццаць
725,zwölf::NUM,দ্বাদশ,дванаццаць
726,zwanzig::NUM,বিশ,дваццаць
727,dreißig::NUM,ত্রিশ,трыццаць
728,vierzig::NUM,চল্লিশ,сорак
729,fünfzig::NUM,পঞ্চাশ,пядзесят
730,sechzig::NUM,ষাট,шесдзесят
731,siebzig::NUM,সত্তর,семдзесят
732,achtzig::NUM,আশি,восемдзесят
733,neunzig::NUM,নব্বুই,дзевяноста
734,hundert::NUM,শত,сто
735,tausend::NUM,হাজার,тысяча
736,und::CNJ,আর,і
737,und::CNJ,আর,ды
738,und::CNJ,এবং,і
739,und::CNJ,এবং,ды
740,oder::CNJ,বা,або
741,stehen::V,দাঁড়ানো,стаяць
742,sitzen::V,বসা,сядзець
743,liegen::V,শোয়া,ляжаць
744,hängen::V,ঝোলা,вісець
745,werden::V,হইয়া উঠা,стаць
746,werden::V,হইয়া উঠা,зрабіцца
747,passieren::V,ঘটা,трапіцца
748,beginnen::V,আরম্ভ হওয়া,пачацца
749,enden::V,শেষ হওয়া,кончыцца
750,wechseln::V,রূপাস্তর করা,мяняцца
751,aufgehen[Sonne]::V,উদিত হওয়া,узысці
752,untergehen[Sonne]::V,অস্ত যাওয়া,зайсці
753,scheinen[Sonne]::V,আলো দেওয়া,свяціць
754,donnern::V,বজ্রধ্বনি করা,грымець
755,wehen::V,প্রবাহিত হওয়া,дзьмуць
756,strömen::V,প্রবাহিত হওয়া,ліцца
757,fließen::V,ছুটা,цячы
758,sich drehen::V,পাক খাওয়া,круціцца
759,sich drehen::V,পাক খাওয়া,варочацца
760,schwanken::V,দোলা,хістацца
761,schwingen::V,দোলা,гайдацца
762,schwingen::V,দোলা,калыхацца
763,fallen::V,পড়া,падаць
764,brennen::V,সেঁকা,гарэць
765,rauchen::V,ধোঁয়া ছড়ান,дымець
766,regnen::V,বর্ষণ_করা,дажджыць
767,gefrieren::V,হিমায়িত হওয়া,замерзнуць
768,tauen::V,গলা,раставаць
769,schmelzen::V,গলা,плавіцца
770,trocknen::V,শুষ্ক করা,сохнуць
771,sieden::V,ফোঁড়া,кіпець
772,faulen::V,ক্ষয় হওয়া,гнісці
773,verfaulen::V,ক্ষয় হওয়া ,згнісці
774,reißen::V,ছিঁড়া,ірвацца
775,versinken::V,ডুবা,тануць
776,vergehen::V,যাওয়া,праходзіць
777,erscheinen::V,আসা,зʼявіцца
778,verschwinden::V,অদৃশ্য হওয়া,знікнуць
779,sinken::V,হ্রাস হওয়া,спадаць
780,abnehmen::V,হ্রাস হওয়া,паменшыцца
781,zunehmen::V,বৃদ্ধি পাওয়া,павялічвацца
782,steigen::V,ওঠা,паднімацца
783,wachsen::V,বড় হওয়া,расці
784,glänzen::V,জ্বলা,блішчаць
785,funkeln::V,জ্বল্জ্বল করা,бліскаць
786,läuten::V,রুসুঝুসু করা,званіць
787,klingeln::V,বাজা,званіць
788,klirren::V,টুংটাং-শব্দ করা,бразгаць
789,brausen::V,গর্জন করা,бушаваць
790,rauschen::V,মর্মরধ্বনি করা,шастаць
791,klingen::V,শব্দ করা,гучаць
792,bellen::V,ঘেউ ঘেউ করা,брахаць
793,heulen::V,গর্জন করা,выць
794,blasen::V,ফুঁ দেওয়া,дзьмухнуць
795,pfeifen::V,শিস্ দেওয়া,свістаць
796,schreien::V,চিৎকার করা,крычаць
797,stöhnen::V,গোঁ-গো করা,стагнаць
798,zittern::V,কাঁপা,дрыжаць
799,leben::V,বাঁচা,жыць
800,geboren werden::V,জন্মানো,нарадзіцца
801,atmen::V,শ্বাস ফেলা,дыхаць
802,trinken::V,পান করা,піць
803,essen::V,ভক্ষণ করা,есці
804,schlucken::V,গেলা,глытаць
805,müde werden::V,পরিশ্রান্ত হওয়া,стаміцца
806,einschlafen::V,নিদ্রামগ্ন হওয়া,заснуць
807,schlafen::V,নিদ্রা যাওয়া,спаць
808,aufwachen::V,জাগা,рассыпацца
809,aufstehen::V,জাগা,устаць
810,sich erholen::V,আরাম করা,адпачываць
811,krank werden::V,অসুস্থ হত্তয়া,захварэць
812,krank sein::V,রূগ্ণ হত্তয়া,хварэць
813,schmerzen::V,কন্কন করা,балець
814,husten::V,কাশা,кашляць
815,genesen::V,আরোগ্য হওয়া,паправіцца
816,genesen::V,আরোগ্য হওয়া,паздаравець
817,sterben::V,মারা যাওয়া,памерці
818,umkommen::V,মারা যাওয়া,загінуць
819,sich bewegen::V,চলা,рухацца
820,sich rühren::V,নড়া,варушыцца
821,sich erheben::V,উদিত হওয়া,устаць
822,sich setzen::V,বসা,сесці
823,hinfallen::V,পড়া,упасці
824,laufen::V,হাঁটা,хадзіць
825,schreiten::V,হাঁটা,шагаць
826,schreiten::V,হাঁটা,крочыць
827,spazierengehen::V,পায়চারি করা,гуляць
828,eilen::V,ত্বরাম্বিত করা,спяшацца
829,sich beeilen::V,ত্বরাম্বিত করা,спяшацца
830,sausen::V,ধেয়ে যাওয়া,імчацца
831,rennen::V,চলা,бегаць
832,springen::V,লাফানো,скакаць
833,klettern::V,আরোহণ করা,лазіць
834,schaukeln::V,দোলা,гайдацца
835,kriechen::V,হামাগুড়ি দেওয়া,поўзаць
836,schwimmen::V,সাঁতার কাটা,плаваць
837,tauchen::V,ডোবা,ныраць
838,rudern::V,দাঁড় টানা,веславаць
839,fahren::V,চালান,ехаць
840,fliegen::V,ওড়া,лятаць
841,gehen::V,যাওয়া,ісці
842,weggehen::V,প্রস্থান করা,пайсці
843,abfahren::V,প্রস্থান করা,адʼяжджаць
844,anhalten::V,থামা,спыніцца
845,anhalten::V,থামা,затрымацца
846,hineingehen::V,ঢোকা,уваходзіць
847,eintreten::V,ঢোকা,увайсці
848,kommen::V,আসা,прыйсці
849,ankommen::V,আসা,прыбыць
850,zurückkommen::V,ফিরা,вярнуцца
851,bleiben::V,থাকা,застацца
852,warten::V,অপেক্ষা করা,чакаць
853,erwarten::V,অপেক্ষা করা,чакаць
854,suchen::V,খোঁজ করা,шукаць
855,finden::V,পাওয়া,знайсці
856,versuchen::V,পরখ করা,прабаваць
857,vorbereiten::V,প্রস্তুত করা,падрыхтаваць
858,lieben::V,ভালবাসা,кахаць
859,mögen::V,পছন্দ করা,любіць
860,lachen::V,হাসা,смяяцца
861,rühren::V,হৃদয়ম্পর্শ করা,расчуліць
862,weinen::V,কাঁদা,плакаць
863,schimpfen::V,নালিশ করা,лаяцца
864,sich ärgern::V,রাগ হত্তয়া,сердаваць
865,sich fürchten::V,ভয় করা,баяцца
866,fürchten::V,ডরা,баяцца
867,fliehen::V,পালানো,уцякаць
868,flüchten::V,পালানো,уцячы
869,sehen::V,দেখা,бачыць
870,anschauen::V,দেখা,паглядзець
871,ansehen::V,দেখা,глядзець
872,hören::V,শোনা,чуць
873,zuhören::V,শোনা,слухаць
874,probieren::V,পরখ করা,каштаваць
875,riechen::V,শুঁকা,нюхаць
876,fühlen::V,অনুভব করা,адчуваць
877,scheinen::V,মনে হত্তয়া,здавацца
878,zu sehen sein::V,দেখা দেত্তয়া,віднецца
879,vernehmen::V,শোনা,пачуць
880,frieren::V,শীত লাগা,мёрзнуць
881,tun::V,করা,рабіць
882,können::V,পারা,умець
883,wollen::V,ইচ্ছা করা,хацець
884,anfangen::V,আরম্ভ করা,пачаць
885,beenden::V,শেষ করা,закончыць
886,aufhören::V,থামা,перастаць
887,gelingen::V,সিদ্ধিলাভ করা,удацца
888,geraten::V,পরিণত হত্তয়া,аказацца
889,öffnen::V,খোলা,адчыніць
890,schließen::V,বন্ধ করা,зачыніць
891,stellen::V,স্থাপন করা,паставіць
892,setzen::V,স্থাপন করা,пасадзіць
893,legen::V,স্থাপন করা,класці
894,berühren::V,স্পর্শ করা,чапаць
895,verbinden::V,সংযুক্ত করা,звязаць
896,bedecken::V,ঢাকা,накрыць
897,aufhängen::V,ঝুলানো,павесіць
898,anzünden::V,জ্বালান,запаліць
899,aufheben::V,কুড়াইয়া তোলা,падняць
900,zurücklassen::V,পরিত্যাগ করা,пакінуць
901,verlieren::V,হারান,згубіць
902,fallen lassen::V,ফেলা,упусціць
903,machen::V,গঠন করা,зрабіць
904,herstellen::V,সৃষ্টি করা,вырабіць
905,bauen::V,নির্মাণ করা,будаваць
906,reparieren::V,মেরামত করা,правіць
907,verbessern::V,উন্নতিলাভ করা,палепшыць
908,ändern::V,পরিবর্তিত করা,змяніць
909,graben::V,খনন করা,капаць
910,beugen::V,নোয়া,сагнуць
911,biegen::V,নোয়া,пагнуць
912,drehen::V,ঘোরান,вярцець
913,wenden::V,উলটাইয়া দেত্তয়া,павярнуць
914,umdrehen::V,উলটানো,перавярнуць
915,heben::V,উত্তোলন করা,падымаць
916,hochheben::V,উঁচু করা,падняць
917,ergreifen::V,দখল করা,схапіць
918,ergreifen::V,দখল করা,схваціць
919,halten::V,ধরা,трымаць
920,drücken::V,টেপা,націскаць
921,schieben::V,ঠেলা,пхаць
922,schieben::V,ঠেলা,штурхаць
923,kratzen::V,চাঁচা,скрэбці
924,lecken::V,চাটা,лізаць
925,beißen::V,দংশন করা,кусаць
926,abreißen::V,বিচ্ছিন্ন করা,адарваць
927,abschneiden::V,বিচ্ছিন্ন করা,адрэзаць
928,binden::V,বন্ধন করা,вязаць
929,stecken::V,বিদ্ধ করা,уваткнуць
930,brechen::V,ভাঙা,зламаць
931,klopfen::V,আঘাত করা,стукаць
932,hauen::V,আঘাত করা,біць
933,kleben::V,সাঁটা,клеіць
934,reiben::V,ঘষা,церці
935,streichen::V,ছড়াইয়া,намазаць
936,schleifen::V,ধার দেওয়া,тачыць
937,schneiden::V,কাটা,рэзаць
938,rütteln::V,নাড়ান,хістаць
939,schütteln::V,নড়া,трэсці
940,schwenken::V,দোলা,махаць
941,schütten::V,বর্ষণ করা,наліць
942,füllen::V,পরিপূর্ণ করা,напоўніць
943,einwickeln::V,মুড়া,загарнуць
944,tragen::V,বহন করা,несці
945,schleppen::V,টানা,цягнуць
946,ziehen::V,টানা,цягнуць
947,aufbewahren::V,রাখা,захоўваць
948,werfen::V,ছুড়া,кідаць
949,fangen::V,লোফা,лавіць
950,packen::V,ধরা,схапіць
951,packen::V,ধরা,схваціць
952,verstecken::V,গোপন করা,схаваць
953,teilen::V,বিভক্ত করা,раздзяліць
954,schicken::V,প্রেরণ করা,пасылаць
955,bringen::V,আনা,прынесці
956,hinzufügen::V,একত্র করা,дабавіць
957,bekommen::V,পাওয়া,дастаць
958,erhalten::V,পাওয়া,атрымаць
959,nehmen::V,নেওয়া,ўзяць
960,wählen::V,বাছা,выбраць
961,auswählen::V,বাছা,адабраць
962,bewahren::V,বাঁচাইয়া রাখা,захаваць
963,behindern::V,বাধা দেওয়া,перашкаджаць
964,verderben::V,নষ্ট করা,сапсаваць
965,beschädigen::V,ক্ষতি করা,пашкодзіць
966,zerbrechen::V,ভাঙ্গিয়া যাওয়া,разбіць
967,zerreißen::V,ছিঁড়া,разадраць
968,zerstören::V,বিনাশ করা,разбурыць
969,verbrennen::V,দহন করা,спаліць
970,geben::V,দেওয়া,даць
971,reichen::V,দেওয়া,перадаць
972,schenken::V,উপহার দেত্তয়া,дарыць
973,versprechen::V,প্রতিশ্রুতি দেওয়া,абяцаць
974,wünschen::V,আকাঙ্ক্ষা করা,жадаць
975,loben::V,প্রশংসা করা,хваліць
976,küssen::V,চুম্বন করা,цалаваць
977,wiegen::V,দুলানো,гушкаць
978,wiegen::V,দুলানো,калыхаць
979,zudecken::V,ঢাকা,накрыць
980,wecken::V,জাগানো,пабудзіць
981,zeigen::V,দেখানো,паказаць
982,führen::V,পথ দেখানো,весці
983,lehren::V,শেখানো,вучыць
984,unterrichten::V,শিক্ষা দেওয়া,выкладаць
985,aufziehen::V,পালন করা,выхаваць
986,leiten::V,পরিচালনা করা,кіраваць
987,antreiben::V,চালনা করা,падганяць
988,lassen::V,অনুমতি দেওয়া,прымусіць
989,einladen::V,নিমন্ত্রণ করা,запрасіць
990,vereinigen::V,এক করা,абʼяднаць
991,besuchen::V,দেখিতে যাওয়া,наведаць
992,treffen::V,সন্মুখীন হওয়া,сустрэць
993,sich versammeln::V,জড়ো হওয়া,сабрацца
994,spielen::V,খেলা,гуляць
995,singen::V,গাওয়া,пець
996,singen::V,গাওয়া,спяваць
997,tanzen::V,নাচা,танцаваць
998,sich trennen::V,পৃথক করা,расстацца
999,verlassen::V,পরিত্যাগ করা,пакінуць
1000,retten::V,উদ্ধার করা,выратаваць
1001,bewachen::V,পাহারা দেওয়া,ахоўваць
1002,schützen::V,রক্ষা করা,уберагаць
1003,verteidigen::V,রক্ষা করা,абараніць
1004,sich schlagen::V,লড়াই করা,біцца
1005,sich schlagen::V,লড়াই করা,драцца
1006,schießen::V,তীরবেগে ছোটা,страляць
1007,siegen::V,জেতা,перамагчы
1008,ärgern::V,বিরক্ত করা,злаваць
1009,schlagen::V,আঘাত করা,ударыць
1010,treten::V,লাথি মারা,штурхаць
1011,stechen::V,দংশন করা,укалоць
1012,stoßen::V,ঠেলা,папхнуць
1013,stehlen::V,অপহরণ করা,украсці
1014,stören::V,ঘাঁটান,перашкодзіць
1015,belästigen::V,বিরক্ত করা,дакучаць
1016,verbergen::V,গোপন করা,скрыць
1017,verbergen::V,গোপন করা,схаваць
1018,täuschen::V,প্রবঞ্চনা করা,падмануць
1019,betrügen::V,প্রতারণা করা,змахляваць
1020,töten::V,হত্যা করা,забіць
1021,wohnen::V,বাস করা,жыць
1022,arbeiten::V,কাজ করা,працаваць
1023,sammeln::V,সংগ্রহ করা,сабраць
1024,pflücken::V,চয়ন করা,зрываць
1025,jagen::V,শিকার করা,паляваць
1026,fischen::V,মাছ ধরা,рыбачыць
1027,fassen::V,ধরা,злавіць
1028,hüten::V,যুথভুক্ত করা,пасвіць
1029,treiben::V,চালনা করা,гнаць
1030,anbinden::V,বন্ধন করা,прывязаць
1031,füttern::V,ভোজন করানো,карміць
1032,melken::V,দুগ্ধ দোহন করা,даіць
1033,hacken::V,কাটা,сячы
1034,gießen::V,বর্ষণ করা,паліць
1035,reifen::V,পাকা,паспець
1036,zubereiten::V,রন্ধন করা,зварыць
1037,zubereiten::V,রন্ধন করা,згатаваць
1038,kochen::V,রন্ধন করা,варыць
1039,backen::V,সেকা,пячы
1040,braten::V,ভাজা,смажыць
1041,umrühren::V,নড়ানো,перамяшаць
1042,stricken::V,বোনা,вязаць
1043,nähen::V,সেলাই করা,шыць
1044,färben::V,রঞ্জিত করা,пафарбаваць
1045,reinigen::V,পরিষ্কার করা,ачысціць
1046,waschen::V,পরিষ্কার করা,мыць
1047,abwischen::V,মুছা,выцерці
1048,spülen::V,পরিষ্কার করা,паласкаць
1049,fegen::V,ঝাঁট দেওয়া,падмятаць
1050,kehren::V,ঝাঁট দেওয়া,месці
1051,baden::V,অবগাহন করা,купацца
1052,sich waschen::V,ধোয়া,мыцца
1053,ausziehen::V,খুলা,зняць
1054,anziehen::V,গায়ে দেত্তয়া,надзець
1055,sich anziehen::V,পোশাক পরা,адзецца
1056,kämmen::V,আঁচড়ানো,прычасаць
1057,schmücken::V,সাজান করা,аздобіць
1058,sagen::V,উচ্চারণ করা,сказаць
1059,sprechen::V,বলা,гаварыць
1060,reden::V,আলাপ করা,размаўляць
1061,sich unterhalten::V,আড্ডা দেওয়া,гутарыць
1062,fragen::V,জিজ্ঞাসা করা,спытаць
1063,bitten::V,প্রার্থনা করা,прасіць
1064,erzählen::V,বর্ণনা করা,расказаць
1065,mitteilen::V,বলা,паведаміць
1066,nennen::V,নাম দেওয়া,назваць
1067,rufen::V,আমন্ত্রণ করা,зваць
1068,prahlen::V,বড়াই করা,хваліцца
1069,übersetzen::V,ভাষাস্তরিত করা,перакласці
1070,denken::V,ভাবা,думаць
1071,glauben::V,বিশ্বাস করা,верыць
1072,bemerken::V,লক্ষ্য করা,заўважыць
1073,erkennen::V,চিনিতে পারা,пазнаць
1074,begreifen::V,উপলব্ধি করা,спасцігнуць
1075,verstehen::V,উপলব্ধি করা,пачуць
1076,lernen::V,শেখা,вучыцца
1077,wissen::V,জানা,знаць
1078,sich erinnern an::V,মনে করা,памятаць
1079,vergessen::V,বিস্মৃত হওয়া,забыць
1080,messen::V,মাপা,мераць
1081,zählen::V,গণনা করা,лічыць
1082,rechnen::V,হিসাব করা,лічыць
1083,lesen::V,পাঠ করা,чытаць
1084,malen::V,আঁকা,маляваць
1085,zeichnen::V,ছকা,рысаваць
1086,schreiben::V,লেখা,пісаць
1087,besitzen::V,অধিকার করা,мець
1088,kaufen::V,ক্রয় করা,купіць
1089,verkaufen::V,বেচা,прадаць
1090,bezahlen::V,প্রদান করা,заплаціць
1091,zahlen::V,প্রদান করা,плаціць
1092,beherrschen::V,শাসন করা,уладаць
1093,beherrschen::V,শাসন করা,валодаць
1094,ertragen::V,বহন করা,выцерпець
1095,lärmen::V,,шумець
