,Concept_ID,it,br
816,zwischen::PRP,fra,etre
817,wegen::PRP,a causa di,abalamour da
818,dies::PRN,ciò,hemañ
819,dies::PRN,questo,hemañ
820,das::PRN,ciò,se
821,das::PRN,ciò,hennezh
822,das::PRN,quello,se
823,das::PRN,quello,hennezh
824,alles::PRN,tutto,pep tra
825,ich::PRN,ìo,me
826,du::PRN,tu,te
827,er::PRN,lui,eñ
828,er::PRN,egli,eñ
829,wir::PRN,noi,ni
830,ihr::PRN,voi,c'hwi
831,sie::PRN,loro,int
832,was::FPRN,che,petra
833,was::FPRN,che cosa,petra
834,wer::FPRN,chi,piv
835,wo::FADV,dove,pelec'h
836,wohin::FADV,dove,da belec'h
837,wie::FADV,come,penaos
838,warum::FADV,perche,perak
839,wieviel::FNUM,quanto,pet
840,eins::NUM,uno,unan
841,zwei::NUM,due,daou
842,drei::NUM,tre,tri
843,vier::NUM,quattro,pevar
844,fünf::NUM,cinque,pemp
845,sechs::NUM,sei,c'hwec'h
846,sieben::NUM,sette,seizh
847,acht::NUM,otto,eizh
848,neun::NUM,nove,nav
849,zehn::NUM,dieci,dek
850,elf::NUM,ùndici,unnek
851,zwölf::NUM,dodici,daouzek
852,zwanzig::NUM,venti,ugent
853,dreißig::NUM,trenta,tregont
854,vierzig::NUM,quaranta,daou-ugent
855,fünfzig::NUM,cinquanta,hanter-kant
856,sechzig::NUM,sessanta,tri-ugent
857,siebzig::NUM,settanta,dek ha tri-ugent
858,achtzig::NUM,ottanta,pevar-ugent
859,neunzig::NUM,novanta,dek ha pevar-ugent
860,hundert::NUM,cento,kant
861,tausend::NUM,mille,mil
862,und::CNJ,e,ha
863,oder::CNJ,o,pe
864,stehen::V,stare in piedi,bezañ a-sav
865,sitzen::V,sedere,azezañ
866,sitzen::V,sedere,bezañ en e goazez
867,sitzen::V,stare seduto,azezañ
868,sitzen::V,stare seduto,bezañ en e goazez
869,liegen::V,giacere,bezañ en e c'hourvez
870,hängen::V,pèndere,krougañ
871,hängen::V,èssere appeso,krougañ
872,werden::V,farsi,dazonet
873,werden::V,diventare,dazonet
874,passieren::V,succèdere,c'hoarvezout
875,beginnen::V,cominciare,stagañ
876,enden::V,finire,achuiñ
877,enden::V,terminare,achuiñ
878,wechseln::V,variare,cheñch
879,wechseln::V,cambiare,cheñch
880,aufgehen[Sonne]::V,sòrgere,dirouzañ
881,aufgehen[Sonne]::V,spuntare,dirouzañ
882,untergehen[Sonne]::V,tramontare,
883,scheinen[Sonne]::V,splèndere,lugernañ
884,donnern::V,tonare,taranal
885,wehen::V,soffiare,c'hwezhañ
886,strömen::V,fluire,deredek
887,fließen::V,fluire,redek
888,fließen::V,scorrere,redek
889,sich drehen::V,girarsi,troiñ
890,schwanken::V,oscillare,trantellat
891,schwanken::V,barcollare,trantellat
892,schwingen::V,vibrare,froumal
893,schwingen::V,oscillare,froumal
894,fallen::V,cadere,kouezhañ
895,brennen::V,àrdere,deviñ
896,brennen::V,bruciare,deviñ
897,rauchen::V,fumare,divogedañ
898,regnen::V,piòvere,glavañ
899,gefrieren::V,gelarsi,reviñ
900,gefrieren::V,congelarsi,reviñ
901,tauen::V,sciògliersi,diskornañ
902,schmelzen::V,fòndere,teuziñ
903,schmelzen::V,sciògliersi,teuziñ
904,trocknen::V,asciugarsi,sec'hañ
905,sieden::V,bollire,berviñ
906,faulen::V,marcire,breinañ
907,verfaulen::V,imputridire,breinañ
908,reißen::V,strapparsi,darnaouiñ
909,versinken::V,affondare,sodellañ
910,vergehen::V,passare,tremen
911,erscheinen::V,apparire,donet war-wel
912,erscheinen::V,comparire,donet war-wel
913,verschwinden::V,sparire,monet diwar wel
914,verschwinden::V,scomparire,monet diwar wel
915,sinken::V,calare,en em izelat
916,sinken::V,scendere,en em izelat
917,abnehmen::V,diminuire,nebeutaat
918,zunehmen::V,aumentare,kreskiñ
919,steigen::V,salire,sevel
920,steigen::V,montare,sevel
921,wachsen::V,crescere,kreskiñ
922,glänzen::V,splèndere,lugernañ
923,funkeln::V,brillare,elieniñ
924,funkeln::V,scintillare,elieniñ
925,lärmen::V,strepitare,rabotat
926,lärmen::V,fare chiasso,rabotat
927,läuten::V,suonare,
928,klingeln::V,suonare,
929,klirren::V,tintinnare,diridignat
930,klirren::V,tintinnare,sterlinkañ
931,brausen::V,rombare,gwegal
932,brausen::V,rumoreggiare,gwegal
933,rauschen::V,frusciare,trouzal
934,klingen::V,suonare,seniñ
935,bellen::V,latrare,harzhal
936,bellen::V,abbaiare,harzhal
937,heulen::V,urlare,yudal
938,heulen::V,ululare,yudal
939,blasen::V,soffiare,c'hwezhañ
940,pfeifen::V,fischiare,c'hwitellat
941,schreien::V,gridare,huchal
942,stöhnen::V,gèmere,hirvoudiñ
943,zittern::V,tremare,krenañ
944,leben::V,vìvere,bevañ
945,geboren werden::V,nàscere,genel
946,atmen::V,respirare,tennañ e anal
947,trinken::V,bere,evañ
948,essen::V,mangiare,debriñ
949,schlucken::V,inghiottire,lonkañ
950,müde werden::V,stancarsi,skuizhañ
951,einschlafen::V,addormentarsi,menel kousket
952,schlafen::V,dormire,kousket
953,aufwachen::V,svegliarsi,dihuniñ
954,aufstehen::V,levarsi,sevel
955,sich erholen::V,riposarsi,diskuizhañ
956,krank werden::V,ammalarsi,klañviñ
957,krank sein::V,èssere malato,bezañ klañv
958,schmerzen::V,dolere,skourjezañ
959,husten::V,tossire,pasaat
960,husten::V,tossire,peudal
961,genesen::V,guarire,pareañ
962,sterben::V,morire,mervel
963,umkommen::V,perire,perisañ
964,sich bewegen::V,agitarsi,bouljal
965,sich rühren::V,muòversi,fiñval
966,sich erheben::V,alzarsi,sevel
967,sich setzen::V,sedersi,azezañ
968,sich setzen::V,sedersi,mont en e goazez
969,hinfallen::V,cadere,kouezhañ
970,laufen::V,camminare,redek
971,laufen::V,andare a piedi,redek
972,schreiten::V,andare,kerzhet
973,schreiten::V,procedere,kerzhet
974,spazierengehen::V,passeggiare,pourmen
975,spazierengehen::V,andare a passeggio,pourmen
976,eilen::V,andare in fretta,hastañ
977,sich beeilen::V,affrettarsi,hastañ
978,sausen::V,volare,karzhañ
979,sausen::V,correre,karzhañ
980,rennen::V,correre,redek
981,springen::V,saltare,lammat
982,klettern::V,arrampicarsi,krimpat
983,schaukeln::V,fare l'altalena,brañsellat
984,kriechen::V,strisciare,skrampañ
985,schwimmen::V,nuotare,neuial
986,tauchen::V,tuffarsi,splujañ
987,tauchen::V,immèrgersi,splujañ
988,rudern::V,remare,roeñvat
989,fahren::V,andare,kas
990,fahren::V,andare,bleniañ
991,fahren::V,viaggiare,kas
992,fahren::V,viaggiare,bleniañ
993,fliegen::V,volare,nijal
994,gehen::V,andare,mont
995,weggehen::V,andàrsene,mont kuit
996,weggehen::V,andare via,mont kuit
997,abfahren::V,partire,mont kuit
998,anhalten::V,fermarsi,chom a-sav
999,hineingehen::V,entrare,monet e-barzh
1000,eintreten::V,entrare,monet e-barzh
1001,kommen::V,venire,dont
1002,ankommen::V,arrivare,erruout
1003,zurückkommen::V,ritornare,addonet
1004,bleiben::V,restare,chom
1005,bleiben::V,rimanere,chom
1006,warten::V,aspettare,gortoz
1007,erwarten::V,attèndere,gortoz
1008,suchen::V,cercare,klask
1009,finden::V,trovare,kavout
1010,versuchen::V,tentare,klask
1011,vorbereiten::V,preparare,aozañ
1012,lieben::V,amare,karout
1013,mögen::V,piacere a,karout
1014,mögen::V,volere bene a,karout
1015,lachen::V,rìdere,c'hoarzin
1016,rühren::V,commuòvere,tenerañ
1017,weinen::V,piàngere,gouelañ
1018,schimpfen::V,imprecare,krozal
1019,sich ärgern::V,stizzirsi,fachañ
1020,sich ärgern::V,stizzirsi,en em fachañ
1021,sich ärgern::V,arrabbiarsi,fachañ
1022,sich ärgern::V,arrabbiarsi,en em fachañ
1023,sich fürchten::V,avere paura,
1024,fürchten::V,temere,
1025,fliehen::V,fuggire,tec'het
1026,flüchten::V,sfuggire,tuzañ
1027,sehen::V,vedere,gwelet
1028,anschauen::V,guardare,sellout ouzh
1029,ansehen::V,guardare,sellout ouzh
1030,hören::V,udire,klevet
1031,hören::V,sentire,klevet
1032,zuhören::V,ascoltare,selaou
1033,probieren::V,degustare,blasa
1034,probieren::V,assaggiare,blasa
1035,riechen::V,sentire,klevet
1036,fühlen::V,sentire,santout
1037,scheinen::V,parere,diskouez bezañ
1038,scheinen::V,sembrare,diskouez bezañ
1039,zu sehen sein::V,vedersi,bezañ gwelus
1040,vernehmen::V,sentire,merzhañ
1041,vernehmen::V,percepire,merzhañ
1042,frieren::V,aver freddo,anoued
1043,tun::V,fare,ober
1044,können::V,sapere,gouzout
1045,wollen::V,volere,fellout da
1046,wollen::V,volere,kaout c'hoant da
1047,anfangen::V,iniziare,kregiñ
1048,anfangen::V,cominciare,kregiñ
1049,beenden::V,finire,achuiñ
1050,beenden::V,terminare,achuiñ
1051,aufhören::V,finire,paouez
1052,aufhören::V,cessare,paouez
1053,gelingen::V,riuscire,
1054,geraten::V,stare,
1055,öffnen::V,aprire,digeriñ
1056,schließen::V,chiùdere,serriñ
1057,stellen::V,porre,lakaat
1058,stellen::V,mettere,lakaat
1059,setzen::V,porre,lakaat
1060,setzen::V,mettere,lakaat
1061,legen::V,posare,lakaat
1062,legen::V,mettere,lakaat
1063,berühren::V,toccare,touch
1064,verbinden::V,unire,eren
1065,verbinden::V,congiùngere,eren
1066,bedecken::V,coprire,goloiñ
1067,bedecken::V,ricoprire,goloiñ
1068,aufhängen::V,attaccare,istribilhañ
1069,anzünden::V,accèndere,alumiñ
1070,anzünden::V,accèndere,c'hwezzañ
1071,anzünden::V,incendiare,alumiñ
1072,anzünden::V,incendiare,c'hwezzañ
1073,aufheben::V,raccògliere,dastum
1074,zurücklassen::V,lasciare,lezel
1075,zurücklassen::V,lasciare indietro,lezel
1076,verlieren::V,pèrdere,koll
1077,fallen lassen::V,lasciare cadere,laoskel
1078,fallen lassen::V,lasciare cadere,lezel da gouezhel
1079,machen::V,fare,ober
1080,herstellen::V,produrre,fardañ
1081,herstellen::V,fabbricare,fardañ
1082,bauen::V,costruire,sevel
1083,reparieren::V,riparare,adaozañ
1084,verbessern::V,migliorare,gwellaat
1085,ändern::V,mutare,cheñch
1086,ändern::V,cambiare,cheñch
1087,graben::V,scavare,kleuzañ
1088,beugen::V,chinare,plegañ
1089,beugen::V,flettere,plegañ
1090,biegen::V,tòrcere,krommañ
1091,drehen::V,girare,treiñ
1092,wenden::V,girare,treiñ
1093,wenden::V,voltare,treiñ
1094,umdrehen::V,rivoltare,treiñ
1095,heben::V,levare,sevel
1096,hochheben::V,levare,sevel
1097,hochheben::V,sollevare,sevel
1098,ergreifen::V,afferrare,kemer
1099,halten::V,tenere,dalc'hen
1100,drücken::V,premere,bountañ
1101,schieben::V,spìngere,poulzañ
1102,kratzen::V,grattare,skrabat
1103,kratzen::V,graffiare,skrabat
1104,lecken::V,leccare,lipat
1105,beißen::V,mòrdere,kregiñ
1106,abreißen::V,staccarsi,diframmañ
1107,abreißen::V,strapparsi,diframmañ
1108,abschneiden::V,tagliare,troc'hañ
1109,binden::V,legare,stagañ
1110,binden::V,bendare,stagañ
1111,stecken::V,ficcare,sankañ
1112,brechen::V,rompere,darnaouiñ
1113,klopfen::V,bàttere,skoiñ
1114,hauen::V,picchiare,dornañ
1115,kleben::V,incollare,pegañ
1116,reiben::V,fregare,taravat
1117,reiben::V,fregare,trekiñ
1118,streichen::V,spalmare,toazañ
1119,schleifen::V,arrotare,lemmañ
1120,schneiden::V,tagliare,troc'hañ
1121,rütteln::V,scuòtere,tordorosañ
1122,schütteln::V,agitare,hejañ
1123,schütteln::V,scuòtere,hejañ
1124,schwenken::V,agitare,
1125,schwenken::V,sventolare,
1126,schütten::V,versare,diskargañ
1127,füllen::V,riempire,kargañ
1128,einwickeln::V,involtare,gronnañ
1129,tragen::V,portare,dougen
1130,schleppen::V,trainare,stlejal
1131,schleppen::V,trascinare,stlejal
1132,ziehen::V,tirare,sachañ
1133,aufbewahren::V,custodire,miret
1134,aufbewahren::V,conservare,miret
1135,werfen::V,gettare,teuler
1136,werfen::V,lanciare,teuler
1137,fangen::V,prèndere,tapañ
1138,fangen::V,acchiappare,tapañ
1139,packen::V,pigliare,krapat
1140,packen::V,afferrare,krapat
1141,verstecken::V,nascondere,kuzhat
1142,teilen::V,divìdere,rannañ
1143,schicken::V,inviare,kas
1144,bringen::V,portare,degas
1145,bringen::V,apportare,degas
1146,hinzufügen::V,aggiùngere,lakat ouzhpenn
1147,bekommen::V,ricevere,kaout
1148,erhalten::V,ricevere,kaout
1149,nehmen::V,prèndere,kemer
1150,wählen::V,elèggere,choaz
1151,wählen::V,scegliere,choaz
1152,auswählen::V,scegliere,dibab
1153,bewahren::V,conservare,mirout
1154,behindern::V,impedire,diaezañ
1155,verderben::V,guastare,lovrañ
1156,beschädigen::V,danneggiare,gwallegañ
1157,zerbrechen::V,rompere,torriñ
1158,zerbrechen::V,spezzare,torriñ
1159,zerreißen::V,stracciare,diroegiñ
1160,zerstören::V,distrùggere,distrujañ
1161,verbrennen::V,bruciare,deviñ
1162,geben::V,dare,reiñ
1163,reichen::V,pòrgere,
1164,schenken::V,regalare,donezonañ
1165,versprechen::V,promettere,prometiñ
1166,wünschen::V,augurare,hetiñ
1167,loben::V,lodare,feurmiñ
1168,küssen::V,baciare,pokat
1169,wiegen::V,cullare,pouezañ
1170,wiegen::V,dondolare,pouezañ
1171,zudecken::V,coprire,goloiñ
1172,wecken::V,svegliare,dihuniñ
1173,zeigen::V,indicare,diskouez
1174,führen::V,guidare,kas
1175,führen::V,condurre,kas
1176,lehren::V,insegnare,deskiñ
1177,unterrichten::V,istruire,kelenn
1178,unterrichten::V,insegnare,kelenn
1179,aufziehen::V,allevare,
1180,leiten::V,avviare,bleinañ
1181,leiten::V,dirìgere,bleinañ
1182,antreiben::V,incitare,poulzañ
1183,lassen::V,fare,leuskel
1184,einladen::V,invitare,pediñ
1185,vereinigen::V,unire,unisañ
1186,besuchen::V,visitare,gweladenniñ
1187,besuchen::V,far vìsita a,gweladenniñ
1188,treffen::V,incontrare,kejal
1189,treffen::V,incontrare,ankontrañ
1190,sich versammeln::V,rinunirsi,bodennañ
1191,spielen::V,giocare,c'hoari
1192,singen::V,cantare,kanañ
1193,tanzen::V,danzare,dañsal
1194,sich trennen::V,separarsi,dispartiañ
1195,verlassen::V,lasciare,lezel
1196,verlassen::V,abbandonare,lezel
1197,retten::V,salvare,saveteiñ
1198,bewachen::V,custodire,mesa
1199,schützen::V,protèggere,diwall
1200,verteidigen::V,difèndere,difenn
1201,sich schlagen::V,bàttersi,lopañ
1202,schießen::V,sparare,
1203,siegen::V,vìncere,trec'hiñ
1204,ärgern::V,stizzire,hegasiñ
1205,schlagen::V,bàttere,skeiñ
1206,treten::V,calciare,botaouiñ
1207,stechen::V,pùngere,pikat
1208,stoßen::V,urtare,stokañ
1209,stoßen::V,spìngere,stokañ
1210,stehlen::V,rubare,laerezh
1211,stören::V,disturbare,direnkañ
1212,belästigen::V,molestare,dregasiñ
1213,belästigen::V,importunare,dregasiñ
1214,verbergen::V,celare,skoachañ
1215,verbergen::V,nascondere,skoachañ
1216,täuschen::V,ingannare,tromplañ
1217,betrügen::V,frodare,lorbañ
1218,betrügen::V,truffare,lorbañ
1219,töten::V,uccìdere,lazhañ
1220,wohnen::V,abitare,bezañ o chom
1221,arbeiten::V,lavorare,labourat
1222,sammeln::V,raccògliere,dastum
1223,sammeln::V,collezionare,dastum
1224,pflücken::V,cògliere,kuntuilhañ
1225,jagen::V,cacciare,chaseal
1226,fischen::V,pescare,pesketa
1227,fassen::V,catturare,pakañ
1228,fassen::V,acchiappare,pakañ
1229,hüten::V,pascolare,geota
1230,treiben::V,spìngere,
1231,anbinden::V,legare,stagañ
1232,anbinden::V,attaccare,stagañ
1233,füttern::V,dar da mangiare a,boueta
1234,melken::V,mùngere,goro
1235,hacken::V,tritare,difrakal
1236,hacken::V,spaccare,difrakal
1237,gießen::V,annaffiare,dourañ
1238,reifen::V,maturare,azviñ
1239,zubereiten::V,preparare,keginañ
1240,kochen::V,cuòcere,poazhañ
1241,backen::V,cuòcere,fritañ
1242,backen::V,cuòcere al forno,fritañ
1243,braten::V,frìggere,rostañ
1244,braten::V,arrostire,rostañ
1245,umrühren::V,mescolare,
1246,stricken::V,llavorare a maglia,stammañ
1247,nähen::V,cucire,gwriat
1248,färben::V,tìngere,livañ
1249,reinigen::V,pulire,naetañ
1250,reinigen::V,nettare,naetañ
1251,waschen::V,lavare,gwalc'hiñ
1252,abwischen::V,asciugare,torchañ
1253,spülen::V,lavare,disgwalc'hiñ
1254,spülen::V,sciacquare,disgwalc'hiñ
1255,fegen::V,spazzare,skubañ
1256,kehren::V,spazzare,skubañ
1257,baden::V,bagnarsi,kouronkañ
1258,baden::V,fare il bagno,kouronkañ
1259,sich waschen::V,lavarsi,en em walc'hiñ
1260,ausziehen::V,tògliersi,
1261,anziehen::V,mettersi,
1262,anziehen::V,indossare,
1263,sich anziehen::V,vestirsi,gwiskañ
1264,kämmen::V,pettinare,kribat
1265,schmücken::V,ornare,kinklañ
1266,schmücken::V,decorare,kinklañ
1267,sagen::V,dire,larêt
1268,sagen::V,dire,lavaret
1269,sprechen::V,parlare,komz
1270,reden::V,parlare,kaozeal
1271,sich unterhalten::V,conversare,balbotal
1272,fragen::V,chièdere,goulenn
1273,fragen::V,domandare,goulenn
1274,bitten::V,pregare,goulenn
1275,erzählen::V,narrare,kontañ
1276,erzählen::V,raccontare,kontañ
1277,mitteilen::V,comunicare,kemenn
1278,nennen::V,nominare,anviñ
1279,rufen::V,chiamare,gelver
1280,prahlen::V,vantarsi,fougeal
1281,übersetzen::V,tradurre,treiñ
1282,denken::V,pensare,soñjal
1283,glauben::V,credere,krediñ
1284,bemerken::V,notare,apresevañ
1285,bemerken::V,osservare,apresevañ
1286,erkennen::V,riconoscere,anavout
1287,begreifen::V,capire,meizañ
1288,begreifen::V,comprèndere,meizañ
1289,verstehen::V,intèndere,kompren
1290,verstehen::V,comprèndere,kompren
1291,lernen::V,imparare,deskiñ
1292,lernen::V,apprèndere,deskiñ
1293,wissen::V,sapere,gouzout
1294,sich erinnern an::V,ricordare,kaout soñj e
1295,sich erinnern an::V,ricordarsi di,kaout soñj e
1296,vergessen::V,dimenticare,ankouaat
1297,messen::V,misurare,muzuliañ
1298,zählen::V,contare,kontañ
1299,rechnen::V,contare,jedañ
1300,rechnen::V,calcolare,jedañ
1301,lesen::V,lèggere,lenn
1302,malen::V,dipìngere,livañ
1303,zeichnen::V,disegnare,tresañ
1304,schreiben::V,scrìvere,skrivañ
1305,besitzen::V,possedere,kaout
1306,kaufen::V,comprare,prenañ
1307,kaufen::V,acquistare,prenañ
1308,verkaufen::V,vendere,gwerzhañ
1309,bezahlen::V,pagare,paeañ
1310,zahlen::V,pagare,paeañ
1311,beherrschen::V,dominare,mestroniañ
1312,ertragen::V,sopportare,anduriñ
