,Concept_ID,av,udm
379,Regal::N,хъарщи,ӝажы
380,Kiste::N,ящик,ящик
381,Kiste::N,тӏалагъуд,ящик
382,Fenster::N,гордо,укно
383,Fenster::N,гордо,косяк
384,Tür::N,нуцӏа,ӧс
385,Tor::N,каву,ӟезьы
386,Zaun::N,раци,забор
387,Dach::N,тӏох,липет
388,Leiter::N,мали,падӟа
389,Besen::N,жул,ӵужон
390,Besen::N,жул,исьнер
391,Spaten::N,бел,лопатка
392,Schaufel::N,раххан,ютырон
393,Gabel::N,гӏучӏ,тэчы
394,Gabel::N,гӏучӏ,вилка
395,Löffel::N,гъуд,пуньы
396,Messer::N,нус,пурт
397,Nagel::N,магӏ,кортӵог
398,Netz::N,гьин,сеть
399,Haken::N,гъанцӏа,курик
400,Griff::N,гӏоркь,ныд
401,Schloss::N,кӏулал,тунгон
402,Bild::N,сурат,суред
403,Puppe::N,нани,мунё
404,Beutel::N,таргьа,пуйы
405,Bündel::N,къай,керттэт
406,Tasche::N,сумка,пуйы
407,Tasche::N,сумка,сумка
408,Tasche::N,къвачӏа,пуйы
409,Tasche::N,къвачӏа,сумка
410,Eimer::N,ведро,ведра
411,Deckel::N,тӏалъел,ӵоксэт
412,Deckel::N,дадитӏалъел,ӵоксэт
413,Geschirr::N,цӏарагӏ,тусьты-пуньы
414,Sack::N,хъап,пуйы
415,Sack::N,къандалъо,пуйы
416,Tasse::N,чашка,ӵаша
417,Topf::N,хьаг,миска
418,Kessel::N,хьаг,пурты
419,Kessel::N,гереги,пурты
420,Essen::N,тӏагӏам,сиськон
421,Nahrung::N,квен,сион
422,Speise::N,квен,сиён
423,Fleisch::N,гьан,сӥль
424,Getreide::N,бугӏа-ролъ,ю тысь
425,Getreide::N,могьолабл_культураби,ю тысь
426,Brei::N,карщ,ӝук
427,Brot::N,чед,нянь
428,Scheibe::N,мочӏу,шорем
429,Fett::N,беэнлъи,кӧй
430,Butter::N,нах,вӧй
431,Öl::N,нах,вӧй
432,Salz::N,цӏам,сылал
433,Suppe::N,чурпа,шыд
434,Honig::N,гьоцӏо,чечы
435,Milch::N,рахь,йӧл
436,Tee::N,чай,чай
437,Leder::N,тӏом,сурон
438,Wolle::N,квас,гон
439,Wolle::N,квас,ыжгон
440,Stoff::N,ххам,куэм
441,Nadel::N,рокӏкӏен,вень
442,Faden::N,кун,сӥньыс
443,Knopf::N,маргъал,бирды
444,Knoten::N,гарацӏ,герд
445,Farbe::N,релъен,буёл
446,Kleidung::N,ретӏел,дӥсь
447,Hemd::N,гурде,дэрем
448,Kragen::N,габур,сирес
449,Ärmel::N,къвал,саес
450,Hose::N,тӏажу,брюки
451,Hose::N,тӏажу,штань
452,Gürtel::N,рачел,кускерттон
453,Mütze::N,тӏагъур,ызьы
454,Stiefel::N,этек,сапег
455,Stiefel::N,чакма,сапег
456,Ring::N,баргъич,зундэс
457,Band::N,лента,лента
458,Kamm::N,гьоркьо,сын
459,Spiegel::N,матӏу,синучкон
460,Riemen::N,рижу,е
461,Decke::N,одея́ло,шобрет
462,Kissen::N,къандалъо,миндэр
463,Tuch::N,квархьи,кышет
464,Handtuch::N,беркӏалрацӏцӏ,ӵушкон
465,Kraft::N,гуч,кать
466,Kraft::N,гуч,ӟигар
467,Kraft::N,къуват,кать
468,Kraft::N,къуват,ӟигар
469,Stärke::N,хӏалкӏвей,юнлык
470,Gesundheit::N,сахлъи́,тазалык
471,Krankheit::N,унти,висён
472,Krankheit::N,щокълъи,висён
473,Schmerz::N,унти,висён
474,Wunde::N,ругъун,яра
475,Fieber::N,цӏа-кан,кезег
476,Arznei::N,дару,эмъюм
477,Brücke::N,кьо,выж
478,Brunnen::N,гъуй,колдэч
479,Weide::N,рицӏцӏ,возь
480,Weide::N,лъичӏирма,возь
481,Weide::N,гӏурдаллъи,возь
482,Weide::N,ри́цӏигъветӏ,возь
483,Weide::N,рицӏцӏигъветӏ,возь
484,Pfad::N,сухъмахъ,сюрес
485,Weg::N,нух,сюрес
486,Straße::N,нух,сюрес
487,Dorf::N,росу,гурт
488,Stadt::N,шагьар,кар
489,Stadt::N,шагьар,город
490,Brief::N,кагъат,гожтэт
491,Brief::N,рисалат,гожтэт
492,Buch::N,тӏехь,книга
493,Buchstabe::N,хӏарп,буква
494,Zeitung::N,газет,газет
495,Leben::N,яшав,улон
496,Tod::N,хвел,кулон
497,Grab::N,хоб,шайгу
498,Kirche::N,килиса,черк
499,Sünde::N,хӏакъ,сьӧлык
500,Sünde::N,мунагь,сьӧлык
501,Gott::N,бичас,ӥнмар
502,Gott::N,аллагь,ӥнмар
503,Arbeiter::N,хӏалтӏухъан,рабочий
504,Chef::N,хӏаким,начальник
505,Chef::N,начальник,начальник
506,Meister::N,устар,кибашлы
507,Meister::N,мастер,кибашлы
508,Meister::N,махщалилав,кибашлы
509,Arzt::N,жайрахӏ,врач
510,Lehrer::N,мугӏалим,дышетӥсь
511,Geld::N,гӏарац,уксё
512,Geld::N,гӏарац,коньдон
513,Laden::N,тукен,магазин
514,Preis::N,багьа,дун
515,Ware::N,къайи,вуз
516,Nutzen::N,мунпагӏат,пайда
517,Reichtum::N,бечелъи,узырлык
518,Welt::N,дуниял,дунне
519,Land::N,улка,шаер
520,Land::N,икълим,шаер
521,Staat::N,пачалихъ,кун
522,König::N,пача,эксэй
523,König::N,малик,эксэй
524,König::N,къирал,эксэй
525,König::N,падишагь,эксэй
526,Macht::N,кверщел,власть
527,Grenze::N,гӏорхъи,кунгож
528,Krieg::N,рагъ,ож
529,Feind::N,тушман,тушмон
530,Gewalt::N,зулму,эриктэман
531,Kampf::N,къеркьей,нюръяськон
532,Bogen[Waffe]::N,газаргъо,пукыӵ
533,Pfeil::N,чӏор,пукыӵ вень
534,Gewehr::N,туманкӏ,пыӵал
535,Fehler::N,гъалатӏ,янгыш
536,Lüge::N,гьереси,пӧян
537,Lüge::N,гьереси,алдан
538,Lüge::N,гьереси,ӧрекчан
539,Schaden::N,зиян,изъян
540,Schaden::N,зарал,изъян
541,Unglück::N,балагь,куректон
542,Unglück::N,балагь,шудтэме усён
543,Schuld::N,гӏайиб,янгыш
544,Alter::N,гӏумру,арлыд
545,Schluss::N,ахир,пум
546,Zeit::N,заман,дыр
547,Tag::N,къо,нунал
548,Morgen::N,радалмех,ӵукна
549,Mittag::N,къадемех,лымшор
550,Abend::N,релъедамех,ӝыт
551,Abend::N,релъедамех,акшан
552,Nacht::N,сордо,уй
553,Woche::N,анкь,арня
554,Monat::N,моцӏ,толэзь
555,Jahr::N,сон,ар
556,Jahr::N,лъагӏел,ар
557,Frühling::N,их,тулыс
558,Sommer::N,рии,гужем
559,Herbst::N,хасалихълъи,сӥзьыл
560,Winter::N,кьин,тол
561,Januar::N,январь,выльартолэзь
562,Februar::N,февра́ль,тулыспал
563,März::N,март,южтолэзь
564,April::N,апрель,оштолэзь
565,Mai::N,май,куартолэзь
566,Juni::N,июнь,вожотолэзь
567,Juli::N,июль,пӧсьтолэзь
568,August::N,август,гудырикошкон
569,September::N,сентябрь,куарусён
570,Oktober::N,октябрь,выльӝуктолэзь
571,November::N,ноябрь,шуркынмон
572,Dezember::N,декабрь,толсур
573,Montag::N,итни,вордӥськон
574,Dienstag::N,талат,вторник
575,Mittwoch::N,арбагӏ,вирнунал
576,Donnerstag::N,хамиз,покчиарня
577,Freitag::N,рузман,удмуртарня
578,Samstag::N,щамат,кӧснунал
579,Sonntag::N,гьатӏан,арня
580,groß::A,кӏудияб,бадӟым
581,klein::A,гьитӏинаб,пичи
582,lang::A,халатаб,кузь
583,kurz::A,къокъаб,вакчи
584,breit::A,гӏебаб,паськыт
585,schmal::A,къваридаб,сюлэг
586,dicht::A,ризаб,ӵем
587,dick[Gegenstand]::A,бицатаб,зӧк
588,dünn::A,тӏеренаб,векчи
589,fein::A,тӏеренаб,векчи
590,fest::A,къвакӏараб,юн
591,fest::A,къвакӏараб,чурыт
592,flach::A,чӏепараб,ӵошкыт
593,glatt::A,цӏвакараб,гылыт
594,glatt::A,цӏвакараб,вольыт
595,hart::A,кьварараб,чурыт
596,weich::A,тамахаб,небыт
597,rund::A,гургинаб,котырес
598,spitz::A,бегӏераб,йылсо
599,scharf::A,рекӏараб,лэчыт
600,stumpf::A,тӏехӏараб,ныж
601,stumpf::A,рекӏинчӏеб,ныж
602,schwer::A,бакӏаб,секыт
603,schön::A,берцинаб,чебер
604,heiß::A,лагьараб,пӧсь
605,warm::A,хинаб,шуныт
606,kalt::A,квачараб,кезьыт
607,kühl::A,квачараб,юзмыт
608,kühl::A,квачараб,салкым
609,frisch::A,цӏияб,выль
610,feucht::A,рагьараб,мускыт
611,nass::A,би́ччараб,котмем
612,trocken::A,бакъвараб,кӧс
613,leer::A,чӏобогояб,буш
614,leer::A,чӏобогояб,тырттэм
615,offen::A,рагьараб,усьтэм
616,geschlossen::A,рахараб-къараб,ӵогам
617,geschlossen::A,рахараб-къараб,пунням
618,sauber::A,бацӏцӏадаб,ӝикыт
619,sauber::A,бацӏцӏадаб,чылкыт
620,schmutzig::A,гъизараб,нӧд
621,roh::A,хамаб,ыль
622,roh::A,гӏатӏгояб,ыль
623,reif::A,барщараб,вуэм
624,lecker::A,тӏагӏамаб,ческыт
625,süß::A,гьуинаб,ческыт
626,bitter::A,кьогӏаб,курыт
627,sauer::A,цӏекӏаб,чырс
628,hell::A,канаб,югыт
629,dunkel::A,бецӏаб,пеймыт
630,schwarz::A,чӏегӏераб,сьӧд
631,weiß::A,хъахӏаб,тӧдьы
632,rot::A,багӏараб,горд
633,gelb::A,гӏобилаб,ӵуж
634,gelb::A,тӏогьилаб,ӵуж
635,blau::A,хъахӏилаб,лыз
636,grün::A,гӏурччинаб,вож
637,grau::A,накӏкӏуяб,пурысь
638,bunt::A,къвекӏаб,куӵо
639,bunt::A,чара-гъараб,куӵо
640,billig::A,учузаб,дунтэм
641,teuer::A,хири́яб,дуно
642,wertvoll::A,къиматаб,дуно
643,blind::A,беццаб,сукыр
644,blind::A,беццаб,синтэм
645,taub::A,гъугъаб,пельтэм
646,kräftig::A,гучаб,кужмо
647,stark::A,къуватаб,юн
648,stark::A,къуватаб,кужмо
649,schwach::A,гӏажизаб,ляб
650,schwach::A,гӏажизаб,начар
651,fett::A,кьарияб,кӧй
652,schlank::A,чергесаб,веськыт
653,schlank::A,чергесаб,веськрес
654,hübsch::A,гьайбатаб,чебер
655,hübsch::A,гьайбатаб,синмаськымон
656,böse::A,ракӏквешаб,лек
657,dumm::A,гьагаб,шузи
658,dumm::A,гьагаб,визьтэм
659,dumm::A,гӏантаб,шузи
660,dumm::A,гӏантаб,визьтэм
661,faul::A,кӏохӏалаб,азьтэм
662,faul::A,кӏухӏа́лаб,азьтэм
663,fleißig::A,хӏаракатаб,сюлмо
664,geizig::A,къарумаб,сук
665,klug::A,лумияб,визьмо
666,geschickt::A,махщел бугев,усто
667,geschickt::A,махщел бугев,быгатӥсь
668,lieb::A,гӏазизаб,мусо
669,lustig::A,кепаб,шулдыр
670,sanft::A,хӏалимаб,мусо
671,sanft::A,хӏалимаб,эрке
672,sanft::A,хӏере́наб,мусо
673,sanft::A,хӏере́наб,эрке
674,hungrig::A,бакъараб,сютэм
675,krank::A,щокъаб,висись
676,krank::A,унтараб,висись
677,nackt::A,гӏицӏаб,гольык
678,nackt::A,чӏанкӏараб,гольык
679,traurig::A,пашманаб,мӧзмыт
680,lebendig::A,чӏагояб,улэп
681,gut::A,лъикӏаб,ӟеч
682,gut::A,лъикӏаб,умой
683,schlecht::A,къадараб,урод
684,schlecht::A,къадараб,алама
685,richtig::A,битӏараб,шонер
686,schlimm::A,нажасаб,алама
687,schlimm::A,къабихӏаб,алама
688,wahr::A,хӏакъаб,зэмос
689,wahr::A,битӏараб,зэмос
690,alt::A,басрияб,вуж
691,neu::A,цӏияб,выль
692,ehemalig::A,цебе́госеб,азьвылэз
693,alt[Lebewesen]::A,хераб,пересь
694,jung::A,тӏинчӏаб,егит
695,jung::A,тӏинчӏаб,пинал
696,jung::A,гӏолохъанаб,егит
697,jung::A,гӏолохъанаб,пинал
698,arm::A,пакъираб,начар
699,arm::A,пакъираб,куанер
700,reich::A,бечедаб,узыр
701,bekannt::A,лъалеб,тодмо
702,berühmt::A,машгьураб,дано
703,fremd::A,чияр,ят
704,verschieden::A,батӏи-батӏияб,пӧртэм
705,nah::A,гӏагарда бугеб,матысь
706,fern::A,рикӏкӏадаб,кыдёкысь
707,linker::A,квегӏаб,паллян
708,rechter::A,кваранаб,бур
709,rechter::A,кваранаб,бурпал
710,anderer::A,батӏияб,мукет
711,erster::A,тӏоцебесеб,нырысетӥез
712,zweiter::A,кӏиабилеб,кыктэтӥез
713,dritter::A,лъабабилеб,кунньметӥез
714,letzter::A,ахирисеб,берло
715,letzter::A,ахирисеб,берпум
716,allein::ADV,ялгъузго,огназ
717,auf einmal::ADV,цихӏинтӏаго,огдыре
718,zusammen::ADV,цойида,ӵош
719,zusammen::ADV,цойида,валче
720,plötzlich::ADV,цойидасанго,мапламтэ шорысь
721,sofort::ADV,гьебсагӏат,али ик
722,jetzt::ADV,гьанже,али
723,jetzt::ADV,гьанже,табере
724,heute::ADV,жакъа,туннэ
725,morgen::ADV,метер,ӵуказе
726,bald::ADV,гьабсагӏаталъ,ӝоген
727,dann::ADV,цинги,берло
728,gestern::ADV,сон,толон
729,einst::ADV,цин,огпол
730,einst::ADV,цин,одӥг пол
731,damals::ADV,гьебмехалъ,соку
732,damals::ADV,гьебмехалда,соку
733,danach::ADV,цинги,собере
734,danach::ADV,хадуса,собере
735,vorher::ADV,цебе,азьло
736,vorher::ADV,цебе,азьвыл
