,Concept_ID,udm,tr
155,Tanne::N,кыз,çam
156,Tanne::N,кыз,köknar
157,Horn::N,сюр,boynuz
158,Feder::N,тылы,tüy
159,Fell::N,ку,post
160,Flügel::N,бурд,kanat
161,Klaue::N,гижы,pençe
162,Kralle::N,пыд,tırnak
163,Schwanz::N,быж,kuyruk
164,Ei::N,пуз,yumurta
165,Ei::N,кукей,yumurta
166,Nest::N,кар,yuva
167,Nest::N,пузкар,yuva
168,Bau::N,кар,in
169,Bau::N,гу,in
170,Tier::N,пӧйшур,hayvan
171,Herde::N,уллё,sürü
172,Kuh::N,скал,inek
173,Bulle::N,ош,boğa
174,Bulle::N,пороз,boğa
175,Pferd::N,вал,at
176,Pferd::N,вал,beygir
177,Schaf::N,ыж,koyun
178,Schwein::N,парсь,domuz
179,Hund::N,пуны,it
180,Hund::N,пуны,köpek
181,Katze::N,коӵыш,kedi
182,Bär::N,гондыр,ayı
183,Eichhörnchen::N,коньы,sincap
184,Elch::N,койык,büyük kuzey geyiği
185,Fuchs::N,ӟичы,tilki
186,Hase::N,кеч,tavşan
187,Maus::N,шыр,fare
188,Maus::N,шыр,sıçan
189,Wolf::N,кион,kurt
190,Vogel::N,тылобурдо,kuş
191,Schwarm::N,уллё,sürü
192,Huhn::N,курег,tavuk
193,Hahn::N,атас,horoz
194,Gans::N,ӟазег,kaz
195,Adler::N,ӧрзи,kartal
196,Adler::N,ӧрзи,karakuş
197,Ente::N,ӵӧж,ördek
198,Eule::N,кучыран,baykuş
199,Kranich::N,тури,turna
200,Krähe::N,куака,karga
201,Kuckuck::N,кикы,guguk
202,Schwan::N,юсь,kuğu
203,Fisch::N,чорыг,balık
204,Barsch::N,юш,hani
205,Barsch::N,юш,levrek
206,Hecht::N,чипей,turnabalığı
207,Schlange[Tier]::N,кый,yılan
208,Wurm::N,нумыр,kurt
209,Wurm::N,нумыр,solucan
210,Spinne::N,чонари,örümcek
211,Ameise::N,кузьыли,karınca
212,Laus::N,тэй,bit
213,Mücke::N,нымы,sivrisinek
214,Mücke::N,чибинь,sivrisinek
215,Fliege::N,кут,sinek
216,Schmetterling::N,бубыли,kelebek
217,Beere::N,узы-боры,tane
218,Apfel::N,яблок,elma
219,Pilz::N,губи,mantar
220,Zwiebel::N,сугон,soğan
221,Saat::N,кидыс,ekin
222,Korn::N,тысь,tane
223,Heu::N,турын,kuru ot
224,Schale::N,кыд,kabuk
225,Grube::N,гу,çukur
226,Grube::N,гоп,çukur
227,Falle::N,налик,tuzak
228,Schlinge::N,гиӟ,ilmik
229,Schlinge::N,герд,ilmik
230,Spur::N,пытьы,iz
231,Spur::N,бервыл,iz
232,Asche::N,пень,kül
233,Dreck::N,дэри,pislik
234,Eisen::N,корт,demir
235,Gold::N,зарни,altın
236,Silber::N,азвесь,gümüş
237,Kohle::N,эгыр,kömür
238,Glas::N,стекло,cam
239,Glas::N,пияла,cam
240,Lehm::N,сюй,balçık
241,Sand::N,луо,kum
242,Mensch::N,мурт,insan
243,Mensch::N,адями,insan
244,Mann::N,воргорон,adam
245,Mann::N,воргорон,erkek
246,Frau::N,кышномурт,bayan
247,Kind::N,нуны,çocuk
248,Kind::N,пинал,çocuk
249,Junge::N,пи,erkek çocuk
250,Mädchen::N,ныл,kız
251,Familie::N,семья,aile
252,Großvater::N,песятай,dede
253,Großvater::N,песятай,büyükbaba
254,Großvater::N,пересь атай,dede
255,Großvater::N,пересь атай,büyükbaba
256,Großmutter::N,песянай,nine
257,Großmutter::N,песянай,büyükanne
258,Großmutter::N,пересь анай,nine
259,Großmutter::N,пересь анай,büyükanne
260,Eltern::N,атай-анай,ebeveyn
261,Eltern::N,атай-анай,ana baba
262,Eltern::N,бубы-мумы,ebeveyn
263,Eltern::N,бубы-мумы,ana baba
264,Vater::N,айы,ata
265,Vater::N,айы,baba
266,Vater::N,атай,ata
267,Vater::N,атай,baba
268,Mutter::N,мумы,ana
269,Mutter::N,мумы,anne
270,Sohn::N,пи,oğul
271,Tochter::N,ныл,kız
272,Tochter::N,ныл,kız evlât
273,Bruder::N,агай,abi
274,Bruder::N,агай,erkek kardeş
275,Schwester::N,апа,abla
276,Schwester::N,апа,kız kardeş
277,Schwester::N,сузэр,abla
278,Schwester::N,сузэр,kız kardeş
279,Onkel::N,агай,dayı
280,Tante::N,апа,hala
281,Tante::N,апа,teyze
282,Tante::N,кенак,hala
283,Tante::N,кенак,teyze
284,Ehemann::N,карт,koca
285,Ehefrau::N,кышно,karı
286,Freude::N,шумпотон,neşe
287,Freude::N,шумпотон,sevinç
288,Gelächter::N,горем,gülme
289,Gelächter::N,горем,kahkaha
290,Glück::N,шуд,mutluluk
291,Kummer::N,кайгу,dert
292,Kummer::N,кайгу,keder
293,Kummer::N,куректон,dert
294,Kummer::N,куректон,keder
295,Wunsch::N,мылпотон,arzu
296,Wunsch::N,мылпотон,istek
297,Lust::N,потон,arzu
298,Lust::N,потон,heves
299,Geist::N,лул,tin
300,Gedanke::N,малпан,fikir
301,Gedanke::N,малпан,düşünce
302,Gedächtnis::N,йырсазь,bellek
303,Gedächtnis::N,тодэваён,bellek
304,Verstand::N,йырвизь,zekâ
305,Sinn::N,смысл,anlam
306,Grund::N,муг,sebep
307,Grund::N,ньӧм,sebep
308,Wahrheit::N,зэм,doğruluk
309,Wahrheit::N,зэм,gerçeklik
310,Wahrheit::N,шонер,doğruluk
311,Wahrheit::N,шонер,gerçeklik
312,Gespräch::N,вераськон,görüşme
313,Märchen::N,выжыкыл,masal
314,Erzählung::N,верос,öykü
315,Erzählung::N,верос,hikâye
316,Nachricht::N,ивор,haber
317,Neuigkeit::N,выльивор,haber
318,Name::N,ним,ad
319,Name::N,ним,isim
320,Rätsel::N,мадькыл,bilmece
321,Rede::N,верам,söylev
322,Rede::N,верам,konuşma
323,Sprache::N,кыл,dil
324,Sprache::N,кыл,lisan
325,Stimme::N,куара,ses
326,Wort::N,кыл,kelime
327,Zeichen::N,пус,işaret
328,Zeichen::N,тодмет,işaret
329,Ruf::N,ӧтён,çağırma
330,Ruf::N,чортон,çağırma
331,Lärm::N,ӵашетон,şamata
332,Lärm::N,ӵашетон,gürültü
333,Laut::N,куара,ses
334,Ton::N,куара,ses
335,Lied::N,кырӟан,türkü
336,Ruhe::N,чалмыт улон,sakinlik
337,Leute::N,адямиос,halk
338,Leute::N,адямиос,insanlar
339,Volk::N,калык,ulus
340,Volk::N,калык,millet
341,Arbeit::N,уж,iş
342,Arbeit::N,уж,çalışma
343,Gast::N,куно,konuk
344,Gast::N,куно,misafir
345,Geschenk::N,салам,hediye
346,Geschenk::N,салам,armağan
347,Geschenk::N,кузьым,hediye
348,Geschenk::N,кузьым,armağan
349,Spiel::N,шудон,oyun
350,Gesellschaft::N,калык,çevre
351,Gesellschaft::N,калык,arkadaşlık
352,Hilfe::N,юрттон,yardım
353,Freund::N,эш,dost
354,Freund::N,эш,arkadaş
355,Freund::N,юлтош,dost
356,Freund::N,юлтош,arkadaş
357,Kamerad::N,тодмо,arkadaş
358,Angelegenheit::N,уж,iş
359,Angelegenheit::N,уж,husus
360,Anzahl::N,лыд,sayı
361,Art::N,тус,çeşit
362,Stück::N,юдэс,tane
363,Stück::N,юдэс,parça
364,Teil::N,люкет,kısım
365,Hälfte::N,ӝыны,yarı
366,Kreis::N,котырес,daire
367,Kreuz::N,крест,haç
368,Linie::N,гож,hat
369,Linie::N,гож,çizgi
370,Strich::N,гож,çizgi
371,Abstand::N,вис,aralık
372,Abstand::N,кусып,aralık
373,Entfernung::N,кусып,mesafe
374,Entfernung::N,кусып,uzaklık
375,Gegend::N,инты,yöre
376,Platz::N,инты,yer
377,Ort::N,инты,yer
378,Ort::N,места,yer
379,Seite::N,пал,yan
380,Seite::N,пал,taraf
381,Mitte::N,шор,orta
382,Mitte::N,шор,merkez
383,Gegenstand::N,арбери,şey
384,Sache::N,котыр,iş
385,Sache::N,котыр,şey
386,Rand::N,дур,kenar
387,Rand::N,шаер,kenar
388,Kante::N,дур,kenar
389,Ecke::N,сэрег,köşe
390,Spitze::N,йыл,uç
391,Spitze::N,йыл,baş
392,Ende::N,пум,uç
393,Loch::N,пась,oyuk
394,Loch::N,пась,delik
395,Winkel::N,сэрег,köşe
396,Muster::N,пужы,örnek
397,Größe::N,быдӟала,büyüklük
398,Länge::N,кузьдала,uzunluk
399,Höhe::N,ӝуждала,yükseklik
400,Gewicht::N,сектала,ağırlık
401,Gewicht::N,секытлык,ağırlık
402,Menge::N,лыд,miktar
403,Menge::N,лыдпус,miktar
404,Haufen::N,люк,küme
405,Haufen::N,люк,yığın
406,Reihe::N,чур,sıra
407,Boot::N,пыж,kayık
408,Boot::N,пыж,sandal
409,Boot::N,лодка,kayık
410,Boot::N,лодка,sandal
411,Ruder::N,полыс,kürek
412,Schlitten::N,додьы,kızak
413,Ski::N,куас,kayak
414,Lagerfeuer::N,тылскем,kamp ateşi
415,Last::N,секыт,yük
416,Gang::N,ветлон,gidiş
417,Gang::N,ветлон,yürüyüş
418,Schritt::N,вамыш,adım
419,Norden::N,уйпал,kuzey
420,Süden::N,лымшор,güney
421,Westen::N,шунды пуксён,batı
422,Osten::N,шунды ӝужан,doğu
423,Holz::N,пу,ağaç
424,Holz::N,пу,tahta
425,Brett::N,пул,tahta
426,Platte::N,плита,levha
427,Stütze::N,пыкет,dayak
428,Stütze::N,пыкет,destek
429,Stange::N,пуӵ,çubuk
430,Stock::N,боды,sopa
431,Stock::N,боды,değnek
432,Stab::N,пуӵ,sırık
433,Stab::N,пуӵ,baston
434,Stab::N,боды,sırık
435,Stab::N,боды,baston
436,Rohr::N,труба,boru
437,Haus::N,юрт,ev
438,Heim::N,корка,ev
439,Heim::N,корка,yurt
440,Ofen::N,гур,soba
441,Fußboden::N,выж,taban
442,Fußboden::N,выж,döşeme
443,Tisch::N,ӝӧк,masa
444,Stuhl::N,пукон,iskemle
445,Stuhl::N,пукон,sandalye
446,Wiege::N,кӧкы,beşik
447,Wiege::N,зыбка,beşik
448,Bett::N,валес,yatak
449,Regal::N,ӝажы,raf
450,Kiste::N,ящик,sandık
451,Fenster::N,укно,pencere
452,Fenster::N,косяк,pencere
453,Tür::N,ӧс,kapı
454,Tor::N,ӟезьы,kapı
455,Zaun::N,забор,çit
456,Dach::N,липет,dam
457,Dach::N,липет,çatı
458,Leiter::N,падӟа,merdiven
459,Besen::N,ӵужон,süpürge
460,Besen::N,исьнер,süpürge
461,Spaten::N,лопатка,bel
462,Schaufel::N,ютырон,kürek
463,Gabel::N,тэчы,çatal
464,Gabel::N,вилка,çatal
465,Löffel::N,пуньы,kaşık
466,Messer::N,пурт,bıçak
467,Nagel::N,кортӵог,çivi
468,Netz::N,сеть,ağ
469,Haken::N,курик,çengel
470,Griff::N,ныд,kulp
471,Griff::N,ныд,tutamak
472,Schloss::N,тунгон,kilit
473,Bild::N,суред,imaj
474,Bild::N,суред,resim
475,Figur::N,фигура,şekil
476,Figur::N,фигура,heykel
477,Puppe::N,мунё,kukla
478,Beutel::N,пуйы,kese
479,Beutel::N,пуйы,torba
480,Bündel::N,керттэт,deste
481,Tasche::N,пуйы,çanta
482,Tasche::N,сумка,çanta
483,Eimer::N,ведра,kova
484,Deckel::N,ӵоксэт,kapak
485,Geschirr::N,тусьты-пуньы,kap kacak
486,Sack::N,пуйы,torba
487,Tasse::N,ӵаша,fincan
488,Topf::N,миска,tencere
489,Kessel::N,пурты,kazan
490,Essen::N,сиськон,yemek
491,Nahrung::N,сион,gıda
492,Nahrung::N,сион,besin
493,Speise::N,сиён,yemek
494,Fleisch::N,сӥль,et
495,Getreide::N,ю тысь,tahıl
496,Getreide::N,ю тысь,hububat
497,Brei::N,ӝук,ezme
498,Brot::N,нянь,ekmek
499,Scheibe::N,шорем,dilim
500,Fett::N,кӧй,yağ
501,Butter::N,вӧй,tereyağı
502,Öl::N,вӧй,yağ
503,Öl::N,вӧй,akar yağ
504,Salz::N,сылал,tuz
505,Suppe::N,шыд,çorba
506,Honig::N,чечы,bal
507,Milch::N,йӧл,süt
508,Tee::N,чай,çay
509,Leder::N,сурон,deri
510,Leder::N,сурон,meşin
511,Wolle::N,гон,yün
512,Wolle::N,ыжгон,yün
513,Stoff::N,куэм,kumaş
514,Nadel::N,вень,iğne
515,Faden::N,сӥньыс,tire
516,Faden::N,сӥньыс,iplik
517,Knopf::N,бирды,düğme
518,Knoten::N,герд,düğüm
519,Farbe::N,буёл,boya
520,Kleidung::N,дӥсь,giyim
521,Hemd::N,дэрем,gömlek
522,Kragen::N,сирес,yaka
523,Ärmel::N,саес,yen
524,Ärmel::N,саес,elbise kolu
525,Hose::N,брюки,pantolon
526,Hose::N,штань,pantolon
527,Gürtel::N,кускерттон,kuşak
528,Mütze::N,ызьы,bere
529,Mütze::N,ызьы,kasket
530,Schuh::N,ботинка,kundura
531,Schuh::N,ботинка,ayakkabı
532,Stiefel::N,сапег,çizme
533,Ring::N,зундэс,yüzük
534,Band::N,лента,bağ
535,Band::N,лента,şerit
536,Kamm::N,сын,tarak
537,Spiegel::N,синучкон,ayna
538,Riemen::N,е,kayış
539,Schnur::N,гозы,ip
540,Schnur::N,гозы,sicim
541,Leine::N,думет,kayış
542,Decke::N,шобрет,örtü
543,Decke::N,шобрет,yorgan
544,Kissen::N,миндэр,yastık
545,Tuch::N,кышет,bez
546,Handtuch::N,ӵушкон,havlu
547,Kraft::N,кать,güç
548,Kraft::N,кать,kuvvet
549,Kraft::N,ӟигар,güç
550,Kraft::N,ӟигар,kuvvet
551,Stärke::N,юнлык,kuvvet
552,Gesundheit::N,тазалык,sağlık
553,Krankheit::N,висён,hastalık
554,Schmerz::N,висён,ağrı
555,Schmerz::N,висён,sancı
556,Wunde::N,яра,yara
557,Fieber::N,кезег,ateş
558,Arznei::N,эмъюм,ilâç
559,Brücke::N,выж,köprü
560,Brunnen::N,колдэч,kuyu
561,Brunnen::N,колдэч,çeşme
562,Weide::N,возь,otlak
563,Pfad::N,сюрес,patika
564,Pfad::N,сюрес,keçiyolu
565,Weg::N,сюрес,yol
566,Straße::N,сюрес,yol
567,Straße::N,сюрес,cadde
568,Dorf::N,гурт,köy
569,Stadt::N,кар,kent
570,Stadt::N,кар,şehir
571,Stadt::N,город,kent
572,Stadt::N,город,şehir
573,Brief::N,гожтэт,mektup
574,Buch::N,книга,kitap
575,Buchstabe::N,буква,harf
576,Zeitung::N,газет,gazete
577,Leben::N,улон,hayat
578,Tod::N,кулон,ölüm
579,Grab::N,шайгу,kabir
580,Kirche::N,черк,kilise
581,Sünde::N,сьӧлык,günah
582,Gott::N,ӥнмар,tanrı
583,Arbeiter::N,рабочий,işçi
584,Chef::N,начальник,şef
585,Chef::N,начальник,müdür
586,Meister::N,кибашлы,usta
587,Arzt::N,врач,hekim
588,Arzt::N,врач,doktor
589,Lehrer::N,дышетӥсь,hoca
590,Lehrer::N,дышетӥсь,öğretmen
591,Geld::N,уксё,para
592,Geld::N,коньдон,para
593,Geschäft::N,уж,ticaret
594,Laden::N,магазин,dükkân
595,Preis::N,дун,fiyat
596,Ware::N,вуз,mal
597,Nutzen::N,пайда,fayda
598,Reichtum::N,узырлык,servet
599,Reichtum::N,узырлык,zenginlik
600,Welt::N,дунне,dünya
601,Land::N,шаер,ülke
602,Staat::N,кун,devlet
603,König::N,эксэй,kral
604,Macht::N,власть,kudret
605,Macht::N,власть,iktidar
606,Grenze::N,кунгож,had
607,Grenze::N,кунгож,sınır
608,Krieg::N,ож,savaş
609,Feind::N,тушмон,düşman
610,Gewalt::N,эриктэман,zor
611,Gewalt::N,эриктэман,cebir
612,Kampf::N,нюръяськон,savaş
613,Bogen[Waffe]::N,пукыӵ,yay
614,Pfeil::N,пукыӵ вень,ok
615,Gewehr::N,пыӵал,tüfek
616,Fehler::N,янгыш,hata
617,Fehler::N,янгыш,yanlış
618,Lüge::N,пӧян,yalan
619,Lüge::N,алдан,yalan
620,Lüge::N,ӧрекчан,yalan
621,Schaden::N,изъян,zarar
622,Unglück::N,куректон,felâket
623,Unglück::N,куректон,talihsizlik
624,Unglück::N,шудтэме усён,felâket
625,Unglück::N,шудтэме усён,talihsizlik
626,Schuld::N,янгыш,suç
627,Schuld::N,янгыш,kabahat
628,Alter::N,арлыд,yaş
629,Schluss::N,пум,son
630,Zeit::N,дыр,zaman
631,Tag::N,нунал,gün
632,Morgen::N,ӵукна,sabah
633,Mittag::N,лымшор,öğle
634,Abend::N,ӝыт,akşam
635,Abend::N,акшан,akşam
636,Nacht::N,уй,gece
637,Woche::N,арня,hafta
638,Monat::N,толэзь,ay
639,Jahr::N,ар,yıl
640,Jahr::N,ар,sene
641,Frühling::N,тулыс,ilkbahar
642,Sommer::N,гужем,yaz
643,Herbst::N,сӥзьыл,güz
644,Herbst::N,сӥзьыл,sonbahar
645,Winter::N,тол,kış
646,Januar::N,выльартолэзь,ocak
647,Februar::N,тулыспал,şubat
648,März::N,южтолэзь,mart
649,April::N,оштолэзь,nisan
650,Mai::N,куартолэзь,mayıs
651,Juni::N,вожотолэзь,haziran
652,Juli::N,пӧсьтолэзь,temmuz
653,August::N,гудырикошкон,ağustos
654,September::N,куарусён,eylül
655,Oktober::N,выльӝуктолэзь,ekim
656,November::N,шуркынмон,kasım
657,Dezember::N,толсур,aralık
658,Montag::N,вордӥськон,pazartesi
659,Dienstag::N,вторник,salı
660,Mittwoch::N,вирнунал,çarşamba
661,Donnerstag::N,покчиарня,perşembe
662,Freitag::N,удмуртарня,cuma
663,Samstag::N,кӧснунал,cumartesi
664,Sonntag::N,арня,pazar
665,groß::A,бадӟым,büyük
666,klein::A,пичи,ufak
667,klein::A,пичи,küçük
668,lang::A,кузь,uzun
669,kurz::A,вакчи,kısa
670,breit::A,паськыт,enli
671,breit::A,паськыт,geniş
672,schmal::A,сюлэг,dar
673,dicht::A,ӵем,sık
674,dicht::A,ӵем,yoğun
675,dick[Gegenstand]::A,зӧк,kalın
676,dick[Gegenstand]::A,зӧк,iri
677,dünn::A,векчи,ince
678,fein::A,векчи,ince
679,fein::A,векчи,narin
680,fest::A,юн,sabit
681,fest::A,юн,sağlam
682,fest::A,чурыт,sabit
683,fest::A,чурыт,sağlam
684,flach::A,ӵошкыт,düz
685,flach::A,ӵошкыт,yassı
686,glatt::A,гылыт,düz
687,glatt::A,вольыт,düz
688,hart::A,чурыт,katı
689,weich::A,небыт,yumuşak
690,rund::A,котырес,yuvarlak
691,spitz::A,йылсо,sivri
692,scharf::A,лэчыт,keskin
693,stumpf::A,ныж,kör
694,schwer::A,секыт,ağır
695,schön::A,чебер,güzel
696,heiß::A,пӧсь,kızgın
697,warm::A,шуныт,sıcak
698,kalt::A,кезьыт,soğuk
699,kühl::A,юзмыт,serin
700,kühl::A,салкым,serin
701,frisch::A,выль,taze
702,feucht::A,мускыт,nemli
703,feucht::A,мускыт,rutubetli
704,nass::A,котмем,yaş
705,nass::A,котмем,ıslak
706,trocken::A,кӧс,kuru
707,voll::A,тыр,dolu
708,voll::A,тыр,dolmuş
709,leer::A,буш,boş
710,leer::A,тырттэм,boş
711,offen::A,усьтэм,açık
712,geschlossen::A,ӵогам,kapalı
713,geschlossen::A,пунням,kapalı
714,sauber::A,ӝикыт,pak
715,sauber::A,ӝикыт,temiz
716,sauber::A,чылкыт,pak
717,sauber::A,чылкыт,temiz
718,schmutzig::A,нӧд,pis
719,schmutzig::A,нӧд,kirli
720,roh::A,ыль,çiğ
721,reif::A,вуэм,olgun
722,lecker::A,ческыт,lezzetli
723,süß::A,ческыт,tatlı
724,süß::A,ческыт,şekerli
725,bitter::A,курыт,acı
726,sauer::A,чырс,ekşi
727,hell::A,югыт,aydınlık
728,dunkel::A,пеймыт,karanlık
729,schwarz::A,сьӧд,kara
730,schwarz::A,сьӧд,siyah
731,weiß::A,тӧдьы,ak
732,weiß::A,тӧдьы,beyaz
733,rot::A,горд,kırmızı
734,gelb::A,ӵуж,sarı
735,blau::A,лыз,mavi
736,grün::A,вож,yeşil
737,grau::A,пурысь,boz
738,bunt::A,куӵо,renkli
739,billig::A,дунтэм,ucuz
740,teuer::A,дуно,pahalı
741,wertvoll::A,дуно,değerli
742,blind::A,сукыр,kör
743,blind::A,синтэм,kör
744,taub::A,пельтэм,sağır
745,kräftig::A,кужмо,dinç
746,kräftig::A,кужмо,kuvvetli
747,stark::A,юн,güçlü
748,stark::A,юн,kuvvetli
749,stark::A,кужмо,güçlü
750,stark::A,кужмо,kuvvetli
751,schwach::A,ляб,zayıf
752,schwach::A,ляб,güçsüz
753,schwach::A,начар,zayıf
754,schwach::A,начар,güçsüz
755,fett::A,кӧй,şişman
756,schlank::A,веськыт,narin
757,schlank::A,веськрес,narin
758,hübsch::A,чебер,güzel
759,hübsch::A,чебер,sevimli
760,hübsch::A,синмаськымон,güzel
761,hübsch::A,синмаськымон,sevimli
762,böse::A,лек,kötü
763,dumm::A,шузи,aptal
764,dumm::A,визьтэм,aptal
765,faul::A,азьтэм,tembel
766,fleißig::A,сюлмо,çalışkan
767,geizig::A,сук,cimri
768,klug::A,визьмо,zekî
769,klug::A,визьмо,akıllı
770,geschickt::A,усто,becerikli
771,geschickt::A,быгатӥсь,becerikli
772,lieb::A,мусо,sevimli
773,lustig::A,шулдыр,neşeli
774,sanft::A,мусо,nazik
775,sanft::A,эрке,nazik
776,hungrig::A,сютэм,aç
777,krank::A,висись,hasta
778,krank::A,висись,rahatsız
779,nackt::A,гольык,çıplak
780,traurig::A,мӧзмыт,kederli
781,traurig::A,мӧзмыт,üzüntülü
782,lebendig::A,улэп,canlı
783,gut::A,ӟеч,iyi
784,gut::A,умой,iyi
785,schlecht::A,урод,kötü
786,schlecht::A,алама,kötü
787,richtig::A,шонер,doğru
788,schlimm::A,алама,kötü
789,wahr::A,зэмос,doğru
790,wahr::A,зэмос,gerçek
791,alt::A,вуж,eski
792,neu::A,выль,yeni
793,ehemalig::A,азьвылэз,önceki
794,alt[Lebewesen]::A,пересь,yaşlı
795,jung::A,егит,genç
796,jung::A,пинал,genç
797,arm::A,начар,fakir
798,arm::A,куанер,fakir
799,reich::A,узыр,zengin
800,bekannt::A,тодмо,bilinen
801,berühmt::A,дано,ünlü
802,berühmt::A,дано,meşhur
803,fremd::A,ят,yabancı
804,verschieden::A,пӧртэм,ayrı
805,verschieden::A,пӧртэм,farklı
806,nah::A,матысь,yakın
