,Concept_ID,la,fi
178,Elch::N,alces,hirvi
179,Fuchs::N,vulpes,kettu
180,Hase::N,lepus,jänis
181,Maus::N,mus,hiiri
182,Wolf::N,lupus,susi
183,Vogel::N,avis,lintu
184,Schwarm::N,examen,parvi
185,Huhn::N,gallina,kana
186,Hahn::N,gallus,kukko
187,Gans::N,anser,hanhi
188,Adler::N,aquila,kotka
189,Ente::N,anas,ankka
190,Eule::N,ulula,pöllö
191,Eule::N,noctua,pöllö
192,Kranich::N,grus,kurki
193,Krähe::N,cornix,varis
194,Kuckuck::N,cuculus,käki
195,Schwan::N,olor,joutsen
196,Schwan::N,cycnus,joutsen
197,Fisch::N,piscis,kala
198,Barsch::N,perca,ahven
199,Hecht::N,esox,hauki
200,Schlange[Tier]::N,serpens,käärme
201,Wurm::N,vermis,mato
202,Spinne::N,aranea,hämähäkki
203,Ameise::N,formica,muurahainen
204,Laus::N,pediculus,täi
205,Mücke::N,culex,sääski
206,Mücke::N,culex,hyttynen
207,Fliege::N,musca,kärpänen
208,Schmetterling::N,papilio,perhonen
209,Beere::N,baca,marja
210,Apfel::N,malum,omena
211,Pilz::N,fungus,sieni
212,Zwiebel::N,cepa,sipuli
213,Saat::N,seges,siemenet
214,Korn::N,granum,jyvä
215,Korn::N,granum,vilja
216,Heu::N,faenum,heinä
217,Schale::N,putamen,kuori
218,Grube::N,fovea,kuoppa
219,Falle::N,pedica,loukku
220,Schlinge::N,laqueus,ansa
221,Spur::N,vestigium,jälki
222,Asche::N,cinis,tuhka
223,Dreck::N,lutum,lika
224,Eisen::N,ferrum,rauta
225,Gold::N,aurum,kulta
226,Silber::N,argentum,hopea
227,Kohle::N,carbo,hiili
228,Glas::N,vitrum,lasi
229,Lehm::N,lutum,savi
230,Sand::N,arena,hiekka
231,Mensch::N,homo,ihminen
232,Mann::N,vir,mies
233,Frau::N,mulier,nainen
234,Kind::N,puer,lapsi
235,Kind::N,infans,lapsi
236,Junge::N,puer,poika
237,Mädchen::N,puella,tyttö
238,Familie::N,familia,perhe
239,Großvater::N,avus,isoisä
240,Großmutter::N,avia,isoäiti
241,Eltern::N,parentes,vanhemmat
242,Vater::N,pater,isä
243,Mutter::N,mater,äiti
244,Sohn::N,filius,poika
245,Tochter::N,filia,tytär
246,Bruder::N,frater,veli
247,Schwester::N,soror,sisko
248,Onkel::N,patruus,eno
249,Onkel::N,patruus,setä
250,Onkel::N,avunculus,eno
251,Onkel::N,avunculus,setä
252,Tante::N,amita,täti
253,Ehemann::N,maritus,mies
254,Ehemann::N,maritus,aviomies
255,Ehefrau::N,uxor,vaimo
256,Ehefrau::N,uxor,aviovaimo
257,Freude::N,gaudium,ilo
258,Freude::N,gaudium,riemu
259,Freude::N,laetitia,ilo
260,Freude::N,laetitia,riemu
261,Gelächter::N,risus,nauru
262,Glück::N,felicitas,onni
263,Kummer::N,aegritudo,suru
264,Kummer::N,aegritudo,murhe
265,Wunsch::N,voluntas,toive
266,Wunsch::N,voluntas,toivomus
267,Wunsch::N,desiderium,toive
268,Wunsch::N,desiderium,toivomus
269,Lust::N,libido,himo
270,Lust::N,voluptas,himo
271,Geist::N,mens,henki
272,Geist::N,animus,henki
273,Gedanke::N,sententia,aate
274,Gedanke::N,sententia,ajatus
275,Gedächtnis::N,memoria,muisti
276,Verstand::N,ratio,äly
277,Verstand::N,ratio,järki
278,Verstand::N,ratio,ymmärrys
279,Verstand::N,ingenium,äly
280,Verstand::N,ingenium,järki
281,Verstand::N,ingenium,ymmärrys
282,Sinn::N,sensus,merkitys
283,Grund::N,causa,syy
284,Grund::N,causa,peruste
285,Wahrheit::N,veritas,tosi
286,Wahrheit::N,veritas,totuus
287,Gespräch::N,sermo,puhelu
288,Gespräch::N,sermo,keskustelu
289,Märchen::N,fabula,satu
290,Erzählung::N,fabula,tarina
291,Erzählung::N,fabula,kertomus
292,Erzählung::N,narratio,tarina
293,Erzählung::N,narratio,kertomus
294,Nachricht::N,nuntius,tieto
295,Nachricht::N,nuntius,ilmoitus
296,Neuigkeit::N,novitas,uutinen
297,Name::N,nomen,nimi
298,Rätsel::N,aenigma,arvoitus
299,Rede::N,oratio,puhe
300,Sprache::N,lingua,kieli
301,Stimme::N,vox,ääni
302,Wort::N,verbum,sana
303,Wort::N,vocabulum,sana
304,Zeichen::N,signum,merkki
305,Ruf::N,clamor,kutsu
306,Lärm::N,strepitus,melu
307,Lärm::N,strepitus,hälinä
308,Laut::N,sonus,ääni
309,Ton::N,sonus,sävel
310,Lied::N,carmen,laulu
311,Ruhe::N,quies,lepo
312,Ruhe::N,quies,rauha
313,Leute::N,homines,väki
314,Leute::N,homines,ihmiset
315,Volk::N,populus,kansa
316,Arbeit::N,labor,työ
317,Gast::N,hospes,vieras
318,Gast::N,conviva,vieras
319,Geschenk::N,munus,lahja
320,Spiel::N,ludus,peli
321,Spiel::N,ludus,leikki
322,Gesellschaft::N,societas,seura
323,Hilfe::N,auxilium,apu
324,Hilfe::N,subsidium,apu
325,Freund::N,amicus,ystävä
326,Kamerad::N,socius,toveri
327,Angelegenheit::N,res,asia
328,Anzahl::N,numerus,lukumäärä
329,Art::N,genus,laji
330,Stück::N,frustum,pala
331,Stück::N,frustum,kappale
332,Stück::N,fragmentum,pala
333,Stück::N,fragmentum,kappale
334,Teil::N,pars,osa
335,Hälfte::N,dimidium,puoli
336,Kreis::N,orbis,ympyrä
337,Kreis::N,circus,ympyrä
338,Kreuz::N,crux,risti
339,Linie::N,linea,viiva
340,Strich::N,lineamentum,piirto
341,Abstand::N,intervallum,väli
342,Abstand::N,intervallum,väljyys
343,Entfernung::N,spatium,etäisyys
344,Gegend::N,loca,seutu
345,Gegend::N,regio,seutu
346,Platz::N,locus,tila
347,Ort::N,locus,kohta
348,Ort::N,locus,paikka
349,Seite::N,latus,sivu
350,Seite::N,latus,kylki
351,Mitte::N,medium,keskus
352,Mitte::N,medium,puoliväli
353,Gegenstand::N,res,kalu
354,Gegenstand::N,res,esine
355,Sache::N,res,asia
356,Rand::N,margo,ääri
357,Rand::N,margo,syrjä
358,Kante::N,angulus,särmä
359,Ecke::N,angulus,nurkka
360,Spitze::N,cacumen,terä
361,Spitze::N,cacumen,kärki
362,Ende::N,caput,pää
363,Ende::N,caput,perä
364,Loch::N,foramen,kolo
365,Loch::N,foramen,reikä
366,Winkel::N,angulus,kulma
367,Muster::N,exemplum,kuvio
368,Größe::N,magnitudo,koko
369,Größe::N,magnitudo,suuruus
370,Länge::N,longitudo,pituus
371,Höhe::N,altitudo,korkeus
372,Gewicht::N,pondus,paino
373,Menge::N,copia,määrä
374,Haufen::N,acervus,kasa
375,Reihe::N,ordo,rivi
376,Boot::N,navicula,vene
377,Ruder::N,remus,airo
378,Schlitten::N,sclodia,reki
379,Schlitten::N,sclodia,kelkka
380,Ski::N,narta,suksi
381,Lagerfeuer::N,ignis,nuotio
382,Last::N,onus,kuorma
383,Gang::N,cursus,kulku
384,Gang::N,cursus,käynti
385,Schritt::N,gradus,askel
386,Norden::N,septentriones,pohjoinen
387,Süden::N,meridies,etelä
388,Westen::N,occidens,länsi
389,Osten::N,oriens,itä
390,Holz::N,lignum,puu
391,Brett::N,tabula,lauta
392,Platte::N,lamina,levy
393,Stütze::N,adminiculum,noja
394,Stange::N,pertica,tanko
395,Stock::N,baculum,keppi
396,Stab::N,scipio,sauva
397,Stab::N,scipio,seiväs
398,Rohr::N,tubus,putki
399,Haus::N,aedes,talo
400,Heim::N,domicilium,koti
401,Ofen::N,fornax,uuni
402,Fußboden::N,solum,lattia
403,Tisch::N,mensa,pöytä
404,Stuhl::N,sella,tuoli
405,Wiege::N,cunae,kehto
406,Bett::N,lectus,sänky
407,Regal::N,foruli,hylly
408,Kiste::N,cista,arkku
409,Kiste::N,cista,kirstu
410,Kiste::N,cista,laatikko
411,Fenster::N,fenestra,ikkuna
412,Tür::N,ianua,ovi
413,Tor::N,porta,portti
414,Zaun::N,saepes,aita
415,Dach::N,tectum,katto
416,Leiter::N,scalae,tikkaat
417,Leiter::N,scalae,tikapuut
418,Besen::N,scopae,luuta
419,Spaten::N,pala,lapio
420,Schaufel::N,pala,lapio
421,Gabel::N,fuscinula,haarukka
422,Löffel::N,coclear,lusikka
423,Messer::N,culter,veitsi
424,Nagel::N,clavus,naula
425,Netz::N,rete,verkko
426,Haken::N,hamus,haka
427,Haken::N,hamus,koukku
428,Griff::N,manubrium,ripa
429,Griff::N,manubrium,kahva
430,Schloss::N,claustra,lukko
431,Bild::N,tabula,kuva
432,Bild::N,pictura,kuva
433,Figur::N,statunculum,kuvio
434,Puppe::N,pupa,nukke
435,Beutel::N,sacculus,pussi
436,Bündel::N,fascis,nippu
437,Bündel::N,fascis,kimppu
438,Tasche::N,sacculus,laukku
439,Eimer::N,situla,sanko
440,Eimer::N,situla,ämpäri
441,Deckel::N,operculum,kansi
442,Geschirr::N,vasa,astia
443,Sack::N,saccus,säkki
444,Tasse::N,pocillum,kuppi
445,Topf::N,olla,pata
446,Kessel::N,aenum,kattila
447,Essen::N,cena,syönti
448,Nahrung::N,cibus,ruoka
449,Nahrung::N,cibus,ravinto
450,Nahrung::N,alimenta,ruoka
451,Nahrung::N,alimenta,ravinto
452,Speise::N,cibus,ruoka
453,Fleisch::N,caro,liha
454,Getreide::N,frumentum,vilja
455,Brei::N,puls,puuro
456,Brot::N,panis,leipä
457,Scheibe::N,frustum,viipale
458,Fett::N,pingue,rasva
459,Butter::N,butȳrum,voi
460,Öl::N,oleum,öljy
461,Salz::N,sal,suola
462,Suppe::N,ius,keitto
463,Honig::N,mel,hunaja
464,Milch::N,lac,maito
465,Tee::N,thea,tee
466,Leder::N,corium,nahka
467,Wolle::N,lana,villa
468,Stoff::N,textum,kangas
469,Nadel::N,acus,neula
470,Faden::N,filum,lanka
471,Knopf::N,bulla,nappi
472,Knoten::N,nodus,solmu
473,Farbe::N,pigmentum,maali
474,Kleidung::N,vestimenta,vaatteet
475,Hemd::N,tunica,paita
476,Kragen::N,collare,kaulus
477,Ärmel::N,manica,hiha
478,Hose::N,bracae,housut
479,Gürtel::N,cingulum,vyö
480,Mütze::N,pilleus,lakki
481,Schuh::N,calceus,kenkä
482,Stiefel::N,pero,saapas
483,Stiefel::N,caliga,saapas
484,Ring::N,anulus,sormus
485,Band::N,redimiculum,nauha
486,Kamm::N,pecten,kampa
487,Spiegel::N,speculum,peili
488,Riemen::N,lorum,hihna
489,Schnur::N,linum,naru
490,Schnur::N,linum,nuora
491,Leine::N,retinaculum,talutushihna
492,Decke::N,lodix,peite
493,Kissen::N,pulvinus,tyyny
494,Kissen::N,pulvinus,pielus
495,Tuch::N,velum,huivi
496,Handtuch::N,mantele,pyyheliina
497,Kraft::N,vis,väki
498,Kraft::N,vis,voima
499,Stärke::N,robur,vahvuus
500,Gesundheit::N,valetudo,terveys
501,Krankheit::N,morbus,tauti
502,Krankheit::N,morbus,sairaus
503,Schmerz::N,dolor,kipu
504,Schmerz::N,dolor,särky
505,Wunde::N,vulnus,haava
506,Fieber::N,febris,kuume
507,Arznei::N,remedium,lääke
508,Brücke::N,pons,silta
509,Brunnen::N,puteus,kaivo
510,Weide::N,pascua,laidun
511,Pfad::N,semita,polku
512,Weg::N,iter,tie
513,Straße::N,via,katu
514,Dorf::N,vicus,kylä
515,Stadt::N,urbs,kaupunki
516,Stadt::N,oppidum,kaupunki
517,Brief::N,epistula,kirje
518,Buch::N,liber,kirja
519,Buchstabe::N,littera,kirjain
520,Zeitung::N,diurnum,lehti
521,Zeitung::N,diurnum,sanomalehti
522,Leben::N,vita,elo
523,Leben::N,vita,elämä
524,Tod::N,mors,kuolema
525,Grab::N,sepulcrum,hauta
526,Kirche::N,ecclesia,kirkko
527,Sünde::N,peccatum,synti
528,Gott::N,deus,jumala
529,Arbeiter::N,operarius,työläinen
530,Chef::N,praefectus,päällikkö
531,Meister::N,magister,mestari
532,Arzt::N,medicus,lääkäri
533,Lehrer::N,magister,opettaja
534,Geld::N,aes,raha
535,Geld::N,pecunia,raha
536,Geschäft::N,negotium,liike
537,Laden::N,taberna,puoti
538,Laden::N,taberna,kauppa
539,Preis::N,pretium,hinta
540,Ware::N,merx,tavara
541,Nutzen::N,utilitas,hyöty
542,Reichtum::N,opes,rikkaus
543,Reichtum::N,divitiae,rikkaus
544,Welt::N,mundus,maailma
545,Land::N,terra,maa
546,Staat::N,res publica,valtio
547,König::N,rex,kuningas
548,Macht::N,potestas,mahti
549,Grenze::N,limes,raja
550,Krieg::N,bellum,sota
551,Feind::N,inimicus,vihollinen
552,Gewalt::N,vis,väkivalta
553,Kampf::N,pugna,taistelu
554,Bogen[Waffe]::N,arcus,jousi
555,Pfeil::N,sagitta,nuoli
556,Gewehr::N,sclopetum,kivääri
557,Fehler::N,error,vika
558,Fehler::N,error,virhe
559,Lüge::N,mendacium,valhe
560,Schaden::N,damnum,vaurio
561,Schaden::N,damnum,vahinko
562,Schaden::N,detrimentum,vaurio
563,Schaden::N,detrimentum,vahinko
564,Unglück::N,miseria,vahinko
565,Unglück::N,miseria,onnettomuus
566,Unglück::N,calamitas,vahinko
567,Unglück::N,calamitas,onnettomuus
568,Schuld::N,culpa,syy
569,Alter::N,aetas,ikä
570,Schluss::N,finis,loppu
571,Zeit::N,tempus,aika
572,Tag::N,dies,päivä
573,Morgen::N,mane,aamu
574,Morgen::N,mane,huomen
575,Mittag::N,meridies,keskipäivä
576,Abend::N,vesper,ilta
577,Nacht::N,nox,yö
578,Woche::N,septimana,viikko
579,Monat::N,mensis,kuukausi
580,Jahr::N,annus,vuosi
581,Frühling::N,ver,kevät
582,Sommer::N,aestas,kesä
583,Herbst::N,autumnus,syksy
584,Winter::N,hiems,talvi
585,Januar::N,Ianuarius,tammikuu
586,Februar::N,Februarius,helmikuu
587,März::N,Martius,maaliskuu
588,April::N,Aprilis,huhtikuu
589,Mai::N,Maius,toukokuu
590,Juni::N,Iunius,kesäkuu
591,Juli::N,Iulius,heinäkuu
592,August::N,Augustus,elokuu
593,September::N,September,syyskuu
594,Oktober::N,Octobris,lokakuu
595,November::N,Novembris,marraskuu
596,Dezember::N,December,joulukuu
597,Montag::N,dies lunae,maanantai
598,Dienstag::N,dies Martis ,tiistai
599,Mittwoch::N,dies Mercurii,keskiviikko
600,Donnerstag::N,dies Iovis,torstai
601,Freitag::N,dies Veneris,perjantai
602,Samstag::N,dies Saturni,lauantai
603,Sonntag::N,dominicus,sunnuntai
604,Sonntag::N,dies solis,sunnuntai
605,groß::A,magnus,iso
606,groß::A,magnus,suuri
607,klein::A,parvus,pieni
608,lang::A,longus,pitkä
609,kurz::A,brevis,lyhyt
610,breit::A,latus,leveä
611,schmal::A,angustus,kapea
612,dicht::A,densus,taaja
613,dick[Gegenstand]::A,crassus,paksu
614,dünn::A,tenuis,ohut
615,fein::A,subtilis,hieno
616,fest::A,solidus,luja
617,fest::A,stabilis,luja
618,flach::A,planus,litteä
619,flach::A,planus,tasainen
620,glatt::A,levis,sileä
621,glatt::A,levis,siloinen
622,hart::A,durus,kova
623,weich::A,mollis,pehmeä
624,rund::A,rotundus,pyöreä
625,spitz::A,acutus,terävä
626,scharf::A,acer,terävä
627,stumpf::A,hebes,tylsä
628,schwer::A,gravis,raskas
629,schwer::A,gravis,painava
630,schön::A,pulcher,kaunis
631,schön::A,formosus,kaunis
632,heiß::A,fervidus,kuuma
633,warm::A,calidus,lämmin
634,kalt::A,frigidus,kylmä
635,kalt::A,frigidus,viluinen
636,kühl::A,frigidus,viileä
637,frisch::A,recens,tuore
638,feucht::A,umidus,kostea
639,nass::A,madidus,märkä
640,trocken::A,aridus,kuiva
641,voll::A,plenus,täysi
642,leer::A,vacuus,tyhjä
643,offen::A,apertus,avonainen
644,geschlossen::A,clausus,suljettu
645,sauber::A,lautus,puhdas
646,schmutzig::A,sordidus,likainen
647,roh::A,crudus,raaka
648,reif::A,maturus,kypsä
649,lecker::A,delicatus,herkullinen
650,süß::A,dulcis,makea
651,bitter::A,amarus,karvas
652,bitter::A,amarus,kitkerä
653,bitter::A,acerbus,karvas
654,bitter::A,acerbus,kitkerä
655,sauer::A,acidus,hapan
656,hell::A,clarus,kirkas
657,hell::A,clarus,valoisa
658,dunkel::A,obscurus,pimeä
659,schwarz::A,niger,musta
660,weiß::A,albus,valkea
661,rot::A,ruber,punainen
662,gelb::A,flavus,keltainen
663,blau::A,caeruleus,sininen
664,grün::A,viridis,vihreä
665,grau::A,canus,harmaa
666,bunt::A,varius,kirjava
667,billig::A,vilis,halpa
668,billig::A,vilis,huokea
669,teuer::A,carus,kallis
670,wertvoll::A,pretiosus,arvokas
671,blind::A,caecus,sokea
672,taub::A,surdus,kuuro
673,kräftig::A,robustus,väkevä
674,kräftig::A,robustus,voimakas
675,stark::A,firmus,vahva
676,stark::A,validus,vahva
677,schwach::A,debilis,heikko
678,schwach::A,infirmus,heikko
679,fett::A,crassus,lihava
680,schlank::A,procerus,hoikka
681,schlank::A,procerus,solakka
682,hübsch::A,pulcher,soma
683,hübsch::A,pulcher,sievä
684,böse::A,improbus,paha
685,böse::A,improbus,häijy
686,dumm::A,stultus,tyhmä
687,dumm::A,stultus,typerä
688,dumm::A,stupidus,tyhmä
689,dumm::A,stupidus,typerä
690,faul::A,piger,laiska
691,fleißig::A,sedulus,ahkera
692,geizig::A,avarus,saita
693,klug::A,prudens,älykäs
694,geschickt::A,sollers,taitava
695,lieb::A,carus,rakas
696,lustig::A,iocosus,hauska
697,lustig::A,iocosus,iloinen
698,sanft::A,clemens,lauha
699,sanft::A,clemens,lempeä
700,hungrig::A,impastus,nälkäinen
701,krank::A,aeger,sairas
702,nackt::A,nudus,alaston
703,traurig::A,maestus,surullinen
704,traurig::A,maestus,murheellinen
705,lebendig::A,vivus,elävä
706,gut::A,bonus,hyvä
707,schlecht::A,malus,paha
708,schlecht::A,malus,huono
709,richtig::A,rectus,oikea
710,schlimm::A,malus,paha
711,wahr::A,verus,tosi
712,alt::A,antiquus,vanha
713,neu::A,novus,uusi
714,ehemalig::A,pristinus,entinen
715,ehemalig::A,pristinus,muinainen
716,alt[Lebewesen]::A,vetus,vanha
717,jung::A,iuvenis,nuori
718,arm::A,pauper,köyhä
719,reich::A,dives,rikas
720,bekannt::A,notus,tuttu
721,bekannt::A,notus,tunnettu
722,berühmt::A,celeber,kuuluisa
723,berühmt::A,illustris,kuuluisa
724,fremd::A,peregrinus,vieras
725,verschieden::A,varius,eri
726,verschieden::A,varius,erilainen
727,nah::A,propinquus,läheinen
728,fern::A,longinquus,etäinen
729,linker::A,sinister,vasen
730,rechter::A,dexter,oikea
731,anderer::A,alius,muu
732,anderer::A,alius,toinen
733,erster::A,primus,ensimmäinen
734,zweiter::A,secundus,toinen
735,dritter::A,tertius,kolmas
736,letzter::A,ultimus,viimeinen
737,allein::ADV,solum,yksin
738,auf einmal::ADV,simul,yhdellä kertaa
739,zusammen::ADV,una,yhdessä
740,lange::ADV,diu,kauan
741,lange::ADV,diu,pitkään
742,plötzlich::ADV,subito,äkkiä
743,plötzlich::ADV,repente,äkkiä
744,sofort::ADV,statim,heti
745,später::ADV,postea,myöhemmin
746,jetzt::ADV,nunc,nyt
747,heute::ADV,hodie,tänään
748,morgen::ADV,cras,huomenna
749,bald::ADV,mox,pian
750,dann::ADV,deinde,sitten
751,gestern::ADV,heri,eilen
752,einst::ADV,olim,aikanaan
753,damals::ADV,tum,silloin
754,damals::ADV,tum,siihen aikaan
755,danach::ADV,postea,sen jälkeen
756,vorher::ADV,antea,ennen
757,zuerst::ADV,primo,ensin
758,zuerst::ADV,primo,ensiksi
759,einmal::ADV,semel,kerran
760,manchmal::ADV,interdum,joskus
761,oft::ADV,saepe,usein
762,immer::ADV,semper,aina
763,niemals::ADV,numquam,ei koskaan
764,hier::ADV,hic,tässä
765,hier::ADV,hic,täällä
766,hierhin::ADV,huc,tähän
767,von hier::ADV,hinc,tästä
768,von hier::ADV,hinc,täältä
769,dort::ADV,ibi,siinä
770,dort::ADV,ibi,siellä
771,dorthin::ADV,eo,sinne
772,dorthin::ADV,eo,tuonne
773,geradeaus::ADV,recte,suoraan
774,vorwärts::ADV,porro,eteenpäin
775,rückwärts::ADV,retro,taaksepäin
776,zurück::ADV,retro,takaisin
777,unten::ADV,infra,alhaalla
778,hinab::ADV,pessum,alas
779,oben::ADV,supra,ylhäällä
780,hinauf::ADV,sursum,ylös
781,überall::ADV,ubique,kaikkialla
782,nicht::ADV,non,ei
783,ein wenig::ADV,paulum,vähän
784,kaum::ADV,vix,tuskin
785,kaum::ADV,aegre,tuskin
786,sehr::ADV,valde,kovin
787,sehr::ADV,valde,oikein
788,sehr::ADV,magnopere,kovin
789,sehr::ADV,magnopere,oikein
790,so::ADV,ita,näin
791,noch::ADV,etiam,vielä
792,nur::ADV,solum,vain
793,nur::ADV,solum,ainoastaan
794,nur::ADV,tantum,vain
795,nur::ADV,tantum,ainoastaan
796,schon::ADV,iam,jo
797,wieder::ADV,rursus,taas
798,wieder::ADV,rursus,jälleen
799,vergebens::ADV,frustra,turhaan
800,vor::PRP,ante,edessä
801,hinter::PRP,post,takana
802,unter::PRP,sub,alla
803,durch::PRP,per,läpi
804,durch::PRP,per,kautta
805,neben::PRP,iuxta,vieressä
806,zwischen::PRP,inter,välillä
807,wegen::PRP,propter,takia
808,wegen::PRP,propter,vuoksi
809,dies::PRN,hoc,tämä
810,das::PRN,id,se
811,alles::PRN,omnia,kaikki
812,ich::PRN,ego,minä
813,du::PRN,tu,sinä
814,er::PRN,is,hän
815,er::PRN,ille,hän
816,wir::PRN,nos,me
817,ihr::PRN,vos,te
818,sie::PRN,ii,he
819,sie::PRN,illi,he
820,was::FPRN,quid,mikä
821,wer::FPRN,quis,ken
822,wer::FPRN,quis,kuka
823,wo::FADV,ubi,missä
824,wohin::FADV,quo,mihin
