,Concept_ID,myv,zh
131,Birke::N,килей,桦木
132,Kiefer[Baum]::N,пиче,松树
133,Weide[Baum]::N,каль,柳树
134,Tanne::N,куз,冷杉
135,Horn::N,сюро,角
136,Feder::N,толга,羽毛
137,Fell::N,пона,皮毛
138,Flügel::N,сёлмо,翅膀
139,Klaue::N,кенже,爪子
140,Kralle::N,кенже,爪子
141,Schwanz::N,пуло,尾巴
142,Ei::N,ал,蛋
143,Nest::N,пизэ,巢
144,Bau::N,варя,穴
145,Bau::N,пизе,穴
146,Tier::N,ракша,动物
147,Herde::N,стада,群
148,Kuh::N,скал,母牛
149,Bulle::N,бука,公牛
150,Pferd::N,лишме,马
151,Schaf::N,реве,羊
152,Schwein::N,туво,猪
153,Hund::N,пине,狗
154,Hund::N,киска,狗
155,Katze::N,псака,猫
156,Bär::N,овто,熊
157,Eichhörnchen::N,ур,松鼠
158,Elch::N,сярдо,麋鹿
159,Fuchs::N,ривезь,狐狸
160,Hase::N,нумоло,兔子
161,Maus::N,чеерь,老鼠
162,Wolf::N,верьгиз,狼
163,Vogel::N,нармунь,鸟
164,Schwarm::N,полк,群
165,Schwarm::N,стада,群
166,Huhn::N,сараз,鸡
167,Hahn::N,атякш,公鸡
168,Gans::N,гала,鹅
169,Gans::N,мацей,鹅
170,Adler::N,куцькан,鹰
171,Adler::N,тумоатякш,鹰
172,Ente::N,яксярго,鸭
173,Eule::N,корж,猫头鹰
174,Kranich::N,карго,鹤
175,Krähe::N,варака,乌鸦
176,Kuckuck::N,куко,布谷鸟
177,Schwan::N,локсей,天鹅
178,Fisch::N,кал,鱼
179,Barsch::N,окунь,鲈鱼
180,Hecht::N,щука,狗鱼
181,Schlange[Tier]::N,гуй,蛇
182,Wurm::N,сукс,蠕虫
183,Spinne::N,шанжав,蜘蛛
184,Ameise::N,коткудав,蚂蚁
185,Laus::N,сий,虱子
186,Mücke::N,сеське,蚊子
187,Fliege::N,карво,苍蝇
188,Schmetterling::N,нимиляв,蝴蝶
189,Beere::N,умарь,将果
190,Apfel::N,умарь,苹果
191,Pilz::N,панго,蘑菇
192,Zwiebel::N,чурька,洋葱
193,Saat::N,видьметь,种子
194,Korn::N,сюро,谷粒
195,Heu::N,тикше,干草
196,Schale::N,кедь,壳
197,Schale::N,ваткавкс,壳
198,Grube::N,латко,坑
199,Falle::N,тувор,圈套
200,Falle::N,кундамка,圈套
201,Schlinge::N,килькш,活扣
202,Spur::N,челькс,踪迹
203,Spur::N,пильгеки,踪迹
204,Asche::N,кулов,灰烬
205,Dreck::N,рудаз,污垢
206,Eisen::N,кшни,铁
207,Gold::N,сырне,金子
208,Silber::N,сия,银
209,Kohle::N,сэдь,煤
210,Kohle::N,уголия,煤
211,Glas::N,сулика,玻璃
212,Lehm::N,сёвонь,粘土
213,Sand::N,човар,沙
214,Mensch::N,ломань,人
215,Mann::N,аля,男子
216,Mann::N,цёраломань,男子
217,Frau::N,ава,妇女
218,Kind::N,эйкакш,小孩
219,Junge::N,цёрыне,男孩
220,Mädchen::N,тейтерне,女孩
221,Familie::N,семия,家庭
222,Großvater::N,покштя,祖父
223,Großmutter::N,баба,祖母
224,Eltern::N,тетят-ават,父母
225,Vater::N,тетя,父亲
226,Mutter::N,ава,母亲
227,Sohn::N,цёра,儿子
228,Tochter::N,тейтерь,女儿
229,Bruder::N,леля,兄弟
230,Bruder::N,ялакс,兄弟
231,Schwester::N,сазор,姐妹
232,Onkel::N,леля,伯父
233,Tante::N,патя,阿姨
234,Ehemann::N,мирде,丈夫
235,Ehefrau::N,ни,妻子
236,Freude::N,кеняркс,愉快
237,Gelächter::N,ракамо,大笑
238,Gelächter::N,пейдема,大笑
239,Glück::N,уцяска,运气
240,Kummer::N,рискс,苦恼
241,Kummer::N,мелявкс,苦恼
242,Wunsch::N,мель,愿望
243,Wunsch::N,бажамо,愿望
244,Lust::N,бажамо,乐趣
245,Geist::N,ойме,精神
246,Gedanke::N,мель,思想
247,Gedächtnis::N,мель,记性
248,Verstand::N,прев,理智
249,Sinn::N,толк,感觉
250,Sinn::N,смысла,感觉
251,Grund::N,тувтал,理由
252,Wahrheit::N,видечи,真理
253,Gespräch::N,кортнема,谈话
254,Märchen::N,ёвкс,童话
255,Erzählung::N,ёвтнема,故事
256,Nachricht::N,куля,消息
257,Neuigkeit::N,куля,新闻
258,Name::N,лем,名字
259,Rätsel::N,содамоёвкс,谜语
260,Rede::N,кортамо,讲话
261,Sprache::N,кель,语言
262,Stimme::N,ваигель,声音
263,Wort::N,вал,词
264,Zeichen::N,теште,标记
265,Ruf::N,тердема,呼喊
266,Lärm::N,шалнома,噪音
267,Laut::N,вайгель,响声
268,Ton::N,гайнема,声音
269,Lied::N,моро,歌曲
270,Ruhe::N,оймамо,安静
271,Leute::N,ломанть,人们
272,Volk::N,народ,人民
273,Arbeit::N,тев,劳动
274,Gast::N,инже,客人
275,Geschenk::N,казне,礼物
276,Spiel::N,налксема,游戏
277,Gesellschaft::N,община,陪同
278,Hilfe::N,лездамо,帮助
279,Freund::N,оя,朋友
280,Freund::N,ялга,朋友
281,Kamerad::N,оя,同志
282,Kamerad::N,ялга,同志
283,Angelegenheit::N,тев,事情
284,Anzahl::N,ламоксчи,数目
285,Art::N,вид,种类
286,Stück::N,пакш,块
287,Stück::N,пелькс,块
288,Teil::N,часть,部分
289,Teil::N,пелькс,部分
290,Hälfte::N,пель,一半
291,Hälfte::N,пелькс,一半
292,Kreis::N,кирькс,圆
293,Kreuz::N,крёст,十字架
294,Linie::N,кикс,线条
295,Strich::N,межа,划
296,Abstand::N,ютко,距离
297,Entfernung::N,ютко,距离
298,Gegend::N,тарка,地区
299,Gegend::N,пертьпелькс,地区
300,Platz::N,васолкс,场所
301,Ort::N,тарка,地点
302,Seite::N,ён,面
303,Seite::N,чире,面
304,Mitte::N,куншка,中间
305,Gegenstand::N,предмет,物品
306,Sache::N,тев,物
307,Sache::N,веща,物
308,Rand::N,пе,边
309,Rand::N,чире,边
310,Kante::N,ирдез,棱
311,Ecke::N,ужо,角
312,Spitze::N,пряне,尖
313,Spitze::N,пе,尖
314,Ende::N,пе,结尾
315,Loch::N,варя,洞
316,Winkel::N,ужо,角度
317,Muster::N,сёрма,模型
318,Größe::N,сэрь,大小
319,Größe::N,покшолма,大小
320,Länge::N,кувалмо,长度
321,Höhe::N,сэрь,高度
322,Höhe::N,пандо,高度
323,Gewicht::N,сталмо,重量
324,Menge::N,лововкс,数量
325,Haufen::N,мар,堆
326,Haufen::N,валявкс,堆
327,Reihe::N,ряд,行
328,Boot::N,венч,小船
329,Ruder::N,милё,奖
330,Schlitten::N,нурдт,雪橇
331,Ski::N,сокс,雪板
332,Lagerfeuer::N,толбандя,营火
333,Last::N,сталмо,负担
334,Last::N,кандома,负担
335,Gang::N,молема,行走
336,Gang::N,якамо,行走
337,Schritt::N,эскелькс,步伐
338,Norden::N,якшамо ёнкс,北
339,Süden::N,лембе ёнкс,南
340,Westen::N,чивалгома,西
341,Osten::N,чилисема,东
342,Holz::N,чувто,木材
343,Brett::N,лаз,木板
344,Platte::N,плита,平板
345,Stütze::N,неже,支架
346,Stange::N,олга,杆
347,Stock::N,мандо,棒
348,Stab::N,олога,棍
349,Rohr::N,турба,管子
350,Haus::N,кудо,房屋
351,Heim::N,кудо,家
352,Ofen::N,каштомо,炉子
353,Fußboden::N,киякс,地板
354,Tisch::N,столь,桌子
355,Stuhl::N,стул,椅子
356,Wiege::N,лавсь,摇蓝
357,Wiege::N,нурямот,摇蓝
358,Bett::N,ацамо,床
359,Regal::N,лався,架子
360,Regal::N,лавсяланго,架子
361,Kiste::N,горобия,箱子
362,Kiste::N,сундук,箱子
363,Fenster::N,вальма,窗户
364,Tür::N,кенкш,门
365,Tor::N,ортат,大门
366,Zaun::N,пирявт,篱笆
367,Zaun::N,пирвякс,篱笆
368,Dach::N,кудопря,屋顶
369,Leiter::N,кузтема,梯子
370,Besen::N,тенсть,扫帚
371,Spaten::N,койме,铁锹
372,Schaufel::N,кече,铁锹
373,Schaufel::N,келей койме,铁锹
374,Gabel::N,сянгине,叉
375,Löffel::N,пенч,食匙
376,Messer::N,пеель,刀
377,Nagel::N,эске,钉子
378,Netz::N,алтыма,网
379,Haken::N,кечказ,钩子
380,Griff::N,кедне,把柄
381,Schloss::N,замок,锁
382,Schloss::N,панжома,锁
383,Bild::N,картина,图画
384,Figur::N,рунго,人像
385,Puppe::N,няка,娃娃
386,Beutel::N,кескав,袋子
387,Bündel::N,керькс,捆
388,Tasche::N,юдма,手提包
389,Eimer::N,ведра,桶
390,Deckel::N,велькс,盖子
391,Geschirr::N,кедьге,餐具
392,Sack::N,кескав,袋子
393,Tasse::N,чакш,杯子
394,Topf::N,кастрюля,锅
395,Kessel::N,котёл,水壶
396,Essen::N,ярсамо,进餐
397,Nahrung::N,ярсамопель,食物
398,Speise::N,ярсамопель,菜肴
399,Fleisch::N,сывель,肉
400,Getreide::N,сюро,谷物
401,Brei::N,каша,粥
402,Brot::N,кши,面包
403,Scheibe::N,кочом,片
404,Scheibe::N,сускомо,片
405,Fett::N,куя,脂肪
406,Butter::N,ой,黄油
407,Öl::N,ой,油
408,Salz::N,сал,盐
409,Suppe::N,ям,汤
410,Honig::N,медь,蜂蜜
411,Milch::N,ловсо,奶
412,Tee::N,чай,茶
413,Leder::N,киське,皮革
414,Wolle::N,пона,毛线
415,Stoff::N,коцт,织物
416,Nadel::N,салмукс,针
417,Faden::N,суре,线
418,Knopf::N,пов,纽扣
419,Knoten::N,сюлмо,结
420,Farbe::N,артомапель,颜色
421,Kleidung::N,оршамот,衣服
422,Hemd::N,панар,衬衫
423,Kragen::N,сиве,领子
424,Ärmel::N,ожа,袖子
425,Hose::N,понкст,裤子
426,Gürtel::N,каркс,腰带
427,Mütze::N,чапка,帽子
428,Schuh::N,туфля,鞋
429,Stiefel::N,кем,靴子
430,Ring::N,суркс,戒指
431,Band::N,лента,带子
432,Kamm::N,сурсеме,梳子
433,Spiegel::N,чавачамо,镜子
434,Riemen::N,кшнань каркс,皮带
435,Schnur::N,пикс,绳子
436,Leine::N,ведьме,皮带
437,Decke::N,вельтямо,被子
438,Kissen::N,тодов,软垫
439,Tuch::N,паця,巾
440,Handtuch::N,нардамо,手巾
441,Kraft::N,вий,力
442,Stärke::N,виевчи,力量
443,Gesundheit::N,шумбрачи,健康
444,Krankheit::N,орма,病
445,Krankheit::N,сэредема,病
446,Schmerz::N,сэредькс,痛
447,Wunde::N,керявкс,伤口
448,Fieber::N,маштыкс,发烧
449,Arznei::N,ормаменькс,药
450,Brücke::N,сэдь,桥
451,Brücke::N,мадамо,桥
452,Brunnen::N,лисьма,井
453,Weide::N,ракшань ванома тарка,牧场
454,Pfad::N,ян,小路
455,Weg::N,ки,路
456,Straße::N,ки,街
457,Dorf::N,веле,村庄
458,Stadt::N,ош,城市
459,Brief::N,сёрма,信
460,Buch::N,книга,书
461,Buchstabe::N,буква,字母
462,Zeitung::N,газета,报纸
463,Leben::N,эрямо,生命
464,Tod::N,кулома,死亡
465,Grab::N,калмо,坟墓
466,Kirche::N,церькова,教堂
467,Sünde::N,чумочи,罪
468,Gott::N,паз,上帝
469,Arbeiter::N,робочей,工人
470,Chef::N,прявт,上司
471,Meister::N,кол тевень тенця,师傅
472,Arzt::N,врач,医生
473,Lehrer::N,учитель,教师
474,Lehrer::N,тонавтыця,教师
475,Geld::N,ярмак,钱
476,Geschäft::N,ладязь тев,交易
477,Laden::N,лавка,商店
478,Preis::N,питне,价格
479,Ware::N,миевкс,商品
480,Ware::N,рамавкс,商品
481,Nutzen::N,паро,好处
482,Nutzen::N,лезэ,好处
483,Reichtum::N,сюпавчи,财富
484,Welt::N,мир,世界
485,Welt::N,мастор ланго,世界
486,Land::N,мастор,国家
487,Staat::N,государства,国家
488,König::N,король,国王
489,Macht::N,азорксчи,权力
490,Grenze::N,буен тешкс,边界
491,Krieg::N,война,战争
492,Feind::N,душман,敌人
493,Gewalt::N,нарьгамо,暴力
494,Kampf::N,тюрема,战斗
495,Bogen[Waffe]::N,нал,弓
496,Pfeil::N,нал,箭
497,Gewehr::N,ружия,枪
498,Gewehr::N,винтовка,枪
499,Fehler::N,ильведькс,错误
500,Fehler::N,ильведевкс,错误
501,Lüge::N,манчема,谎话
502,Lüge::N,кенгелема,谎话
503,Schaden::N,зыян,损失
504,Unglück::N,зыян,不幸
505,Schuld::N,чумочи,过错
506,Alter::N,шка,年龄
507,Schluss::N,пе,结束
508,Zeit::N,шка,时间
509,Zeit::N,пинге,时间
510,Tag::N,чи,天
511,Morgen::N,валске,早晨
512,Mittag::N,чикуншка,中午
513,Abend::N,чокшнэ,晚上
514,Nacht::N,ве,夜
515,Woche::N,недля,星期
516,Monat::N,ков,月
517,Jahr::N,ие,年
518,Frühling::N,тундо,春天
519,Sommer::N,кизэ,夏天
520,Herbst::N,сёксь,秋天
521,Winter::N,теле,冬天
522,Januar::N,якшамков,一月
523,Februar::N,февраль,二月
524,März::N,март,三月
525,April::N,апрель,四月
526,Mai::N,май,五月
527,Juni::N,июнь,六月
528,Juli::N,июль,七月
529,August::N,август,八月
530,September::N,сентября,九月
531,Oktober::N,октября,十月
532,November::N,ноября,十一月
533,Dezember::N,декабря,十二月
534,Montag::N,пондельник,星期一
535,Dienstag::N,овторник,星期二
536,Mittwoch::N,серёда,星期三
537,Donnerstag::N,цетьверьг,星期四
538,Freitag::N,пеця,星期五
539,Samstag::N,субута,星期六
540,Samstag::N,шлямочи,星期六
541,Sonntag::N,недлячи,星期日
542,groß::A,ине,大
543,groß::A,покш,大
544,klein::A,вишка,小
545,lang::A,кувака,长
546,kurz::A,нурькине,短
547,breit::A,келей,宽
548,schmal::A,теине,细长的
549,dicht::A,тусто,密
550,dick[Gegenstand]::A,эчке,厚
551,dünn::A,човине,薄
552,fein::A,човине,细小
553,fest::A,кеме,固体
554,flach::A,лапужа,平坦
555,glatt::A,валаня,光滑
556,hart::A,калгодо,硬
557,weich::A,чевте,软
558,rund::A,кеверь,圆
559,spitz::A,пшти,尖
560,scharf::A,пшти,锋利
561,stumpf::A,ношка,钝
562,schwer::A,стака,重
563,schön::A,мазый,美丽
564,heiß::A,пси,烫
565,warm::A,лембе,暖和
566,kalt::A,якшамо,冷
567,kühl::A,экше,凉
568,frisch::A,свежа,新鲜
569,feucht::A,летьке,潮湿
570,nass::A,начко,湿
571,trocken::A,коське,干
572,voll::A,пешксе,满
573,leer::A,чаво,空
574,offen::A,панжадо,敞开
575,offen::A,виде,敞开
576,geschlossen::A,пекстазь,关闭
577,geschlossen::A,сёлгозь,关闭
578,sauber::A,ванькс,干净
579,schmutzig::A,ливезев,肮脏
580,roh::A,верек,生
581,reif::A,кенерезь,成熟
582,lecker::A,тантей,好吃
583,süß::A,ламбамо,甜
584,bitter::A,сэпей,苦
585,sauer::A,чапамо,酸
586,hell::A,валдо,亮
587,dunkel::A,чопода,阴暗
588,schwarz::A,раужо,黑
589,weiß::A,ашо,白
590,rot::A,якстере,红
591,gelb::A,ожо,黄
592,blau::A,сэнь,蓝
593,grün::A,пиже,绿
594,grau::A,шержев,灰色
595,bunt::A,сёрмав,五彩
596,billig::A,аволь питней,便宜
597,teuer::A,питней,贵
598,wertvoll::A,питней,贵重
599,blind::A,сокор,瞎
600,taub::A,амариця,聋
601,kräftig::A,пек виев,强壮
602,stark::A,виев,强壮
603,schwach::A,лавшо,弱
604,fett::A,куя,胖
605,schlank::A,виде ронга,苗条
606,hübsch::A,мазый,漂亮
607,böse::A,кежей,邪恶
608,dumm::A,чавола,笨
609,dumm::A,превтеме,笨
610,faul::A,нузякс,懒惰
611,fleißig::A,мелень путыця,勤奋
612,geizig::A,скупой,吝啬
613,klug::A,превей,聪明
614,geschickt::A,маштозь теезь,灵巧
615,lieb::A,вадря,可爱
616,lustig::A,весёла,快乐
617,sanft::A,сэтьме,柔和
618,hungrig::A,вачо,饥饿
619,krank::A,сэредиця,患病
620,nackt::A,штапо,裸体
621,traurig::A,нусманя,悲哀
622,lebendig::A,эриця,活
623,gut::A,паро,好
624,schlecht::A,берянь,坏
625,richtig::A,виде,正确
626,schlimm::A,берянь,糟糕
627,wahr::A,алкуксонь,真
628,alt::A,ташто,旧
629,neu::A,од,新
630,ehemalig::A,икелень,以前
631,alt[Lebewesen]::A,сыре,老
632,jung::A,од,年轻
633,arm::A,кажов,贫穷
634,reich::A,сюпав,富裕
635,bekannt::A,содавикс,出名
636,berühmt::A,содавикс,著名
637,fremd::A,лия,陌生
638,fremd::A,асодавикс,陌生
639,verschieden::A,эрьва,不同
640,nah::A,а васолонь,近
641,fern::A,умонь,遥远
642,fern::A,кезэрень,遥远
643,linker::A,керш,左
644,rechter::A,вить,右
645,anderer::A,лия,别的
646,erster::A,васень,第一
647,erster::A,васенце,第一
648,zweiter::A,омбоце,第二
649,dritter::A,колмоце,第三
650,letzter::A,меельце,最后
651,allein::ADV,башка,单独
652,allein::ADV,ськамонзо,单独
653,auf einmal::ADV,вейсэ,同时
654,zusammen::ADV,вейс,一起
655,zusammen::ADV,вейсэ,一起
656,lange::ADV,кувать,许久
657,plötzlich::ADV,апак учо,忽然
658,sofort::ADV,курок,立刻
659,sofort::ADV,нейке,立刻
660,später::ADV,мейле,以后
661,jetzt::ADV,ней,现在
662,heute::ADV,течи,今天
663,morgen::ADV,ванды,明天
664,bald::ADV,курок,即将
665,dann::ADV,мейле,然后
666,dann::ADV,седе мейле,然后
667,gestern::ADV,исяк,昨天
668,einst::ADV,весть,曾经
669,einst::ADV,зярдо-бути,曾经
670,damals::ADV,сестэ,当时
671,danach::ADV,мейле,随后
672,danach::ADV,седе мейле,随后
673,vorher::ADV,васняяк,事先
674,zuerst::ADV,васня,首先
675,einmal::ADV,весть,一次
676,manchmal::ADV,лиясто,有时
677,oft::ADV,сеетьстэ,时常
678,immer::ADV,свал,总是
679,niemals::ADV,а зярдояк,从未
680,hier::ADV,тесэ,这里
681,hierhin::ADV,тей,到这里
682,von hier::ADV,тестэ,由此
683,dort::ADV,тосо,那里
684,dorthin::ADV,тов,到那里
685,geradeaus::ADV,витьстэ,一直往前
686,vorwärts::ADV,икелев,向前
687,rückwärts::ADV,мекев,向后
688,zurück::ADV,мекев,退后
689,unten::ADV,ало,下面
690,hinab::ADV,алов,向下
691,oben::ADV,вере,上面
692,hinauf::ADV,верев,向上
693,überall::ADV,эрьва косо,到处
694,nicht::ADV,а,不
695,ein wenig::ADV,аламошка,一点儿
696,kaum::ADV,ансяк,几乎不
697,sehr::ADV,пек,很
698,sehr::ADV,вельть,很
699,so::ADV,истя,如此
700,noch::ADV,таго,还
701,nur::ADV,ансяк,只
702,schon::ADV,уш,已经
703,wieder::ADV,таго,又
704,vergebens::ADV,стяко,
705,vor::PRP,икеле,在...面前
706,hinter::PRP,вельде,在...背后
707,unter::PRP,ало,在...下面
708,durch::PRP,пачк,穿过
709,neben::PRP,вакссо,在...旁
710,zwischen::PRP,ютксо,在...之间
711,wegen::PRP,кис,由于
712,wegen::PRP,коряс,由于
713,wegen::PRP,кувалт,由于
714,dies::PRN,те,这
715,das::PRN,те,那
716,das::PRN,тона,那
717,alles::PRN,весе,一切
718,alles::PRN,весемесь,一切
719,ich::PRN,мон,我
720,du::PRN,тон,你
721,er::PRN,сон,他
722,wir::PRN,минь,我们
723,ihr::PRN,тынь,你们
724,sie::PRN,сынь,她
725,was::FPRN,мезе,什么
726,wer::FPRN,ки,谁
727,wo::FADV,косо,哪里
728,wohin::FADV,ков,去哪里
729,wohin::FADV,козо,去哪里
730,wie::FADV,кода,怎么
731,warum::FADV,мекс,为什么
732,wieviel::FNUM,зяро,多少
733,eins::NUM,вейке,一
734,zwei::NUM,кавто,二
735,drei::NUM,колмо,三
736,vier::NUM,ниле,四
737,fünf::NUM,вете,五
738,sechs::NUM,кото,六
739,sieben::NUM,сисем,七
740,acht::NUM,кавксо,八
741,neun::NUM,вейксэ,九
742,zehn::NUM,кемень,十
743,elf::NUM,кевейкее,十一
744,zwölf::NUM,кемгавтово,十二
745,zwanzig::NUM,комсь,二十
746,dreißig::NUM,колоньгемень,三十
747,vierzig::NUM,ниленьгемень,四十
748,fünfzig::NUM,ведьгемень,五十
749,sechzig::NUM,кодгемень,六十
750,siebzig::NUM,сизьгемень,七十
751,achtzig::NUM,кавксоньгемень,八十
752,neunzig::NUM,вейксэньгемень,九十
753,hundert::NUM,сядо,百
754,tausend::NUM,тыща,千
755,und::CNJ,ды,和
756,oder::CNJ,или,或者
757,stehen::V,аштемс стядо,站
758,sitzen::V,аштемс озадо,坐
759,liegen::V,мадезь аштемс,躺着
760,hängen::V,нурьгемс,挂着
761,werden::V,арамс,成为
762,passieren::V,лисэмс,发生
763,beginnen::V,ушодомс,开始
764,enden::V,лоткамс,终止
765,wechseln::V,полавтнемс,变迁
766,aufgehen[Sonne]::V,лисемс,升起
767,aufgehen[Sonne]::V,стямс,升起
768,untergehen[Sonne]::V,валгомс,下落
769,scheinen[Sonne]::V,валдомтомс,照射
770,donnern::V,цярномс,打雷
771,donnern::V,галдордомс,打雷
772,wehen::V,пувамс,飘扬
773,strömen::V,чудемс,流
774,fließen::V,чудемс,流动
775,sich drehen::V,велямс,转动
776,schwanken::V,лыкамс,摇摆
777,schwanken::V,якамс,摇摆
778,schwingen::V,нурсемс,摇
779,schwingen::V,лыкамс,摇
780,fallen::V,прамс,坠落
781,fallen::V,сяворемс,坠落
782,brennen::V,паломс,燃烧
783,rauchen::V,качадомс,冒烟
784,regnen::V,пиземс,下雨
785,gefrieren::V,кельмемс,结冰
786,tauen::V,соламс,融化
787,schmelzen::V,соламс,溶化
788,trocknen::V,коськемс,变干
789,sieden::V,лакамс,煮
790,sieden::V,пиксемс,煮
791,faulen::V,наксадомс,腐烂
792,verfaulen::V,наксадомс,腐烂
793,reißen::V,сезневемс,撕
794,versinken::V,ваямс,下沉
795,vergehen::V,ютамс,流逝
796,erscheinen::V,лисемс,出现
797,verschwinden::V,ёмамс,消失
798,sinken::V,явамс,下降
799,abnehmen::V,киремемс,减少
800,zunehmen::V,ламолгадомс,增加
801,zunehmen::V,раштамс,增加
802,steigen::V,куземс,上升
803,steigen::V,кепсевемс,上升
804,wachsen::V,касомс,生长
805,glänzen::V,цитнемс,发光
806,funkeln::V,пиндолдомс,闪烁
807,funkeln::V,цивтёрдомс,闪烁
808,lärmen::V,шалномс,吵闹
809,läuten::V,гайгезевемс,响
810,klingeln::V,чавомс баягас,按铃
811,klirren::V,калдордомс,
812,klirren::V,кальцяемс,
813,brausen::V,лакамс,疾驶
814,rauschen::V,лажномс,
815,klingen::V,гайгемс,听起来
816,bellen::V,онгомс,吠
817,heulen::V,урномс,嗥
818,blasen::V,пувамс,吹
819,pfeifen::V,вешкемс,吹口哨
820,schreien::V,пижнемс,叫喊
821,stöhnen::V,кувсемс,呻吟
822,zittern::V,тарномс,颤抖
823,leben::V,эрямс,生存
824,geboren werden::V,чачомс,出生
825,atmen::V,лексемс,呼吸
826,trinken::V,симемс,喝
827,essen::V,ярсамс,吃
828,schlucken::V,нилемс,咽
829,schlucken::V,порнемс,咽
830,müde werden::V,сиземс,疲倦
831,einschlafen::V,матедевемс,入睡
832,schlafen::V,удомс,睡觉
833,aufwachen::V,сыргоземс,睡醒
834,aufstehen::V,стямс,起床
835,sich erholen::V,оймсемс,休养
836,krank werden::V,сэредезевемс,生病
837,krank sein::V,сэредемс,生病
