,Concept_ID,ka,el
124,Anhöhe::N,მაღლობი,ύψωμα
125,Berg::N,მთა,όρος
126,Berg::N,მთა,βουνό
127,Gipfel::N,მწვერვალი,κορυφή
128,Höhle::N,მღვიმე,σπηλιά
129,Höhle::N,გამოქვებული,σπηλιά
130,Abhang::N,ფერდობი,πλαγιά
131,Quelle::N,წყარო,πηγή
132,Quelle::N,წყარო,βρύση
133,Quelle::N,სათავე,πηγή
134,Quelle::N,სათავე,βρύση
135,Bach::N,რუ,ρυάκι
136,Bach::N,ნაკადული,ρυάκι
137,Fluss::N,მდინარე,ποτάμι
138,Fluss::N,მდინარე,ποταμός
139,Ufer::N,კიდე,όχθη
140,Ufer::N,ნაპირი,όχθη
141,Küste::N,ნაპირი,ακτή
142,Küste::N,ნაპირი,ακρογιαλιά
143,Festland::N,ხმელეთი,στεριά
144,Meer::N,ზღვა,θάλασσα
145,Bucht::N,ყურე,κόλπος
146,Insel::N,კუნძული,νησί
147,Insel::N,კუნძული,νήσος
148,Blume::N,ყვავილი,άνθος
149,Blume::N,ყვავილი,λουλούδι
150,Gras::N,ბალახი,χόρτο
151,Gras::N,ბალახი,χορτάρι
152,Wurzel::N,ძირი,ρίζα
153,Wurzel::N,ფესვი,ρίζα
154,Baum::N,ხე,δέντρο
155,Stamm::N,ტანი,κορμός
156,Rinde::N,ქერქი,φλούδα
157,Ast::N,ტოტი,κλαδί
158,Zweig::N,შტო,κλαδί
159,Zweig::N,შტო,κλάδος
160,Blatt::N,ფოთოლი,φύλλο
161,Birke::N,არყი,σημύδα
162,Kiefer[Baum]::N,ფიჭვი,πεύκο
163,Weide[Baum]::N,ტირიფი,ιτιά
164,Tanne::N,ნაძვი,έλατο
165,Horn::N,რქა,κέρας
166,Horn::N,რქა,κέρατο
167,Feder::N,ფრთა,φτερό
168,Fell::N,ტყავი,δέρμα
169,Fell::N,ტყავი,τομάρι
170,Flügel::N,ფრთა,πτερύγιο
171,Klaue::N,კლანჭი,κουλό
172,Kralle::N,ტორი,νύχι
173,Schwanz::N,კუდი,ουρά
174,Ei::N,კვერცხი,αβγό
175,Nest::N,ბუდე,φωλιά
176,Bau::N,სორო,φωλιά
177,Tier::N,ნადირი,ζώο
178,Tier::N,ცხოველი,ζώο
179,Herde::N,ფარა,κοπάδι
180,Kuh::N,ფური,αγελάδα
181,Kuh::N,ძროხა,αγελάδα
182,Bulle::N,ხარი,ταύρος
183,Pferd::N,რაში,άλογο
184,Pferd::N,ცხენი,άλογο
185,Schaf::N,ცხვარი,πρόβατο
186,Schwein::N,ღორი,γουρούνι
187,Hund::N,ძაღლი,σκυλί
188,Hund::N,ძაღლი,σκύλος
189,Katze::N,კატა,γάτα
190,Bär::N,დათვი,άρκτος
191,Bär::N,დათვი,αρκούδα
192,Eichhörnchen::N,ციყვი,βερβερίτσα
193,Elch::N,ცხენ-ირემი,άλκη
194,Fuchs::N,მელა,αλεπού
195,Hase::N,კურდღელი,λαγός
196,Maus::N,თაგვი,ποντικός
197,Wolf::N,მგელი,λύκος
198,Vogel::N,ჩიტი,πουλί
199,Vogel::N,ფრინველი,πουλί
200,Schwarm::N,გუნდი,σμήνος
201,Huhn::N,დედალი,κότα
202,Huhn::N,დედალი,όρνιθα
203,Hahn::N,მამალი,πετεινός
204,Gans::N,ბატი,χήνα
205,Adler::N,არწივი,αετός
206,Ente::N,იხვი,πάπια
207,Eule::N,ბუ,κουκουβάγια
208,Kranich::N,წერო,γερανός
209,Krähe::N,ყვავი,καρακάξα
210,Kuckuck::N,გუგული,κούκος
211,Schwan::N,გედი,κύκνος
212,Fisch::N,თევზი,ψάρι
213,Barsch::N,ქორჭილა,πέρκα
214,Hecht::N,ქარიყლაპია,λούτσος
215,Schlange[Tier]::N,გველი,φίδι
216,Wurm::N,ჭია,σκουλήκι
217,Spinne::N,ობობა,αράχνη
218,Ameise::N,ჭიანჭველა,μυρμήγκι
219,Laus::N,ტილი,ψείρα
220,Laus::N,მკბენარი,ψείρα
221,Mücke::N,კოღო,κουνούπι
222,Fliege::N,ბუზი,μύγα
223,Schmetterling::N,პეპელა,πεταλούδα
224,Beere::N,კენკრა,ρόγα
225,Apfel::N,ვაშლი,μήλο
226,Pilz::N,სოკო,μανιτάρι
227,Zwiebel::N,ხახვი,κρεμμύδι
228,Saat::N,თესლი,σπόρος
229,Korn::N,მარცვალი,σπυρί
230,Heu::N,თივა,σανός
231,Schale::N,ჩენჩო,τσόφλι
232,Grube::N,ორმო,λάκκος
233,Falle::N,ხაფანგი,παγίδα
234,Schlinge::N,მახე,θηλειά
235,Spur::N,კვალი,ίχνος
236,Asche::N,ფერფლი,στάχτη
237,Dreck::N,ტალახი,βρωμιά
238,Dreck::N,სიბინძურე,βρωμιά
239,Eisen::N,რკინა,σίδερο
240,Gold::N,ოქრო,μάλαμα
241,Gold::N,ოქრო,χρυσάφι
242,Silber::N,ვერცხლი,ασήμι
243,Silber::N,ვერცხლი,άργυρος
244,Kohle::N,ნახშირი,κάρβουνο
245,Glas::N,მინა,γυαλί
246,Lehm::N,თიხა,πηλός
247,Sand::N,ქვიშა,άμμος
248,Mensch::N,ადამიანი,άνθρωπος
249,Mann::N,კაცი,άνδρας
250,Frau::N,ქალი,γυναίκα
251,Kind::N,ბავშვი,παιδί
252,Junge::N,ვაჟი,αγόρι
253,Mädchen::N,გოგო,κοπέλα
254,Mädchen::N,გოგო,κορίτσι
255,Familie::N,ოჯახი,οικογένεια
256,Großvater::N,პაპა,παππούς
257,Großvater::N,ბაბუა,παππούς
258,Großmutter::N,ბებია,γιαγιά
259,Großmutter::N,დიდედა,γιαγιά
260,Eltern::N,მშობლები,γονείς
261,Vater::N,მამა,πατέρας
262,Mutter::N,დედა,μητέρα
263,Sohn::N,ვაჟიშვილი,γιος
264,Tochter::N,ქალიშვილი,κόρη
265,Bruder::N,ძმა,αδελφός
266,Schwester::N,და,αδελφή
267,Onkel::N,ბიძა,θείος
268,Tante::N,დეიდა,θεία
269,Tante::N,მამიდა,θεία
270,Ehemann::N,ქმარი,σύζυγος
271,Ehefrau::N,ცოლი,σύζυγος
272,Freude::N,სიხარული,χαρά
273,Gelächter::N,სიცილი,γέλια
274,Glück::N,ბედნიერება,ευτυχία
275,Kummer::N,მწუხარება,έγνοια
276,Wunsch::N,წადილი,επιθυμία
277,Wunsch::N,სურვილი,επιθυμία
278,Lust::N,წადილი,όρεξη
279,Geist::N,სული,πνέυμα
280,Gedanke::N,ფიქრი,σκέψη
281,Gedächtnis::N,მეხსიერება,μνήμη
282,Verstand::N,ჭკუა,νους
283,Verstand::N,გონება,νους
284,Sinn::N,მნიშვნელობა,νόημα
285,Grund::N,მიზეზი,λόγος
286,Wahrheit::N,სიმართლე,αλήθεια
287,Wahrheit::N,ჭეშმარიტება,αλήθεια
288,Gespräch::N,ბაასი,συνομιλία
289,Gespräch::N,საუბარი,συνομιλία
290,Märchen::N,არაკი,παραμύθι
291,Märchen::N,ზღაპარი,παραμύθι
292,Erzählung::N,თქმულება,διήγημα
293,Nachricht::N,ცნობა,είδηση
294,Nachricht::N,ამბავი,είδηση
295,Neuigkeit::N,სიახლე,νέο
296,Name::N,სახელი,όνομα
297,Rätsel::N,გამოცანა,αίνιγμα
298,Rede::N,სიტყვა,λόγος
299,Rede::N,სიტყვა,ομιλία
300,Sprache::N,ენა,γλώσσα
301,Stimme::N,ხმა,φωνή
302,Wort::N,სიტყვა,λέξη
303,Zeichen::N,ნიშანი,σημείο
304,Ruf::N,ძახილი,κραυγή
305,Lärm::N,ხმაური,θόρυβος
306,Laut::N,ხმა,ήχος
307,Laut::N,ბგერა,ήχος
308,Ton::N,ტონი,ήχος
309,Ton::N,ტონი,τόνος
310,Lied::N,სიმღერა,τραγούδι
311,Ruhe::N,სიწყნარე,ησυχία
312,Leute::N,ადამიანები,κόσμος
313,Leute::N,ადამიანები,άνθρωποι
314,Volk::N,ერი,λαός
315,Volk::N,ხალხი,λαός
316,Arbeit::N,მუშაობა,εργασία
317,Gast::N,სტუმარი,επισκέπτης
318,Geschenk::N,საჩუქარი,δώρο
319,Spiel::N,თამაში,παιχνίδι
320,Gesellschaft::N,საზოგადოება,κοινωνία
321,Hilfe::N,შველა,βοήθεια
322,Hilfe::N,დახმარება,βοήθεια
323,Freund::N,მეგობარი,φίλος
324,Kamerad::N,ამხანაგი,σύντροφος
325,Angelegenheit::N,საქმე,υπόθεση
326,Anzahl::N,ოდენობა,αριθμός
327,Art::N,სახეობა,είδος
328,Stück::N,ნატეხი,κομμάτι
329,Teil::N,წილი,μέρος
330,Hälfte::N,ნახევარი,μισό
331,Kreis::N,წრე,κύκλος
332,Kreuz::N,ჯვარი,σταυρός
333,Linie::N,ხაზი,γραμμή
334,Strich::N,შტრიხი,γραμμή
335,Abstand::N,მანძილი,απόσταση
336,Entfernung::N,სიშორე,απόσταση
337,Gegend::N,არე,περιοχή
338,Gegend::N,არე,τοποθεσία
339,Gegend::N,მხარე,περιοχή
340,Gegend::N,მხარე,τοποθεσία
341,Platz::N,ფართობი,χώρος
342,Ort::N,ადგილი,τόπος
343,Seite::N,მხარე,πλευρά
344,Mitte::N,შუა,μέση
345,Gegenstand::N,საგანი,αντικείμενο
346,Sache::N,ნივთი,πράγμα
347,Rand::N,კიდე,άκρη
348,Rand::N,კიდე,χείλος
349,Kante::N,ნაწიბული,άκρη
350,Ecke::N,კუთხე,γωνιά
351,Spitze::N,წვეტი,μύτη
352,Ende::N,ბოლო,άκρη
353,Loch::N,ხვრელი,τρύπα
354,Winkel::N,კუთხე,γωνία
355,Muster::N,მოხატულობა,σχέδιο
356,Größe::N,ზომა,μέγεθος
357,Größe::N,სიდიდე,μέγεθος
358,Länge::N,სიგრძე,μήκος
359,Höhe::N,სიმაღლე,ύψος
360,Gewicht::N,წონა,βάρος
361,Menge::N,რაოდენობა,ποσότητα
362,Haufen::N,გროვა,σωρός
363,Reihe::N,რიგი,αράδα
364,Reihe::N,წყება,αράδα
365,Boot::N,გემი,βάρκα
366,Ruder::N,ხოფი,κουπί
367,Ruder::N,ნიჩაბი,κουπί
368,Schlitten::N,მარხილი,έλκηθρο
369,Ski::N,თხილამური,σκι
370,Lagerfeuer::N,კოცონი,φωτιά
371,Last::N,ტვირთი,φορτίο
372,Gang::N,სვლა,δρόμος
373,Schritt::N,ბიჯი,βήμα
374,Norden::N,ჩრდილოეთი,βορράς
375,Süden::N,სამხრეთი,νότος
376,Westen::N,დასავლეთი,δύση
377,Osten::N,აღმოსავლეთი,ανατολή
378,Holz::N,ხე,ξύλο
379,Brett::N,დაფა,σανίδι
380,Brett::N,ფიცარი,σανίδι
381,Platte::N,თლილი ქვა,πλάκα
382,Stütze::N,საყრდენი,στήριγμα
383,Stange::N,ჭოკი,ραβδί
384,Stange::N,ჭოკი,κοντός
385,Stock::N,კეტი,ξύλο
386,Stock::N,კეტი,μπαστούνι
387,Stab::N,ლატანი,ραβδί
388,Rohr::N,მილაკი,σωλήνας
389,Haus::N,სახლი,σπίτι
390,Heim::N,ოჯახის კერა,σπίτι
391,Ofen::N,ღუმელი,σόμπα
392,Ofen::N,ღუმელი,θερμάστρα
393,Fußboden::N,იატაკი,πάτωμα
394,Tisch::N,სუფრა,τραπέζι
395,Tisch::N,მაგიდა,τραπέζι
396,Stuhl::N,სკამი,καρέκλα
397,Wiege::N,აკვანი,κούνια
398,Bett::N,საწოლი,κρεβάτι
399,Bett::N,სარეცელი,κρεβάτι
400,Regal::N,თაროები,ράφι
401,Kiste::N,ყუთი,κιβώτιο
402,Kiste::N,სკივრი,κιβώτιο
403,Fenster::N,ფანჯარა,παράθυρο
404,Fenster::N,სარკმელი,παράθυρο
405,Tür::N,ბჭე,πόρτα
406,Tür::N,კარი,πόρτα
407,Tor::N,ჭიშკარი,πύλη
408,Zaun::N,ღობე,φράχτης
409,Zaun::N,გალავანი,φράχτης
410,Dach::N,სახურავი,στέγη
411,Leiter::N,კიბე,σκάλα
412,Leiter::N,კიბე,κλίμακα
413,Besen::N,ცოცხი,σκούπα
414,Spaten::N,ნიჩაბი,φτυάρι
415,Schaufel::N,ბარი,φτυάρι
416,Gabel::N,ჩანგალი,πιρούνι
417,Löffel::N,კოვზი,κουτάλι
418,Messer::N,დანა,μαχαίρι
419,Nagel::N,ლურსმანი,καρφί
420,Netz::N,ბადე,δίχτυ
421,Haken::N,კავი,γάντζος
422,Haken::N,კავი,αγκίστρι
423,Haken::N,კაუჭი,γάντζος
424,Haken::N,კაუჭი,αγκίστρι
425,Griff::N,ტარი,λαβή
426,Schloss::N,კლიტე,κλειδαριά
427,Schloss::N,საკეტი,κλειδαριά
428,Bild::N,სურათი,εικόνα
429,Figur::N,ფიგურა,ανάστημα
430,Puppe::N,თოჯინა,κούκλα
431,Beutel::N,პარკი,πουγγί
432,Bündel::N,გალა,δεμάτι
433,Bündel::N,ასხმა,δεμάτι
434,Tasche::N,ჩანთა,τσάντα
435,Eimer::N,ჩამჩა,κουβάς
436,Deckel::N,ხუფი,καπάκι
437,Deckel::N,სარქველი,καπάκι
438,Geschirr::N,ჭურჭელი,σκεύη
439,Sack::N,ტომარა,σάκος
440,Tasse::N,ფინჯანი,φλιτζάνι
441,Topf::N,ქოთანი,χύτρα
442,Kessel::N,ქვაბი,καζάνι
443,Essen::N,ჭამა,φαγητό
444,Nahrung::N,საზრდო,τροφή
445,Nahrung::N,საკვები,τροφή
446,Speise::N,საჭმელი,φαγητό
447,Fleisch::N,ხორცი,κρέας
448,Getreide::N,მარცვლოვანი,σιτάρι
449,Brei::N,ფაფა,χυλός
450,Brot::N,პური,ψωμί
451,Brot::N,პური,άρτος
452,Scheibe::N,ნაჭერი,φέτα
453,Fett::N,ქონი,πάχος
454,Fett::N,ცხიმი,πάχος
455,Butter::N,კარაქი,βούτυρο
456,Öl::N,ზეთი,λάδι
457,Salz::N,მარილი,αλάτι
458,Suppe::N,სუფი,σούπα
459,Honig::N,თაფლი,μέλι
460,Milch::N,რძე,γάλα
461,Tee::N,ჩაი,τσάι
462,Leder::N,ტყავი,πετσί
463,Wolle::N,მატყლი,μαλλί
464,Stoff::N,ქსოვილი,ύφασμα
465,Nadel::N,ნემსი,βελόνα
466,Faden::N,ძაფი,κλωστή
467,Faden::N,მკედი,κλωστή
468,Knopf::N,ღილი,κουμπί
469,Knoten::N,ნასკვი,κόμπος
470,Farbe::N,საღებავი,μπογιά
471,Kleidung::N,ტანსაცმელი,ρούχα
472,Kleidung::N,ტანსაცმელი,ενδυμασία
473,Hemd::N,ხალათი,πουκάμισο
474,Hemd::N,პერანგი,πουκάμισο
475,Kragen::N,საყელო,κολάρο
476,Ärmel::N,სახელო,μανίκι
477,Hose::N,შარვალი,πανταλόνι
478,Gürtel::N,ქამარი,ζώνη
479,Mütze::N,ქუდი,σκούφος
480,Schuh::N,ფეხსაცმელი,παπούτσι
481,Stiefel::N,ჩექმა,μπότα
482,Ring::N,ბეჭედი,δαχτυλίδι
483,Band::N,ბაფთი,κορδέλα
484,Kamm::N,სავარცხელი,χτένα
485,Spiegel::N,სარკე,καθρέφτης
486,Riemen::N,ღვედი,λουρί
487,Schnur::N,ლარი,κορδόνι
488,Leine::N,ჯაჭვი,σχοινί
489,Decke::N,საბანი,κουβέρτα
490,Kissen::N,ბალიში,μαξιλάρι
491,Tuch::N,მაუდი,πανί
492,Tuch::N,მაუდი,μαντήλι
493,Tuch::N,თავშალი,πανί
494,Tuch::N,თავშალი,μαντήλι
495,Handtuch::N,ხელსახოცი,πετσέτα
496,Kraft::N,ძალა,δύναμη
497,Stärke::N,ღონე,ισχύς
498,Stärke::N,ღონე,δύναμη
499,Gesundheit::N,ჯანმრთელობა,υγεία
500,Krankheit::N,სენი,αρρώστια
501,Krankheit::N,ავადმყოფობა,αρρώστια
502,Schmerz::N,ტკივილი,πόνος
503,Wunde::N,იარი,πληγή
504,Wunde::N,ჭრილობა,πληγή
505,Fieber::N,ციება,πυρετός
506,Arznei::N,წამალი,φάρμακο
507,Brücke::N,ხიდი,γέφυρα
508,Brunnen::N,ჭა,πηγάδι
509,Weide::N,საძოვარი,βοσκή
510,Pfad::N,ბილიკი,μονοπάτι
511,Weg::N,გზა,δρόμος
512,Straße::N,შარაგზა,οδός
513,Straße::N,შარაგზა,δρόμος
514,Dorf::N,დაბა,χωριό
515,Dorf::N,სოფელი,χωριό
516,Stadt::N,ქალაქი,πόλη
517,Brief::N,წერილი,γράμμα
518,Brief::N,წერილი,επιστολή
519,Buch::N,წიგნი,βιβλίο
520,Buchstabe::N,ასო,γράμμα
521,Zeitung::N,გაზეთი,εφημερίδα
522,Leben::N,სიცოცხლე,ζωή
523,Leben::N,სიცოცხლე,βίος
524,Tod::N,სიკვდილი,θάνατος
525,Grab::N,სამარე,τάφος
526,Grab::N,საფლავი,τάφος
527,Kirche::N,ეკლესია,εκκλησία
528,Sünde::N,ცოდვა,αμαρτία
529,Gott::N,ღმერთი,θεός
530,Arbeiter::N,მუშა,εργάτης
531,Chef::N,გამგე,προϊστάμενος
532,Meister::N,ოსტატი,μάστορας
533,Meister::N,ოსტატი,αρχιτεχνίτης
534,Arzt::N,ექიმი,γιατρός
535,Arzt::N,მკურნალი,γιατρός
536,Lehrer::N,მასწავლებელი,δάσκαλος
537,Geld::N,ფული,λεφτά
538,Geld::N,ფული,χρήματα
539,Geschäft::N,საქმე,συναλλαγή
540,Geschäft::N,ბიზნესი,συναλλαγή
541,Laden::N,დუქანი,μαγαζί
542,Laden::N,დუქანი,κατάστημα
543,Laden::N,მაღაზია,μαγαζί
544,Laden::N,მაღაზია,κατάστημα
545,Preis::N,ფასი,τιμή
546,Ware::N,საქონელი,εμπόρευμα
547,Nutzen::N,ხეირი,όφελος
548,Reichtum::N,სიმდიდრე,πλούτος
549,Welt::N,მსოფლიო,κόσμος
550,Land::N,მხარე,χώρα
551,Land::N,ქვეყანა,χώρα
552,Staat::N,სახელმწიფო,κράτος
553,Staat::N,სახელმწიფო,πολιτεία
554,König::N,მეფე,βασιλιάς
555,Macht::N,ძლიერება,εξουσία
556,Grenze::N,ზღვარი,σύνορα
557,Krieg::N,ომი,πόλεμος
558,Feind::N,მტერი,εχθρός
559,Gewalt::N,სისასტიკე,βία
560,Kampf::N,ბრძოლა,αγώνας
561,Bogen[Waffe]::N,მშვილდი,τόξο
562,Pfeil::N,ისარი,σαΐτα
563,Pfeil::N,მახვილი,σαΐτα
564,Gewehr::N,თოფი,τουφέκι
565,Gewehr::N,შაშხანა,τουφέκι
566,Fehler::N,შეცდომა,λάθος
567,Fehler::N,შეცდომა,σφάλμα
568,Lüge::N,სიცრუე,ψέμα
569,Lüge::N,სიცრუე,ψεύδος
570,Schaden::N,ვნება,ζημία
571,Unglück::N,ხიფათი,δυστυχία
572,Unglück::N,უბედურება,δυστυχία
573,Schuld::N,ბრალი,ενοχή
574,Schuld::N,ბრალი,φταίξιμο
575,Alter::N,ასაკი,ηλικία
576,Schluss::N,ბოლო,τέλος
577,Schluss::N,დასასრული,τέλος
578,Zeit::N,დრო,χρόνος
579,Tag::N,დღე,μέρα
580,Tag::N,დღე,ημέρα
581,Morgen::N,დილა,πρωί
582,Mittag::N,შუადღე,μεσημέρι
583,Abend::N,საღამო,βράδυ
584,Nacht::N,ღამე,νύχτα
585,Woche::N,კვირა,εβδομάδα
586,Monat::N,თვე,μήνας
587,Jahr::N,წელი,έτος
588,Jahr::N,წელი,χρόνος
589,Frühling::N,გაზაფხული,άνοιξη
590,Sommer::N,ზაფხული,καλοκαίρι
591,Herbst::N,შემოდგომა,φθινόπωρο
592,Winter::N,ზამთარი,χειμώνας
593,Januar::N,იანვარი,Ιανουάριος
594,Februar::N,თებერვალი,Φεβρουάριος
595,März::N,მარტი,Μάρτιος
596,April::N,აპრილი,Απρίλιος
597,Mai::N,მაისი,Μάιος
598,Juni::N,ივნისი,Ιούνιος
599,Juli::N,ივლისი,Ιούλιος
600,August::N,აგვისტო,Αύγουστος
601,September::N,სექტემბერი,Σεπτέμβριος
602,Oktober::N,ოქტომბერი,Οκτώβριος
603,November::N,ნოემბერი,Νοέμβριος
604,Dezember::N,დეკემბერი,Δεκέμβριος
605,Montag::N,ორშაბათი,Δευτέρα
606,Dienstag::N,სამშაბათი,Τρίτη
607,Mittwoch::N,ოთხშაბათი,Τετάρτη
608,Donnerstag::N,ხუთშაბათი,Πέμπτη
609,Freitag::N,პარასკევი,Παρασκευή
610,Samstag::N,შაბათი,Σάββατο
611,Sonntag::N,კვირა,Κυριακή
612,groß::A,დიდი,μεγάλος
613,klein::A,მცირე,μικρός
614,klein::A,პატარა,μικρός
615,lang::A,გრძელი,μακρύς
616,kurz::A,მოკლე,κοντός
617,breit::A,ფართო,φαρδύς
618,breit::A,განიერი,φαρδύς
619,schmal::A,ვიწრო,στενός
620,schmal::A,წვრილი,στενός
621,dicht::A,მჭიდრო,πυκνός
622,dick[Gegenstand]::A,სქელი,παχύς
623,dick[Gegenstand]::A,სქელი,χοντρός
624,dünn::A,წვრილი,ψιλός
625,dünn::A,წვრილი,λεπτός
626,fein::A,თხელი,ψιλός
627,fest::A,მყარი,στερεός
628,flach::A,ბრტყელი,επίπεδος
629,glatt::A,გლუ,λείος
630,glatt::A,გლუ,ομαλός
631,hart::A,მაგარი,σκληρός
632,weich::A,რბილი,μαλακός
633,rund::A,მრგვალი,στρογγυλός
634,spitz::A,წვეტიანი,μυτερός
635,scharf::A,მჭრელი,κοφτερός
636,stumpf::A,ბლაგვი,αμβλύς
637,schwer::A,მძიმე,βαρύς
638,schön::A,ლამაზი,ωραίος
639,schön::A,ლამაზი,όμορφος
640,heiß::A,ცხელი,ζεστός
641,warm::A,თბილი,θερμός
642,kalt::A,ცივი,κρύος
643,kalt::A,ცივი,ψυχρός
644,kühl::A,გრილი,δροσερός
645,frisch::A,სუფთა,νωπός
646,frisch::A,სუფთა,φρέσκος
647,feucht::A,ნოტიო,υγρός
648,nass::A,სველი,βρεγμένος
649,trocken::A,მშრალი,ξηρός
650,trocken::A,მშრალი,στεγνός
651,voll::A,სავსე,γεμάτος
652,leer::A,ცარიელი,άδειος
653,offen::A,ღია,ανοιχτός
654,offen::A,გაშლილი,ανοιχτός
655,geschlossen::A,დახურული,κλειστός
656,sauber::A,სუფთა,καθαρός
657,sauber::A,წმინდა,καθαρός
658,schmutzig::A,ტალახიანი,βρώμικος
659,schmutzig::A,ტალახიანი,λερωμένος
660,roh::A,უმი,ωμός
661,reif::A,მწიფე,ώριμος
662,lecker::A,გემრიელი,νόστιμος
663,süß::A,ტკბილი,γλυκός
664,bitter::A,მწარე,πικρός
