,Concept_ID,bg,sah
107,Tropfen::N,капка,таммах
108,Tropfen::N,капка,хааппыла
109,Schaum::N,пяна,күүгэн
110,Schmutz::N,кал,кир
111,Schmutz::N,мръсотия,кир
112,See::N,езеро,күөл
113,Sumpf::N,блато,бадараан
114,Moor::N,мочурище,дьэбэрэ
115,Wiese::N,ливада,ходуһа
116,Wald::N,гора,ойуур
117,Hügel::N,рид,булгунньах
118,Hügel::N,хълм,булгунньах
119,Anhöhe::N,могила,үрдэл
120,Anhöhe::N,възвишение,үрдэл
121,Berg::N,планина,хайа
122,Gipfel::N,връх,чыпчаал
123,Höhle::N,пещера,хайа_хаспаҕа
124,Höhle::N,пещера,көҥүс
125,Abhang::N,склон,эниэ
126,Abhang::N,стръмнина,эниэ
127,Quelle::N,извор,дьүүктэ
128,Bach::N,поток,үрүйэ
129,Fluss::N,река,өрүс
130,Ufer::N,бряг,биэрэк
131,Küste::N,бряг,кытыл
132,Küste::N,крайбрежие,кытыл
133,Festland::N,суша,кураанах сир
134,Meer::N,море,муора
135,Bucht::N,залив,хомо
136,Bucht::N,залив,бухта
137,Insel::N,остров,арыы
138,Blume::N,цвете,сибэкки
139,Gras::N,трева,от
140,Wurzel::N,корен,силис
141,Baum::N,дърво,мас
142,Stamm::N,стъбло,умнас
143,Rinde::N,кора,хатырык
144,Ast::N,клон,мутук
145,Zweig::N,клон,лабаа
146,Blatt::N,лист,сэбирдэх
147,Birke::N,бреза,хатыҥ
148,Kiefer[Baum]::N,бор,бэс
149,Weide[Baum]::N,върба,үөт
150,Weide[Baum]::N,върба,талах
151,Tanne::N,ела,харыйа
152,Horn::N,рог,муос
153,Feder::N,перо,куорсун
154,Fell::N,кожа,тирии
155,Flügel::N,крило,кынат
156,Klaue::N,нокът,тыҥырах
157,Kralle::N,нокът,баппаҕай
158,Schwanz::N,опашка,кутурук
159,Ei::N,яйце,сымыыт
160,Nest::N,гнездо,уйа
161,Bau::N,дупка,хороон
162,Tier::N,животно,кыыл
163,Tier::N,животно,харамай
164,Herde::N,стадо,үөр
165,Kuh::N,крава,ынах
166,Bulle::N,бик,оҕус
167,Pferd::N,кон,сылгы
168,Schaf::N,овца,овца
169,Schwein::N,свиня,сибиинньэ
170,Hund::N,куче,ыт
171,Katze::N,котка,куоска
172,Bär::N,мечка,эһэ
173,Eichhörnchen::N,катерица,тииҥ
174,Elch::N,лос,тайах
175,Fuchs::N,лисица,саһыл
176,Hase::N,заек,куобах
177,Maus::N,мишка,кутуйах
178,Wolf::N,вълк,бөрө
179,Vogel::N,птица,көтөр
180,Schwarm::N,рой,бөлөх
181,Schwarm::N,рояк,бөлөх
182,Huhn::N,кокошка,куурусса
183,Hahn::N,петел,бөтүүк
184,Gans::N,гъска,хаас
185,Adler::N,орел,хотой
186,Ente::N,патица,кус
187,Eule::N,сова,мэкчиргэ
188,Kranich::N,жерав,туруйа
189,Krähe::N,врана,тураах
190,Kuckuck::N,кукувица,кэҕэ
191,Schwan::N,лебед,куба
192,Fisch::N,риба,балык
193,Barsch::N,костур,алыһар
194,Hecht::N,щука,сордон
195,Schlange[Tier]::N,змия,моҕой
196,Schlange[Tier]::N,змия,эриэн үөн
197,Wurm::N,червей,үөн
198,Spinne::N,паяк,ооҕуй
199,Ameise::N,мравка,кымырдаҕас
200,Laus::N,въшка,быт
201,Mücke::N,комар,кумаар
202,Fliege::N,муха,сахсырҕа
203,Schmetterling::N,пеперуда,лыах
204,Schmetterling::N,пеперуда,үрүмэччи
205,Beere::N,плод,отон
206,Apfel::N,ябълка,яблоко
207,Pilz::N,гъба,тэллэй
208,Zwiebel::N,лук,луук
209,Zwiebel::N,кромид,луук
210,Saat::N,семе,сиэмэ
211,Korn::N,зърно,сиэмэ
212,Heu::N,сено,от
213,Schale::N,кора,хах
214,Grube::N,яма,дьаама
215,Grube::N,дупка,дьаама
216,Falle::N,примка,сохсо
217,Schlinge::N,клуп,уктаа
218,Spur::N,диря,суол
219,Spur::N,следа,суол
220,Asche::N,пепел,күл
221,Dreck::N,кал,бадараан
222,Eisen::N,желязо,тимир
223,Gold::N,злато,көмүс
224,Gold::N,злато,кыһыл көмүс
225,Silber::N,сребро,көмүс
226,Silber::N,сребро,үрүҥ көмүс
227,Kohle::N,въглища,чох
228,Glas::N,стъкло,өстүөкүлэ
229,Lehm::N,глина,туой
230,Sand::N,пясък,кумах
231,Mensch::N,човек,киһи
232,Mann::N,мъж,эр
233,Frau::N,жена,дьахтар
234,Kind::N,дете,оҕо
235,Junge::N,момче,уол
236,Mädchen::N,момиче,кыыс оҕо
237,Familie::N,фамилия,кэргэн
238,Familie::N,семейство,кэргэн
239,Großvater::N,дядо,эһэ
240,Großmutter::N,баба,эбэ
241,Eltern::N,родители,аҕа-ийэ
242,Vater::N,баща,аҕа
243,Mutter::N,майка,ийэ
244,Sohn::N,син,уол
245,Tochter::N,дъщеря,кыыс
246,Bruder::N,брат,убай
247,Bruder::N,брат,быраат
248,Schwester::N,сестра,аҕас
249,Schwester::N,сестра,балыс
250,Onkel::N,чичо,таай
251,Onkel::N,чичо,абаҕа
252,Onkel::N,вуйчо,таай
253,Onkel::N,вуйчо,абаҕа
254,Tante::N,леля,эдьиий
255,Ehemann::N,съпруг,эр
256,Ehefrau::N,съпруга,ойох
257,Freude::N,радост,үөрүү
258,Gelächter::N,смях,күлүү
259,Glück::N,щастие,дьол
260,Glück::N,щастие,соргу
261,Kummer::N,тъга,кутурҕан
262,Wunsch::N,желание,баҕарыы
263,Lust::N,желание,баҕа
264,Geist::N,дух,тыын
265,Gedanke::N,мисъл,санаа
266,Gedächtnis::N,памет,өй
267,Verstand::N,ум,өй
268,Verstand::N,разум,өй
269,Sinn::N,смисъл,суолта
270,Grund::N,причина,төрүөт
271,Wahrheit::N,правда,кырдьык
272,Gespräch::N,разговор,бэсиэдэ
273,Gespräch::N,разговор,кэпсэтии
274,Märchen::N,приказка,остуоруйа
275,Erzählung::N,разказ,кэпсээн
276,Nachricht::N,вест,биллэриллии
277,Nachricht::N,известие,биллэриллии
278,Neuigkeit::N,новина,сонун
279,Name::N,име,аат
280,Rätsel::N,гатанка,таабырын
281,Rede::N,реч,этии
282,Rede::N,слово,этии
283,Sprache::N,език,тыл
284,Stimme::N,глас,куолас
285,Wort::N,дума,тыл
286,Zeichen::N,знак,бэлиэ
287,Ruf::N,зов,ыҥырыы
288,Lärm::N,шум,айдаан
289,Lärm::N,глъчка,айдаан
290,Laut::N,звук,тыас
291,Ton::N,тон,дорҕоон
292,Lied::N,песен,ырыа
293,Ruhe::N,тишина,уу чуумпу
294,Ruhe::N,спокойствие,уу чуумпу
295,Leute::N,хора,дьон
296,Volk::N,народ,дьон
297,Volk::N,народ,норуот
298,Arbeit::N,труд,үлэ
299,Arbeit::N,работа,үлэ
300,Gast::N,гост,ыалдьыт
301,Geschenk::N,дар,бэлэх
302,Geschenk::N,подарък,бэлэх
303,Spiel::N,игра,оонньуу
304,Gesellschaft::N,общество,общество
305,Hilfe::N,помощ,көмө
306,Freund::N,приятел,доҕор
307,Kamerad::N,другар,атас
308,Angelegenheit::N,работа,дьыала
309,Anzahl::N,брой,ахсаан
310,Anzahl::N,количество,ахсаан
311,Art::N,вид,биис
312,Stück::N,къс,кырбас
313,Stück::N,парче,кырбас
314,Teil::N,дял,ирээт
315,Teil::N,част,ирээт
316,Hälfte::N,половина,аҥар
317,Kreis::N,кръг,төгүрүк
318,Kreis::N,кръг,төгүрүмтэ
319,Kreuz::N,кръст,кириэс
320,Linie::N,черта,сурааһын
321,Strich::N,щрих,сурааһын
322,Strich::N,черта,сурааһын
323,Abstand::N,дистанция,арыт
324,Abstand::N,разстояние,арыт
325,Entfernung::N,разстояние,ыраах
326,Gegend::N,местност,сир
327,Platz::N,място,арыт
328,Ort::N,място,сир
329,Seite::N,страна,өрүт
330,Seite::N,страна,сирэй
331,Mitte::N,среда,орто
332,Gegenstand::N,предмет,предмет
333,Sache::N,вещ,мал
334,Rand::N,ръб,кытыы
335,Rand::N,ръб,ойоҕос
336,Kante::N,ръб,кырыы
337,Kante::N,кант,кырыы
338,Ecke::N,ъгъл,муннук
339,Spitze::N,връх,чыпчаал
340,Spitze::N,острие,чыпчаал
341,Ende::N,край,төбө
342,Loch::N,дупка,тэһэҕэс
343,Loch::N,дупка,дьөлөҕөс
344,Winkel::N,кът,муннук
345,Winkel::N,ъгъл,муннук
346,Muster::N,десен,оһуор
347,Muster::N,образец,оһуор
348,Größe::N,големина,кээмэй
349,Länge::N,дължина,уста
350,Höhe::N,висота,үрдүк
351,Höhe::N,височина,үрдүк
352,Gewicht::N,тегло,ыйааһын
353,Gewicht::N,тежест,ыйааһын
354,Menge::N,количество,ахсаан
355,Haufen::N,куп,чөмчөх
356,Haufen::N,грамада,чөмчөх
357,Reihe::N,ред,кэккэ
358,Reihe::N,редица,кэккэ
359,Boot::N,лодка,оҥочо
360,Ruder::N,весло,эрдии
361,Ruder::N,гребло,эрдии
362,Schlitten::N,шейна,сыарҕа
363,Ski::N,ски,хайыһар
364,Lagerfeuer::N,огнище,кутаа
365,Last::N,товар,ыарахан
366,Gang::N,ход,хаамыы
367,Gang::N,вървеж,хаамыы
368,Schritt::N,стъпка,хардыы
369,Norden::N,север,хоту
370,Süden::N,юг,соҕуруу
371,Westen::N,запад,арҕаа
372,Osten::N,изток,илин
373,Holz::N,дърво,мас
374,Brett::N,дъска,дуоска
375,Brett::N,дъска,хаптаһын
376,Stange::N,прът,ураҕас
377,Stange::N,върлина,ураҕас
378,Stock::N,прът,мас
379,Stock::N,прът,баалкы
380,Stock::N,тояга,мас
381,Stock::N,тояга,баалкы
382,Stab::N,прът,ураҕас
383,Rohr::N,цев,турба
384,Rohr::N,тръба,турба
385,Haus::N,къща,дьиэ
386,Heim::N,дом,дьиэ
387,Ofen::N,печка,оһох
388,Fußboden::N,под,муоста
389,Tisch::N,маса,остуол
390,Stuhl::N,стол,устуул
391,Wiege::N,люлка,биһик
392,Bett::N,легло,кырабаат
393,Bett::N,креват,кырабаат
394,Regal::N,рафт,долбуур
395,Regal::N,етажерка,долбуур
396,Kiste::N,кутия,дьааһык
397,Kiste::N,сандък,дьааһык
398,Fenster::N,прозорец,түннүк
399,Tür::N,врата,аан
400,Tor::N,врата,аан
401,Zaun::N,ограда,соппулуот
402,Dach::N,покрив,кырыыса
403,Leiter::N,стълба,кирилиэс
404,Besen::N,метла,миинньик
405,Spaten::N,лопата,күрдьэх
406,Schaufel::N,лопата,күрдьэх
407,Gabel::N,вилица,биилкэ
408,Löffel::N,лъжица,луоска
409,Messer::N,нож,быһах
410,Nagel::N,гвоздей,тоһоҕо
411,Netz::N,мрежа,илим
412,Haken::N,кука,көхө
413,Haken::N,закачалка,көхө
414,Griff::N,ръчка,ук
415,Griff::N,ръчка,тутаах
416,Griff::N,дръжка,ук
417,Griff::N,дръжка,тутаах
418,Schloss::N,брава,күлүүс
419,Schloss::N,ключалка,күлүүс
420,Bild::N,картина,хартыына
421,Figur::N,фигура,фигура
422,Puppe::N,кукла,куукула
423,Beutel::N,кесия,мөһөөччук
424,Bündel::N,връзка,баайыы
425,Tasche::N,чанта,суумка
426,Eimer::N,кофа,биэдэрэ
427,Deckel::N,капак,хаппах
428,Deckel::N,похлупак,хаппах
429,Geschirr::N,съдове,иһит
430,Sack::N,чувал,куул
431,Tasse::N,чаша,сэлиэнэй
432,Topf::N,гърне,көстүрүүҥкэ
433,Topf::N,тенджера,көстүрүүҥкэ
434,Kessel::N,котел,хочуол
435,Essen::N,ядене,аһылык
436,Nahrung::N,храна,ас
437,Speise::N,ястие,аһылык
438,Fleisch::N,месо,эт
439,Getreide::N,зърнено храни,злактар
440,Brei::N,каша,хааһы
441,Brot::N,хляб,килиэп
442,Scheibe::N,резен,куһуок
443,Fett::N,мазнина,сыа
444,Butter::N,масло,арыы
445,Öl::N,олио,арыы
446,Öl::N,оливия,арыы
447,Salz::N,сол,туус
448,Suppe::N,супа,мин
449,Honig::N,мед,мүөт
450,Milch::N,мляко,үүт
451,Tee::N,чай,чэй
452,Leder::N,кожа,тирии
453,Wolle::N,вълна,түү
454,Stoff::N,плат,таҥас
455,Stoff::N,материал,таҥас
456,Nadel::N,игла,иннэ
457,Faden::N,конец,сап
458,Knopf::N,копче,тимэх
459,Knoten::N,възел,түмүк
460,Farbe::N,боя,кырааска
461,Kleidung::N,дрехи,таҥас
462,Kleidung::N,облекло,таҥас
463,Hemd::N,риза,ырбаахы
464,Kragen::N,яка,саҕа
465,Ärmel::N,ръкав,сиэх
466,Hose::N,панталони,ыстаан
467,Hose::N,панталони,бүрүүкэ
468,Gürtel::N,пояс,кур
469,Gürtel::N,колан,кур
470,Mütze::N,каскет,бэргэһэ
471,Mütze::N,фуражка,бэргэһэ
472,Schuh::N,обувка,бачыыҥка
473,Stiefel::N,ботуш,саппыкы
474,Ring::N,пръстен,биһилэх
475,Band::N,лента,лиэнтэ
476,Band::N,връзка,лиэнтэ
477,Kamm::N,гребен,тараах
478,Spiegel::N,огледало,сиэркилэ
479,Riemen::N,каиш,кур
480,Riemen::N,ремък,кур
481,Schnur::N,връв,быа
482,Leine::N,връв,тэһиин
483,Leine::N,въже,тэһиин
484,Decke::N,покривка,суорҕан
485,Kissen::N,възглавница,сыттык
486,Tuch::N,сукно,былаат
487,Handtuch::N,пешкир,соттор
488,Handtuch::N,кърпа за лице,соттор
489,Kraft::N,мощ,сыра
490,Kraft::N,сила,сыра
491,Stärke::N,сила,күүс
492,Gesundheit::N,здраве,доруобуйа
493,Krankheit::N,болест,ыарыы
494,Schmerz::N,болка,ыарыы
495,Wunde::N,рана,баас
496,Fieber::N,треска,түрүлгэн
497,Fieber::N,треска,лихорадка
498,Fieber::N,треска,температура
499,Fieber::N,температура,түрүлгэн
500,Fieber::N,температура,лихорадка
501,Fieber::N,температура,температура
502,Arznei::N,лек,эмп
503,Arznei::N,лекарство,эмп
504,Brücke::N,мост,күргэ
505,Brunnen::N,чешма,холуодьас
506,Brunnen::N,кладенец,холуодьас
507,Weide::N,паша,мэччирэҥ
508,Weide::N,пасище,мэччирэҥ
509,Pfad::N,пътека,ыллык
510,Weg::N,път,суол
511,Straße::N,шосе,суол
512,Dorf::N,село,дэриэбинэ
513,Stadt::N,град,куорат
514,Brief::N,писмо,сурук
515,Buch::N,книга,кинигэ
516,Buchstabe::N,буква,буква
517,Zeitung::N,вестник,хаһыат
518,Leben::N,живот,тыын
519,Tod::N,смърт,өлүү
520,Grab::N,гроб,иин
521,Kirche::N,църква,таҥара дьиэтэ
522,Sünde::N,грях,айыы
523,Gott::N,бог,тангара
524,Arbeiter::N,работник,үлэһит
525,Chef::N,шеф,баһылык
526,Chef::N,шеф,начальник
527,Chef::N,началник,баһылык
528,Chef::N,началник,начальник
529,Meister::N,майстор,уус
530,Meister::N,майстор,маастар
531,Arzt::N,лекар,врач
532,Lehrer::N,учител,учуутал
533,Geld::N,пари,харчы
534,Geschäft::N,сделка,идэ
535,Laden::N,дюкян,маҕаһыын
536,Laden::N,магазин,маҕаһыын
537,Preis::N,цена,сыана
538,Ware::N,стока,табаар
539,Nutzen::N,полза,туһа
540,Nutzen::N,облага,туһа
541,Reichtum::N,богатство,баай
542,Welt::N,свят,аан дойду
543,Land::N,страна,дойду
544,Staat::N,щат,государство
545,Staat::N,държава,государство
546,König::N,крал,король
547,Macht::N,мощ,былаас
548,Macht::N,власт,былаас
549,Grenze::N,граница,кыраныысса
550,Krieg::N,война,сэрии
551,Feind::N,враг,өстөөх
552,Feind::N,неприятел,өстөөх
553,Gewalt::N,сила,күүһүлээһин
554,Gewalt::N,насилие,күүһүлээһин
555,Kampf::N,борба,охсуһуу
556,Kampf::N,сражение,охсуһуу
557,Bogen[Waffe]::N,лък,ох
558,Pfeil::N,стрела,ох
559,Gewehr::N,пушка,саа
560,Fehler::N,грешка,сыыһа
561,Lüge::N,лъжа,сымыйа
562,Schaden::N,повреда,хоромньу
563,Unglück::N,нещастие,алдьархай
564,Schuld::N,вина,буруй
565,Alter::N,възраст,саас
566,Schluss::N,край,тиһэх
567,Zeit::N,време,бириэмэ
568,Tag::N,ден,күн
569,Morgen::N,утро,сарсыарда
570,Morgen::N,сутрин,сарсыарда
571,Mittag::N,обед,күн ортото
572,Mittag::N,пладне,күн ортото
573,Abend::N,вечер,киэһэ
574,Nacht::N,нощ,түүн
575,Woche::N,седмица,нэдиэлэ
576,Monat::N,месец,ый
577,Jahr::N,година,сыл
578,Jahr::N,година,дьыл
579,Frühling::N,пролет,саас
580,Sommer::N,лято,сайын
581,Herbst::N,есен,күһүн
582,Winter::N,зима,кыһын
583,Januar::N,януари,тохсунньу
584,Februar::N,февруари,олунньу
585,März::N,март,кулун тутар
586,April::N,април,муус устар ый
587,Mai::N,май,ыам ыйа
588,Juni::N,юни,бэс ыйа
589,Juli::N,юли,от ыйа
590,August::N,август,атырдьах ыйа
591,September::N,септември,балаҕан ыйа
592,Oktober::N,октомври,алтынньы
593,November::N,ноември,сэтинньи
594,Dezember::N,декември,ахсынньы
595,Montag::N,понеделник,бэнидиэнньик
596,Dienstag::N,вторник,оптуорунньук
597,Mittwoch::N,сряда,сэрэдэ
598,Donnerstag::N,четвъртък,чэппиэр
599,Freitag::N,петък,бээтинсэ
600,Samstag::N,събота,субуота
601,Sonntag::N,неделя,баскыһыанньа
602,groß::A,едър,бөдөҥ
603,groß::A,едър,улахан
604,groß::A,голям,бөдөҥ
605,groß::A,голям,улахан
606,klein::A,малък,кыр
607,klein::A,дребен,кыр
608,lang::A,дълъг,уһун
609,kurz::A,къс,кылгас
610,breit::A,широк,кэтит
611,schmal::A,тесен,кыараҕас
612,dicht::A,гъст,хойуу
613,dick[Gegenstand]::A,дебел,суон
614,dick[Gegenstand]::A,дебел,хойуу
615,dünn::A,тънък,чараас
616,fein::A,фин,бытархай
617,fein::A,фин,синньигес
618,fein::A,тънък,бытархай
619,fein::A,тънък,синньигес
620,fest::A,твърд,бөҕө
621,fest::A,твърд,кытаанах
622,fest::A,плътен,бөҕө
623,fest::A,плътен,кытаанах
624,flach::A,равен,хаптаҕай
625,flach::A,плосък,хаптаҕай
626,glatt::A,гладък,кылааккай
627,hart::A,твърд,хатан
628,hart::A,твърд,кытаанах
629,hart::A,корав,хатан
630,hart::A,корав,кытаанах
631,weich::A,мек,сымнаҕас
632,rund::A,кръгъл,төгүрүк
633,spitz::A,островръх,сытыы
634,spitz::A,островръх,уһуктаах
635,scharf::A,остър,сытыы
636,stumpf::A,тъп,сыппах
637,schwer::A,тежък,ыарахан
638,schön::A,хубав,кыраһыабай
639,schön::A,красив,кыраһыабай
640,heiß::A,жарък,итии
641,warm::A,топъл,ичигэс
642,kalt::A,студен,тымныы
643,kühl::A,хладен,сөрүүн
644,frisch::A,свеж,ыраас
645,frisch::A,свеж,сөрүүн
646,frisch::A,свеж,тымныы
647,feucht::A,влажен,сииктээх
648,nass::A,мокър,инчэҕэй
649,trocken::A,сух,кураан
650,voll::A,пълен,толору
651,leer::A,празен,иччитэх
652,offen::A,откровен,аһаҕас
653,geschlossen::A,закрит,бүтэй
654,geschlossen::A,затворен,бүтэй
655,sauber::A,чист,сэбэр
656,schmutzig::A,мръсен,кирдээх
657,roh::A,суров,сиикэй
658,reif::A,зрял,буспут
659,reif::A,зрял,сиппит-хоппут
660,lecker::A,вкусен,минньигэс
661,süß::A,сладък,минньигэс
662,bitter::A,горчив,аһыы
663,sauer::A,кисел,аһыы
664,hell::A,ясен,сырдык
665,hell::A,светъл,сырдык
666,dunkel::A,тъмен,хараҥа
667,schwarz::A,черен,хара
668,weiß::A,бял,үрүҥ
669,weiß::A,бял,маҥан
670,rot::A,червен,кыһыл
671,gelb::A,жълт,саһархай
672,blau::A,син,күөх
673,grün::A,зелен,күөх
674,grün::A,зелен,от күөҕэ
675,grau::A,сив,сиэрэй
676,bunt::A,шарен,эриэн
677,bunt::A,пъстър,эриэн
678,billig::A,евтин,чэпчэки
679,teuer::A,скъп,сыаналаах
680,wertvoll::A,ценен,сыаналаах
681,blind::A,сляп,хараҕа суох
682,taub::A,глух,дьүлэй
683,kräftig::A,силен,модун
684,stark::A,здрав,күүстээх
685,stark::A,силен,күүстээх
686,schwach::A,слаб,мөлтөх
687,fett::A,тлъст,эмис
688,schlank::A,тънък,дьылҕан
689,schlank::A,тънък,дьыпсаҕай
690,schlank::A,строен,дьылҕан
691,schlank::A,строен,дьыпсаҕай
692,hübsch::A,хубав,олус кэрэ
693,hübsch::A,хубав,көрүөхтэн үчүгэй
694,böse::A,зъл,өһүөннээх
695,dumm::A,глупав,акаары
696,faul::A,ленив,нэс
697,faul::A,мързелив,нэс
698,fleißig::A,прилежен,кыһамньылаах
699,geizig::A,скъпернически,иҥсэлээх
700,klug::A,умен,өйдөөх
701,klug::A,разумен,өйдөөх
702,geschickt::A,умел,наһаа дьоҕурдаах
703,geschickt::A,сръчен,наһаа дьоҕурдаах
704,lieb::A,мил,тапталлаах
705,lieb::A,драг,тапталлаах
706,lustig::A,весел,көрдөөх
707,sanft::A,нежен,намчы
708,sanft::A,нежен,сымнаҕас
709,sanft::A,кротък,намчы
710,sanft::A,кротък,сымнаҕас
711,hungrig::A,гладен,аччык
712,krank::A,болен,ыалдьар
713,nackt::A,гол,сыгынньах
714,traurig::A,тъжен,санаарҕабыллаах
715,traurig::A,печален,санаарҕабыллаах
716,lebendig::A,жив,тыыннаах
717,gut::A,добър,үтүө
718,gut::A,добър,үчүгэй
719,schlecht::A,лош,куһаҕан
720,richtig::A,правилен,сөп
721,schlimm::A,лош,сидьиҥ
722,schlimm::A,лош,быдьар
723,wahr::A,верен,кырдьык
724,wahr::A,истински,кырдьык
725,alt::A,стар,былыргы
726,alt::A,древен,былыргы
727,neu::A,нов,саҥа
728,ehemalig::A,бивш,урукку
729,alt[Lebewesen]::A,стар,кырдьаҕас
730,jung::A,млад,эдэр
731,arm::A,беден,дьадаҥы
732,reich::A,богат,баай
733,bekannt::A,познат,билэр
734,bekannt::A,известен,билэр
735,berühmt::A,почут,аатырбыт
736,berühmt::A,известен,аатырбыт
737,fremd::A,чужд,атын
738,verschieden::A,разен,араас
739,verschieden::A,различен,араас
740,nah::A,близък,чугас
741,fern::A,далечен,ыраах
742,linker::A,ляв,хаҥас
743,rechter::A,прав,уҥа
744,anderer::A,друг,атын
745,erster::A,пръв,маҥнайгы
746,erster::A,първи,маҥнайгы
747,zweiter::A,втори,иккис
748,dritter::A,трети,үһүс
749,letzter::A,последен,тиһэх
750,allein::ADV,само,соҕотох
751,auf einmal::ADV,същевременно,биирдэ
752,zusammen::ADV,заедно,холбуу
753,lange::ADV,дълго,уһуннук
754,plötzlich::ADV,изведнъж,эмискэ
755,sofort::ADV,веднага,тута
756,später::ADV,по-късно,хойут
757,jetzt::ADV,сега,билигин
758,heute::ADV,днес,бүгүн
759,morgen::ADV,утре,сарсын
760,bald::ADV,скоро,өтөр
761,dann::ADV,после,кэнна
762,dann::ADV,тогава,кэнна
763,gestern::ADV,вчера,бэҕэһээ
764,einst::ADV,някога,биир төгүл
765,einst::ADV,някога,арай биирдэ
766,damals::ADV,тогава,оччоҕо
767,danach::ADV,после,аары
768,danach::ADV,после,ол кэнниттэн
769,danach::ADV,след това,аары
770,danach::ADV,след това,ол кэнниттэн
771,vorher::ADV,преди,урут
772,vorher::ADV,преди това,урут
773,zuerst::ADV,най-напред,маҥнай
774,einmal::ADV,веднъж,биирдэ
775,einmal::ADV,един път,биирдэ
776,manchmal::ADV,понякога,арыт
777,oft::ADV,често,чаастатык
778,immer::ADV,винаги,мэлдьи
779,niemals::ADV,никога,хаһан да
780,hier::ADV,тук,маныаха
781,hier::ADV,тука,маныаха
782,hierhin::ADV,насам,бэттэх
783,von hier::ADV,оттук,мантан
784,von hier::ADV,оттука,мантан
785,dort::ADV,там,онно
786,dorthin::ADV,натам,онно
787,dorthin::ADV,нататък,онно
788,geradeaus::ADV,направо,быһа
789,geradeaus::ADV,направо,быһаччы
790,vorwärts::ADV,напред,инники
791,rückwärts::ADV,назад,төттөру
