,Concept_ID,hy,zh
782,regnen::V,անձրեւ գալ,下雨
783,gefrieren::V,սառչել,结冰
784,tauen::V,լկիլ,融化
785,schmelzen::V,հալիլ,溶化
786,trocknen::V,չորանալ,变干
787,sieden::V,եռալ,煮
788,faulen::V,փտել,腐烂
789,verfaulen::V,նեխել,腐烂
790,reißen::V,պատռվել,撕
791,reißen::V,ճղվել,撕
792,versinken::V,սուզվել,下沉
793,vergehen::V,անցնել ,流逝
794,erscheinen::V,հայտնվել,出现
795,erscheinen::V,երեւալ,出现
796,verschwinden::V,անհետանալ,消失
797,sinken::V,ընկնել,下降
798,abnehmen::V,փոքրանալ,减少
799,zunehmen::V,մեծանալ,增加
800,steigen::V,բարձրանալ,上升
801,wachsen::V,աճել,生长
802,glänzen::V,նշուլել,发光
803,glänzen::V,փայլիլ,发光
804,funkeln::V,փայլատակել,闪烁
805,lärmen::V,աղմուկ հանել,吵闹
806,läuten::V,զնգալ,响
807,klingeln::V,զնգալ,按铃
808,klirren::V,զնգզնգալ,
809,brausen::V,մոլեգնել,疾驶
810,rauschen::V,սոսափել,
811,klingen::V,հնչել,听起来
812,bellen::V,հաչել,吠
813,heulen::V,ոռնալ ,嗥
814,blasen::V,փչել ,吹
815,pfeifen::V,սուլել,吹口哨
816,schreien::V,գոռալ ,叫喊
817,stöhnen::V,տնքալ,呻吟
818,zittern::V,դողալ,颤抖
819,leben::V,ապրել,生存
820,geboren werden::V,ծնվել,出生
821,atmen::V,շնչել,呼吸
822,trinken::V,խմել,喝
823,essen::V,ուտել,吃
824,schlucken::V,կլանել,咽
825,schlucken::V,կուլ տալ,咽
826,müde werden::V,հոգնել,疲倦
827,einschlafen::V,քուն մտնել,入睡
828,schlafen::V,քնել,睡觉
829,aufwachen::V,արթննալ,睡醒
830,aufstehen::V,ելլել,起床
831,sich erholen::V,հանգստանալ,休养
832,krank werden::V,հիւանդանալ,生病
833,krank sein::V,հիվանդ լինել,生病
834,schmerzen::V,ցավել,疼痛
835,husten::V,հազալ,咳
836,genesen::V,ապաքինվել,痊愈
837,sterben::V,մեռնել,死
838,sterben::V,վախճանվել,死
839,umkommen::V,կործանվել,丧命
840,sich bewegen::V,ընթանալ,移动
841,sich rühren::V,շարժվել,动弹
842,sich erheben::V,կանգնել,站起
843,sich erheben::V,վեր կենալ,站起
844,sich setzen::V,նստել,坐
845,hinfallen::V,ընկնել,跌倒
846,laufen::V,քայլել,步行
847,schreiten::V,ճեմել,迈步
848,spazierengehen::V,շրջագայել,散步
849,eilen::V,շտապել,急忙
850,sich beeilen::V,շտապել ,赶快
851,sausen::V,սլանալ,疾驰
852,rennen::V,վազել,奔跑
853,springen::V,ցատկել,跳
854,klettern::V,մագլցել,攀缘
855,schaukeln::V,ճոճվել,荡秋千
856,schaukeln::V,օրորվել,荡秋千
857,kriechen::V,սողալ,爬行
858,schwimmen::V,լողալ,游泳
859,tauchen::V,սուզվել,潜水
860,rudern::V,թիավարել,划船
861,fahren::V,ընթանալ,行驶
862,fliegen::V,թռչել,飞
863,gehen::V,գնալ,走
864,weggehen::V,հեռանալ,离去
865,abfahren::V,ճանապարհվել,出发
866,anhalten::V,կանգնել,停住
867,hineingehen::V,մտնել,进去
868,eintreten::V,մտնել,进入
869,kommen::V,գալ,来
870,ankommen::V,ժամանել,到达
871,zurückkommen::V,վերադառնալ,回来
872,bleiben::V,մնալ,停留
873,warten::V,սպասել,等
874,erwarten::V,սպասել,等候
875,suchen::V,որոնել,找
876,finden::V,գտնել,找到
877,versuchen::V,փորձել,尝试
878,vorbereiten::V,պատրաստել,预备
879,lieben::V,սիրել,爱
880,mögen::V,հավանել,喜欢
881,mögen::V,սիրել,喜欢
882,lachen::V,ծիծաղել,笑
883,rühren::V,հուզել,
884,weinen::V,լալ,哭
885,schimpfen::V,տրտնջալ,骂
886,schimpfen::V,քրթմնջել,骂
887,sich ärgern::V,զայրանալ,生气
888,sich fürchten::V,վախնալ,害怕
889,fürchten::V,վախենալ,害怕
890,fliehen::V,փախչել,逃走
891,flüchten::V,փախչել,逃跑
892,sehen::V,տեսնել,看
893,anschauen::V,դիտել,注视
894,ansehen::V,նայել,注视
895,hören::V,լսել,听
896,zuhören::V,ունկնդրել,倾听
897,probieren::V,համը տեսել,尝
898,riechen::V,հոտ առնել,闻
899,fühlen::V,զգալ,感到
900,scheinen::V,երեւալ,照耀
901,zu sehen sein::V,երեւալ,可以看到
902,vernehmen::V,իմանալ ,审讯
903,frieren::V,մրսել,觉得冷
904,tun::V,անել,作
905,können::V,կարողանալ,能
906,wollen::V,ուզել,要
907,wollen::V,ցանկանալ,要
908,anfangen::V,սկսել,开始
909,beenden::V,վերջացնել,结束
910,aufhören::V,դադարել,停止
911,gelingen::V,հաջողվել,成功
912,gelingen::V,գլուխ գալ,成功
913,geraten::V,ստացվել,陷于
914,öffnen::V,բաց անել,打开
915,schließen::V,փակել ,关
916,stellen::V,դնել,放
917,setzen::V,նստեցնել,放
918,legen::V,դնել,摆
919,berühren::V,դիպչել,触
920,berühren::V,շոշափել,触
921,verbinden::V,շաղկապել,联结
922,bedecken::V,ծածկել,覆盖
923,aufhängen::V,կախել,挂
924,anzünden::V,վառել,点
925,aufheben::V,վերցնել,拾起
926,zurücklassen::V,թողնել,遗留
927,verlieren::V,կորցնել,丧失
928,fallen lassen::V,գցել,让掉下
929,machen::V,անել,做
930,herstellen::V,արտադրել,生产
931,bauen::V,կառուցել,建造
932,reparieren::V,նորոգել,修理
933,verbessern::V,բարելավել,改进
934,ändern::V,փոխել,改变
935,graben::V,փորել,挖
936,beugen::V,ծռել,弯下
937,biegen::V,թեքել,弯
938,drehen::V,ոլորել,转动
939,wenden::V,պտտել,转动
940,umdrehen::V,շրջել,转动
941,heben::V,բարձրացնել,举起
942,hochheben::V,բարձրացնել,抬高
943,ergreifen::V,վարակվել,抓住
944,halten::V,բռնել,拿着
945,drücken::V,ճնշել,压
946,schieben::V,հրել,推
947,kratzen::V,քերել,搔
948,lecken::V,լիզել,舔
949,beißen::V,կծել,咬
950,abreißen::V,պոկել,撕下
951,abschneiden::V,կտրել ,切断
952,binden::V,կապել,捆
953,stecken::V,խրել,插
954,brechen::V,կոտրել ,断裂
955,klopfen::V,թակել,敲
956,hauen::V,ծեծել,揍
957,kleben::V,կպցնել,粘
958,reiben::V,շփել,摩擦
959,streichen::V,վրան քսել,涂
960,schleifen::V,սրել ,拖曳
961,schneiden::V,կտրել,切
962,rütteln::V,ցնցել,颠簸
963,schütteln::V,թափահարել,摇动
964,schwenken::V,ճոճել,摇动
965,schütten::V,լցնել,倒
966,füllen::V,լիքը լցնել,填满
967,einwickeln::V,փաթաթել,包
968,tragen::V,կրել,提
969,tragen::V,տանել,提
970,schleppen::V,քաշել,扛
971,ziehen::V,ձգել,拉
972,ziehen::V,քաշել,拉
973,aufbewahren::V,պահել ,保存
974,werfen::V,նետել,扔
975,packen::V,հափշտակել,抓住
976,verstecken::V,ծածկել,藏
977,teilen::V,բաժանել,分
978,schicken::V,ուղարկել,派遣
979,bringen::V,բերել,带来
980,hinzufügen::V,ավելացնել,添加
981,bekommen::V,հայթայթել,得到
982,erhalten::V,ստանալ,接到
983,nehmen::V,վերցնել,拿
984,wählen::V,ընտրել,挑选
985,auswählen::V,գերադասել,选择
986,bewahren::V,պահպանել,保持
987,behindern::V,խոչընդոտել,防碍
988,verderben::V,փչացնել,败坏
989,beschädigen::V,վնասել,损坏
990,zerbrechen::V,ջարդել,破碎
991,zerbrechen::V,կոտրել,破碎
992,zerreißen::V,պատռել,撕碎
993,zerstören::V,քանդել,毁坏
994,verbrennen::V,այրել,燃烧
995,geben::V,տալ,给
996,reichen::V,հանձնել,递给
997,schenken::V,նվիրել,赠送
998,versprechen::V,խոստանալ,许诺
999,wünschen::V,մաղթել,祝
1000,loben::V,գովել,表扬
1001,küssen::V,համբուրել,亲
1002,wiegen::V,օրորել,轻摇
1003,zudecken::V,վրան գցել,盖上
1004,wecken::V,զարթնեցնել,唤起
1005,zeigen::V,ցույց տալ,指
1006,führen::V,ուղեկցել,带领
1007,lehren::V,սովորեցնել,教
1008,unterrichten::V,ավանդել,讲课
1009,aufziehen::V,դաստիարակել,抚养
1010,leiten::V,ղեկավարել,领导
1011,leiten::V,կառավարել,领导
1012,antreiben::V,շտապեցնել,催促
1013,lassen::V,ստիպել,让
1014,einladen::V,հրավիրել,邀请
1015,vereinigen::V,միացնել,统一
1016,besuchen::V,այցելել,参观
1017,treffen::V,հանդիպել,会面
1018,sich versammeln::V,հավաքվել,聚集
1019,spielen::V,խաղալ,玩
1020,singen::V,երգել,唱歌
1021,tanzen::V,պարել,跳舞
1022,sich trennen::V,ցրվել,分别
1023,verlassen::V,լքել,离开
1024,retten::V,փրկել,救
1025,bewachen::V,պահել,守卫
1026,schützen::V,պաշտպանել,保护
1027,verteidigen::V,պաշտպանել,保卫
1028,sich schlagen::V,կռվել,打架
1029,schießen::V,կրակել,射击
1030,siegen::V,հաղթել,获胜
1031,ärgern::V,ձանձրացնել,激怒
1032,schlagen::V,խփել,打
1033,treten::V,քացի տալ,踢
1034,stechen::V,խայթել,刺
1035,stoßen::V,մղել,撞
1036,stehlen::V,գողանալ,盗窃
1037,stören::V,խանգարել,干扰
1038,belästigen::V,անհանգստացնել,打搅
1039,verbergen::V,թաքցնել,隐藏
1040,täuschen::V,խաբել,欺骗
1041,betrügen::V,խաբել,欺骗
1042,töten::V,սպանել ,杀
1043,wohnen::V,բնակվել,居住
1044,arbeiten::V,աշխատել,工作
1045,sammeln::V,հավաքել,收集
1046,pflücken::V,քաղել,采
1047,jagen::V,որս անել,打猎
1048,fischen::V,ձուկ բռնել,捕鱼
1049,fassen::V,բռնել,捉住
1050,hüten::V,արածեցնել,守护
1051,treiben::V,հովուել,漂
1052,anbinden::V,չուանել,拴
1053,füttern::V,կերակրել,喂
1054,melken::V,կթել,挤奶
1055,hacken::V,կոտորել,剁细
1056,gießen::V,ջրել,浇
1057,reifen::V,հասունանալ ,成熟
1058,zubereiten::V,պատրաստել,
1059,kochen::V,եփել,煮
1060,backen::V,թխել,烤
1061,braten::V,տապակել,煎
1062,umrühren::V,խառնել,搅拌
1063,stricken::V,գործել,织
1064,nähen::V,կարել,缝
1065,färben::V,ներկել,染色
1066,reinigen::V,մաքրել,清洁
1067,waschen::V,լվանալ,洗
1068,abwischen::V,սրբել,擦掉
1069,spülen::V,ողողել,清洗
1070,spülen::V,պարզաջրել,清洗
1071,fegen::V,ավլել,扫
1072,kehren::V,ավլել,打扫
1073,baden::V,լողանալ,给...洗澡
1074,sich waschen::V,լվացվել,洗澡
1075,ausziehen::V,հանել,脱
1076,anziehen::V,հագնել,穿
1077,sich anziehen::V,հագնվել,穿衣
1078,kämmen::V,սանրել,梳
1079,schmücken::V,զարդարել,装饰
1080,sagen::V,ասել,说
1081,sprechen::V,խոսել,说
1082,reden::V,զրուցել,讲
1083,sich unterhalten::V,խոսակցել,聊天
1084,fragen::V,հարցնել,问
1085,bitten::V,խնդրել,请
1086,erzählen::V,պատմել,叙述
1087,mitteilen::V,հաղորդել,通知
1088,nennen::V,անվանել,叫做
1089,rufen::V,կանչել,叫
1090,prahlen::V,պարծենալ,吹牛
1091,übersetzen::V,թարգմանել,翻译
1092,denken::V,մտածել,想
1093,glauben::V,հավատալ,以为
1094,bemerken::V,նկատել,发觉
1095,erkennen::V,ճանաչել,识别
1096,begreifen::V,հասկանալ,理解
1097,verstehen::V,ըմբռնել,明白
1098,lernen::V,սովորել,学
1099,wissen::V,իմանալ,知道
1100,sich erinnern an::V,հիշել,回忆
1101,sich erinnern an::V,մտաբերել,回忆
1102,vergessen::V,մոռանալ,忘记
1103,messen::V,չափել,测量
1104,zählen::V,թվել,数
1105,zählen::V,հաշվել,数
1106,rechnen::V,հաշվել,计算
1107,rechnen::V,հաշվարկել,计算
1108,lesen::V,կարդալ,读
1109,malen::V,նկարել,画
1110,zeichnen::V,գծել,绘制
1111,schreiben::V,գրել,写
1112,besitzen::V,ունենալ,占有
1113,besitzen::V,տեր լինել,占有
1114,kaufen::V,գնել,买
1115,verkaufen::V,վաճառել,卖
1116,bezahlen::V,վճարել,付钱
1117,zahlen::V,վճարել,支付
1118,beherrschen::V,ղեկավարել,统治
1119,ertragen::V,դիմանալ,忍耐
1120,Horn::N,,角
1121,fangen::V,,捕捉
