,Concept_ID,be,hr
832,hierhin::ADV,сюды,ovamo
833,von hier::ADV,адсюль,odavde
834,von hier::ADV,адгэтуль,odavde
835,dort::ADV,там,ondje
836,dorthin::ADV,туды,onamo
837,geradeaus::ADV,прама,ravno
838,vorwärts::ADV,наперад,naprijed
839,rückwärts::ADV,назад,natrag
840,zurück::ADV,назад,nazad
841,zurück::ADV,назад,natrag
842,unten::ADV,унізе,dolje
843,hinab::ADV,уніз,nizbrdo
844,oben::ADV,угары,gore
845,oben::ADV,наверсе,gore
846,hinauf::ADV,угару,uzbrdo
847,überall::ADV,усюды,svuda
848,überall::ADV,усюды,svagdje
849,nicht::ADV,не,ne
850,ein wenig::ADV,трошкі,malo
851,kaum::ADV,ледзьве,tek
852,kaum::ADV,ледзьве,jedva
853,sehr::ADV,вельмі,jako
854,sehr::ADV,вельмі,veoma
855,so::ADV,так,tako
856,so::ADV,так,ovako
857,noch::ADV,яшчэ,još
858,nur::ADV,толькі,samo
859,schon::ADV,ужо,već
860,wieder::ADV,зноў,opet
861,wieder::ADV,зноў,ponovo
862,vergebens::ADV,дарма,uzalud
863,vergebens::ADV,дарма,zabadava
864,vergebens::ADV,дарэмна,uzalud
865,vergebens::ADV,дарэмна,zabadava
866,vor::PRP,перад,pred
867,vor::PRP,перад,ispred
868,hinter::PRP,за,za
869,hinter::PRP,за,iza
870,hinter::PRP,ззаду,za
871,hinter::PRP,ззаду,iza
872,unter::PRP,пад,pod
873,unter::PRP,пад,ispod
874,durch::PRP,праз,po
875,durch::PRP,праз,kroz
876,neben::PRP,каля,kraj
877,neben::PRP,каля,pored
878,neben::PRP,каля,pokraj
879,zwischen::PRP,між,među
880,zwischen::PRP,між,između
881,zwischen::PRP,паміж,među
882,zwischen::PRP,паміж,između
883,wegen::PRP,з-за,radi
884,wegen::PRP,з-за,zbog
885,dies::PRN,гэта,ovo
886,das::PRN,тое,to
887,das::PRN,тое,ono
888,alles::PRN,усё,sve
889,ich::PRN,я,ja
890,du::PRN,ты,ti
891,er::PRN,ён,on
892,wir::PRN,мы,mi
893,ihr::PRN,вы,vi
894,sie::PRN,яны,oni
895,was::FPRN,што,što
896,wer::FPRN,хто,tko
897,wo::FADV,дзе,gdje
898,wohin::FADV,куды,kuda
899,wohin::FADV,куды,kamo
900,wie::FADV,як,kako
901,warum::FADV,чаму,zašto
902,wieviel::FNUM,колькі,koliko
903,eins::NUM,адзін,jedan
904,zwei::NUM,два,dva
905,drei::NUM,тры,tri
906,vier::NUM,чатыры,četiri
907,fünf::NUM,пяць,pet
908,sechs::NUM,шесць,šest
909,sieben::NUM,сем,sedam
910,acht::NUM,восем,osam
911,neun::NUM,дзевяць,devet
912,zehn::NUM,дзесяць,deset
913,elf::NUM,адзінаццаць,jedanaest
914,zwölf::NUM,дванаццаць,dvanaest
915,zwanzig::NUM,дваццаць,dvadeset
916,dreißig::NUM,трыццаць,trideset
917,vierzig::NUM,сорак,četrdeset
918,fünfzig::NUM,пядзесят,pedeset
919,sechzig::NUM,шесдзесят,šezdeset
920,siebzig::NUM,семдзесят,sedamdeset
921,achtzig::NUM,восемдзесят,osamdeset
922,neunzig::NUM,дзевяноста,devetdeset
923,hundert::NUM,сто,sto
924,tausend::NUM,тысяча,tisuća
925,und::CNJ,і,i
926,und::CNJ,і,te
927,und::CNJ,ды,i
928,und::CNJ,ды,te
929,oder::CNJ,або,ili
930,stehen::V,стаяць,stajati
931,sitzen::V,сядзець,sjediti
932,liegen::V,ляжаць,ležati
933,hängen::V,вісець,visiti
934,werden::V,стаць,postati
935,werden::V,стаць,činiti se
936,werden::V,зрабіцца,postati
937,werden::V,зрабіцца,činiti se
938,passieren::V,трапіцца,desiti se
939,passieren::V,трапіцца,dogoditi se
940,beginnen::V,пачацца,početi
941,enden::V,кончыцца,prestati
942,enden::V,кончыцца,svršiti se
943,wechseln::V,мяняцца,mijenjati se
944,aufgehen[Sonne]::V,узысці,izići
945,untergehen[Sonne]::V,зайсці,zaći
946,scheinen[Sonne]::V,свяціць,sijati
947,donnern::V,грымець,grmjeti
948,wehen::V,дзьмуць,duhati
949,strömen::V,ліцца,strujati
950,fließen::V,цячы,teći
951,sich drehen::V,круціцца,obrtati se
952,sich drehen::V,круціцца,vrtjeti se
953,sich drehen::V,варочацца,obrtati se
954,sich drehen::V,варочацца,vrtjeti se
955,schwanken::V,хістацца,teturati
956,schwanken::V,хістацца,kolebati se
957,schwingen::V,гайдацца,njihati
958,schwingen::V,гайдацца,titrati
959,schwingen::V,калыхацца,njihati
960,schwingen::V,калыхацца,titrati
961,fallen::V,падаць,padati
962,brennen::V,гарэць,gorjeti
963,rauchen::V,дымець,dimiti se
964,regnen::V,дажджыць,kišiti
965,regnen::V,дажджыць,daždjeti
966,gefrieren::V,замерзнуць,smrznuti se
967,tauen::V,раставаць,kopnjeti
968,tauen::V,раставаць,kraviti se
969,schmelzen::V,плавіцца,topiti se
970,trocknen::V,сохнуць,sušiti se
971,sieden::V,кіпець,kipjeti
972,sieden::V,кіпець,ključati
973,faulen::V,гнісці,gnjiti
974,verfaulen::V,згнісці,sagnjiti
975,reißen::V,ірвацца,otrgnuti se
976,versinken::V,тануць,tonuti
977,versinken::V,тануць,propasti
978,vergehen::V,праходзіць,prolaziti
979,erscheinen::V,зʼявіцца,pojaviti se
980,verschwinden::V,знікнуць,nestati
981,verschwinden::V,знікнуць,izgubiti se
982,sinken::V,спадаць,trgnuti
983,sinken::V,спадаць,spustiti se
984,abnehmen::V,паменшыцца,opasti
985,zunehmen::V,павялічвацца,povećati se
986,steigen::V,паднімацца,uzići
987,steigen::V,паднімацца,nadoći
988,wachsen::V,расці,rasti
989,glänzen::V,блішчаць,blistati
990,glänzen::V,блішчаць,sjati se
991,funkeln::V,бліскаць,svjetlucati
992,lärmen::V,шумець,bučati
993,lärmen::V,шумець,galamiti
994,läuten::V,званіць,zvoniti
995,klingeln::V,званіць,zvoniti
996,klirren::V,бразгаць,zvečati
997,brausen::V,бушаваць,hujati
998,rauschen::V,шастаць,šumiti
999,rauschen::V,шастаць,šuškati
1000,klingen::V,гучаць,zvučati
1001,bellen::V,брахаць,lajati
1002,heulen::V,выць,zavijati
1003,blasen::V,дзьмухнуць,puhati
1004,pfeifen::V,свістаць,fućkati
1005,schreien::V,крычаць,vikati
1006,schreien::V,крычаць,kričati
1007,stöhnen::V,стагнаць,stenjati
1008,zittern::V,дрыжаць,drhtati
1009,zittern::V,дрыжаць,trepetati
1010,leben::V,жыць,živjeti
1011,geboren werden::V,нарадзіцца,roditi se
1012,atmen::V,дыхаць,disati
1013,trinken::V,піць,piti
1014,essen::V,есці,jesti
1015,schlucken::V,глытаць,gutati
1016,müde werden::V,стаміцца,umoriti se
1017,einschlafen::V,заснуць,usnuti
1018,einschlafen::V,заснуць,zaspati
1019,schlafen::V,спаць,spati
1020,aufwachen::V,рассыпацца,probuditi se
1021,aufstehen::V,устаць,ustati
1022,sich erholen::V,адпачываць,odmoriti se
1023,krank werden::V,захварэць,oboljeti se
1024,krank werden::V,захварэць,razboljeti se
1025,krank sein::V,хварэць,bolovati
1026,schmerzen::V,балець,boljeti
1027,husten::V,кашляць,kašljati
1028,genesen::V,паправіцца,ozdraviti
1029,genesen::V,паправіцца,oporaviti se
1030,genesen::V,паздаравець,ozdraviti
1031,genesen::V,паздаравець,oporaviti se
1032,sterben::V,памерці,umrijeti
1033,umkommen::V,загінуць,skapati
1034,sich bewegen::V,рухацца,gibati se
1035,sich bewegen::V,рухацца,kretati se
1036,sich rühren::V,варушыцца,maknuti se
1037,sich erheben::V,устаць,dići se
1038,sich setzen::V,сесці,sjesti
1039,hinfallen::V,упасці,pasti
1040,laufen::V,хадзіць,hodati
1041,schreiten::V,шагаць,stupati
1042,schreiten::V,крочыць,stupati
1043,spazierengehen::V,гуляць,šetati se
1044,eilen::V,спяшацца,hitati
1045,sich beeilen::V,спяшацца,požuriti se
1046,sausen::V,імчацца,juriti
1047,rennen::V,бегаць,trčati
1048,springen::V,скакаць,skakati
1049,klettern::V,лазіць,popeti se
1050,klettern::V,лазіць,penjati se
1051,schaukeln::V,гайдацца,ljuljati se
1052,kriechen::V,поўзаць,puzati
1053,kriechen::V,поўзаць,gmizati
1054,schwimmen::V,плаваць,plivati
1055,tauchen::V,ныраць,roniti
1056,tauchen::V,ныраць,gnjuriti
1057,rudern::V,веславаць,veslati
1058,fahren::V,ехаць,voziti se
1059,fliegen::V,лятаць,letjeti
1060,fliegen::V,лятаць,lijetati
1061,gehen::V,ісці,ići
1062,weggehen::V,пайсці,otići
1063,abfahren::V,адʼяжджаць,krenuti
1064,abfahren::V,адʼяжджаць,otputovati
1065,anhalten::V,спыніцца,stati
1066,anhalten::V,спыніцца,zaustaviti
1067,anhalten::V,затрымацца,stati
1068,anhalten::V,затрымацца,zaustaviti
1069,hineingehen::V,уваходзіць,ulaziti
1070,eintreten::V,увайсці,ući
1071,kommen::V,прыйсці,doći
1072,ankommen::V,прыбыць,stići
1073,zurückkommen::V,вярнуцца,vratiti se
1074,zurückkommen::V,вярнуцца,povratiti se
1075,bleiben::V,застацца,ostati
1076,warten::V,чакаць,čekati
1077,erwarten::V,чакаць,očekivati
1078,suchen::V,шукаць,tražiti
1079,finden::V,знайсці,naći
1080,versuchen::V,прабаваць,pokušati
1081,vorbereiten::V,падрыхтаваць,spremiti
1082,vorbereiten::V,падрыхтаваць,pripremiti
1083,lieben::V,кахаць,voljeti
1084,mögen::V,любіць,voljeti
1085,lachen::V,смяяцца,smijati se
1086,rühren::V,расчуліць,taknuti
1087,weinen::V,плакаць,plakati
1088,schimpfen::V,лаяцца,psovati
1089,sich ärgern::V,сердаваць,ljutiti se
1090,sich fürchten::V,баяцца,bojati se
1091,fürchten::V,баяцца,bojati se
1092,fliehen::V,уцякаць,pobjeći
1093,flüchten::V,уцячы,utjeći
1094,sehen::V,бачыць,vidjeti
1095,anschauen::V,паглядзець,ogledati
1096,ansehen::V,глядзець,gledati
1097,hören::V,чуць,čuti
1098,zuhören::V,слухаць,slušati
1099,probieren::V,каштаваць,probati
1100,riechen::V,нюхаць,osjećati miris
1101,fühlen::V,адчуваць,osjećati
1102,scheinen::V,здавацца,činiti se
1103,zu sehen sein::V,віднецца,biti vidljiv
1104,vernehmen::V,пачуць,saznati
1105,frieren::V,мёрзнуць,zima je
1106,tun::V,рабіць,raditi
1107,können::V,умець,moći
1108,wollen::V,хацець,htjeti
1109,anfangen::V,пачаць,početi
1110,beenden::V,закончыць,svršiti
1111,beenden::V,закончыць,dovršiti
1112,aufhören::V,перастаць,prestati
1113,gelingen::V,удацца,uspjeti
1114,geraten::V,аказацца,desiti se
1115,öffnen::V,адчыніць,otvoriti
1116,schließen::V,зачыніць,zatvoriti
1117,stellen::V,паставіць,metnuti
1118,stellen::V,паставіць,postaviti
1119,setzen::V,пасадзіць,posaditi
1120,legen::V,класці,polagati
1121,berühren::V,чапаць,doticati
1122,berühren::V,чапаць,dodirivati
1123,verbinden::V,звязаць,spojiti
1124,verbinden::V,звязаць,zavezati
1125,bedecken::V,накрыць,pokriti
1126,aufhängen::V,павесіць,objesiti
1127,anzünden::V,запаліць,upaliti
1128,anzünden::V,запаліць,zapaliti
1129,aufheben::V,падняць,podići
1130,aufheben::V,падняць,podignuti
1131,zurücklassen::V,пакінуць,ostaviti
1132,zurücklassen::V,пакінуць,pustiti natrag
1133,verlieren::V,згубіць,izgubiti
1134,fallen lassen::V,упусціць,ispustiti
1135,machen::V,зрабіць,uraditi
1136,machen::V,зрабіць,načiniti
1137,machen::V,зрабіць,napraviti
1138,herstellen::V,вырабіць,proizvesti
1139,bauen::V,будаваць,graditi
1140,reparieren::V,правіць,popraviti
1141,verbessern::V,палепшыць,poboljšati
1142,ändern::V,змяніць,promijeniti
1143,graben::V,капаць,kopati
1144,graben::V,капаць,kopkati
1145,beugen::V,сагнуць,saviti
1146,biegen::V,пагнуць,saviti
1147,biegen::V,пагнуць,sagnuti
1148,drehen::V,вярцець,vrtjeti
1149,wenden::V,павярнуць,obrnuti
1150,umdrehen::V,перавярнуць,okrenuti
1151,umdrehen::V,перавярнуць,prevŕnuti
1152,heben::V,падымаць,dizati
1153,hochheben::V,падняць,dignuti
1154,ergreifen::V,схапіць,uhvatiti
1155,ergreifen::V,схапіць,prihvatiti
1156,ergreifen::V,схваціць,uhvatiti
1157,ergreifen::V,схваціць,prihvatiti
1158,halten::V,трымаць,držati
1159,drücken::V,націскаць,pritiskivati
1160,schieben::V,пхаць,gurati
1161,schieben::V,штурхаць,gurati
1162,kratzen::V,скрэбці,česati
1163,kratzen::V,скрэбці,grepsti
1164,lecken::V,лізаць,lizati
1165,beißen::V,кусаць,ujesti
1166,beißen::V,кусаць,gristi
1167,abreißen::V,адарваць,otkinuti
1168,abschneiden::V,адрэзаць,odrezati
1169,binden::V,вязаць,vezati
1170,stecken::V,уваткнуць,turiti
1171,brechen::V,зламаць,slomiti
1172,klopfen::V,стукаць,lupati
1173,klopfen::V,стукаць,kucati
1174,hauen::V,біць,tući
1175,hauen::V,біць,udarati
1176,kleben::V,клеіць,lijepiti
1177,reiben::V,церці,trti
1178,streichen::V,намазаць,namazati
1179,schleifen::V,тачыць,brusiti
1180,schneiden::V,рэзаць,rezati
1181,rütteln::V,хістаць,drmati
1182,schütteln::V,трэсці,tresti
1183,schwenken::V,махаць,mahati
1184,schütten::V,наліць,sipati
1185,schütten::V,наліць,lijevati
1186,füllen::V,напоўніць,napuniti
1187,einwickeln::V,загарнуць,umotati
1188,einwickeln::V,загарнуць,zamotati
1189,tragen::V,несці,nositi
1190,schleppen::V,цягнуць,tegliti
1191,ziehen::V,цягнуць,vući
1192,aufbewahren::V,захоўваць,čuvati
1193,werfen::V,кідаць,bacati
1194,fangen::V,лавіць,loviti
1195,fangen::V,лавіць,hvatati
1196,packen::V,схапіць,ščepati
1197,packen::V,схапіць,zgrabiti
1198,packen::V,схваціць,ščepati
1199,packen::V,схваціць,zgrabiti
1200,verstecken::V,схаваць,sakriti
1201,teilen::V,раздзяліць,podijeliti
1202,schicken::V,пасылаць,slati
1203,bringen::V,прынесці,donijeti
1204,hinzufügen::V,дабавіць,dodati
1205,hinzufügen::V,дабавіць,pridati
1206,bekommen::V,дастаць,dobiti
1207,erhalten::V,атрымаць,primiti
1208,nehmen::V,ўзяць,uzeti
1209,wählen::V,выбраць,izabrati
1210,auswählen::V,адабраць,odabrati
1211,bewahren::V,захаваць,sačuvati
1212,behindern::V,перашкаджаць,smetati
1213,verderben::V,сапсаваць,pokvariti
1214,beschädigen::V,пашкодзіць,oštetiti
1215,zerbrechen::V,разбіць,razbiti
1216,zerbrechen::V,разбіць,prelomiti
1217,zerreißen::V,разадраць,poderati
1218,zerreißen::V,разадраць,rastrgnuti
1219,zerstören::V,разбурыць,razoriti
1220,zerstören::V,разбурыць,razrušiti
1221,verbrennen::V,спаліць,spaliti
1222,verbrennen::V,спаліць,sagorjeti
1223,geben::V,даць,dati
1224,reichen::V,перадаць,pružiti
1225,schenken::V,дарыць,darivati
1226,versprechen::V,абяцаць,obećati
1227,wünschen::V,жадаць,željeti
1228,loben::V,хваліць,hvaliti
1229,küssen::V,цалаваць,ljubiti
1230,wiegen::V,гушкаць,njihati
1231,wiegen::V,гушкаць,ljuljati
1232,wiegen::V,калыхаць,njihati
1233,wiegen::V,калыхаць,ljuljati
1234,zudecken::V,накрыць,pokriti
1235,wecken::V,пабудзіць,probuditi
1236,zeigen::V,паказаць,pokazati
1237,führen::V,весці,voditi
1238,lehren::V,вучыць,učiti
1239,unterrichten::V,выкладаць,poučiti
1240,aufziehen::V,выхаваць,uzgajati
1241,leiten::V,кіраваць,upravljati
1242,antreiben::V,падганяць,natjeravati
1243,lassen::V,прымусіць,dati
1244,einladen::V,запрасіць,pozvati
1245,vereinigen::V,абʼяднаць,ujediniti
1246,besuchen::V,наведаць,posjetiti
1247,treffen::V,сустрэць,sresti
1248,sich versammeln::V,сабрацца,okupiti se
1249,spielen::V,гуляць,igrati se
1250,singen::V,пець,pjevati
1251,singen::V,спяваць,pjevati
1252,tanzen::V,танцаваць,plesati
1253,sich trennen::V,расстацца,razići se
1254,verlassen::V,пакінуць,ostaviti
1255,verlassen::V,пакінуць,napustiti
1256,retten::V,выратаваць,spasiti
1257,bewachen::V,ахоўваць,čuvati
1258,bewachen::V,ахоўваць,stražariti
1259,schützen::V,уберагаць,čuvati
1260,verteidigen::V,абараніць,obraniti
1261,sich schlagen::V,біцца,biti se
1262,sich schlagen::V,біцца,udariti se
1263,sich schlagen::V,драцца,biti se
1264,sich schlagen::V,драцца,udariti se
1265,schießen::V,страляць,pucati
1266,schießen::V,страляць,strijeljati
1267,siegen::V,перамагчы,pobijediti
1268,ärgern::V,злаваць,ljutiti
1269,schlagen::V,ударыць,biti
1270,schlagen::V,ударыць,udariti
1271,treten::V,штурхаць,šutnuti
1272,stechen::V,укалоць,ubosti
1273,stoßen::V,папхнуць,gurnuti
1274,stehlen::V,украсці,ukrasti
1275,stören::V,перашкодзіць,smetati
1276,belästigen::V,дакучаць,smetati
1277,belästigen::V,дакучаць,dosaditi
1278,verbergen::V,скрыць,skriti
1279,verbergen::V,схаваць,skriti
1280,täuschen::V,падмануць,obmanuti
1281,betrügen::V,змахляваць,prevarati
1282,töten::V,забіць,ubiti
1283,wohnen::V,жыць,stanovati
1284,arbeiten::V,працаваць,raditi
1285,sammeln::V,сабраць,sabrati
1286,pflücken::V,зрываць,ubrati
1287,jagen::V,паляваць,loviti
1288,fischen::V,рыбачыць,ribati
1289,fischen::V,рыбачыць,loviti ribu
1290,fassen::V,злавіць,uloviti
1291,hüten::V,пасвіць,pasti
1292,treiben::V,гнаць,goniti
1293,anbinden::V,прывязаць,privezati
1294,füttern::V,карміць,hraniti
1295,melken::V,даіць,musti
1296,hacken::V,сячы,sjeckati
1297,gießen::V,паліць,politi
1298,reifen::V,паспець,sazreti
1299,zubereiten::V,зварыць,prigotoviti
1300,zubereiten::V,згатаваць,prigotoviti
1301,kochen::V,варыць,kuhati
1302,backen::V,пячы,peći
1303,braten::V,смажыць,peći
1304,braten::V,смажыць,pržiti
1305,umrühren::V,перамяшаць,promiješati
1306,stricken::V,вязаць,plesti
1307,nähen::V,шыць,šiti
1308,färben::V,пафарбаваць,obojiti
1309,reinigen::V,ачысціць,očistiti
1310,reinigen::V,ачысціць,počistiti
1311,waschen::V,мыць,prati
1312,abwischen::V,выцерці,otrti
1313,spülen::V,паласкаць,isprati
1314,spülen::V,паласкаць,oplakati
1315,fegen::V,падмятаць,mesti
1316,fegen::V,падмятаць,pomesti
1317,kehren::V,месці,mesti
1318,baden::V,купацца,kupati se
1319,sich waschen::V,мыцца,umiti se
1320,sich waschen::V,мыцца,prati se
1321,ausziehen::V,зняць,svući
1322,anziehen::V,надзець,obući
1323,sich anziehen::V,адзецца,obući se
1324,kämmen::V,прычасаць,češljati
1325,schmücken::V,аздобіць,uresiti
1326,schmücken::V,аздобіць,nakititi
1327,sagen::V,сказаць,reći
1328,sagen::V,сказаць,kazati
1329,sprechen::V,гаварыць,govoriti
1330,reden::V,размаўляць,govoriti
1331,reden::V,размаўляць,besjediti
1332,sich unterhalten::V,гутарыць,razgovarati se
1333,fragen::V,спытаць,pitati
1334,bitten::V,прасіць,moliti
1335,erzählen::V,расказаць,ispričati
1336,erzählen::V,расказаць,pripovjediti
1337,mitteilen::V,паведаміць,saopćiti
1338,nennen::V,назваць,nazvati
1339,rufen::V,зваць,zvati
1340,rufen::V,зваць,dozvati
1341,prahlen::V,хваліцца,hvalisati se
1342,übersetzen::V,перакласці,prevesti
1343,denken::V,думаць,misliti
1344,glauben::V,верыць,vjerovati
1345,bemerken::V,заўважыць,zapaziti
1346,bemerken::V,заўважыць,primijetiti
1347,erkennen::V,пазнаць,prepoznati
1348,begreifen::V,спасцігнуць,pojmiti
1349,begreifen::V,спасцігнуць,shvatiti
1350,verstehen::V,пачуць,razabrati
1351,lernen::V,вучыцца,učiti se
1352,wissen::V,знаць,znati
1353,sich erinnern an::V,памятаць,sjetiti se
1354,vergessen::V,забыць,zaboraviti
1355,messen::V,мераць,mjeriti
1356,zählen::V,лічыць,brojiti
1357,rechnen::V,лічыць,računati
1358,lesen::V,чытаць,čitati
1359,malen::V,маляваць,slikati
1360,zeichnen::V,рысаваць,crtati
1361,schreiben::V,пісаць,pisati
1362,besitzen::V,мець,imati
1363,besitzen::V,мець,posjedovati
1364,kaufen::V,купіць,kupiti
1365,verkaufen::V,прадаць,prodati
1366,verkaufen::V,прадаць,raspačati
1367,bezahlen::V,заплаціць,platiti
1368,zahlen::V,плаціць,plaćati
1369,beherrschen::V,уладаць,vladati
1370,beherrschen::V,уладаць,gospodariti
1371,beherrschen::V,валодаць,vladati
1372,beherrschen::V,валодаць,gospodariti
1373,ertragen::V,выцерпець,trpjeti
1374,ertragen::V,выцерпець,podnijeti
