,Concept_ID,hu,sl
827,unter::PRP,alatt,pod
828,durch::PRP,át,skózi
829,durch::PRP,keresztül,skózi
830,neben::PRP,mellett,kràj
831,neben::PRP,mellett,póleg
832,zwischen::PRP,között,med
833,zwischen::PRP,között,izmed
834,wegen::PRP,miatt,zarádi
835,wegen::PRP,végett,zarádi
836,dies::PRN,ez,tó
837,das::PRN,az,tó
838,alles::PRN,minden,vsè
839,ich::PRN,én,jàz
840,du::PRN,te,tí
841,er::PRN,ő,òn
842,wir::PRN,mi,mí
843,ihr::PRN,ti,ví
844,sie::PRN,ők,ôni
845,was::FPRN,mi,káj
846,wer::FPRN,ki,kdó
847,wo::FADV,hol,kjé
848,wohin::FADV,hova,kám
849,wie::FADV,hogy,kakó
850,wie::FADV,hogyan,kakó
851,warum::FADV,miért,zakáj
852,wieviel::FNUM,hány,kóliko
853,wieviel::FNUM,mennyi,kóliko
854,eins::NUM,egy,êden
855,zwei::NUM,kettő,dvá
856,drei::NUM,három,trí
857,vier::NUM,négy,štíri
858,fünf::NUM,öt,pét
859,sechs::NUM,hat,šést
860,sieben::NUM,hét,sédem
861,acht::NUM,nyolc,ósem
862,neun::NUM,kilenc,devét
863,zehn::NUM,tíz,desét
864,elf::NUM,tizenegy,enájst
865,zwölf::NUM,tizenkettő,dvánajst
866,zwanzig::NUM,húsz,dvájset
867,dreißig::NUM,harminc,trídeset
868,vierzig::NUM,negyven,štírideset
869,fünfzig::NUM,ötven,pétdeset
870,sechzig::NUM,hatvan,šéstdeset
871,siebzig::NUM,hetven,sédemdeset
872,achtzig::NUM,nyolcvan,ósemdeset
873,neunzig::NUM,kilencven,devétdeset
874,hundert::NUM,száz,stó
875,tausend::NUM,ezer,tísoč
876,und::CNJ,és,in
877,und::CNJ,meg,in
878,oder::CNJ,vagy,áli
879,stehen::V,áll,státi
880,sitzen::V,ül,sedéti
881,liegen::V,fekszik,ležáti
882,hängen::V,függ,viséti
883,werden::V,lesz,postáti
884,passieren::V,történik,zgodíti se
885,beginnen::V,kezdődik,začéti se
886,enden::V,végződik,končáti se
887,enden::V,befejeződik,končáti se
888,wechseln::V,változik,ménjati se
889,aufgehen[Sonne]::V,kel,vzíti
890,untergehen[Sonne]::V,lemegy,zaíti
891,scheinen[Sonne]::V,süt,sijáti
892,donnern::V,dörög,grméti
893,wehen::V,fúj,píhati
894,strömen::V,áramlik,líti
895,fließen::V,folyik,têči
896,sich drehen::V,forog,vrtéti se
897,schwanken::V,inog,kolébati
898,schwanken::V,ingadozik,kolébati
899,schwingen::V,leng,níhati
900,fallen::V,esik,pádati
901,brennen::V,ég,goréti
902,rauchen::V,füstöl,kadíti se
903,regnen::V,esik,deževáti
904,gefrieren::V,megfagy,zmŕzniti
905,tauen::V,olvad,tájati
906,schmelzen::V,olvad,kopnéti
907,schmelzen::V,elolvad,kopnéti
908,trocknen::V,szárad,sušíti se
909,sieden::V,forr,kipéti
910,faulen::V,rothad,gníti
911,verfaulen::V,elrothad,zgníti
912,verfaulen::V,megrothad,zgníti
913,reißen::V,szakad,tŕgati se
914,versinken::V,süllyed,pogrézniti se
915,versinken::V,elsüllyed,pogrézniti se
916,vergehen::V,múlik,miníti
917,vergehen::V,elmúlik,miníti
918,erscheinen::V,feltűnik,pojáviti se
919,erscheinen::V,megjelenik,pojáviti se
920,verschwinden::V,letűnik,izgíniti
921,sinken::V,süllyed,péšati
922,abnehmen::V,apad,pojémati
923,abnehmen::V,csökken,pojémati
924,zunehmen::V,növekszik,véčati se
925,zunehmen::V,növekszik,množíti se
926,zunehmen::V,gyarapszik,véčati se
927,zunehmen::V,gyarapszik,množíti se
928,steigen::V,emelkedik,dvígati se
929,wachsen::V,nő,rásti
930,wachsen::V,terem,rásti
931,wachsen::V,növekszik,rásti
932,glänzen::V,ragyog,sijáti
933,glänzen::V,fénylik,sijáti
934,funkeln::V,csillog,ískriti se
935,funkeln::V,tündöklik,ískriti se
936,lärmen::V,lármázik,ropotáti
937,lärmen::V,lármázik,razgrájati
938,läuten::V,cseng,zvoníti
939,klingeln::V,csenget,zvončkljáti
940,klirren::V,csörömpöl,žvenketáti
941,brausen::V,zúg,šuméti
942,brausen::V,morajlik,šuméti
943,rauschen::V,zúg,šuštéti
944,rauschen::V,zúg,šelestéti
945,klingen::V,hangzik,zvenéti
946,bellen::V,ugat,lájati
947,heulen::V,bőg,zavíjati
948,heulen::V,üvölt,zavíjati
949,blasen::V,fúj,píhniti
950,pfeifen::V,fütyül,pískati
951,pfeifen::V,fütyül,žvížgati
952,schreien::V,kiált,kričáti
953,schreien::V,kiabál,kričáti
954,stöhnen::V,nyög,stókati
955,zittern::V,remeg,drgetáti
956,zittern::V,reszket,drgetáti
957,leben::V,él,živéti
958,geboren werden::V,születik,rodíti se
959,atmen::V,lélegzik,díhati
960,trinken::V,iszik,píti
961,essen::V,eszik,jésti
962,schlucken::V,nyel,požírati
963,müde werden::V,elfárad,péšati
964,müde werden::V,elfárad,utrúditi se
965,müde werden::V,kifárad,péšati
966,müde werden::V,kifárad,utrúditi se
967,einschlafen::V,elalszik,zaspáti
968,schlafen::V,alszik,spáti
969,aufwachen::V,felébred,zbudíti se
970,aufstehen::V,felkel,vstáti
971,sich erholen::V,pihen,oddahníti se
972,krank werden::V,megbetegedik,oboléti
973,krank werden::V,belebetegszik,oboléti
974,krank sein::V,betegeskedik,bíti bolán
975,schmerzen::V,fáj,boléti
976,husten::V,köhög,kášljati
977,genesen::V,meggyógyul,okrévati
978,sterben::V,hal,umréti
979,umkommen::V,elpusztul,pogíniti
980,sich bewegen::V,mozog,zganíti se
981,sich rühren::V,mozdul,premakníti se
982,sich erheben::V,feláll,vstájati
983,sich erheben::V,feláll,vzdígniti se
984,sich erheben::V,felemelkedik,vstájati
985,sich erheben::V,felemelkedik,vzdígniti se
986,sich setzen::V,ül,sésti
987,sich setzen::V,leül,sésti
988,hinfallen::V,bukik,pásti dôl
989,hinfallen::V,elesik,pásti dôl
990,laufen::V,jár,hodíti
991,schreiten::V,lép,stópati
992,spazierengehen::V,sétál,na sprehòd íti
993,eilen::V,siet,drvéti
994,sich beeilen::V,siet,hitéti
995,sausen::V,robog,dírkati
996,rennen::V,fut,dírjati
997,rennen::V,szalad,dírjati
998,springen::V,ugrik,skákati
999,klettern::V,kúszik,plézati
1000,schaukeln::V,hintázik,kolébati
1001,kriechen::V,kúszik,pláziti se
1002,schwimmen::V,úszik,plávati
1003,tauchen::V,merül,potápljati se
1004,rudern::V,evez,vesláti
1005,fahren::V,jár,vozíti se
1006,fahren::V,jár,peljáti se
1007,fahren::V,megy,vozíti se
1008,fahren::V,megy,peljáti se
1009,fahren::V,utazik,vozíti se
1010,fahren::V,utazik,peljáti se
1011,fliegen::V,száll,létati
1012,gehen::V,megy,íti
1013,weggehen::V,elmegy,odíti
1014,abfahren::V,indul,odpeljáti se
1015,anhalten::V,megáll,ustáviti se
1016,hineingehen::V,bemegy,íti nóter
1017,eintreten::V,belép,vstopíti
1018,kommen::V,jön,príti
1019,ankommen::V,érkezik,prispéti
1020,ankommen::V,érkezik,prihájati
1021,ankommen::V,megérkezik,prispéti
1022,ankommen::V,megérkezik,prihájati
1023,zurückkommen::V,visszajön,vrníti se
1024,bleiben::V,marad,ostáti
1025,bleiben::V,megmarad,ostáti
1026,warten::V,vár,čákati
1027,warten::V,várakozik,čákati
1028,erwarten::V,vár,pričakováti
1029,erwarten::V,megvár,pričakováti
1030,suchen::V,kutat,iskáti
1031,finden::V,talál,nájti
1032,versuchen::V,megpróbál,poskúšati
1033,versuchen::V,megkísérel,poskúšati
1034,vorbereiten::V,előkészít,pripráviti
1035,lieben::V,szeret,ljubíti
1036,mögen::V,szeret,márati
1037,lachen::V,nevet,smejáti se
1038,rühren::V,mozdít,ganíti
1039,weinen::V,sír,jókati
1040,weinen::V,sír,plákati
1041,schimpfen::V,szid,psováti
1042,schimpfen::V,szid,zmérjati
1043,schimpfen::V,szitkozódik,psováti
1044,schimpfen::V,szitkozódik,zmérjati
1045,sich ärgern::V,mérgelődik,jezíti se
1046,sich ärgern::V,bosszankodik,jezíti se
1047,sich fürchten::V,fél,báti se
1048,sich fürchten::V,retteg,báti se
1049,fürchten::V,fél,báti se
1050,fliehen::V,menekül,bežáti
1051,flüchten::V,elmenekül,pobégniti
1052,sehen::V,néz,vídeti
1053,anschauen::V,megnéz,oglédati
1054,ansehen::V,néz,glédati
1055,ansehen::V,ránéz,glédati
1056,ansehen::V,megnéz,glédati
1057,hören::V,hall,slíšati
1058,zuhören::V,hallgat,poslúšati
1059,zuhören::V,meghallgat,poslúšati
1060,probieren::V,kóstol,poskúšati
1061,probieren::V,megkóstol,poskúšati
1062,riechen::V,szagol,dúhati
1063,fühlen::V,érez,čutíti
1064,scheinen::V,tűnik,zdéti se
1065,scheinen::V,látszik,zdéti se
1066,zu sehen sein::V,mutatkozik,vídeti se
1067,vernehmen::V,hall,čúti
1068,frieren::V,fázik,zébsti
1069,tun::V,csinál,délati
1070,tun::V,cselekszik,délati
1071,können::V,tud,môči
1072,wollen::V,akar,hotéti
1073,anfangen::V,kezd,začéti
1074,beenden::V,befejez,dokončáti
1075,aufhören::V,megszűnik,prenéhati
1076,gelingen::V,sikerül,uspéti
1077,gelingen::V,sikerül,posréčiti se
1078,geraten::V,kerül,obnêsti se
1079,geraten::V,jut,obnêsti se
1080,öffnen::V,nyit,odpréti
1081,öffnen::V,kinyit,odpréti
1082,schließen::V,csuk,zapréti
1083,schließen::V,becsuk,zapréti
1084,stellen::V,állít,postáviti
1085,stellen::V,helyez,postáviti
1086,setzen::V,ültet,posadíti
1087,setzen::V,helyez,posadíti
1088,legen::V,tesz,položíti
1089,legen::V,fektet,položíti
1090,berühren::V,érint,dotíkati se
1091,verbinden::V,beköt,obvézati
1092,verbinden::V,összeköt,obvézati
1093,bedecken::V,betakar,pokríti
1094,bedecken::V,beborít,pokríti
1095,aufhängen::V,felakaszt,obésiti
1096,anzünden::V,gyújt,zažgáti
1097,anzünden::V,meggyújt,zažgáti
1098,aufheben::V,felemel,vzdígniti
1099,zurücklassen::V,hátrahagy,zapustíti
1100,verlieren::V,veszít,izgubíti
1101,verlieren::V,elveszít,izgubíti
1102,fallen lassen::V,elejt,navréči
1103,machen::V,tesz,naredíti
1104,machen::V,tesz,napráviti
1105,machen::V,csinál,naredíti
1106,machen::V,csinál,napráviti
1107,herstellen::V,gyárt,izdélati
1108,herstellen::V,előállít,izdélati
1109,bauen::V,épít,gradíti
1110,reparieren::V,javít,popráviti
1111,reparieren::V,kijavít,popráviti
1112,reparieren::V,megjavít,popráviti
1113,verbessern::V,megjavít,izbóljšati
1114,ändern::V,változtat,spremeníti
1115,ändern::V,megváltoztat,spremeníti
1116,graben::V,ás,kopáti
1117,graben::V,ás,grêbsti
1118,beugen::V,meghajt,upogníti
1119,biegen::V,hajlít,zavíjati
1120,drehen::V,forgat,vrtéti
1121,wenden::V,fordít,obrníti
1122,wenden::V,megfordít,obrníti
1123,umdrehen::V,megfordít,zasúkati
1124,umdrehen::V,megforgat,zasúkati
1125,heben::V,emel,dvígati
1126,hochheben::V,felemel,privzdígniti
1127,ergreifen::V,megfog,zgrábiti
1128,halten::V,tart,držáti
1129,drücken::V,nyom,tiščáti
1130,drücken::V,megnyom,tiščáti
1131,schieben::V,tol,ríniti
1132,kratzen::V,vakar,práskati
1133,lecken::V,nyal,lízati
1134,beißen::V,harap,grísti
1135,abreißen::V,letép,odtŕgati
1136,abschneiden::V,levág,odrézati
1137,binden::V,köt,vézati
1138,binden::V,kötöz,vézati
1139,stecken::V,dug,vtakníti
1140,brechen::V,tör,lomíti
1141,brechen::V,eltör,lomíti
1142,klopfen::V,kopogtat,tólči
1143,hauen::V,vág,séči
1144,hauen::V,levág,séči
1145,kleben::V,tapaszt,lépiti
1146,reiben::V,dörzsöl,tréti
1147,reiben::V,dörzsöl,dŕgniti
1148,reiben::V,súrol,tréti
1149,reiben::V,súrol,dŕgniti
1150,streichen::V,simít,namázati
1151,schleifen::V,fen,brúsiti
1152,schleifen::V,csiszol,brúsiti
1153,schleifen::V,köszörül,brúsiti
1154,schneiden::V,vág,rézati
1155,schneiden::V,szel,rézati
1156,schneiden::V,metsz,rézati
1157,rütteln::V,ráz,strésti
1158,schütteln::V,ráz,majáti
1159,schütteln::V,megráz,majáti
1160,schwenken::V,lóbál,obrníti
1161,schwenken::V,lobogtat,obrníti
1162,schütten::V,önt,sípati
1163,füllen::V,tölt,napolníti
1164,füllen::V,megtölt,napolníti
1165,einwickeln::V,becsavar,zavíti
1166,tragen::V,hord,nêsti
1167,schleppen::V,vonszol,vláčiti
1168,ziehen::V,húz,vléči
1169,aufbewahren::V,megőriz,shranjeváti
1170,werfen::V,dob,lúčati
1171,werfen::V,hajít,lúčati
1172,fangen::V,fog,ujéti
1173,packen::V,megragad,prijéti
1174,verstecken::V,eldug,skríti
1175,verstecken::V,elrejt,skríti
1176,teilen::V,oszt,razdelíti
1177,teilen::V,megoszt,razdelíti
1178,schicken::V,küld,pošíljati
1179,bringen::V,hoz,prinêsti
1180,bringen::V,visz,prinêsti
1181,hinzufügen::V,hozzáad,pristáviti
1182,bekommen::V,kap,dobíti
1183,bekommen::V,megkap,dobíti
1184,erhalten::V,kap,prejéti
1185,erhalten::V,megkap,prejéti
1186,nehmen::V,vesz,vzéti
1187,wählen::V,választ,izbírati
1188,auswählen::V,kiválaszt,izbráti
1189,bewahren::V,megtart,ohraníti
1190,behindern::V,akadályoz,ovírati
1191,behindern::V,gátol,ovírati
1192,verderben::V,elront,pokváriti
1193,beschädigen::V,rongál,poškodováti
1194,zerbrechen::V,eltör,razlomíti
1195,zerbrechen::V,széttör,razlomíti
1196,zerbrechen::V,kettétör,razlomíti
1197,zerreißen::V,eltép,raztŕgati
1198,zerreißen::V,széttép,raztŕgati
1199,zerstören::V,elpusztít,razrúšiti
1200,verbrennen::V,éget,sežgáti
1201,verbrennen::V,eléget,sežgáti
1202,geben::V,ad,dáti
1203,reichen::V,nyújt,séči
1204,reichen::V,nyújt,molíti
1205,schenken::V,ajándékoz,podáriti
1206,versprechen::V,ígér,obljubíti
1207,wünschen::V,kíván,vóščiti
1208,loben::V,dicsér,hváliti
1209,küssen::V,csókol,poljubováti
1210,wiegen::V,ringat,zíbati
1211,zudecken::V,betakar,pokríti
1212,wecken::V,kelt,zbudíti
1213,wecken::V,ébreszt,zbudíti
1214,zeigen::V,mutat,pokázati
1215,führen::V,visz,vêsti
1216,führen::V,vezet,vêsti
1217,lehren::V,tanít,učíti
1218,unterrichten::V,tanít,poučeváti
1219,aufziehen::V,felnevel,vzgojíti
1220,leiten::V,vezet,uprávljati
1221,leiten::V,vezérel,uprávljati
1222,antreiben::V,hajt,goníti
1223,lassen::V,-tat,povzročíti
1224,lassen::V,-at,povzročíti
1225,einladen::V,meghív,povábiti
1226,vereinigen::V,egyesít,zdrúžiti
1227,besuchen::V,látogat,obiskáti
1228,treffen::V,talál,pogodíti
1229,sich versammeln::V,gyülekezik,zbráti se
1230,sich versammeln::V,összegyűlik,zbráti se
1231,spielen::V,játszik,igráti se
1232,singen::V,énekel,péti
1233,tanzen::V,táncol,plésati
1234,sich trennen::V,elválik,ločíti se
1235,verlassen::V,elhagy,zapustíti
1236,retten::V,ment,réšiti
1237,bewachen::V,őriz,strážiti
1238,schützen::V,óv,sčítiti
1239,schützen::V,véd,sčítiti
1240,verteidigen::V,véd,braníti
1241,sich schlagen::V,verekszik,têpsti se
1242,schießen::V,lő,stréljati
1243,siegen::V,győz,zmágati
1244,ärgern::V,bosszant,jezíti
1245,ärgern::V,bosszant,razbúriti
1246,schlagen::V,üt,têpsti
1247,schlagen::V,üt,udáriti
1248,schlagen::V,ver,têpsti
1249,schlagen::V,ver,udáriti
1250,treten::V,rúg,teptáti
1251,stechen::V,döf,ubôsti
1252,stechen::V,szúr,ubôsti
1253,stoßen::V,lök,peháti
1254,stoßen::V,lök,drégniti
1255,stehlen::V,lop,ukrásti
1256,stehlen::V,lop,pokrásti
1257,stören::V,zavar,motíti
1258,belästigen::V,zaklat,nadlegováti
1259,verbergen::V,rejt,skríti
1260,verbergen::V,elrejt,skríti
1261,täuschen::V,megtéveszt,slepíti
1262,betrügen::V,csal,várati
1263,betrügen::V,csal,ogoljufáti
1264,töten::V,öl,ubíti
1265,wohnen::V,lakik,prebívati
1266,arbeiten::V,dolgozik,délati
1267,sammeln::V,szed,zbráti
1268,sammeln::V,gyűjt,zbráti
1269,pflücken::V,szed,obráti
1270,jagen::V,vadászik,lovíti
1271,fischen::V,halászik,ribáriti
1272,fassen::V,fog,zajéti
1273,hüten::V,őriz,pásti
1274,hüten::V,legeltet,pásti
1275,treiben::V,hajt,pogánjati
1276,anbinden::V,köt,privézati
1277,füttern::V,etet,kŕmiti
1278,melken::V,fej,mólsti
1279,hacken::V,vág,sékati
1280,gießen::V,öntöz,ulíti
1281,reifen::V,érik,zoréti
1282,zubereiten::V,elkészít,pripráviti
1283,kochen::V,főz,kúhati
1284,backen::V,süt,cvréti
1285,braten::V,süt,pêči
1286,umrühren::V,megkever,preméšati
1287,stricken::V,köt,plêsti
1288,nähen::V,varr,šívati
1289,färben::V,fest,bárvati
1290,reinigen::V,tisztít,očístiti
1291,waschen::V,mos,opráti
1292,abwischen::V,letöröl,obrísati
1293,spülen::V,mosogat,splakováti
1294,fegen::V,söpör,pométati
1295,kehren::V,söpör,mésti
1296,baden::V,fürdik,kópati se
1297,sich waschen::V,mosdik,umíti se
1298,sich waschen::V,mosakszik,umíti se
1299,ausziehen::V,levesz,izvléči
1300,anziehen::V,felölt,obléči
1301,anziehen::V,felvesz,obléči
1302,sich anziehen::V,öltözik,obléči se
1303,sich anziehen::V,felöltözik,obléči se
1304,kämmen::V,fésül,česáti
1305,schmücken::V,díszít,okrasíti
1306,sagen::V,mond,dejáti
1307,sprechen::V,beszél,govoríti
1308,reden::V,beszél,rêči
1309,sich unterhalten::V,beszélget,razgovárjati se
1310,fragen::V,kérdez,vprášati
1311,bitten::V,kér,prosíti
1312,erzählen::V,mesél,práviti
1313,erzählen::V,elbeszél,práviti
1314,mitteilen::V,közöl,naznániti
1315,nennen::V,hív,imenováti
1316,nennen::V,nevez,imenováti
1317,rufen::V,hív,klícati
1318,prahlen::V,dicsekszik,baháti se
1319,übersetzen::V,fordít,prevêsti
1320,denken::V,gondol,mísliti
1321,glauben::V,hisz,verjéti
1322,bemerken::V,észrevesz,opáziti
1323,erkennen::V,ráismer,spoznáti
1324,erkennen::V,felismer,spoznáti
1325,begreifen::V,felfog,pôjmiti
1326,verstehen::V,ért,razuméti
1327,verstehen::V,megért,razuméti
1328,lernen::V,tanul,učíti se
1329,lernen::V,megtanul,učíti se
1330,wissen::V,tud,znáti
1331,wissen::V,tud,védeti
1332,sich erinnern an::V,emlékszik,spómniti se
1333,vergessen::V,felejt,pozábiti
1334,vergessen::V,elfelejt,pozábiti
1335,messen::V,mér,mériti
1336,messen::V,megmér,mériti
1337,zählen::V,számol,štéti
1338,zählen::V,megszámol,štéti
1339,rechnen::V,számít,račúnati
1340,lesen::V,olvas,bráti
1341,lesen::V,olvas,čítati
1342,malen::V,fest,slíkati
1343,zeichnen::V,rajzol,rísati
1344,schreiben::V,ír,písati
1345,besitzen::V,birtokol,iméti
1346,kaufen::V,vesz,kupíti
1347,kaufen::V,megvesz,kupíti
1348,verkaufen::V,elad,prodáti
1349,bezahlen::V,fizet,pláčati
1350,bezahlen::V,kifizet,pláčati
1351,zahlen::V,fizet,plačeváti
1352,zahlen::V,megfizet,plačeváti
1353,beherrschen::V,ural,obvládati
1354,ertragen::V,elbír,prenêsti
1355,ertragen::V,elvisel,prenêsti
