,Concept_ID,es,la
842,neunzig::NUM,noventa,nonaginta
843,hundert::NUM,cien,centum
844,hundert::NUM,ciento,centum
845,tausend::NUM,mil,mille
846,und::CNJ,y,et
847,und::CNJ,y,-que
848,oder::CNJ,o,vel
849,stehen::V,estar de pie,stare
850,sitzen::V,estar sentado,sedere
851,liegen::V,yacer,iacere
852,liegen::V,estar acostado,iacere
853,hängen::V,pender,pendere
854,werden::V,hacerse,fieri
855,passieren::V,suceder,accidere
856,beginnen::V,iniciarse,incipere
857,beginnen::V,principiar,incipere
858,enden::V,acabar,finem habere
859,enden::V,terminar,finem habere
860,wechseln::V,variar,mutari
861,wechseln::V,alternar,mutari
862,aufgehen[Sonne]::V,salir,oriri
863,untergehen[Sonne]::V,ponerse,occidere
864,untergehen[Sonne]::V,descender,occidere
865,scheinen[Sonne]::V,brillar,lucere
866,donnern::V,tronar,tonare
867,wehen::V,soplar,flare
868,strömen::V,afluir,fluere
869,fließen::V,fluir,manare
870,fließen::V,correr,manare
871,sich drehen::V,girar,torqueri
872,schwanken::V,vacilar,vacillare
873,schwingen::V,oscilar,vibrare
874,fallen::V,caer,cadere
875,brennen::V,arder,ardere
876,brennen::V,quemar,ardere
877,rauchen::V,humear,fumare
878,rauchen::V,echar humo,fumare
879,regnen::V,llover,pluere
880,gefrieren::V,helarse,congelari
881,tauen::V,deshelarse,rorare
882,schmelzen::V,fundirse,liquescere
883,schmelzen::V,derretirse,liquescere
884,trocknen::V,secarse,arescere
885,sieden::V,hervir,fervere
886,faulen::V,pudrirse,putescere
887,verfaulen::V,pudrirse,putescere
888,reißen::V,romperse,scindi
889,versinken::V,hundirse,mergi
890,vergehen::V,pasar,praeterire
891,erscheinen::V,aparecer,apparere
892,verschwinden::V,desaparecer,discedere
893,sinken::V,bajar,labi
894,abnehmen::V,decrecer,deminui
895,abnehmen::V,disminuir,deminui
896,zunehmen::V,crecer,augeri
897,zunehmen::V,aumentar,augeri
898,steigen::V,subir,augescere
899,steigen::V,ascender,augescere
900,wachsen::V,crecer,crescere
901,glänzen::V,brillar,splendere
902,glänzen::V,resplandecer,splendere
903,funkeln::V,chispear,micare
904,lärmen::V,hacer ruido,strepere
905,läuten::V,sonar,sonare
906,läuten::V,repicar,sonare
907,klingeln::V,tocar el timbre,tinnire
908,klirren::V,tintinear,crepare
909,brausen::V,zumbar,saevire
910,rauschen::V,murmurar,crepare
911,klingen::V,sonar,sonare
912,bellen::V,ladrar,latrare
913,heulen::V,ulular,ululare
914,blasen::V,soplar,flare
915,pfeifen::V,silbar,sibilare
916,schreien::V,gritar,clamare
917,stöhnen::V,gemir,gemere
918,zittern::V,temblar,tremere
919,zittern::V,temblar,trepidare
920,leben::V,vivir,vivere
921,geboren werden::V,nacer,nasci
922,atmen::V,respirar,spirare
923,trinken::V,beber,bibere
924,essen::V,comer,edere
925,schlucken::V,tragar,devorare
926,müde werden::V,cansarse,fatigari
927,müde werden::V,fatigarse,fatigari
928,einschlafen::V,dormirse,obdormiscere
929,schlafen::V,dormir,dormire
930,aufwachen::V,despertarse,expergisci
931,aufstehen::V,levantarse,exsurgere
932,sich erholen::V,reposar,se reficere
933,sich erholen::V,descansar,se reficere
934,krank werden::V,caer enfermo,aegrescere
935,krank sein::V,estar enfermo,aegrotare
936,schmerzen::V,doler,dolere
937,husten::V,toser,tussire
938,genesen::V,convalecer,convalescere
939,genesen::V,restablecerse,convalescere
940,sterben::V,morir,mori
941,umkommen::V,perecer,perire
942,sich bewegen::V,moverse,se movere
943,sich rühren::V,rebullir,micare
944,sich erheben::V,levantarse,surgere
945,sich setzen::V,sentarse,considere
946,hinfallen::V,caerse,cadere
947,laufen::V,andar,vadere
948,schreiten::V,proceder,gradi
949,spazierengehen::V,pasear,ambulare
950,spazierengehen::V,pasearse,ambulare
951,eilen::V,correr prisa,properare
952,sich beeilen::V,darse prisa,festinare
953,sausen::V,correr,currere
954,rennen::V,correr,currere
955,springen::V,saltar,salire
956,klettern::V,trepar,niti
957,klettern::V,escalar,niti
958,schaukeln::V,bambolearse,oscillare
959,kriechen::V,reptar,repere
960,kriechen::V,reptar,serpere
961,kriechen::V,arrastrarse,repere
962,kriechen::V,arrastrarse,serpere
963,schwimmen::V,nadar,nare
964,schwimmen::V,nadar,natare
965,tauchen::V,bucear,mergere
966,tauchen::V,sumergirse,mergere
967,rudern::V,remar,remigare
968,fahren::V,ir,vehi
969,fliegen::V,volar,volare
970,gehen::V,ir,ire
971,gehen::V,ir,vadere
972,gehen::V,andar,ire
973,gehen::V,andar,vadere
974,weggehen::V,irse,abire
975,weggehen::V,irse,discedere
976,weggehen::V,marcharse,abire
977,weggehen::V,marcharse,discedere
978,abfahren::V,salir,proficisci
979,abfahren::V,partir,proficisci
980,anhalten::V,parar,consistere
981,anhalten::V,pararse,consistere
982,hineingehen::V,entrar,inire
983,hineingehen::V,entrar,ingredi
984,eintreten::V,entrar,intrare
985,kommen::V,venir,venire
986,ankommen::V,llegar,advenire
987,zurückkommen::V,volver,revenire
988,zurückkommen::V,regresar,revenire
989,bleiben::V,quedarse,manere
990,warten::V,esperar,opperiri
991,erwarten::V,esperar,opperiri
992,erwarten::V,esperar,expectare
993,suchen::V,buscar,quaerere
994,finden::V,hallar,reperire
995,finden::V,encontrar,reperire
996,versuchen::V,intentar,conari
997,versuchen::V,intentar,temptare
998,vorbereiten::V,preparar,parare
999,lieben::V,amar,amare
1000,lieben::V,querer,amare
1001,mögen::V,querer,amare
1002,lachen::V,reír,ridere
1003,rühren::V,conmover,commovere
1004,weinen::V,llorar,flere
1005,schimpfen::V,regañar,increpare
1006,sich ärgern::V,enfadarse,indignari
1007,sich fürchten::V,tener miedo,vereri
1008,fürchten::V,temer,timere
1009,fürchten::V,tener miedo a,timere
1010,fliehen::V,huir,fugere
1011,flüchten::V,escaparse,effugere
1012,sehen::V,ver,videre
1013,anschauen::V,mirar,aspectare
1014,ansehen::V,mirar,spectare
1015,hören::V,oír,audire
1016,zuhören::V,escuchar,auscultare
1017,probieren::V,probar,gustare
1018,probieren::V,degustar,gustare
1019,riechen::V,oler,olfacere
1020,fühlen::V,sentir,sentire
1021,scheinen::V,parecer,videri
1022,zu sehen sein::V,poder verse,conspici
1023,vernehmen::V,oír,comperire
1024,vernehmen::V,percibir,comperire
1025,frieren::V,tener frío,algere
1026,tun::V,hacer,facere
1027,können::V,poder,posse
1028,wollen::V,querer,velle
1029,anfangen::V,iniciar,incipere
1030,beenden::V,acabar,finire
1031,beenden::V,terminar,finire
1032,aufhören::V,cesar,desistere
1033,gelingen::V,salir bien,contingere
1034,geraten::V,salir,evenire
1035,geraten::V,dar resultado,evenire
1036,öffnen::V,abrir,aperire
1037,schließen::V,cerrar,claudere
1038,stellen::V,poner,sistere
1039,stellen::V,colocar,sistere
1040,setzen::V,poner,ponere
1041,setzen::V,colocar,ponere
1042,legen::V,poner,ponere
1043,berühren::V,tocar,tangere
1044,verbinden::V,unir,iungere
1045,verbinden::V,juntar,iungere
1046,bedecken::V,tapar,tegere
1047,bedecken::V,tapar,operire
1048,bedecken::V,cubrir,tegere
1049,bedecken::V,cubrir,operire
1050,aufhängen::V,colgar,suspendere
1051,anzünden::V,encender,accendere
1052,anzünden::V,encender,inflammare
1053,aufheben::V,recoger,tollere
1054,zurücklassen::V,dejar,relinquere
1055,verlieren::V,perder,perdere
1056,verlieren::V,perder,amittere
1057,fallen lassen::V,dejar caer,dimittere
1058,machen::V,hacer,facere
1059,herstellen::V,fabricar,fabricare
1060,bauen::V,construir,construere
1061,reparieren::V,reparar,reparare
1062,verbessern::V,mejorar,emendare
1063,ändern::V,mudar,mutare
1064,ändern::V,modificar,mutare
1065,graben::V,cavar,fodere
1066,beugen::V,doblar,flectere
1067,beugen::V,inclinar,flectere
1068,biegen::V,doblar,curvare
1069,drehen::V,volver,torquere
1070,drehen::V,hacer girar,torquere
1071,wenden::V,volver,vertere
1072,umdrehen::V,revolver,convertere
1073,heben::V,levantar,tollere
1074,hochheben::V,alzar,levare
1075,ergreifen::V,coger,capessere
1076,halten::V,tener,tenere
1077,drücken::V,apretar,premere
1078,schieben::V,empujar,promovere
1079,kratzen::V,rascar,radere
1080,lecken::V,lamer,lambere
1081,beißen::V,morder,mordere
1082,abreißen::V,arrancar,avellere
1083,abschneiden::V,cortar,desecare
1084,binden::V,atar,ligare
1085,stecken::V,meter,inserere
1086,brechen::V,romper,rumpere
1087,brechen::V,quebrar,rumpere
1088,klopfen::V,golpear,pultare
1089,hauen::V,pegar,ferire
1090,kleben::V,pegar,agglutinare
1091,kleben::V,encolar,agglutinare
1092,reiben::V,frotar,terere
1093,streichen::V,untar,oblinere
1094,streichen::V,recubrir,oblinere
1095,schleifen::V,afilar,acuere
1096,schneiden::V,cortar,secare
1097,rütteln::V,agitar,quassare
1098,schütteln::V,agitar,quatere
1099,schütteln::V,sacudir,quatere
1100,schwenken::V,menear,ventilare
1101,schütten::V,verter,fundere
1102,füllen::V,llenar,complere
1103,einwickeln::V,envolver,involvere
1104,tragen::V,llevar,ferre
1105,tragen::V,llevar,portare
1106,schleppen::V,arrastrar,pertrahere
1107,ziehen::V,tirar,trahere
1108,aufbewahren::V,conservar,asservare
1109,werfen::V,echar,iacere
1110,werfen::V,lanzar,iacere
1111,fangen::V,coger,capere
1112,packen::V,agarrar,capessere
1113,verstecken::V,esconder,abdere
1114,teilen::V,partir,partiri
1115,teilen::V,partir,dividere
1116,teilen::V,dividir,partiri
1117,teilen::V,dividir,dividere
1118,schicken::V,enviar,mittere
1119,bringen::V,traer,apportare
1120,hinzufügen::V,añadir,addere
1121,bekommen::V,obtener,adipisci
1122,bekommen::V,conseguir,adipisci
1123,erhalten::V,recibir,accipere
1124,nehmen::V,tomar,sumere
1125,wählen::V,elegir,eligere
1126,auswählen::V,escoger,deligere
1127,auswählen::V,seleccionar,deligere
1128,bewahren::V,guardar,conservare
1129,bewahren::V,preservar,conservare
1130,behindern::V,estorbar,impedire
1131,behindern::V,obstaculizar,impedire
1132,verderben::V,estropear,corrumpere
1133,beschädigen::V,deteriorar,laedere
1134,zerbrechen::V,romper,rumpere
1135,zerbrechen::V,romper,frangere
1136,zerbrechen::V,quebrar,rumpere
1137,zerbrechen::V,quebrar,frangere
1138,zerreißen::V,desgarrar,discindere
1139,zerreißen::V,despedazar,discindere
1140,zerstören::V,destruir,delere
1141,zerstören::V,destrozar,delere
1142,verbrennen::V,quemar,urere
1143,verbrennen::V,quemar,cremare
1144,geben::V,dar,dare
1145,reichen::V,pasar,praebere
1146,schenken::V,regalar,donare
1147,schenken::V,regalar,largiri
1148,versprechen::V,prometer,polliceri
1149,versprechen::V,prometer,promittere
1150,wünschen::V,desear,
1151,loben::V,alabar,laudare
1152,küssen::V,besar,osculari
1153,wiegen::V,mecer,
1154,zudecken::V,tapar,tegere
1155,zudecken::V,cubrir,tegere
1156,wecken::V,despertar,excitare
1157,zeigen::V,mostrar,monstrare
1158,führen::V,guiar,ducere
1159,führen::V,conducir,ducere
1160,lehren::V,enseñar,docere
1161,lehren::V,instruir,docere
1162,unterrichten::V,enseñar,instituere
1163,aufziehen::V,criar,nutrire
1164,leiten::V,guiar,ducere
1165,leiten::V,dirigir,ducere
1166,antreiben::V,impeler,incitare
1167,antreiben::V,impulsar,incitare
1168,lassen::V,hacer,iubere
1169,einladen::V,invitar,invitare
1170,vereinigen::V,unir,coniungere
1171,besuchen::V,visitar,visere
1172,besuchen::V,ir a ver,visere
1173,treffen::V,encontrar,convenire
1174,sich versammeln::V,reunirse,convenire
1175,sich versammeln::V,congregarse,convenire
1176,spielen::V,jugar,ludere
1177,singen::V,cantar,cantare
1178,tanzen::V,bailar,saltare
1179,sich trennen::V,separarse,digredi
1180,sich trennen::V,separarse,discedere
1181,verlassen::V,dejar,deserere
1182,verlassen::V,dejar,relinquere
1183,verlassen::V,abandonar,deserere
1184,verlassen::V,abandonar,relinquere
1185,retten::V,salvar,servare
1186,bewachen::V,vigilar,custodire
1187,schützen::V,proteger,tueri
1188,schützen::V,proteger,tutari
1189,verteidigen::V,defender,defendere
1190,sich schlagen::V,batirse,luctari
1191,schießen::V,tirar,iaculari
1192,schießen::V,disparar,iaculari
1193,siegen::V,vencer,vincere
1194,ärgern::V,enojar,irritare
1195,ärgern::V,enfadar,irritare
1196,schlagen::V,pegar,ferire
1197,schlagen::V,golpear,ferire
1198,treten::V,dar una patada a,calcare
1199,stechen::V,pinchar,pungere
1200,stoßen::V,empujar,tundere
1201,stehlen::V,robar,furari
1202,stehlen::V,hurtar,furari
1203,stören::V,molestar,turbare
1204,belästigen::V,molestar,obtundere
1205,belästigen::V,importunar,obtundere
1206,verbergen::V,ocultar,celare
1207,verbergen::V,ocultar,occultare
1208,verbergen::V,esconder,celare
1209,verbergen::V,esconder,occultare
1210,täuschen::V,engañar,fallere
1211,betrügen::V,engañar,fraudare
1212,töten::V,matar,necare
1213,töten::V,matar,caedere
1214,wohnen::V,vivir,habitare
1215,wohnen::V,habitar,habitare
1216,arbeiten::V,trabajar,laborare
1217,sammeln::V,recoger,colligere
1218,sammeln::V,coleccionar,colligere
1219,pflücken::V,coger,carpere
1220,jagen::V,cazar,venari
1221,fischen::V,pescar,piscari
1222,fassen::V,atrapar,capere
1223,fassen::V,capturar,capere
1224,hüten::V,guardar,custodire
1225,treiben::V,aballar,agere
1226,anbinden::V,atar,alligare
1227,füttern::V,echar de comer,nutrire
1228,melken::V,ordeñar,mulgere
1229,hacken::V,picar,findere
1230,hacken::V,cortar,findere
1231,gießen::V,regar,rigare
1232,reifen::V,madurar,maturescere
1233,zubereiten::V,preparar,apparare
1234,kochen::V,cocer,coquere
1235,kochen::V,guisar,coquere
1236,backen::V,hornear,coquere
1237,backen::V,cocer al horno,coquere
1238,braten::V,asar,torrere
1239,braten::V,freír,torrere
1240,umrühren::V,remover,commovere
1241,stricken::V,hacer punto,texere
1242,stricken::V,hacer calceta,texere
1243,nähen::V,coser,suere
1244,färben::V,teñir,tingere
1245,färben::V,colorear,tingere
1246,reinigen::V,limpiar,purgare
1247,waschen::V,lavar,lavare
1248,abwischen::V,fregar,abstergere
1249,abwischen::V,limpiar,abstergere
1250,spülen::V,aclarar,perluere
1251,spülen::V,enjuagar,perluere
1252,fegen::V,barrer,verrere
1253,fegen::V,pasar la escoba,verrere
1254,kehren::V,barrer,purgare
1255,baden::V,bañarse,lavari
1256,sich waschen::V,lavarse,lavari
1257,ausziehen::V,quitar,exuere
1258,ausziehen::V,quitarse,exuere
1259,anziehen::V,ponerse,induere
1260,sich anziehen::V,vestirse,vestiri
1261,kämmen::V,peinar,pectere
1262,schmücken::V,adornar,ornare
1263,schmücken::V,adornar,decorare
1264,sagen::V,decir,dicere
1265,sprechen::V,hablar,fari
1266,reden::V,hablar,loqui
1267,reden::V,conversar,loqui
1268,sich unterhalten::V,charlar,colloqui
1269,sich unterhalten::V,charlar,disputare
1270,sich unterhalten::V,conversar,colloqui
1271,sich unterhalten::V,conversar,disputare
1272,fragen::V,preguntar,rogare
1273,fragen::V,preguntar,quaerere
1274,bitten::V,rogar,orare
1275,bitten::V,rogar,rogare
1276,erzählen::V,contar,narrare
1277,mitteilen::V,comunicar,communicare
1278,mitteilen::V,participar,communicare
1279,nennen::V,llamar,appellare
1280,nennen::V,nombrar,appellare
1281,rufen::V,llamar,vocare
1282,prahlen::V,jactarse,gloriari
1283,übersetzen::V,traducir,vertere
1284,denken::V,pensar,cogitare
1285,glauben::V,creer,credere
1286,bemerken::V,notar,animadvertere
1287,erkennen::V,reconocer,cognoscere
1288,begreifen::V,concebir,comprehendere
1289,verstehen::V,entender,intellegere
1290,verstehen::V,comprender,intellegere
1291,lernen::V,aprender,discere
1292,wissen::V,saber,scire
1293,sich erinnern an::V,recordar,meminisse
1294,sich erinnern an::V,acordarse de,meminisse
1295,vergessen::V,olvidar,oblivisci
1296,messen::V,medir,metiri
1297,zählen::V,contar,numerare
1298,rechnen::V,contar,reri
1299,rechnen::V,contar,calculare
1300,rechnen::V,calcular,reri
1301,rechnen::V,calcular,calculare
1302,lesen::V,leer,legere
1303,malen::V,pintar,pingere
1304,zeichnen::V,dibujar,scribere
1305,schreiben::V,escribir,scribere
1306,besitzen::V,poseer,possidere
1307,kaufen::V,comprar,emere
1308,verkaufen::V,vender,vendere
1309,bezahlen::V,pagar,pendere
1310,zahlen::V,pagar,solvere
1311,beherrschen::V,dominar,regere
1312,beherrschen::V,dominar,imperare
1313,ertragen::V,soportar,tolerare
1314,ertragen::V,soportar,sustinere
