,Concept_ID,tr,br
71,Boden::N,yer,tachenn
72,Boden::N,zemin,tachenn
73,Erde::N,toprak,douar
74,Staub::N,toz,poultr
75,Rauch::N,duman,moged
76,Funke::N,kıvılcım,ful
77,Feuer::N,ateş,tan
78,Licht::N,ışık,gouloù
79,Schatten::N,gölge,disheol
80,Wetter::N,hava,amzer
81,Nebel::N,pus,brumenn
82,Wolke::N,bulut,koumoulenn
83,Regen::N,yağmur,glav
84,Schnee::N,kar,erc'h
85,Eis::N,buz,skorn
86,Frost::N,don,rev
87,Kälte::N,soğukluk,yen
88,Hitze::N,sıcaklık,tommder
89,Raureif::N,kırç,frim
90,Regenbogen::N,gökkuşağı,gwareg-ar-glav
91,Donner::N,gök gürlemesi,kurun
92,Strömung::N,akıntı,red
93,Strömung::N,cereyan,red
94,Tropfen::N,damla,bannac'h
95,Tropfen::N,damla,takenn
96,Schaum::N,köpük,spoum
97,Schmutz::N,çamur,fank
98,Schmutz::N,pislik,fank
99,See::N,göl,lenn
100,Sumpf::N,batak,gwern
101,Moor::N,cılgıt,taouarc'heg
102,Wiese::N,çimen,prad
103,Wald::N,koru,koad
104,Wald::N,orman,koad
105,Hügel::N,tepe,torgenn
106,Anhöhe::N,tümsek,run
107,Anhöhe::N,yükseklik,run
108,Berg::N,dağ,menez
109,Gipfel::N,zirve,barr
110,Höhle::N,in,kav
111,Höhle::N,mağara,kav
112,Abhang::N,bayır,naou
113,Quelle::N,pınar,feunteun
114,Quelle::N,kaynak,feunteun
115,Bach::N,çay,gwazh
116,Bach::N,dere,gwazh
117,Fluss::N,nehir,stêr
118,Ufer::N,kıyı,ribl
119,Ufer::N,sahil,ribl
120,Küste::N,kıyı,aod
121,Küste::N,sahil,aod
122,Festland::N,kara,douar
123,Meer::N,deniz,mor
124,Bucht::N,koy,mor-bihan
125,Bucht::N,körfez,mor-bihan
126,Insel::N,ada,enez
127,Blume::N,çiçek,bleunienn
128,Gras::N,ot,geot
129,Gras::N,çim,geot
130,Wurzel::N,kök,gwrizienn
131,Baum::N,ağaç,gwezenn
132,Stamm::N,gövde,kef
133,Rinde::N,kabuk,rusk
134,Ast::N,dal,barr
135,Ast::N,budak,barr
136,Zweig::N,dal,bod
137,Blatt::N,yaprak,delienn
138,Birke::N,huş,bezvenn
139,Kiefer[Baum]::N,çam,pinenn
140,Weide[Baum]::N,söğüt,halegenn
141,Tanne::N,çam,sapenn
142,Tanne::N,köknar,sapenn
143,Horn::N,boynuz,korn
144,Feder::N,tüy,pluñv
145,Fell::N,post,kreoñ
146,Flügel::N,kanat,askell
147,Klaue::N,pençe,skilf
148,Kralle::N,tırnak,skilf
149,Schwanz::N,kuyruk,lost
150,Ei::N,yumurta,vi
151,Nest::N,yuva,neizh
152,Bau::N,in,douarenn
153,Tier::N,hayvan,loen
154,Herde::N,sürü,tropell
155,Kuh::N,inek,buoc'h
156,Bulle::N,boğa,tarv
157,Pferd::N,at,marc'h
158,Pferd::N,beygir,marc'h
159,Schaf::N,koyun,dañvad
160,Schwein::N,domuz,pemoc'h
161,Hund::N,it,ki
162,Hund::N,köpek,ki
163,Katze::N,kedi,kazh
164,Bär::N,ayı,arzh
165,Eichhörnchen::N,sincap,gwiñver
166,Elch::N,büyük kuzey geyiği,karv-dour
167,Fuchs::N,tilki,louarn
168,Hase::N,tavşan,gad
169,Maus::N,fare,logodenn
170,Maus::N,sıçan,logodenn
171,Wolf::N,kurt,bleiz
172,Vogel::N,kuş,labous
173,Schwarm::N,sürü,nijad
174,Huhn::N,tavuk,yar
175,Hahn::N,horoz,kilhog
176,Gans::N,kaz,gwazenn
177,Adler::N,kartal,erer
178,Adler::N,karakuş,erer
179,Ente::N,ördek,houad
180,Eule::N,baykuş,toud
181,Kranich::N,turna,garan
182,Krähe::N,karga,bran
183,Kuckuck::N,guguk,koukoug
184,Schwan::N,kuğu,alarc'h
185,Fisch::N,balık,pesk
186,Barsch::N,hani,brell
187,Barsch::N,levrek,brell
188,Hecht::N,turnabalığı,beked
189,Schlange[Tier]::N,yılan,naer
190,Wurm::N,kurt,preñv
191,Wurm::N,solucan,preñv
192,Spinne::N,örümcek,kevnidenn
193,Ameise::N,karınca,merion
194,Laus::N,bit,laouenn
195,Mücke::N,sivrisinek,moustik
196,Fliege::N,sinek,kelienenn
197,Schmetterling::N,kelebek,balafenn
198,Beere::N,tane,hog
199,Apfel::N,elma,aval
200,Pilz::N,mantar,kabell-touseg
201,Zwiebel::N,soğan,ognonenn
202,Saat::N,ekin,had
203,Korn::N,tane,ed
204,Heu::N,kuru ot,foenn
205,Schale::N,kabuk,peliadur
206,Grube::N,çukur,
207,Falle::N,tuzak,pech
208,Schlinge::N,ilmik,krouglas
209,Spur::N,iz,
210,Asche::N,kül,ludu
211,Dreck::N,pislik,fank
212,Eisen::N,demir,houarn
213,Gold::N,altın,aour
214,Silber::N,gümüş,arc'hant
215,Kohle::N,kömür,glaou
216,Glas::N,cam,gwer
217,Lehm::N,balçık,
218,Sand::N,kum,traezh
219,Mensch::N,insan,den
220,Mann::N,adam,den
221,Mann::N,erkek,den
222,Frau::N,bayan,maouez
223,Kind::N,çocuk,bugel
224,Junge::N,erkek çocuk,paotr
225,Mädchen::N,kız,plac'h
226,Familie::N,aile,familh
227,Großvater::N,dede,tad-kozh
228,Großvater::N,büyükbaba,tad-kozh
229,Großmutter::N,nine,mamm-gozh
230,Großmutter::N,büyükanne,mamm-gozh
231,Eltern::N,ebeveyn,kerent
232,Eltern::N,ana baba,kerent
233,Vater::N,ata,tad
234,Vater::N,baba,tad
235,Mutter::N,ana,mamm
236,Mutter::N,anne,mamm
237,Sohn::N,oğul,mab
238,Tochter::N,kız,merc'h
239,Tochter::N,kız evlât,merc'h
240,Bruder::N,abi,breur
241,Bruder::N,erkek kardeş,breur
242,Schwester::N,abla,c'hoar
243,Schwester::N,kız kardeş,c'hoar
244,Onkel::N,dayı,eontr
245,Tante::N,hala,moereb
246,Tante::N,teyze,moereb
247,Ehemann::N,koca,gwaz
248,Ehefrau::N,karı,gwreg
249,Freude::N,neşe,levenez
250,Freude::N,sevinç,levenez
251,Gelächter::N,gülme,c'hoarzherezh
252,Gelächter::N,kahkaha,c'hoarzherezh
253,Glück::N,mutluluk,chañs
254,Kummer::N,dert,doan
255,Kummer::N,keder,doan
256,Wunsch::N,arzu,c'hoant
257,Wunsch::N,istek,c'hoant
258,Lust::N,arzu,c'hoant
259,Lust::N,heves,c'hoant
260,Geist::N,tin,spered
261,Gedanke::N,fikir,soñj
262,Gedanke::N,düşünce,soñj
263,Gedächtnis::N,bellek,eñvor
264,Verstand::N,zekâ,skiant
265,Sinn::N,anlam,ster
266,Grund::N,sebep,kaoz
267,Wahrheit::N,doğruluk,gwirionez
268,Wahrheit::N,gerçeklik,gwirionez
269,Gespräch::N,görüşme,kaozeadenn
270,Märchen::N,masal,kaoz korriganez
271,Erzählung::N,öykü,kontadenn
272,Erzählung::N,hikâye,kontadenn
273,Nachricht::N,haber,keloù
274,Neuigkeit::N,haber,kelaouenn
275,Name::N,ad,anv
276,Name::N,isim,anv
277,Rätsel::N,bilmece,divinatez
278,Rede::N,söylev,diskour
279,Rede::N,konuşma,diskour
280,Sprache::N,dil,yezh
281,Sprache::N,lisan,yezh
282,Stimme::N,ses,mouezh
283,Wort::N,kelime,ger
284,Zeichen::N,işaret,sin
285,Ruf::N,çağırma,galv
286,Lärm::N,şamata,trouz
287,Lärm::N,gürültü,trouz
288,Laut::N,ses,
289,Ton::N,ses,ton
290,Lied::N,türkü,kanaouenn
291,Ruhe::N,sakinlik,sioulded
292,Leute::N,halk,tud
293,Leute::N,insanlar,tud
294,Volk::N,ulus,pobl
295,Volk::N,millet,pobl
296,Arbeit::N,iş,labour
297,Arbeit::N,çalışma,labour
298,Gast::N,konuk,kouviad
299,Gast::N,misafir,kouviad
300,Geschenk::N,hediye,prof
301,Geschenk::N,armağan,prof
302,Spiel::N,oyun,c'hoari
303,Gesellschaft::N,çevre,kompagnunezh
304,Gesellschaft::N,çevre,kavandad
305,Gesellschaft::N,arkadaşlık,kompagnunezh
306,Gesellschaft::N,arkadaşlık,kavandad
307,Hilfe::N,yardım,sikour
308,Freund::N,dost,mignon
309,Freund::N,arkadaş,mignon
310,Kamerad::N,arkadaş,kamarad
311,Angelegenheit::N,iş,afer
312,Angelegenheit::N,husus,afer
313,Anzahl::N,sayı,niver
314,Art::N,çeşit,sort
315,Stück::N,tane,tamm
316,Stück::N,parça,tamm
317,Teil::N,kısım,pezh
318,Hälfte::N,yarı,hanterenn
319,Kreis::N,daire,kelc'h
320,Kreuz::N,haç,kroaz
321,Linie::N,hat,linenn
322,Linie::N,çizgi,linenn
323,Strich::N,çizgi,tenn
324,Abstand::N,aralık,distok
325,Entfernung::N,mesafe,keid
326,Entfernung::N,mesafe,kehid
327,Entfernung::N,uzaklık,keid
328,Entfernung::N,uzaklık,kehid
329,Gegend::N,yöre,korn-bro
330,Platz::N,yer,plasenn
331,Ort::N,yer,lec'h
332,Seite::N,yan,tu
333,Seite::N,taraf,tu
334,Mitte::N,orta,kreiz
335,Mitte::N,merkez,kreiz
336,Gegenstand::N,şey,tra
337,Sache::N,iş,tra
338,Sache::N,şey,tra
339,Rand::N,kenar,kantenn
340,Kante::N,kenar,kantenn
341,Ecke::N,köşe,korn
342,Spitze::N,uç,begell
343,Spitze::N,baş,begell
344,Ende::N,uç,dibenn
345,Loch::N,oyuk,toull
346,Loch::N,delik,toull
347,Winkel::N,köşe,
348,Muster::N,örnek,tresadenn
349,Größe::N,büyüklük,ment
350,Länge::N,uzunluk,hirder
351,Höhe::N,yükseklik,uhelder
352,Gewicht::N,ağırlık,pouez
353,Menge::N,miktar,bern
354,Haufen::N,küme,bern
355,Haufen::N,yığın,bern
356,Reihe::N,sıra,steud
357,Boot::N,kayık,bag
358,Boot::N,sandal,bag
359,Ruder::N,kürek,roeñv
360,Schlitten::N,kızak,trainell
361,Ski::N,kayak,ski
362,Lagerfeuer::N,kamp ateşi,
363,Last::N,yük,karg
364,Gang::N,gidiş,kerzh
365,Gang::N,yürüyüş,kerzh
366,Schritt::N,adım,paz
367,Norden::N,kuzey,norzh
368,Norden::N,kuzey,hanternoz
369,Süden::N,güney,su
370,Süden::N,güney,kreisteiz
371,Westen::N,batı,kuzh-heol
372,Osten::N,doğu,reter
373,Osten::N,doğu,sav-heol
374,Holz::N,ağaç,koad
375,Holz::N,tahta,koad
376,Brett::N,tahta,plankenn
377,Platte::N,levha,plakenn
378,Stütze::N,dayak,harp
379,Stütze::N,destek,harp
380,Stange::N,çubuk,sparl
381,Stock::N,sopa,bazh
382,Stock::N,değnek,bazh
383,Stab::N,sırık,bazh
384,Stab::N,baston,bazh
385,Rohr::N,boru,tub
386,Rohr::N,boru,korz
387,Haus::N,ev,ti
388,Heim::N,ev,kêr
389,Heim::N,yurt,kêr
390,Ofen::N,soba,forn
391,Fußboden::N,taban,plañchod
392,Fußboden::N,döşeme,plañchod
393,Tisch::N,masa,taol
394,Stuhl::N,iskemle,kador
395,Stuhl::N,sandalye,kador
396,Wiege::N,beşik,kavell
397,Bett::N,yatak,gwele
398,Regal::N,raf,estajerenn
399,Kiste::N,sandık,kased
400,Fenster::N,pencere,prenestr
401,Tür::N,kapı,dor
402,Tor::N,kapı,portal
403,Zaun::N,çit,sklotur
404,Dach::N,dam,toenn
405,Dach::N,çatı,toenn
406,Leiter::N,merdiven,skeul
407,Besen::N,süpürge,skubell
408,Spaten::N,bel,pal
409,Schaufel::N,kürek,pal
410,Gabel::N,çatal,fourchetez
411,Löffel::N,kaşık,loa
412,Messer::N,bıçak,kontell
413,Nagel::N,çivi,tach
414,Netz::N,ağ,roued
415,Haken::N,çengel,krog
416,Griff::N,kulp,kemer
417,Griff::N,tutamak,kemer
418,Schloss::N,kilit,potenn
419,Bild::N,imaj,skeudenn
420,Bild::N,resim,skeudenn
421,Figur::N,şekil,skeud
422,Figur::N,şekil,figur
423,Figur::N,heykel,skeud
424,Figur::N,heykel,figur
425,Puppe::N,kukla,merc'hodenn
426,Beutel::N,kese,sac'h
427,Beutel::N,torba,sac'h
428,Bündel::N,deste,feskenn
429,Tasche::N,çanta,sac'h
430,Eimer::N,kova,sailh
431,Deckel::N,kapak,pallenn
432,Geschirr::N,kap kacak,listriaj
433,Sack::N,torba,sac'h
434,Tasse::N,fincan,tas
435,Topf::N,tencere,pod
436,Kessel::N,kazan,chaodouron
437,Essen::N,yemek,pred
438,Nahrung::N,gıda,boued
439,Nahrung::N,besin,boued
440,Speise::N,yemek,meuz
441,Fleisch::N,et,kig
442,Getreide::N,tahıl,ed
443,Getreide::N,hububat,ed
444,Brei::N,ezme,yod
445,Brot::N,ekmek,bara
446,Scheibe::N,dilim,tailhenn
447,Fett::N,yağ,lard
448,Butter::N,tereyağı,amann
449,Öl::N,yağ,eoul
450,Öl::N,akar yağ,eoul
451,Salz::N,tuz,holen
452,Suppe::N,çorba,soubenn
453,Honig::N,bal,mel
454,Milch::N,süt,laezh
455,Tee::N,çay,te
456,Leder::N,deri,lêr
457,Leder::N,meşin,lêr
458,Wolle::N,yün,gloan
459,Stoff::N,kumaş,danvez
460,Nadel::N,iğne,nadoz
461,Faden::N,tire,neudenn
462,Faden::N,iplik,neudenn
463,Knopf::N,düğme,bouton
464,Knoten::N,düğüm,skoulm
465,Farbe::N,boya,liv
466,Kleidung::N,giyim,dilhad
467,Hemd::N,gömlek,roc'hed
468,Kragen::N,yaka,gouzoug
469,Ärmel::N,yen,milgin
470,Ärmel::N,elbise kolu,milgin
471,Hose::N,pantolon,bragoù
472,Gürtel::N,kuşak,gouriz
473,Mütze::N,bere,boned
474,Mütze::N,kasket,boned
475,Schuh::N,kundura,botez
476,Schuh::N,ayakkabı,botez
477,Stiefel::N,çizme,botez
478,Ring::N,yüzük,gwalenn
479,Band::N,bağ,bagad
480,Band::N,şerit,bagad
481,Kamm::N,tarak,krib
482,Spiegel::N,ayna,melezour
483,Riemen::N,kayış,lerenn
484,Schnur::N,ip,kordenn
485,Schnur::N,sicim,kordenn
486,Leine::N,kayış,roll
487,Decke::N,örtü,golo
488,Decke::N,yorgan,golo
489,Kissen::N,yastık,goubenner
490,Tuch::N,bez,mezher
491,Handtuch::N,havlu,toailhon
492,Kraft::N,güç,nerzh
493,Kraft::N,kuvvet,nerzh
494,Stärke::N,kuvvet,nerzhder
495,Gesundheit::N,sağlık,yec'hed
496,Krankheit::N,hastalık,klañved
497,Schmerz::N,ağrı,poan
498,Schmerz::N,ağrı,droug
499,Schmerz::N,sancı,poan
500,Schmerz::N,sancı,droug
501,Wunde::N,yara,gloazadenn
502,Fieber::N,ateş,terzhienn
503,Arznei::N,ilâç,louzoù
504,Brücke::N,köprü,pont
505,Brunnen::N,kuyu,puñs
506,Brunnen::N,çeşme,puñs
507,Weide::N,otlak,prad
508,Pfad::N,patika,gwenodenn
509,Pfad::N,keçiyolu,gwenodenn
510,Weg::N,yol,hent
511,Straße::N,yol,ru
512,Straße::N,yol,hent
513,Straße::N,cadde,ru
514,Straße::N,cadde,hent
515,Dorf::N,köy,kêr
516,Dorf::N,köy,kêriadenn
517,Stadt::N,kent,kêr
518,Stadt::N,şehir,kêr
519,Brief::N,mektup,lizher
520,Buch::N,kitap,levr
521,Buchstabe::N,harf,lizherenn
522,Zeitung::N,gazete,kazetenn
523,Leben::N,hayat,buhez
524,Tod::N,ölüm,marv
525,Grab::N,kabir,bez
526,Kirche::N,kilise,iliz
527,Sünde::N,günah,pec'hed
528,Gott::N,tanrı,doue
529,Arbeiter::N,işçi,labourer
530,Arbeiter::N,işçi,micherour
531,Chef::N,şef,penn
532,Chef::N,müdür,penn
533,Meister::N,usta,mestr
534,Arzt::N,hekim,mezeg
535,Arzt::N,hekim,medisin
536,Arzt::N,doktor,mezeg
537,Arzt::N,doktor,medisin
538,Lehrer::N,hoca,skolaer
539,Lehrer::N,hoca,kelenner
540,Lehrer::N,öğretmen,skolaer
541,Lehrer::N,öğretmen,kelenner
542,Geld::N,para,arc'hant
543,Geschäft::N,ticaret,stal
544,Laden::N,dükkân,stal
545,Preis::N,fiyat,priz
546,Ware::N,mal,marc'hadourezh
547,Nutzen::N,fayda,gounidegezh
548,Nutzen::N,fayda,lañs
549,Nutzen::N,fayda,profit
550,Nutzen::N,fayda,spleit
551,Reichtum::N,servet,pinvidigezh
552,Reichtum::N,zenginlik,pinvidigezh
553,Welt::N,dünya,douar
554,Land::N,ülke,bro
555,Staat::N,devlet,stad
556,König::N,kral,roue
557,Macht::N,kudret,galloud
558,Macht::N,iktidar,galloud
559,Grenze::N,had,harzoù
560,Grenze::N,sınır,harzoù
561,Krieg::N,savaş,brezel
562,Feind::N,düşman,eneber
563,Gewalt::N,zor,tâerder
564,Gewalt::N,cebir,tâerder
565,Kampf::N,savaş,kann
566,Bogen[Waffe]::N,yay,gwareg
567,Pfeil::N,ok,saezh
568,Gewehr::N,tüfek,fuzuilh
569,Fehler::N,hata,fazi
570,Fehler::N,yanlış,fazi
571,Lüge::N,yalan,gaou
572,Schaden::N,zarar,gwall
573,Unglück::N,felâket,gwalleur
574,Unglück::N,talihsizlik,gwalleur
575,Schuld::N,suç,kablusted
576,Schuld::N,suç,pec'hedigezh
577,Schuld::N,kabahat,kablusted
578,Schuld::N,kabahat,pec'hedigezh
579,Alter::N,yaş,oad
580,Schluss::N,son,diwezh
581,Zeit::N,zaman,amzer
582,Tag::N,gün,deizh
583,Morgen::N,sabah,beure
584,Morgen::N,sabah,mintin
585,Mittag::N,öğle,kreisteiz
586,Abend::N,akşam,abardaez
587,Nacht::N,gece,noz
588,Woche::N,hafta,sizhun
589,Monat::N,ay,miz
590,Jahr::N,yıl,bloaz
591,Jahr::N,sene,bloaz
592,Frühling::N,ilkbahar,nevezamzer
593,Sommer::N,yaz,hañv
594,Herbst::N,güz,diskaramzer
595,Herbst::N,sonbahar,diskaramzer
596,Winter::N,kış,goañv
597,Januar::N,ocak,Genver
598,Februar::N,şubat,C'hwevrer
599,März::N,mart,Meurzh
600,April::N,nisan,Ebrel
601,Mai::N,mayıs,Mae
602,Juni::N,haziran,Mezheven
603,Juli::N,temmuz,Gouhere
604,August::N,ağustos,Eost
605,September::N,eylül,Gwengolo
606,Oktober::N,ekim,Here
607,November::N,kasım,Du
608,Dezember::N,aralık,Kerzu
609,Montag::N,pazartesi,Lun
610,Dienstag::N,salı,Meurzh
611,Mittwoch::N,çarşamba,Merc'her
612,Donnerstag::N,perşembe,Yaou
613,Freitag::N,cuma,Gwener
614,Samstag::N,cumartesi,Sadorn
615,Sonntag::N,pazar,Sul
616,groß::A,büyük,bras
617,klein::A,ufak,bihan
618,klein::A,küçük,bihan
619,lang::A,uzun,hir
620,kurz::A,kısa,berr
621,breit::A,enli,ledan
622,breit::A,geniş,ledan
623,schmal::A,dar,strizh
624,dicht::A,sık,stank
625,dicht::A,yoğun,stank
626,dick[Gegenstand]::A,kalın,tev
627,dick[Gegenstand]::A,iri,tev
628,dünn::A,ince,moan
629,fein::A,ince,munut
630,fein::A,narin,munut
631,fest::A,sabit,start
632,fest::A,sağlam,start
633,flach::A,düz,plaen
634,flach::A,yassı,plaen
635,glatt::A,düz,lintr
636,glatt::A,düz,levn
637,hart::A,katı,kalet
638,weich::A,yumuşak,blot
639,rund::A,yuvarlak,ront
640,spitz::A,sivri,poentet
641,scharf::A,keskin,dremm
642,stumpf::A,kör,talsoc'h
643,schwer::A,ağır,pounner
644,schön::A,güzel,kaer
645,heiß::A,kızgın,tomm
646,warm::A,sıcak,tomm
647,kalt::A,soğuk,yen
648,kühl::A,serin,yen
649,frisch::A,taze,fresk
650,feucht::A,nemli,gleb
651,feucht::A,rutubetli,gleb
652,nass::A,yaş,gleb
653,nass::A,ıslak,gleb
654,trocken::A,kuru,sec'h
655,voll::A,dolu,leun
656,voll::A,dolmuş,leun
657,leer::A,boş,goullo
658,offen::A,açık,digor
659,geschlossen::A,kapalı,serr
660,sauber::A,pak,naet
661,sauber::A,temiz,naet
662,schmutzig::A,pis,lous
663,schmutzig::A,kirli,lous
664,roh::A,çiğ,kriz
665,reif::A,olgun,darev
666,lecker::A,lezzetli,lipous
667,lecker::A,lezzetli,saourus
668,süß::A,tatlı,dous
669,süß::A,şekerli,dous
670,bitter::A,acı,c'hwerv
671,sauer::A,ekşi,trenk
672,hell::A,aydınlık,sklaer
673,dunkel::A,karanlık,teñval
674,schwarz::A,kara,du
675,schwarz::A,siyah,du
676,weiß::A,ak,gwenn
677,weiß::A,beyaz,gwenn
678,rot::A,kırmızı,ruz
679,gelb::A,sarı,melen
680,blau::A,mavi,glas
681,grün::A,yeşil,gwer
682,grau::A,boz,louet
683,bunt::A,renkli,liesliv
684,billig::A,ucuz,marc'had-mat
685,teuer::A,pahalı,ker
686,wertvoll::A,değerli,prizius
687,blind::A,kör,dall
688,taub::A,sağır,bouzar
689,kräftig::A,dinç,start
690,kräftig::A,kuvvetli,start
691,stark::A,güçlü,kreñv
692,stark::A,kuvvetli,kreñv
693,schwach::A,zayıf,gwan
694,schwach::A,güçsüz,gwan
695,fett::A,şişman,lard
696,schlank::A,narin,sinkl
697,hübsch::A,güzel,koant
698,hübsch::A,sevimli,koant
699,böse::A,kötü,gwall
700,dumm::A,aptal,glep
701,faul::A,tembel,lezirek
702,fleißig::A,çalışkan,studius
703,geizig::A,cimri,tost
704,klug::A,zekî,speredek
705,klug::A,akıllı,speredek
706,geschickt::A,becerikli,dornet
707,lieb::A,sevimli,koant
708,lustig::A,neşeli,laouen
709,sanft::A,nazik,flour
710,hungrig::A,aç,marnaon
711,krank::A,hasta,klañv
712,krank::A,rahatsız,klañv
713,nackt::A,çıplak,noazh
714,traurig::A,kederli,trist
715,traurig::A,üzüntülü,trist
716,lebendig::A,canlı,bev
717,gut::A,iyi,mad
718,schlecht::A,kötü,fall
719,schlecht::A,kötü,gwall
720,richtig::A,doğru,reizh
721,schlimm::A,kötü,gwall
722,wahr::A,doğru,gwir
723,wahr::A,gerçek,gwir
724,alt::A,eski,kozh
725,neu::A,yeni,nevez
726,ehemalig::A,önceki,kozh
727,alt[Lebewesen]::A,yaşlı,kozh
728,jung::A,genç,yaouank
729,arm::A,fakir,paour
730,reich::A,zengin,pinvidik
731,bekannt::A,bilinen,anavezet
732,berühmt::A,ünlü,brudet
733,berühmt::A,meşhur,brudet
734,fremd::A,yabancı,dizanav
735,verschieden::A,ayrı,disheñel
736,verschieden::A,farklı,disheñel
737,nah::A,yakın,nes
738,nah::A,bitişik,nes
739,fern::A,uzak,diabell
740,linker::A,sol,kleiz
741,rechter::A,sağ,dehoù
742,anderer::A,diğer,all
743,erster::A,ilk,kentañ
744,erster::A,birinci,kentañ
745,zweiter::A,ikinci,eil
746,dritter::A,üçüncü,trede
747,letzter::A,son,diwezhañ
748,letzter::A,sonuncu,diwezhañ
749,allein::ADV,yalnız,e-unan
750,allein::ADV,tek başına,e-unan
751,auf einmal::ADV,birden,ar un dro
752,zusammen::ADV,beraber,asambles
753,zusammen::ADV,birlikte,asambles
754,lange::ADV,çok,pell
755,lange::ADV,uzun,pell
756,plötzlich::ADV,ansızın,en un taol
757,plötzlich::ADV,birdenbire,en un taol
758,sofort::ADV,hemen,diouzhtu
759,sofort::ADV,derhal,diouzhtu
760,später::ADV,daha sonra,diwezhatoc'h
761,jetzt::ADV,şimdi,bremañ
762,heute::ADV,bugün,hiziv
763,morgen::ADV,yarın,arc'hoazh
764,bald::ADV,yakında,hepdale
765,dann::ADV,sonra,a-c'houde
766,gestern::ADV,dün,dec'h
767,einst::ADV,eskiden,gwechall
768,damals::ADV,o zamanlar,neuze
769,danach::ADV,sonradan,goude
770,danach::ADV,ondan sonra,goude
771,vorher::ADV,önce,diagent
772,vorher::ADV,önceden,diagent
773,zuerst::ADV,ilk önce,da gentañ
774,einmal::ADV,bir defa,ur wech
775,manchmal::ADV,bazan,a-wechoù
776,oft::ADV,sık sık,alies
777,oft::ADV,çok defa,alies
778,immer::ADV,daima,atav
779,immer::ADV,daima,bepred
780,immer::ADV,her zaman,atav
781,immer::ADV,her zaman,bepred
782,niemals::ADV,asla değil,gwech ebet
783,niemals::ADV,hiçbir zaman,gwech ebet
784,hier::ADV,burada,amañ
785,hierhin::ADV,buraya,dre amañ
786,von hier::ADV,buradan,alemañ
787,dort::ADV,orada,aze
788,dort::ADV,orada,ahont
789,dort::ADV,şurada,aze
790,dort::ADV,şurada,ahont
791,dorthin::ADV,oraya,di
792,dorthin::ADV,oraya,aze
793,dorthin::ADV,oraya,ahont
794,dorthin::ADV,şuraya,di
795,dorthin::ADV,şuraya,aze
796,dorthin::ADV,şuraya,ahont
797,geradeaus::ADV,doğru,war-eeun
798,vorwärts::ADV,ileri,war-raok
799,rückwärts::ADV,geri,war-lerc'h
800,zurück::ADV,geriye,war-dreñv
801,unten::ADV,aşağıda,en traoñ
802,hinab::ADV,aşağıya,a-izel
803,oben::ADV,yukarıda,en nec'h
804,hinauf::ADV,yukarı,e-krec'h
805,hinauf::ADV,yukarıya,e-krec'h
806,überall::ADV,her yerde,dre-holl
807,nicht::ADV,-mi-,ne ... ket
808,nicht::ADV,değil,ne ... ket
809,ein wenig::ADV,biraz,un tammig
810,kaum::ADV,dar,a-boan
811,kaum::ADV,hemen hemen değil,a-boan
812,sehr::ADV,pek,-tre
