,Concept_ID,zh,cv
756,alles::PRN,一切,пурте
757,alles::PRN,一切,йӑлт
758,ich::PRN,我,эп
759,du::PRN,你,эс
760,er::PRN,他,вӑл
761,wir::PRN,我们,эпир
762,ihr::PRN,你们,эсир
763,sie::PRN,她,вӗсем
764,was::FPRN,什么,мӗн
765,was::FPRN,什么,мӗскер
766,was::FPRN,什么,мӗн те пулин
767,wer::FPRN,谁,кам
768,wo::FADV,哪里,ӑҫта
769,wohin::FADV,去哪里,ӑҫта
770,wie::FADV,怎么,епле
771,wie::FADV,怎么,мӗнле
772,warum::FADV,为什么,ма
773,warum::FADV,为什么,мӗншӗн
774,wieviel::FNUM,多少,миҫе
775,eins::NUM,一,пӗр
776,eins::NUM,一,пӗрре
777,zwei::NUM,二,ик
778,zwei::NUM,二,икӗ
779,zwei::NUM,二,иккӗ
780,drei::NUM,三,виҫ
781,drei::NUM,三,виҫӗ
782,drei::NUM,三,виҫҫӗ
783,vier::NUM,四,тӑват
784,fünf::NUM,五,пилӗк
785,fünf::NUM,五,пиллӗк
786,sechs::NUM,六,улт
787,sechs::NUM,六,ултӑ
788,sechs::NUM,六,улттӑ
789,sieben::NUM,七,ҫич
790,sieben::NUM,七,ҫичӗ
791,sieben::NUM,七,ҫиччӗ
792,acht::NUM,八,сакӑр
793,acht::NUM,八,саккӑр
794,neun::NUM,九,тӑхӑр
795,neun::NUM,九,тӑххӑр
796,zehn::NUM,十,вунӑ
797,zehn::NUM,十,вуннӑ
798,elf::NUM,十一,вун пӗр
799,zwölf::NUM,十二,вун ик
800,zwölf::NUM,十二,вун икӗ
801,zwölf::NUM,十二,вун иккӗ
802,zwanzig::NUM,二十,ҫирӗм
803,dreißig::NUM,三十,вӑтӑр
804,vierzig::NUM,四十,хӗрӗх
805,fünfzig::NUM,五十,аллӑ
806,sechzig::NUM,六十,утмӑл
807,siebzig::NUM,七十,ҫитмӗл
808,achtzig::NUM,八十,сакӑр вунӑ
809,achtzig::NUM,八十,сакӑр вуннӑ
810,neunzig::NUM,九十,тӑхӑр вун
811,neunzig::NUM,九十,тӑхӑр вунӑ
812,neunzig::NUM,九十,тӑхӑр вуннӑ
813,hundert::NUM,百,ҫӗр
814,tausend::NUM,千,пин
815,und::CNJ,和,та
816,oder::CNJ,或者,е
817,stehen::V,站,тӑр
818,sitzen::V,坐,лар
819,liegen::V,躺着,вырт
820,hängen::V,挂着,усӑнса тӑр
821,hängen::V,挂着,ҫакӑнса тӑр
822,werden::V,成为,пул
823,passieren::V,发生,пул
824,beginnen::V,开始,пуҫлан
825,enden::V,终止,пӗт
826,enden::V,终止,вӗҫлен
827,wechseln::V,变迁,улшӑн
828,aufgehen[Sonne]::V,升起,тух
829,untergehen[Sonne]::V,下落,анса лар
830,scheinen[Sonne]::V,照射,пӑх
831,donnern::V,打雷,кӗмсӗртет
832,donnern::V,打雷,авӑт
833,wehen::V,飘扬,варкӑш
834,strömen::V,流,тӑкӑн
835,fließen::V,流动,юх
836,sich drehen::V,转动,ҫаврӑн
837,schwanken::V,摇摆,чӳхен
838,schwingen::V,摇,суллан
839,fallen::V,坠落,кип
840,fallen::V,坠落,тӳр кип
841,fallen::V,坠落,татӑлса ан
842,brennen::V,燃烧,ҫун
843,rauchen::V,冒烟,мӑкӑрлан
844,rauchen::V,冒烟,тӗтӗм кӑлар
845,regnen::V,下雨,ҫумӑр ҫӑвать
846,gefrieren::V,结冰,шӑн
847,tauen::V,融化,ирӗл
848,schmelzen::V,溶化,ирӗл
849,trocknen::V,变干,тип
850,sieden::V,煮,вӗре
851,faulen::V,腐烂,ҫӗр
852,verfaulen::V,腐烂,ҫӗр
853,reißen::V,撕,ҫурӑл
854,versinken::V,下沉,пут
855,vergehen::V,流逝,ирт
856,erscheinen::V,出现,курӑн
857,erscheinen::V,出现,курӑнса кай
858,verschwinden::V,消失,ҫухал
859,sinken::V,下降,чак
860,abnehmen::V,减少,чак
861,zunehmen::V,增加,пысӑклан
862,steigen::V,上升,ҫӗклен
863,wachsen::V,生长,ӳс
864,glänzen::V,发光,ҫиҫ
865,funkeln::V,闪烁,ялкӑш
866,funkeln::V,闪烁,йӑлтӑртат
867,lärmen::V,吵闹,шавла
868,läuten::V,响,шӑнкӑравла
869,klingeln::V,按铃,шӑнкӑравла
870,brausen::V,疾驶,ахӑр
871,klingen::V,听起来,янӑра
872,bellen::V,吠,вӗр
873,heulen::V,嗥,ула
874,blasen::V,吹,вӗр
875,pfeifen::V,吹口哨,шӑхӑр
876,schreien::V,叫喊,кӑшкӑр
877,stöhnen::V,呻吟,йынӑш
878,zittern::V,颤抖,чӗтре
879,leben::V,生存,пурӑн
880,geboren werden::V,出生,ҫурал
881,atmen::V,呼吸,сывла
882,trinken::V,喝,ӗҫ
883,essen::V,吃,ҫи
884,schlucken::V,咽,ҫӑт
885,müde werden::V,疲倦,ӗшен
886,einschlafen::V,入睡,ыйха пут
887,einschlafen::V,入睡,ҫывӑрса кай
888,schlafen::V,睡觉,ҫывӑр
889,aufwachen::V,睡醒,вӑран
890,aufstehen::V,起床,тӑр
891,sich erholen::V,休养,кан
892,krank werden::V,生病,чирле
893,krank sein::V,生病,чирле
894,schmerzen::V,疼痛,сур
895,schmerzen::V,疼痛,ырат
896,husten::V,咳,ӳсӗр
897,genesen::V,痊愈,сывал
898,genesen::V,痊愈,тӳрлен
899,sterben::V,死,вил
900,umkommen::V,丧命,вил
901,sich bewegen::V,移动,куҫ
902,sich rühren::V,动弹,хускал
903,sich erheben::V,站起,тӑр
904,sich setzen::V,坐,лар
905,hinfallen::V,跌倒,ӳк
906,laufen::V,步行,ут
907,schreiten::V,迈步,ут
908,spazierengehen::V,散步,уҫӑлса ҫӳре
909,spazierengehen::V,散步,уткаласа ҫӳре
910,eilen::V,急忙,васка
911,eilen::V,急忙,хыпалан
912,sich beeilen::V,赶快,васка
913,sich beeilen::V,赶快,хыпалан
914,sausen::V,疾驰,ыткӑн
915,sausen::V,疾驰,вӗҫтер
916,rennen::V,奔跑,чуп
917,springen::V,跳,сик
918,klettern::V,攀缘,улӑх
919,schaukeln::V,荡秋千,йӳрӗн
920,kriechen::V,爬行,шу
921,kriechen::V,爬行,упален
922,schwimmen::V,游泳,иш
923,tauchen::V,潜水,чӑм
924,rudern::V,划船,авӑс
925,fahren::V,行驶,пыр
926,fliegen::V,飞,вӗҫ
927,gehen::V,走,кай
928,weggehen::V,离去,кай
929,abfahren::V,出发,тапран
930,anhalten::V,停住,чарӑн
931,hineingehen::V,进去,кӗр
932,eintreten::V,进入,кӗр
933,kommen::V,来,кил
934,ankommen::V,到达,ҫит
935,zurückkommen::V,回来,таврӑн
936,zurückkommen::V,回来,каялла кил
937,bleiben::V,停留,юл
938,warten::V,等,кӗт
939,erwarten::V,等候,кӗт
940,suchen::V,找,шыра
941,finden::V,找到,туп
942,versuchen::V,尝试,пикен
943,vorbereiten::V,预备,хатӗрле
944,lieben::V,爱,юрат
945,mögen::V,喜欢,кӑмӑлла
946,mögen::V,喜欢,килӗштер
947,lachen::V,笑,кул
948,lachen::V,笑,ахӑлтат
949,weinen::V,哭,йӗр
950,weinen::V,哭,макӑр
951,schimpfen::V,骂,вӑрҫ
952,schimpfen::V,骂,ятлаҫ
953,sich ärgern::V,生气,ҫиллен
954,sich fürchten::V,害怕,шиклен
955,fürchten::V,害怕,хӑра
956,fliehen::V,逃走,тар
957,flüchten::V,逃跑,чупса тар
958,sehen::V,看,кур
959,anschauen::V,注视,пӑхса ил
960,ansehen::V,注视,пӑх
961,hören::V,听,илт
962,zuhören::V,倾听,итле
963,zuhören::V,倾听,тӑнла
964,probieren::V,尝,астив
965,riechen::V,闻,шӑршла
966,fühlen::V,感到,туй
967,fühlen::V,感到,сис
968,scheinen::V,照耀,туйӑн
969,zu sehen sein::V,可以看到,курӑн
970,vernehmen::V,审讯,пӑл
971,frieren::V,觉得冷,йӳтен
972,tun::V,作,ту
973,können::V,能,пултар
974,wollen::V,要,те
975,anfangen::V,开始,пуҫла
976,beenden::V,结束,пӗтер
977,aufhören::V,停止,пӑрах
978,gelingen::V,成功,ӑн
979,geraten::V,陷于,пул
980,öffnen::V,打开,уҫ
981,schließen::V,关,хуп
982,stellen::V,放,ларт
983,stellen::V,放,тӑрат
984,setzen::V,放,ларт
985,legen::V,摆,хур
986,berühren::V,触,перӗн
987,verbinden::V,联结,сып
988,bedecken::V,覆盖,вит
989,aufhängen::V,挂,ҫак
990,anzünden::V,点,ҫут
991,aufheben::V,拾起,ҫӗкле
992,zurücklassen::V,遗留,манса хӑвар
993,verlieren::V,丧失,ҫӗтер
994,fallen lassen::V,让掉下,ӳкер
995,machen::V,做,ту
996,herstellen::V,生产,ӑстала
997,bauen::V,建造,ту
998,reparieren::V,修理,юса
999,verbessern::V,改进,лайӑхлат
1000,ändern::V,改变,улӑштар
1001,graben::V,挖,чав
1002,graben::V,挖,чакала
1003,beugen::V,弯下,кукӑрт
1004,biegen::V,弯,ав
1005,biegen::V,弯,кукӑрт
1006,drehen::V,转动,ҫавӑр
1007,wenden::V,转动,ӳпӗнтер
1008,umdrehen::V,转动,ҫавӑр
1009,heben::V,举起,хӑпарт
1010,hochheben::V,抬高,йӑт
1011,ergreifen::V,抓住,тыт
1012,halten::V,拿着,тыт
1013,drücken::V,压,пус
1014,schieben::V,推,тӗк
1015,schieben::V,推,тӗрт
1016,kratzen::V,搔,хыр
1017,lecken::V,舔,ҫула
1018,beißen::V,咬,ҫырт
1019,beißen::V,咬,хып
1020,abreißen::V,撕下,тат
1021,abschneiden::V,切断,кас
1022,binden::V,捆,ҫых
1023,stecken::V,插,чик
1024,brechen::V,断裂,хуҫ
1025,klopfen::V,敲,такка
1026,hauen::V,揍,шакка
1027,kleben::V,粘,ҫыпӑҫтар
1028,reiben::V,摩擦,сӑтӑр
1029,streichen::V,涂,сӗр
1030,schleifen::V,拖曳,хӑйра
1031,schneiden::V,切,кас
1032,rütteln::V,颠簸,лӑка
1033,rütteln::V,颠簸,силлентер
1034,schütteln::V,摇动,лӑка
1035,schütteln::V,摇动,силлентер
1036,schwenken::V,摇动,сулла
1037,schütten::V,倒,тултар
1038,füllen::V,填满,тултар
1039,einwickeln::V,包,чӗрке
1040,tragen::V,提,ҫӗкле
1041,schleppen::V,扛,сӗтӗр
1042,ziehen::V,拉,тӑс
1043,aufbewahren::V,保存,усра
1044,werfen::V,扔,пӑрах
1045,fangen::V,捕捉,тыт
1046,packen::V,抓住,тыт
1047,verstecken::V,藏,пытарса хур
1048,teilen::V,分,уйӑр
1049,teilen::V,分,пайла
1050,schicken::V,派遣,яр
1051,bringen::V,带来,кӳр
1052,hinzufügen::V,添加,хуш
1053,bekommen::V,得到,ил
1054,bekommen::V,得到,туян
1055,erhalten::V,接到,ил
1056,erhalten::V,接到,туян
1057,nehmen::V,拿,ил
1058,wählen::V,挑选,суйла
1059,auswählen::V,选择,суйла
1060,bewahren::V,保持,упра
1061,behindern::V,防碍,кансӗрле
1062,behindern::V,防碍,чӑрмантар
1063,verderben::V,败坏,пӑс
1064,beschädigen::V,损坏,пӑс
1065,zerbrechen::V,破碎,ват
1066,zerbrechen::V,破碎,ҫӗмӗр
1067,zerreißen::V,撕碎,ҫур
1068,zerstören::V,毁坏,иш
1069,verbrennen::V,燃烧,ҫунтар
1070,geben::V,给,пар
1071,reichen::V,递给,пар
1072,schenken::V,赠送,парнеле
1073,versprechen::V,许诺,тума пул
1074,versprechen::V,许诺,сӑмах пар
1075,wünschen::V,祝,сун
1076,loben::V,表扬,ырла
1077,küssen::V,亲,чуп ту
1078,wiegen::V,轻摇,сиктер
1079,wiegen::V,轻摇,силле
1080,zudecken::V,盖上,вит
1081,wecken::V,唤起,вӑрат
1082,zeigen::V,指,кӑтарт
1083,führen::V,带领,илсе пыр
1084,führen::V,带领,ҫавӑтса пыр
1085,lehren::V,教,вёрент
1086,unterrichten::V,讲课,вёрент
1087,aufziehen::V,抚养,вӗрент
1088,leiten::V,领导,тытса пыр
1089,antreiben::V,催促,васкат
1090,lassen::V,让,пусахла
1091,lassen::V,让,хуш
1092,einladen::V,邀请,чӗн
1093,vereinigen::V,统一,пӗрлештер
1094,besuchen::V,参观,ҫит
1095,besuchen::V,参观,кӗрсе кур
1096,treffen::V,会面,тӗл пул
1097,sich versammeln::V,聚集,пуҫтарӑн
1098,spielen::V,玩,выля
1099,singen::V,唱歌,юрла
1100,tanzen::V,跳舞,ташла
1101,sich trennen::V,分别,уйрӑл
1102,verlassen::V,离开,хӑвар
1103,retten::V,救,ҫӑл
1104,bewachen::V,守卫,хуралла
1105,schützen::V,保护,сыхла
1106,verteidigen::V,保卫,хӳтӗле
1107,sich schlagen::V,打架,ҫапӑҫ
1108,schießen::V,射击,пер
1109,siegen::V,获胜,ҫӗн
1110,siegen::V,获胜,ҫӗнтер
1111,ärgern::V,激怒,тарӑхтар
1112,ärgern::V,激怒,ҫиллентер
1113,schlagen::V,打,ҫап
1114,treten::V,踢,тап
1115,stechen::V,刺,чик
1116,stoßen::V,撞,чыш
1117,stehlen::V,盗窃,вӑрла
1118,stören::V,干扰,кансӗрле
1119,belästigen::V,打搅,аптӑрат
1120,belästigen::V,打搅,хупла
1121,verbergen::V,隐藏,пытар
1122,täuschen::V,欺骗,суй
1123,betrügen::V,欺骗,ултала
1124,töten::V,杀,вӗлер
1125,wohnen::V,居住,чуна пар
1126,wohnen::V,居住,парӑнса тӑр
1127,arbeiten::V,工作,ӗҫле
1128,sammeln::V,收集,пух
1129,pflücken::V,采,тат
1130,jagen::V,打猎,сунара ҫӳре
1131,fischen::V,捕鱼,пулӑ тыт
1132,fassen::V,捉住,тыт
1133,hüten::V,守护,кӗт
1134,treiben::V,漂,хӑвала
1135,anbinden::V,拴,кӑкар
1136,füttern::V,喂,ҫитер
1137,melken::V,挤奶,су
1138,hacken::V,剁细,вакла
1139,gießen::V,浇,шӑвар
1140,reifen::V,成熟,пиҫ
1141,kochen::V,煮,пӗҫер
1142,backen::V,烤,пӗҫер
1143,braten::V,煎,ӑшала
1144,umrühren::V,搅拌,хутӑштар
1145,stricken::V,织,ҫых
1146,nähen::V,缝,ҫӗле
1147,färben::V,染色,пӗвет
1148,reinigen::V,清洁,тасат
1149,waschen::V,洗,ҫу
1150,abwischen::V,擦掉,шӑл
1151,spülen::V,清洗,чӳхе
1152,fegen::V,扫,шӑл
1153,kehren::V,打扫,шӑл
1154,baden::V,给...洗澡,шыва кӗр
1155,sich waschen::V,洗澡,ҫӑвӑн
1156,ausziehen::V,脱,салан
1157,anziehen::V,穿,тӑхӑн
1158,sich anziehen::V,穿衣,тӑхӑн
1159,kämmen::V,梳,тура
1160,schmücken::V,装饰,илемлет
1161,sagen::V,说,те
1162,sprechen::V,说,кала
1163,reden::V,讲,сӑмахла
1164,reden::V,讲,калаҫ
1165,sich unterhalten::V,聊天,пупле
1166,fragen::V,问,ыйт
1167,bitten::V,请,ыйт
1168,erzählen::V,叙述,каласа пар
1169,mitteilen::V,通知,пӗлтер
1170,mitteilen::V,通知,хыпарла
1171,nennen::V,叫做,те
1172,nennen::V,叫做,чӗн
1173,rufen::V,叫,чӗн
1174,prahlen::V,吹牛,мухтан
1175,prahlen::V,吹牛,вӗҫкӗнлен
1176,übersetzen::V,翻译,куҫар
1177,denken::V,想,шухӑшла
1178,glauben::V,以为,ӗнен
1179,bemerken::V,发觉,асӑрха
1180,erkennen::V,识别,палла
1181,begreifen::V,理解,ӑнлан
1182,verstehen::V,明白,пӗл
1183,lernen::V,学,вӗрен
1184,wissen::V,知道,пӗл
1185,wissen::V,知道,ӑнкар
1186,sich erinnern an::V,回忆,аса ил
1187,vergessen::V,忘记,ман
1188,vergessen::V,忘记,манса кай
1189,messen::V,测量,виҫ
1190,zählen::V,数,шутла
1191,rechnen::V,计算,шутла
1192,lesen::V,读,вула
1193,malen::V,画,ӳкер
1194,zeichnen::V,绘制,ӳкер
1195,schreiben::V,写,ҫыр
1196,besitzen::V,占有,тыт
1197,kaufen::V,买,ил
1198,kaufen::V,买,туян
1199,verkaufen::V,卖,сут
1200,bezahlen::V,付钱,тӳле
1201,zahlen::V,支付,тӳле
1202,beherrschen::V,统治,тыт
1203,ertragen::V,忍耐,тӳс
1204,vergebens::ADV,,харам
1205,klirren::V,,калтлат
1206,klirren::V,,шӑнкӑлтат
1207,rauschen::V,,вашӑлтат
1208,rauschen::V,,чашӑлтат
1209,rühren::V,,ҫулӑх
1210,zubereiten::V,,пӗҫер
