,Concept_ID,ru,el
755,wohin::FADV,куда,πού
756,wohin::FADV,куда,για πού
757,wie::FADV,как,πώς
758,warum::FADV,почему,γιατί
759,wieviel::FNUM,сколько,πόσος
760,eins::NUM,один,ένα
761,zwei::NUM,два,δύο
762,drei::NUM,три,τρία
763,drei::NUM,три,τρεις
764,vier::NUM,четыре,τέσσερα
765,vier::NUM,четыре,τέσσερις
766,fünf::NUM,пять,πέντε
767,sechs::NUM,шесть,έξι
768,sieben::NUM,семь,εφτά
769,acht::NUM,восемь,οχτώ
770,neun::NUM,девять,εννιά
771,zehn::NUM,десять,δέκα
772,elf::NUM,одиннадцать,έντεκα
773,zwölf::NUM,двенадцать,δώδεκα
774,zwanzig::NUM,двадцать,είκοσι
775,dreißig::NUM,тридцать,τριάντα
776,vierzig::NUM,сорок,σαράντα
777,fünfzig::NUM,пятьдесят,πενήντα
778,sechzig::NUM,шестьдесят,εξήντα
779,siebzig::NUM,семьдесят,εβδομήντα
780,achtzig::NUM,восемьдесят,ογδόντα
781,neunzig::NUM,девяносто,ενενήντα
782,hundert::NUM,сто,εκατό
783,tausend::NUM,тысяча,χίλιοι
784,und::CNJ,и,και
785,oder::CNJ,или,ή
786,oder::CNJ,либо,ή
787,stehen::V,стоять,στέκομαι
788,stehen::V,стоять,είμαι όρθιος
789,sitzen::V,сидеть,κάθομαι
790,liegen::V,лежать,είμαι ξαπλωμένος
791,hängen::V,висеть,κρέμομαι
792,werden::V,стать,γίνομαι
793,passieren::V,случиться,συμβαίνω
794,beginnen::V,начаться,αρχίζω
795,enden::V,кончиться,τελειώνω
796,wechseln::V,меняться,αλλάζω
797,aufgehen[Sonne]::V,взойти,βγαίνω
798,aufgehen[Sonne]::V,взойти,ανατέλλω
799,untergehen[Sonne]::V,зайти,δύω
800,untergehen[Sonne]::V,зайти,βασιλεύω
801,scheinen[Sonne]::V,светить,λάμπω
802,donnern::V,греметь,βροντώ
803,wehen::V,дуть,φυσώ
804,strömen::V,литься,ρέω
805,strömen::V,литься,τρέχω
806,fließen::V,течь,ρέω
807,sich drehen::V,вращаться,γυρίζω
808,sich drehen::V,вращаться,στρέφομαι
809,schwanken::V,колебаться,ταλαντεύομαι
810,schwingen::V,качаться,αιωρούμαι
811,schwingen::V,качаться,ταλαντεύομαι
812,fallen::V,падать,πέφτω
813,brennen::V,гореть,καίω
814,rauchen::V,дымить,καπνίζω
815,regnen::V,дождить,βρέχω
816,gefrieren::V,замерзнуть,παγώνω
817,tauen::V,таять,λειώνω
818,schmelzen::V,плавиться,λειώνω
819,trocknen::V,сохнуть,στεγνώνω
820,sieden::V,кипеть,βράζω
821,faulen::V,гнить,σαπίζω
822,verfaulen::V,сгнить,σαπίζω
823,reißen::V,рваться,σχίζω
824,versinken::V,тонуть,βουλιάζω
825,versinken::V,тонуть,βυθίζομαι
826,vergehen::V,проходить,περνώ
827,erscheinen::V,появиться,εμφανίζομαι
828,verschwinden::V,исчезнуть,χάνομαι
829,verschwinden::V,исчезнуть,εξαφανίζομαι
830,sinken::V,спадать,κατεβαίνω
831,abnehmen::V,уменьшиться,μειώνομαι 
832,zunehmen::V,увеличиваться,αυξάνω
833,zunehmen::V,увеличиваться,μεγαλώνω
834,steigen::V,подниматься,ανεβαίνω
835,wachsen::V,расти,μεγαλώνω
836,glänzen::V,блестеть,γυαλίζω
837,funkeln::V,сверкать,αστράφτω
838,funkeln::V,сверкать,σπιθοβολώ
839,lärmen::V,шуметь,θορυβώ
840,läuten::V,звонить,χτυπώ 
841,klingeln::V,звонить,κουδουνίζω
842,klirren::V,звякать,κουδουνίζω
843,brausen::V,бушевать,βουΐζω
844,rauschen::V,шелестеть,βουΐζω
845,klingen::V,звучать,ηχώ
846,bellen::V,лаять,γαυγίζω
847,heulen::V,выть,ουρλιάζω
848,blasen::V,дунуть,φυσώ
849,pfeifen::V,свистеть,σφυρίζω
850,schreien::V,кричать,κραυγάζω
851,stöhnen::V,стонать,βογγώ
852,zittern::V,дрожать,τρέμω
853,leben::V,жить,ζω
854,geboren werden::V,родиться,γεννιέμαι
855,atmen::V,дышать,αναπνέω
856,trinken::V,пить,πίνω
857,essen::V,есть,τρώω
858,essen::V,кушать,τρώω
859,schlucken::V,глотать,καταπίνω
860,müde werden::V,устать,κουράζομαι
861,einschlafen::V,заснуть,αποκοιμιέμαι
862,schlafen::V,спать,κοιμάμαι
863,aufwachen::V,проснуться,ξυπνώ
864,aufstehen::V,встать,σηκώνομαι
865,sich erholen::V,отдыхать,ξεκουράζομαι
866,krank werden::V,заболеть,αρρωσταίνω
867,krank sein::V,болеть,ασθενώ
868,schmerzen::V,болеть,πονώ
869,husten::V,кашлять,βήχω
870,genesen::V,поправиться,θεραπεύομαι
871,sterben::V,умереть,πεθαίνω
872,umkommen::V,погибнуть,πεθαίνω
873,sich bewegen::V,двигаться,κουνιέμαι
874,sich rühren::V,шевельнуться,σαλεύω
875,sich erheben::V,встать,επαναστατώ
876,sich setzen::V,сесть,κάθομαι
877,hinfallen::V,упасть,πέφτω κάτω
878,laufen::V,ходить,τρέχω
879,schreiten::V,шагать,βαδίζω
880,spazierengehen::V,гулять,κάνω βόλτα
881,spazierengehen::V,гулять,πηγαίνω περίπατο
882,eilen::V,спешить,σπεύδω
883,sich beeilen::V,торопиться,βιάζομαι
884,sausen::V,мчаться,τρέχω γρήγορα
885,rennen::V,бегать,τρέχω
886,springen::V,прыгать,πηδώ
887,klettern::V,лазать,σκαρφαλώνω
888,schaukeln::V,раскачиваться,κουνιέμαι
889,kriechen::V,ползать,έρπω
890,kriechen::V,ползать,σέρνομαι
891,schwimmen::V,плавать,κολυμπώ
892,tauchen::V,нырять,βουτώ
893,rudern::V,грести,κωπηλατώ
894,fahren::V,ехать,πηγαίνω
895,fliegen::V,летать,πετώ
896,gehen::V,идти,βαδίζω
897,gehen::V,идти,πηγαίνω
898,weggehen::V,уйти,φεύγω
899,abfahren::V,отправиться,ξεκινώ
900,abfahren::V,отправиться,αναχωρώ
901,anhalten::V,остановиться,σταματώ
902,hineingehen::V,входить,μπαίνω
903,eintreten::V,войти,μπαίνω
904,eintreten::V,войти,εισέρχομαι
905,kommen::V,прийти,έρχομαι
906,ankommen::V,прибыть,φτάνω
907,zurückkommen::V,возвратиться,επιστρέφω
908,bleiben::V,остаться,μένω
909,warten::V,ждать,περιμένω
910,erwarten::V,ожидать,αναμένω
911,erwarten::V,ожидать,περιμένω
912,suchen::V,искать,ψάχνω
913,finden::V,найти,βρίσκω
914,versuchen::V,пытаться,προσπαθώ
915,vorbereiten::V,подготовить,προετοιμάζω
916,lieben::V,любить,αγαπώ
917,mögen::V,любить,μου αρέσει
918,lachen::V,смеяться,γελώ
919,rühren::V,растрогать,συγκινώ
920,weinen::V,плакать,κλαίω
921,schimpfen::V,ругаться,βρίζω
922,sich ärgern::V,сердиться,θυμώνω
923,sich fürchten::V,бояться,φοβάμαι
924,fürchten::V,бояться,φοβάμαι
925,fliehen::V,убегать,φεύγω
926,flüchten::V,убежать,δραπετεύω
927,sehen::V,видеть,βλέπω
928,anschauen::V,посмотреть,κοιτάζω
929,ansehen::V,смотреть,βλέπω
930,hören::V,слышать,ακούω
931,zuhören::V,слушать,ακούω
932,probieren::V,пробовать,δοκιμάζω
933,riechen::V,нюхать,μυρίζω
934,riechen::V,нюхать,οσφραίνομαι
935,fühlen::V,чувствовать,αισθάνομαι
936,scheinen::V,казаться,φαίνομαι
937,zu sehen sein::V,виднеться,φαίνομαι
938,vernehmen::V,услышать,ακούω
939,vernehmen::V,услышать,μαθαίνω
940,frieren::V,мерзнуть,κρυώνω
941,tun::V,делать,κάνω
942,können::V,мочь,ξέρω
943,können::V,мочь,μπορώ
944,können::V,уметь,ξέρω
945,können::V,уметь,μπορώ
946,wollen::V,хотеть,θέλω
947,anfangen::V,начать,αρχίζω
948,beenden::V,закончить,τελειώνω
949,aufhören::V,перестать,παύω
950,gelingen::V,удаться,πετυχαίνω
951,geraten::V,оказаться,γίνομαι
952,öffnen::V,открыть,ανοίγω
953,schließen::V,закрыть,κλείνω
954,stellen::V,поставить,θέτω
955,setzen::V,посадить,θέτω
956,legen::V,класть,θέτω
957,berühren::V,трогать,εγγίζω
958,verbinden::V,связать,συνδέω
959,bedecken::V,покрыть,σκεπάζω
960,aufhängen::V,повесить,κρεμώ
961,anzünden::V,зажечь,ανάβω
962,aufheben::V,поднять,σηκώνω
963,zurücklassen::V,оставить,εγκαταλείπω
964,verlieren::V,потерять,χάνω
965,fallen lassen::V,уронить,αφήνω να πέσει
966,machen::V,сделать,κάνω
967,machen::V,сделать,φτιάχνω
968,herstellen::V,изготовить,κατασκευάζω
969,bauen::V,строить,χτίζω
970,bauen::V,строить,οικοδομώ
971,reparieren::V,чинить,επισκευάζω
972,reparieren::V,чинить,επιδιορθώνω
973,verbessern::V,улучшить,βελτιώνω
974,verbessern::V,улучшить,καλυτερεύω
975,ändern::V,изменить,αλλάζω
976,graben::V,копать,σκάβω
977,beugen::V,согнуть,λυγίζω
978,biegen::V,погнуть,κάμπτω
979,drehen::V,вертеть,στρέφω
980,wenden::V,повернуть,γυρίζω
981,umdrehen::V,перевернуть,γυρίζω
982,heben::V,поднимать,υψώνω
983,heben::V,поднимать,σηκώνω
984,hochheben::V,поднять,υψώνω
985,hochheben::V,поднять,σηκώνω
986,ergreifen::V,схватить,πιάνω
987,ergreifen::V,схватить,αρπάζω
988,halten::V,держать,βαστώ
989,drücken::V,нажимать,πιέζω
990,schieben::V,толкать,σπρώχνω
991,kratzen::V,скрести,γρατσουνίζω
992,lecken::V,лизать,γλείφω
993,beißen::V,кусать,δαγκάνω
994,abreißen::V,оторвать,κόβω
995,abreißen::V,оторвать,σχίζω
996,abschneiden::V,отрезать,αποκόπτω
997,binden::V,вязать,δένω
998,stecken::V,воткнуть,χώνω
999,brechen::V,сломать,σπάζω
1000,klopfen::V,стучать,χτυπώ
1001,klopfen::V,стучать,τινάζω
1002,hauen::V,бить,χτυπώ
1003,kleben::V,клеить,κολλώ
1004,reiben::V,тереть,τρίβω
1005,streichen::V,намазать,αλείφω
1006,schleifen::V,точить,ακονίζω
1007,schneiden::V,резать,κόβω
1008,rütteln::V,шатать,σείω
1009,rütteln::V,шатать,τινάζω
1010,schütteln::V,трясти,σείω
1011,schütteln::V,трясти,κουνώ
1012,schwenken::V,махать,κουνώ
1013,schütten::V,налить,χύνω
1014,füllen::V,наполнить,γεμίζω
1015,einwickeln::V,завернуть,τυλίγω
1016,tragen::V,нести,φέρνω
1017,schleppen::V,тащить,κουβαλώ
1018,ziehen::V,тянуть,τραβώ
1019,aufbewahren::V,хранить,φυλάω
1020,werfen::V,бросать,ρίχνω
1021,fangen::V,ловить,πιάνω
1022,packen::V,схватить,τσακώνω
1023,verstecken::V,спрятать,κρύβω
1024,teilen::V,разделить,μερίζω
1025,schicken::V,посылать,στέλνω
1026,bringen::V,принести,φέρνω
1027,hinzufügen::V,добавить,προσθέτω
1028,bekommen::V,достать,προσκομίζω
1029,erhalten::V,получить,παίρνω
1030,erhalten::V,получить,λαμβάνω
1031,nehmen::V,взять,πιάνω
1032,nehmen::V,взять,παίρνω
1033,wählen::V,выбрать,εκλέγω
1034,auswählen::V,отобрать,διαλέγω
1035,bewahren::V,сохранить,διατηρώ
1036,behindern::V,препятствовать,εμποδίζω
1037,verderben::V,испортить,χαλώ
1038,beschädigen::V,повредить,ζημιώνω
1039,zerbrechen::V,разбить,σπάζω
1040,zerreißen::V,разорвать,σχίζω
1041,zerstören::V,разрушить,καταστρέφω
1042,verbrennen::V,сжечь,καίω
1043,geben::V,дать,δίνω
1044,reichen::V,передать,δίνω
1045,schenken::V,дарить,χαρίζω
1046,versprechen::V,обещать,υπόσχομαι
1047,wünschen::V,желать,εύχομαι
1048,loben::V,хвалить,επαινώ
1049,küssen::V,целовать,φιλώ
1050,wiegen::V,качать,κουνώ
1051,wiegen::V,качать,νανουρίζω
1052,zudecken::V,накрыть,σκεπάζω
1053,wecken::V,разбудить,ξυπνώ
1054,zeigen::V,показать,δείχνω
1055,führen::V,вести,οδηγώ
1056,lehren::V,учить,διδάσκω
1057,unterrichten::V,преподавать,διδάσκω
1058,aufziehen::V,воспитать,ανατρέφω
1059,leiten::V,руководить,ηγούμαι
1060,leiten::V,руководить,διευθύνω
1061,antreiben::V,подгонять,σπρώχνω
1062,antreiben::V,подгонять,παρακινώ
1063,lassen::V,заставить,αφήνω
1064,einladen::V,пригласить,προσκαλώ
1065,vereinigen::V,объединить,ενώνω
1066,besuchen::V,посетить,επισκέπτομαι
1067,treffen::V,встретить,συναντώ
1068,sich versammeln::V,собраться,μαζεύομαι
1069,spielen::V,играть,παίζω
1070,singen::V,петь,τραγουδώ
1071,tanzen::V,плясать,χορεύω
1072,tanzen::V,танцевать,χορεύω
1073,sich trennen::V,расстаться,αποχωρίζομαι
1074,verlassen::V,покинуть,εγκαταλείπω
1075,retten::V,спасти,σώζω
1076,bewachen::V,охранять,φρουρώ
1077,schützen::V,уберегать,προστατεύω
1078,verteidigen::V,защитить,υπερασπίζω
1079,sich schlagen::V,драться,χτυπιέμαι
1080,schießen::V,стрелять,πυροβολώ
1081,siegen::V,победить,νικώ
1082,ärgern::V,сердить,τσαντίζω
1083,schlagen::V,ударить,χτυπώ
1084,treten::V,пинать,κλοτσώ
1085,stechen::V,уколоть,τρυπώ
1086,stoßen::V,толкнуть,ωθώ
1087,stoßen::V,толкнуть,σπρώχνω
1088,stehlen::V,украсть,κλέβω
1089,stören::V,помешать,διαταράσσω
1090,belästigen::V,надоедать,ενοχλώ
1091,verbergen::V,скрыть,κρύβω
1092,täuschen::V,обмануть,παραπλανώ
1093,betrügen::V,смошенничать,απατώ
1094,töten::V,убить,σκοτώνω
1095,töten::V,убить,θανατώνω
1096,wohnen::V,проживать,μένω
1097,wohnen::V,проживать,κατοικώ
1098,arbeiten::V,работать,δουλεύω
1099,arbeiten::V,работать,εργάζομαι
1100,sammeln::V,собрать,μαζεύω
1101,sammeln::V,собрать,συλλέγω
1102,pflücken::V,рвать,κόβω
1103,pflücken::V,срывать,κόβω
1104,jagen::V,охотиться,κυνηγώ
1105,fischen::V,рыбачить,ψαρεύω
1106,fassen::V,поймать,πιάνω
1107,hüten::V,пасти,φυλάγω
1108,hüten::V,пасти,προσέχω
1109,treiben::V,гнать,οδηγώ
1110,anbinden::V,привязать,δένω
1111,füttern::V,кормить,ταΐζω
1112,melken::V,доить,αρμέγω
1113,hacken::V,рубить,κόβω
1114,gießen::V,полить,ποτίζω
1115,reifen::V,созреть,ωριμάζω
1116,zubereiten::V,приготовить,ετοιμάζω
1117,kochen::V,варить,βράζω
1118,backen::V,печь,ψήνω
1119,braten::V,жарить,τηγανίζω
1120,umrühren::V,перемешать,ανακατεύω
1121,stricken::V,вязать,πλέκω
1122,nähen::V,шить,ράβω
1123,färben::V,покрасить,βάφω
1124,färben::V,покрасить,χρωματίζω
1125,reinigen::V,очистить,καθαρίζω
1126,waschen::V,стирать,πλένω
1127,abwischen::V,вытереть,σφουγγίζω
1128,spülen::V,полоскать,ξεπλένω
1129,fegen::V,подметать,σκουπίζω
1130,kehren::V,мести,σκουπίζω
1131,baden::V,купаться,κάνω μπάνιο
1132,sich waschen::V,мыться,πλένομαι
1133,ausziehen::V,снять,βγάζω
1134,anziehen::V,надеть,φορώ
1135,sich anziehen::V,одеться,ντύνομαι
1136,kämmen::V,причесать,χτενίζω
1137,schmücken::V,украсить,στολίζω
1138,sagen::V,сказать,λέω
1139,sprechen::V,говорить,μιλώ
1140,reden::V,разговаривать,μιλώ
1141,reden::V,разговаривать,κουβεντιάζω
1142,sich unterhalten::V,беседовать,συνομιλώ
1143,sich unterhalten::V,беседовать,κουβεντιάζω
1144,fragen::V,спросить,ρωτώ
1145,bitten::V,просить,ζητώ
1146,bitten::V,просить,παρακαλώ
1147,erzählen::V,рассказать,διηγούμαι
1148,mitteilen::V,сообщить,πληροφορώ
1149,nennen::V,назвать,ονομάζω
1150,rufen::V,звать,φωνάζω
1151,prahlen::V,хвастаться,καυχιέμαι
1152,übersetzen::V,перевести,μεταφράζω
1153,denken::V,думать,σκέφτομαι
1154,glauben::V,верить,πιστεύω
1155,bemerken::V,заметить,παρατηρώ
1156,erkennen::V,узнать,αναγνωρίζω
1157,begreifen::V,понять,καταλαβαίνω
1158,begreifen::V,постичь,καταλαβαίνω
1159,verstehen::V,услышать,ακούω
1160,lernen::V,учиться,μαθαίνω
1161,wissen::V,знать,ξέρω
1162,sich erinnern an::V,вспомнить,θυμάμαι
1163,vergessen::V,забыть,ξεχνώ
1164,messen::V,мерить,μετρώ
1165,zählen::V,считать,μετρώ
1166,rechnen::V,считать,λογαριάζω
1167,lesen::V,читать,διαβάζω
1168,malen::V,рисовать,ζωγραφίζω
1169,zeichnen::V,рисовать,σχεδιάζω
1170,schreiben::V,писать,γράφω
1171,besitzen::V,иметь,κατέχω
1172,kaufen::V,купить,αγοράζω
1173,verkaufen::V,продать,πουλώ
1174,bezahlen::V,заплатить,πληρώνω
1175,zahlen::V,платить,πληρώνω
1176,beherrschen::V,владеть,κυριαρχώ
1177,ertragen::V,вытерпеть,βαστώ
1178,ertragen::V,вытерпеть,αντέχω
