,Concept_ID,he,xal
781,achtzig::NUM,שמונים,найн
782,neunzig::NUM,תשעים,йирн
783,hundert::NUM,מאה,зун
784,tausend::NUM,אלף,миңһн
785,und::CNJ,ו,болн
786,oder::CNJ,או,эс гиҗ
787,oder::CNJ,או,эс гихлә
788,stehen::V,עמד,зогсх
789,sitzen::V,ישב,суух
790,liegen::V,שכב,кевтх
791,hängen::V,היה תלוי,өлгәтә бәәх
792,werden::V,הפך ל,болх
793,passieren::V,קרה,болх
794,beginnen::V,התחיל,эклх
795,enden::V,הסתים,төгсх
796,wechseln::V,השתנה,хүврх
797,aufgehen[Sonne]::V,זרח,һарх
798,untergehen[Sonne]::V,שקע,орх
799,untergehen[Sonne]::V,שקע,сүүрлх
800,scheinen[Sonne]::V,בהק,герлтх
801,donnern::V,רעם,күрҗңнх
802,wehen::V,נשב,сальклх
803,strömen::V,זרם,һооҗх
804,fließen::V,זרם,урсх
805,sich drehen::V,הסתובב,эргх
806,schwanken::V,התנודד,дәәвлх
807,schwingen::V,התנענע,нәәхлх
808,fallen::V,נפל,унх
809,fallen::V,נפל,киисх
810,brennen::V,בער,шатх
811,rauchen::V,עשן,ута һарһх
812,regnen::V,ירד גשם,орх
813,gefrieren::V,קפא,мөстх
814,tauen::V,נמס,хәәлх
815,schmelzen::V,התיך,хәәлх
816,schmelzen::V,התיך,хәәлгдх
817,trocknen::V,התיבש,эврх
818,sieden::V,רתח,буслх
819,faulen::V,רקב,үмкәрх
820,verfaulen::V,רקב,илҗрх
821,reißen::V,נקרע,тасрх
822,versinken::V,טבע,чивх
823,vergehen::V,עבר,болх
824,erscheinen::V,נגלה,һарх
825,erscheinen::V,הופיע,һарх
826,verschwinden::V,נעלם,уга болх
827,sinken::V,ירד,татгдх
828,abnehmen::V,הפחית,хасгдх
829,zunehmen::V,רבה,өсх
830,steigen::V,עלה,немх
831,wachsen::V,גדל,өсх
832,wachsen::V,גדל,урһх
833,glänzen::V,נצץ,гилвкх
834,glänzen::V,בהק,гилвкх
835,funkeln::V,נצנץ,цәклх
836,lärmen::V,רעש,шууглдх
837,läuten::V,צלצל,хоңх
838,klingeln::V,צלצל,җиңнулх
839,klirren::V,קרקש,җиңнх
840,brausen::V,געש,догшрхх
841,rauschen::V,רשרש,сарҗңнх
842,klingen::V,נשמע,ә һарх
843,bellen::V,נבח,хуцх
844,heulen::V,ילל,уульх
845,blasen::V,נשף,үләх
846,pfeifen::V,שרק,ишкрх
847,schreien::V,צעק,хәәкрх
848,stöhnen::V,נאנק,түңшх
849,zittern::V,רעד,дагҗннх
850,leben::V,חי,бәәх
851,geboren werden::V,נולד,төрх
852,atmen::V,נשם,әмсхлх
853,trinken::V,שתה,уух
854,essen::V,אכל,идх
855,schlucken::V,בלע,зальгх
856,müde werden::V,התעיף,көшх
857,einschlafen::V,נרדם,унтх
858,schlafen::V,ישן,нөөрсх
859,aufwachen::V,התעורר,серх
860,aufstehen::V,קם,босх
861,sich erholen::V,נפש,амрх
862,krank werden::V,חלה,гемтх
863,krank sein::V,היה חולה,шалтглх
864,schmerzen::V,כאב,өвдх
865,husten::V,השתעל,ханях
866,genesen::V,הבריא,эдгх
867,sterben::V,מת,үкх
868,sterben::V,מת,өңгрх
869,umkommen::V,נספה,үкх
870,sich bewegen::V,נע,көдлх
871,sich bewegen::V,נע,көндрх
872,sich rühren::V,זז,көндрх
873,sich erheben::V,קם,босх
874,sich setzen::V,התישב,суух
875,hinfallen::V,נפל,унх
876,hinfallen::V,נפל,киисх
877,laufen::V,הלך ברגל,йовх
878,schreiten::V,פסע,алхх
879,spazierengehen::V,טיל,сергҗ йовх
880,eilen::V,אץ,шулудх
881,eilen::V,מהר,шулудх
882,sich beeilen::V,מהר,адһх
883,sich beeilen::V,מהר,шамдх
884,sausen::V,אץ,хурдлх
885,sausen::V,אץ,йир_хурдар_гүүх
886,sausen::V,אץ,йир_хурдар_йовх
887,rennen::V,רץ,гүүх
888,springen::V,קפץ,һәрәдх
889,klettern::V,טפס,давшх
890,schaukeln::V,התנדנד,дүүдңндх
891,kriechen::V,זחל,мөлкх
892,schwimmen::V,שחה,усчх
893,tauchen::V,צלל,булхх
894,rudern::V,חתר,хәәвдх
895,fahren::V,נסע,йовх
896,fliegen::V,עף,нисх
897,gehen::V,הלך,йовх
898,weggehen::V,עזב,йовх
899,weggehen::V,עזב,одх
900,weggehen::V,עזב,һарх
901,weggehen::V,עזב,мөрлх
902,abfahren::V,יצא,мордх
903,anhalten::V,עצר,зогсх
904,hineingehen::V,נכנס,орх
905,eintreten::V,נכנס,орх
906,kommen::V,בא,ирх
907,ankommen::V,הגיע,ирх
908,zurückkommen::V,שב,орх
909,zurückkommen::V,חזר,орх
910,bleiben::V,נשאר,бәәх
911,warten::V,חכה,күләх
912,warten::V,המתין,күләх
913,erwarten::V,צפה,күләх
914,suchen::V,חפש,хәәх
915,finden::V,מצא,олх
916,versuchen::V,נסה,седх
917,vorbereiten::V,הכין,белдх
918,lieben::V,אהב,дурлх
919,mögen::V,אהב,таассгдх
920,lachen::V,צחק,инәх
921,rühren::V,נגע ללב,уйрах
922,weinen::V,בכה,уульх
923,schimpfen::V,גער,харах
924,sich ärgern::V,זעם,уурлх
925,sich ärgern::V,כעס,уурлх
926,sich fürchten::V,פחד,әәх
927,sich fürchten::V,חשש,әәх
928,fürchten::V,פחד מ,әәх
929,fürchten::V,פחד מ,сүрдх
930,fürchten::V,חשש מ,әәх
931,fürchten::V,חשש מ,сүрдх
932,fliehen::V,ברח,зулх
933,flüchten::V,נמלט,орһх
934,flüchten::V,נמלט,зулх
935,sehen::V,ראה,үзх
936,anschauen::V,הביט,харх
937,ansehen::V,התבונן,хәләх
938,ansehen::V,התבונן,үзх
939,hören::V,שמע,соңсх
940,zuhören::V,הקשיב,соңсх
941,probieren::V,נסה,амсх
942,riechen::V,הריח,үнрчлх
943,fühlen::V,חש,медх
944,scheinen::V,נדמה,болҗ медгдх
945,scheinen::V,נדמה,миниһәр болхла
946,scheinen::V,נדמה,болад бәәх
947,zu sehen sein::V,נראה,үзгдх
948,vernehmen::V,נודע ל,соңсх
949,frieren::V,קר ל,даарх
950,tun::V,פעל,кех
951,können::V,יכל,чадх
952,wollen::V,רצה,дурлх
953,anfangen::V,התחיל,эклх
954,beenden::V,גמר,дуусх
955,aufhören::V,סים,уурх
956,gelingen::V,הצליח,бүтх
957,gelingen::V,הצליח,күцәх
958,geraten::V,עלה,болх
959,öffnen::V,פתח,секх
960,schließen::V,סגר,хаах
961,stellen::V,העמיד,тәвх
962,setzen::V,הושיב,суулһх
963,legen::V,שם,тәвх
964,berühren::V,נגע,көндәх
965,verbinden::V,קשר,боох
966,bedecken::V,כסה,хучх
967,bedecken::V,כסה,бүркх
968,aufhängen::V,תלה,өлгх
969,anzünden::V,הצית,асах
970,anzünden::V,הצית,шатах
971,aufheben::V,אסף,өөдән өргх
972,zurücklassen::V,השאיר,үлдәх
973,verlieren::V,אבד,геех
974,fallen lassen::V,שמט,алдх
975,fallen lassen::V,הפיל,алдх
976,machen::V,עשה,кех
977,herstellen::V,יצר,кех
978,bauen::V,בנה,тосхх
979,reparieren::V,תקן,ясх
980,verbessern::V,שפר,сәәрүлх
981,ändern::V,שנה,хүврәх
982,graben::V,חפר,малтх
983,beugen::V,כפף,нуһлх
984,biegen::V,כופף,матилһх
985,drehen::V,סובב,эргүлх
986,wenden::V,הפך,көмрх
987,wenden::V,הפך,эргүлх
988,umdrehen::V,סובב,эргүлх
989,heben::V,הרים,өргх
990,heben::V,הרים,деер өргх
991,hochheben::V,הרים,өргх
992,ergreifen::V,אחז,бәрх
993,halten::V,החזיק,бәрх
994,drücken::V,לחץ,шахх
995,schieben::V,הזיז,түлкх
996,kratzen::V,שרט,мааҗх
997,kratzen::V,שפשף,мааҗх
998,lecken::V,לקק,долах
999,beißen::V,נשך,хазх
1000,abreißen::V,קרע,таслх
1001,abschneiden::V,חתך,тәәрх
1002,binden::V,קשר,боох
1003,stecken::V,תקע,шаах
1004,stecken::V,תקע,хатхх
1005,brechen::V,שבר,хамхлх
1006,klopfen::V,נקש,цокх
1007,hauen::V,הכה,цокх
1008,kleben::V,הדביק,наах
1009,reiben::V,שפשף,зүлгх
1010,streichen::V,מרח,наах
1011,streichen::V,מרח,лашх
1012,streichen::V,מרח,түркх
1013,schleifen::V,השחיז,хурцлх
1014,schneiden::V,גזר,хәәчлх
1015,rütteln::V,נענע,дәәвлүлх
1016,schütteln::V,נער,сегсрх
1017,schwenken::V,נופף,дайлх
1018,schwenken::V,טלטל,дайлх
1019,schütten::V,שפך,кех
1020,füllen::V,מלא,дүүргх
1021,einwickeln::V,עטף,орах
1022,tragen::V,נשא,зөөх
1023,schleppen::V,סחב,чирх
1024,ziehen::V,משך,татх
1025,aufbewahren::V,שמר,хадһлх
1026,werfen::V,זרק,хайх
1027,fangen::V,תפס,бәрх
1028,fangen::V,תפס,хавлх
1029,packen::V,אחז,бәрх
1030,verstecken::V,החביא,дүрх
1031,verstecken::V,החביא,бултулх
1032,teilen::V,חלק,хувах
1033,schicken::V,שלח,илгәх
1034,bringen::V,הביא,авч ирх
1035,hinzufügen::V,הוסיף,немх
1036,bekommen::V,תפס,авх
1037,erhalten::V,קבל,авх 
1038,nehmen::V,אחז,авх
1039,wählen::V,בחר,шүүх
1040,auswählen::V,בחר ב,шүүх
1041,bewahren::V,קים,хадһлх
1042,bewahren::V,קים,кевтнь үлдәх
1043,bewahren::V,קים,кевтнь бәәлһх
1044,behindern::V,מנע,харшлх
1045,verderben::V,מנע,үрәх
1046,beschädigen::V,הזיק,эвдх
1047,zerbrechen::V,נשבר,күүлх
1048,zerbrechen::V,נשבר,хамхлх
1049,zerreißen::V,קרע,шуучх
1050,zerstören::V,הרס,эвдх
1051,zerstören::V,השמיד,эвдх
1052,verbrennen::V,שרף,шатах
1053,geben::V,נתן,өгх
1054,reichen::V,העביר,өгх
1055,schenken::V,נתן במתנה,белглх
1056,versprechen::V,הבטיח,амлх
1057,wünschen::V,אחל,сә хәәх
1058,loben::V,שבח,магтх
1059,küssen::V,נשק,үмсх
1060,wiegen::V,נדנד,саатулх
1061,zudecken::V,כסה,бүркх
1062,wecken::V,עורר,серүлх
1063,zeigen::V,הראה,үзүлх
1064,führen::V,הביא,көтлх
1065,führen::V,הוביל,көтлх
1066,lehren::V,למד,заах
1067,lehren::V,למד,сурһх
1068,unterrichten::V,למד,сурһх
1069,unterrichten::V,למד,багшлх
1070,aufziehen::V,רומם,өскәх
1071,leiten::V,נהל,һардх
1072,leiten::V,נהל,толһалх
1073,antreiben::V,המרץ,шамдах
1074,lassen::V,נתן,күч үзүлх
1075,einladen::V,הזמין,үрх
1076,vereinigen::V,אחד,хамцулх
1077,vereinigen::V,לכד,хамцулх
1078,besuchen::V,בקר,одх
1079,treffen::V,פגש,харһх
1080,sich versammeln::V,התאסף,цуглрх
1081,sich versammeln::V,התאסף,хурх
1082,spielen::V,שחק,наадх
1083,singen::V,שר,дуулх
1084,tanzen::V,רקד,биилх
1085,sich trennen::V,נפרד,хаһцх
1086,verlassen::V,עזב,хайх
1087,retten::V,הציל,әм аврх
1088,retten::V,הציל,әәмшгәс харсх
1089,bewachen::V,שמר,харх
1090,bewachen::V,שמר,манх
1091,schützen::V,אבטח,харсх
1092,verteidigen::V,הגן,харсх
1093,sich schlagen::V,התכתש,гүвдлдх
1094,schießen::V,ירה,хах
1095,siegen::V,גבר,диилх
1096,siegen::V,נצח,диилх
1097,ärgern::V,עצבן,уурлулх
1098,schlagen::V,הכה,цокх
1099,schlagen::V,הכה,гүвдх
1100,schlagen::V,הלקה,цокх
1101,schlagen::V,הלקה,гүвдх
1102,treten::V,בעט,
1103,stechen::V,דקר,хатхх
1104,stoßen::V,דחק,түлкчкх
1105,stehlen::V,גנב,хулхалх
1106,stören::V,קטע,һә болх
1107,stören::V,הפריע,һә болх
1108,belästigen::V,הציק,амр эс өгх
1109,belästigen::V,הטריד,амр эс өгх
1110,verbergen::V,הצניע,нуух
1111,verbergen::V,הצניע,бултулх
1112,täuschen::V,שגע,меклх
1113,betrügen::V,הונה,меклх
1114,betrügen::V,הונה,мек һарһх
1115,töten::V,הרג,алх
1116,wohnen::V,גר,бәәх
1117,arbeiten::V,עבד,көдлх
1118,sammeln::V,אסף,түүх
1119,pflücken::V,קטף,түүх
1120,pflücken::V,קטף,хурах
1121,jagen::V,צד,аңнх
1122,jagen::V,צד,аңһучлх
1123,fischen::V,דג,заһс аңнх
1124,fassen::V,תפס,бәрх
1125,hüten::V,רעה,хәрүлх
1126,treiben::V,הוציא,туух
1127,anbinden::V,קשר,уйх
1128,füttern::V,הלעיט,теҗәх
1129,melken::V,חלב,саах
1130,hacken::V,קצץ,чавчх
1131,gießen::V,השקה,услх
1132,reifen::V,בשל,болх
1133,reifen::V,בשל,болвсрх
1134,zubereiten::V,הכין,белдх
1135,kochen::V,בשל,чанх
1136,kochen::V,בשל,болһх
1137,backen::V,אפה,болһх
1138,braten::V,צלה,хуурх
1139,braten::V,טגן,хуурх
1140,umrühren::V,ערבב,самрх
1141,stricken::V,סרג,өлгх
1142,nähen::V,תפר,уйх
1143,färben::V,צבע,будх
1144,reinigen::V,נקה,цеврлх
1145,waschen::V,רחץ,уһах
1146,waschen::V,כבס,уһах
1147,abwischen::V,נגב,арчх
1148,spülen::V,שטף,зәәлх
1149,fegen::V,טאטא,сәвүрдх
1150,kehren::V,טאטא,сәвүрдх
1151,baden::V,טבל,өөмх
1152,baden::V,שחה,өөмх
1153,sich waschen::V,התרחץ,уһах
1154,sich waschen::V,התרחץ,бийән уһаҗ
1155,ausziehen::V,הוריד,тәәлх
1156,anziehen::V,לבש,өмсх
1157,sich anziehen::V,התלבש,хувцлх
1158,kämmen::V,סרק,самлх
1159,schmücken::V,קשט,чимх
1160,schmücken::V,קשט,кеерүлх
1161,sagen::V,אמר,келх
1162,sprechen::V,דבר,келх
1163,reden::V,דבר,күүндх
1164,reden::V,דבר,күр_кех
1165,sich unterhalten::V,שוחח,күүндх
1166,fragen::V,שאל,сурх
1167,bitten::V,בקש,эрх
1168,erzählen::V,ספר,келх
1169,erzählen::V,ספר,келҗ өгх
1170,mitteilen::V,מסר,медүлх
1171,mitteilen::V,הודיע,медүлх
1172,nennen::V,קרא בשם,нерәдх
1173,nennen::V,קרא בשם,нер өгх
1174,rufen::V,גיס,дуудх
1175,rufen::V,הזמין לבוא,дуудх
1176,prahlen::V,התרברב,көөрх
1177,übersetzen::V,תרגם,орчулх
1178,denken::V,חשב,санх
1179,glauben::V,האמין,шүтх
1180,glauben::V,האמין,нәәлх
1181,bemerken::V,הבחין,темдглх
1182,erkennen::V,זהה,таньх
1183,erkennen::V,זהה,медх
1184,begreifen::V,קלט,медх
1185,begreifen::V,הבין,медх
1186,verstehen::V,הבין,соңсх
1187,lernen::V,למד,сурх
1188,wissen::V,ידע,медх
1189,sich erinnern an::V,זכר,санх
1190,vergessen::V,שכח,мартх
1191,messen::V,מדד,кемҗәлх
1192,zählen::V,ספר,тоолх
1193,rechnen::V,חשב,тоолх
1194,lesen::V,קרא,умшх
1195,malen::V,ציר,зурх
1196,zeichnen::V,שרטט,зурх
1197,schreiben::V,כתב,бичх
1198,besitzen::V,היה בעל של,эзлх
1199,kaufen::V,קנה,хулдҗ авх
1200,kaufen::V,רכש,хулдҗ авх
1201,verkaufen::V,מכר,хулдх
1202,verkaufen::V,מכר,гүүлгх
1203,bezahlen::V,שלם,өгх
1204,zahlen::V,שלם,өгх
1205,beherrschen::V,שלט,эзлх
1206,ertragen::V,סבל,даах
