,Concept_ID,br,sq
800,sieben::NUM,seizh,shtatë
801,acht::NUM,eizh,tetë
802,neun::NUM,nav,nëntë
803,zehn::NUM,dek,dhjetë
804,elf::NUM,unnek,njëmbëdhjetë
805,zwölf::NUM,daouzek,dymbëdhjetë
806,zwanzig::NUM,ugent,njëzet
807,dreißig::NUM,tregont,tridhjetë
808,vierzig::NUM,daou-ugent,dyzet
809,fünfzig::NUM,hanter-kant,pesëdhjetë
810,sechzig::NUM,tri-ugent,gjashtëdhjetë
811,siebzig::NUM,dek ha tri-ugent,shtatëdhjetë
812,achtzig::NUM,pevar-ugent,tetëdhjetë
813,neunzig::NUM,dek ha pevar-ugent,nëntëdhjetë
814,hundert::NUM,kant,qind
815,tausend::NUM,mil,mijë
816,und::CNJ,ha,e
817,und::CNJ,ha,dhe
818,oder::CNJ,pe,a
819,oder::CNJ,pe,apo
820,stehen::V,bezañ a-sav,rri
821,sitzen::V,azezañ,rri
822,sitzen::V,bezañ en e goazez,rri
823,liegen::V,bezañ en e c'hourvez,rri shtrirë
824,hängen::V,krougañ,varem
825,werden::V,dazonet,bëhem
826,passieren::V,c'hoarvezout,ndodh
827,beginnen::V,stagañ,filloj
828,enden::V,achuiñ,përfundoj
829,wechseln::V,cheñch,ndërroj
830,aufgehen[Sonne]::V,dirouzañ,hapem
831,scheinen[Sonne]::V,lugernañ,ndriçoj
832,donnern::V,taranal,gjëmoj
833,donnern::V,taranal,bubulloj
834,wehen::V,c'hwezhañ,fryj
835,strömen::V,deredek,derdh
836,fließen::V,redek,rrjedh
837,sich drehen::V,troiñ,rrotullohem
838,schwanken::V,trantellat,dyzoj
839,schwingen::V,froumal,dridhem
840,fallen::V,kouezhañ,bie
841,brennen::V,deviñ,digjem
842,rauchen::V,divogedañ,nxjerr tym
843,regnen::V,glavañ,bie shi
844,gefrieren::V,reviñ,ngrij
845,tauen::V,diskornañ,shkrij
846,schmelzen::V,teuziñ,shkrij
847,trocknen::V,sec'hañ,thaj
848,sieden::V,berviñ,ziej
849,faulen::V,breinañ,kalbem
850,faulen::V,breinañ,prishem
851,verfaulen::V,breinañ,kalbem
852,reißen::V,darnaouiñ,grisem
853,reißen::V,darnaouiñ,shqyhem
854,versinken::V,sodellañ,humboj
855,vergehen::V,tremen,kaloj
856,erscheinen::V,donet war-wel,dukem
857,verschwinden::V,monet diwar wel,zhdukem
858,sinken::V,en em izelat,ulem
859,abnehmen::V,nebeutaat,pakësohem
860,abnehmen::V,nebeutaat,zvogëlohem
861,zunehmen::V,kreskiñ,shtohem
862,steigen::V,sevel,rritem
863,wachsen::V,kreskiñ,rritem
864,glänzen::V,lugernañ,vezulloj
865,funkeln::V,elieniñ,xixoj
866,funkeln::V,elieniñ,xixëlloj
867,lärmen::V,rabotat,oshtij
868,lärmen::V,rabotat,zhurmoj
869,klirren::V,diridignat,kërcëlloj
870,klirren::V,sterlinkañ,kërcëlloj
871,brausen::V,gwegal,gjëmoj
872,rauschen::V,trouzal,fëshfërij
873,klingen::V,seniñ,tingëlloj
874,bellen::V,harzhal,leh
875,heulen::V,yudal,ulërij
876,blasen::V,c'hwezhañ,fryj
877,pfeifen::V,c'hwitellat,fishkëllej
878,schreien::V,huchal,bërtas
879,stöhnen::V,hirvoudiñ,rënkoj
880,zittern::V,krenañ,trembem
881,leben::V,bevañ,rroj
882,leben::V,bevañ,jetoj
883,geboren werden::V,genel,lind
884,atmen::V,tennañ e anal,marr frymë
885,trinken::V,evañ,pi
886,essen::V,debriñ,ha
887,schlucken::V,lonkañ,gëlltis
888,schlucken::V,lonkañ,kapërdij
889,müde werden::V,skuizhañ,lodhem
890,einschlafen::V,menel kousket,bie të fle
891,schlafen::V,kousket,fle
892,aufwachen::V,dihuniñ,zgjohem
893,aufstehen::V,sevel,çohem
894,aufstehen::V,sevel,ngrihem
895,sich erholen::V,diskuizhañ,qetësohem
896,sich erholen::V,diskuizhañ,shtendosem
897,krank werden::V,klañviñ,bie i sëmurë
898,krank sein::V,bezañ klañv,jam i sëmurë
899,schmerzen::V,skourjezañ,dhemb
900,husten::V,pasaat,kollitem
901,husten::V,peudal,kollitem
902,genesen::V,pareañ,shërohem
903,sterben::V,mervel,vdes
904,umkommen::V,perisañ,vdes
905,umkommen::V,perisañ,mbaroj
906,sich bewegen::V,bouljal,shkundem
907,sich rühren::V,fiñval,lëviz
908,sich erheben::V,sevel,ngrihem
909,sich setzen::V,azezañ,ulem
910,sich setzen::V,mont en e goazez,ulem
911,hinfallen::V,kouezhañ,gremisem
912,laufen::V,redek,eci
913,schreiten::V,kerzhet,çapem
914,spazierengehen::V,pourmen,shëtis
915,eilen::V,hastañ,ngas
916,sich beeilen::V,hastañ,nxitoj
917,sausen::V,karzhañ,eci shpejt
918,rennen::V,redek,vrapoj
919,springen::V,lammat,kërcej
920,klettern::V,krimpat,hipi
921,schaukeln::V,brañsellat,kolovitem
922,kriechen::V,skrampañ,zvarritem
923,schwimmen::V,neuial,notoj
924,tauchen::V,splujañ,zhytem
925,rudern::V,roeñvat,vozis
926,fahren::V,kas,shkoj
927,fahren::V,bleniañ,shkoj
928,fliegen::V,nijal,fluturoj
929,gehen::V,mont,eci
930,gehen::V,mont,shkoj
931,weggehen::V,mont kuit,vete
932,abfahren::V,mont kuit,nisem
933,anhalten::V,chom a-sav,ndalem
934,hineingehen::V,monet e-barzh,futem
935,eintreten::V,monet e-barzh,hyj
936,kommen::V,dont,vij
937,ankommen::V,erruout,arrij
938,ankommen::V,erruout,mbërrij
939,zurückkommen::V,addonet,kthehem
940,bleiben::V,chom,mbetem
941,bleiben::V,chom,qëndroj
942,warten::V,gortoz,pres
943,erwarten::V,gortoz,pres
944,suchen::V,klask,kërkoj
945,finden::V,kavout,gjej
946,versuchen::V,klask,mundohem
947,vorbereiten::V,aozañ,përgatis
948,lieben::V,karout,dashuroj
949,mögen::V,karout,dua
950,lachen::V,c'hoarzin,qesh
951,rühren::V,tenerañ,mallëngjej
952,weinen::V,gouelañ,qaj
953,schimpfen::V,krozal,shaj
954,sich ärgern::V,fachañ,bëhem verem
955,sich ärgern::V,en em fachañ,bëhem verem
956,fliehen::V,tec'het,arratisem
957,flüchten::V,tuzañ,iki
958,sehen::V,gwelet,shoh
959,anschauen::V,sellout ouzh,shikoj
960,ansehen::V,sellout ouzh,shikoj
961,hören::V,klevet,dëgjoj
962,zuhören::V,selaou,veshtoj
963,probieren::V,blasa,provoj
964,riechen::V,klevet,nuhas
965,fühlen::V,santout,ndiej
966,scheinen::V,diskouez bezañ,ndriçoj
967,zu sehen sein::V,bezañ gwelus,dukem
968,vernehmen::V,merzhañ,dëgjoj
969,frieren::V,anoued,mërdhij
970,tun::V,ober,bëj
971,können::V,gouzout,mund
972,wollen::V,fellout da,dua
973,wollen::V,fellout da,dëshiroj
974,wollen::V,kaout c'hoant da,dua
975,wollen::V,kaout c'hoant da,dëshiroj
976,anfangen::V,kregiñ,filloj
977,beenden::V,achuiñ,kryej
978,beenden::V,achuiñ,mbaroj
979,aufhören::V,paouez,pushoj
980,öffnen::V,digeriñ,hap
981,schließen::V,serriñ,mbyll
982,stellen::V,lakaat,vë
983,setzen::V,lakaat,vë
984,legen::V,lakaat,vë
985,berühren::V,touch,rrok
986,verbinden::V,eren,bashkoj
987,bedecken::V,goloiñ,mbuloj
988,aufhängen::V,istribilhañ,var
989,anzünden::V,alumiñ,ndez
990,anzünden::V,c'hwezzañ,ndez
991,aufheben::V,dastum,ngre
992,zurücklassen::V,lezel,lë pas
993,verlieren::V,koll,humb
994,fallen lassen::V,laoskel,lëshoj
995,fallen lassen::V,lezel da gouezhel,lëshoj
996,machen::V,ober,bëj
997,herstellen::V,fardañ,prodhoj
998,bauen::V,sevel,ndërtoj
999,reparieren::V,adaozañ,ndreq
1000,reparieren::V,adaozañ,meremetoj
1001,verbessern::V,gwellaat,përmirësoj
1002,ändern::V,cheñch,ndërroj
1003,graben::V,kleuzañ,gërmoj
1004,beugen::V,plegañ,kërrus
1005,biegen::V,krommañ,përkul
1006,drehen::V,treiñ,dredh
1007,drehen::V,treiñ,rrotulloj
1008,wenden::V,treiñ,kthej
1009,umdrehen::V,treiñ,kthej
1010,heben::V,sevel,ngre
1011,hochheben::V,sevel,ngre
1012,ergreifen::V,kemer,rrëmbej
1013,halten::V,dalc'hen,mbaj
1014,drücken::V,bountañ,shtyp
1015,schieben::V,poulzañ,shtyj
1016,kratzen::V,skrabat,kruaj
1017,kratzen::V,skrabat,gërvisht
1018,lecken::V,lipat,lëpij
1019,beißen::V,kregiñ,kafshoj
1020,abreißen::V,diframmañ,shkëpus
1021,abschneiden::V,troc'hañ,cungoj
1022,binden::V,stagañ,lidh
1023,stecken::V,sankañ,fus
1024,stecken::V,sankañ,ngul
1025,brechen::V,darnaouiñ,thyej
1026,klopfen::V,skoiñ,trokas
1027,hauen::V,dornañ,godas
1028,kleben::V,pegañ,ngjis
1029,reiben::V,taravat,fërkoj
1030,reiben::V,trekiñ,fërkoj
1031,streichen::V,toazañ,lyej
1032,schleifen::V,lemmañ,mpreh
1033,schneiden::V,troc'hañ,pres
1034,rütteln::V,tordorosañ,shkund
1035,schütteln::V,hejañ,lëkund
1036,schütten::V,diskargañ,mbush
1037,füllen::V,kargañ,mbush
1038,einwickeln::V,gronnañ,mbështjell
1039,tragen::V,dougen,mbaj
1040,tragen::V,dougen,mbart
1041,schleppen::V,stlejal,heq
1042,schleppen::V,stlejal,zhgërryej
1043,ziehen::V,sachañ,tërheq
1044,aufbewahren::V,miret,ruaj
1045,werfen::V,teuler,hedh
1046,fangen::V,tapañ,kap
1047,packen::V,krapat,rrëmbej
1048,verstecken::V,kuzhat,fsheh
1049,teilen::V,rannañ,ndaj
1050,schicken::V,kas,dërgoj
1051,bringen::V,degas,sjell
1052,hinzufügen::V,lakat ouzhpenn,shtoj
1053,bekommen::V,kaout,kap
1054,erhalten::V,kaout,marr
1055,nehmen::V,kemer,marr
1056,wählen::V,choaz,zgjedh
1057,auswählen::V,dibab,përzgjedh
1058,bewahren::V,mirout,ruaj
1059,behindern::V,diaezañ,pengoj
1060,verderben::V,lovrañ,prish
1061,beschädigen::V,gwallegañ,dëmtoj
1062,zerbrechen::V,torriñ,thyej
1063,zerreißen::V,diroegiñ,çjerr
1064,zerreißen::V,diroegiñ,zheloj
1065,zerstören::V,distrujañ,prish
1066,zerstören::V,distrujañ,shkatërroj
1067,verbrennen::V,deviñ,djeg
1068,geben::V,reiñ,jap
1069,schenken::V,donezonañ,fal
1070,schenken::V,donezonañ,dhuroj
1071,versprechen::V,prometiñ,premtoj
1072,wünschen::V,hetiñ,uroj
1073,loben::V,feurmiñ,lëvdoj
1074,loben::V,feurmiñ,lavdëroj
1075,küssen::V,pokat,puth
1076,wiegen::V,pouezañ,tund
1077,zudecken::V,goloiñ,mbuloj
1078,wecken::V,dihuniñ,zgjoj
1079,zeigen::V,diskouez,dëftej
1080,führen::V,kas,çoj
1081,lehren::V,deskiñ,arsej
1082,unterrichten::V,kelenn,arsimoj
1083,leiten::V,bleinañ,udhëheq
1084,antreiben::V,poulzañ,nxis
1085,lassen::V,leuskel,detyroj
1086,einladen::V,pediñ,ftoj
1087,vereinigen::V,unisañ,bashkoj
1088,besuchen::V,gweladenniñ,vizitoj
1089,treffen::V,kejal,ndesh
1090,treffen::V,ankontrañ,ndesh
1091,sich versammeln::V,bodennañ,tubohem
1092,spielen::V,c'hoari,loz
1093,spielen::V,c'hoari,luaj
1094,singen::V,kanañ,këndoj
1095,tanzen::V,dañsal,kërcej
1096,tanzen::V,dañsal,vallëzoj
1097,sich trennen::V,dispartiañ,ndahem
1098,verlassen::V,lezel,braktis
1099,retten::V,saveteiñ,shpëtoj
1100,bewachen::V,mesa,ruaj
1101,schützen::V,diwall,ruaj
1102,schützen::V,diwall,mbroj
1103,verteidigen::V,difenn,mbroj
1104,sich schlagen::V,lopañ,zihem
1105,siegen::V,trec'hiñ,fitoj
1106,siegen::V,trec'hiñ,ngadhënjej
1107,ärgern::V,hegasiñ,zemëroj
1108,schlagen::V,skeiñ,rrah
1109,schlagen::V,skeiñ,godas
1110,treten::V,botaouiñ,shtyj
1111,treten::V,botaouiñ,shtyj më këmbë
1112,stechen::V,pikat,ther
1113,stechen::V,pikat,shpoj
1114,stoßen::V,stokañ,shtyj
1115,stehlen::V,laerezh,vjedh
1116,stören::V,direnkañ,pengoj
1117,belästigen::V,dregasiñ,bezdis
1118,verbergen::V,skoachañ,fsheh
1119,täuschen::V,tromplañ,mashtroj
1120,betrügen::V,lorbañ,kobis
1121,töten::V,lazhañ,vras
1122,wohnen::V,bezañ o chom,banoj
1123,arbeiten::V,labourat,punoj
1124,arbeiten::V,labourat,vardoj
1125,sammeln::V,dastum,mbledh
1126,sammeln::V,dastum,grumbulloj
1127,pflücken::V,kuntuilhañ,vjel
1128,pflücken::V,kuntuilhañ,mbledh
1129,jagen::V,chaseal,gjuaj
1130,fischen::V,pesketa,peshkoj
1131,fischen::V,pesketa,gjuaj peshk
1132,fassen::V,pakañ,zë
1133,hüten::V,geota,kullos
1134,anbinden::V,stagañ,lidh
1135,füttern::V,boueta,grazhdoj
1136,melken::V,goro,mjel
1137,hacken::V,difrakal,grij
1138,gießen::V,dourañ,ujis
1139,reifen::V,azviñ,piqem
1140,zubereiten::V,keginañ,gatuaj
1141,kochen::V,poazhañ,ziej
1142,backen::V,fritañ,pjek
1143,backen::V,fritañ,furroj
1144,braten::V,rostañ,fërgoj
1145,braten::V,rostañ,tiganis
1146,stricken::V,stammañ,thur
1147,nähen::V,gwriat,qep
1148,färben::V,livañ,ngjyej
1149,färben::V,livañ,bojatis
1150,reinigen::V,naetañ,qëroj
1151,reinigen::V,naetañ,pastroj
1152,waschen::V,gwalc'hiñ,laj
1153,waschen::V,gwalc'hiñ,finjos
1154,abwischen::V,torchañ,fshij
1155,spülen::V,disgwalc'hiñ,kulloj
1156,fegen::V,skubañ,fshij
1157,kehren::V,skubañ,fshij
1158,baden::V,kouronkañ,lahem
1159,sich waschen::V,en em walc'hiñ,lahem
1160,sich anziehen::V,gwiskañ,vishem
1161,kämmen::V,kribat,kreh
1162,schmücken::V,kinklañ,hijeshoj
1163,sagen::V,larêt,them
1164,sagen::V,lavaret,them
1165,sprechen::V,komz,flas
1166,reden::V,kaozeal,fjalos
1167,reden::V,kaozeal,fjalëtoj
1168,sich unterhalten::V,balbotal,bisedoj
1169,fragen::V,goulenn,pyes
1170,bitten::V,goulenn,lus
1171,bitten::V,goulenn,lutem
1172,erzählen::V,kontañ,rrëfej
1173,mitteilen::V,kemenn,kumtoj
1174,nennen::V,anviñ,quaj
1175,rufen::V,gelver,thërras
1176,prahlen::V,fougeal,mburrem
1177,prahlen::V,fougeal,kapardisem
1178,übersetzen::V,treiñ,përkthej
1179,denken::V,soñjal,mendoj
1180,glauben::V,krediñ,besoj
1181,bemerken::V,apresevañ,vërej
1182,erkennen::V,anavout,njoh
1183,erkennen::V,anavout,shquaj
1184,begreifen::V,meizañ,marr vesh
1185,verstehen::V,kompren,marr vesh
1186,lernen::V,deskiñ,mësoj
1187,wissen::V,gouzout,di
1188,sich erinnern an::V,kaout soñj e,kujtoj
1189,vergessen::V,ankouaat,harroj
1190,messen::V,muzuliañ,mas
1191,zählen::V,kontañ,njeh
1192,rechnen::V,jedañ,llogaris
1193,lesen::V,lenn,lexoj
1194,lesen::V,lenn,këndoj
1195,malen::V,livañ,lyej
1196,zeichnen::V,tresañ,vizatoj
1197,schreiben::V,skrivañ,shkruaj
1198,besitzen::V,kaout,kam
1199,kaufen::V,prenañ,blej
1200,verkaufen::V,gwerzhañ,shes
1201,bezahlen::V,paeañ,paguaj
1202,zahlen::V,paeañ,paguaj
1203,beherrschen::V,mestroniañ,zotëroj
1204,ertragen::V,anduriñ,duroj
1205,Grube::N,,gropë
1206,Spur::N,,gjurmë
1207,Lehm::N,,argjilë
1208,Laut::N,,tingull
1209,Winkel::N,,kënd
1210,Lagerfeuer::N,,flakadan
1211,Lagerfeuer::N,,zjarr i madh
1212,vergebens::ADV,,kot
1213,untergehen[Sonne]::V,,hyj
1214,untergehen[Sonne]::V,,perëndoj
1215,läuten::V,,bie
1216,klingeln::V,,i bie ziles
1217,sich fürchten::V,,kam frikë
1218,sich fürchten::V,,frikësohem
1219,fürchten::V,,kam frikë nga
1220,gelingen::V,,më shkon mbarë
1221,geraten::V,,del
1222,schwenken::V,,valëvit
1223,reichen::V,,jap
1224,aufziehen::V,,rris
1225,schießen::V,,shtie
1226,treiben::V,,vë përpara
1227,umrühren::V,,trazoj
1228,ausziehen::V,,heq
1229,ausziehen::V,,zbath
1230,anziehen::V,,vesh
1231,anziehen::V,,mbath
