,Concept_ID,tr,da
846,wir::PRN,biz,vi
847,ihr::PRN,siz,I
848,sie::PRN,onlar,de
849,was::FPRN,ne,hvad
850,wer::FPRN,kim,hvem
851,wo::FADV,nerede,hvor
852,wohin::FADV,nereye,hvorhen
853,wie::FADV,nasıl,hvordan
854,warum::FADV,neden,hvorfor
855,wieviel::FNUM,kaç,hvor meget
856,wieviel::FNUM,ne kadar,hvor meget
857,eins::NUM,bir,én
858,zwei::NUM,iki,to
859,drei::NUM,üç,tre
860,vier::NUM,dört,fire
861,fünf::NUM,beş,fem
862,sechs::NUM,altı,seks
863,sieben::NUM,yedi,syv
864,acht::NUM,sekiz,otte
865,neun::NUM,dokuz,ni
866,zehn::NUM,on,ti
867,elf::NUM,on bir,elleve
868,zwölf::NUM,on iki,tolv
869,zwanzig::NUM,yirmi,tyve
870,dreißig::NUM,otuz,tredive
871,vierzig::NUM,kırk,fyrre
872,vierzig::NUM,kırk,fyrretyve
873,fünfzig::NUM,elli,halvtreds
874,sechzig::NUM,altmış,tres
875,siebzig::NUM,yetmiş,halvfjerds
876,achtzig::NUM,seksen,firs
877,neunzig::NUM,doksan,halvfems
878,hundert::NUM,yüz,hundrede
879,tausend::NUM,bin,tusind
880,und::CNJ,ve,og
881,und::CNJ,ile,og
882,oder::CNJ,ya,eller
883,oder::CNJ,yahut,eller
884,stehen::V,durmak,stå
885,sitzen::V,oturmak,sidde
886,liegen::V,yatmak,ligge
887,hängen::V,asılı olmak,hænge
888,werden::V,olmak,blive
889,werden::V,olunmak,blive
890,passieren::V,olmak,ske
891,passieren::V,olmak,hænde
892,beginnen::V,başlamak,begynde
893,enden::V,bitmek,ende
894,enden::V,sona ermek,ende
895,wechseln::V,değişmek,veksle
896,aufgehen[Sonne]::V,doğmak,gå op
897,aufgehen[Sonne]::V,doğmak,stå op
898,untergehen[Sonne]::V,batmak,gå ned
899,scheinen[Sonne]::V,parlamak,skinne
900,donnern::V,gök gürlemek,tordne
901,wehen::V,esmek,blæse
902,strömen::V,akmak,strømme
903,fließen::V,akmak,flyde
904,sich drehen::V,dönmek,dreje sig
905,schwanken::V,sallanmak,vakle
906,schwingen::V,titremek,svinge
907,fallen::V,düşmek,falde
908,brennen::V,yanmak,brænde
909,rauchen::V,tütmek,ryge
910,regnen::V,yağmak,regne
911,gefrieren::V,donmak,fryse
912,tauen::V,erimek,tø
913,schmelzen::V,erimek,smelte
914,trocknen::V,kurumak,tørre
915,sieden::V,kaynamak,koge
916,faulen::V,çürümek,rådne
917,verfaulen::V,çürümek,rådne
918,reißen::V,yırtılmak,briste
919,versinken::V,batmak,synke
920,versinken::V,batmak,synke ned
921,vergehen::V,geçmek,forløbe
922,erscheinen::V,görünmek,vise sig
923,verschwinden::V,kaybolmak,forsvinde
924,sinken::V,inmek,synke
925,abnehmen::V,azalmak,aftage
926,zunehmen::V,artmak,tiltage
927,zunehmen::V,çoğalmak,tiltage
928,steigen::V,artmak,stige
929,steigen::V,yükselmek,stige
930,wachsen::V,büyümek,gro
931,wachsen::V,büyümek,vokse
932,wachsen::V,gelişmek,gro
933,wachsen::V,gelişmek,vokse
934,glänzen::V,parlamak,glinse
935,funkeln::V,parıldamak,tindre
936,lärmen::V,gürültü yapmak,larme
937,läuten::V,çalmak,ringe
938,klingeln::V,zil çalmak,ringe
939,klirren::V,şakırdamak,klirre
940,klirren::V,zangırdamak,klirre
941,brausen::V,köpürmek,bruse
942,brausen::V,kükremek,bruse
943,rauschen::V,fışırdamak,suse
944,klingen::V,tınlamak,lyde
945,klingen::V,tınlamak,klinge
946,bellen::V,havlamak,gø
947,heulen::V,ulumak,hyle
948,blasen::V,üflemek,blæse
949,pfeifen::V,düdük çalmak,fløjte
950,schreien::V,bağırmak,skrige
951,schreien::V,haykırmak,skrige
952,stöhnen::V,inlemek,stønne
953,zittern::V,titremek,dirre
954,zittern::V,titremek,skælve
955,leben::V,yaşamak,leve
956,leben::V,hayatta olmak,leve
957,geboren werden::V,doğmak,fødes
958,atmen::V,solunmak,ånde
959,atmen::V,nefes almak,ånde
960,trinken::V,içmek,drikke
961,essen::V,yemek,spise
962,schlucken::V,yutmak,synke
963,müde werden::V,yorulmak,blive træt
964,einschlafen::V,uykuya dalmak,falde i søvn
965,schlafen::V,uyumak,sove
966,aufwachen::V,uyanmak,vågne
967,aufstehen::V,kalkmak,stå op
968,aufstehen::V,yataktan kalkmak,stå op
969,sich erholen::V,dinlenmek,komme sig
970,krank werden::V,hastalanmak,blive syg
971,krank sein::V,hasta olmak,være syg
972,schmerzen::V,ağrımak,smerte
973,husten::V,öksürmek,hoste
974,genesen::V,şifa bulmak,komme sig
975,sterben::V,ölmek,dø
976,sterben::V,vefat etmek,dø
977,umkommen::V,ölmek,omkomme
978,sich bewegen::V,hareket etmek,bevæge sig
979,sich rühren::V,kımıldanmak,røre på sig
980,sich erheben::V,kalkmak,rejse sig
981,sich erheben::V,ayağa kalkmak,rejse sig
982,sich setzen::V,oturmak,sætte sig
983,hinfallen::V,yere düşmek,
984,laufen::V,yürümek,løbe
985,schreiten::V,yürümek,skride
986,schreiten::V,adım atmak,skride
987,spazierengehen::V,gezmek,gå en tur
988,spazierengehen::V,dolaşmak,gå en tur
989,eilen::V,seğirtmek,ile
990,sich beeilen::V,acele etmek,skynde sig
991,sausen::V,hızla gitmek,suse
992,rennen::V,koşmak,løbe
993,rennen::V,koşmak,rende
994,springen::V,atlamak,hoppe
995,springen::V,atlamak,springe
996,springen::V,sıçramak,hoppe
997,springen::V,sıçramak,springe
998,klettern::V,tırmanmak,klatre
999,schaukeln::V,sallanmak,gynge
1000,kriechen::V,sürünmek,krybe
1001,schwimmen::V,yüzmek,svømme
1002,tauchen::V,dalmak,dykke
1003,rudern::V,kürek çekmek,ro
1004,fahren::V,gitmek,køre
1005,fliegen::V,uçmak,flyve
1006,gehen::V,gitmek,gå
1007,weggehen::V,gitmek,gå bort
1008,abfahren::V,kalkmak,køre bort
1009,anhalten::V,durmak,standse
1010,hineingehen::V,içeri girmek,gå ind
1011,eintreten::V,girmek,træde ind
1012,kommen::V,gelmek,komme
1013,ankommen::V,varmak,ankomme
1014,zurückkommen::V,dönmek,komme tilbage
1015,bleiben::V,kalmak,blive
1016,bleiben::V,kalmak,forblive
1017,warten::V,beklemek,vente
1018,erwarten::V,beklemek,vente
1019,erwarten::V,beklemek,afvente
1020,suchen::V,aramak,søge
1021,finden::V,bulmak,finde
1022,versuchen::V,denemek,forsøge
1023,vorbereiten::V,hazırlamak,forberede
1024,lieben::V,sevmek,elske
1025,mögen::V,beğenmek,holde af
1026,mögen::V,beğenmek,kunne lide
1027,lachen::V,gülmek,le
1028,rühren::V,dokunmak,røre
1029,rühren::V,duygulandırmak,røre
1030,weinen::V,ağlamak,græde
1031,schimpfen::V,küfretmek,skænde
1032,sich ärgern::V,kızmak,ærgre sig
1033,sich fürchten::V,korkmak,være bange
1034,fürchten::V,korkmak,være bange for
1035,fliehen::V,kaçmak,flygte
1036,flüchten::V,kaçmak,flygte
1037,sehen::V,görmek,se
1038,anschauen::V,seyretmek,se på
1039,anschauen::V,seyretmek,betragte
1040,ansehen::V,bakmak,anse
1041,hören::V,duymak,høre
1042,hören::V,işitmek,høre
1043,zuhören::V,dinlemek,høre til
1044,probieren::V,denemek,smage
1045,probieren::V,denemek,smage på
1046,probieren::V,tadına bakmak,smage
1047,probieren::V,tadına bakmak,smage på
1048,riechen::V,kokusunu almak,lugte
1049,fühlen::V,duymak,føle
1050,fühlen::V,hissetmek,føle
1051,scheinen::V,görünmek,synes
1052,zu sehen sein::V,görünmek,synes
1053,vernehmen::V,haber almak,erfare
1054,frieren::V,üşümek,fryse
1055,tun::V,etmek,gøre
1056,tun::V,yapmak,gøre
1057,können::V,bilmek,kunne
1058,wollen::V,istemek,ville
1059,anfangen::V,başlamak,begynde
1060,beenden::V,bitirmek,afslutte
1061,aufhören::V,bitmek,ophøre
1062,aufhören::V,bitmek,holde op
1063,gelingen::V,başarmak,lykkes
1064,geraten::V,düşmek,blive
1065,öffnen::V,açmak,åbne
1066,schließen::V,kapamak,lukke
1067,stellen::V,koymak,stille
1068,setzen::V,koymak,sætte
1069,setzen::V,oturtmak,sætte
1070,legen::V,koymak,lægge
1071,legen::V,yatırmak,lægge
1072,berühren::V,dokunmak,berøre
1073,verbinden::V,bağlamak,forbinde
1074,verbinden::V,birleştirmek,forbinde
1075,bedecken::V,örtmek,dække
1076,bedecken::V,örtmek,bedække
1077,bedecken::V,kaplamak,dække
1078,bedecken::V,kaplamak,bedække
1079,aufhängen::V,asmak,hænge
1080,aufhängen::V,asmak,hænge op
1081,anzünden::V,yakmak,tænde
1082,anzünden::V,yakmak,antænde
1083,anzünden::V,ateşlemek,tænde
1084,anzünden::V,ateşlemek,antænde
1085,aufheben::V,kaldırmak,løfte
1086,aufheben::V,kaldırmak,tage op
1087,zurücklassen::V,geride bırakmak,lade tilbage
1088,verlieren::V,yitirmek,miste
1089,verlieren::V,kaybetmek,miste
1090,fallen lassen::V,düşürmek,tabe
1091,fallen lassen::V,düşürmek,droppe
1092,machen::V,yapmak,gøre
1093,herstellen::V,yapmak,fremstille
1094,herstellen::V,imal etmek,fremstille
1095,bauen::V,kurmak,bygge
1096,bauen::V,inşa etmek,bygge
1097,reparieren::V,onarmak,reparere
1098,reparieren::V,tamir etmek,reparere
1099,verbessern::V,düzeltmek,rette
1100,verbessern::V,düzeltmek,forbedre
1101,ändern::V,değiştirmek,ændre
1102,graben::V,kazmak,grave
1103,beugen::V,eğmek,bøje
1104,biegen::V,bükmek,bøje
1105,drehen::V,çevirmek,dreje
1106,drehen::V,döndürmek,dreje
1107,wenden::V,çevirmek,vende
1108,umdrehen::V,çevirmek,dreje om
1109,heben::V,kaldırmak,hæve
1110,hochheben::V,yukarı kaldırmak,løfte
1111,ergreifen::V,tutmak,gribe fat i
1112,ergreifen::V,yakalamak,gribe fat i
1113,halten::V,tutmak,holde
1114,drücken::V,sıkmak,trykke
1115,schieben::V,itmek,skyde
1116,schieben::V,itmek,skubbe
1117,schieben::V,sürmek,skyde
1118,schieben::V,sürmek,skubbe
1119,kratzen::V,kaşımak,klø
1120,kratzen::V,kaşımak,kradse
1121,lecken::V,yalamak,slikke
1122,beißen::V,ısırmak,bide
1123,abreißen::V,koparmak,rive af
1124,abschneiden::V,keserek ayırmak,skære af
1125,binden::V,bağlamak,binde
1126,stecken::V,sokmak,stikke
1127,brechen::V,kırmak,brække
1128,klopfen::V,çalmak,banke
1129,hauen::V,vurmak,hugge
1130,kleben::V,yapıştırmak,klistre
1131,reiben::V,ovmak,gnide
1132,reiben::V,sürtmek,gnide
1133,streichen::V,sürmek,smøre
1134,schleifen::V,bilemek,slibe
1135,schneiden::V,kesmek,skære
1136,schneiden::V,kesmek,klippe
1137,rütteln::V,sallamak,ruske
1138,schütteln::V,sarsmak,ryste
1139,schütteln::V,çalkamak,ryste
1140,schwenken::V,sallamak,svinge
1141,schütten::V,dökmek,hælde
1142,schütten::V,akıtmak,hælde
1143,füllen::V,doldurmak,fylde
1144,einwickeln::V,sarmak,pakke ind
1145,tragen::V,taşımak,bære
1146,schleppen::V,sürüklemek,slæbe
1147,ziehen::V,çekmek,trække
1148,aufbewahren::V,saklamak,opbevare
1149,werfen::V,atmak,kaste
1150,fangen::V,tutmak,fange
1151,fangen::V,yakalamak,fange
1152,packen::V,tutmak,gribe
1153,packen::V,yakalamak,gribe
1154,verstecken::V,saklamak,gemme
1155,teilen::V,bölmek,dele
1156,teilen::V,ayırmak,dele
1157,schicken::V,yollamak,sende
1158,schicken::V,göndermek,sende
1159,bringen::V,getirmek,bringe
1160,hinzufügen::V,katmak,tilføje
1161,hinzufügen::V,eklemek,tilføje
1162,bekommen::V,almak,få
1163,bekommen::V,eline geçmek,få
1164,erhalten::V,almak,få
1165,nehmen::V,almak,tage
1166,wählen::V,seçmek,vælge
1167,auswählen::V,seçmek,udvælge
1168,auswählen::V,ayırmak,udvælge
1169,bewahren::V,korumak,bevare
1170,behindern::V,engellemek,hindre
1171,behindern::V,engellemek,forhindre
1172,verderben::V,bozmak,ødelægge
1173,beschädigen::V,zedelemek,beskadige
1174,beschädigen::V,ziyan vermek,beskadige
1175,zerbrechen::V,kırmak,brække itu
1176,zerreißen::V,yırtmak,rive itu
1177,zerstören::V,yıkmak,ødelægge
1178,zerstören::V,tahrip etmek,ødelægge
1179,verbrennen::V,yakmak,brænde
1180,geben::V,vermek,give
1181,reichen::V,uzatmak,række
1182,schenken::V,hediye etmek,forære
1183,versprechen::V,vaat etmek,love
1184,wünschen::V,kutlamak,ønske
1185,loben::V,övmek,rose
1186,küssen::V,öpmek,kysse
1187,wiegen::V,sallamak,vugge
1188,zudecken::V,örtmek,dække til
1189,wecken::V,uyandırmak,vække
1190,zeigen::V,göstermek,vise
1191,führen::V,gezdirmek,føre
1192,führen::V,yol göstermek,føre
1193,lehren::V,okutmak,lære
1194,lehren::V,öğretmek,lære
1195,unterrichten::V,öğretmek,undervise
1196,aufziehen::V,yetiştirmek,opdrage
1197,leiten::V,yönetmek,lede
1198,leiten::V,idare etmek,lede
1199,antreiben::V,teşvik etmek,skynde på
1200,lassen::V,-tırmak,få til at
1201,einladen::V,davet etmek,indbyde
1202,einladen::V,davet etmek,invitere
1203,vereinigen::V,birleştirmek,forene
1204,besuchen::V,uğramak,besøge
1205,besuchen::V,ziyaret etmek,besøge
1206,besuchen::V,görmeye gitmek,besøge
1207,treffen::V,rastlamak,møde
1208,treffen::V,isabet etmek,møde
1209,sich versammeln::V,toplanmak,forsamles
1210,spielen::V,oynamak,lege
1211,spielen::V,oynamak,spille
1212,singen::V,söylemek,synge
1213,singen::V,şarkı söylemek,synge
1214,tanzen::V,oynamak,danse
1215,tanzen::V,dans etmek,danse
1216,sich trennen::V,ayrılmak,skilles
1217,verlassen::V,bırakmak,forlade
1218,verlassen::V,terk etmek,forlade
1219,retten::V,kurtarmak,redde
1220,bewachen::V,gözetmek,bevogte
1221,schützen::V,korumak,skærme
1222,schützen::V,korumak,beskytte
1223,verteidigen::V,savunmak,forsvare
1224,sich schlagen::V,dövüşmek,slås
1225,schießen::V,ateş etmek,skyde
1226,siegen::V,yenmek,sejre
1227,ärgern::V,kızdırmak,ærgre
1228,schlagen::V,dövmek,slå
1229,treten::V,tepmek,sparke
1230,stechen::V,sokmak,stikke
1231,stechen::V,batırmak,stikke
1232,stoßen::V,itmek,støde
1233,stehlen::V,çalmak,stjæle
1234,stören::V,bozmak,forstyrre
1235,stören::V,etkilemek,forstyrre
1236,belästigen::V,rahatsız etmek,genere
1237,belästigen::V,rahatsız etmek,ulejlige
1238,verbergen::V,saklamak,skjule
1239,täuschen::V,aldatmak,villede
1240,betrügen::V,aldatmak,bedrage
1241,betrügen::V,dolandırmak,bedrage
1242,töten::V,öldürmek,dræbe
1243,wohnen::V,oturmak,bo
1244,arbeiten::V,çalışmak,arbejde
1245,sammeln::V,toplamak,samle
1246,pflücken::V,koparmak,plukke
1247,jagen::V,avlanmak,jage
1248,fischen::V,balık tutmak,fiske
1249,fassen::V,tutmak,fange
1250,fassen::V,yakalamak,fange
1251,hüten::V,otlatmak,vogte
1252,treiben::V,gütmek,drive
1253,anbinden::V,bağlamak,binde fast
1254,füttern::V,beslemek,fodre
1255,melken::V,sağmak,malke
1256,hacken::V,yarmak,hakke
1257,gießen::V,sulamak,hælde
1258,reifen::V,olgunlaşmak,modne
1259,zubereiten::V,hazırlamak,tilberede
1260,kochen::V,pişirmek,koge
1261,kochen::V,kaynatmak,koge
1262,backen::V,pişirmek,bage
1263,backen::V,fırında pişirmek,bage
1264,braten::V,kızartmak,stege
1265,umrühren::V,karıştırmak,røre om
1266,stricken::V,örmek,strikke
1267,nähen::V,dikmek,sy
1268,färben::V,boyamak,farve
1269,reinigen::V,temizlemek,rense
1270,reinigen::V,temizlemek,gøre ren
1271,waschen::V,yıkamak,vaske
1272,abwischen::V,silmek,tørre af
1273,spülen::V,çalkamak,skylle
1274,fegen::V,süpürmek,feje
1275,kehren::V,süpürmek,feje
1276,baden::V,yıkanmak,bade
1277,baden::V,banyo yapmak,bade
1278,sich waschen::V,yıkanmak,vaske sig
1279,ausziehen::V,çıkarmak,tage af
1280,anziehen::V,giymek,tage på
1281,sich anziehen::V,giyinmek,klæde sig på
1282,kämmen::V,taramak,rede
1283,kämmen::V,taramak,frisere
1284,schmücken::V,süslemek,pynte
1285,schmücken::V,süslemek,smykke
1286,sagen::V,demek,sige
1287,sagen::V,söylemek,sige
1288,sprechen::V,konuşmak,snakke
1289,reden::V,konuşmak,tale
1290,reden::V,konuşmak,snakke
1291,sich unterhalten::V,sohbet etmek,snakke sammen
1292,fragen::V,sormak,spørge
1293,bitten::V,dilemek,bede
1294,bitten::V,rica etmek,bede
1295,erzählen::V,bahsetmek,berette
1296,erzählen::V,bahsetmek,fortælle
1297,erzählen::V,hikâye etmek,berette
1298,erzählen::V,hikâye etmek,fortælle
1299,mitteilen::V,bildirmek,meddele
1300,nennen::V,adlandırmak,nævne
1301,rufen::V,çağırmak,råbe
1302,prahlen::V,övünmek,prale
1303,übersetzen::V,çevirmek,oversætte
1304,übersetzen::V,tercüme etmek,oversætte
1305,denken::V,düşünmek,tænke
1306,glauben::V,inanmak,tro
1307,glauben::V,zannetmek,tro
1308,bemerken::V,farkına varmak,bemærke
1309,bemerken::V,farkına varmak,lægge mærke til
1310,erkennen::V,tanımak,genkende
1311,begreifen::V,anlamak,begribe
1312,begreifen::V,kavramak,begribe
1313,verstehen::V,duymak,forstå
1314,verstehen::V,anlamak,forstå
1315,lernen::V,öğrenmek,lære
1316,wissen::V,bilmek,vide
1317,sich erinnern an::V,hatırlamak,mindes
1318,sich erinnern an::V,hatırlamak,huske på
1319,vergessen::V,unutmak,glemme
1320,messen::V,ölçmek,måle
1321,zählen::V,saymak,tælle
1322,rechnen::V,hesap etmek,regne
1323,lesen::V,okumak,læse
1324,malen::V,resmini yapmak,male
1325,zeichnen::V,çizmek,tegne
1326,schreiben::V,yazmak,skrive
1327,besitzen::V,haiz olmak,eje
1328,besitzen::V,haiz olmak,besidde
1329,besitzen::V,sahip olmak,eje
1330,besitzen::V,sahip olmak,besidde
1331,kaufen::V,almak,købe
1332,verkaufen::V,satmak,sælge
1333,bezahlen::V,ödemek,betale
1334,zahlen::V,ödemek,betale
1335,beherrschen::V,hâkim olmak,beherske
1336,ertragen::V,dayanmak,tåle
1337,ertragen::V,dayanmak,udholde
1338,ertragen::V,katlanmak,tåle
1339,ertragen::V,katlanmak,udholde
