,Concept_ID,pt,se
0,Auge::N,olho,tjelmie
1,Auge::N,olho,tjalmme
2,Auge::N,olho,čalbmi
3,Auge::N,olho,čalme
4,Auge::N,olho,čâ´lmm
5,Auge::N,olho,ча̄лльм
6,Ohr::N,orelha,bieljie
7,Ohr::N,orelha,biellje
8,Ohr::N,orelha,beallji
9,Ohr::N,orelha,pelji
10,Ohr::N,orelha,pe´llj
11,Ohr::N,orelha,пе̄лльй
12,Nase::N,nariz,njuenie
13,Nase::N,nariz,njunnje
14,Nase::N,nariz,njunni
15,Nase::N,nariz,njuṇe
16,Nase::N,nariz,njuu´nn
17,Nase::N,nariz,нюннҍ
18,Mund::N,boca,njaelmie
19,Mund::N,boca,njálmme
20,Mund::N,boca,njálbmi
21,Mund::N,boca,njälmi
22,Mund::N,boca,njä´lmm
23,Mund::N,boca,ня̄лльм
24,Zahn::N,dente,baenie
25,Zahn::N,dente,bádne
26,Zahn::N,dente,bátni
27,Zahn::N,dente,pääṇi
28,Zahn::N,dente,pää´nn
29,Zahn::N,dente,па̄ннҍ
30,Zunge::N,língua,njoektjeme
31,Zunge::N,língua,njuovtjav
32,Zunge::N,língua,njuovčča
33,Zunge::N,língua,njuovčâ
34,Zunge::N,língua,njuhččâm
35,Zunge::N,língua,нюхчем
36,Lippe::N,lábio,bangseme
37,Lippe::N,lábio,njálmmerabdda
38,Lippe::N,lábio,bavssa
39,Lippe::N,lábio,poovsâ
40,Lippe::N,lábio,põõus
41,Lippe::N,lábio,пэ̄кс
42,Wange::N,face,skiehrie
43,Wange::N,face,nierra
44,Wange::N,face,muohtu
45,Wange::N,face,nieṛâ
46,Wange::N,face,njiõrr
47,Wange::N,face,нӣрр
48,Gesicht::N,cara,ååredæjja
49,Gesicht::N,cara,muohto
50,Gesicht::N,cara,muođut
51,Gesicht::N,cara,ámadadju
52,Gesicht::N,cara,muáđuh
53,Gesicht::N,cara,muâđ
54,Gesicht::N,cara,ка̄ссв
55,Gesicht::N,rosto,ååredæjja
56,Gesicht::N,rosto,muohto
57,Gesicht::N,rosto,muođut
58,Gesicht::N,rosto,ámadadju
59,Gesicht::N,rosto,muáđuh
60,Gesicht::N,rosto,muâđ
61,Gesicht::N,rosto,ка̄ссв
62,Stirn::N,testa,gaalloe
63,Stirn::N,testa,gállo
64,Stirn::N,testa,gállu
65,Stirn::N,testa,kállu
66,Stirn::N,testa,käll
67,Stirn::N,testa,вуэххьц
68,Haar::N,cabelo,voepte
69,Haar::N,cabelo,vuoppta
70,Haar::N,cabelo,vuokta
71,Haar::N,cabelo,vuop'tâ
72,Haar::N,cabelo,vuõpt
73,Haar::N,cabelo,вӯппт
74,Schnurrbart::N,bigode,bijjie-skaavtjoe
75,Schnurrbart::N,bigode,njunjevuolskávttjá
76,Schnurrbart::N,bigode,seamu
77,Schnurrbart::N,bigode,siämu
78,Schnurrbart::N,bigode,ää´bben
79,Schnurrbart::N,bigode,о̄а̄бпан
80,Bart::N,barba,skaavtja
81,Bart::N,barba,skaavtjoe
82,Bart::N,barba,skávttjá
83,Bart::N,barba,seamu
84,Bart::N,barba,siämu
85,Bart::N,barba,seäm
86,Bart::N,barba,ся̄м
87,Kinn::N,queixo,gaejpie
88,Kinn::N,queixo,gájbbe
89,Kinn::N,queixo,gáibi
90,Kinn::N,queixo,käibi
91,Kinn::N,queixo,käi´bb
92,Kinn::N,queixo,ка̄ййп
93,Kiefer[Anatomie]::N,maxila,gaejpie
94,Kiefer[Anatomie]::N,maxila,oalol
95,Kiefer[Anatomie]::N,maxila,oaloldákte
96,Kiefer[Anatomie]::N,maxila,gáibi
97,Kiefer[Anatomie]::N,maxila,uá'lultähti
98,Kiefer[Anatomie]::N,maxila,vuâl'lõš
99,Kiefer[Anatomie]::N,maxila,вуаллнешш
100,Kiefer[Anatomie]::N,mandíbula,gaejpie
101,Kiefer[Anatomie]::N,mandíbula,oalol
102,Kiefer[Anatomie]::N,mandíbula,oaloldákte
103,Kiefer[Anatomie]::N,mandíbula,gáibi
104,Kiefer[Anatomie]::N,mandíbula,uá'lultähti
105,Kiefer[Anatomie]::N,mandíbula,vuâl'lõš
106,Kiefer[Anatomie]::N,mandíbula,вуаллнешш
107,Kehle::N,garganta,gealoe
108,Kehle::N,garganta,tjåttå
109,Kehle::N,garganta,njiello
110,Kehle::N,garganta,čotta
111,Kehle::N,garganta,čuudâ
112,Kehle::N,garganta,čoodd
113,Kehle::N,garganta,чонт
114,Kehle::N,garganta,кэ̄ҏс
115,Hals::N,colo,tjeapohke
116,Hals::N,colo,tjiebet
117,Hals::N,colo,čeabet
118,Hals::N,colo,čiäppát
119,Hals::N,colo,čeäppat
120,Hals::N,colo,ча̄пэх
121,Hals::N,pescoço,tjeapohke
122,Hals::N,pescoço,tjiebet
123,Hals::N,pescoço,čeabet
124,Hals::N,pescoço,čiäppát
125,Hals::N,pescoço,čeäppat
126,Hals::N,pescoço,ча̄пэх
127,Genick::N,nuca,tjovrese
128,Genick::N,nuca,nisske
129,Genick::N,nuca,niehkki
130,Genick::N,nuca,niski
131,Genick::N,nuca,niek'ki
132,Genick::N,nuca,nji´šǩǩmaadd
133,Genick::N,nuca,нышшькмоант
134,Kopf::N,cabeça,åejjie
135,Kopf::N,cabeça,oajvve
136,Kopf::N,cabeça,oaivi
137,Kopf::N,cabeça,uái'vi
138,Kopf::N,cabeça,vuei´vv
139,Kopf::N,cabeça,вуэййв
140,Rücken::N,dorso,rudtje
141,Rücken::N,dorso,hárddo
142,Rücken::N,dorso,tjavelk
143,Rücken::N,dorso,sealgi
144,Rücken::N,dorso,selgi
145,Rücken::N,dorso,čielgi
146,Rücken::N,dorso,seä´lǧǧ
147,Rücken::N,dorso,се̄лльк
148,Rücken::N,costas,rudtje
149,Rücken::N,costas,hárddo
150,Rücken::N,costas,tjavelk
151,Rücken::N,costas,sealgi
152,Rücken::N,costas,selgi
153,Rücken::N,costas,čielgi
154,Rücken::N,costas,seä´lǧǧ
155,Rücken::N,costas,се̄лльк
156,Bauch::N,ventre,tjåejjie
157,Bauch::N,ventre,tjoajvve
158,Bauch::N,ventre,čoavji
159,Bauch::N,ventre,čuáv'ji
160,Bauch::N,ventre,čåu´jj
161,Bauch::N,ventre,чо̄ввьй
162,Bauch::N,barriga,tjåejjie
163,Bauch::N,barriga,tjoajvve
164,Bauch::N,barriga,čoavji
165,Bauch::N,barriga,čuáv'ji
166,Bauch::N,barriga,čåu´jj
167,Bauch::N,barriga,чо̄ввьй
168,Nabel::N,umbigo,naepie
169,Nabel::N,umbigo,náhpe
170,Nabel::N,umbigo,náhpi
171,Nabel::N,umbigo,nääpi
172,Nabel::N,umbigo,nää´pp
173,Nabel::N,umbigo,на̄бпь
174,Busen::N,seio,boenge
175,Busen::N,seio,bållå
176,Busen::N,seio,čižži
177,Busen::N,seio,njamma
178,Busen::N,seio,njižže
179,Busen::N,seio,nje´ǯǯ
180,Busen::N,seio,раннҍт
181,Brust::N,peito,mïelke
182,Brust::N,peito,radde
183,Brust::N,peito,mielgga
184,Brust::N,peito,raddi
185,Brust::N,peito,radde
186,Brust::N,peito,râ´dd
187,Brust::N,peito,раннҍт
188,Schulter::N,ombro,åelkie
189,Schulter::N,ombro,oalgge
190,Schulter::N,ombro,hárdu
191,Schulter::N,ombro,ärdee
192,Schulter::N,ombro,uál'gi
193,Schulter::N,ombro,a´rddi
194,Schulter::N,ombro,vuä´lǧǧ
195,Schulter::N,ombro,вуэллык
196,Arm::N,braço,gïete
197,Arm::N,braço,giehta
198,Arm::N,braço,giehta
199,Arm::N,braço,kietâ
200,Arm::N,braço,kie'tâkaaṿâ
201,Arm::N,braço,ǩiõtt
202,Arm::N,braço,кӣдт
203,Ellenbogen::N,cotovelo,gernjere
204,Ellenbogen::N,cotovelo,garŋŋel
205,Ellenbogen::N,cotovelo,gargŋil
206,Ellenbogen::N,cotovelo,käŋŋir
207,Ellenbogen::N,cotovelo,kõõnjâr
208,Ellenbogen::N,cotovelo,карьнэль
209,Hand::N,mão,gïete
210,Hand::N,mão,giehta
211,Hand::N,mão,giehta
212,Hand::N,mão,kietâ
213,Hand::N,mão,ǩiõtt
214,Hand::N,mão,кӣдт
215,Handfläche::N,palma,gïeten-låapoe
216,Handfläche::N,palma,giehtavuodo
217,Handfläche::N,palma,tjårmmåvuodo
218,Handfläche::N,palma,giehtaloahpu
219,Handfläche::N,palma,kiämád
220,Handfläche::N,palma,kuámmir
221,Handfläche::N,palma,kuä´m'mer
222,Handfläche::N,palma,ǩiõttǩeä´m'men
223,Handfläche::N,palma,ко̄а̄ллдэгк
224,Handfläche::N,palma,кӣдткоалдэгк
225,Handfläche::N,palma da mão,gïeten-låapoe
226,Handfläche::N,palma da mão,giehtavuodo
227,Handfläche::N,palma da mão,tjårmmåvuodo
228,Handfläche::N,palma da mão,giehtaloahpu
229,Handfläche::N,palma da mão,kiämád
230,Handfläche::N,palma da mão,kuámmir
231,Handfläche::N,palma da mão,kuä´m'mer
232,Handfläche::N,palma da mão,ǩiõttǩeä´m'men
233,Handfläche::N,palma da mão,ко̄а̄ллдэгк
234,Handfläche::N,palma da mão,кӣдткоалдэгк
235,Finger::N,dedo,soerme
236,Finger::N,dedo,tjuvdde
237,Finger::N,dedo,suorbma
238,Finger::N,dedo,čuvde
239,Finger::N,dedo,suor'mâ
240,Finger::N,dedo,suõrmm
241,Finger::N,dedo,це̄ххп
242,Fingernagel::N,unha,gadtse
243,Fingernagel::N,unha,guehpere
244,Fingernagel::N,unha,gadtsa
245,Fingernagel::N,unha,gazza
246,Fingernagel::N,unha,kozzâ
247,Fingernagel::N,unha,kõʒʒ
248,Fingernagel::N,unha,кэ̄ннц
249,Nagel[Anatomie]::N,unha,gadtse
250,Nagel[Anatomie]::N,unha,guehpere
251,Nagel[Anatomie]::N,unha,gadtsa
252,Nagel[Anatomie]::N,unha,gazza
253,Nagel[Anatomie]::N,unha,kozzâ
254,Nagel[Anatomie]::N,unha,kõʒʒ
255,Nagel[Anatomie]::N,unha,кэ̄ннц
256,Zeh::N,dedo do pé,tjiehtjere
257,Zeh::N,dedo do pé,juolggetjuvdde
258,Zeh::N,dedo do pé,juolgesuorbma
259,Zeh::N,dedo do pé,jyel'gisuor'mâ
260,Zeh::N,dedo do pé,jue´lǧǧsuõrmm
261,Zeh::N,dedo do pé,ю̄лльк-це̄һп
262,Fuß::N,pé,juelkie
263,Fuß::N,pé,juolgge
264,Fuß::N,pé,juolgi
265,Fuß::N,pé,jyel'gi
266,Fuß::N,pé,jue´lǧǧ
267,Fuß::N,pé,ла̄бпь
268,Ferse::N,calcanhar,båetskie
269,Ferse::N,calcanhar,boasske
270,Ferse::N,calcanhar,šušmi
271,Ferse::N,calcanhar,šušme
272,Ferse::N,calcanhar,jue´lǧǧkädd
273,Ferse::N,calcanhar,ка̄ннт
274,Knie::N,joelho,boelve
275,Knie::N,joelho,buolvva
276,Knie::N,joelho,čibbi
277,Knie::N,joelho,veaŋki
278,Knie::N,joelho,iidâ
279,Knie::N,joelho,puõlvv
280,Knie::N,joelho,пуллв
281,Oberschenkel::N,coxa,ruaksja
282,Oberschenkel::N,coxa,tjibbe
283,Oberschenkel::N,coxa,gassaváhkká
284,Oberschenkel::N,coxa,badjeváhkáa
285,Oberschenkel::N,coxa,čuár'bpeeḷi
286,Oberschenkel::N,coxa,če´bb
287,Oberschenkel::N,coxa,чуаррбе̄лль
288,Bein::N,perna,juelkie
289,Bein::N,perna,juolgge
290,Bein::N,perna,juolgi
291,Bein::N,perna,jyel'gi
292,Bein::N,perna,jue´lǧǧ
293,Bein::N,perna,ю̄лльк
294,Körper::N,corpo,kråahpe
295,Körper::N,corpo,rumáj
296,Körper::N,corpo,rumaš
297,Körper::N,corpo,ruumâš
298,Körper::N,corpo,rå´pp
299,Körper::N,corpo,лышшьк
300,Körper::N,corpo,роаӈӈьк
301,Haut::N,pele,njaltja
302,Haut::N,pele,lijkke
303,Haut::N,pele,tjuobma
304,Haut::N,pele,liiki
305,Haut::N,pele,liške
306,Haut::N,pele,le´šǩǩ
307,Haut::N,pele,лышшьк
308,Blut::N,sangue,vïrre
309,Blut::N,sangue,maelie
310,Blut::N,sangue,varra
311,Blut::N,sangue,varra
312,Blut::N,sangue,vorrâ
313,Blut::N,sangue,võrr
314,Blut::N,sangue,вэ̄рр
315,Ader::N,veia,åerie
316,Ader::N,veia,aajroe
317,Ader::N,veia,suodna
318,Ader::N,veia,varrasuotna
319,Ader::N,veia,suoṇâ
320,Ader::N,veia,suõnn
321,Ader::N,veia,сӯнн
322,Sehne::N,tendão,soene
323,Sehne::N,tendão,gåårtenje
324,Sehne::N,tendão,suodna
325,Sehne::N,tendão,suotna
326,Sehne::N,tendão,suoṇâ
327,Sehne::N,tendão,suõnn
328,Sehne::N,tendão,сӯнн
329,Knochen::N,osso,måara
330,Knochen::N,osso,måaroe
331,Knochen::N,osso,dákte
332,Knochen::N,osso,dákti
333,Knochen::N,osso,tähti
334,Knochen::N,osso,tä´htt
335,Knochen::N,osso,та̄ххт
336,Knochen::N,osso,та̄ффьт
337,Gehirn::N,cérebro,aajla
338,Gehirn::N,cérebro,vuojŋam
339,Gehirn::N,cérebro,vuoigŋašat
340,Gehirn::N,cérebro,vuoi'ŋâšeh
341,Gehirn::N,cérebro,vuo'ivâšneh
342,Gehirn::N,cérebro,vuõivâšn
343,Gehirn::N,cérebro,вуэййвэшна
344,Herz::N,coração,vaajmoe
345,Herz::N,coração,tsåhke
346,Herz::N,coração,váibmu
347,Herz::N,coração,váimu
348,Herz::N,coração,čââ´đ
349,Herz::N,coração,кӯттҌк
