,Concept_ID,en,az
74,Boden::N,ground,yer
75,Boden::N,ground,zəmin
76,Erde::N,earth,yer torpaq
77,Staub::N,dust,toz
78,Rauch::N,smoke,tüstü
79,Funke::N,spark,qığılcım
80,Feuer::N,fire,od
81,Licht::N,light,işıq
82,Schatten::N,shadow,kölgə
83,Wetter::N,weather,hava
84,Nebel::N,fog,duman
85,Wolke::N,cloud,bulud
86,Regen::N,rain,yağış
87,Regen::N,rain,yağmur
88,Schnee::N,snow,qar
89,Eis::N,ice,buz
90,Frost::N,frost,ayaz
91,Kälte::N,chill,soyuq
92,Hitze::N,heat,coşğunluq
93,Raureif::N,hoarfrost,qırov
94,Regenbogen::N,rainbow,göy qurşağı
95,Donner::N,thunder,göy gurultusu
96,Strömung::N,current,axın
97,Tropfen::N,drop,damcı
98,Schaum::N,foam,köpük
99,Schmutz::N,dirt,çamır
100,See::N,lake,göl
101,Sumpf::N,swamp,bataqlıq
102,Moor::N,moor,bataqlıq
103,Wiese::N,meadow,çəmən
104,Wald::N,forest,meşə
105,Hügel::N,hill,təpə
106,Anhöhe::N,elevation,təpə
107,Berg::N,mountain,dağ
108,Gipfel::N,summit,zirvə
109,Höhle::N,cave,mağara
110,Abhang::N,slope,yamac
111,Quelle::N,source,bulaq
112,Bach::N,brook,kiçik çay
113,Fluss::N,river,çay
114,Ufer::N,shore,kənar
115,Küste::N,coast,sahil
116,Festland::N,land,materik
117,Meer::N,sea,dəniz
118,Bucht::N,cove,körfəz
119,Insel::N,island,ada
120,Blume::N,flower,çiçək
121,Gras::N,grass,ot
122,Wurzel::N,root,kök
123,Baum::N,tree,ağac
124,Stamm::N,trunk,gövdə
125,Rinde::N,bark,qabıq
126,Ast::N,limb,şax
127,Zweig::N,branch,budaq
128,Blatt::N,leaf,yarpaq
129,Birke::N,birch,tozağacı
130,Kiefer[Baum]::N,pine,şam
131,Weide[Baum]::N,willow,söyüd
132,Tanne::N,fir,küknar
133,Horn::N,horn,buynuz
134,Feder::N,feather,tük
135,Feder::N,feather,lələk
136,Fell::N,fur,xəz
137,Flügel::N,wing,qanad
138,Klaue::N,claw,pəncə
139,Kralle::N,claw,dırnaq
140,Schwanz::N,tail,quyruq
141,Ei::N,egg,yumurta
142,Nest::N,nest,yuva
143,Bau::N,lair,yuva
144,Tier::N,animal,heyvan
145,Herde::N,flock,sürü
146,Kuh::N,cow,inək
147,Bulle::N,bull,öküz
148,Pferd::N,horse,at
149,Schaf::N,sheep,qoyun
150,Schwein::N,pig,donuz
151,Hund::N,dog,it
152,Hund::N,dog,köpək
153,Katze::N,cat,pişik
154,Bär::N,bear,ayı
155,Eichhörnchen::N,squirrel,dələ
156,Elch::N,elk,sığın
157,Fuchs::N,fox,tülkü
158,Hase::N,hare,dovşan
159,Maus::N,mouse,siçan
160,Wolf::N,wolf,qurd
161,Vogel::N,bird,quş
162,Schwarm::N,swarm,sürü
163,Huhn::N,chicken,toyuq
164,Hahn::N,cock,xoruz
165,Gans::N,goose,qaz
166,Adler::N,eagle,qartal
167,Adler::N,eagle,qaraquş
168,Ente::N,duck,ördək
169,Eule::N,owl,bayquş
170,Kranich::N,crane,durna
171,Krähe::N,crow,qarğa
172,Kuckuck::N,cuckoo,ququ
173,Schwan::N,swan,qu quşu
174,Fisch::N,fish,balıq
175,Barsch::N,perch,tar
176,Hecht::N,pike,durnabalığı
177,Schlange[Tier]::N,snake,ilan
178,Wurm::N,worm,qurd
179,Spinne::N,spider,hörümçək
180,Ameise::N,ant,qarışqa
181,Laus::N,louse,bit
182,Mücke::N,midge,ağcaqanad
183,Fliege::N,fly,milçək
184,Schmetterling::N,butterfly,kəpənək
185,Beere::N,berry,gilə
186,Apfel::N,apple,alma
187,Pilz::N,mushroom,göbələk
188,Zwiebel::N,onion,soğan
189,Saat::N,seed,əkin
190,Korn::N,grain,taxıl
191,Heu::N,hay,quru ot
192,Schale::N,husk,qabıq
193,Grube::N,pit,çuxur
194,Falle::N,trap,tələ
195,Falle::N,trap,duzaq
196,Schlinge::N,noose,ilmək
197,Spur::N,track,iz
198,Asche::N,ashes,kül
199,Dreck::N,filth,kir
200,Eisen::N,iron,dəmir
201,Gold::N,gold,altun
202,Silber::N,silver,gümüş
203,Kohle::N,coal,kömür
204,Glas::N,glass,şüşə
205,Lehm::N,clay,gil
206,Lehm::N,clay,palçıq
207,Sand::N,sand,qum
208,Mensch::N,human,adam
209,Mensch::N,human,insan
210,Mann::N,man,kişi
211,Frau::N,woman,qadın
212,Kind::N,child,uşaq
213,Junge::N,boy,oğlan
214,Mädchen::N,girl,qız
215,Familie::N,family,ailə
216,Großvater::N,grandfather,baba
217,Großmutter::N,grandmother,nənə
218,Eltern::N,parents,valideyn
219,Vater::N,father,ata
220,Mutter::N,mother,ana
221,Sohn::N,son,oğul
222,Tochter::N,daughter,qız
223,Bruder::N,brother,qardaş
224,Schwester::N,sister,bacı
225,Onkel::N,uncle,əmi
226,Onkel::N,uncle,dayı
227,Tante::N,aunt,bibi
228,Ehemann::N,husband,ər
229,Ehefrau::N,wife,arvad
230,Freude::N,joy,nəşə
231,Freude::N,joy,sevinc
232,Gelächter::N,laughter,gülüş
233,Gelächter::N,laughter,qəhqəhə
234,Glück::N,happiness,səadət
235,Glück::N,happiness,xoşbəxtlik
236,Kummer::N,grief,qəm
237,Kummer::N,grief,kədər
238,Wunsch::N,wish,arzu
239,Lust::N,desire,həvəs
240,Geist::N,spirit,ruh
241,Gedanke::N,thought,fikir
242,Gedanke::N,thought,düşüncə
243,Gedächtnis::N,memory,xatir
244,Gedächtnis::N,memory,hafizə
245,Verstand::N,mind,ağıl
246,Sinn::N,meaning,məna
247,Grund::N,reason,səbəb
248,Wahrheit::N,truth,haqq
249,Wahrheit::N,truth,doğruluq
250,Gespräch::N,talk,söhbət
251,Gespräch::N,talk,qonuşma
252,Märchen::N,fairy tale,nağıl
253,Erzählung::N,story,hekayə
254,Nachricht::N,message,xəbər
255,Neuigkeit::N,news,xəbər
256,Neuigkeit::N,news,yenilik
257,Name::N,name,ad
258,Rätsel::N,puzzle,tapmaca
259,Rede::N,speech,nitq
260,Sprache::N,language,dil
261,Stimme::N,voice,səs
262,Wort::N,word,söz
263,Wort::N,word,kəlmə
264,Zeichen::N,sign,nişan
265,Ruf::N,call,çığırtı
266,Lärm::N,noise,gurultu
267,Laut::N,sound,səs
268,Ton::N,tone,ton
269,Lied::N,song,mahnı
270,Ruhe::N,calm,sakitlik
271,Leute::N,people,xalq
272,Volk::N,nation,millət
273,Arbeit::N,work,iş
274,Arbeit::N,work,əmək
275,Gast::N,guest,qonaq
276,Gast::N,guest,müsafir
277,Geschenk::N,gift,hədiyyə
278,Spiel::N,game,oyun
279,Spiel::N,game,tamaşa
280,Gesellschaft::N,company,cəmiyyet
281,Hilfe::N,help,kömək
282,Hilfe::N,help,yardım
283,Freund::N,friend,dost
284,Kamerad::N,companion,yoldaş
285,Angelegenheit::N,matter,iş
286,Anzahl::N,count,say
287,Art::N,sort,çeşid
288,Stück::N,piece,dənə
289,Stück::N,piece,parça
290,Teil::N,part,qisim
291,Hälfte::N,half,yarım
292,Kreis::N,circle,dairə
293,Kreuz::N,cross,xaç
294,Linie::N,line,xətt
295,Strich::N,stroke,cızıq
296,Abstand::N,gap,məsafə
297,Entfernung::N,distance,məsafə
298,Entfernung::N,distance,uzaqlıq
299,Gegend::N,area,bölgə
300,Platz::N,space,yer
301,Ort::N,place,yer
302,Seite::N,side,yan
303,Seite::N,side,tərəf
304,Mitte::N,middle,orta
305,Gegenstand::N,item,şey
306,Sache::N,thing,şey
307,Rand::N,fringe,kənar
308,Kante::N,edge,tiyə
309,Kante::N,edge,kənar
310,Ecke::N,corner,bucaq
311,Spitze::N,tip,uc
312,Ende::N,end,son
313,Ende::N,end,axır
314,Loch::N,hole,deşik
315,Winkel::N,angle,guşə
316,Muster::N,pattern,ülgü
317,Größe::N,size,böyüklük
318,Länge::N,length,uzunluq
319,Höhe::N,height,yüksəklik
320,Gewicht::N,weight,çəki
321,Gewicht::N,weight,ağırlıq
322,Menge::N,amount,miqdar
323,Haufen::N,heap,yığın
324,Reihe::N,row,səf
325,Reihe::N,row,sıra
326,Boot::N,boat,qayıq
327,Ruder::N,oar,kürək
328,Schlitten::N,sleigh,kirşə
329,Ski::N,ski,xizək
330,Lagerfeuer::N,campfire,düşərgə tonqalı
331,Last::N,load,yük
332,Gang::N,walk,yeriş
333,Schritt::N,step,addım
334,Norden::N,north,şimal
335,Süden::N,south,cənub
336,Westen::N,west,qərb
337,Osten::N,east,şərq
338,Holz::N,wood,ağac
339,Holz::N,wood,taxta
340,Brett::N,board,taxta
341,Platte::N,slab,lövhə
342,Stütze::N,bracket,dayaq
343,Stütze::N,bracket,dəstək
344,Stange::N,pole,şüvül
345,Stock::N,stick,dəyənək
346,Stab::N,staff,əsa
347,Stab::N,staff,şüvül
348,Rohr::N,pipe,boru
349,Rohr::N,pipe,truba
350,Haus::N,house,ev
351,Heim::N,home,ev
352,Ofen::N,stove,peç
353,Ofen::N,stove,soba
354,Fußboden::N,floor,döşəmə
355,Tisch::N,table,masa
356,Stuhl::N,chair,stul
357,Wiege::N,cradle,beşik
358,Bett::N,bed,yataq
359,Regal::N,shelf,rəf
360,Kiste::N,box,yeşik
361,Kiste::N,box,sandıq
362,Fenster::N,window,pəncərə
363,Tür::N,door,qapı
364,Tor::N,gate,darvaza
365,Zaun::N,fence,çəpər
366,Dach::N,roof,dam
367,Leiter::N,ladder,nərdivan
368,Besen::N,broom,süpürgə
369,Spaten::N,spade,kürək
370,Schaufel::N,shovel,kürək
371,Gabel::N,fork,çəngəl
372,Löffel::N,spoon,qaşıq
373,Messer::N,knife,bıçaq
374,Nagel::N,nail,mıx
375,Netz::N,net,tor
376,Haken::N,hook,çəngəl
377,Griff::N,handle,qulp
378,Griff::N,handle,tutacaq
379,Schloss::N,lock,qıfıl
380,Bild::N,picture,rəsm
381,Figur::N,figure,şəkil
382,Figur::N,figure,heykəl
383,Puppe::N,doll,kukla
384,Puppe::N,doll,gəlincik
385,Beutel::N,pouch,kisə
386,Beutel::N,pouch,torba
387,Bündel::N,bundle,bağlama
388,Tasche::N,bag,çanta
389,Eimer::N,bucket,vedrə
390,Eimer::N,bucket,çəllək
391,Deckel::N,cover,qapaq
392,Geschirr::N,dishes,qab-qazan
393,Sack::N,sack,çuval
394,Tasse::N,cup,fincan
395,Topf::N,pot,qazan
396,Kessel::N,kettle,qazan
397,Essen::N,meal,yemək
398,Nahrung::N,food,qida
399,Speise::N,dish,xörək
400,Fleisch::N,meat,ət
401,Getreide::N,corn,taxıl
402,Brei::N,mush,aş
403,Brei::N,mush,sıyıq
404,Brot::N,bread,çörək
405,Scheibe::N,slice,dilim
406,Fett::N,fat,yağ
407,Butter::N,butter,kərə yağı
408,Öl::N,oil,yağ
409,Salz::N,salt,duz
410,Suppe::N,soup,şorba
411,Honig::N,honey,bal
412,Milch::N,milk,süd
413,Tee::N,tea,çay
414,Leder::N,leather,dəri
415,Wolle::N,wool,yun
416,Stoff::N,cloth,qumaş
417,Nadel::N,needle,iynə
418,Faden::N,thread,sap
419,Knopf::N,button,düymə
420,Knoten::N,knot,düyün
421,Farbe::N,paint,boya
422,Kleidung::N,clothes,geyim
423,Hemd::N,shirt,köynək
424,Kragen::N,collar,yaxa
425,Ärmel::N,sleeve,qol
426,Hose::N,trousers,şalvar
427,Gürtel::N,belt,kəmər
428,Mütze::N,cap,şapka
429,Schuh::N,shoe,tufli
430,Schuh::N,shoe,ayaqqabı
431,Stiefel::N,boot,çəkmə
432,Ring::N,ring,üzük
433,Band::N,ribbon,lent
434,Kamm::N,comb,daraq
435,Spiegel::N,mirror,güzgü
436,Riemen::N,strap,qayış
437,Schnur::N,string,ip
438,Leine::N,leash,kəmsik
439,Decke::N,blanket,ədyal
440,Decke::N,blanket,yorğan
441,Kissen::N,pillow,yastıq
442,Tuch::N,scarf,şarf
443,Tuch::N,scarf,kaşne
444,Handtuch::N,towel,dəsmal
445,Kraft::N,force,güc
446,Stärke::N,strength,qüvvət
447,Gesundheit::N,health,sağlamlıq
448,Krankheit::N,illness,xəstəlik
449,Schmerz::N,pain,ağrı
450,Schmerz::N,pain,sancı
451,Wunde::N,wound,yara
452,Fieber::N,fever,isitmə
453,Fieber::N,fever,qızdırma
454,Arznei::N,medicine,ilaç
455,Arznei::N,medicine,dərman
456,Brücke::N,bridge,körpü
457,Brunnen::N,well,quyu
458,Weide::N,pasture,otlaq
459,Pfad::N,path,cığır
460,Weg::N,way,yol
461,Straße::N,road,küçə
462,Dorf::N,village,kənd
463,Stadt::N,town,şəhər
464,Brief::N,letter,məktub
465,Buch::N,book,kitab
466,Buchstabe::N,character,hərf
467,Zeitung::N,newspaper,qəzet
468,Leben::N,life,həyat
469,Tod::N,death,ölüm
470,Grab::N,grave,qəbir
471,Kirche::N,church,kilsə
472,Sünde::N,sin,günah
473,Gott::N,god,tanrı
474,Arbeiter::N,worker,işçi
475,Chef::N,boss,şef
476,Chef::N,boss,rəis
477,Meister::N,master,usta
478,Arzt::N,doctor,həkim
479,Arzt::N,doctor,doktor
480,Lehrer::N,teacher,müəllim
481,Geld::N,money,pul
482,Geschäft::N,business,ticarət
483,Laden::N,shop,dükan
484,Preis::N,price,qiymət
485,Ware::N,ware,mal
486,Nutzen::N,profit,fayda
487,Reichtum::N,wealth,zənginlik
488,Welt::N,world,aləm
489,Welt::N,world,dünya
490,Land::N,country,ölkə
491,Staat::N,state,dövlət
492,König::N,king,kral
493,König::N,king,məlik
494,Macht::N,power,qüdrət
495,Grenze::N,border,hüdud
496,Grenze::N,border,sərhət
497,Krieg::N,war,hərb
498,Krieg::N,war,müharibə
499,Feind::N,enemy,düşmən
500,Gewalt::N,violence,cəbr
501,Kampf::N,fight,savaş
502,Bogen[Waffe]::N,bow,yay
503,Pfeil::N,arrow,ox
504,Gewehr::N,gun,tüfəng
505,Fehler::N,mistake,xəta
506,Lüge::N,lie,yalan
507,Schaden::N,damage,ziyan
508,Unglück::N,misfortune,bəla
509,Schuld::N,fault,təqsir
510,Alter::N,age,yaş
511,Schluss::N,conclusion,son
512,Zeit::N,time,vaxt
513,Zeit::N,time,zaman
514,Tag::N,day,gün
515,Morgen::N,morning,sabah
516,Mittag::N,noon,günorta
517,Abend::N,evening,axşam
518,Nacht::N,night,gecə
519,Woche::N,week,həftə
520,Monat::N,month,ay
521,Jahr::N,year,il
522,Frühling::N,spring,yaz
523,Frühling::N,spring,bahar
524,Sommer::N,summer,yay
525,Herbst::N,autumn,payız
526,Winter::N,winter,qış
527,Januar::N,January,Janvar
528,Februar::N,February,Fevral
529,März::N,March,Mart
530,April::N,April,Aprel
531,Mai::N,May,May
532,Juni::N,June,İyun
533,Juli::N,July,İyul
534,August::N,August,Avqust
535,September::N,September,Sentyabr
536,Oktober::N,October,Oktyabr
537,November::N,November,Noyabr
538,Dezember::N,December,Dekabr
539,Montag::N,Monday,bazar ertəsi
540,Dienstag::N,Tuesday,çərşənbə axşamı
541,Mittwoch::N,Wednesday,çərşənbə
542,Donnerstag::N,Thursday,cüme axşamı
543,Freitag::N,Friday,cüme
544,Samstag::N,Saturday,şənbə
545,Sonntag::N,Sunday,bazar
546,groß::A,big,böyük
547,klein::A,little,kiçik
548,lang::A,long,uzun
549,kurz::A,short,qısa
550,breit::A,wide,enli
551,breit::A,wide,geniş
552,schmal::A,narrow,dar
553,dicht::A,dense,sıx
554,dick[Gegenstand]::A,thick,qalın
555,dünn::A,thin,nazik
556,fein::A,delicate,incə
557,fest::A,firm,bərk
558,fest::A,firm,möhkəm
559,flach::A,flat,düz
560,glatt::A,smooth,hamar
561,hart::A,hard,sərt
562,weich::A,soft,yumşaq
563,rund::A,round,yuvarlaq
564,spitz::A,pointed,uclu
565,spitz::A,pointed,sivri
566,scharf::A,sharp,kəskin
567,stumpf::A,blunt,küt
568,schwer::A,heavy,ağır
569,schön::A,beautiful,gözəl
570,schön::A,beautiful,gəşəng
571,heiß::A,hot,isti
572,warm::A,warm,ilıq
573,kalt::A,cold,soyuq
574,kühl::A,cool,sərin
575,frisch::A,fresh,təzə
576,feucht::A,damp,nəm
577,nass::A,wet,yaş
578,trocken::A,dry,quru
579,voll::A,full,dolu
580,leer::A,empty,boş
581,offen::A,open,açıq
582,geschlossen::A,closed,qapalı
583,sauber::A,clean,təmiz
584,schmutzig::A,dirty,kirli
585,roh::A,raw,çiy
586,reif::A,ripe,yetişmiş
587,lecker::A,delicious,dadlı
588,lecker::A,delicious,ləzzətli
589,süß::A,sweet,şirin
590,bitter::A,bitter,acı
591,sauer::A,sour,turş
592,hell::A,bright,aydın
593,dunkel::A,dark,qaranlıq
594,schwarz::A,black,qara
595,weiß::A,white,ağ
596,rot::A,red,qırmızı
597,gelb::A,yellow,sarı
598,blau::A,blue,göy
599,blau::A,blue,mavi
600,grün::A,green,yaşıl
601,grau::A,grey,boz
602,bunt::A,colourful,əlvan
603,bunt::A,colourful,rəngli
604,bunt::A,colorful,əlvan
605,bunt::A,colorful,rəngli
606,billig::A,cheap,ucuz
607,teuer::A,dear,bahalı
608,wertvoll::A,precious,qiymətli
609,blind::A,blind,kor
610,taub::A,deaf,kar
611,kräftig::A,powerful,güclü
612,stark::A,strong,qüvvətli
613,schwach::A,weak,zəif
614,schwach::A,weak,gücsüz
615,fett::A,fat,şişman
616,schlank::A,slim,zərif
617,hübsch::A,pretty,göyçək
618,böse::A,evil,fəna
619,dumm::A,stupid,axmaq
620,faul::A,lazy,tənbəl
621,fleißig::A,diligent,çalışqan
622,geizig::A,stingy,xəsis
623,klug::A,clever,ağıllı
624,geschickt::A,skilful,bacarıqlı
625,geschickt::A,skillful,bacarıqlı
626,lieb::A,dear,əziz
627,lieb::A,dear,sevimli
628,lustig::A,merry,məzəli
629,lustig::A,merry,gülməli
630,sanft::A,gentle,mülayim
631,hungrig::A,hungry,ac
632,krank::A,sick,xəstə
633,nackt::A,naked,çılpaq
634,traurig::A,sad,qəmgin
635,traurig::A,sad,kədərli
636,lebendig::A,living,canlı
637,gut::A,good,yaxşı
638,schlecht::A,bad,pis
639,richtig::A,correct,doğru
640,schlimm::A,nasty,fəna
641,wahr::A,true,gərçək
642,alt::A,old,əski
643,alt::A,old,köhnə
644,neu::A,new,yeni
645,ehemalig::A,former,əvvəlki
646,alt[Lebewesen]::A,aged,qoca
647,jung::A,young,gənc
648,arm::A,poor,kasıb
649,arm::A,poor,yoxsul
650,reich::A,rich,zəngin
651,bekannt::A,familiar,tanış
652,berühmt::A,famous,məşhur
653,fremd::A,foreign,yad
654,verschieden::A,different,dürlü
655,nah::A,near,yaxın
656,fern::A,far,uzaq
657,linker::A,left,sol
658,rechter::A,right,sağ
659,anderer::A,other,başqa
660,erster::A,first,birinci
661,zweiter::A,second,ikinci
662,dritter::A,third,üçüncü
663,letzter::A,last,sonuncu
664,letzter::A,last,axırıncı
665,allein::ADV,alone,tək
666,allein::ADV,alone,yalqız
667,auf einmal::ADV,at once,birdən
668,zusammen::ADV,together,birlikdə
669,lange::ADV,long,uzun
670,plötzlich::ADV,suddenly,qəfildən
671,sofort::ADV,instantly,həmən
672,sofort::ADV,instantly,dərhal
673,später::ADV,later,sonra
674,jetzt::ADV,now,indi
675,heute::ADV,today,bugün
676,morgen::ADV,tomorrow,sabah
677,bald::ADV,soon,yaxında
678,bald::ADV,soon,tezliklə
679,dann::ADV,then,onda
680,gestern::ADV,yesterday,dünən
681,einst::ADV,once,əvvəllər
682,damals::ADV,at that time,o vaxt
683,danach::ADV,afterwards,sonra
684,vorher::ADV,before,qabaqcadan
685,zuerst::ADV,at first,əvvəl
686,einmal::ADV,once,bir dəfə
687,manchmal::ADV,sometimes,hərdənbir
688,oft::ADV,often,tez-tez
689,oft::ADV,often,çox vaxt
690,immer::ADV,always,daimi
691,immer::ADV,always,həmişə
692,niemals::ADV,never,əsla
693,niemals::ADV,never,heç bir zaman
694,hier::ADV,here,bura
695,hier::ADV,here,burada
696,hierhin::ADV,hither,buraya
697,hierhin::ADV,to here,buraya
698,hierhin::ADV,here,buraya
699,von hier::ADV,hence,buradan
700,dort::ADV,there,ora
701,dort::ADV,there,orada
702,dorthin::ADV,thither,oraya
703,dorthin::ADV,there,oraya
704,dorthin::ADV,to there,oraya
705,geradeaus::ADV,ahead,düz
706,vorwärts::ADV,forward,irəli
707,rückwärts::ADV,backward,geri
708,zurück::ADV,back,geriyə
709,unten::ADV,below,aşağıda
710,hinab::ADV,down,aşağı
711,oben::ADV,above,yuxarıda
712,hinauf::ADV,up,yuxarı
713,überall::ADV,everywhere,hər yerdə
714,nicht::ADV,not,-ma-
715,ein wenig::ADV,a little,bir az
716,kaum::ADV,hardly,güclə
717,sehr::ADV,very,çox
718,so::ADV,so,belə
719,noch::ADV,still,hələ
720,nur::ADV,only,yalnız
721,schon::ADV,already,artıq
722,wieder::ADV,again,yenə
723,vergebens::ADV,in vain,boş yerə
724,vor::PRP,in front of,önündə
725,hinter::PRP,behind,arxasında
726,unter::PRP,under,altında
727,durch::PRP,through,içindən
728,neben::PRP,next to,yanında
729,zwischen::PRP,between,arasında
730,wegen::PRP,because of,üçün
731,wegen::PRP,because of,ötəri
732,dies::PRN,this,bu
733,das::PRN,that,o
734,alles::PRN,everything,hər şey
735,ich::PRN,I,mən
736,du::PRN,you,sən
737,du::PRN,thou,sən
738,er::PRN,he,o
739,wir::PRN,we,biz
740,ihr::PRN,you,siz
741,sie::PRN,they,onlar
742,was::FPRN,what,nə
743,wer::FPRN,who,kim
744,wo::FADV,where,harada
745,wohin::FADV,where ... to,haraya
746,wohin::FADV,where to,haraya
747,wohin::FADV,where,haraya
748,wie::FADV,how,necə
749,warum::FADV,why,niyə
750,warum::FADV,why,nə üçün
751,wieviel::FNUM,how much,neçə
752,wieviel::FNUM,how much,nə qədər
753,eins::NUM,one,bir
754,zwei::NUM,two,iki
755,drei::NUM,three,üç
756,vier::NUM,four,dörd
757,fünf::NUM,five,beş
758,sechs::NUM,six,altı
759,sieben::NUM,seven,yeddi
760,acht::NUM,eight,səkkiz
761,neun::NUM,nine,doqquz
762,zehn::NUM,ten,on
763,elf::NUM,eleven,on bir
764,zwölf::NUM,twelve,on iki
765,zwanzig::NUM,twenty,iyirmi
766,dreißig::NUM,thirty,otuz
767,vierzig::NUM,forty,qırx
768,fünfzig::NUM,fifty,əlli
769,sechzig::NUM,sixty,altmış
770,siebzig::NUM,seventy,yetmiş
771,achtzig::NUM,eighty,səksən
772,neunzig::NUM,ninety,doxsan
773,hundert::NUM,a hundred,yüz
774,tausend::NUM,a thousand,min
775,und::CNJ,and,və
776,oder::CNJ,or,ya
777,stehen::V,stand,durmaq
778,sitzen::V,sit,oturmaq
779,liegen::V,lie,uzanmaq
780,hängen::V,hang,asılmaq
781,werden::V,become,olmaq
782,passieren::V,happen,olmaq
783,passieren::V,happen,baş vermək
784,beginnen::V,begin,başlamaq
785,enden::V,end,bitmək
786,wechseln::V,change,dəyişmək
787,aufgehen[Sonne]::V,rise,doğmaq
788,untergehen[Sonne]::V,set,batmaq
789,scheinen[Sonne]::V,shine,parlamaq
790,donnern::V,thunder,guruldamaq
791,wehen::V,blow,əsmək
792,strömen::V,stream,axmaq
793,fließen::V,flow,axmaq
794,sich drehen::V,revolve,dönmək
795,schwanken::V,sway,yellənmək
796,schwingen::V,swing,yellənmək
797,fallen::V,fall,düşmek
798,brennen::V,burn,yanmaq
799,rauchen::V,smoke,tüstüləmək
800,regnen::V,rain,yağmaq
801,gefrieren::V,freeze,donmaq
802,tauen::V,thaw,ərimək
803,schmelzen::V,melt,ərimək
804,trocknen::V,dry,qurumaq
805,sieden::V,boil,qaynamaq
806,faulen::V,rot,çürümək
807,verfaulen::V,decay,çürümək
808,reißen::V,snap,yırtılmaq
809,versinken::V,sink,batmaq
810,vergehen::V,pass,ötmək
811,erscheinen::V,appear,görünmək
812,verschwinden::V,disappear,yox olmaq
813,sinken::V,drop,enmək
814,abnehmen::V,decrease,azalmaq
815,zunehmen::V,increase,artmaq
816,steigen::V,rise,yüksəlmək
817,wachsen::V,grow,böyümək
818,glänzen::V,shine,parlamaq
819,funkeln::V,sparkle,parıldamaq
820,lärmen::V,be noisy,səs-küy etmək
821,läuten::V,chime,çalmaq
822,klingeln::V,ring,zəng etmək
823,klirren::V,tinkle,cingildəmək
824,brausen::V,roar,gurlamaq
825,rauschen::V,rustle,xışıldamaq
826,klingen::V,sound,səslənmək
827,bellen::V,bark,hürmək
828,heulen::V,howl,ulamaq
829,blasen::V,blow,üfləmək
830,pfeifen::V,whistle,fit vermek
831,schreien::V,shout,bağırmaq
832,schreien::V,shout,qışqırmaq
833,stöhnen::V,groan,inləmək
834,zittern::V,tremble,titrəmək
835,leben::V,be alive,yaşamaq
836,geboren werden::V,be born,doğmaq
837,atmen::V,breathe,nəfəs almaq
838,trinken::V,drink,içmek
839,essen::V,eat,yemək
840,schlucken::V,swallow,udmaq
841,müde werden::V,get tired,yorulmaq
842,einschlafen::V,fall asleep,yuxuya getmək
843,schlafen::V,sleep,uyumaq
844,aufwachen::V,wake up,oyanmaq
845,aufstehen::V,get up,yuxudan durmaq
846,sich erholen::V,relax,dincəlmək
847,krank werden::V,fall ill,xəstə olmaq
848,krank sein::V,be ill,azarlanmaq
