,Concept_ID,cs,lt
118,Abhang::N,svah,nuokalnė
119,Abhang::N,stráň,šlaitas
120,Abhang::N,stráň,nuokalnė
121,Quelle::N,pramen,versmė
122,Quelle::N,pramen,šaltinis
123,Bach::N,potok,upelis
124,Fluss::N,řeka,upė
125,Ufer::N,břeh,krantas
126,Küste::N,pobřeží,pajūris
127,Festland::N,souš,sausuma
128,Festland::N,pevnina,sausuma
129,Meer::N,moře,jūra
130,Bucht::N,záliv,įlanka
131,Bucht::N,záliv,užutekis
132,Bucht::N,zátoka,įlanka
133,Bucht::N,zátoka,užutekis
134,Insel::N,ostrov,sala
135,Blume::N,květina,gėlė
136,Gras::N,tráva,žolė
137,Wurzel::N,kořen,šaknis
138,Baum::N,strom,medis
139,Stamm::N,kmen,kamienas
140,Rinde::N,kůra,žievė
141,Ast::N,větev,šaka
142,Zweig::N,větev,šakelė
143,Blatt::N,lupen,lapas
144,Birke::N,bříza,beržas
145,Kiefer[Baum]::N,sosna,pušis
146,Kiefer[Baum]::N,borovice,pušis
147,Weide[Baum]::N,vrba,karklas
148,Tanne::N,jedle,eglė
149,Tanne::N,jedle,kėnis
150,Horn::N,roh,ragas
151,Feder::N,pero,plunksna
152,Fell::N,srst,kailis
153,Flügel::N,křídlo,sparnas
154,Klaue::N,dráp,kanopa
155,Klaue::N,pazneht,kanopa
156,Kralle::N,dráp,nagas
157,Schwanz::N,ocas,uodega
158,Ei::N,vejce,kiaušinis
159,Nest::N,hnízdo,gūžta
160,Nest::N,hnízdo,lizdas
161,Bau::N,nora,ola
162,Tier::N,zvíře,gyvūnas
163,Herde::N,stádo,banda
164,Herde::N,stádo,kaimenė
165,Kuh::N,kráva,karvė
166,Bulle::N,býk,bulius
167,Pferd::N,kůň,arklys
168,Schaf::N,ovce,avis
169,Schwein::N,vepř,kiaulė
170,Schwein::N,prase,kiaulė
171,Hund::N,pes,šuo
172,Katze::N,kočka,katė
173,Bär::N,medvěd,lokys
174,Eichhörnchen::N,veverka,voveraitė
175,Elch::N,los,briedis
176,Fuchs::N,liška,lapė
177,Hase::N,zajíc,kiškas
178,Maus::N,myš,pelė
179,Wolf::N,vlk,vilkas
180,Vogel::N,pták,paukštis
181,Schwarm::N,roj,spiečius
182,Schwarm::N,hejno,spiečius
183,Huhn::N,kuře,višta
184,Huhn::N,slepice,višta
185,Hahn::N,kohout,gaidys
186,Gans::N,husa,žąsis
187,Adler::N,orel,erelis
188,Ente::N,kachna,antis
189,Eule::N,sova,pelėda
190,Kranich::N,jeřáb,gervė
191,Krähe::N,vrána,varna
192,Kuckuck::N,kukačka,gegužė
193,Schwan::N,labuť,gulbė
194,Fisch::N,ryba,žuvis
195,Barsch::N,okoun,ešerys
196,Hecht::N,štika,lydeka
197,Schlange[Tier]::N,had,gyvatė
198,Wurm::N,červ,kirmėlė
199,Spinne::N,pavouk,voras
200,Ameise::N,mravenec,skruzdė
201,Laus::N,veš,utėlė
202,Mücke::N,komár,uodas
203,Fliege::N,moucha,musė
204,Schmetterling::N,motýl,drugys
205,Schmetterling::N,motýl,peteliškė
206,Beere::N,bobule,uoga
207,Apfel::N,jablko,obuolys
208,Pilz::N,houba,grybas
209,Zwiebel::N,cibule,svogūnas
210,Saat::N,osivo,sėkla
211,Korn::N,zrno,grūdai
212,Heu::N,seno,šienas
213,Schale::N,slupka,žievelė
214,Schale::N,skořápka,žievelė
215,Grube::N,jáma,duobė
216,Falle::N,past,pinklės
217,Falle::N,past,žabangai
218,Falle::N,léčka,pinklės
219,Falle::N,léčka,žabangai
220,Schlinge::N,smyčka,kilpa
221,Spur::N,stopa,vėžė
222,Spur::N,stopa,pėdos
223,Spur::N,stopa,pėdsakas
224,Asche::N,popel,pelenai
225,Dreck::N,špína,purvas
226,Eisen::N,železo,geležis
227,Gold::N,zlato,auksas
228,Silber::N,stříbro,sidabras
229,Kohle::N,uhlí,anglis
230,Glas::N,sklo,stiklas
231,Lehm::N,jíl,molis
232,Lehm::N,hlína,molis
233,Sand::N,písek,smėlis
234,Mensch::N,člověk,žmogus
235,Mann::N,muž,vyras
236,Mann::N,muž,vyriškis
237,Frau::N,žena,moteris
238,Kind::N,dítě,vaikas
239,Junge::N,hoch,vaikinas
240,Junge::N,hoch,berniukas
241,Junge::N,chlapec,vaikinas
242,Junge::N,chlapec,berniukas
243,Mädchen::N,děvče,mergytė
244,Mädchen::N,děvče,mergaitė
245,Familie::N,rodina,šeima
246,Großvater::N,děd,senelis
247,Großvater::N,dědeček,senelis
248,Großmutter::N,babička,senelė
249,Eltern::N,rodiče,tėvai
250,Vater::N,otec,tėvas
251,Mutter::N,matka,motina
252,Sohn::N,syn,sūnus
253,Tochter::N,dcera,duktė
254,Bruder::N,bratr,brolis
255,Schwester::N,sestra,sesuo
256,Onkel::N,strýc,dėdė
257,Tante::N,teta,teta
258,Ehemann::N,choť,vyras
259,Ehemann::N,manžel,vyras
260,Ehefrau::N,choť,žmona
261,Ehefrau::N,manželka,žmona
262,Freude::N,radost,džiaugsmas
263,Gelächter::N,smích,juokas
264,Glück::N,štěstí,laimė
265,Kummer::N,žal,vargas
266,Kummer::N,žal,rūpestis
267,Kummer::N,trápení,vargas
268,Kummer::N,trápení,rūpestis
269,Wunsch::N,přání,troškimas
270,Wunsch::N,přání,pageidavimas
271,Lust::N,chuť,noras
272,Lust::N,chuť,geidulys
273,Geist::N,duch,dvasia
274,Gedanke::N,myšlenka,mintis
275,Gedächtnis::N,paměť,atmintis
276,Verstand::N,rozum,protas
277,Sinn::N,smysl,prasmė
278,Grund::N,důvod,priežastis
279,Wahrheit::N,pravda,tiesa
280,Wahrheit::N,pravda,teisybė
281,Gespräch::N,rozhovor,pokalbis
282,Märchen::N,pohádka,pasaka
283,Erzählung::N,povídka,apsakymas
284,Erzählung::N,povídka,pasakojimas
285,Nachricht::N,zpráva,žinia
286,Neuigkeit::N,novina,naujiena
287,Neuigkeit::N,novinka,naujiena
288,Name::N,jméno,vardas
289,Rätsel::N,hádanka,mįslė
290,Rede::N,řeč,kalba
291,Rede::N,proslov,kalba
292,Sprache::N,řeč,kalba
293,Sprache::N,jazyk,kalba
294,Stimme::N,hlas,balsas
295,Wort::N,slovo,žodis
296,Zeichen::N,znamení,žymė
297,Zeichen::N,znamení,ženklas
298,Ruf::N,zavolání,šauksmas
299,Lärm::N,hluk,triukšmas
300,Laut::N,zvuk,garsas
301,Ton::N,tón,tonas
302,Ton::N,tón,garsas
303,Lied::N,píseň,daina
304,Lied::N,píseň,giesmė
305,Ruhe::N,klid,ramybė
306,Ruhe::N,klid,ramumas
307,Ruhe::N,pokoj,ramybė
308,Ruhe::N,pokoj,ramumas
309,Leute::N,lidé,žmonės
310,Volk::N,národ,tauta
311,Arbeit::N,práce,darbas
312,Arbeit::N,práce,triūsas
313,Gast::N,host,svečias
314,Geschenk::N,dar,dovana
315,Spiel::N,hra,žaismas
316,Spiel::N,hra,žaidimas
317,Gesellschaft::N,společnost,draugija
318,Gesellschaft::N,společnost,kompanija
319,Hilfe::N,pomoc,pagalba
320,Freund::N,přítel,draugas
321,Freund::N,přítel,bičiulis
322,Kamerad::N,kamarád,draugas
323,Angelegenheit::N,záležitost,dalykas
324,Angelegenheit::N,záležitost,reikalas
325,Anzahl::N,počet,kiekis
326,Anzahl::N,počet,skaičius
327,Art::N,druh,rūšis
328,Stück::N,kus,gabalas
329,Stück::N,kousek,gabalas
330,Teil::N,díl,dalis
331,Teil::N,část,dalis
332,Hälfte::N,půl,pusė
333,Kreis::N,kruh,ratas
334,Kreis::N,kruh,apskritis
335,Kreis::N,kruh,apskritimas
336,Kreuz::N,kříž,kryžius
337,Linie::N,linka,linija
338,Strich::N,čára,brėžis
339,Strich::N,čára,brūkšnys
340,Strich::N,čárka,brėžis
341,Strich::N,čárka,brūkšnys
342,Abstand::N,vzdálenost,atstumas
343,Entfernung::N,vzdálenost,atstumas
344,Gegend::N,krajina,vietovė
345,Platz::N,prostor,vieta
346,Ort::N,místo,vieta
347,Ort::N,místo,vietovė
348,Seite::N,strana,pusė
349,Seite::N,strana,šonas
350,Mitte::N,střed,vidurys
351,Mitte::N,prostředek,vidurys
352,Gegenstand::N,předmět,dalykas
353,Sache::N,věc,daiktas
354,Rand::N,kraj,kraštas
355,Rand::N,kraj,pakraštys
356,Rand::N,okraj,kraštas
357,Rand::N,okraj,pakraštys
358,Kante::N,hrana,kraštas
359,Ecke::N,roh,kertė
360,Ecke::N,roh,kampas
361,Spitze::N,hrot,priekis
362,Spitze::N,hrot,priešakys
363,Spitze::N,špička,priekis
364,Spitze::N,špička,priešakys
365,Ende::N,konec,galas
366,Loch::N,díra,skylė
367,Winkel::N,kout,kampas
368,Winkel::N,kout,kampelis
369,Muster::N,vzor,raštas
370,Größe::N,velikost,dydis
371,Größe::N,velikost,didumas
372,Länge::N,délka,ilgis
373,Länge::N,délka,ilgumas
374,Höhe::N,výška,aukštis
375,Höhe::N,výška,aukštuma
376,Gewicht::N,váha,svoris
377,Gewicht::N,váha,svarstis
378,Menge::N,množství,kiekis
379,Menge::N,množství,daugybė
380,Haufen::N,kupa,krūva
381,Haufen::N,kupa,šūsnis
382,Haufen::N,hromada,krūva
383,Haufen::N,hromada,šūsnis
384,Reihe::N,řada,greta
385,Reihe::N,řádek,greta
386,Boot::N,člun,valtis
387,Boot::N,člun,laivelis
388,Ruder::N,veslo,irklas
389,Schlitten::N,sáně,rogės
390,Schlitten::N,sáně,rogutės
391,Ski::N,lyže,slidė
392,Lagerfeuer::N,táborák,laužas
393,Last::N,náklad,našta
394,Last::N,náklad,nešulys
395,Last::N,břemeno,našta
396,Last::N,břemeno,nešulys
397,Gang::N,chůze,eisena
398,Gang::N,chodba,eisena
399,Schritt::N,krok,žingsnis
400,Norden::N,sever,šiaurė
401,Norden::N,sever,žiemiai
402,Süden::N,jih,pietūs
403,Westen::N,západ,vakarai
404,Osten::N,východ,rytai
405,Holz::N,dřevo,mediena
406,Brett::N,prkno,lenta
407,Platte::N,deska,plokštė
408,Stütze::N,opěra,atrama
409,Stütze::N,opěra,atspara
410,Stange::N,tyč,lazda
411,Stange::N,tyč,kartis
412,Stange::N,tyčka,lazda
413,Stange::N,tyčka,kartis
414,Stock::N,hůlka,lazda
415,Stab::N,hůl,kartis
416,Rohr::N,trubka,vamzdis
417,Haus::N,dům,namas
418,Heim::N,domov,namai
419,Ofen::N,kamna,krosnis
420,Fußboden::N,podlaha,grindys
421,Tisch::N,stůl,stalas
422,Stuhl::N,židle,kėdė
423,Wiege::N,kolébka,lopšys
424,Bett::N,postel,lova
425,Bett::N,postel,patalai
426,Regal::N,regál,lentyna
427,Regal::N,police,lentyna
428,Kiste::N,bedna,dėžė
429,Fenster::N,okno,langas
430,Tür::N,dveře,durys
431,Tor::N,vrata,vartai
432,Zaun::N,plot,tvora
433,Dach::N,střecha,stogas
434,Leiter::N,žebřík,kopėčios
435,Besen::N,koště,šluota
436,Besen::N,smeták,šluota
437,Spaten::N,rýč,lopeta
438,Spaten::N,rýč,kastuvas
439,Schaufel::N,lopata,semtuvas
440,Gabel::N,vidlička,šakutė
441,Löffel::N,lžíce,šaukštas
442,Messer::N,nůž,peilis
443,Nagel::N,hřebík,vinis
444,Netz::N,síť,tinklas
445,Haken::N,hák,vagis
446,Haken::N,hák,kablys
447,Griff::N,držadlo,kotas
448,Griff::N,držadlo,rankena
449,Schloss::N,zámek,spyna
450,Schloss::N,zámek,užraktas
451,Bild::N,obraz,paveikslas
452,Figur::N,figura,figūra
453,Puppe::N,panenka,lėlė
454,Beutel::N,pytlík,krepšys
455,Beutel::N,pytlík,maišelis
456,Bündel::N,svazek,ryšulys
457,Tasche::N,taška,krepšelis
458,Tasche::N,brašna,krepšelis
459,Eimer::N,kýbl,kibiras
460,Eimer::N,vědro,kibiras
461,Deckel::N,víko,dangtis
462,Deckel::N,příklop,dangtis
463,Geschirr::N,nádobí,indai
464,Sack::N,pytel,maišas
465,Tasse::N,šálek,puodukas
466,Topf::N,hrnec,puodas
467,Kessel::N,kotel,katilas
468,Essen::N,jídlo,valgis
469,Nahrung::N,strava,penas
470,Nahrung::N,strava,maistas
471,Nahrung::N,potrava,penas
472,Nahrung::N,potrava,maistas
473,Speise::N,jídlo,patiekalas
474,Fleisch::N,maso,mėsa
475,Getreide::N,obilí,javai
476,Brei::N,kaše,košė
477,Brot::N,chléb,duona
478,Scheibe::N,krajíc,riekė
479,Fett::N,tuk,taukai
480,Fett::N,tuk,riebalai
481,Fett::N,omastek,taukai
482,Fett::N,omastek,riebalai
483,Butter::N,máslo,sviestas
484,Öl::N,olej,aliejus
485,Salz::N,sůl,druska
486,Suppe::N,polévka,sriuba
487,Honig::N,med,medus
488,Milch::N,mléko,pienas
489,Tee::N,čaj,arbata
490,Leder::N,kůže,oda
491,Wolle::N,vlna,vilna
492,Stoff::N,látka,audeklas
493,Nadel::N,jehla,adata
494,Faden::N,nit,gija
495,Faden::N,nit,siūlas
496,Knopf::N,knoflík,saga
497,Knoten::N,uzel,mazgas
498,Farbe::N,barva,dažai
499,Kleidung::N,šaty,rūbai
500,Kleidung::N,šaty,drabužiai
501,Kleidung::N,šatstvo,rūbai
502,Kleidung::N,šatstvo,drabužiai
503,Hemd::N,košile,marškiniai
504,Kragen::N,límec,apykaklė
505,Ärmel::N,rukáv,rankovė
506,Hose::N,kalhoty,kelnės
507,Gürtel::N,pás,juosta
508,Gürtel::N,pás,diržas
509,Gürtel::N,opasek,juosta
510,Gürtel::N,opasek,diržas
511,Mütze::N,čepice,kepurė
512,Schuh::N,bota,batas
513,Stiefel::N,holínka,auliniai batai
514,Ring::N,prsten,žiedas
515,Band::N,pásek,kaspinas
516,Kamm::N,hřeben,šukos
517,Spiegel::N,zrcadlo,veidrodis
518,Riemen::N,řemen,diržas
519,Schnur::N,šňůra,virvė
520,Leine::N,vodítko,pavadėlis
521,Decke::N,pokrývka,antklodė
522,Decke::N,přikrývka,antklodė
523,Kissen::N,polštář,pagalvė
524,Kissen::N,polštář,priegalvis
525,Tuch::N,šátek,skarelė
526,Handtuch::N,ručník,rankšluostis
527,Kraft::N,síla,jėga
528,Stärke::N,síla,stiprumas
529,Gesundheit::N,zdraví,sveikata
530,Krankheit::N,nemoc,liga
531,Krankheit::N,choroba,liga
532,Schmerz::N,bolest,skausmas
533,Wunde::N,rána,žaizda
534,Fieber::N,horečka,karštis
535,Arznei::N,lék,vaistas
536,Brücke::N,most,tiltas
537,Brunnen::N,studna,šulinys
538,Weide::N,pastva,ganykla
539,Weide::N,pastva,gluosnis
540,Weide::N,pastvina,ganykla
541,Weide::N,pastvina,gluosnis
542,Pfad::N,pěšina,takas
543,Weg::N,cesta,kelias
544,Straße::N,silnice,gatvė
545,Dorf::N,vesnice,kaimas
546,Dorf::N,vesnice,sodžius
547,Stadt::N,město,miestas
548,Brief::N,dopis,laiškas
549,Buch::N,kniha,knyga
550,Buchstabe::N,písmeno,raidė
551,Zeitung::N,noviny,laikraštis
552,Leben::N,život,gyvybė
553,Leben::N,život,gyvenimas
554,Tod::N,smrt,mirtis
555,Grab::N,hrob,kapas
556,Kirche::N,kostel,bažnyčia
557,Sünde::N,hřích,nuodėmė
558,Sünde::N,hřích,nusidėjimas
559,Gott::N,bůh,dievas
560,Arbeiter::N,dělník,darbininkas
561,Arbeiter::N,pracovník,darbininkas
562,Chef::N,šéf,šefas
563,Chef::N,šéf,vadovas
564,Chef::N,šéf,viršininkas
565,Chef::N,vedoucí,šefas
566,Chef::N,vedoucí,vadovas
567,Chef::N,vedoucí,viršininkas
568,Meister::N,mistr,meistras
569,Arzt::N,lékař,gydytojas
570,Lehrer::N,učitel,mokytojas
571,Geld::N,peníze,pinigai
572,Geschäft::N,obchod,biznis
573,Laden::N,krám,krautuvė
574,Laden::N,krám,parduotuvė
575,Preis::N,cena,kaina
576,Ware::N,zboží,prekė
577,Nutzen::N,užitek,nauda
578,Nutzen::N,užitek,pelnas
579,Reichtum::N,bohatství,turtas
580,Welt::N,svět,pasaulis
581,Land::N,země,žemė
582,Land::N,země,šalis
583,Staat::N,stát,valstija
584,König::N,král,karalius
585,Macht::N,moc,galia
586,Macht::N,moc,valdžia
587,Macht::N,mocnost,galia
588,Macht::N,mocnost,valdžia
589,Grenze::N,hranice,riba
590,Grenze::N,hranice,siena
591,Krieg::N,válka,karas
592,Feind::N,nepřítel,priešas
593,Gewalt::N,násilí,jėga
594,Gewalt::N,násilí,smurtas
595,Gewalt::N,násilí,prievarta
596,Kampf::N,boj,kova
597,Bogen[Waffe]::N,luk,lankas
598,Pfeil::N,šíp,strėlė
599,Gewehr::N,puška,šautuvas
600,Gewehr::N,ručnice,šautuvas
601,Fehler::N,chyba,klaida
602,Lüge::N,lež,melas
603,Schaden::N,škoda,nuostolis
604,Schaden::N,škoda,apgadinimas
605,Unglück::N,neštěstí,nelaimė
606,Schuld::N,vina,kaltė
607,Alter::N,věk,amžius
608,Schluss::N,konec,pabaiga
609,Zeit::N,čas,laikas
610,Tag::N,den,diena
611,Morgen::N,ráno,rytas
612,Morgen::N,jitro,rytas
613,Mittag::N,poledne,vidurdienis
614,Abend::N,večer,vakaras
615,Nacht::N,noc,naktis
616,Woche::N,týden,savaitė
617,Monat::N,měsíc,mėnuo
618,Jahr::N,rok,metai
619,Frühling::N,jaro,pavasaris
620,Sommer::N,léto,vasara
621,Herbst::N,podzim,ruduo
622,Winter::N,zima,žiema
623,Januar::N,leden,sausis
624,Februar::N,únor,vasaris
625,März::N,březen,kovas
626,April::N,duben,balandis
627,Mai::N,květen,gegužė
628,Juni::N,červen,birželis
629,Juli::N,červenec,liepa
630,August::N,srpen,rugpjūtis
631,September::N,září,rugsėjis
632,Oktober::N,říjen,spalis
633,November::N,listopad,lapkritis
634,Dezember::N,prosinec,gruodis
635,Montag::N,pondělí,pirmadienis
636,Montag::N,pondělek,pirmadienis
637,Dienstag::N,úterý,antradienis
638,Mittwoch::N,středa,trečiadienis
639,Donnerstag::N,čtvrtek,ketvirtadienis
640,Freitag::N,pátek,penktadienis
641,Samstag::N,sobota,šeštadienis
642,Sonntag::N,neděle,sekmadienis
643,groß::A,velký,didis
644,groß::A,velký,didelis
645,klein::A,malý,mažas
646,lang::A,dlouhý,ilgas
647,kurz::A,krátký,trumpas
648,breit::A,široký,platus
649,schmal::A,úzký,smulkus
650,dicht::A,hustý,tankus
651,dick[Gegenstand]::A,tlustý,storas
652,dünn::A,tenký,plonas
653,fein::A,jemný,smulkus
654,fest::A,pevný,kietas
655,fest::A,pevný,tvirtas
656,flach::A,plochý,lėkštas
657,flach::A,plochý,plokščias
658,flach::A,placatý,lėkštas
659,flach::A,placatý,plokščias
660,glatt::A,hladký,slidus
661,hart::A,tvrdý,kietas
662,weich::A,měkký,minkštas
663,rund::A,kulatý,apvalus
664,rund::A,kulatý,apskritas
665,rund::A,okrouhlý,apvalus
666,rund::A,okrouhlý,apskritas
667,spitz::A,špičatý,aštrus
668,spitz::A,špičatý,smailus
669,scharf::A,ostrý,aštrus
670,stumpf::A,tupý,bukas
671,stumpf::A,tupý,atšipęs
672,schwer::A,těžký,sunkus
673,schön::A,pěkný,gražus
674,schön::A,krásný,gražus
675,heiß::A,horký,karštas
676,warm::A,teplý,šiltas
677,kalt::A,studený,šaltas
678,kühl::A,chladný,vėsus
679,kühl::A,chladný,bejausmis
680,frisch::A,svěží,šviežias
681,feucht::A,vlhký,drėgnas
682,nass::A,mokrý,šlapias
683,trocken::A,suchý,sausas
684,voll::A,plný,pilnas
685,leer::A,prázdný,tuščias
686,offen::A,otevřený,atviras
687,geschlossen::A,zavřený,uždaras
688,geschlossen::A,zavřený,uždarytas
689,sauber::A,čistý,švarus
690,schmutzig::A,špinavý,nešvarus
691,schmutzig::A,špinavý,purvinas
692,roh::A,syrový,žalias
693,reif::A,zralý,prinokęs
694,reif::A,zralý,pribrendęs
695,lecker::A,chutný,gardus
696,süß::A,sladký,saldus
697,bitter::A,hořký,kartus
698,sauer::A,kyselý,gižus
699,sauer::A,kyselý,rūgštus
700,hell::A,světlý,šviesus
701,hell::A,světlý,skaistus
702,dunkel::A,temný,tamsus
703,schwarz::A,černý,juodas
704,weiß::A,bílý,baltas
705,rot::A,rudý,raudonas
706,rot::A,červený,raudonas
707,gelb::A,žlutý,geltonas
708,blau::A,modrý,mėlynas
709,grün::A,zelený,žalias
710,grau::A,šedý,pilkas
711,grau::A,šedivý,pilkas
712,bunt::A,pestrý,margas
713,bunt::A,pestrý,spalvotas
714,billig::A,levný,pigus
715,billig::A,laciný,pigus
716,teuer::A,drahý,brangus
717,wertvoll::A,cenný,vertingas
718,blind::A,slepý,aklas
719,taub::A,hluchý,kurčias
720,kräftig::A,silný,stiprus
721,stark::A,silný,stiprus
722,schwach::A,slabý,silpnas
723,fett::A,tučný,riebus
724,fett::A,tlustý,riebus
725,schlank::A,štíhlý,laibas
726,schlank::A,štíhlý,lieknas
727,hübsch::A,hezký,gražus
728,böse::A,zlý,blogas
729,dumm::A,hloupý,paikas
730,dumm::A,hloupý,kvailas
731,faul::A,líný,tingus
732,fleißig::A,pilný,stropus
733,fleißig::A,pilný,kruopštus
734,geizig::A,lakomý,šykštus
735,klug::A,chytrý,sumanus
736,klug::A,chytrý,protingas
737,geschickt::A,šikovný,apsukrus
738,lieb::A,milý,mielas
739,lustig::A,veselý,smagus
740,lustig::A,veselý,linksmas
741,sanft::A,mírný,švelnus
742,sanft::A,mírný,minkštas
743,hungrig::A,hladový,alkanas
744,krank::A,nemocný,ligotas
745,krank::A,nemocný,sergantis
746,nackt::A,nahý,nuogas
747,traurig::A,smutný,liūdnas
748,traurig::A,truchlivý,liūdnas
749,lebendig::A,živý,gyvas
750,gut::A,dobrý,geras
751,schlecht::A,špatný,blogas
752,schlecht::A,špatný,prastas
753,richtig::A,pravý,tikras
754,richtig::A,pravý,teisingas
755,richtig::A,správný,tikras
756,richtig::A,správný,teisingas
757,schlimm::A,zlý,blogas
758,schlimm::A,zlý,prastas
759,wahr::A,pravdivý,tikras
760,alt::A,starý,senas
761,neu::A,nový,naujas
762,ehemalig::A,bývalý,buvęs
763,alt[Lebewesen]::A,starý,pagyvenęs
764,jung::A,mladý,jaunas
765,arm::A,chudý,neturtingas
766,reich::A,bohatý,turtingas
767,bekannt::A,známý,žinomas
768,bekannt::A,známý,pažįstamas
769,berühmt::A,slavný,žymus
770,berühmt::A,slavný,garsus
771,fremd::A,cizí,svetimas
772,verschieden::A,různý,įvairus
773,verschieden::A,rozličný,įvairus
774,nah::A,blízký,artimas
775,fern::A,daleký,tolimas
776,linker::A,levý,kairys
777,rechter::A,pravý,dešinys
778,anderer::A,jiný,kitas
779,erster::A,první,pirmas
780,zweiter::A,druhý,antras
781,dritter::A,třetí,trečias
782,letzter::A,poslední,paskutinis
783,allein::ADV,sám,vienas
784,auf einmal::ADV,najednou,iš karto
785,zusammen::ADV,spolu,kartu
786,zusammen::ADV,spolu,drauge
787,zusammen::ADV,dohromady,kartu
788,zusammen::ADV,dohromady,drauge
789,lange::ADV,dlouho,ilgai
790,plötzlich::ADV,vtom,staiga
791,plötzlich::ADV,náhle,staiga
792,sofort::ADV,hned,tuojau
793,sofort::ADV,ihned,tuojau
794,später::ADV,později,vėliau
795,später::ADV,později,paskiau
796,jetzt::ADV,teď,dabãr
797,jetzt::ADV,nyní,dabãr
798,heute::ADV,dnes,šiandien
799,heute::ADV,dneska,šiandien
800,morgen::ADV,zítra,rytoj
801,bald::ADV,brzo,greitai
802,bald::ADV,brzo,netrukus
803,dann::ADV,pak,po to
804,dann::ADV,potom,po to
805,gestern::ADV,včera,vakar
