,Concept_ID,ml,hu
647,lieb::A,പ്രിയപ്പെട്ട,drága
648,lieb::A,പ്രിയപ്പെട്ട,kedves
649,lustig::A,ആനന്ദകരമായ,víg
650,lustig::A,ആനന്ദകരമായ,vidám
651,sanft::A,സൌമ്യമായ,enyhe
652,hungrig::A,വിശപ്പുള്ള,éhes
653,krank::A,അസുഖമുള്ള,beteg
654,nackt::A,നഡമായ,csupasz
655,nackt::A,നഡമായ,meztelen
656,traurig::A,വിഷമമുള്ള,bús
657,traurig::A,വിഷമമുള്ള,szomorú
658,lebendig::A,ഉപജീവനം,élő
659,gut::A,നല്ല,jó
660,schlecht::A,മോശമായ,rossz
661,richtig::A,ശരിയായ,helyes
662,schlimm::A,വൃത്തികെട്ട,rossz
663,wahr::A,ശരിയായ,igaz
664,alt::A,പഴയ,ó
665,alt::A,പഴയ,régi
666,neu::A,പുതിയ,új
667,ehemalig::A,മുൻ,volt
668,ehemalig::A,മുൻ,egykori
669,alt[Lebewesen]::A,വയസ്സുള്ള,öreg
670,jung::A,കൌമാരമായ,fiatal
671,arm::A,പാവപ്പെട്ട,szegény
672,reich::A,സമ്പന്നമായ,gazdag
673,bekannt::A,പരിചിതമായ,ismert
674,bekannt::A,പരിചിതമായ,ismeretes
675,berühmt::A,പ്രശസ്തനായ,híres
676,fremd::A,വൈദേശികമായ,idegen
677,verschieden::A,വ്യത്യസ്തമായ,különböző
678,nah::A,അരികത്തുള്ള,közeli
679,fern::A,അകലെയുള്ള,távoli
680,linker::A,അവശേഷിച്ച,bal
681,rechter::A,വലത്തേ,jobb
682,anderer::A,മറ്റുള്ള,más
683,anderer::A,മറ്റുള്ള,másik
684,erster::A,ആദ്യത്തെ,első
685,zweiter::A,രണ്ടാം,második
686,dritter::A,മൂന്നാമത്,harmadik
687,letzter::A,അവസാനത്തെ,utolsó
688,allein::ADV,തനിച്ചുള്ള,egyedül
689,auf einmal::ADV,ഉടന്,egyszerre
690,zusammen::ADV,ഒരുമിച്ച,együtt
691,zusammen::ADV,ഒരുമിച്ച,összesen
692,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,sokáig
693,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,hosszan
694,plötzlich::ADV,പെട്ടെന്ന്,hirtelen
695,plötzlich::ADV,പെട്ടെന്ന്,egyszerre
696,sofort::ADV,തത്ക്ഷണം,rögtön
697,sofort::ADV,തത്ക്ഷണം,tüstént
698,später::ADV,പിന്നീട്,későn
699,jetzt::ADV,ഇപ്പോൾ,most
700,heute::ADV,ഇന്ന്,ma
701,morgen::ADV,നാളെ,holnap
702,bald::ADV,ഉടനെ,majd
703,bald::ADV,ഉടനെ,nemsokára
704,dann::ADV,അപ്പോൾ,akkor
705,gestern::ADV,ഇന്നലെ,tegnap
706,einst::ADV,പണ്ടൊരിക്കല്,hajdan
707,damals::ADV,അപ്പോൾ,akkor
708,damals::ADV,അപ്പോൾ,akkoriban
709,danach::ADV,പിന്നീട്,azután
710,vorher::ADV,മുൻപ്,előbb
711,zuerst::ADV,ആദ്യം,először
712,einmal::ADV,ഒരിക്കൽ,egyszer
713,manchmal::ADV,ചിലപ്പോൾ,néha
714,manchmal::ADV,ചിലപ്പോൾ,olykor
715,oft::ADV,പലപ്പോഴും,sokszor
716,immer::ADV,എപ്പോഴും,mindig
717,niemals::ADV,ഒരിക്കലും,sohasem
718,hier::ADV,ഇവിടെ,itt
719,hierhin::ADV,ഇവിടേക്ക്,erre
720,von hier::ADV,ഇവിടെനിന്ന്,innen
721,dort::ADV,അവിടെ,ott
722,dorthin::ADV,അവിടേക്ക്,oda
723,geradeaus::ADV,മുമ്പിൽ,egyenesen
724,geradeaus::ADV,മുമന്നോട്ട്,egyenesen
725,vorwärts::ADV,മുന്നോട്ട്,előre
726,rückwärts::ADV,തലതിരിച്ച്,hátrafelé
727,zurück::ADV,പുറകിലേക്ക്,hátra
728,zurück::ADV,പുറകിലേക്ക്,vissza
729,unten::ADV,താഴെ,alul
730,hinab::ADV,താഴേക്ക്,le
731,hinab::ADV,താഴേക്ക്,lefelé
732,oben::ADV,മുകളിൽ,fenn
733,oben::ADV,മുകളിൽ,felül
734,hinauf::ADV,മുകളിൽ,fel
735,hinauf::ADV,മുകളിൽ,felfelé
736,überall::ADV,എല്ലായിടത്തും,mindenütt
737,nicht::ADV,ഇല്ല,nem
738,ein wenig::ADV,കുറച്ച്,egy kicsit
739,kaum::ADV,കഷ്ടിച്ച്,alig
740,sehr::ADV,വളരെ,nagyon
741,so::ADV,അങ്ങനെ,úgy
742,noch::ADV,ഇപ്പോഴും,még
743,nur::ADV,മാത്രം,csak
744,nur::ADV,മാത്രം,csupán
745,schon::ADV,നേരത്തേ തന്നെ,már
746,wieder::ADV,വീണ്ടും,ismét
747,wieder::ADV,വീണ്ടും,megint
748,vergebens::ADV,വിഫല,hiába
749,vor::PRP,മുമ്പിൽ,előtt
750,hinter::PRP,പുറകിൽ,mögött
751,unter::PRP,കീഴിൽ,alatt
752,durch::PRP,ഉള്ളിലൂടെ,át
753,durch::PRP,ഉള്ളിലൂടെ,keresztül
754,neben::PRP,അടുത്ത്,mellett
755,zwischen::PRP,ഇടയ്ക്ക്,között
756,wegen::PRP,നിമിത്തം,miatt
757,wegen::PRP,നിമിത്തം,végett
758,dies::PRN,ഇത്,ez
759,das::PRN,അത്,az
760,alles::PRN,എല്ലാം,minden
761,ich::PRN,ഞാൻ,én
762,du::PRN,നിങ്ങൾ,te
763,er::PRN,അദ്ദേഹം,ő
764,er::PRN,അയാൾ,ő
765,er::PRN,അവൻ,ő
766,er::PRN,അവർ,ő
767,er::PRN,അവൾ,ő
768,wir::PRN,നമ്മൾ,mi
769,ihr::PRN,നിങ്ങൾ,ti
770,sie::PRN,അവർ,ők
771,was::FPRN,എന്ത്,mi
772,wer::FPRN,ആര്,ki
773,wo::FADV,എവിടെ,hol
774,wohin::FADV,എവിടേക്ക്,hova
775,wie::FADV,എങ്ങനെ,hogy
776,wie::FADV,എങ്ങനെ,hogyan
777,warum::FADV,എന്തുകൊണ്ട്,miért
778,wieviel::FNUM,എത്ര,hány
779,wieviel::FNUM,എത്ര,mennyi
780,eins::NUM,ഒന്ന്,egy
781,zwei::NUM,രണ്ട്,kettő
782,drei::NUM,മൂന്ന്,három
783,vier::NUM,നാല്,négy
784,fünf::NUM,അഞ്ച്,öt
785,sechs::NUM,ആറ്,hat
786,sieben::NUM,ഏഴ്,hét
787,acht::NUM,എട്ട്,nyolc
788,neun::NUM,ഒമ്പത്,kilenc
789,zehn::NUM,പത്ത്,tíz
790,elf::NUM,പതിനൊന്ന്,tizenegy
791,zwölf::NUM,പന്ത്രണ്ട്,tizenkettő
792,zwanzig::NUM,ഇരുപത്,húsz
793,dreißig::NUM,മുപ്പത്,harminc
794,vierzig::NUM,നാൽപ്പത്,negyven
795,fünfzig::NUM,അൻപത്,ötven
796,sechzig::NUM,അറുപത്,hatvan
797,siebzig::NUM,എഴുപത്,hetven
798,achtzig::NUM,എൺപത്,nyolcvan
799,neunzig::NUM,തൊണ്ണൂറ്,kilencven
800,hundert::NUM,നൂറ്,száz
801,tausend::NUM,ആയിരം,ezer
802,und::CNJ,ഉം,és
803,und::CNJ,ഉം,meg
804,oder::CNJ,അഥവാ,vagy
805,stehen::V,നിൽക്കുക,áll
806,sitzen::V,ഇരിക്കുക,ül
807,liegen::V,കിടക്കുക,fekszik
808,hängen::V,തൂങ്ങുക,függ
809,werden::V,ആയിത്തീരുക,lesz
810,passieren::V,സംഭവിക്കുക,történik
811,beginnen::V,ആരംഭിക്കുക,kezdődik
812,enden::V,അവസാനിപ്പിക്കുക,végződik
813,enden::V,അവസാനിപ്പിക്കുക,befejeződik
814,wechseln::V,മാറ്റുക,változik
815,aufgehen[Sonne]::V,ഉയരുക,kel
816,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,lemegy
817,scheinen[Sonne]::V,പ്രകാശിക്കുക,süt
818,donnern::V,ഇടിവെട്ടുക,dörög
819,wehen::V,വീശുക,fúj
820,strömen::V,ഒഴുകുക,áramlik
821,fließen::V,ഒഴുകുക,folyik
822,sich drehen::V,ചുറ്റുക,forog
823,sich drehen::V,കറക്കുക,forog
824,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,inog
825,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,ingadozik
826,schwingen::V,ആടുക,leng
827,fallen::V,വീഴുക,esik
828,brennen::V,കത്തുക,ég
829,rauchen::V,പുകയുക,füstöl
830,regnen::V,മഴ_പെയ്യുക,esik
831,gefrieren::V,തണത്ത്_മരവിക്കുക,megfagy
832,tauen::V,അലിയുക,olvad
833,schmelzen::V,ഉരുകുക,olvad
834,schmelzen::V,ഉരുകുക,elolvad
835,trocknen::V,വരളുക,szárad
836,sieden::V,തിളപ്പിക്കുക,forr
837,faulen::V,ചീയുക,rothad
838,verfaulen::V,അഴുകുക,elrothad
839,verfaulen::V,അഴുകുക,megrothad
840,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,szakad
841,versinken::V,മുക്കുക,süllyed
842,versinken::V,മുക്കുക,elsüllyed
843,vergehen::V,കടന്നുപോകുക,múlik
844,vergehen::V,കടന്നുപോകുക,elmúlik
845,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,feltűnik
846,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,megjelenik
847,verschwinden::V,അദൃശ്യമാകുക,letűnik
848,sinken::V,താഴുക,süllyed
849,abnehmen::V,കുറിയുക,apad
850,abnehmen::V,കുറിയുക,csökken
851,zunehmen::V,വർദ്ധിക്കുക,növekszik
852,zunehmen::V,വർദ്ധിക്കുക,gyarapszik
853,steigen::V,ഉയരുക,emelkedik
854,wachsen::V,വളരുക,nő
855,wachsen::V,വളരുക,terem
856,wachsen::V,വളരുക,növekszik
857,glänzen::V,മിന്നുക,ragyog
858,glänzen::V,മിന്നുക,fénylik
859,funkeln::V,തിളങ്ങുക,csillog
860,funkeln::V,തിളങ്ങുക,tündöklik
861,lärmen::V,ശബ്ദമുണ്ടാക്കുക,lármázik
862,läuten::V,മണിമുഴങ്ങുക,cseng
863,klingeln::V,ചിലമ്പുക,csenget
864,klirren::V,കിലുക്കുക,csörömpöl
865,brausen::V,മുഴങ്ങുക,zúg
866,brausen::V,മുഴങ്ങുക,morajlik
867,rauschen::V,അനങ്ങുക,zúg
868,klingen::V,മുഴക്കുക,hangzik
869,bellen::V,കുരയ്ക്കുക,ugat
870,heulen::V,ഓരിയിടുക,bőg
871,heulen::V,ഓരിയിടുക,üvölt
872,blasen::V,ഊതുക,fúj
873,pfeifen::V,വിസിലടിക്കുക,fütyül
874,schreien::V,ആക്രോശിക്കുക,kiált
875,schreien::V,ആക്രോശിക്കുക,kiabál
876,stöhnen::V,അരക്കം,nyög
877,stöhnen::V,ആർത്തനാദം,nyög
878,zittern::V,വിറയ്ക്കുക,remeg
879,zittern::V,വിറയ്ക്കുക,reszket
880,leben::V,താമസിക്കുക,él
881,geboren werden::V,ജനിക്കുക,születik
882,atmen::V,ശ്വസിക്കുക,lélegzik
883,trinken::V,കുടിക്കുക,iszik
884,essen::V,കഴിക്കുക,eszik
885,schlucken::V,വിഴുങ്ങുക,nyel
886,müde werden::V,ക്ഷീണിക്കുക,elfárad
887,müde werden::V,ക്ഷീണിക്കുക,kifárad
888,einschlafen::V,നിദ്രിക്കുക,elalszik
889,schlafen::V,ഉറങ്ങുക,alszik
890,aufwachen::V,ഉണരുക,felébred
891,aufstehen::V,എഴുന്നേൽക്കുക,felkel
892,sich erholen::V,വിശ്രമിക്കുക,pihen
893,krank werden::V,ദീനംപിടിക്കുക,megbetegedik
894,krank werden::V,ദീനംപിടിക്കുക,belebetegszik
895,krank sein::V,രോഗികളാകുക,betegeskedik
896,schmerzen::V,വേദനിക്കുക,fáj
897,husten::V,ചുമയ്ക്കുക,köhög
898,genesen::V,സുഖപ്പെടുക,meggyógyul
899,sterben::V,മരിക്കുക,hal
900,umkommen::V,മരിക്കുക,elpusztul
901,sich bewegen::V,സ്ഥലം_മാറുക,mozog
902,sich rühren::V,ചലിക്കുക,mozdul
903,sich erheben::V,നിൽക്കുക,feláll
904,sich erheben::V,നിൽക്കുക,felemelkedik
905,sich setzen::V,ഇരിക്കുക,ül
906,sich setzen::V,ഇരിക്കുക,leül
907,hinfallen::V,വീഴുക,bukik
908,hinfallen::V,വീഴുക,elesik
909,laufen::V,നടക്കുക,jár
910,schreiten::V,നടക്കുക,lép
911,spazierengehen::V,ഉലാത്തുക,sétál
912,eilen::V,പാഞ്ഞെത്തുക,siet
913,sich beeilen::V,തിരിക്കുകൂട്ടുക,siet
914,sich beeilen::V,തിടുക്കം_കാട്ടുക,siet
915,sausen::V,കുതിക്കുക,robog
916,rennen::V,ഓടുക,fut
917,rennen::V,ഓടുക,szalad
918,springen::V,ചാടുക,ugrik
919,klettern::V,കയറുക,kúszik
920,schaukeln::V,ഇളകുക,hintázik
921,kriechen::V,പതുങ്ങികയറുക,kúszik
922,schwimmen::V,നീന്തുക,úszik
923,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,merül
924,rudern::V,തുഴയുക,evez
925,fahren::V,വാഹനം ഓടിക്കുക,jár
926,fahren::V,വാഹനം ഓടിക്കുക,megy
927,fahren::V,വാഹനം ഓടിക്കുക,utazik
928,fliegen::V,പറക്കുക,száll
929,gehen::V,പോകുക,megy
930,weggehen::V,വിടുക,elmegy
931,abfahren::V,പുറപ്പെടുക,indul
932,anhalten::V,നിർത്തുക,megáll
933,hineingehen::V,പ്രവേശിക്കുക,bemegy
934,eintreten::V,പ്രവേശിക്കുക,belép
935,kommen::V,വരുക,jön
936,ankommen::V,എത്തിച്ചേരുക,érkezik
937,ankommen::V,എത്തിച്ചേരുക,megérkezik
938,zurückkommen::V,തിരിച്ചു വരുക,visszajön
939,bleiben::V,തുടരുക,marad
940,bleiben::V,തുടരുക,megmarad
941,warten::V,കാത്തിരിക്കുക,vár
942,warten::V,കാത്തിരിക്കുക,várakozik
943,erwarten::V,പ്രതീക്ഷിക്കുക,vár
944,erwarten::V,പ്രതീക്ഷിക്കുക,megvár
945,suchen::V,തിരയുക,kutat
946,finden::V,കണ്ടെത്തുക,talál
947,versuchen::V,ശ്രമിക്കുക,megpróbál
948,versuchen::V,ശ്രമിക്കുക,megkísérel
949,vorbereiten::V,തയ്യാറെടുക്കുക,előkészít
950,lieben::V,സ്നേഹിക്കുക,szeret
951,mögen::V,ഇഷ്ടപ്പെടുക,szeret
952,lachen::V,ചിരിക്കുക,nevet
953,rühren::V,ഹൃദയം സ്പർശിക്കുക,mozdít
954,weinen::V,തേങ്ങുക,sír
955,schimpfen::V,പിറുപിറുക്കുക,szid
956,schimpfen::V,പിറുപിറുക്കുക,szitkozódik
957,sich ärgern::V,കോപിക്കുക,mérgelődik
958,sich ärgern::V,കോപിക്കുക,bosszankodik
959,sich fürchten::V,പേടിക്കുക,fél
960,sich fürchten::V,പേടിക്കുക,retteg
961,fürchten::V,പേടിക്കുക,fél
962,fliehen::V,രക്ഷപ്പെടുക,menekül
963,flüchten::V,രക്ഷപ്പെടുക,elmenekül
964,sehen::V,കാണുക,néz
965,anschauen::V,നോക്കുക,megnéz
966,ansehen::V,നോക്കുക,néz
967,ansehen::V,നോക്കുക,ránéz
968,ansehen::V,നോക്കുക,megnéz
969,hören::V,കേൾക്കുക,hall
970,zuhören::V,ശ്രദ്ധിക്കുക,hallgat
971,zuhören::V,ശ്രദ്ധിക്കുക,meghallgat
972,probieren::V,രുചിയുള്ളതായി_തോന്നുക,kóstol
973,probieren::V,രുചിയുള്ളതായി_തോന്നുക,megkóstol
974,riechen::V,മണത്തു_നോക്കുക,szagol
975,fühlen::V,സ്പർശിച്ചറിയുക,érez
976,scheinen::V,കാണപ്പെടുക,tűnik
977,scheinen::V,കാണപ്പെടുക,látszik
978,zu sehen sein::V,വെളിച്ചപ്പെടുക,mutatkozik
979,vernehmen::V,കേൾക്കുക,hall
980,frieren::V,വിറയ്ക്കുക,fázik
981,tun::V,ചെയ്യുക,csinál
982,tun::V,ചെയ്യുക,cselekszik
983,können::V,കഴിയുക,tud
984,wollen::V,വേണുക,akar
985,anfangen::V,തുടങ്ങുക,kezd
986,beenden::V,പൂർത്തിയാക്കുക,befejez
987,aufhören::V,നിർത്തുക,megszűnik
988,gelingen::V,വിജയിക്കുക,sikerül
989,geraten::V,പരിണമിക്കുക,kerül
990,geraten::V,പരിണമിക്കുക,jut
991,öffnen::V,തുറക്കുക,nyit
992,öffnen::V,തുറക്കുക,kinyit
993,schließen::V,അടയ്ക്കുക,csuk
994,schließen::V,അടയ്ക്കുക,becsuk
995,stellen::V,വയ്ക്കുക,állít
996,stellen::V,വയ്ക്കുക,helyez
997,setzen::V,വയ്ക്കുക,ültet
998,setzen::V,വയ്ക്കുക,helyez
999,legen::V,ഇടുക,tesz
1000,legen::V,ഇടുക,fektet
1001,berühren::V,തൊടുക,érint
1002,verbinden::V,ഘടിപ്പിക്കുക,beköt
1003,verbinden::V,ഘടിപ്പിക്കുക,összeköt
1004,bedecken::V,മുടുക,betakar
1005,bedecken::V,മുടുക,beborít
1006,aufhängen::V,കെട്ടിതൂക്കുക,felakaszt
1007,anzünden::V,കത്തിക്കുക,gyújt
1008,anzünden::V,കത്തിക്കുക,meggyújt
1009,aufheben::V,പെറുക്കിയെടുക്കുക,felemel
1010,zurücklassen::V,വച്ചുപോരുക,hátrahagy
1011,verlieren::V,നഷ്ടപ്പെടുക,veszít
1012,verlieren::V,നഷ്ടപ്പെടുക,elveszít
1013,fallen lassen::V,വീഴ്ത്തുക,elejt
1014,machen::V,ഉണ്ടാക്കുക,tesz
1015,machen::V,ഉണ്ടാക്കുക,csinál
1016,herstellen::V,ഉൽപാദിപ്പിക്കുക,gyárt
1017,herstellen::V,ഉൽപാദിപ്പിക്കുക,előállít
1018,bauen::V,നിർമ്മിക്കുക,épít
1019,reparieren::V,നന്നാക്കുക,javít
1020,reparieren::V,നന്നാക്കുക,kijavít
1021,reparieren::V,നന്നാക്കുക,megjavít
1022,verbessern::V,മെച്ചപ്പെടുക,megjavít
1023,ändern::V,മാറ്റംവരുത്തുക,változtat
1024,ändern::V,മാറ്റംവരുത്തുക,megváltoztat
1025,graben::V,കുഴിക്കുക,ás
1026,beugen::V,വണങ്ങുക,meghajt
1027,biegen::V,കുനിയുക,hajlít
1028,drehen::V,തിരിക്കുക,forgat
1029,wenden::V,തിരിയുക,fordít
1030,wenden::V,തിരിയുക,megfordít
1031,umdrehen::V,തിരിയുക,megfordít
1032,umdrehen::V,തിരിയുക,megforgat
1033,heben::V,ഉയർത്തുക,emel
1034,hochheben::V,ഉയർത്തുക,felemel
1035,ergreifen::V,ബലമായി_പിടിക്കുക,megfog
1036,halten::V,പിടിക്കുക,tart
1037,drücken::V,അമർത്തുക,nyom
1038,drücken::V,അമർത്തുക,megnyom
1039,schieben::V,തള്ളുക,tol
1040,kratzen::V,ചുരണ്ടുക,vakar
1041,lecken::V,നക്കുക,nyal
1042,beißen::V,കടിക്കുക,harap
1043,abreißen::V,കീറിക്കളയുക,letép
1044,abschneiden::V,മുറിച്ചുമാറ്റുക,levág
1045,binden::V,കെട്ടുക,köt
1046,binden::V,കെട്ടുക,kötöz
1047,stecken::V,തുളയ്ക്കുക,dug
1048,brechen::V,ഉടയുക,tör
1049,brechen::V,ഉടയുക,eltör
1050,klopfen::V,തട്ടുക,kopogtat
1051,hauen::V,അടിക്കുക,vág
1052,hauen::V,അടിക്കുക,levág
1053,kleben::V,ഒട്ടിക്കുക,tapaszt
1054,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,dörzsöl
1055,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,súrol
1056,streichen::V,പടർത്തുക,simít
1057,schleifen::V,പൊടിക്കുക,fen
1058,schleifen::V,പൊടിക്കുക,csiszol
1059,schleifen::V,പൊടിക്കുക,köszörül
1060,schneiden::V,മുറിക്കുക,vág
1061,schneiden::V,മുറിക്കുക,szel
1062,schneiden::V,മുറിക്കുക,metsz
1063,rütteln::V,മുട്ടുക,ráz
1064,schütteln::V,കുലുക്കുക,ráz
1065,schütteln::V,കുലുക്കുക,megráz
1066,schwenken::V,ആടുക,lóbál
1067,schwenken::V,ആടുക,lobogtat
1068,schütten::V,ഒഴിക്കുക,önt
1069,füllen::V,നിറയ്ക്കുക,tölt
1070,füllen::V,നിറയ്ക്കുക,megtölt
1071,einwickeln::V,പൊതിയുക,becsavar
1072,tragen::V,വഹിക്കുക,hord
1073,schleppen::V,വലിച്ചിഴയ്ക്കുക,vonszol
1074,ziehen::V,വലിക്കുക,húz
1075,aufbewahren::V,വയ്ക്കുക,megőriz
1076,werfen::V,എറിയുക,dob
1077,werfen::V,എറിയുക,hajít
1078,fangen::V,പിടിക്കുക,fog
1079,packen::V,തട്ടിപ്പറിക്കുക,megragad
1080,verstecken::V,മറയ്ക്കുക,eldug
1081,verstecken::V,മറയ്ക്കുക,elrejt
1082,teilen::V,വിഭജിക്കുക,oszt
1083,teilen::V,വിഭജിക്കുക,megoszt
1084,schicken::V,അയയ്ക്കുക,küld
1085,bringen::V,കൊണ്ടുവരുക,hoz
1086,bringen::V,കൊണ്ടുവരുക,visz
1087,hinzufügen::V,കൂട്ടുക,hozzáad
1088,bekommen::V,കിട്ടുക,kap
1089,bekommen::V,കിട്ടുക,megkap
1090,erhalten::V,സ്വീകരിക്കുക,kap
1091,erhalten::V,സ്വീകരിക്കുക,megkap
1092,nehmen::V,എടുക്കുക,vesz
1093,wählen::V,തിരഞ്ഞെടുക്കുക,választ
1094,auswählen::V,തിരഞ്ഞെടുക്കുക,kiválaszt
1095,bewahren::V,പുലർത്തുക,megtart
1096,behindern::V,തടയിടുക,akadályoz
1097,behindern::V,തടയിടുക,gátol
1098,verderben::V,നശിപ്പിക്കുക,elront
1099,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,rongál
1100,zerbrechen::V,ഉടയുക,eltör
1101,zerbrechen::V,ഉടയുക,széttör
1102,zerbrechen::V,ഉടയുക,kettétör
1103,zerreißen::V,കീറുക,eltép
1104,zerreißen::V,കീറുക,széttép
1105,zerstören::V,നശിപ്പിക്കുക,elpusztít
1106,verbrennen::V,കത്തിനശിക്കുക,éget
1107,verbrennen::V,കത്തിനശിക്കുക,eléget
1108,verbrennen::V,കത്തിച്ചുകളയുക,éget
1109,verbrennen::V,കത്തിച്ചുകളയുക,eléget
1110,geben::V,കൊടുക്കുക,ad
1111,geben::V,തരുക,ad
1112,reichen::V,കൈമാറുക,nyújt
1113,schenken::V,സമ്മാനം കൊടുക്കുക,ajándékoz
1114,versprechen::V,വാഗ്ദാനം_നൽകുക,ígér
1115,wünschen::V,ആഗ്രഹിക്കുക,kíván
1116,loben::V,പുകഴ്ത്തുക,dicsér
1117,küssen::V,ഉമ്മവയ്ക്കുക,csókol
1118,wiegen::V,ഇളകുക,ringat
1119,zudecken::V,മുടുക,betakar
1120,wecken::V,ഉണർത്തുക,kelt
1121,wecken::V,ഉണർത്തുക,ébreszt
1122,zeigen::V,കാണിക്കുക,mutat
1123,führen::V,നടത്തുക,visz
1124,führen::V,നടത്തുക,vezet
1125,lehren::V,പഠിപ്പിക്കുക,tanít
1126,unterrichten::V,പരിശീലിപ്പിക്കുക,tanít
1127,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,felnevel
1128,leiten::V,നയിക്കുക,vezet
1129,leiten::V,നയിക്കുക,vezérel
1130,antreiben::V,പ്രേരിപ്പിക്കുക,hajt
1131,lassen::V,അനുവദിക്കുക,-tat
1132,lassen::V,അനുവദിക്കുക,-at
1133,einladen::V,ക്ഷണിക്കുക,meghív
1134,vereinigen::V,കൂടിച്ചേരുക,egyesít
1135,besuchen::V,സന്ദർശിക്കുക,látogat
1136,treffen::V,തമ്മിൽ കാണുക,talál
1137,sich versammeln::V,സംയോജിപ്പിക്കുക,gyülekezik
1138,sich versammeln::V,സംയോജിപ്പിക്കുക,összegyűlik
1139,spielen::V,കളിക്കുക,játszik
1140,singen::V,പാടുക,énekel
1141,tanzen::V,നൃത്തം ചെയ്യുക,táncol
1142,sich trennen::V,നേർപെടുത്തുക,elválik
1143,verlassen::V,പിൻവാങ്ങുക,elhagy
1144,retten::V,രക്ഷിക്കുക,ment
1145,bewachen::V,കാവൽനിൽക്കുക,őriz
1146,schützen::V,പരിരക്ഷിക്കുക,óv
1147,schützen::V,പരിരക്ഷിക്കുക,véd
1148,verteidigen::V,പ്രതിരോധിക്കുക,véd
1149,sich schlagen::V,കലഹിക്കുക,verekszik
1150,schießen::V,വെടിവെക്കുക,lő
1151,siegen::V,വിജയിക്കുക,győz
1152,ärgern::V,വിഷമിപ്പിക്കുക,bosszant
1153,schlagen::V,അടിക്കുക,üt
1154,schlagen::V,അടിക്കുക,ver
1155,treten::V,തൊഴിക്കുക,rúg
1156,stechen::V,കുത്തുക,döf
1157,stechen::V,കുത്തുക,szúr
1158,stoßen::V,തള്ളുക,lök
1159,stehlen::V,മോഷ്ടിക്കുക,lop
1160,stören::V,ശല്യപ്പെടുത്തുക,zavar
1161,belästigen::V,മെനക്കെടുക,zaklat
1162,verbergen::V,മറയ്ക്കുക,rejt
1163,verbergen::V,മറയ്ക്കുക,elrejt
1164,verbergen::V,ഒളിക്കുക,rejt
1165,verbergen::V,ഒളിക്കുക,elrejt
1166,täuschen::V,കബളിപ്പിക്കുക,megtéveszt
1167,betrügen::V,ചതിക്കുക,csal
1168,töten::V,കൊല്ലുക,öl
1169,wohnen::V,താമസിക്കുക,lakik
1170,arbeiten::V,ജോലിചെയ്യുക,dolgozik
1171,sammeln::V,സഞ്ചയിക്കുക,szed
1172,sammeln::V,സഞ്ചയിക്കുക,gyűjt
1173,pflücken::V,പറിച്ചെടുക്കുക,szed
1174,jagen::V,വേട്ടയാടുക,vadászik
1175,fischen::V,മീൻ പിടിക്കുക,halászik
1176,fassen::V,പിടിക്കുക,fog
1177,hüten::V,ചേർക്കുക,őriz
1178,hüten::V,ചേർക്കുക,legeltet
1179,treiben::V,വാഹനം_ഓടിക്കുക,hajt
1180,anbinden::V,കെട്ടിയിടുക,köt
1181,füttern::V,തീറ്റുക,etet
1182,melken::V,പാലുകറക്കുക,fej
1183,hacken::V,വെട്ടിമുറിക്കുക,vág
1184,gießen::V,നനയ്ക്കുക,öntöz
1185,reifen::V,പാകമാകുക,érik
1186,zubereiten::V,പാചകം_ചെയ്യുക,elkészít
1187,kochen::V,വേവിക്കുക,főz
1188,backen::V,ബേക്ക് ചെയ്യുക,süt
1189,braten::V,പോരിക്കുക,süt
1190,umrühren::V,ഇളക്കുക,megkever
1191,stricken::V,മെടയുക,köt
1192,nähen::V,തുന്നുക,varr
1193,färben::V,ചായം പൂശുക,fest
1194,reinigen::V,വൃത്തിയാക്കുക,tisztít
1195,waschen::V,കഴുകുക,mos
1196,abwischen::V,തുടയ്ക്കുക,letöröl
1197,spülen::V,കഴുകുക,mosogat
1198,fegen::V,അടിച്ചുവാരുക,söpör
1199,kehren::V,അടിച്ചുവാരുക,söpör
1200,baden::V,നീന്തിത്തുടിക്കുക,fürdik
1201,sich waschen::V,കഴുകുക,mosdik
1202,sich waschen::V,കഴുകുക,mosakszik
1203,ausziehen::V,ഇഴുക്കുക,levesz
1204,anziehen::V,ഉടുക്കുക,felölt
1205,anziehen::V,ഉടുക്കുക,felvesz
1206,sich anziehen::V,ധരിച്ച നേടുകയുക,öltözik
1207,sich anziehen::V,ധരിച്ച നേടുകയുക,felöltözik
1208,kämmen::V,മുടിചീകുക,fésül
1209,schmücken::V,അലങ്കരിക്കുക,díszít
1210,sagen::V,പറയുക,mond
