,Concept_ID,vep,be
820,wechseln::V,vajehtadas,мяняцца
821,aufgehen[Sonne]::V,nousta,узысці
822,untergehen[Sonne]::V,lasktas,зайсці
823,scheinen[Sonne]::V,paštta,свяціць
824,donnern::V,juraita,грымець
825,wehen::V,dölta,дзьмуць
826,wehen::V,puhuda,дзьмуць
827,strömen::V,valadas,ліцца
828,fließen::V,valuda,цячы
829,sich drehen::V,punotas,круціцца
830,sich drehen::V,punotas,варочацца
831,schwanken::V,čibuda,хістацца
832,schwingen::V,čibuda,гайдацца
833,schwingen::V,čibuda,калыхацца
834,fallen::V,langeta,падаць
835,brennen::V,pallada,гарэць
836,rauchen::V,savustada,дымець
837,regnen::V,vihmda,дажджыць
838,gefrieren::V,jäduda,замерзнуць
839,gefrieren::V,kül'mdä,замерзнуць
840,tauen::V,sulada,раставаць
841,schmelzen::V,sulada,плавіцца
842,trocknen::V,kuida,сохнуць
843,trocknen::V,kuivehtuda,сохнуць
844,sieden::V,kehuda,кіпець
845,faulen::V,hapata,гнісці
846,faulen::V,traudäs,гнісці
847,verfaulen::V,hapata,згнісці
848,reißen::V,rebita,ірвацца
849,versinken::V,upota,тануць
850,vergehen::V,mända,праходзіць
851,erscheinen::V,ozutadas,зʼявіцца
852,verschwinden::V,hajeta,знікнуць
853,sinken::V,väheta,спадаць
854,sinken::V,lasktas,спадаць
855,abnehmen::V,peneta,паменшыцца
856,zunehmen::V,ližaduda,павялічвацца
857,steigen::V,nousta,паднімацца
858,wachsen::V,kazda,расці
859,glänzen::V,loštta,блішчаць
860,funkeln::V,hoštta,бліскаць
861,lärmen::V,robaita,шумець
862,läuten::V,judaita,званіць
863,klingeln::V,kelotada,званіць
864,klirren::V,biraita,бразгаць
865,brausen::V,bruncta,бушаваць
866,rauschen::V,šobaita,шастаць
867,klingen::V,heläita,гучаць
868,bellen::V,nutta,брахаць
869,heulen::V,ulaita,выць
870,blasen::V,puhuda,дзьмухнуць
871,pfeifen::V,pistta,свістаць
872,pfeifen::V,vihelta,свістаць
873,schreien::V,kirkta,крычаць
874,schreien::V,kidastada,крычаць
875,stöhnen::V,ohkta,стагнаць
876,stöhnen::V,voivotada,стагнаць
877,zittern::V,säraita,дрыжаць
878,leben::V,eläda,жыць
879,geboren werden::V,sünduda,нарадзіцца
880,atmen::V,henktä,дыхаць
881,trinken::V,joda,піць
882,essen::V,söda,есці
883,schlucken::V,lainata,глытаць
884,müde werden::V,väzuda,стаміцца
885,müde werden::V,šuštuda,стаміцца
886,einschlafen::V,uinota,заснуць
887,schlafen::V,magata,спаць
888,schlafen::V,nukkuda,спаць
889,aufwachen::V,heraštuda,рассыпацца
890,aufstehen::V,nousta,устаць
891,sich erholen::V,lebaitas,адпачываць
892,krank werden::V,läžegata,захварэць
893,krank sein::V,läžuda,хварэць
894,schmerzen::V,kibištada,балець
895,husten::V,rügda,кашляць
896,genesen::V,tervehtuda,паправіцца
897,genesen::V,tervehtuda,паздаравець
898,sterben::V,kolda,памерці
899,umkommen::V,kolda,загінуць
900,sich bewegen::V,likkuda,рухацца
901,sich rühren::V,likahtada,варушыцца
902,sich rühren::V,kubahtada,варушыцца
903,sich erheben::V,nousta,устаць
904,sich setzen::V,išttas,сесці
905,hinfallen::V,langeta,упасці
906,laufen::V,kävuda,хадзіць
907,schreiten::V,astta,шагаць
908,schreiten::V,astta,крочыць
909,schreiten::V,haškta,шагаць
910,schreiten::V,haškta,крочыць
911,spazierengehen::V,kävelta,гуляць
912,eilen::V,kiruhtada,спяшацца
913,sich beeilen::V,kiruhtada,спяшацца
914,sausen::V,fun'urta,імчацца
915,rennen::V,joksta,бегаць
916,springen::V,hüptä,скакаць
917,klettern::V,libuda,лазіць
918,schaukeln::V,čibuda,гайдацца
919,kriechen::V,ličtas,поўзаць
920,schwimmen::V,ujuda,плаваць
921,tauchen::V,čukautas,ныраць
922,rudern::V,souta,веславаць
923,fahren::V,ajada,ехаць
924,fahren::V,ajelda,ехаць
925,fliegen::V,leta,лятаць
926,gehen::V,mända,ісці
927,gehen::V,kävuda,ісці
928,weggehen::V,päzda,пайсці
929,weggehen::V,lähtta,пайсці
930,abfahren::V,tönduda,адʼяжджаць
931,anhalten::V,seižutadas,спыніцца
932,anhalten::V,seižutadas,затрымацца
933,hineingehen::V,mända südäimehe,уваходзіць
934,eintreten::V,tulda,увайсці
935,kommen::V,tulda,прыйсці
936,ankommen::V,tulda,прыбыць
937,zurückkommen::V,pörtas,вярнуцца
938,bleiben::V,jäda,застацца
939,warten::V,varastada,чакаць
940,erwarten::V,varastada,чакаць
941,suchen::V,ectä,шукаць
942,finden::V,löuta,знайсці
943,versuchen::V,ladida,прабаваць
944,versuchen::V,rohkaita,прабаваць
945,vorbereiten::V,vaumita,падрыхтаваць
946,lieben::V,armastada,кахаць
947,mögen::V,navedida,любіць
948,lachen::V,nagrda,смяяцца
949,rühren::V,likutada,расчуліць
950,weinen::V,itkta,плакаць
951,schimpfen::V,laidas,лаяцца
952,schimpfen::V,pačatada,лаяцца
953,sich ärgern::V,rändüda,сердаваць
954,sich fürchten::V,varaita,баяцца
955,fürchten::V,varaita,баяцца
956,fliehen::V,pageta,уцякаць
957,flüchten::V,pageta,уцячы
958,flüchten::V,joksta,уцячы
959,sehen::V,nähta,бачыць
960,anschauen::V,kacta,паглядзець
961,ansehen::V,kacta,глядзець
962,hören::V,kulda,чуць
963,zuhören::V,kundeltas,слухаць
964,probieren::V,mujada,каштаваць
965,riechen::V,rižada,нюхаць
966,fühlen::V,mujada,адчуваць
967,scheinen::V,näguda,здавацца
968,zu sehen sein::V,näguda,віднецца
969,vernehmen::V,kulištada,пачуць
970,frieren::V,kül'mdä,мёрзнуць
971,tun::V,tehta,рабіць
972,können::V,voida,умець
973,können::V,mahtta,умець
974,wollen::V,himoita,хацець
975,wollen::V,tahtoida,хацець
976,anfangen::V,zavottä,пачаць
977,anfangen::V,augotada,пачаць
978,beenden::V,loptä,закончыць
979,aufhören::V,loptas,перастаць
980,gelingen::V,lähtta,удацца
981,gelingen::V,tehtas,удацца
982,geraten::V,tulda,аказацца
983,öffnen::V,avaita,адчыніць
984,schließen::V,saubata,зачыніць
985,stellen::V,panda,паставіць
986,stellen::V,seižutada,паставіць
987,setzen::V,ištutada,пасадзіць
988,legen::V,panda,класці
989,berühren::V,koskta,чапаць
990,berühren::V,käziduda,чапаць
991,verbinden::V,ühtenzoitta,звязаць
992,bedecken::V,katta,накрыць
993,bedecken::V,peitta,накрыць
994,aufhängen::V,riputada,павесіць
995,anzünden::V,sütutada,запаліць
996,aufheben::V,leta,падняць
997,zurücklassen::V,jätta,пакінуць
998,verlieren::V,kadotada,згубіць
999,fallen lassen::V,kirbotada,упусціць
1000,machen::V,säta,зрабіць
1001,machen::V,tehta,зрабіць
1002,herstellen::V,tehta,вырабіць
1003,bauen::V,leta,будаваць
1004,bauen::V,sauda,будаваць
1005,reparieren::V,koheta,правіць
1006,verbessern::V,paremboita,палепшыць
1007,ändern::V,vajehtada,змяніць
1008,graben::V,kaida,капаць
1009,graben::V,čongoida,капаць
1010,beugen::V,koverta,сагнуць
1011,biegen::V,painda,пагнуць
1012,drehen::V,punotada,вярцець
1013,wenden::V,käta,павярнуць
1014,wenden::V,kärauta,павярнуць
1015,umdrehen::V,käta,перавярнуць
1016,heben::V,leta,падымаць
1017,hochheben::V,libutada,падняць
1018,ergreifen::V,tabata,схапіць
1019,ergreifen::V,tabata,схваціць
1020,halten::V,pidada,трымаць
1021,drücken::V,painda,націскаць
1022,schieben::V,žigutada,пхаць
1023,schieben::V,žigutada,штурхаць
1024,kratzen::V,künstä,скрэбці
1025,lecken::V,nolda,лізаць
1026,beißen::V,purda,кусаць
1027,beißen::V,hambastada,кусаць
1028,abreißen::V,ratketa,адарваць
1029,abschneiden::V,čapata,адрэзаць
1030,abschneiden::V,leikata,адрэзаць
1031,binden::V,sidoda,вязаць
1032,stecken::V,čokaita,уваткнуць
1033,brechen::V,katkaita,зламаць
1034,klopfen::V,kolkotada,стукаць
1035,hauen::V,löda,біць
1036,kleben::V,klejata,клеіць
1037,reiben::V,hosta,церці
1038,reiben::V,törkita,церці
1039,reiben::V,jorotada,церці
1040,streichen::V,voita,намазаць
1041,schleifen::V,hijoida,тачыць
1042,schleifen::V,teravzoitta,тачыць
1043,schneiden::V,leikata,рэзаць
1044,rütteln::V,heilutada,хістаць
1045,schütteln::V,pudištada,трэсці
1046,schwenken::V,maihutada,махаць
1047,schütten::V,valada,наліць
1048,füllen::V,täutta,напоўніць
1049,einwickeln::V,kärdä,загарнуць
1050,tragen::V,kantta,несці
1051,tragen::V,kandišta,несці
1052,schleppen::V,vedätada,цягнуць
1053,ziehen::V,vedada,цягнуць
1054,aufbewahren::V,kaita,захоўваць
1055,werfen::V,čuta,кідаць
1056,werfen::V,tactä,кідаць
1057,fangen::V,püta,лавіць
1058,packen::V,tabata,схапіць
1059,packen::V,tabata,схваціць
1060,verstecken::V,peitta,схаваць
1061,teilen::V,jagada,раздзяліць
1062,schicken::V,oigeta,пасылаць
1063,bringen::V,veda,прынесці
1064,hinzufügen::V,ližata,дабавіць
1065,bekommen::V,sada,дастаць
1066,erhalten::V,sada,атрымаць
1067,nehmen::V,otta,ўзяць
1068,wählen::V,valita,выбраць
1069,auswählen::V,valita,адабраць
1070,bewahren::V,kaita,захаваць
1071,behindern::V,telustada,перашкаджаць
1072,verderben::V,travida,сапсаваць
1073,beschädigen::V,satatada,пашкодзіць
1074,zerbrechen::V,mureta,разбіць
1075,zerreißen::V,rebitada,разадраць
1076,zerstören::V,mureta,разбурыць
1077,verbrennen::V,poltta,спаліць
1078,geben::V,antta,даць
1079,reichen::V,antta,перадаць
1080,schenken::V,lahjoita,дарыць
1081,versprechen::V,toivotada,абяцаць
1082,wünschen::V,toivotada,жадаць
1083,loben::V,kitta,хваліць
1084,küssen::V,tervehtada,цалаваць
1085,wiegen::V,likutada,гушкаць
1086,wiegen::V,likutada,калыхаць
1087,zudecken::V,katta,накрыць
1088,wecken::V,noustatada,пабудзіць
1089,zeigen::V,ozutada,паказаць
1090,führen::V,astutada,весці
1091,lehren::V,opeta,вучыць
1092,unterrichten::V,opeta,выкладаць
1093,aufziehen::V,kazvatada,выхаваць
1094,leiten::V,ohjata,кіраваць
1095,antreiben::V,rigehtoitta,падганяць
1096,lassen::V,käskta,прымусіць
1097,einladen::V,kucta,запрасіць
1098,vereinigen::V,ühtenzoitta,абʼяднаць
1099,besuchen::V,rižada,наведаць
1100,treffen::V,vastata,сустрэць
1101,sich versammeln::V,kägeta,сабрацца
1102,sich versammeln::V,sätas,сабрацца
1103,spielen::V,väta,гуляць
1104,singen::V,pajatada,пець
1105,singen::V,pajatada,спяваць
1106,tanzen::V,kargaita,танцаваць
1107,sich trennen::V,erigata,расстацца
1108,verlassen::V,jätta,пакінуць
1109,retten::V,päzutada,выратаваць
1110,bewachen::V,varjoita,ахоўваць
1111,schützen::V,kaita,уберагаць
1112,verteidigen::V,kaita,абараніць
1113,sich schlagen::V,torata,біцца
1114,sich schlagen::V,torata,драцца
1115,schießen::V,ampta,страляць
1116,siegen::V,vägestada,перамагчы
1117,ärgern::V,verdutada,злаваць
1118,ärgern::V,rändütada,злаваць
1119,schlagen::V,löda,ударыць
1120,schlagen::V,iškta,ударыць
1121,treten::V,peksta,штурхаць
1122,treten::V,topsta,штурхаць
1123,stechen::V,pystiä,укалоць
1124,stoßen::V,iškta,папхнуць
1125,stoßen::V,pudištada,папхнуць
1126,stehlen::V,vargastada,украсці
1127,stören::V,keskustada,перашкодзіць
1128,belästigen::V,tartuteldas,дакучаць
1129,verbergen::V,katelda,скрыць
1130,verbergen::V,katelda,схаваць
1131,täuschen::V,manitada,падмануць
1132,betrügen::V,manitada,змахляваць
1133,töten::V,rikta,забіць
1134,töten::V,surmita,забіць
1135,wohnen::V,eläda,жыць
1136,arbeiten::V,rata,працаваць
1137,sammeln::V,kogota,сабраць
1138,pflücken::V,poimda,зрываць
1139,jagen::V,mecata,паляваць
1140,fischen::V,kalatada,рыбачыць
1141,fassen::V,tabata,злавіць
1142,hüten::V,paimeta,пасвіць
1143,treiben::V,ajada,гнаць
1144,anbinden::V,küttestada,прывязаць
1145,anbinden::V,sidoda,прывязаць
1146,füttern::V,sötta,карміць
1147,melken::V,lüpsta,даіць
1148,hacken::V,sauda,сячы
1149,gießen::V,valada,паліць
1150,reifen::V,küpseta,паспець
1151,zubereiten::V,vaumištada,зварыць
1152,zubereiten::V,vaumištada,згатаваць
1153,kochen::V,keitta,варыць
1154,backen::V,paštta,пячы
1155,braten::V,žarda,смажыць
1156,umrühren::V,segoitada,перамяшаць
1157,stricken::V,kudoda,вязаць
1158,nähen::V,ombelta,шыць
1159,färben::V,mujutada,пафарбаваць
1160,reinigen::V,puhtastada,ачысціць
1161,waschen::V,pesta,мыць
1162,abwischen::V,pühktä,выцерці
1163,spülen::V,huhtoida,паласкаць
1164,fegen::V,pühkta,падмятаць
1165,kehren::V,uhoita,месці
1166,baden::V,kül'ptäs,купацца
1167,sich waschen::V,pestas,мыцца
1168,ausziehen::V,riičta,зняць
1169,ausziehen::V,rušta,зняць
1170,anziehen::V,panda päle,надзець
1171,anziehen::V,panda kädehe,надзець
1172,anziehen::V,panda jaugha,надзець
1173,sich anziehen::V,sobdas,адзецца
1174,kämmen::V,harjata,прычасаць
1175,schmücken::V,čomitada,аздобіць
1176,sagen::V,sanuda,сказаць
1177,sprechen::V,pagišta,гаварыць
1178,reden::V,pagišta,размаўляць
1179,sich unterhalten::V,lodaita,гутарыць
1180,fragen::V,küzuda,спытаць
1181,bitten::V,pakita,прасіць
1182,erzählen::V,sanuda,расказаць
1183,erzählen::V,starinoita,расказаць
1184,mitteilen::V,tedotada,паведаміць
1185,nennen::V,nimitada,назваць
1186,rufen::V,kucta,зваць
1187,prahlen::V,kittäs,хваліцца
1188,übersetzen::V,käta,перакласці
1189,denken::V,meletada,думаць
1190,glauben::V,uskta,верыць
1191,bemerken::V,homaita,заўважыць
1192,erkennen::V,tundištada,пазнаць
1193,begreifen::V,tabata,спасцігнуць
1194,verstehen::V,el'geta,пачуць
1195,verstehen::V,toimetada,пачуць
1196,lernen::V,opetas,вучыцца
1197,wissen::V,teta,знаць
1198,sich erinnern an::V,johtutada,памятаць
1199,vergessen::V,unohtada,забыць
1200,messen::V,märita,мераць
1201,zählen::V,lugeda,лічыць
1202,rechnen::V,lugeda,лічыць
1203,lesen::V,lugeda,чытаць
1204,malen::V,pirta,маляваць
1205,zeichnen::V,pirta,рысаваць
1206,schreiben::V,kirjutada,пісаць
1207,besitzen::V,omištada,мець
1208,kaufen::V,ostta,купіць
1209,verkaufen::V,möda,прадаць
1210,bezahlen::V,maksta,заплаціць
1211,zahlen::V,maksta,плаціць
1212,beherrschen::V,valdoita,уладаць
1213,beherrschen::V,valdoita,валодаць
1214,ertragen::V,tirpta,выцерпець
