,Concept_ID,ab,ar
717,vorher::ADV,уаанӡа,قبل ذلك
718,zuerst::ADV,азнаказы,أولا
719,zuerst::ADV,аҧхьа,أولا
720,einmal::ADV,зны,مرة
721,manchmal::ADV,зны-зынла,أحيانا
722,oft::ADV,лассы-лассы,كثيرا
723,immer::ADV,енагь,دائما
724,immer::ADV,еснагь,دائما
725,niemals::ADV,ианакəызаалак,لا أبدا
726,hier::ADV,ара,هنا
727,hier::ADV,абра,هنا
728,hier::ADV,араҟа,هنا
729,hierhin::ADV,ара,إلى هنا
730,hierhin::ADV,араҟа,إلى هنا
731,von hier::ADV,арантә,من هنا
732,dort::ADV,уа,هناك
733,dorthin::ADV,уахь,إلى هناك
734,dorthin::ADV,анахь,إلى هناك
735,geradeaus::ADV,ишиашоу,إلى الأمام
736,vorwärts::ADV,ҕхьаҟа,إلى الأمام
737,rückwärts::ADV,шьҭахьла,إلى الوراء
738,zurück::ADV,шьҭахьҟа,عودا
739,zurück::ADV,шьҭахьҟа,إلى الخلف
740,unten::ADV,лбаа,تحت
741,unten::ADV,лбаа,في الأسفل
742,hinab::ADV,алада,إلى تحت
743,oben::ADV,хыхь,فوق
744,oben::ADV,хыхь,في الأعلى
745,hinauf::ADV,аҩада,إلى فوق
746,hinauf::ADV,аҩада,إلى الأعلى
747,überall::ADV,зегьынцьара,في كل مكان
748,nicht::ADV,-м,لا
749,nicht::ADV,-м,لم
750,ein wenig::ADV,ҕыҭк,قليلا
751,kaum::ADV,аарлаҳәа,كاد لا
752,kaum::ADV,афергьҳәа,كاد لا
753,sehr::ADV,даара,جدا
754,sehr::ADV,даара,كثيرا
755,so::ADV,ас,كذا
756,so::ADV,ас,كذلك
757,so::ADV,абас,كذا
758,so::ADV,абас,كذلك
759,noch::ADV,макьана,ما زال
760,nur::ADV,заҵәык,فقط
761,schon::ADV,уажәшьҭа,قد
762,schon::ADV,аиҳа ипоу,قد
763,wieder::ADV,ҿыц,من جديد
764,wieder::ADV,ҿыц,مرة أخرى
765,wieder::ADV,дырҩегь,من جديد
766,wieder::ADV,дырҩегь,مرة أخرى
767,wieder::ADV,дырҩегьых,من جديد
768,wieder::ADV,дырҩегьых,مرة أخرى
769,vergebens::ADV,баша,عبثا
770,vor::PRP,аҕхьа,أمام
771,hinter::PRP,нхыҵ,خلف
772,hinter::PRP,нхыҵ,وراء
773,unter::PRP,амҵа,تحت
774,unter::PRP,амҵан,تحت
775,neben::PRP,ааигуара,جنب
776,neben::PRP,ааигуара,بجانب
777,zwischen::PRP,абжьара,بين
778,wegen::PRP,-иззы,بسبب
779,wegen::PRP,-ҟнытә,بسبب
780,dies::PRN,ари,هذا
781,dies::PRN,абри,هذا
782,das::PRN,Абни,ذلك
783,das::PRN,убри,ذلك
784,alles::PRN,зегьы,الكل
785,ich::PRN,са,أنا
786,ich::PRN,сара,أنا
787,du::PRN,бара,أنت
788,er::PRN,иара,هو
789,wir::PRN,ҳара,نحن
790,ihr::PRN,шәара,أنتم
791,ihr::PRN,шәара,أنتن
792,sie::PRN,дара,هم
793,sie::PRN,дара,هن
794,wer::FPRN,дарбан,من
795,wo::FADV,иабыкуу,أين
796,wo::FADV,аба-,أين
797,wo::FADV,ахь-,أين
798,wohin::FADV,иабыкуу,إلى أين
799,wohin::FADV,аба-,إلى أين
800,wohin::FADV,ахь-,إلى أين
801,wie::FADV,-шҕа,كيف
802,warum::FADV,избан,لماذا
803,wieviel::FNUM,заҟа,كم
804,eins::NUM,акы,واحد
805,eins::NUM,аӡәы,واحد
806,zwei::NUM,ҩба,اثنين
807,drei::NUM,хҕа,ثلاثة
808,vier::NUM,ҕшьба,أربعة
809,fünf::NUM,хəба,خمسة
810,sechs::NUM,фба,ستة
811,sieben::NUM,Бжьба,سبعة
812,acht::NUM,ааба,ثمانية
813,neun::NUM,жәба,تسعة
814,zehn::NUM,жәаба,عشرة
815,elf::NUM,жәеизатәи,أحد عشر
816,zwölf::NUM,жәаҩа,اثنا عشر
817,zwanzig::NUM,ҩажәа,عشرون
818,dreißig::NUM,ҩажәижәабатәи,ثلاثون
819,vierzig::NUM,ҩынҩажәа,أربعون
820,fünfzig::NUM,ҩынҩажәеижәаба,خمسون
821,sechzig::NUM,хынҩажәа,ستون
822,siebzig::NUM,хынҩажәижәаба,سبعون
823,achtzig::NUM,ҕшьынҩажәа,ثمانون
824,neunzig::NUM,ҕшьынҩажәижәаба,تسعون
825,hundert::NUM,шәкы,مئة
826,tausend::NUM,зқьы,ألف
827,und::CNJ,-и,و
828,oder::CNJ,ма,أو
829,stehen::V,агылазаара,وقف
830,sitzen::V,атəара,جلس
831,sitzen::V,атəа(заа)ра,جلس
832,liegen::V,аиара,رقد
833,hängen::V,акнаҳара,تعلق
834,werden::V,аҟалара,صار
835,werden::V,аҟалара,أصبح
836,passieren::V,аҟалара,حدث
837,beginnen::V,алагара,ابتدأ
838,enden::V,алгара,انتهى
839,wechseln::V,аҽыҧсахра,تغير
840,aufgehen[Sonne]::V,агылара,شرق
841,aufgehen[Sonne]::V,ахашлара,شرق
842,aufgehen[Sonne]::V,аҩаҵхахара,شرق
843,untergehen[Sonne]::V,аҭашəара,غرب
844,scheinen[Sonne]::V,акаҧхара,أضاء
845,donnern::V,адыдра,رعد
846,wehen::V,асра,هب
847,strömen::V,акаҭəара,جرى
848,fließen::V,ацара,سال
849,sich drehen::V,ахагьежьра,دار
850,schwanken::V,аҵысра,ترنح
851,schwingen::V,ахызазара,ترجح
852,schwingen::V,акьаандара,ترجح
853,fallen::V,акаҳара,سقط
854,brennen::V,абылра,احترق
855,rauchen::V,ахылҵра,دخن
856,regnen::V,аура,أمطر
857,gefrieren::V,аҵаара,تجمد
858,tauen::V,аӡҭра,ذاب
859,schmelzen::V,ақəӡыҭра,ذاب
860,schmelzen::V,аҭəара,ذاب
861,trocknen::V,абара,نشف
862,sieden::V,ашра,غلى
863,faulen::V,абаара,فسد
864,verfaulen::V,абаара,تعفن
865,verfaulen::V,аилашра,تعفن
866,reißen::V,аҧжəара,انقطع
867,versinken::V,аӡааҟəрылара,غرق
868,vergehen::V,ацара,مضى
869,erscheinen::V,ацəырҵра,لاح
870,erscheinen::V,ацəырҵра,ظهر
871,verschwinden::V,аҵашəкəара,غاب
872,sinken::V,атəара,هبط
873,sinken::V,алаҟəра,هبط
874,abnehmen::V,ацӡаара,نقص
875,abnehmen::V,аиҵалара,نقص
876,zunehmen::V,аҽырҭбаара,ازداد
877,zunehmen::V,аиҵыҵра,ازداد
878,zunehmen::V,арацəахара,ازداد
879,steigen::V,азҳара,صعد
880,steigen::V,азҳара,ارتفع
881,steigen::V,ашьҭыҵра,صعد
882,steigen::V,ашьҭыҵра,ارتفع
883,steigen::V,адухара,صعد
884,steigen::V,адухара,ارتفع
885,steigen::V,ацлара,صعد
886,steigen::V,ацлара,ارتفع
887,wachsen::V,азҳара,نما
888,wachsen::V,азҳара,نبت
889,glänzen::V,ацыр-цырра,لمع
890,glänzen::V,ацыҩ-цыҩра,لمع
891,glänzen::V,аказказра,لمع
892,funkeln::V,ашап-шапра,تلألأ
893,funkeln::V,ацым-цымра,تلألأ
894,lärmen::V,ашьҭыбжьгара,ضج
895,lärmen::V,ашьҭыбжьгара,صخب
896,lärmen::V,аҕьҕьаҳәа аилалара,ضج
897,lärmen::V,аҕьҕьаҳәа аилалара,صخب
898,läuten::V,аҵəҵəасра,قرع
899,klingeln::V,аҵəҵəасра,دق
900,klirren::V,ахьархьарра,قعقع
901,klirren::V,архьархьарра,قعقع
902,brausen::V,аилаҽҽара,عج
903,brausen::V,еилашуера,عج
904,klingen::V,агара,رن
905,klingen::V,ашьҭыбжь гара,رن
906,bellen::V,ашра,نبح
907,heulen::V,ауура,عوى
908,blasen::V,аҭəҳəара,نفخ
909,pfeifen::V,ашəшəра,صفر
910,schreien::V,аҳəҳəара,صرخ
911,schreien::V,ахəаара,صرخ
912,schreien::V,аҟаара,صرخ
913,stöhnen::V,ақьра,أن
914,zittern::V,аҵыс-ҵысра,ارتعش
915,leben::V,аҟазаара,عاش
916,geboren werden::V,Аира,ولد
917,atmen::V,аҕсыҕ лагаҩагара,تنفس
918,trinken::V,ажəра,شرب
919,essen::V,акрыфара,أكل
920,schlucken::V,албаадара,جرع
921,müde werden::V,ааҕсара,تعب
922,einschlafen::V,ацəара,نام
923,schlafen::V,ацəазаара,نام
924,aufwachen::V,аҿыхара,استيقظ
925,aufstehen::V,Агəылҵра,قام
926,sich erholen::V,аҧсшьара,استجم
927,krank werden::V,ачмазаҩхара,مرض
928,krank sein::V,аҳəарҧсарра,مرض
929,schmerzen::V,ахьра,آلم
930,husten::V,аимҳәара,كح
931,husten::V,аимҳәара,سعل
932,genesen::V,абзиахара,نقه
933,genesen::V,аӷəӷəахара,نقه
934,sterben::V,аҧсра,مات
935,umkommen::V,аҭахара,هلك
936,sich bewegen::V,аиҭаҵра,تحرك
937,sich rühren::V,ақəацара,تحرك
938,sich erheben::V,аҩагылара,قام
939,sich setzen::V,атəара,جلس
940,hinfallen::V,акаҳара,وقع
941,laufen::V,аныҟəара,مشى
942,schreiten::V,ашьаҿа еихгара,خطا
943,spazierengehen::V,анеи-ааира,تنزه
944,eilen::V,аццакра,عجل
945,sich beeilen::V,аццакра,استعجل
946,sausen::V,аҧырра,أسرع
947,sausen::V,иҭрысны,أسرع
948,sausen::V,ишьҭҟьаны ацара,أسرع
949,rennen::V,аҩра,عدا
950,rennen::V,аҩра,ركض
951,springen::V,аҧара,قفز
952,klettern::V,ақəлара,تسلق
953,schaukeln::V,аҟəараҟəанҽара,تأرجح
954,kriechen::V,аҳəазара,دب
955,kriechen::V,аҳəазара,زحف
956,schwimmen::V,аӡсара,سبح
957,tauchen::V,ахəӡааҵəира,غطس
958,rudern::V,аҵшьра,جذف
959,fahren::V,акала,ركب
960,fahren::V,акала,سافر
961,fliegen::V,аҧырра,طار
962,gehen::V,аиҭаҵра,سار
963,gehen::V,аиҭаҵра,ذهب
964,weggehen::V,ацара,ذهب
965,weggehen::V,ацара,انصرف
966,abfahren::V,адəықəлара,رحل
967,abfahren::V,ацара,رحل
968,anhalten::V,ааныргылара,توقف
969,hineingehen::V,аҭалара,دخل
970,eintreten::V,аҩналара,دخل
971,kommen::V,аара,أتى
972,kommen::V,аара,جاء
973,kommen::V,ааира,أتى
974,kommen::V,ааира,جاء
975,ankommen::V,ааира,وصل
976,ankommen::V,аара,وصل
977,ankommen::V,анеира,وصل
978,zurückkommen::V,азыхынҳəра,عاد
979,zurückkommen::V,азыхынҳəра,رجع
980,bleiben::V,аанхара,مكث
981,bleiben::V,анхара,مكث
982,bleiben::V,аангылара,مكث
983,warten::V,азҧшзаара,انتظر
984,erwarten::V,азҧшра,ترقب
985,erwarten::V,азҧшра,انتظر
986,suchen::V,ашьҭазаара,بحث
987,finden::V,аҧшаара,وجد
988,versuchen::V,аҽазкра,حاول
989,vorbereiten::V,армазеира,أعد
990,vorbereiten::V,армазеира,حضر
991,lieben::V,абзиабара,أحب
992,mögen::V,агəаҧхара,أحب
993,lachen::V,аччара,ضحك
994,rühren::V,арҵəуара,أثر
995,weinen::V,аҵəуара,بكى
996,schimpfen::V,ацəҳара,سب
997,schimpfen::V,ацəҳара,شتم
998,sich ärgern::V,агəаара,زعل
999,sich fürchten::V,аӡыӡара,هاب
1000,fürchten::V,ацəшəара,خاف
1001,fürchten::V,ацəшəара,خشي
1002,fliehen::V,абналара,هرب
1003,fliehen::V,ацəцара,هرب
1004,flüchten::V,абналара,فر
1005,flüchten::V,ацəцара,فر
1006,sehen::V,абара,رأى
1007,anschauen::V,ахəаҧшра,نظر
1008,ansehen::V,ахəаҧшра,نظر
1009,hören::V,аҳара,سمع
1010,zuhören::V,азыӡырҩра,أصغى
1011,probieren::V,аҧышəара,ذاق
1012,riechen::V,афыҩра,شم
1013,riechen::V,афыҩра,استنشق
1014,fühlen::V,анырра,شعر
1015,fühlen::V,ацәакырра,شعر
1016,scheinen::V,шәа,ظهر
1017,scheinen::V,аацәырҵа,ظهر
1018,vernehmen::V,аҳара,سمع
1019,frieren::V,ашəра,بردان
1020,frieren::V,аҵаара,بردان
1021,tun::V,аҟаҵара,فعل
1022,können::V,алшара,قدر
1023,können::V,алшара,استطاع
1024,wollen::V,аҭахра,شاء
1025,wollen::V,аҭахра,أراد
1026,anfangen::V,алагара,بدأ
1027,beenden::V,алгара,أنهى
1028,aufhören::V,аҟəыҵра,توقف
1029,aufhören::V,аҟəыҵра,انقطع
1030,gelingen::V,аура,نجح
1031,gelingen::V,аманшəалахара,نجح
1032,gelingen::V,алҵра,نجح
1033,geraten::V,нзаарын,طلع
1034,öffnen::V,аартра,فتح
1035,schließen::V,аркра,أغلق
1036,stellen::V,аргылара,وضع
1037,stellen::V,аргылара,أقام
1038,setzen::V,артəара,أجلس
1039,legen::V,ақəҵара,وضع
1040,berühren::V,акьысра,مس
1041,berühren::V,акьысра,لمس
1042,berühren::V,алакьысра,مس
1043,berühren::V,алакьысра,لمس
1044,verbinden::V,аҿаҳəара,ربط
1045,verbinden::V,аҿаҳəара,وصل
1046,bedecken::V,ақəршəра,غطى
1047,aufhängen::V,акнаҳара,علق
1048,anzünden::V,аркра,أوقد
1049,aufheben::V,ашьҭыхра,لقط
1050,zurücklassen::V,аныжьра,ترك
1051,verlieren::V,ацəыӡра,فقد
1052,fallen lassen::V,ацəкаҳара,أسقط
1053,machen::V,ачаҧара,فعل
1054,herstellen::V,аиҵдара,صنع
1055,herstellen::V,аиҵдара,أنتج
1056,bauen::V,аргылара,بنى
1057,bauen::V,аргылара,شيد
1058,reparieren::V,арҽеира,صلح
1059,verbessern::V,аиҕьтəра,صحح
1060,ändern::V,аҧсахра,غير
1061,graben::V,ажра,حفر
1062,beugen::V,арҟəра,ثنى
1063,beugen::V,арҟəра,أحنى
1064,beugen::V,архəара,ثنى
1065,beugen::V,архəара,أحنى
1066,biegen::V,арҟəра,لوى
1067,biegen::V,архəара,لوى
1068,drehen::V,аргьежьра,أدار
1069,drehen::V,аргьежьра,دور
1070,umdrehen::V,аарҳәра,قلب
1071,heben::V,аҩахара,رفع
1072,heben::V,араҳара,رفع
1073,hochheben::V,ахагалара,رفع
1074,hochheben::V,ашьҭҳəара,رفع
1075,halten::V,акра,مسك
1076,drücken::V,ақəрӷəӷəара,ضغط
1077,schieben::V,аҵгəара,حرك
1078,schieben::V,агəара,حرك
1079,kratzen::V,ацəҟьара,خدش
1080,lecken::V,арбзара,لعق
1081,beißen::V,ацҳара,عض
1082,abreißen::V,амжəара,قلع
1083,abschneiden::V,ахҵəара,قطع
1084,abschneiden::V,аҿахҵəара,قطع
1085,binden::V,аҿаҳəара,ربط
1086,stecken::V,алаҵара,دس
1087,brechen::V,аҧҵəара,كسر
1088,klopfen::V,асра,طرق
1089,hauen::V,ақəкшара,ضرب
1090,kleben::V,аҷабра,ألصق
1091,reiben::V,арҟəыҷра,حك
1092,streichen::V,ахьшьра,نشر
1093,schleifen::V,ахра,سن
1094,schneiden::V,аҧҟара,قطع
1095,rütteln::V,арҵысра,رج
1096,schütteln::V,аршəшəара,هز
1097,schwenken::V,аҟьара,لوح
1098,schütten::V,аҭаҭəара,صب
1099,füllen::V,арҭəра,ملأ
1100,einwickeln::V,алаҳəара,لف
1101,tragen::V,аҩагара,حمل
1102,schleppen::V,арҳəазара,سحب
1103,ziehen::V,ахара,سحب
1104,aufbewahren::V,аҵəахра,حفظ
1105,werfen::V,аршəра,رمى
1106,werfen::V,аршəра,ألقى
1107,fangen::V,акра,التقط
1108,packen::V,анкра,مسك
1109,packen::V,аҵкаара,مسك
1110,verstecken::V,аҵəахра,خبأ
1111,teilen::V,ашара,قسم
1112,schicken::V,ашьҭра,بعث
1113,schicken::V,ашьҭра,أرسل
1114,bringen::V,аагара,جلب
1115,hinzufügen::V,ацҵара,أضاف
1116,bekommen::V,аҧшаара,حصل
1117,bekommen::V,архиара,حصل
1118,bekommen::V,аура,حصل
1119,erhalten::V,аиура,استلم
1120,nehmen::V,агара,أخذ
1121,wählen::V,алҧшаара,اختار
1122,auswählen::V,алхра,انتقى
1123,behindern::V,аҧырхагахара,عاق
1124,verderben::V,алгара,أفسد
1125,verderben::V,абжьыхра,أفسد
1126,verderben::V,аҧхасҭатəра,أفسد
1127,beschädigen::V,аҧхасҭатəра,أضر
1128,zerbrechen::V,аҧҽра,كسر
1129,zerreißen::V,аҧжəара,مزق
1130,zerstören::V,аилаҧыххаара,دمر
1131,verbrennen::V,абылра,حرق
1132,geben::V,аҭара,أعطى
1133,reichen::V,аҭара,ناول
1134,schenken::V,аҩгара,وهب
1135,versprechen::V,ақəргəыӷра,وعد
1136,loben::V,арҽхəара,مدح
1137,küssen::V,агəӡра,قبل
1138,zudecken::V,аҵахҩара,غطى
1139,zudecken::V,ақəршəра,غطى
1140,wecken::V,арҿыхара,أيقظ
1141,zeigen::V,арбара,أرى
1142,führen::V,аныҟəгара,دل
1143,lehren::V,арҵара,علم
1144,unterrichten::V,арҧхьара,علم
1145,aufziehen::V,ааӡара,ربى
1146,leiten::V,ахагылазаара,دل
1147,leiten::V,ахагылазаара,أدار
1148,antreiben::V,арццакра,حث
1149,lassen::V,арҟаҵара,حدا
1150,einladen::V,ааҕхьара,دعا
1151,einladen::V,анаҧхьара,دعا
1152,vereinigen::V,аилаҵара,وحد
1153,besuchen::V,абара,زار
1154,treffen::V,аҧылара,قابل
1155,sich versammeln::V,аизара,اجتمع
1156,spielen::V,ахəмарра,لعب
1157,singen::V,ашəаҳəара,غنى
1158,tanzen::V,акəашара,رقص
1159,sich trennen::V,аилыҵра,افترق
1160,verlassen::V,акажьра,ترك
1161,retten::V,Аиқəрхара,نجى
1162,retten::V,Аиқəрхара,أنقذ
1163,bewachen::V,ахьчара,حرس
1164,schützen::V,ацəыхьчара,حمى
1165,verteidigen::V,ахьчара,دافع
1166,sich schlagen::V,аисра,تضارب
1167,schießen::V,ахысра,أطلق
1168,siegen::V,аиааира,انتصر
1169,ärgern::V,аргəаара,أزعل
1170,schlagen::V,асра,ضرب
1171,schlagen::V,аҭасра,ضرب
1172,stechen::V,алакшара,شك
1173,stoßen::V,агəҭасра,دفع
1174,stehlen::V,аӡара,سرق
1175,stören::V,аҧырхагахара,ضايق
1176,belästigen::V,аргəамҵра,أزعج
1177,verbergen::V,аӡара,كتم
1178,täuschen::V,ажьара,خدع
1179,betrügen::V,ажьара,غش
1180,töten::V,ашьра,قتل
1181,wohnen::V,анхара,سكن
1182,arbeiten::V,аусура,عمل
1183,arbeiten::V,аусура,اشتغل
1184,sammeln::V,аҟəшəара,جمع
1185,pflücken::V,аҿыршəара,جنى
1186,pflücken::V,аҿыршəара,قطف
1187,pflücken::V,аҿыхра,جنى
1188,pflücken::V,аҿыхра,قطف
1189,jagen::V,ашəарыцара,صاد
1190,fischen::V,аҧсыӡ икуеит,اصطاد
1191,fassen::V,акра,قبض
1192,hüten::V,арҳəра,رعى
1193,hüten::V,ахьчара,رعى
1194,treiben::V,акацара,ساق
1195,anbinden::V,адҳəалара,ربط
1196,füttern::V,акырҿаҵара,علف
1197,melken::V,ахьара,حلب
1198,hacken::V,аҟəаҟəара,فرم
1199,gießen::V,аҵаҭəара,سقى
1200,reifen::V,ашəра,نضج
1201,reifen::V,аҟалара,نضج
1202,zubereiten::V,ацура,حضر
1203,kochen::V,ажəра,طبخ
1204,backen::V,аӡра,خبز
1205,braten::V,аӡра,قلى
1206,braten::V,аӡра,حمر
1207,umrühren::V,аилрыхра,قلب
1208,stricken::V,аҧара,حاك
1209,nähen::V,аӡахра,خاط
1210,färben::V,ашəра,صبغ
1211,färben::V,ашəра,لون
1212,reinigen::V,арыцқьара,نظف
1213,waschen::V,аӡәӡәара,غسل
1214,abwischen::V,арбара,مسح
1215,spülen::V,аҭыршара,شطف
1216,fegen::V,аҧссара,كنس
1217,baden::V,аҽыкəабара,استحم
1218,sich waschen::V,аҽыӡəӡəара,اغتسل
1219,ausziehen::V,ашəыхра,خلع
1220,anziehen::V,ашəҵара,لبس
1221,sich anziehen::V,аҽеилаҳəара,اكتسى
1222,kämmen::V,аҳəара,مشط
1223,schmücken::V,арҧшӡара,زين
1224,sagen::V,аҳəара,قال
1225,sprechen::V,ацəажəара,تكلم
1226,reden::V,ацəажəара,تكلم
1227,reden::V,аицәажәара,تكلم
1228,sich unterhalten::V,аицәажәара,تحادث
1229,fragen::V,азҵаара,سأل
1230,bitten::V,аҳəара,رجا
1231,erzählen::V,аҳəара,حكي
1232,mitteilen::V,азыцҳара,بلغ
1233,nennen::V,ахьӡҵара,سمى
1234,rufen::V,азҿыҭра,نادى
1235,prahlen::V,аҽхəара,فشر
1236,prahlen::V,аҽхəара,تفاخر
1237,übersetzen::V,аиҭагара,ترجم
1238,denken::V,азхəыцра,فكر
1239,glauben::V,ахаҵара,اعتقد
1240,bemerken::V,агəаҭара,لاحظ
1241,erkennen::V,адырра,عرف
1242,begreifen::V,аилкаара,فهم
1243,begreifen::V,аилкаара,أدرك
1244,verstehen::V,аҳара,فهم
1245,lernen::V,аҵара,درس
1246,wissen::V,адырра,علم
1247,sich erinnern an::V,агəаларшəара,تذكر
1248,vergessen::V,ахашҭра,نسي
1249,messen::V,ашəара,قاس
1250,zählen::V,аҧхьаӡара,عد
1251,zählen::V,аҧхьаӡара,أحصى
1252,rechnen::V,аҳасабра,حسب
1253,lesen::V,аҧхьара,قرأ
1254,besitzen::V,амазаара,حاز
1255,besitzen::V,амазаара,ملك
1256,kaufen::V,Аахəара,اشترى
1257,verkaufen::V,аҭира,باع
1258,bezahlen::V,ахҭынҵара,دفع
1259,bezahlen::V,ашəара,دفع
1260,zahlen::V,ашəара,سدد
1261,ertragen::V,ачҳара,أطاق
1262,ertragen::V,ачҳара,تحمل
1263,Moor::N,,مستنقع
1264,Kralle::N,,مخلب
1265,Schwarm::N,,سرب
1266,Sache::N,,شيء
1267,Menge::N,,كمية
1268,Essen::N,,طعام
1269,Geschäft::N,,صفقة
1270,Monat::N,,شهر
1271,Jahr::N,,عام
1272,Jahr::N,,سنة
1273,dünn::A,,رفيع
1274,roh::A,,نيء
1275,durch::PRP,,عبر
1276,durch::PRP,,خلال
1277,was::FPRN,,ما
1278,rauschen::V,,حف
1279,zu sehen sein::V,,ظهر
1280,wenden::V,,قلب
1281,ergreifen::V,,مسك
1282,bewahren::V,,حافظ
1283,wünschen::V,,تمنى
1284,wiegen::V,,هدهد
1285,treten::V,,رفس
1286,kehren::V,,كنس
1287,malen::V,,صور
1288,zeichnen::V,,رسم
1289,schreiben::V,,كتب
1290,beherrschen::V,,حكم
