,Concept_ID,ka,fi
288,Verstand::N,გონება,ymmärrys
289,Sinn::N,მნიშვნელობა,merkitys
290,Grund::N,მიზეზი,syy
291,Grund::N,მიზეზი,peruste
292,Wahrheit::N,სიმართლე,tosi
293,Wahrheit::N,სიმართლე,totuus
294,Wahrheit::N,ჭეშმარიტება,tosi
295,Wahrheit::N,ჭეშმარიტება,totuus
296,Gespräch::N,ბაასი,puhelu
297,Gespräch::N,ბაასი,keskustelu
298,Gespräch::N,საუბარი,puhelu
299,Gespräch::N,საუბარი,keskustelu
300,Märchen::N,არაკი,satu
301,Märchen::N,ზღაპარი,satu
302,Erzählung::N,თქმულება,tarina
303,Erzählung::N,თქმულება,kertomus
304,Nachricht::N,ცნობა,tieto
305,Nachricht::N,ცნობა,ilmoitus
306,Nachricht::N,ამბავი,tieto
307,Nachricht::N,ამბავი,ilmoitus
308,Neuigkeit::N,სიახლე,uutinen
309,Name::N,სახელი,nimi
310,Rätsel::N,გამოცანა,arvoitus
311,Rede::N,სიტყვა,puhe
312,Sprache::N,ენა,kieli
313,Stimme::N,ხმა,ääni
314,Wort::N,სიტყვა,sana
315,Zeichen::N,ნიშანი,merkki
316,Ruf::N,ძახილი,kutsu
317,Lärm::N,ხმაური,melu
318,Lärm::N,ხმაური,hälinä
319,Laut::N,ხმა,ääni
320,Laut::N,ბგერა,ääni
321,Ton::N,ტონი,sävel
322,Lied::N,სიმღერა,laulu
323,Ruhe::N,სიწყნარე,lepo
324,Ruhe::N,სიწყნარე,rauha
325,Leute::N,ადამიანები,väki
326,Leute::N,ადამიანები,ihmiset
327,Volk::N,ერი,kansa
328,Volk::N,ხალხი,kansa
329,Arbeit::N,მუშაობა,työ
330,Gast::N,სტუმარი,vieras
331,Geschenk::N,საჩუქარი,lahja
332,Spiel::N,თამაში,peli
333,Spiel::N,თამაში,leikki
334,Gesellschaft::N,საზოგადოება,seura
335,Hilfe::N,შველა,apu
336,Hilfe::N,დახმარება,apu
337,Freund::N,მეგობარი,ystävä
338,Kamerad::N,ამხანაგი,toveri
339,Angelegenheit::N,საქმე,asia
340,Anzahl::N,ოდენობა,lukumäärä
341,Art::N,სახეობა,laji
342,Stück::N,ნატეხი,pala
343,Stück::N,ნატეხი,kappale
344,Teil::N,წილი,osa
345,Hälfte::N,ნახევარი,puoli
346,Kreis::N,წრე,ympyrä
347,Kreuz::N,ჯვარი,risti
348,Linie::N,ხაზი,viiva
349,Strich::N,შტრიხი,piirto
350,Abstand::N,მანძილი,väli
351,Abstand::N,მანძილი,väljyys
352,Entfernung::N,სიშორე,etäisyys
353,Gegend::N,არე,seutu
354,Gegend::N,მხარე,seutu
355,Platz::N,ფართობი,tila
356,Ort::N,ადგილი,kohta
357,Ort::N,ადგილი,paikka
358,Seite::N,მხარე,sivu
359,Seite::N,მხარე,kylki
360,Mitte::N,შუა,keskus
361,Mitte::N,შუა,puoliväli
362,Gegenstand::N,საგანი,kalu
363,Gegenstand::N,საგანი,esine
364,Sache::N,ნივთი,asia
365,Rand::N,კიდე,ääri
366,Rand::N,კიდე,syrjä
367,Kante::N,ნაწიბული,särmä
368,Ecke::N,კუთხე,nurkka
369,Spitze::N,წვეტი,terä
370,Spitze::N,წვეტი,kärki
371,Ende::N,ბოლო,pää
372,Ende::N,ბოლო,perä
373,Loch::N,ხვრელი,kolo
374,Loch::N,ხვრელი,reikä
375,Winkel::N,კუთხე,kulma
376,Muster::N,მოხატულობა,kuvio
377,Größe::N,ზომა,koko
378,Größe::N,ზომა,suuruus
379,Größe::N,სიდიდე,koko
380,Größe::N,სიდიდე,suuruus
381,Länge::N,სიგრძე,pituus
382,Höhe::N,სიმაღლე,korkeus
383,Gewicht::N,წონა,paino
384,Menge::N,რაოდენობა,määrä
385,Haufen::N,გროვა,kasa
386,Reihe::N,რიგი,rivi
387,Reihe::N,წყება,rivi
388,Boot::N,გემი,vene
389,Ruder::N,ხოფი,airo
390,Ruder::N,ნიჩაბი,airo
391,Schlitten::N,მარხილი,reki
392,Schlitten::N,მარხილი,kelkka
393,Ski::N,თხილამური,suksi
394,Lagerfeuer::N,კოცონი,nuotio
395,Last::N,ტვირთი,kuorma
396,Gang::N,სვლა,kulku
397,Gang::N,სვლა,käynti
398,Schritt::N,ბიჯი,askel
399,Norden::N,ჩრდილოეთი,pohjoinen
400,Süden::N,სამხრეთი,etelä
401,Westen::N,დასავლეთი,länsi
402,Osten::N,აღმოსავლეთი,itä
403,Holz::N,ხე,puu
404,Brett::N,დაფა,lauta
405,Brett::N,ფიცარი,lauta
406,Platte::N,თლილი ქვა,levy
407,Stütze::N,საყრდენი,noja
408,Stange::N,ჭოკი,tanko
409,Stock::N,კეტი,keppi
410,Stab::N,ლატანი,sauva
411,Stab::N,ლატანი,seiväs
412,Rohr::N,მილაკი,putki
413,Haus::N,სახლი,talo
414,Heim::N,ოჯახის კერა,koti
415,Ofen::N,ღუმელი,uuni
416,Fußboden::N,იატაკი,lattia
417,Tisch::N,სუფრა,pöytä
418,Tisch::N,მაგიდა,pöytä
419,Stuhl::N,სკამი,tuoli
420,Wiege::N,აკვანი,kehto
421,Bett::N,საწოლი,sänky
422,Bett::N,სარეცელი,sänky
423,Regal::N,თაროები,hylly
424,Kiste::N,ყუთი,arkku
425,Kiste::N,ყუთი,kirstu
426,Kiste::N,ყუთი,laatikko
427,Kiste::N,სკივრი,arkku
428,Kiste::N,სკივრი,kirstu
429,Kiste::N,სკივრი,laatikko
430,Fenster::N,ფანჯარა,ikkuna
431,Fenster::N,სარკმელი,ikkuna
432,Tür::N,ბჭე,ovi
433,Tür::N,კარი,ovi
434,Tor::N,ჭიშკარი,portti
435,Zaun::N,ღობე,aita
436,Zaun::N,გალავანი,aita
437,Dach::N,სახურავი,katto
438,Leiter::N,კიბე,tikkaat
439,Leiter::N,კიბე,tikapuut
440,Besen::N,ცოცხი,luuta
441,Spaten::N,ნიჩაბი,lapio
442,Schaufel::N,ბარი,lapio
443,Gabel::N,ჩანგალი,haarukka
444,Löffel::N,კოვზი,lusikka
445,Messer::N,დანა,veitsi
446,Nagel::N,ლურსმანი,naula
447,Netz::N,ბადე,verkko
448,Haken::N,კავი,haka
449,Haken::N,კავი,koukku
450,Haken::N,კაუჭი,haka
451,Haken::N,კაუჭი,koukku
452,Griff::N,ტარი,ripa
453,Griff::N,ტარი,kahva
454,Schloss::N,კლიტე,lukko
455,Schloss::N,საკეტი,lukko
456,Bild::N,სურათი,kuva
457,Figur::N,ფიგურა,kuvio
458,Puppe::N,თოჯინა,nukke
459,Beutel::N,პარკი,pussi
460,Bündel::N,გალა,nippu
461,Bündel::N,გალა,kimppu
462,Bündel::N,ასხმა,nippu
463,Bündel::N,ასხმა,kimppu
464,Tasche::N,ჩანთა,laukku
465,Eimer::N,ჩამჩა,sanko
466,Eimer::N,ჩამჩა,ämpäri
467,Deckel::N,ხუფი,kansi
468,Deckel::N,სარქველი,kansi
469,Geschirr::N,ჭურჭელი,astia
470,Sack::N,ტომარა,säkki
471,Tasse::N,ფინჯანი,kuppi
472,Topf::N,ქოთანი,pata
473,Kessel::N,ქვაბი,kattila
474,Essen::N,ჭამა,syönti
475,Nahrung::N,საზრდო,ruoka
476,Nahrung::N,საზრდო,ravinto
477,Nahrung::N,საკვები,ruoka
478,Nahrung::N,საკვები,ravinto
479,Speise::N,საჭმელი,ruoka
480,Fleisch::N,ხორცი,liha
481,Getreide::N,მარცვლოვანი,vilja
482,Brei::N,ფაფა,puuro
483,Brot::N,პური,leipä
484,Scheibe::N,ნაჭერი,viipale
485,Fett::N,ქონი,rasva
486,Fett::N,ცხიმი,rasva
487,Butter::N,კარაქი,voi
488,Öl::N,ზეთი,öljy
489,Salz::N,მარილი,suola
490,Suppe::N,სუფი,keitto
491,Honig::N,თაფლი,hunaja
492,Milch::N,რძე,maito
493,Tee::N,ჩაი,tee
494,Leder::N,ტყავი,nahka
495,Wolle::N,მატყლი,villa
496,Stoff::N,ქსოვილი,kangas
497,Nadel::N,ნემსი,neula
498,Faden::N,ძაფი,lanka
499,Faden::N,მკედი,lanka
500,Knopf::N,ღილი,nappi
501,Knoten::N,ნასკვი,solmu
502,Farbe::N,საღებავი,maali
503,Kleidung::N,ტანსაცმელი,vaatteet
504,Hemd::N,ხალათი,paita
505,Hemd::N,პერანგი,paita
506,Kragen::N,საყელო,kaulus
507,Ärmel::N,სახელო,hiha
508,Hose::N,შარვალი,housut
509,Gürtel::N,ქამარი,vyö
510,Mütze::N,ქუდი,lakki
511,Schuh::N,ფეხსაცმელი,kenkä
512,Stiefel::N,ჩექმა,saapas
513,Ring::N,ბეჭედი,sormus
514,Band::N,ბაფთი,nauha
515,Kamm::N,სავარცხელი,kampa
516,Spiegel::N,სარკე,peili
517,Riemen::N,ღვედი,hihna
518,Schnur::N,ლარი,naru
519,Schnur::N,ლარი,nuora
520,Leine::N,ჯაჭვი,talutushihna
521,Decke::N,საბანი,peite
522,Kissen::N,ბალიში,tyyny
523,Kissen::N,ბალიში,pielus
524,Tuch::N,მაუდი,huivi
525,Tuch::N,თავშალი,huivi
526,Handtuch::N,ხელსახოცი,pyyheliina
527,Kraft::N,ძალა,väki
528,Kraft::N,ძალა,voima
529,Stärke::N,ღონე,vahvuus
530,Gesundheit::N,ჯანმრთელობა,terveys
531,Krankheit::N,სენი,tauti
532,Krankheit::N,სენი,sairaus
533,Krankheit::N,ავადმყოფობა,tauti
534,Krankheit::N,ავადმყოფობა,sairaus
535,Schmerz::N,ტკივილი,kipu
536,Schmerz::N,ტკივილი,särky
537,Wunde::N,იარი,haava
538,Wunde::N,ჭრილობა,haava
539,Fieber::N,ციება,kuume
540,Arznei::N,წამალი,lääke
541,Brücke::N,ხიდი,silta
542,Brunnen::N,ჭა,kaivo
543,Weide::N,საძოვარი,laidun
544,Pfad::N,ბილიკი,polku
545,Weg::N,გზა,tie
546,Straße::N,შარაგზა,katu
547,Dorf::N,დაბა,kylä
548,Dorf::N,სოფელი,kylä
549,Stadt::N,ქალაქი,kaupunki
550,Brief::N,წერილი,kirje
551,Buch::N,წიგნი,kirja
552,Buchstabe::N,ასო,kirjain
553,Zeitung::N,გაზეთი,lehti
554,Zeitung::N,გაზეთი,sanomalehti
555,Leben::N,სიცოცხლე,elo
556,Leben::N,სიცოცხლე,elämä
557,Tod::N,სიკვდილი,kuolema
558,Grab::N,სამარე,hauta
559,Grab::N,საფლავი,hauta
560,Kirche::N,ეკლესია,kirkko
561,Sünde::N,ცოდვა,synti
562,Gott::N,ღმერთი,jumala
563,Arbeiter::N,მუშა,työläinen
564,Chef::N,გამგე,päällikkö
565,Meister::N,ოსტატი,mestari
566,Arzt::N,ექიმი,lääkäri
567,Arzt::N,მკურნალი,lääkäri
568,Lehrer::N,მასწავლებელი,opettaja
569,Geld::N,ფული,raha
570,Geschäft::N,საქმე,liike
571,Geschäft::N,ბიზნესი,liike
572,Laden::N,დუქანი,puoti
573,Laden::N,დუქანი,kauppa
574,Laden::N,მაღაზია,puoti
575,Laden::N,მაღაზია,kauppa
576,Preis::N,ფასი,hinta
577,Ware::N,საქონელი,tavara
578,Nutzen::N,ხეირი,hyöty
579,Reichtum::N,სიმდიდრე,rikkaus
580,Welt::N,მსოფლიო,maailma
581,Land::N,მხარე,maa
582,Land::N,ქვეყანა,maa
583,Staat::N,სახელმწიფო,valtio
584,König::N,მეფე,kuningas
585,Macht::N,ძლიერება,mahti
586,Grenze::N,ზღვარი,raja
587,Krieg::N,ომი,sota
588,Feind::N,მტერი,vihollinen
589,Gewalt::N,სისასტიკე,väkivalta
590,Kampf::N,ბრძოლა,taistelu
591,Bogen[Waffe]::N,მშვილდი,jousi
592,Pfeil::N,ისარი,nuoli
593,Pfeil::N,მახვილი,nuoli
594,Gewehr::N,თოფი,kivääri
595,Gewehr::N,შაშხანა,kivääri
596,Fehler::N,შეცდომა,vika
597,Fehler::N,შეცდომა,virhe
598,Lüge::N,სიცრუე,valhe
599,Schaden::N,ვნება,vaurio
600,Schaden::N,ვნება,vahinko
601,Unglück::N,ხიფათი,vahinko
602,Unglück::N,ხიფათი,onnettomuus
603,Unglück::N,უბედურება,vahinko
604,Unglück::N,უბედურება,onnettomuus
605,Schuld::N,ბრალი,syy
606,Alter::N,ასაკი,ikä
607,Schluss::N,ბოლო,loppu
608,Schluss::N,დასასრული,loppu
609,Zeit::N,დრო,aika
610,Tag::N,დღე,päivä
611,Morgen::N,დილა,aamu
612,Morgen::N,დილა,huomen
613,Mittag::N,შუადღე,keskipäivä
614,Abend::N,საღამო,ilta
615,Nacht::N,ღამე,yö
616,Woche::N,კვირა,viikko
617,Monat::N,თვე,kuukausi
618,Jahr::N,წელი,vuosi
619,Frühling::N,გაზაფხული,kevät
620,Sommer::N,ზაფხული,kesä
621,Herbst::N,შემოდგომა,syksy
622,Winter::N,ზამთარი,talvi
623,Januar::N,იანვარი,tammikuu
624,Februar::N,თებერვალი,helmikuu
625,März::N,მარტი,maaliskuu
626,April::N,აპრილი,huhtikuu
627,Mai::N,მაისი,toukokuu
628,Juni::N,ივნისი,kesäkuu
629,Juli::N,ივლისი,heinäkuu
630,August::N,აგვისტო,elokuu
631,September::N,სექტემბერი,syyskuu
632,Oktober::N,ოქტომბერი,lokakuu
633,November::N,ნოემბერი,marraskuu
634,Dezember::N,დეკემბერი,joulukuu
635,Montag::N,ორშაბათი,maanantai
636,Dienstag::N,სამშაბათი,tiistai
637,Mittwoch::N,ოთხშაბათი,keskiviikko
638,Donnerstag::N,ხუთშაბათი,torstai
639,Freitag::N,პარასკევი,perjantai
640,Samstag::N,შაბათი,lauantai
641,Sonntag::N,კვირა,sunnuntai
642,groß::A,დიდი,iso
643,groß::A,დიდი,suuri
644,klein::A,მცირე,pieni
645,klein::A,პატარა,pieni
646,lang::A,გრძელი,pitkä
647,kurz::A,მოკლე,lyhyt
648,breit::A,ფართო,leveä
649,breit::A,განიერი,leveä
650,schmal::A,ვიწრო,kapea
651,schmal::A,წვრილი,kapea
652,dicht::A,მჭიდრო,taaja
653,dick[Gegenstand]::A,სქელი,paksu
654,dünn::A,წვრილი,ohut
655,fein::A,თხელი,hieno
656,fest::A,მყარი,luja
657,flach::A,ბრტყელი,litteä
658,flach::A,ბრტყელი,tasainen
659,glatt::A,გლუ,sileä
660,glatt::A,გლუ,siloinen
661,hart::A,მაგარი,kova
662,weich::A,რბილი,pehmeä
663,rund::A,მრგვალი,pyöreä
664,spitz::A,წვეტიანი,terävä
665,scharf::A,მჭრელი,terävä
666,stumpf::A,ბლაგვი,tylsä
667,schwer::A,მძიმე,raskas
668,schwer::A,მძიმე,painava
669,schön::A,ლამაზი,kaunis
670,heiß::A,ცხელი,kuuma
671,warm::A,თბილი,lämmin
672,kalt::A,ცივი,kylmä
673,kalt::A,ცივი,viluinen
674,kühl::A,გრილი,viileä
675,frisch::A,სუფთა,tuore
676,feucht::A,ნოტიო,kostea
677,nass::A,სველი,märkä
678,trocken::A,მშრალი,kuiva
679,voll::A,სავსე,täysi
680,leer::A,ცარიელი,tyhjä
681,offen::A,ღია,avonainen
682,offen::A,გაშლილი,avonainen
683,geschlossen::A,დახურული,suljettu
684,sauber::A,სუფთა,puhdas
685,sauber::A,წმინდა,puhdas
686,schmutzig::A,ტალახიანი,likainen
687,roh::A,უმი,raaka
688,reif::A,მწიფე,kypsä
689,lecker::A,გემრიელი,herkullinen
690,süß::A,ტკბილი,makea
691,bitter::A,მწარე,karvas
692,bitter::A,მწარე,kitkerä
693,sauer::A,მჟავე,hapan
694,hell::A,ნათელი,kirkas
695,hell::A,ნათელი,valoisa
696,dunkel::A,ბნელი,pimeä
697,schwarz::A,შავი,musta
698,weiß::A,თეთრი,valkea
699,rot::A,წითელი,punainen
700,gelb::A,ყვითელი,keltainen
701,blau::A,ლურჯი,sininen
702,blau::A,ცისფერი,sininen
703,grün::A,მწვანე,vihreä
704,grau::A,რუხი,harmaa
705,grau::A,ნაცრისფერი,harmaa
706,bunt::A,ჭრელი,kirjava
707,bunt::A,ფერადი,kirjava
708,billig::A,იაფი,halpa
709,billig::A,იაფი,huokea
710,teuer::A,ძვირი,kallis
711,wertvoll::A,ღირსიანი,arvokas
712,blind::A,ბრმა,sokea
713,taub::A,ყრუ,kuuro
714,kräftig::A,ძალავანი,väkevä
715,kräftig::A,ძალავანი,voimakas
716,stark::A,ძლიერი,vahva
717,stark::A,ღონიერი,vahva
718,schwach::A,სუსტი,heikko
719,fett::A,სქელი,lihava
720,schlank::A,გამხდარი,hoikka
721,schlank::A,გამხდარი,solakka
722,hübsch::A,ეშხიანი,soma
723,hübsch::A,ეშხიანი,sievä
724,hübsch::A,მშვენიერი,soma
725,hübsch::A,მშვენიერი,sievä
726,böse::A,ავი,paha
727,böse::A,ავი,häijy
728,böse::A,ბოროტი,paha
729,böse::A,ბოროტი,häijy
730,dumm::A,ბოთე,tyhmä
731,dumm::A,ბოთე,typerä
