,Concept_ID,xal,en
211,Mädchen::N,бичкн күүкн,girl
212,Familie::N,бүл,family
213,Großvater::N,өвк эцк,grandfather
214,Großvater::N,наһц эцк,grandfather
215,Großmutter::N,эмг эк,grandmother
216,Großmutter::N,наһц эк,grandmother
217,Eltern::N,эк эцк хойр,parents
218,Vater::N,эцк,father
219,Mutter::N,эк,mother
220,Sohn::N,көвүн,son
221,Tochter::N,күүкн,daughter
222,Bruder::N,дү көвүн,brother
223,Schwester::N,эгч,sister
224,Schwester::N,дү күүкн,sister
225,Onkel::N,авһ,uncle
226,Onkel::N,наһцх,uncle
227,Tante::N,наһц эгч,aunt
228,Ehemann::N,залу,husband
229,Ehefrau::N,гергн,wife
230,Freude::N,байр,joy
231,Gelächter::N,инәдн,laughter
232,Glück::N,җирһл,happiness
233,Glück::N,сәәхн җирһл,happiness
234,Kummer::N,зовлң,grief
235,Wunsch::N,дурн,wish
236,Lust::N,җилвтлһн,desire
237,Geist::N,зөрг,spirit
238,Gedanke::N,ухан,thought
239,Gedächtnis::N,чееҗин тодлвр,memory
240,Verstand::N,ухан,mind
241,Sinn::N,учр-утх,meaning
242,Grund::N,учр,reason
243,Grund::N,шалтан,reason
244,Wahrheit::N,үнн,truth
245,Gespräch::N,күүндвүр,talk
246,Märchen::N,тууль,fairy tale
247,Erzählung::N,келвр,story
248,Nachricht::N,медүллһн,message
249,Neuigkeit::N,зәңг,news
250,Name::N,нерн,name
251,Rätsel::N,тәәлвртә тууль,puzzle
252,Rede::N,келлһн,speech
253,Sprache::N,келн,language
254,Stimme::N,дун,voice
255,Wort::N,үг,word
256,Zeichen::N,темдг,sign
257,Ruf::N,дуудлһн,call
258,Lärm::N,шууган,noise
259,Laut::N,ә,sound
260,Ton::N,дун,tone
261,Lied::N,дун,song
262,Ruhe::N,амулң,calm
263,Leute::N,әмтн,people
264,Volk::N,улс,nation
265,Arbeit::N,көдлмш,work
266,Gast::N,гиич,guest
267,Geschenk::N,белг,gift
268,Spiel::N,наадн,game
269,Gesellschaft::N,олн,company
270,Hilfe::N,нөкд,help
271,Freund::N,иньг,friend
272,Kamerad::N,үр,companion
273,Angelegenheit::N,керг,matter
274,Anzahl::N,то,count
275,Art::N,зүүл,sort
276,Stück::N,хусг,piece
277,Teil::N,хүв,part
278,Hälfte::N,өрәл,half
279,Kreis::N,төгрг,circle
280,Kreuz::N,кирс,cross
281,Linie::N,зурасн,line
282,Strich::N,татасн,stroke
283,Abstand::N,зә,gap
284,Entfernung::N,һазр,distance
285,Gegend::N,һазр,area
286,Platz::N,зә,space
287,Ort::N,бәәрн,place
288,Seite::N,тал,side
289,Seite::N,хаҗу,side
290,Seite::N,хәврһ,side
291,Mitte::N,дунд,middle
292,Gegenstand::N,юмн,item
293,Sache::N,юмн,thing
294,Rand::N,зах,fringe
295,Kante::N,ирмәг,edge
296,Ecke::N,өнцг,corner
297,Spitze::N,үзүр,tip
298,Ende::N,үзүр,end
299,Loch::N,хаһрха,hole
300,Winkel::N,булң,angle
301,Muster::N,намч,pattern
302,Größe::N,кемҗән,size
303,Länge::N,ут,length
304,Höhe::N,өндр,height
305,Gewicht::N,күнд,weight
306,Gewicht::N,чиңнүр,weight
307,Menge::N,ик,amount
308,Haufen::N,ова,heap
309,Reihe::N,зерг,row
310,Reihe::N,зерглән,row
311,Boot::N,оңһц,boat
312,Ruder::N,хәәв,oar
313,Schlitten::N,цан,sleigh
314,Ski::N,лыҗ,ski
315,Lagerfeuer::N,костёр,campfire
316,Last::N,күнд,load
317,Gang::N,йовлһн,walk
318,Schritt::N,ишкм,step
319,Norden::N,ар үзг,north
320,Süden::N,өмн,south
321,Süden::N,өмн үзг,south
322,Westen::N,барун,west
323,Westen::N,барун үзг,west
324,Osten::N,зүн,east
325,Osten::N,зүн үзг,east
326,Holz::N,модн,wood
327,Brett::N,харһа,board
328,Platte::N,хавтха чолун,slab
329,Stütze::N,тулг,bracket
330,Stange::N,уньн,pole
331,Stock::N,модн,stick
332,Stab::N,шуург,staff
333,Rohr::N,турва,pipe
334,Haus::N,гер,house
335,Heim::N,гер-бул,home
336,Ofen::N,беш,stove
337,Fußboden::N,девскр,floor
338,Tisch::N,ширә,table
339,Stuhl::N,стул,chair
340,Wiege::N,өлгә,cradle
341,Wiege::N,дүүҗң,cradle
342,Bett::N,орн,bed
343,Bett::N,орндг,bed
344,Regal::N,таг,shelf
345,Regal::N,тәвц,shelf
346,Kiste::N,яршг,box
347,Fenster::N,терз,window
348,Tür::N,үүдн,door
349,Tor::N,үүдн,gate
350,Tor::N,өргн үүдн,gate
351,Tor::N,хашан үүдн,gate
352,Zaun::N,хаша,fence
353,Dach::N,деевр,roof
354,Leiter::N,шат,ladder
355,Leiter::N,давшур,ladder
356,Besen::N,сәвүр,broom
357,Spaten::N,күрз,spade
358,Schaufel::N,совг,shovel
359,Gabel::N,серә,fork
360,Löffel::N,ухр,spoon
361,Messer::N,утх,knife
362,Nagel::N,хадасн,nail
363,Netz::N,гөлм,net
364,Haken::N,дегә,hook
365,Griff::N,иш,handle
366,Griff::N,бәрүл,handle
367,Schloss::N,оньс,lock
368,Bild::N,зург,picture
369,Figur::N,фигур,figure
370,Puppe::N,наадһа,doll
371,Beutel::N,мишг,pouch
372,Bündel::N,багла,bundle
373,Bündel::N,боодһа,bundle
374,Tasche::N,сумк,bag
375,Eimer::N,суулһ,bucket
376,Deckel::N,бүркәсн,cover
377,Geschirr::N,сав,dishes
378,Geschirr::N,сав-сарх,dishes
379,Sack::N,мишг,sack
380,Tasse::N,ааһ,cup
381,Topf::N,кастрюль,pot
382,Kessel::N,хәәсн,kettle
383,Essen::N,зоогллһн,meal
384,Nahrung::N,теҗәл,food
385,Speise::N,хот,dish
386,Fleisch::N,махн,meat
387,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,corn
388,Brei::N,хаш,mush
389,Brot::N,өдмг,bread
390,Scheibe::N,зүсм,slice
391,Fett::N,өөкн,fat
392,Butter::N,тосн,butter
393,Öl::N,тосн,oil
394,Salz::N,давсн,salt
395,Suppe::N,шөлн,soup
396,Honig::N,бал,honey
397,Milch::N,үсн,milk
398,Tee::N,цә,tea
399,Leder::N,арсн,leather
400,Wolle::N,утцн,wool
401,Wolle::N,эд,wool
402,Stoff::N,эд,cloth
403,Nadel::N,зүн,needle
404,Faden::N,утцн,thread
405,Knopf::N,товч,button
406,Knoten::N,зәңгдә,knot
407,Farbe::N,будг,paint
408,Kleidung::N,хувцн,clothes
409,Kleidung::N,хувц-хунр,clothes
410,Hemd::N,киилг,shirt
411,Kragen::N,зах,collar
412,Ärmel::N,ханцн,sleeve
413,Hose::N,шалвур,trousers
414,Gürtel::N,бүс,belt
415,Mütze::N,махла,cap
416,Schuh::N,башмгуд,shoe
417,Stiefel::N,һосн,boot
418,Ring::N,билцг,ring
419,Band::N,лент,ribbon
420,Kamm::N,сам,comb
421,Spiegel::N,толь,mirror
422,Riemen::N,бүс,strap
423,Schnur::N,деесн,string
424,Leine::N,бурнтг,leash
425,Leine::N,нохан көтлвр,leash
426,Decke::N,көнҗл,blanket
427,Kissen::N,дер,pillow
428,Tuch::N,альчур,scarf
429,Handtuch::N,полотенц,towel
430,Handtuch::N,һар-нүүрин альчур,towel
431,Kraft::N,күчн,force
432,Stärke::N,чидл,strength
433,Gesundheit::N,эрүл-менд,health
434,Krankheit::N,өвчн,illness
435,Schmerz::N,өвдлһн,pain
436,Wunde::N,шав,wound
437,Fieber::N,безг,fever
438,Arznei::N,эм,medicine
439,Brücke::N,тагт,bridge
440,Brunnen::N,худг,well
441,Weide::N,малын идг,pasture
442,Pfad::N,цувг,path
443,Weg::N,хаалһ,way
444,Straße::N,зам,road
445,Dorf::N,хотн,village
446,Stadt::N,балһсн,town
447,Brief::N,бичг,letter
448,Buch::N,дегтр,book
449,Buchstabe::N,үзг,character
450,Zeitung::N,газет,newspaper
451,Leben::N,җирһл,life
452,Tod::N,үкл,death
453,Tod::N,өңгрлһн,death
454,Grab::N,оршалһна нүкн,grave
455,Kirche::N,чонҗ,church
456,Sünde::N,нүл,sin
457,Sünde::N,килнц,sin
458,Gott::N,бурхн,god
459,Arbeiter::N,көдлмшч,worker
460,Chef::N,толһач,boss
461,Meister::N,урн,master
462,Arzt::N,эмч,doctor
463,Lehrer::N,багш,teacher
464,Geld::N,мөңгн,money
465,Geschäft::N,көдлмш,business
466,Laden::N,лавк,shop
467,Preis::N,үн,price
468,Ware::N,эд-тавр,ware
469,Nutzen::N,олз,profit
470,Reichtum::N,зөөр,wealth
471,Welt::N,орчлң,world
472,Welt::N,делкә,world
473,Land::N,орн-нутг,country
474,Staat::N,государств,state
475,König::N,хан,king
476,Macht::N,йосн,power
477,Grenze::N,меҗә,border
478,Krieg::N,дән,war
479,Feind::N,дәәсн,enemy
480,Gewalt::N,күч һарһлһн,violence
481,Kampf::N,ноолдан,fight
482,Kampf::N,бәрлдлһн,fight
483,Bogen[Waffe]::N,саадг,bow
484,Pfeil::N,сумн,arrow
485,Gewehr::N,бу,gun
486,Fehler::N,алдг,mistake
487,Lüge::N,худл,lie
488,Schaden::N,хорлт,damage
489,Unglück::N,гүрм,misfortune
490,Schuld::N,гем,fault
491,Schuld::N,буру,fault
492,Alter::N,насн,age
493,Schluss::N,чилгч,conclusion
494,Zeit::N,цаг,time
495,Tag::N,өдр,day
496,Morgen::N,өрүн,morning
497,Mittag::N,үд,noon
498,Abend::N,асхн,evening
499,Nacht::N,сө,night
500,Woche::N,долан хонг,week
501,Monat::N,сар,month
502,Jahr::N,җил,year
503,Frühling::N,хавр,spring
504,Sommer::N,зун,summer
505,Herbst::N,намр,autumn
506,Winter::N,үвл,winter
507,Januar::N,январь,January
508,Februar::N,февраль,February
509,März::N,март,March
510,März::N,моһа сар,March
511,April::N,апрель,April
512,Mai::N,май,May
513,Juni::N,июнь,June
514,Juni::N,мөчн сар,June
515,Juli::N,июль,July
516,August::N,август,August
517,September::N,һаха сар,September
518,Oktober::N,октябрь,October
519,November::N,ноябрь,November
520,November::N,үкр сар,November
521,Dezember::N,бар сар,December
522,Montag::N,понедельник,Monday
523,Dienstag::N,вторник,Tuesday
524,Mittwoch::N,среда,Wednesday
525,Mittwoch::N,үлмҗ өдр,Wednesday
526,Donnerstag::N,четверг,Thursday
527,Donnerstag::N,пүрвә өдр,Thursday
528,Freitag::N,пятниц,Friday
529,Samstag::N,суббот,Saturday
530,Sonntag::N,нарн өдр,Sunday
531,Sonntag::N,воскресень,Sunday
532,groß::A,ик,big
533,klein::A,бичкн,little
534,lang::A,ут,long
535,kurz::A,оһтр,short
536,breit::A,өргн,wide
537,schmal::A,уутьхн,narrow
538,dicht::A,нигт,dense
539,dick[Gegenstand]::A,зузан,thick
540,dünn::A,нимгн,thin
541,fein::A,нәрхн,delicate
542,fest::A,бат,firm
543,flach::A,хавтха,flat
544,glatt::A,тегш,smooth
545,glatt::A,тиньгр,smooth
546,hart::A,хату,hard
547,weich::A,җөөлн,soft
548,weich::A,җөөлкн,soft
549,rund::A,төгрг,round
550,spitz::A,шовһр,pointed
551,scharf::A,хурц,sharp
552,stumpf::A,мука,blunt
553,schwer::A,күнд,heavy
554,schön::A,сәәхн,beautiful
555,heiß::A,халун,hot
556,warm::A,дулан,warm
557,kalt::A,киитн,cold
558,kühl::A,серүн,cool
559,frisch::A,серүн,fresh
560,feucht::A,чиигтә,damp
561,nass::A,чиигтә,wet
562,trocken::A,хагсу,dry
563,voll::A,дүүрң,full
564,leer::A,сул,empty
565,leer::A,хоосн,empty
566,offen::A,секәтә,open
567,geschlossen::A,хаалһата,closed
568,sauber::A,цевр,clean
569,schmutzig::A,киртә,dirty
570,roh::A,түүкә,raw
571,reif::A,болсн,ripe
572,lecker::A,әмтәхн,delicious
573,süß::A,әмтәхн,sweet
574,bitter::A,һашун,bitter
575,bitter::A,һашута,bitter
576,sauer::A,ишклң,sour
577,hell::A,герлтә,bright
578,dunkel::A,харңһу,dark
579,schwarz::A,хар,black
580,weiß::A,цаһан,white
581,rot::A,улан,red
582,gelb::A,шар,yellow
583,blau::A,көк,blue
584,grün::A,көк,green
585,grau::A,бор,grey
586,bunt::A,алг,colourful
587,bunt::A,алг,colorful
588,bunt::A,эрәтә,colourful
589,bunt::A,эрәтә,colorful
590,billig::A,кимд,cheap
591,teuer::A,үнтә,dear
592,wertvoll::A,үнтә,precious
593,wertvoll::A,эрднь,precious
594,blind::A,сохр,blind
595,taub::A,дүлә,deaf
596,kräftig::A,күчтә,powerful
597,stark::A,чаңһ,strong
598,schwach::A,күчн тату,weak
599,fett::A,тарһн,fat
600,schlank::A,эццн,slim
601,hübsch::A,көркхн,pretty
602,böse::A,уурта,evil
603,dumm::A,тенг,stupid
604,faul::A,залху,lazy
605,fleißig::A,кинән,diligent
606,fleißig::A,кинмһә,diligent
607,geizig::A,ховдг,stingy
608,klug::A,ухата,clever
609,geschickt::A,чадмг,skilful
610,geschickt::A,чадмг,skillful
611,lieb::A,эңкр,dear
612,lustig::A,сергмҗтә,merry
613,lustig::A,җирһлтә,merry
614,sanft::A,номһн,gentle
615,hungrig::A,өлн,hungry
616,hungrig::A,харһнсн,hungry
617,krank::A,өвчтә,sick
618,krank::A,шалтгта,sick
619,nackt::A,нүцкн,naked
620,traurig::A,һундлта,sad
621,lebendig::A,әмд,living
622,gut::A,сән,good
623,schlecht::A,му,bad
624,richtig::A,зөвтә,correct
625,schlimm::A,җигшүртә,nasty
626,wahr::A,үнн,true
627,wahr::A,мөн,true
628,alt::A,хуучн,old
629,neu::A,шин,new
630,ehemalig::A,хуучн,former
631,alt[Lebewesen]::A,көгшн,aged
632,jung::A,баһ,young
633,arm::A,угатя,poor
634,reich::A,байн,rich
635,bekannt::A,таньл,familiar
636,bekannt::A,таньдг,familiar
637,berühmt::A,туурсн,famous
638,fremd::A,күүнә,foreign
639,verschieden::A,әдл биш,different
640,verschieden::A,йилһәтә,different
641,nah::A,өөрхн,near
642,fern::A,хол,far
643,linker::A,зүн,left
644,rechter::A,барун,right
645,anderer::A,талдан,other
646,erster::A,негдгч,first
647,zweiter::A,хойрдгч,second
648,dritter::A,һурвдгч,third
649,letzter::A,отхн,last
650,allein::ADV,һанцарн,alone
651,auf einmal::ADV,нег дәкҗ,at once
652,zusammen::ADV,хамдан,together
653,lange::ADV,удан,long
654,plötzlich::ADV,генткн,suddenly
655,sofort::ADV,дарунь,instantly
656,später::ADV,сүүлд,later
657,jetzt::ADV,ода,now
658,heute::ADV,эндр,today
659,morgen::ADV,маңһдур,tomorrow
660,bald::ADV,дарунь,soon
661,dann::ADV,дәкәд,then
662,gestern::ADV,өцклдүр,yesterday
663,einst::ADV,нег саамд,once
664,damals::ADV,тиигхд,at that time
665,danach::ADV,тегәд,afterwards
666,vorher::ADV,урд,before
667,zuerst::ADV,түрүләд,at first
668,einmal::ADV,нег дәкҗ,once
669,manchmal::ADV,зәрмдән,sometimes
670,oft::ADV,хара биш,often
671,oft::ADV,хатяр биш,often
672,oft::ADV,дару-дарунь,often
673,immer::ADV,оньдинд,always
674,niemals::ADV,кезә чмгн биш,never
675,hier::ADV,энд,here
676,hier::ADV,энүнд,here
677,hierhin::ADV,нааран,hither
678,hierhin::ADV,нааран,to here
679,hierhin::ADV,нааран,here
680,von hier::ADV,эндәс,hence
681,dort::ADV,тенд,there
682,dorthin::ADV,тиигән,thither
683,dorthin::ADV,тиигән,there
684,dorthin::ADV,тиигән,to there
685,geradeaus::ADV,шуд,ahead
686,vorwärts::ADV,уралан,forward
687,rückwärts::ADV,гедргән,backward
688,zurück::ADV,хәрү,back
689,unten::ADV,дор,below
690,hinab::ADV,дор,down
691,hinab::ADV,доракшан,down
692,oben::ADV,деер,above
693,hinauf::ADV,өөдән,up
694,hinauf::ADV,деер,up
695,überall::ADV,альд болв чигн,everywhere
696,nicht::ADV,эс,not
697,nicht::ADV,биш,not
698,nicht::ADV,бичә,not
699,ein wenig::ADV,баахн,a little
700,ein wenig::ADV,баахнар,a little
701,kaum::ADV,әрә,hardly
702,sehr::ADV,йир,very
703,so::ADV,иигҗ,so
704,noch::ADV,ода чигн,still
705,nur::ADV,һанцхн,only
706,schon::ADV,одх,already
707,wieder::ADV,бас,again
708,vergebens::ADV,киидән,in vain
709,vor::PRP,урд,in front of
710,hinter::PRP,ца,behind
711,unter::PRP,дор,under
712,durch::PRP,ивт,through
713,durch::PRP,дундаһур,through
714,neben::PRP,хаҗуд,next to
715,zwischen::PRP,хоорнд,between
716,wegen::PRP,көлтә,because of
717,wegen::PRP,деерәс,because of
718,dies::PRN,эн,this
719,das::PRN,тер,that
720,alles::PRN,цуһар,everything
721,ich::PRN,би,I
722,du::PRN,чи,you
723,du::PRN,чи,thou
724,er::PRN,тер,he
725,wir::PRN,мадн,we
726,ihr::PRN,та,you
727,sie::PRN,тедн,they
728,was::FPRN,юн,what
729,wer::FPRN,кен,who
730,wo::FADV,хама,where
731,wohin::FADV,хамаран,where ... to
732,wohin::FADV,хамаран,where to
733,wohin::FADV,хамаран,where
734,wie::FADV,яһҗ,how
735,wie::FADV,яһад,how
736,warum::FADV,юңгад,why
737,wieviel::FNUM,кедү,how much
738,eins::NUM,негн,one
739,zwei::NUM,хойр,two
740,drei::NUM,һурвн,three
741,vier::NUM,дөрвн,four
742,fünf::NUM,тавн,five
743,sechs::NUM,зурһан,six
744,sieben::NUM,долан,seven
745,acht::NUM,нәәмн,eight
746,neun::NUM,йисн,nine
747,zehn::NUM,арвн,ten
748,elf::NUM,арвн негн,eleven
749,zwölf::NUM,арвн хойр,twelve
750,zwanzig::NUM,хөрн,twenty
751,dreißig::NUM,һучн,thirty
752,vierzig::NUM,дөчн,forty
753,fünfzig::NUM,тәвн,fifty
754,sechzig::NUM,җирн,sixty
755,siebzig::NUM,далн,seventy
756,achtzig::NUM,найн,eighty
757,neunzig::NUM,йирн,ninety
758,hundert::NUM,зун,a hundred
759,tausend::NUM,миңһн,a thousand
760,und::CNJ,болн,and
761,oder::CNJ,эс гиҗ,or
762,oder::CNJ,эс гихлә,or
763,stehen::V,зогсх,stand
764,sitzen::V,суух,sit
765,liegen::V,кевтх,lie
766,hängen::V,өлгәтә бәәх,hang
767,werden::V,болх,become
768,passieren::V,болх,happen
769,beginnen::V,эклх,begin
770,enden::V,төгсх,end
771,wechseln::V,хүврх,change
772,aufgehen[Sonne]::V,һарх,rise
773,untergehen[Sonne]::V,орх,set
774,untergehen[Sonne]::V,сүүрлх,set
775,scheinen[Sonne]::V,герлтх,shine
776,donnern::V,күрҗңнх,thunder
777,wehen::V,сальклх,blow
778,strömen::V,һооҗх,stream
779,fließen::V,урсх,flow
780,sich drehen::V,эргх,revolve
781,schwanken::V,дәәвлх,sway
782,schwingen::V,нәәхлх,swing
783,fallen::V,унх,fall
784,fallen::V,киисх,fall
785,brennen::V,шатх,burn
786,rauchen::V,ута һарһх,smoke
787,regnen::V,орх,rain
788,gefrieren::V,мөстх,freeze
789,tauen::V,хәәлх,thaw
790,schmelzen::V,хәәлх,melt
791,schmelzen::V,хәәлгдх,melt
792,trocknen::V,эврх,dry
793,sieden::V,буслх,boil
794,faulen::V,үмкәрх,rot
795,verfaulen::V,илҗрх,decay
796,reißen::V,тасрх,snap
797,versinken::V,чивх,sink
798,vergehen::V,болх,pass
799,erscheinen::V,һарх,appear
800,verschwinden::V,уга болх,disappear
801,sinken::V,татгдх,drop
802,abnehmen::V,хасгдх,decrease
803,zunehmen::V,өсх,increase
804,steigen::V,немх,rise
805,wachsen::V,өсх,grow
806,wachsen::V,урһх,grow
807,glänzen::V,гилвкх,shine
808,funkeln::V,цәклх,sparkle
809,lärmen::V,шууглдх,be noisy
810,läuten::V,хоңх,chime
811,klingeln::V,җиңнулх,ring
812,klirren::V,җиңнх,tinkle
813,brausen::V,догшрхх,roar
814,rauschen::V,сарҗңнх,rustle
815,klingen::V,ә һарх,sound
816,bellen::V,хуцх,bark
817,heulen::V,уульх,howl
818,blasen::V,үләх,blow
819,pfeifen::V,ишкрх,whistle
820,schreien::V,хәәкрх,shout
821,stöhnen::V,түңшх,groan
822,zittern::V,дагҗннх,tremble
823,leben::V,бәәх,be alive
824,geboren werden::V,төрх,be born
825,atmen::V,әмсхлх,breathe
826,trinken::V,уух,drink
827,essen::V,идх,eat
828,schlucken::V,зальгх,swallow
829,müde werden::V,көшх,get tired
830,einschlafen::V,унтх,fall asleep
831,schlafen::V,нөөрсх,sleep
832,aufwachen::V,серх,wake up
833,aufstehen::V,босх,get up
834,sich erholen::V,амрх,relax
835,krank werden::V,гемтх,fall ill
836,krank sein::V,шалтглх,be ill
837,schmerzen::V,өвдх,ache
838,husten::V,ханях,cough
839,genesen::V,эдгх,recover
840,sterben::V,үкх,die
