,Concept_ID,eu,tr
145,Ufer::N,bazter,kıyı
146,Ufer::N,bazter,sahil
147,Küste::N,itsasalde,kıyı
148,Küste::N,itsasalde,sahil
149,Festland::N,lehor,kara
150,Meer::N,itsaso,deniz
151,Bucht::N,golko,koy
152,Bucht::N,golko,körfez
153,Insel::N,irla,ada
154,Insel::N,uharte,ada
155,Blume::N,lili,çiçek
156,Gras::N,belar,ot
157,Gras::N,belar,çim
158,Wurzel::N,zuztar,kök
159,Wurzel::N,sustrai,kök
160,Baum::N,zuhaitz,ağaç
161,Stamm::N,enbor,gövde
162,Rinde::N,azal,kabuk
163,Ast::N,adar,dal
164,Ast::N,adar,budak
165,Zweig::N,abar,dal
166,Blatt::N,hosto,yaprak
167,Birke::N,urki,huş
168,Kiefer[Baum]::N,ler,çam
169,Weide[Baum]::N,zume,söğüt
170,Weide[Baum]::N,sahats,söğüt
171,Tanne::N,izei,çam
172,Tanne::N,izei,köknar
173,Horn::N,adar,boynuz
174,Feder::N,luma,tüy
175,Feder::N,hegaki,tüy
176,Fell::N,ile,post
177,Fell::N,larru,post
178,Flügel::N,hego,kanat
179,Klaue::N,atzapar,pençe
180,Kralle::N,erpe,tırnak
181,Kralle::N,atzapar,tırnak
182,Schwanz::N,isats,kuyruk
183,Schwanz::N,buztan,kuyruk
184,Ei::N,arrautza,yumurta
185,Nest::N,habia,yuva
186,Bau::N,ohantze,in
187,Tier::N,abere,hayvan
188,Tier::N,piztia,hayvan
189,Herde::N,saldo,sürü
190,Herde::N,abere talde,sürü
191,Kuh::N,behi,inek
192,Bulle::N,zezen,boğa
193,Pferd::N,zaldi,at
194,Pferd::N,zaldi,beygir
195,Schaf::N,ardi,koyun
196,Schwein::N,urde,domuz
197,Schwein::N,txerri,domuz
198,Hund::N,txakur,it
199,Hund::N,txakur,köpek
200,Katze::N,katu,kedi
201,Bär::N,hartz,ayı
202,Eichhörnchen::N,urtxintxa,sincap
203,Elch::N,altze,büyük kuzey geyiği
204,Fuchs::N,azeri,tilki
205,Hase::N,erbi,tavşan
206,Maus::N,sagu,fare
207,Maus::N,sagu,sıçan
208,Wolf::N,otso,kurt
209,Vogel::N,txori,kuş
210,Vogel::N,hegazti,kuş
211,Schwarm::N,aldra,sürü
212,Huhn::N,oilo,tavuk
213,Hahn::N,oilar,horoz
214,Gans::N,antzara,kaz
215,Adler::N,arrano,kartal
216,Adler::N,arrano,karakuş
217,Ente::N,ahate,ördek
218,Eule::N,hontza,baykuş
219,Kranich::N,kurrilo,turna
220,Krähe::N,bele,karga
221,Kuckuck::N,kuku,guguk
222,Schwan::N,beltxarga,kuğu
223,Fisch::N,arrain,balık
224,Barsch::N,perka,hani
225,Barsch::N,perka,levrek
226,Hecht::N,lutxo,turnabalığı
227,Schlange[Tier]::N,suge,yılan
228,Wurm::N,har,kurt
229,Wurm::N,har,solucan
230,Spinne::N,armiarma,örümcek
231,Ameise::N,inurri,karınca
232,Laus::N,zorri,bit
233,Mücke::N,eltxo,sivrisinek
234,Fliege::N,euli,sinek
235,Schmetterling::N,pinpirin,kelebek
236,Schmetterling::N,tximeleta,kelebek
237,Beere::N,baia,tane
238,Apfel::N,sagar,elma
239,Pilz::N,onddo,mantar
240,Pilz::N,perretxiko,mantar
241,Zwiebel::N,tipula,soğan
242,Saat::N,haziak,ekin
243,Korn::N,ale,tane
244,Korn::N,pikor,tane
245,Heu::N,belar ondu,kuru ot
246,Schale::N,azal,kabuk
247,Grube::N,hobi,çukur
248,Falle::N,harrapagailu,tuzak
249,Schlinge::N,bilur,ilmik
250,Schlinge::N,xedera,ilmik
251,Spur::N,lorratz,iz
252,Asche::N,errauts,kül
253,Dreck::N,satsukeria,pislik
254,Eisen::N,burdina,demir
255,Gold::N,urre,altın
256,Gold::N,urregorri,altın
257,Silber::N,zilar,gümüş
258,Silber::N,urrezuri,gümüş
259,Kohle::N,ikatz,kömür
260,Glas::N,beira,cam
261,Lehm::N,buztin,balçık
262,Sand::N,harea,kum
263,Sand::N,hondar,kum
264,Mensch::N,gizaki,insan
265,Mann::N,gizon,adam
266,Mann::N,gizon,erkek
267,Frau::N,andere,bayan
268,Frau::N,emakume,bayan
269,Kind::N,haur,çocuk
270,Junge::N,mutil,erkek çocuk
271,Mädchen::N,neska,kız
272,Familie::N,sendi,aile
273,Familie::N,familia,aile
274,Großvater::N,aitona,dede
275,Großvater::N,aitona,büyükbaba
276,Großvater::N,aitatxi,dede
277,Großvater::N,aitatxi,büyükbaba
278,Großmutter::N,amona,nine
279,Großmutter::N,amona,büyükanne
280,Großmutter::N,amatxi,nine
281,Großmutter::N,amatxi,büyükanne
282,Eltern::N,gurasoak,ebeveyn
283,Eltern::N,gurasoak,ana baba
284,Vater::N,aita,ata
285,Vater::N,aita,baba
286,Mutter::N,ama,ana
287,Mutter::N,ama,anne
288,Sohn::N,seme,oğul
289,Tochter::N,alaba,kız
290,Tochter::N,alaba,kız evlât
291,Bruder::N,neba,abi
292,Bruder::N,neba,erkek kardeş
293,Bruder::N,anaia,abi
294,Bruder::N,anaia,erkek kardeş
295,Schwester::N,ahizpa,abla
296,Schwester::N,ahizpa,kız kardeş
297,Onkel::N,osaba,dayı
298,Tante::N,izeba,hala
299,Tante::N,izeba,teyze
300,Ehemann::N,senar,koca
301,Ehefrau::N,emazte,karı
302,Freude::N,poz,neşe
303,Freude::N,poz,sevinç
304,Freude::N,pozkari,neşe
305,Freude::N,pozkari,sevinç
306,Gelächter::N,barre,gülme
307,Gelächter::N,barre,kahkaha
308,Gelächter::N,karkara,gülme
309,Gelächter::N,karkara,kahkaha
310,Glück::N,zori,mutluluk
311,Kummer::N,xangrin,dert
312,Kummer::N,xangrin,keder
313,Kummer::N,atsekabe,dert
314,Kummer::N,atsekabe,keder
315,Wunsch::N,nahi,arzu
316,Wunsch::N,nahi,istek
317,Wunsch::N,nahikunde,arzu
318,Wunsch::N,nahikunde,istek
319,Lust::N,gogo,arzu
320,Lust::N,gogo,heves
321,Geist::N,gogo,tin
322,Gedanke::N,gogoeta,fikir
323,Gedanke::N,gogoeta,düşünce
324,Gedächtnis::N,oroimen,bellek
325,Gedächtnis::N,gogoramen,bellek
326,Verstand::N,adimen,zekâ
327,Verstand::N,ulermen,zekâ
328,Sinn::N,zentzu,anlam
329,Grund::N,zergati,sebep
330,Wahrheit::N,egia,doğruluk
331,Wahrheit::N,egia,gerçeklik
332,Gespräch::N,hizketa,görüşme
333,Gespräch::N,elkarrizketa,görüşme
334,Märchen::N,ipuin,masal
335,Erzählung::N,edesti,öykü
336,Erzählung::N,edesti,hikâye
337,Erzählung::N,kontakizun,öykü
338,Erzählung::N,kontakizun,hikâye
339,Nachricht::N,albiste,haber
340,Neuigkeit::N,berri,haber
341,Name::N,izen,ad
342,Name::N,izen,isim
343,Rätsel::N,asmakizun,bilmece
344,Rede::N,hitzaldi,söylev
345,Rede::N,hitzaldi,konuşma
346,Rede::N,mintzaldi,söylev
347,Rede::N,mintzaldi,konuşma
348,Sprache::N,hizkuntza,dil
349,Sprache::N,hizkuntza,lisan
350,Stimme::N,ahots,ses
351,Wort::N,hitz,kelime
352,Zeichen::N,agerbide,işaret
353,Zeichen::N,agergarri,işaret
354,Ruf::N,dei,çağırma
355,Lärm::N,zarata,şamata
356,Lärm::N,zarata,gürültü
357,Lärm::N,harrabots,şamata
358,Lärm::N,harrabots,gürültü
359,Laut::N,hots,ses
360,Ton::N,tonu,ses
361,Ton::N,soinu,ses
362,Lied::N,abesti,türkü
363,Ruhe::N,nasaitasun,sakinlik
364,Leute::N,jende,halk
365,Leute::N,jende,insanlar
366,Volk::N,herri,ulus
367,Volk::N,herri,millet
368,Volk::N,populu,ulus
369,Volk::N,populu,millet
370,Arbeit::N,lan,iş
371,Arbeit::N,lan,çalışma
372,Gast::N,arrotz,konuk
373,Gast::N,arrotz,misafir
374,Gast::N,apopilo,konuk
375,Gast::N,apopilo,misafir
376,Geschenk::N,opari,hediye
377,Geschenk::N,opari,armağan
378,Spiel::N,jolas,oyun
379,Gesellschaft::N,gizarte,çevre
380,Gesellschaft::N,gizarte,arkadaşlık
381,Hilfe::N,helpide,yardım
382,Hilfe::N,laguntza,yardım
383,Freund::N,lagun,dost
384,Freund::N,lagun,arkadaş
385,Kamerad::N,adiskide,arkadaş
386,Kamerad::N,lagunkide,arkadaş
387,Angelegenheit::N,afera,iş
388,Angelegenheit::N,afera,husus
389,Anzahl::N,kopuru,sayı
390,Art::N,mota,çeşit
391,Stück::N,puska,tane
392,Stück::N,puska,parça
393,Teil::N,atal,kısım
394,Hälfte::N,erdi,yarı
395,Kreis::N,biribilki,daire
396,Kreuz::N,gurutze,haç
397,Linie::N,linea,hat
398,Linie::N,linea,çizgi
399,Strich::N,marra,çizgi
400,Abstand::N,tarte,aralık
401,Entfernung::N,urrunera,mesafe
402,Entfernung::N,urrunera,uzaklık
403,Gegend::N,alderdi,yöre
404,Gegend::N,eskualde,yöre
405,Platz::N,leku,yer
406,Ort::N,toki,yer
407,Seite::N,albo,yan
408,Seite::N,albo,taraf
409,Mitte::N,erdi,orta
410,Mitte::N,erdi,merkez
411,Gegenstand::N,gauzaki,şey
412,Sache::N,gauza,iş
413,Sache::N,gauza,şey
414,Rand::N,ertz,kenar
415,Kante::N,ertz,kenar
416,Ecke::N,kantoi,köşe
417,Spitze::N,punta,uç
418,Spitze::N,punta,baş
419,Ende::N,buru,uç
420,Ende::N,mutur,uç
421,Loch::N,zulo,oyuk
422,Loch::N,zulo,delik
423,Winkel::N,zoko,köşe
424,Winkel::N,bazter,köşe
425,Muster::N,eredu,örnek
426,Muster::N,marrazki,örnek
427,Größe::N,kaizu,büyüklük
428,Größe::N,tamaina,büyüklük
429,Länge::N,luzera,uzunluk
430,Höhe::N,goiera,yükseklik
431,Höhe::N,garaiera,yükseklik
432,Gewicht::N,hazta,ağırlık
433,Menge::N,kopuru,miktar
434,Haufen::N,pila,küme
435,Haufen::N,pila,yığın
436,Haufen::N,mendoi,küme
437,Haufen::N,mendoi,yığın
438,Reihe::N,ilara,sıra
439,Reihe::N,errenkada,sıra
440,Boot::N,potin,kayık
441,Boot::N,potin,sandal
442,Boot::N,txalupa,kayık
443,Boot::N,txalupa,sandal
444,Ruder::N,arraun,kürek
445,Schlitten::N,lera,kızak
446,Schlitten::N,narra,kızak
447,Ski::N,eski,kayak
448,Lagerfeuer::N,su,kamp ateşi
449,Last::N,zama,yük
450,Last::N,karga,yük
451,Gang::N,ibilera,gidiş
452,Gang::N,ibilera,yürüyüş
453,Schritt::N,pauso,adım
454,Schritt::N,urrats,adım
455,Norden::N,ipar,kuzey
456,Norden::N,iparralde,kuzey
457,Süden::N,hego,güney
458,Süden::N,hegoalde,güney
459,Westen::N,sartalde,batı
460,Westen::N,mendebalde,batı
461,Osten::N,ekialde,doğu
462,Osten::N,sortalde,doğu
463,Holz::N,zur,ağaç
464,Holz::N,zur,tahta
465,Brett::N,ohol,tahta
466,Platte::N,lauza,levha
467,Stütze::N,irozgarri,dayak
468,Stütze::N,irozgarri,destek
469,Stütze::N,bermagailu,dayak
470,Stütze::N,bermagailu,destek
471,Stange::N,haga,çubuk
472,Stock::N,makila,sopa
473,Stock::N,makila,değnek
474,Stab::N,makila,sırık
475,Stab::N,makila,baston
476,Rohr::N,hodi,boru
477,Haus::N,etxe,ev
478,Heim::N,etxe,ev
479,Heim::N,etxe,yurt
480,Heim::N,etxaleku,ev
481,Heim::N,etxaleku,yurt
482,Ofen::N,berogailu,soba
483,Fußboden::N,zoru,taban
484,Fußboden::N,zoru,döşeme
485,Tisch::N,mahai,masa
486,Stuhl::N,aulki,iskemle
487,Stuhl::N,aulki,sandalye
488,Wiege::N,kuma,beşik
489,Wiege::N,sehaska,beşik
490,Bett::N,ohe,yatak
491,Bett::N,ohatze,yatak
492,Regal::N,apalategi,raf
493,Kiste::N,kutxa,sandık
494,Fenster::N,leiho,pencere
495,Tür::N,ate,kapı
496,Tor::N,atari,kapı
497,Zaun::N,hesi,çit
498,Dach::N,teilatu,dam
499,Dach::N,teilatu,çatı
500,Leiter::N,zurubi,merdiven
501,Besen::N,erratz,süpürge
502,Spaten::N,burdinpala,bel
503,Schaufel::N,pala,kürek
504,Gabel::N,sardexka,çatal
505,Löffel::N,koilara,kaşık
506,Messer::N,aizto,bıçak
507,Nagel::N,iltze,çivi
508,Netz::N,sare,ağ
509,Haken::N,mako,çengel
510,Griff::N,eskutoki,kulp
511,Griff::N,eskutoki,tutamak
512,Schloss::N,sarraila,kilit
513,Bild::N,irudi,imaj
514,Bild::N,irudi,resim
515,Figur::N,figura,şekil
516,Figur::N,figura,heykel
517,Puppe::N,panpina,kukla
518,Puppe::N,andrakila,kukla
519,Beutel::N,zorro,kese
520,Beutel::N,zorro,torba
521,Bündel::N,azao,deste
522,Bündel::N,espal,deste
523,Tasche::N,poltsa,çanta
524,Eimer::N,treska,kova
525,Deckel::N,tapa,kapak
526,Deckel::N,estalki,kapak
527,Geschirr::N,baxera,kap kacak
528,Geschirr::N,ontziteria,kap kacak
529,Sack::N,zaku,torba
530,Tasse::N,kikara,fincan
531,Topf::N,ontzi,tencere
532,Topf::N,lapiko,tencere
533,Kessel::N,pazia,kazan
534,Essen::N,janaldi,yemek
535,Nahrung::N,jan,gıda
536,Nahrung::N,jan,besin
537,Speise::N,jaki,yemek
538,Fleisch::N,okela,et
539,Fleisch::N,haragi,et
540,Getreide::N,labore,tahıl
541,Getreide::N,labore,hububat
542,Brei::N,ahi,ezme
543,Brei::N,pure,ezme
544,Brot::N,ogi,ekmek
545,Scheibe::N,xerra,dilim
546,Scheibe::N,pirripita,dilim
547,Fett::N,urin,yağ
548,Fett::N,koipe,yağ
549,Butter::N,gurin,tereyağı
550,Öl::N,olio,yağ
551,Öl::N,olio,akar yağ
552,Salz::N,gatz,tuz
553,Suppe::N,zopa,çorba
554,Suppe::N,salda,çorba
555,Honig::N,ezti,bal
556,Milch::N,esne,süt
557,Tee::N,te,çay
558,Leder::N,larru,deri
559,Leder::N,larru,meşin
560,Wolle::N,artile,yün
561,Stoff::N,ehun,kumaş
562,Nadel::N,orratz,iğne
563,Nadel::N,jostorratz,iğne
564,Faden::N,hari,tire
565,Faden::N,hari,iplik
566,Knopf::N,botoi,düğme
567,Knoten::N,korapilo,düğüm
568,Farbe::N,pintura,boya
569,Kleidung::N,arropa,giyim
570,Kleidung::N,jantziak,giyim
571,Hemd::N,atorra,gömlek
572,Hemd::N,alkandora,gömlek
573,Kragen::N,idun,yaka
574,Ärmel::N,mahuka,yen
575,Ärmel::N,mahuka,elbise kolu
576,Hose::N,prakak,pantolon
577,Hose::N,galtzak,pantolon
578,Gürtel::N,gerriko,kuşak
579,Mütze::N,txano,bere
580,Mütze::N,txano,kasket
581,Mütze::N,txapel,bere
582,Mütze::N,txapel,kasket
583,Schuh::N,oski,kundura
584,Schuh::N,oski,ayakkabı
585,Schuh::N,oinetako,kundura
586,Schuh::N,oinetako,ayakkabı
587,Stiefel::N,bota,çizme
588,Ring::N,uztai,yüzük
589,Band::N,zinta,bağ
590,Band::N,zinta,şerit
591,Band::N,xingola,bağ
592,Band::N,xingola,şerit
593,Kamm::N,orrazi,tarak
594,Spiegel::N,mirail,ayna
595,Riemen::N,uhal,kayış
596,Schnur::N,lokailu,ip
597,Schnur::N,lokailu,sicim
598,Leine::N,lotura,kayış
599,Decke::N,burusi,örtü
600,Decke::N,burusi,yorgan
601,Kissen::N,kuxin,yastık
602,Tuch::N,zapi,bez
603,Tuch::N,oihal,bez
604,Handtuch::N,eskuzapi,havlu
605,Handtuch::N,eskuoihal,havlu
606,Kraft::N,indar,güç
607,Kraft::N,indar,kuvvet
608,Stärke::N,indar,kuvvet
609,Gesundheit::N,osasun,sağlık
610,Krankheit::N,eritasun,hastalık
611,Krankheit::N,gaixotasun,hastalık
612,Schmerz::N,min,ağrı
613,Schmerz::N,min,sancı
614,Wunde::N,zauri,yara
615,Fieber::N,sukar,ateş
616,Arznei::N,osagai,ilâç
617,Arznei::N,sendagai,ilâç
618,Brücke::N,zubi,köprü
619,Brunnen::N,putzu,kuyu
620,Brunnen::N,putzu,çeşme
621,Weide::N,alha,otlak
622,Weide::N,bazkaleku,otlak
623,Pfad::N,zidor,patika
624,Pfad::N,zidor,keçiyolu
625,Pfad::N,bidexka,patika
626,Pfad::N,bidexka,keçiyolu
627,Weg::N,bide,yol
628,Straße::N,errepide,yol
629,Straße::N,errepide,cadde
630,Dorf::N,herri,köy
631,Stadt::N,hiri,kent
632,Stadt::N,hiri,şehir
633,Brief::N,gutun,mektup
634,Brief::N,eskutitz,mektup
635,Buch::N,liburu,kitap
636,Buchstabe::N,hizki,harf
637,Zeitung::N,egunkari,gazete
638,Leben::N,bizi,hayat
639,Leben::N,bizitza,hayat
640,Tod::N,herio,ölüm
641,Tod::N,heriotza,ölüm
642,Grab::N,hobi,kabir
643,Grab::N,hilobi,kabir
644,Kirche::N,eliza,kilise
645,Sünde::N,hoben,günah
646,Sünde::N,bekatu,günah
647,Gott::N,jainko,tanrı
648,Arbeiter::N,langile,işçi
649,Arbeiter::N,behargin,işçi
650,Chef::N,nagusi,şef
651,Chef::N,nagusi,müdür
652,Meister::N,maisu,usta
653,Arzt::N,osagile,hekim
654,Arzt::N,osagile,doktor
655,Arzt::N,sendagile,hekim
656,Arzt::N,sendagile,doktor
657,Lehrer::N,irakasle,hoca
658,Lehrer::N,irakasle,öğretmen
659,Geld::N,diru,para
660,Geschäft::N,negozio,ticaret
661,Laden::N,denda,dükkân
662,Laden::N,saltegi,dükkân
663,Preis::N,prezio,fiyat
664,Preis::N,salneurri,fiyat
665,Ware::N,salgai,mal
666,Nutzen::N,onura,fayda
667,Nutzen::N,probetxu,fayda
668,Reichtum::N,aberastasun,servet
669,Reichtum::N,aberastasun,zenginlik
670,Welt::N,ludi,dünya
671,Welt::N,mundu,dünya
672,Land::N,herrialde,ülke
673,Staat::N,estatu,devlet
674,König::N,errege,kral
675,Macht::N,botere,kudret
676,Macht::N,botere,iktidar
677,Grenze::N,muga,had
678,Grenze::N,muga,sınır
679,Krieg::N,guda,savaş
680,Feind::N,etsai,düşman
681,Feind::N,arerio,düşman
682,Gewalt::N,bortxa,zor
683,Gewalt::N,bortxa,cebir
684,Gewalt::N,bortizkeria,zor
685,Gewalt::N,bortizkeria,cebir
686,Kampf::N,gudu,savaş
687,Kampf::N,auska,savaş
688,Bogen[Waffe]::N,arku,yay
689,Pfeil::N,gezi,ok
690,Gewehr::N,fusil,tüfek
691,Fehler::N,huts,hata
692,Fehler::N,huts,yanlış
693,Fehler::N,hutsegin,hata
694,Fehler::N,hutsegin,yanlış
695,Lüge::N,gezur,yalan
696,Schaden::N,kalte,zarar
697,Unglück::N,zoritxar,felâket
698,Unglück::N,zoritxar,talihsizlik
699,Unglück::N,zorigaitz,felâket
700,Unglück::N,zorigaitz,talihsizlik
701,Schuld::N,erru,suç
702,Schuld::N,erru,kabahat
703,Alter::N,adin,yaş
704,Schluss::N,bukaera,son
705,Zeit::N,aldi,zaman
706,Zeit::N,denbora,zaman
707,Tag::N,egun,gün
708,Morgen::N,goiz,sabah
709,Mittag::N,eguerdi,öğle
710,Abend::N,arrats,akşam
711,Nacht::N,gau,gece
712,Woche::N,aste,hafta
713,Monat::N,hil,ay
714,Jahr::N,urte,yıl
715,Jahr::N,urte,sene
716,Frühling::N,udalehen,ilkbahar
717,Sommer::N,uda,yaz
718,Herbst::N,udazken,güz
719,Herbst::N,udazken,sonbahar
720,Herbst::N,neguantz,güz
721,Herbst::N,neguantz,sonbahar
722,Winter::N,negu,kış
723,Januar::N,urtarril,ocak
724,Februar::N,otsail,şubat
725,März::N,martxo,mart
726,April::N,apiril,nisan
727,Mai::N,maiatz,mayıs
728,Juni::N,ekain,haziran
729,Juli::N,uztail,temmuz
730,August::N,abuztu,ağustos
731,September::N,irail,eylül
732,Oktober::N,urri,ekim
733,November::N,azaro,kasım
734,Dezember::N,abendu,aralık
735,Montag::N,astelehen,pazartesi
736,Dienstag::N,astearte,salı
737,Mittwoch::N,asteazken,çarşamba
738,Donnerstag::N,ostegun,perşembe
739,Freitag::N,ostiral,cuma
740,Samstag::N,larunbat,cumartesi
741,Sonntag::N,igande,pazar
742,groß::A,handi,büyük
743,klein::A,txiki,ufak
744,klein::A,txiki,küçük
745,lang::A,luze,uzun
746,kurz::A,labur,kısa
747,breit::A,zabal,enli
748,breit::A,zabal,geniş
749,schmal::A,mehar,dar
750,dicht::A,sarri,sık
751,dicht::A,sarri,yoğun
752,dicht::A,trinko,sık
753,dicht::A,trinko,yoğun
754,dick[Gegenstand]::A,lodi,kalın
755,dick[Gegenstand]::A,lodi,iri
756,dünn::A,mehe,ince
757,fein::A,fin,ince
758,fein::A,fin,narin
759,fest::A,tinko,sabit
760,fest::A,tinko,sağlam
761,flach::A,lau,düz
762,flach::A,lau,yassı
763,flach::A,ordoki,düz
764,flach::A,ordoki,yassı
765,glatt::A,leun,düz
766,hart::A,gogor,katı
767,weich::A,bigun,yumuşak
768,weich::A,beratz,yumuşak
769,rund::A,biribil,yuvarlak
770,spitz::A,puntadun,sivri
771,scharf::A,zorrotz,keskin
772,stumpf::A,kamuts,kör
773,schwer::A,astun,ağır
774,schwer::A,pisutsu,ağır
775,schön::A,eder,güzel
776,heiß::A,bero,kızgın
777,heiß::A,oso bero,kızgın
778,warm::A,bero,sıcak
779,kalt::A,hotz,soğuk
780,kühl::A,hotzil,serin
781,frisch::A,fresko,taze
782,frisch::A,hozkirri,taze
783,feucht::A,heze,nemli
784,feucht::A,heze,rutubetli
785,nass::A,busti,yaş
786,nass::A,busti,ıslak
787,trocken::A,siku,kuru
788,trocken::A,lehor,kuru
789,voll::A,bete,dolu
790,voll::A,bete,dolmuş
791,leer::A,huts,boş
792,offen::A,ireki,açık
793,geschlossen::A,itxita,kapalı
794,sauber::A,xahu,pak
795,sauber::A,xahu,temiz
796,sauber::A,garbi,pak
797,sauber::A,garbi,temiz
798,schmutzig::A,lohi,pis
799,schmutzig::A,lohi,kirli
800,schmutzig::A,zikin,pis
801,schmutzig::A,zikin,kirli
802,roh::A,gordin,çiğ
803,reif::A,umo,olgun
804,reif::A,heldu,olgun
805,lecker::A,goxo,lezzetli
806,süß::A,goxo,tatlı
807,süß::A,goxo,şekerli
808,bitter::A,karmin,acı
809,bitter::A,garratz,acı
810,sauer::A,mingots,ekşi
811,hell::A,argi,aydınlık
812,dunkel::A,ilun,karanlık
813,schwarz::A,beltz,kara
814,schwarz::A,beltz,siyah
815,weiß::A,zuri,ak
816,weiß::A,zuri,beyaz
817,rot::A,gorri,kırmızı
818,gelb::A,hori,sarı
819,blau::A,urdin,mavi
820,grün::A,berde,yeşil
821,grün::A,musker,yeşil
822,grau::A,urdin,boz
823,grau::A,urdinabar,boz
