,Concept_ID,mhr,sv
120,Gipfel::N,чаҥга́,topp
121,Gipfel::N,курыкву́й,topp
122,Höhle::N,пеще́р,håla
123,Höhle::N,пеще́р,grotta
124,Höhle::N,курыкпо́мыш,håla
125,Höhle::N,курыкпо́мыш,grotta
126,Abhang::N,та́йыл,slänt
127,Abhang::N,та́йыл,sluttning
128,Quelle::N,важ,källa
129,Quelle::N,вӱдшинча́,källa
130,Bach::N,изэҥе́р,bäck
131,Fluss::N,эҥе́р,älv
132,Fluss::N,эҥе́р,flod
133,Ufer::N,сер,strand
134,Küste::N,вӱдтӱ́р,kust
135,Festland::N,мла́нде,fastland
136,Meer::N,те́ҥыз,hav
137,Bucht::N,икса́,vik
138,Bucht::N,икса́,bukt
139,Insel::N,отро́,ö
140,Blume::N,пеле́дыш,blomma
141,Blume::N,пеле́дыш,blomster
142,Gras::N,шу́до,gräs
143,Wurzel::N,вож,rot
144,Baum::N,пуше́ҥге,träd
145,Stamm::N,йы́тыр,stam
146,Rinde::N,шӱм,bark
147,Ast::N,укш,gren
148,Zweig::N,торма́к,kvist
149,Blatt::N,лышта́ш,löv
150,Blatt::N,лышта́ш,blad
151,Birke::N,куэ́,björk
152,Kiefer[Baum]::N,пӱ́нчӧ,tall
153,Weide[Baum]::N,уа́,pil
154,Weide[Baum]::N,уа́,vide
155,Tanne::N,кож,gran
156,Horn::N,шур,horn
157,Feder::N,пы́стыл,fjäder
158,Fell::N,кова́ште,fäll
159,Fell::N,кова́ште,skinn
160,Flügel::N,шу́лдыр,vinge
161,Klaue::N,кӱч,klöv
162,Kralle::N,ла́па,klo
163,Kralle::N,копа́,klo
164,Schwanz::N,поч,svans
165,Schwanz::N,поч,stjärt
166,Ei::N,му́но,ägg
167,Nest::N,пыжа́ш,rede
168,Nest::N,пыжа́ш,näste
169,Bau::N,пыжа́ш,bo
170,Tier::N,я́нлык,djur
171,Tier::N,живо́тный,djur
172,Herde::N,кӱ́тӱ,flock
173,Herde::N,тӱшка́,flock
174,Kuh::N,ушка́л,ko
175,Bulle::N,ӱ́шкыж,tjur
176,Pferd::N,и́мне,häst
177,Schaf::N,шо́рык,får
178,Schwein::N,сӧсна́,svin
179,Hund::N,пий,hund
180,Katze::N,пы́рыс,katt
181,Bär::N,маска́,björn
182,Eichhörnchen::N,ур,ekorre
183,Elch::N,шо́рдо,älg
184,Fuchs::N,ры́выж,räv
185,Hase::N,мера́ҥ,hare
186,Maus::N,коля́,mus
187,Wolf::N,пи́ре,varg
188,Vogel::N,ка́йык,fågel
189,Schwarm::N,каша́к,svärm
190,Huhn::N,чы́ве,höns
191,Hahn::N,агыта́н,tupp
192,Gans::N,ко́мбо,gås
193,Adler::N,карагу́ш,örn
194,Ente::N,лу́до,anka
195,Eule::N,тумна́,uggla
196,Kranich::N,турня́,trana
197,Krähe::N,кора́к,kråka
198,Kuckuck::N,куку́,gök
199,Schwan::N,йӱ́ксӧ,svan
200,Fisch::N,кол,fisk
201,Barsch::N,ола́ҥге,abborre
202,Hecht::N,нуж,gädda
203,Hecht::N,чорта́н,gädda
204,Schlange[Tier]::N,ки́шке,orm
205,Wurm::N,шукш,mask
206,Spinne::N,эҥыре́мыш,spindel
207,Ameise::N,ку́тко,myra
208,Laus::N,тий,lus
209,Mücke::N,шыҥа́,mygga
210,Fliege::N,ка́рме,fluga
211,Schmetterling::N,лы́ве,fjäril
212,Beere::N,мӧр,bär
213,Apfel::N,олма́,äpple
214,Pilz::N,по́ҥго,svamp
215,Zwiebel::N,шога́н,lök
216,Saat::N,нӧ́шмӧ,sådd
217,Saat::N,туш,sådd
218,Korn::N,шу́рно,korn
219,Heu::N,шу́до,hö
220,Schale::N,шӱм,skal
221,Grube::N,выне́м,grop
222,Falle::N,лӧ́дӧ,fälla
223,Schlinge::N,о́птыш,snara
224,Schlinge::N,шӧрга́лтыш,snara
225,Spur::N,кыша́,spår
226,Asche::N,ло́мыж,aska
227,Dreck::N,лавыра́,lort
228,Eisen::N,кӱ́ртньӧ,järn
229,Gold::N,шӧ́ртньӧ,guld
230,Silber::N,ший,silver
231,Kohle::N,мландышӱ́й,kol
232,Glas::N,янда́,glas
233,Lehm::N,шун,lera
234,Sand::N,ошма́,sand
235,Mensch::N,еҥ,människa
236,Mensch::N,айде́ме,människa
237,Mann::N,пӧръе́ҥ,man
238,Frau::N,ӱдырама́ш,kvinna
239,Kind::N,аза́,barn
240,Junge::N,рве́зе,pojke
241,Mädchen::N,ӱдыра́ш,flicka
242,Familie::N,еш,familj
243,Großvater::N,коча́,morfar
244,Großmutter::N,кова́,farmor
245,Eltern::N,ача́-ава́,föräldrar
246,Vater::N,ача́,far
247,Mutter::N,ава́,mor
248,Sohn::N,э́рге,son
249,Tochter::N,ӱ́дыр,dotter
250,Bruder::N,иза́,bror
251,Bruder::N,шо́льо,bror
252,Schwester::N,ака́,syster
253,Onkel::N,иза́,morbror
254,Tante::N,кока́,tant
255,Ehemann::N,мари́й,äkta man
256,Ehefrau::N,ва́те,hustru
257,Freude::N,куа́н,fröjd
258,Freude::N,куа́н,glädje
259,Freude::N,куаныма́ш,fröjd
260,Freude::N,куаныма́ш,glädje
261,Gelächter::N,во́штылтыш,åtlöje
262,Glück::N,пиа́л,lycka
263,Kummer::N,о́йго,sorg
264,Wunsch::N,ку́мыл,önskan
265,Lust::N,ку́мыл,lust
266,Geist::N,ӧрт,ande
267,Geist::N,чон,ande
268,Gedanke::N,ой,tanke
269,Gedanke::N,шоныма́ш,tanke
270,Gedächtnis::N,шарныма́ш,minne
271,Verstand::N,уш,förstånd
272,Sinn::N,смысл,mening
273,Sinn::N,смысл,betydelse
274,Grund::N,ама́л,skäl
275,Grund::N,ама́л,grund
276,Wahrheit::N,чын,sanning
277,Gespräch::N,мутланыма́ш,samtal
278,Märchen::N,йома́к,saga
279,Erzählung::N,ойлыма́ш,berättelse
280,Nachricht::N,увертарыма́ш,meddelande
281,Neuigkeit::N,уве́р,nyhet
282,Name::N,лӱм,namn
283,Rätsel::N,ту́што,gåta
284,Rede::N,ойлыма́ш,tal
285,Sprache::N,йы́лме,språk
286,Stimme::N,йӱк,stämma
287,Wort::N,ой,ord
288,Wort::N,мут,ord
289,Zeichen::N,ти́ште,tecken
290,Zeichen::N,знак,tecken
291,Ruf::N,ӱжма́ш,rop
292,Lärm::N,лӱшкыма́ш,bråk
293,Lärm::N,лӱшкыма́ш,oväsen
294,Lärm::N,йӱк-йӱа́н,bråk
295,Lärm::N,йӱк-йӱа́н,oväsen
296,Laut::N,йӱк,ljud
297,Ton::N,йӱксе́м,ton
298,Lied::N,му́ро,sång
299,Ruhe::N,ты́мык,ro
300,Ruhe::N,ты́мык,lugn
301,Leute::N,еҥ-влак,folk
302,Volk::N,ка́лык,folk
303,Arbeit::N,паша́,arbete
304,Gast::N,уна́,gäst
305,Geschenk::N,пӧле́к,gåva
306,Geschenk::N,пӧле́к,present
307,Spiel::N,мо́дыш,lek
308,Spiel::N,мо́дыш,spel
309,Spiel::N,модма́ш,lek
310,Spiel::N,модма́ш,spel
311,Gesellschaft::N,тӱшка́,sällskap
312,Hilfe::N,по́лыш,hjälp
313,Freund::N,таҥ,vän
314,Freund::N,йолта́ш,vän
315,Kamerad::N,таҥ,kamrat
316,Angelegenheit::N,паша́,ärende
317,Angelegenheit::N,паша́,angelägenhet
318,Anzahl::N,чот,antal
319,Art::N,вид,art
320,Art::N,вид,slag
321,Stück::N,ка́тыш,stycke
322,Stück::N,ла́стык,stycke
323,Teil::N,ужа́ш,del
324,Hälfte::N,пел,halva
325,Hälfte::N,пе́ле,halva
326,Kreis::N,ты́ртыш,krets
327,Kreis::N,ты́ртыш,cirkel
328,Kreuz::N,ыре́с,kors
329,Kreuz::N,ыре́с,kryss
330,Linie::N,ли́ний,linje
331,Strich::N,коре́ш,streck
332,Abstand::N,кокла́,avstånd
333,Entfernung::N,тора́,avstånd
334,Entfernung::N,ку́жыт,avstånd
335,Gegend::N,кунде́м,trakt
336,Platz::N,ку́мдык,plats
337,Ort::N,вер,plats
338,Ort::N,вер,ställe
339,Ort::N,о́лмо,plats
340,Ort::N,о́лмо,ställe
341,Seite::N,ӧ́рдыж,sida
342,Mitte::N,покше́л,mitt
343,Gegenstand::N,наста́,föremål
344,Sache::N,наста́,sak
345,Rand::N,тӱр,rand
346,Kante::N,тӱр,kant
347,Ecke::N,лук,vrå
348,Ecke::N,лук,hörn
349,Spitze::N,вуй,spets
350,Ende::N,муча́ш,ända
351,Loch::N,рож,hål
352,Winkel::N,лук,vinkel
353,Muster::N,пеза́к,mönster
354,Muster::N,узо́р,mönster
355,Muster::N,ӱ́лгӧ,mönster
356,Größe::N,кӱ́кшыт,storlek
357,Länge::N,ку́тыш,längd
358,Höhe::N,кӱ́кшыт,höjd
359,Gewicht::N,не́лыт,tyngd
360,Menge::N,чот,mängd
361,Haufen::N,кы́шыл,hög
362,Reihe::N,рада́м,rad
363,Boot::N,пуш,båt
364,Ruder::N,эшка́к,åra
365,Schlitten::N,тер,släde
366,Schlitten::N,изде́р,släde
367,Ski::N,е́че,skida
368,Lagerfeuer::N,туло́то,lägereld
369,Last::N,нӧ́лтыш,last
370,Last::N,нӧ́лтыш,börda
371,Gang::N,ошкылма́ш,gång
372,Schritt::N,о́шкыл,steg
373,Norden::N,йӱдйыма́л,norr
374,Süden::N,кечывалве́л,söder
375,Westen::N,касве́л,väster
376,Osten::N,эрве́л,öster
377,Holz::N,пу,trä
378,Brett::N,оҥа́,bräda
379,Platte::N,аста́р,platta
380,Stütze::N,чара́к,stöd
381,Stütze::N,чара́к,stötta
382,Stange::N,лома́ш,stång
383,Stock::N,тоя́,käpp
384,Stock::N,тоя́,pinne
385,Stab::N,вара́,stav
386,Stab::N,кашта́,stav
387,Rohr::N,пуч,rör
388,Haus::N,пӧрт,hus
389,Heim::N,мӧ́ҥгӧ,hem
390,Ofen::N,комака́,ugn
391,Fußboden::N,кӱва́р,golv
392,Tisch::N,ӱсте́л,bord
393,Stuhl::N,пӱке́н,stol
394,Wiege::N,шепка́,vagga
395,Bett::N,ва́кшыш,säng
396,Regal::N,шӧ́рлык,hylla
397,Kiste::N,шо́ндык,låda
398,Kiste::N,я́шлык,låda
399,Fenster::N,окна́,fönster
400,Tür::N,омса́,dörr
401,Tor::N,капка́,port
402,Zaun::N,сава́р,staket
403,Zaun::N,сава́р,stängsel
404,Dach::N,леве́дыш,tak
405,Leiter::N,тошка́лтыш,stege
406,Besen::N,ӱштерво́штыр,kvast
407,Spaten::N,ко́льмо,spade
408,Schaufel::N,сово́к,skovel
409,Schaufel::N,сово́к,skyffel
410,Schaufel::N,су́ско,skovel
411,Schaufel::N,су́ско,skyffel
412,Gabel::N,ви́лке,gaffel
413,Löffel::N,па́не,sked
414,Löffel::N,совла́,sked
415,Messer::N,кӱ́зӧ,kniv
416,Nagel::N,пуда́,spik
417,Netz::N,вапш,nät
418,Haken::N,са́гыле,krok
419,Griff::N,кыл,tag
420,Griff::N,кыл,handtag
421,Schloss::N,кӧгӧ́н,las
422,Bild::N,сӱре́т,bild
423,Figur::N,фигу́р,figur
424,Puppe::N,курча́к,docka
425,Beutel::N,меша́к,påse
426,Bündel::N,арша́ш,bunt
427,Bündel::N,арша́ш,knippa
428,Tasche::N,сумка́,väska
429,Eimer::N,ведра́,hink
430,Eimer::N,ведра́,ämbar
431,Deckel::N,ко́мдыш,lock
432,Geschirr::N,а́те,servis
433,Geschirr::N,а́те,porslin
434,Sack::N,куль,säck
435,Sack::N,меша́к,säck
436,Tasse::N,чу́кыр,kopp
437,Tasse::N,чашка́,kopp
438,Topf::N,ми́ске,gryta
439,Topf::N,ми́ске,kastrull
440,Kessel::N,под,kittel
441,Essen::N,ко́чкыш,mål
442,Nahrung::N,ку́рго,näring
443,Speise::N,ко́чкыш,maträtt
444,Fleisch::N,шыл,kött
445,Getreide::N,шу́рно,säd
446,Getreide::N,шу́рно,spannmål
447,Brei::N,пу́чымыш,gröt
448,Brot::N,ки́нде,bröd
449,Scheibe::N,ка́тыш,skiva
450,Fett::N,коя́,fett
451,Butter::N,ӱй,smör
452,Öl::N,ӱй,olja
453,Salz::N,шинча́л,salt
454,Suppe::N,шӱр,soppa
455,Honig::N,мӱй,honung
456,Milch::N,шӧр,mjölk
457,Tee::N,чай,te
458,Leder::N,сура́н,läder
459,Leder::N,шӱ́штӧ,läder
460,Wolle::N,пун,ull
461,Wolle::N,пун,ylle
462,Stoff::N,куэ́м,tyg
463,Stoff::N,куэ́м,stoff
464,Stoff::N,посто́,tyg
465,Stoff::N,посто́,stoff
466,Nadel::N,и́ме,nål
467,Faden::N,шӱ́ртӧ,tråd
468,Knopf::N,по́лдыш,knapp
469,Knoten::N,пышке́м,knut
470,Farbe::N,чия́,färg
471,Kleidung::N,чие́м,klädsel
472,Kleidung::N,вурге́м,klädsel
473,Hemd::N,ту́выр,skjorta
474,Kragen::N,сога́,krage
475,Ärmel::N,шокш,ärm
476,Hose::N,йола́ш,byxor
477,Gürtel::N,ӱ́штӧ,bälte
478,Mütze::N,упш,mössa
479,Schuh::N,боти́нке,sko
480,Stiefel::N,кем,stövel
481,Ring::N,шерга́ш,ring
482,Band::N,тасма́,band
483,Band::N,ле́нте,band
484,Kamm::N,шерге́,kam
485,Spiegel::N,вошто́нчыш,spegel
486,Riemen::N,кӱзанӱ́штӧ,rem
487,Schnur::N,кере́м,snöre
488,Schnur::N,кандыра́,snöre
489,Leine::N,вӱра́ҥ,lina
490,Decke::N,леве́дыш,täcke
491,Decke::N,одея́л,täcke
492,Kissen::N,кӱ́пчык,dyna
493,Kissen::N,кӱ́пчык,kudde
494,Tuch::N,шо́выч,sjal
495,Handtuch::N,со́лык,handduk
496,Kraft::N,вий,kraft
497,Kraft::N,куа́т,kraft
498,Stärke::N,куа́т,styrka
499,Stärke::N,карма́н,styrka
500,Gesundheit::N,таза́лык,hälsa
501,Krankheit::N,чер,sjukdom
502,Schmerz::N,ко́рштыш,smärta
503,Wunde::N,су́сыр,sår
504,Fieber::N,йӱштыму́ж,feber
505,Fieber::N,лихора́дке,feber
506,Arznei::N,эм,medicin
507,Arznei::N,эм,läkemedel
508,Brücke::N,кӱва́р,bro
509,Brunnen::N,вӱдвыне́м,brunn
510,Weide::N,нурше́р,bete
511,Pfad::N,йолго́рно,stig
512,Pfad::N,сокма́к,stig
513,Weg::N,ко́рно,väg
514,Straße::N,ко́рно,gata
515,Dorf::N,ял,by
516,Stadt::N,ола́,stad
517,Brief::N,се́рыш,brev
518,Buch::N,книга́,bok
519,Buchstabe::N,буква́,bokstav
520,Zeitung::N,газе́т,tidning
521,Leben::N,и́лыш,liv
522,Tod::N,колыма́ш,död
523,Grab::N,шӱга́р,grav
524,Kirche::N,че́рке,kyrka
525,Sünde::N,су́лык,synd
526,Gott::N,ю́мо,gud
527,Arbeiter::N,паша́зе,arbetare
528,Chef::N,тӧра́,chef
529,Meister::N,маста́р,mästare
530,Arzt::N,врач,läkare
531,Lehrer::N,ту́ныктышо,lärare
532,Geld::N,окса́,pengar
533,Geschäft::N,сатулыма́ш,rörelse
534,Laden::N,ке́выт,affär
535,Preis::N,ак,pris
536,Ware::N,сату́,vara
537,Nutzen::N,пайда́,gagn
538,Nutzen::N,пайда́,nytta
539,Reichtum::N,поя́нлык,rikedom
540,Welt::N,тӱня́,värld
541,Land::N,эл,land
542,Staat::N,кугыжа́ныш,stat
543,König::N,кугыжа́,kung
544,König::N,кугыжа́,konung
545,Macht::N,власть,makt
546,Grenze::N,грани́ца,gräns
547,Krieg::N,сар,krig
548,Feind::N,тушма́н,fiende
549,Gewalt::N,виешлыма́ш,våld
550,Kampf::N,кредалма́ш,kamp
551,Kampf::N,кредалма́ш,strid
552,Bogen[Waffe]::N,юҥе́ж,båge
553,Pfeil::N,пикш,pil
554,Gewehr::N,пыча́л,gevär
555,Fehler::N,йо́ҥылыш,fel
556,Lüge::N,шоя́к,lögn
557,Schaden::N,зия́н,skada
558,Unglück::N,эҥге́к,otur
559,Unglück::N,эҥге́к,olycka
560,Schuld::N,тита́к,skuld
561,Schuld::N,йола́,skuld
562,Alter::N,ийго́т,ålder
563,Schluss::N,муча́ш,slut
564,Zeit::N,жап,tid
565,Zeit::N,па́гыт,tid
566,Tag::N,ке́че,dag
567,Morgen::N,эр,morgon
568,Mittag::N,кечыва́л,middag
569,Abend::N,кас,kväll
570,Nacht::N,йӱд,natt
571,Woche::N,арня́,vecka
572,Monat::N,ты́лзе,månad
573,Jahr::N,ий,år
574,Frühling::N,шо́шо,vår
575,Sommer::N,кеҥе́ж,sommar
576,Herbst::N,шы́же,höst
577,Winter::N,те́ле,vinter
578,Januar::N,шоркыйол,januari
579,Januar::N,идалыкву́й,januari
580,Januar::N,янва́рь,januari
581,Februar::N,пургыж,februari
582,Februar::N,февра́ль,februari
583,März::N,ӱярня,mars
584,März::N,март,mars
585,April::N,апре́ль,april
586,Mai::N,ага,maj
587,Mai::N,май,maj
588,Juni::N,пеледыш,juni
589,Juni::N,ию́нь,juni
590,Juli::N,сӱрем,juli
591,Juli::N,ию́ль,juli
592,August::N,сорла,augusti
593,August::N,агарма́н,augusti
594,August::N,а́вгуст,augusti
595,September::N,идым,september
596,September::N,сентя́брь,september
597,Oktober::N,шыжа,oktober
598,Oktober::N,октя́брь,oktober
599,November::N,кылме тылзе,november
600,November::N,ноя́брь,november
601,Dezember::N,дека́брь,december
602,Montag::N,шо́чмо,måndag
603,Dienstag::N,ку́шкыжмо,tisdag
604,Mittwoch::N,вӱрге́че,onsdag
605,Donnerstag::N,изарня́,torsdag
606,Freitag::N,кугарня́,fredag
607,Samstag::N,шуматке́че,lördag
608,Sonntag::N,рушарня́,söndag
609,groß::A,кугу́,stor
610,klein::A,изи́,liten
611,lang::A,кужу́,lång
612,kurz::A,кӱ́чык,kort
613,breit::A,кумда́,bred
614,schmal::A,а́ҥысыр,smal
615,dicht::A,ну́гыдо,tät
616,dick[Gegenstand]::A,кӱ́жгӧ,tjock
617,dünn::A,ви́чкыж,tunn
618,fein::A,ты́гыде,fin
619,fest::A,чо́ткыдо,fast
620,flach::A,лапка́,platt
621,glatt::A,яклака́,glatt
622,hart::A,пе́ҥгыде,hård
623,weich::A,пу́шкыдо,mjuk
624,rund::A,йырге́шке,rund
625,spitz::A,коша́р,toppig
626,spitz::A,коша́р,spetsig
627,scharf::A,пӱ́сӧ,vass
628,scharf::A,пӱ́сӧ,skarp
629,stumpf::A,токма́к,slö
630,schwer::A,не́ле,tung
631,schön::A,сы́лне,skön
632,schön::A,сы́лне,vacker
633,heiß::A,шо́кшо,het
634,warm::A,ле́ве,varm
635,kalt::A,йӱ́штӧ,kall
636,kühl::A,юа́лге,sval
637,kühl::A,юа́лге,kylig
638,kühl::A,южгата́,sval
639,kühl::A,южгата́,kylig
640,frisch::A,свежа́,färsk
641,feucht::A,вӱ́дыжгӧ,fuktig
642,nass::A,нӧ́рӧ,våt
643,trocken::A,ку́кшо,torr
644,voll::A,тич,full
645,leer::A,яра́,tom
646,offen::A,виш,öppen
647,geschlossen::A,пе́тырыме,stängd
648,geschlossen::A,тӱ́чмӧ,stängd
649,sauber::A,ару́,ren
650,sauber::A,янда́р,ren
651,schmutzig::A,лавыра́н,snuskig
652,schmutzig::A,ла́выргыше,snuskig
653,roh::A,кӱ́чымӧ,rå
654,reif::A,лӧза́,mogen
655,lecker::A,ту́тло,läcker
656,süß::A,ше́ре,söt
657,bitter::A,ко́чо,besk
658,bitter::A,ко́чо,bitter
659,sauer::A,шо́по,sur
660,hell::A,во́лгыдо,ljus
661,dunkel::A,пычке́мыш,mörk
662,schwarz::A,шола́,svart
663,weiß::A,ош,vit
664,rot::A,йошка́р,röd
665,gelb::A,сар,gul
666,blau::A,ка́нде,blå
667,grün::A,ужа́р,grön
668,grau::A,сур,grå
669,bunt::A,олача́,brokig
670,billig::A,шу́лдо,billig
671,teuer::A,ше́рге,dyr
672,wertvoll::A,шергака́н,värdefull
673,blind::A,со́кыр,blind
674,taub::A,соҥгыра́,döv
675,kräftig::A,куа́тле,kraftig
676,stark::A,вия́н,stark
677,schwach::A,а́лдыме,svag
678,fett::A,коя́,fet
679,schlank::A,йоштката́,slank
680,schlank::A,яжу́,slank
681,hübsch::A,чеве́р,snygg
682,hübsch::A,чеве́р,vacker
683,böse::A,шы́де,ond
684,böse::A,шы́де,elak
685,dumm::A,аҥыра́,dum
686,faul::A,його,lat
687,fleißig::A,ты́ршыше,flitig
688,geizig::A,чаҥга́,snål
689,geizig::A,чаҥга́,girig
690,klug::A,уша́н,klok
691,geschickt::A,уста́,händig
692,geschickt::A,уста́,skicklig
693,lieb::A,ала́л,kär
694,lieb::A,ала́л,snäll
695,lustig::A,весела́,rolig
696,lustig::A,весела́,lustig
697,sanft::A,ны́жылге,mild
698,hungrig::A,шу́жышо,hungrig
699,krank::A,че́рле,sjuk
700,nackt::A,чарама́т,naken
701,traurig::A,ойга́н,ledsen
702,traurig::A,ойга́н,sorgsen
703,lebendig::A,и́лыше,levande
704,gut::A,сай,bra
705,schlecht::A,уда́,dålig
706,schlecht::A,шӱ́кшӧ,dålig
707,richtig::A,чы́нле,riktig
708,schlimm::A,аля́к,illa
709,schlimm::A,тыра́н,illa
710,wahr::A,чы́нле,sann
711,wahr::A,настоя́щий,sann
712,alt::A,то́што,gammal
713,neu::A,у,ny
714,ehemalig::A,о́нчычсо,forn
715,ehemalig::A,о́нчычсо,tidigare
716,ehemalig::A,онда́кысе,forn
717,ehemalig::A,онда́кысе,tidigare
718,alt[Lebewesen]::A,шо́нто,gammal
719,jung::A,са́мырык,ung
720,arm::A,нужна́,fattig
721,reich::A,поя́н,rik
722,bekannt::A,па́лыме,känd
723,berühmt::A,лӱ́млӧ,berömd
724,fremd::A,йот,främmande
725,verschieden::A,тӱ́рлӧ,åtskillig
726,nah::A,ли́шыл,nära
727,fern::A,тора́,fjärran
728,fern::A,мӱ́ндыр,fjärran
729,linker::A,шола́,vänster
730,rechter::A,пурла́,höger
731,anderer::A,вес,annan
732,anderer::A,мо́ло,annan
733,erster::A,и́кымше,första
734,zweiter::A,ко́кымшо,andra
735,dritter::A,ку́мшо,tredje
736,letzter::A,пыта́ртыш,sist
737,allein::ADV,шкет,allena
738,auf einmal::ADV,икана́ште,på en gång
739,zusammen::ADV,пырля́,tillsammans
740,lange::ADV,кужу́н,länge
741,plötzlich::ADV,кенета́,plötsligt
742,sofort::ADV,кызыта́к,strax
743,sofort::ADV,кызыта́к,genast
744,später::ADV,варара́к,senare
745,jetzt::ADV,ы́нде,nu
746,jetzt::ADV,кы́зыт,nu
747,heute::ADV,та́че,i dag
748,morgen::ADV,эрла́,i morgon
749,bald::ADV,вашке́,snart
750,dann::ADV,вара́,då
751,gestern::ADV,теҥге́че,i går
752,einst::ADV,икана́,en gång
753,damals::ADV,туна́м,då
754,damals::ADV,туна́м,den gången
755,danach::ADV,вара́,därefter
756,vorher::ADV,о́нчыч,före
757,vorher::ADV,о́нчыч,förut
758,zuerst::ADV,онда́к,först
759,einmal::ADV,икана́,en gång
760,manchmal::ADV,ка́шын,ibland
761,manchmal::ADV,кокла́н,ibland
762,oft::ADV,чӱ́чкыдын,ofta
763,immer::ADV,эре́,alltid
764,immer::ADV,ту́тыш,alltid
