,Concept_ID,ce,zh
820,sich ärgern::V,оьгӏазъэха,生气
821,sich fürchten::V,кхера,害怕
822,fürchten::V,кхера,害怕
823,fliehen::V,дӏадада,逃走
824,flüchten::V,дӏадада,逃跑
825,sehen::V,ган,看
826,anschauen::V,хьажа,注视
827,anschauen::V,хьежа,注视
828,ansehen::V,хьовса,注视
829,hören::V,хаза,听
830,zuhören::V,ладогӏа,倾听
831,probieren::V,хьажа,尝
832,riechen::V,хьожа яха,闻
833,fühlen::V,хаадала,感到
834,scheinen::V,мотта,照耀
835,zu sehen sein::V,гуш хила,可以看到
836,vernehmen::V,бартхатта,审讯
837,frieren::V,гӏоро,觉得冷
838,tun::V,дан,作
839,können::V,дадала,能
840,wollen::V,тӏергӏа,要
841,anfangen::V,доло,开始
842,beenden::V,довла,结束
843,aufhören::V,саца,停止
844,gelingen::V,кадала,成功
845,geraten::V,хила,陷于
846,öffnen::V,дӏаделла,打开
847,öffnen::V,схьаделла,打开
848,schließen::V,къовла,关
849,schließen::V,дӏачӏагӏа,关
850,stellen::V,хlотто,放
851,setzen::V,дийгӏа,放
852,legen::V,охьадилла,摆
853,berühren::V,хьедан,触
854,verbinden::V,вовшахтаса,联结
855,bedecken::V,тилла,覆盖
856,bedecken::V,тӏетаса,覆盖
857,aufhängen::V,хьалаолла,挂
858,anzünden::V,лато,点
859,aufheben::V,айа,拾起
860,zurücklassen::V,дита,遗留
861,verlieren::V,дайа,丧失
862,fallen lassen::V,охьадожо,让掉下
863,machen::V,дан,做
864,herstellen::V,дан,生产
865,bauen::V,гӏишлоян,建造
866,reparieren::V,тадан,修理
867,verbessern::V,нисдан,改进
868,ändern::V,хийца,改变
869,graben::V,ахка,挖
870,beugen::V,сатто,弯下
871,biegen::V,сатто,弯
872,drehen::V,хьовзо,转动
873,umdrehen::V,хьовзo,转动
874,heben::V,айа,举起
875,heben::V,хьалаайа,举起
876,hochheben::V,хьалаайа,抬高
877,ergreifen::V,дӏалаца,抓住
878,halten::V,латто,拿着
879,drücken::V,тӏетаӏо,压
880,schieben::V,татта,推
881,kratzen::V,мӏараш тийса,搔
882,lecken::V,мотт хьекха,舔
883,beißen::V,катoха,咬
884,abreißen::V,схьадаккха,撕下
885,abschneiden::V,кхада,切断
886,binden::V,дӏадехка,捆
887,binden::V,вовшахтаса,捆
888,stecken::V,чудахийта,插
889,brechen::V,кагдан,断裂
890,klopfen::V,детта,敲
891,hauen::V,етта,揍
892,kleben::V,тӏелато,粘
893,reiben::V,хьекхо,摩擦
894,streichen::V,тlехьакха,涂
895,schleifen::V,ирдан,拖曳
896,schneiden::V,ларга,切
897,rütteln::V,лесто,颠簸
898,schütteln::V,лесто,摇动
899,schwenken::V,лесто,摇动
900,schütten::V,дотта,倒
901,füllen::V,дуза,填满
902,einwickeln::V,хьарчо,包
903,tragen::V,дахьа,提
904,schleppen::V,ийзо,扛
905,ziehen::V,озо,拉
906,aufbewahren::V,ӏалашдан,保存
907,werfen::V,кхосса,扔
908,fangen::V,леца,捕捉
909,packen::V,леца,抓住
910,verstecken::V,къайладаккха,藏
911,teilen::V,декъа,分
912,schicken::V,дӏадахьийта,派遣
913,bringen::V,дан,带来
914,hinzufügen::V,тӏетоха,添加
915,bekommen::V,даккха,得到
916,erhalten::V,даккха,接到
917,nehmen::V,схьаэца,拿
918,wählen::V,харжа,挑选
919,auswählen::V,харжа,选择
920,bewahren::V,lалашдан,保持
921,behindern::V,новкъарло ян,防碍
922,verderben::V,талхо,败坏
923,beschädigen::V,дохо,损坏
924,zerbrechen::V,дохо,破碎
925,zerbrechen::V,кагдан,破碎
926,zerreißen::V,хадо,撕碎
927,zerstören::V,дохо,毁坏
928,zerstören::V,кагдан,毁坏
929,verbrennen::V,даго,燃烧
930,geben::V,яла,给
931,reichen::V,дӏадала,递给
932,reichen::V,дӏакховдо,递给
933,schenken::V,совгӏат дан,赠送
934,versprechen::V,ваӏда дан,许诺
935,wünschen::V,лаа,祝
936,loben::V,хасто,表扬
937,küssen::V,оба яккха,亲
938,wiegen::V,тахка,轻摇
939,zudecken::V,тӏетаса,盖上
940,wecken::V,самадаккха,唤起
941,zeigen::V,гайта,指
942,führen::V,дига,带领
943,lehren::V,ӏамо,教
944,unterrichten::V,хьеха,讲课
945,aufziehen::V,кхио,抚养
946,leiten::V,урхалла дан,领导
947,antreiben::V,сихдан,催促
948,lassen::V,-йта,让
949,einladen::V,кхайкха,邀请
950,vereinigen::V,цхьаьнатоха,统一
951,besuchen::V,хьажахIотта,参观
952,treffen::V,дуьхьалкхета,会面
953,sich versammeln::V,гулдан,聚集
954,spielen::V,ловза,玩
955,singen::V,лакха,唱歌
956,tanzen::V,хелхадала,跳舞
957,sich trennen::V,къаста,分别
958,verlassen::V,дита,离开
959,retten::V,кӏелхьардаккха,救
960,bewachen::V,ха дан,守卫
961,schützen::V,лардан,保护
962,verteidigen::V,лардан,保卫
963,sich schlagen::V,етта,打架
964,schießen::V,детта,射击
965,siegen::V,тола,获胜
966,ärgern::V,оьгӏаздахийта,激怒
967,schlagen::V,тоха,打
968,treten::V,мийра тоха,踢
969,stechen::V,ӏотта,刺
970,stechen::V,къовзо,刺
971,stoßen::V,татта,撞
972,stehlen::V,лачкъо,盗窃
973,stören::V,новкъарло ян,干扰
974,belästigen::V,сагатдан,打搅
975,verbergen::V,къайладаккха,隐藏
976,täuschen::V,ӏexo,欺骗
977,betrügen::V,ледан,欺骗
978,töten::V,ден,杀
979,wohnen::V,даха,居住
980,arbeiten::V,къахьега,工作
981,sammeln::V,гулдан,收集
982,pflücken::V,даха,采
983,jagen::V,талла,打猎
984,fischen::V,чӏерий леца,捕鱼
985,fassen::V,лаца,捉住
986,fassen::V,схьалаца,捉住
987,hüten::V,лардан,守护
988,treiben::V,лахка,漂
989,anbinden::V,дӏадехка,拴
990,füttern::V,хӏума яла,喂
991,melken::V,оза,挤奶
992,gießen::V,хи тоха,浇
993,reifen::V,хьекъа,成熟
994,zubereiten::V,кечъян,
995,zubereiten::V,кхача бан,
996,kochen::V,кхача бан,煮
997,backen::V,датта,烤
998,braten::V,кхарза,煎
999,umrühren::V,кего,搅拌
1000,nähen::V,тега,缝
1001,färben::V,басардан,染色
1002,reinigen::V,цӏандан,清洁
1003,waschen::V,йила,洗
1004,waschen::V,йитта,洗
1005,waschen::V,дӏадайа,洗
1006,abwischen::V,дӏадайа,擦掉
1007,spülen::V,хи кхарза,清洗
1008,fegen::V,нуй хьакха,扫
1009,kehren::V,нуй хьакха,打扫
1010,baden::V,лийча,给...洗澡
1011,sich waschen::V,юьхь йила,洗澡
1012,ausziehen::V,духар дӏадаккха,脱
1013,sich anziehen::V,духа,穿衣
1014,kämmen::V,ехк хьакха,梳
1015,schmücken::V,хаздан,装饰
1016,sagen::V,ала,说
1017,sprechen::V,баха,说
1018,sprechen::V,мотт бийца,说
1019,reden::V,къамел дан,讲
1020,sich unterhalten::V,къамел дан,聊天
1021,fragen::V,хатта,问
1022,bitten::V,деха,请
1023,erzählen::V,дийца,叙述
1024,mitteilen::V,хаам бан,通知
1025,nennen::V,цӏе яккха,叫做
1026,rufen::V,кхайкха,叫
1027,prahlen::V,куралла ян,吹牛
1028,prahlen::V,дозалла дан,吹牛
1029,übersetzen::V,гоч дан,翻译
1030,denken::V,ойла ян,想
1031,glauben::V,теша,以为
1032,bemerken::V,ган,发觉
1033,erkennen::V,довза,识别
1034,begreifen::V,кхета,理解
1035,verstehen::V,кхета,明白
1036,lernen::V,деша,学
1037,wissen::V,хаа,知道
1038,sich erinnern an::V,дагадан,回忆
1039,vergessen::V,дицдала,忘记
1040,messen::V,дуста,测量
1041,zählen::V,дагардан,数
1042,rechnen::V,лара,计算
1043,lesen::V,еша,读
1044,malen::V,сурт дилла,画
1045,zeichnen::V,сурт дилла,绘制
1046,schreiben::V,яздан,写
1047,besitzen::V,доладан,占有
1048,kaufen::V,эца,买
1049,verkaufen::V,дохка,卖
1050,bezahlen::V,мах бала,付钱
1051,zahlen::V,мах бала,支付
1052,beherrschen::V,собаре хила,统治
1053,ertragen::V,лан,忍耐
1054,ertragen::V,сатоха,忍耐
1055,ertragen::V,садетта,忍耐
1056,Schwarm::N,,群
1057,Schlinge::N,,活扣
1058,Art::N,,种类
1059,Entfernung::N,,距离
1060,Griff::N,,把柄
1061,Figur::N,,人像
1062,Bogen[Waffe]::N,,弓
1063,so::ADV,,如此
1064,abnehmen::V,,减少
1065,sausen::V,,疾驰
1066,wenden::V,,转动
1067,hacken::V,,剁细
1068,stricken::V,,织
1069,anziehen::V,,穿
