,Concept_ID,ru,ce
809,sausen::V,мчаться,
810,rennen::V,бегать,дада
811,springen::V,прыгать,ирхкхийсадала
812,klettern::V,лазать,тӏедийла
813,schaukeln::V,раскачиваться,техко
814,kriechen::V,ползать,такха
815,schwimmen::V,плавать,некадан
816,tauchen::V,нырять,чулелха
817,rudern::V,грести,дига лело
818,rudern::V,грести,кема лело
819,fahren::V,ехать,хахка
820,fliegen::V,летать,тӏемадала
821,gehen::V,идти,лeла
822,weggehen::V,уйти,дӏадаха
823,abfahren::V,отправиться,дӏадаха
824,anhalten::V,остановиться,саца
825,hineingehen::V,входить,чудала
826,eintreten::V,войти,чудала
827,kommen::V,прийти,кхача
828,kommen::V,прийти,дӏакхача
829,kommen::V,прийти,схьакхача
830,ankommen::V,прибыть,кхача
831,ankommen::V,прибыть,схьакхача
832,zurückkommen::V,возвратиться,юхада
833,bleiben::V,остаться,диса
834,warten::V,ждать,хьежа
835,warten::V,ждать,cобар дан
836,erwarten::V,ожидать,хьоьжуш ӏан
837,suchen::V,искать,леха
838,finden::V,найти,каро
839,versuchen::V,пытаться,дан хьажа
840,vorbereiten::V,подготовить,кечъян
841,lieben::V,любить,деза
842,mögen::V,любить,безамхила
843,lachen::V,смеяться,дела
844,rühren::V,растрогать,хьедан
845,weinen::V,плакать,делха
846,schimpfen::V,ругаться,чехо
847,sich ärgern::V,сердиться,оьгӏазъэха
848,sich fürchten::V,бояться,кхера
849,fürchten::V,бояться,кхера
850,fliehen::V,убегать,дӏадада
851,flüchten::V,убежать,дӏадада
852,sehen::V,видеть,ган
853,anschauen::V,посмотреть,хьажа
854,anschauen::V,посмотреть,хьежа
855,ansehen::V,смотреть,хьовса
856,hören::V,слышать,хаза
857,zuhören::V,слушать,ладогӏа
858,probieren::V,пробовать,хьажа
859,riechen::V,нюхать,хьожа яха
860,fühlen::V,чувствовать,хаадала
861,scheinen::V,казаться,мотта
862,zu sehen sein::V,виднеться,гуш хила
863,vernehmen::V,услышать,бартхатта
864,frieren::V,мерзнуть,гӏоро
865,tun::V,делать,дан
866,können::V,мочь,дадала
867,können::V,уметь,дадала
868,wollen::V,хотеть,тӏергӏа
869,anfangen::V,начать,доло
870,beenden::V,закончить,довла
871,aufhören::V,перестать,саца
872,gelingen::V,удаться,кадала
873,geraten::V,оказаться,хила
874,öffnen::V,открыть,дӏаделла
875,öffnen::V,открыть,схьаделла
876,schließen::V,закрыть,къовла
877,schließen::V,закрыть,дӏачӏагӏа
878,stellen::V,поставить,хlотто
879,setzen::V,посадить,дийгӏа
880,legen::V,класть,охьадилла
881,berühren::V,трогать,хьедан
882,verbinden::V,связать,вовшахтаса
883,bedecken::V,покрыть,тилла
884,bedecken::V,покрыть,тӏетаса
885,aufhängen::V,повесить,хьалаолла
886,anzünden::V,зажечь,лато
887,aufheben::V,поднять,айа
888,zurücklassen::V,оставить,дита
889,verlieren::V,потерять,дайа
890,fallen lassen::V,уронить,охьадожо
891,machen::V,сделать,дан
892,herstellen::V,изготовить,дан
893,bauen::V,строить,гӏишлоян
894,reparieren::V,чинить,тадан
895,verbessern::V,улучшить,нисдан
896,ändern::V,изменить,хийца
897,graben::V,копать,ахка
898,beugen::V,согнуть,сатто
899,biegen::V,погнуть,сатто
900,drehen::V,вертеть,хьовзо
901,wenden::V,повернуть,
902,umdrehen::V,перевернуть,хьовзo
903,heben::V,поднимать,айа
904,heben::V,поднимать,хьалаайа
905,hochheben::V,поднять,хьалаайа
906,ergreifen::V,схватить,дӏалаца
907,halten::V,держать,латто
908,drücken::V,нажимать,тӏетаӏо
909,schieben::V,толкать,татта
910,kratzen::V,скрести,мӏараш тийса
911,lecken::V,лизать,мотт хьекха
912,beißen::V,кусать,катoха
913,abreißen::V,оторвать,схьадаккха
914,abschneiden::V,отрезать,кхада
915,binden::V,вязать,дӏадехка
916,binden::V,вязать,вовшахтаса
917,stecken::V,воткнуть,чудахийта
918,brechen::V,сломать,кагдан
919,klopfen::V,стучать,детта
920,hauen::V,бить,етта
921,kleben::V,клеить,тӏелато
922,reiben::V,тереть,хьекхо
923,streichen::V,намазать,тlехьакха
924,schleifen::V,точить,ирдан
925,schneiden::V,резать,ларга
926,rütteln::V,шатать,лесто
927,schütteln::V,трясти,лесто
928,schwenken::V,махать,лесто
929,schütten::V,налить,дотта
930,füllen::V,наполнить,дуза
931,einwickeln::V,завернуть,хьарчо
932,tragen::V,нести,дахьа
933,schleppen::V,тащить,ийзо
934,ziehen::V,тянуть,озо
935,aufbewahren::V,хранить,ӏалашдан
936,werfen::V,бросать,кхосса
937,fangen::V,ловить,леца
938,packen::V,схватить,леца
939,verstecken::V,спрятать,къайладаккха
940,teilen::V,разделить,декъа
941,schicken::V,посылать,дӏадахьийта
942,bringen::V,принести,дан
943,hinzufügen::V,добавить,тӏетоха
944,bekommen::V,достать,даккха
945,erhalten::V,получить,даккха
946,nehmen::V,взять,схьаэца
947,wählen::V,выбрать,харжа
948,auswählen::V,отобрать,харжа
949,bewahren::V,сохранить,lалашдан
950,behindern::V,препятствовать,новкъарло ян
951,verderben::V,испортить,талхо
952,beschädigen::V,повредить,дохо
953,zerbrechen::V,разбить,дохо
954,zerbrechen::V,разбить,кагдан
955,zerreißen::V,разорвать,хадо
956,zerstören::V,разрушить,дохо
957,zerstören::V,разрушить,кагдан
958,verbrennen::V,сжечь,даго
959,geben::V,дать,яла
960,reichen::V,передать,дӏадала
961,reichen::V,передать,дӏакховдо
962,schenken::V,дарить,совгӏат дан
963,versprechen::V,обещать,ваӏда дан
964,wünschen::V,желать,лаа
965,loben::V,хвалить,хасто
966,küssen::V,целовать,оба яккха
967,wiegen::V,качать,тахка
968,zudecken::V,накрыть,тӏетаса
969,wecken::V,разбудить,самадаккха
970,zeigen::V,показать,гайта
971,führen::V,вести,дига
972,lehren::V,учить,ӏамо
973,unterrichten::V,преподавать,хьеха
974,aufziehen::V,воспитать,кхио
975,leiten::V,руководить,урхалла дан
976,antreiben::V,подгонять,сихдан
977,lassen::V,заставить,-йта
978,einladen::V,пригласить,кхайкха
979,vereinigen::V,объединить,цхьаьнатоха
980,besuchen::V,посетить,хьажахIотта
981,treffen::V,встретить,дуьхьалкхета
982,sich versammeln::V,собраться,гулдан
983,spielen::V,играть,ловза
984,singen::V,петь,лакха
985,tanzen::V,плясать,хелхадала
986,tanzen::V,танцевать,хелхадала
987,sich trennen::V,расстаться,къаста
988,verlassen::V,покинуть,дита
989,retten::V,спасти,кӏелхьардаккха
990,bewachen::V,охранять,ха дан
991,schützen::V,уберегать,лардан
992,verteidigen::V,защитить,лардан
993,sich schlagen::V,драться,етта
994,schießen::V,стрелять,детта
995,siegen::V,победить,тола
996,ärgern::V,сердить,оьгӏаздахийта
997,schlagen::V,ударить,тоха
998,treten::V,пинать,мийра тоха
999,stechen::V,уколоть,ӏотта
1000,stechen::V,уколоть,къовзо
1001,stoßen::V,толкнуть,татта
1002,stehlen::V,украсть,лачкъо
1003,stören::V,помешать,новкъарло ян
1004,belästigen::V,надоедать,сагатдан
1005,verbergen::V,скрыть,къайладаккха
1006,täuschen::V,обмануть,ӏexo
1007,betrügen::V,смошенничать,ледан
1008,töten::V,убить,ден
1009,wohnen::V,проживать,даха
1010,arbeiten::V,работать,къахьега
1011,sammeln::V,собрать,гулдан
1012,pflücken::V,рвать,даха
1013,pflücken::V,срывать,даха
1014,jagen::V,охотиться,талла
1015,fischen::V,рыбачить,чӏерий леца
1016,fassen::V,поймать,лаца
1017,fassen::V,поймать,схьалаца
1018,hüten::V,пасти,лардан
1019,treiben::V,гнать,лахка
1020,anbinden::V,привязать,дӏадехка
1021,füttern::V,кормить,хӏума яла
1022,melken::V,доить,оза
1023,hacken::V,рубить,
1024,gießen::V,полить,хи тоха
1025,reifen::V,созреть,хьекъа
1026,zubereiten::V,приготовить,кечъян
1027,zubereiten::V,приготовить,кхача бан
1028,kochen::V,варить,кхача бан
1029,backen::V,печь,датта
1030,braten::V,жарить,кхарза
1031,umrühren::V,перемешать,кего
1032,stricken::V,вязать,
1033,nähen::V,шить,тега
1034,färben::V,покрасить,басардан
1035,reinigen::V,очистить,цӏандан
1036,waschen::V,стирать,йила
1037,waschen::V,стирать,йитта
1038,waschen::V,стирать,дӏадайа
1039,abwischen::V,вытереть,дӏадайа
1040,spülen::V,полоскать,хи кхарза
1041,fegen::V,подметать,нуй хьакха
1042,kehren::V,мести,нуй хьакха
1043,baden::V,купаться,лийча
1044,sich waschen::V,мыться,юьхь йила
1045,ausziehen::V,снять,духар дӏадаккха
1046,anziehen::V,надеть,
1047,sich anziehen::V,одеться,духа
1048,kämmen::V,причесать,ехк хьакха
1049,schmücken::V,украсить,хаздан
1050,sagen::V,сказать,ала
1051,sprechen::V,говорить,баха
1052,sprechen::V,говорить,мотт бийца
1053,reden::V,разговаривать,къамел дан
1054,sich unterhalten::V,беседовать,къамел дан
1055,fragen::V,спросить,хатта
1056,bitten::V,просить,деха
1057,erzählen::V,рассказать,дийца
1058,mitteilen::V,сообщить,хаам бан
1059,nennen::V,назвать,цӏе яккха
1060,rufen::V,звать,кхайкха
1061,prahlen::V,хвастаться,куралла ян
1062,prahlen::V,хвастаться,дозалла дан
1063,übersetzen::V,перевести,гоч дан
1064,denken::V,думать,ойла ян
1065,glauben::V,верить,теша
1066,bemerken::V,заметить,ган
1067,erkennen::V,узнать,довза
1068,begreifen::V,понять,кхета
1069,begreifen::V,постичь,кхета
1070,verstehen::V,услышать,кхета
1071,lernen::V,учиться,деша
1072,wissen::V,знать,хаа
1073,sich erinnern an::V,вспомнить,дагадан
1074,vergessen::V,забыть,дицдала
1075,messen::V,мерить,дуста
1076,zählen::V,считать,дагардан
1077,rechnen::V,считать,лара
1078,lesen::V,читать,еша
1079,malen::V,рисовать,сурт дилла
1080,zeichnen::V,рисовать,сурт дилла
1081,schreiben::V,писать,яздан
1082,besitzen::V,иметь,доладан
1083,kaufen::V,купить,эца
1084,verkaufen::V,продать,дохка
1085,bezahlen::V,заплатить,мах бала
1086,zahlen::V,платить,мах бала
1087,beherrschen::V,владеть,собаре хила
1088,ertragen::V,вытерпеть,лан
1089,ertragen::V,вытерпеть,сатоха
1090,ertragen::V,вытерпеть,садетта
