,Concept_ID,os,fr
343,Teil::N,хай,partie
344,Hälfte::N,æрдæг,moitié
345,Hälfte::N,æмбис,moitié
346,Kreis::N,зиллакк,cercle
347,Kreuz::N,дзуар,croix
348,Linie::N,хахх,ligne
349,Strich::N,хахх,trait
350,Abstand::N,æхсæнуат,écart
351,Entfernung::N,дæрддзæг,distance
352,Entfernung::N,дардцæг,distance
353,Gegend::N,ран,région
354,Gegend::N,ран,contrée
355,Platz::N,бууат,place
356,Ort::N,ран,lieu
357,Ort::N,ран,endroit
358,Ort::N,бынат,lieu
359,Ort::N,бынат,endroit
360,Seite::N,фахс,côté
361,Mitte::N,астӕу,milieu
362,Gegenstand::N,дзаума,objet
363,Sache::N,дзаума,chose
364,Rand::N,кӕрон,bord
365,Kante::N,фӕрск,arête
366,Ecke::N,тигъ,coin
367,Ecke::N,тигъ,tournant
368,Ecke::N,фисын,coin
369,Ecke::N,фисын,tournant
370,Spitze::N,бырынкъ,cime
371,Spitze::N,бырынкъ,pointe
372,Ende::N,кӕрон,bout
373,Loch::N,хуынкъ,trou
374,Winkel::N,къуым,coin
375,Winkel::N,къуым,réduit
376,Muster::N,нывæфтыд,dessin
377,Muster::N,кæдзист,dessin
378,Größe::N,ас,grandeur
379,Länge::N,дӕргъ,longueur
380,Höhe::N,бæрзонд,hauteur
381,Höhe::N,бæрзонд,altitude
382,Höhe::N,бæрзæнд,hauteur
383,Höhe::N,бæрзæнд,altitude
384,Höhe::N,бæрзонддзинад,hauteur
385,Höhe::N,бæрзонддзинад,altitude
386,Gewicht::N,уӕз,poids
387,Menge::N,бӕрц,quantité
388,Haufen::N,кӕри,tas
389,Reihe::N,рӕнхъ,file
390,Reihe::N,рӕнхъ,rangée
391,Boot::N,чема,canot
392,Boot::N,чема,bateau
393,Ruder::N,къохар,rame
394,Ruder::N,къохар,aviron
395,Schlitten::N,дзоныгъ,traîneau
396,Ski::N,къахдзоныгътæ,ski
397,Ski::N,лыжæтæ,ski
398,Lagerfeuer::N,арт,feu de camp
399,Last::N,уаргъ,charge
400,Last::N,уаргъ,fardeau
401,Gang::N,цыд,tour
402,Gang::N,цыд,marche
403,Schritt::N,санчъех,pas
404,Schritt::N,къахдзӕф,pas
405,Norden::N,цæгат,nord
406,Süden::N,хуссар,sud
407,Westen::N,ныгуылæн,ouest
408,Westen::N,ныгуылæн,occident
409,Osten::N,скæсæн,est
410,Osten::N,скæсæн,orient
411,Holz::N,хъӕдӕрмӕг,bois
412,Brett::N,фæйнæг,planche
413,Platte::N,къӕй,plaque
414,Stütze::N,быцæу,appui
415,Stütze::N,быцæу,soutien
416,Stange::N,хъил,barre
417,Stange::N,хъил,perche
418,Stock::N,лӕдзӕг,canne
419,Stab::N,хъил,bâton
420,Rohr::N,хӕтӕл,tube
421,Rohr::N,хӕтӕл,tuyau
422,Haus::N,хӕдзар,maison
423,Heim::N,къона,maison
424,Ofen::N,пец,poêle
425,Fußboden::N,астӕрд,plancher
426,Tisch::N,стъол,table
427,Stuhl::N,бандон,chaise
428,Wiege::N,авдæн,berceau
429,Bett::N,сынтӕг,lit
430,Regal::N,тӕрхӕг,étagère
431,Regal::N,уӕлвӕйнӕг,étagère
432,Kiste::N,асыкк,caisse
433,Fenster::N,рудзынг,fenêtre
434,Fenster::N,фæрссаг,fenêtre
435,Tür::N,дуар,porte
436,Tor::N,кулдуар,porte
437,Tor::N,кулдуар,portail
438,Zaun::N,æмбонд,clôture
439,Zaun::N,быру,clôture
440,Zaun::N,гæрæн,clôture
441,Dach::N,уӕлхӕдзар,toit
442,Leiter::N,асин,échelle
443,Besen::N,уисой,balai
444,Spaten::N,бел,bêche
445,Schaufel::N,æвгæнæн,pelle
446,Schaufel::N,кæфой,pelle
447,Gabel::N,вилкæ,fourchette
448,Löffel::N,уидыг,cuiller
449,Messer::N,кард,couteau
450,Nagel::N,зӕгӕл,clou
451,Netz::N,хыз,filet
452,Haken::N,хæдз,croc
453,Haken::N,хæдз,crochet
454,Haken::N,хæбырæгъ,croc
455,Haken::N,хæбырæгъ,crochet
456,Griff::N,фистон,prise
457,Griff::N,фистон,manche
458,Schloss::N,гуыдыр,serrure
459,Bild::N,ныв,image
460,Bild::N,ныв,tableau
461,Figur::N,кæрдгæныв,figure
462,Puppe::N,чындз,poupée
463,Beutel::N,дзӕкъул,sac
464,Beutel::N,дзӕкъул,petit sac
465,Bündel::N,баст,paquet
466,Bündel::N,баст,faisceau
467,Tasche::N,хызын,sac
468,Tasche::N,дзæкъул,sac
469,Eimer::N,къæрта,seau
470,Eimer::N,чъыбыла,seau
471,Eimer::N,ведра,seau
472,Deckel::N,сæр,couvercle
473,Deckel::N,æмбæрзæн,couvercle
474,Geschirr::N,мигæнæн,vaisselle
475,Geschirr::N,мигæнæнтæ,vaisselle
476,Sack::N,голлаг,sac
477,Tasse::N,пиала,tasse
478,Tasse::N,къус,tasse
479,Topf::N,аг,pot
480,Topf::N,аг,marmite
481,Topf::N,чысыл аг,pot
482,Topf::N,чысыл аг,marmite
483,Kessel::N,аг,chaudron
484,Essen::N,хӕрд,repas
485,Essen::N,хӕрд,manger
486,Nahrung::N,хойраг,nourriture
487,Speise::N,хӕринаг,plat
488,Fleisch::N,дзидза,viande
489,Fleisch::N,фыдызгъӕл,viande
490,Getreide::N,халсар,blé
491,Getreide::N,халсар,céréales
492,Brei::N,кас,purée
493,Brei::N,кас,bouillie
494,Brot::N,дзул,pain
495,Scheibe::N,къӕбӕр,tranche
496,Fett::N,сой,graisse
497,Butter::N,нӕлхӕ,beurre
498,Öl::N,зети,huile
499,Salz::N,цӕхх,sel
500,Suppe::N,бас,soupe
501,Suppe::N,бас,potage
502,Honig::N,мыд,miel
503,Milch::N,ӕхсыр,lait
504,Tee::N,цай,thé
505,Leder::N,мæскуы,cuir
506,Wolle::N,фӕсмын,laine
507,Stoff::N,хъуымац,tissu
508,Stoff::N,хъуымац,étoffe
509,Nadel::N,судзин,aiguille
510,Faden::N,ӕндах,fil
511,Knopf::N,цӕппӕр,bouton
512,Knoten::N,ӕлхынцъ,nœud
513,Farbe::N,ахорæн,peinture
514,Kleidung::N,дарӕс,vêtements
515,Kleidung::N,дарӕс,habillement
516,Hemd::N,хӕдон,chemise
517,Kragen::N,æфцæггот,col
518,Ärmel::N,дыс,manche
519,Hose::N,хæлаф,pantalon
520,Hose::N,æддаг хæлаф,pantalon
521,Hose::N,салбар,pantalon
522,Gürtel::N,рон,ceinture
523,Mütze::N,худ,bonnet
524,Mütze::N,худ,casquette
525,Schuh::N,басмахъ,soulier
526,Schuh::N,басмахъ,chaussure
527,Stiefel::N,цырыхъхъ,botte
528,Ring::N,къухдарӕн,bague
529,Band::N,лент,ruban
530,Kamm::N,сӕрвасӕн,peigne
531,Spiegel::N,айдæн,glace
532,Spiegel::N,айдæн,miroir
533,Spiegel::N,кæсæн,glace
534,Spiegel::N,кæсæн,miroir
535,Riemen::N,гӕрз,lanière
536,Riemen::N,гӕрз,courroie
537,Schnur::N,бӕндӕн,corde
538,Schnur::N,бӕндӕн,ficelle
539,Decke::N,хъӕццул,couverture
540,Kissen::N,баз,oreiller
541,Tuch::N,кæлмæрзæн,drap
542,Tuch::N,кæлмæрзæн,fichu
543,Tuch::N,кæрдæн,drap
544,Tuch::N,кæрдæн,fichu
545,Handtuch::N,хисæрфæн,serviette
546,Handtuch::N,хисæрфæн,essuie-mains
547,Kraft::N,тых,force
548,Kraft::N,хъомыс,force
549,Stärke::N,тых,vigueur
550,Stärke::N,æхсар,vigueur
551,Gesundheit::N,æнæниздзинад,santé
552,Krankheit::N,низ,maladie
553,Krankheit::N,рын,maladie
554,Schmerz::N,рис,douleur
555,Wunde::N,цӕф,plaie
556,Wunde::N,цӕф,blessure
557,Fieber::N,ризӕг,fièvre
558,Fieber::N,тӕфсӕг,fièvre
559,Arznei::N,хос,remède
560,Arznei::N,хос,médecine
561,Brücke::N,хид,pont
562,Brunnen::N,цъай,puits
563,Weide::N,хизæн,pâturage
564,Weide::N,хизæнуат,pâturage
565,Weide::N,сæрвæт,pâturage
566,Pfad::N,къахвæндаг,sentier
567,Pfad::N,къахвæд,sentier
568,Weg::N,фӕндаг,voie
569,Weg::N,фӕндаг,chemin
570,Straße::N,фӕндаг,route
571,Dorf::N,хъӕу,village
572,Stadt::N,сахар,cité
573,Stadt::N,сахар,ville
574,Brief::N,фыстӕг,lettre
575,Buch::N,чиныг,livre
576,Buchstabe::N,дамгъӕ,lettre
577,Buchstabe::N,дамгъӕ,caractère
578,Zeitung::N,газет,journal
579,Leben::N,цард,vie
580,Leben::N,цӕрӕнбон,vie
581,Tod::N,мæлæт,mort
582,Tod::N,адзал,mort
583,Grab::N,ингӕн,tombe
584,Kirche::N,аргъуан,église
585,Sünde::N,тæригъæд,péché
586,Gott::N,хуыцау,dieu
587,Arbeiter::N,кусæг,ouvrier
588,Arbeiter::N,кусæг,travailleur
589,Chef::N,ӕмцег,chef
590,Chef::N,ӕмцег,patron
591,Meister::N,мастер,maître
592,Meister::N,дæсны,maître
593,Arzt::N,хосгæнæг,médecin
594,Arzt::N,дохтыр,médecin
595,Lehrer::N,ахуыргæнæг,professeur
596,Lehrer::N,ахуыргæнæг,instituteur
597,Geld::N,ӕхца,argent
598,Geschäft::N,бизнес,affaire
599,Geschäft::N,бизнес,commerce
600,Geschäft::N,хъуыддаг,affaire
601,Geschäft::N,хъуыддаг,commerce
602,Laden::N,дукани,magasin
603,Laden::N,дукани,boutique
604,Preis::N,аргъ,prix
605,Ware::N,базайраг,marchandise
606,Nutzen::N,пайда,profit
607,Reichtum::N,хъæздыгдзинад,richesse
608,Reichtum::N,исбон,richesse
609,Reichtum::N,мулк,richesse
610,Welt::N,дуне,monde
611,Land::N,бӕстӕ,pays
612,Staat::N,паддзахад,État
613,König::N,къарол,roi
614,Macht::N,хицаудзинад,pouvoir
615,Macht::N,хицаудзинад,puissance
616,Grenze::N,арӕн,frontière
617,Krieg::N,хӕст,guerre
618,Feind::N,знаг,ennemi
619,Feind::N,фыдгул,ennemi
620,Feind::N,фыдзæрдæ,ennemi
621,Feind::N,сон,ennemi
622,Gewalt::N,тыхми,violence
623,Gewalt::N,тыхдзинад,violence
624,Kampf::N,хæст,lutte
625,Kampf::N,хæст,combat
626,Kampf::N,хъæбысæйхæст,lutte
627,Kampf::N,хъæбысæйхæст,combat
628,Kampf::N,тох,lutte
629,Kampf::N,тох,combat
630,Bogen[Waffe]::N,ӕрдын,arc
631,Pfeil::N,фат,flèche
632,Gewehr::N,топп,fusil
633,Fehler::N,рӕдыд,faute
634,Fehler::N,рӕдыд,erreur
635,Lüge::N,мӕнг,mensonge
636,Lüge::N,гӕдыдзинад,mensonge
637,Schaden::N,зиан,dégât
638,Schaden::N,зиан,dommage
639,Unglück::N,бæллæх,malheur
640,Schuld::N,азым,faute
641,Schuld::N,азым,culpabilité
642,Alter::N,кар,âge
643,Schluss::N,кæрон,fin
644,Zeit::N,рӕстӕг,temps
645,Tag::N,бон,jour
646,Tag::N,бон,journée
647,Morgen::N,райсом,matin
648,Morgen::N,райсом,matinée
649,Mittag::N,æмбисбон,midi
650,Abend::N,изӕр,soir
651,Abend::N,изӕр,soirée
652,Nacht::N,ӕхсӕв,nuit
653,Woche::N,къуыри,semaine
654,Monat::N,мӕй,mois
655,Jahr::N,аз,an
656,Jahr::N,аз,année
657,Jahr::N,афӕдз,an
658,Jahr::N,афӕдз,année
659,Frühling::N,уалдзæг,printemps
660,Sommer::N,сӕрд,été
661,Herbst::N,фæззæг,automne
662,Winter::N,зымӕг,hiver
663,Januar::N,январь,janvier
664,Februar::N,февраль,février
665,März::N,мартъи,mars
666,April::N,апрель,avril
667,Mai::N,май,mai
668,Juni::N,июнь,juin
669,Juli::N,июль,juillet
670,August::N,август,août
671,September::N,сентябрь,septembre
672,Oktober::N,октябрь,octobre
673,November::N,ноябрь,novembre
674,Dezember::N,декабрь,décembre
675,Montag::N,къуырисæр,lundi
676,Dienstag::N,дыццæг,mardi
677,Mittwoch::N,æртыццæг,mercredi
678,Donnerstag::N,цыппæрæм,jeudi
679,Freitag::N,майрæмбон,vendredi
680,Samstag::N,сабат,samedi
681,Sonntag::N,хуыцаубон,dimanche
682,groß::A,дынджыр,grand
683,klein::A,гыццыл,petit
684,lang::A,даргъ,long
685,kurz::A,цыбыр,court
686,breit::A,фӕтӕн,large
687,schmal::A,нарӕг,étroit
688,schmal::A,уынгӕг,étroit
689,dicht::A,бæзджын,dense
690,dicht::A,тар,dense
691,dick[Gegenstand]::A,сӕвджын,épais
692,dünn::A,тæнæг,mince
693,fein::A,лыстӕг,fin
694,fein::A,лыстӕг,menu
695,fest::A,фидар,ferme
696,fest::A,фидар,solide
697,fest::A,хъӕддых,ferme
698,fest::A,хъӕддых,solide
699,flach::A,тъӕпӕн,plat
700,glatt::A,лӕгъз,poli
701,glatt::A,лӕгъз,lisse
702,hart::A,хъӕбӕр,dur
703,weich::A,фӕлмӕн,mou
704,rund::A,тымбыл,rond
705,spitz::A,цыргъбырынкъ,aigu
706,spitz::A,цыргъбырынкъ,pointu
707,spitz::A,цыргъфындз,aigu
708,spitz::A,цыргъфындз,pointu
709,scharf::A,цыргъ,tranchant
710,stumpf::A,къуымых,mousse
711,stumpf::A,къуымых,émoussé
712,schwer::A,уӕззау,lourd
713,schwer::A,уӕззау,pesant
714,schön::A,аив,beau
715,schön::A,рӕсугъд,beau
716,heiß::A,тӕвд,chaud
717,heiß::A,тӕвд,très chaud
718,warm::A,хъарм,chaud
719,kalt::A,уазал,froid
720,kühl::A,сатæг,frais
721,kühl::A,уазалгомау,frais
722,frisch::A,сатæг,frais
723,feucht::A,уымӕл,humide
724,nass::A,хуылыдз,mouillé
725,trocken::A,хус,sec
726,voll::A,дзаг,plein
727,voll::A,дзаг,rempli
728,voll::A,йедзаг ,plein
729,voll::A,йедзаг ,rempli
730,leer::A,афтид,vide
731,offen::A,гом,ouvert
732,geschlossen::A,æхгæд,clos
733,geschlossen::A,æхгæд,fermé
734,sauber::A,сыгъдæг,net
735,sauber::A,сыгъдæг,propre
736,schmutzig::A,чъиллон,sale
737,schmutzig::A,чъиллон,crasseux
738,roh::A,хом,cru
739,roh::A,хом,brut
740,reif::A,рӕгъӕд,mûr
741,lecker::A,хӕрзад,délicieux
742,lecker::A,хӕрзад,appétissant
743,süß::A,адджын,doux
744,bitter::A,судзаг,amer
745,sauer::A,туаг,aigre
746,hell::A,рухс,clair
747,dunkel::A,талынг,sombre
748,schwarz::A,сау,noir
749,weiß::A,урс,blanc
750,rot::A,сырх,rouge
751,gelb::A,бур,jaune
752,blau::A,цъӕх,bleu
753,grün::A,цъӕх,vert
754,grün::A,кӕрдӕгхуыз,vert
755,grau::A,цъӕх,gris
756,grau::A,фӕныкхуыз,gris
757,bunt::A,хъулон,multicolore
758,bunt::A,гæрæм,multicolore
759,billig::A,аслам,bon marché
760,teuer::A,зынаргъ,cher
761,wertvoll::A,зынаргъ,précieux
762,blind::A,куырм,aveugle
763,taub::A,къуырма,sourd
764,kräftig::A,домбай,fort
765,kräftig::A,домбай,vigoureux
766,kräftig::A,тыхджын,fort
767,kräftig::A,тыхджын,vigoureux
768,stark::A,тыхджын,fort
769,stark::A,тыхджын,puissant
770,schwach::A,ӕнӕбон,faible
771,fett::A,нард,gras
772,schlank::A,гуырвидыц,svelte
773,schlank::A,хæрзконд,svelte
