,Concept_ID,it,ab
740,traurig::A,triste,алахьеиқəҵага
741,lebendig::A,vivo,абза
742,gut::A,buono,абзиа
743,schlecht::A,cattivo,-хəарҭам
744,richtig::A,giusto,иашоу
745,schlimm::A,grave,абааҧсы
746,wahr::A,vero,агəҭылса
747,wahr::A,vero,абзиаҵəҟьа
748,alt::A,vecchio,Ажə
749,neu::A,nuovo,аҿыц
750,ehemalig::A,vecchio,анкьатәи
751,ehemalig::A,d'una_volta,анкьатәи
752,alt[Lebewesen]::A,anziano,абырг
753,alt[Lebewesen]::A,anziano,ақабада
754,alt[Lebewesen]::A,anziano,Ажə
755,jung::A,giovane,аҟата
756,arm::A,pòvero,ананамга
757,reich::A,ricco,абеиа
758,bekannt::A,noto,адыр
759,bekannt::A,conosciuto,адыр
760,berühmt::A,famoso,адыр
761,berühmt::A,cèlebre,адыр
762,fremd::A,estràneo,атəым
763,fremd::A,straniero,атəым
764,verschieden::A,diverso,Еиуа-еиҧшым
765,verschieden::A,differente,Еиуа-еиҧшым
766,nah::A,vicino,ааигəа
767,nah::A,propinquo,ааигəа
768,fern::A,lontano,ахара
769,linker::A,sinistro,арма
770,rechter::A,destro,арҕьа
771,anderer::A,altro,даҽа
772,anderer::A,altro,даҽакы
773,erster::A,primo,актәи
774,zweiter::A,secondo,аҩбатəи
775,dritter::A,terzo,ахҕатәи
776,letzter::A,ùltimo,аҵыхəтəантəи
777,allein::ADV,solo,мацара
778,allein::ADV,da solo,мацара
779,auf einmal::ADV,insieme,зныкала
780,auf einmal::ADV,insieme,зныкҟьара
781,zusammen::ADV,insieme,аиц...
782,lange::ADV,a lungo,акыраамҭа
783,plötzlich::ADV,all'improvviso,иаалырҟьаны
784,sofort::ADV,sùbito,иаразнакҵәҟьа
785,sofort::ADV,all'istante,иаразнакҵәҟьа
786,später::ADV,più tardi,уажəшьҭаншəа
787,jetzt::ADV,ora,уажәы
788,jetzt::ADV,adesso,уажәы
789,heute::ADV,oggi,иахьа
790,morgen::ADV,domani,уаҵәы
791,bald::ADV,presto,иласны
792,bald::ADV,tra poco,иласны
793,dann::ADV,allora,нас
794,gestern::ADV,ieri,иацы
795,einst::ADV,prima,зны
796,einst::ADV,un tempo,зны
797,damals::ADV,allora,усҟан
798,danach::ADV,poi,нас
799,danach::ADV,dopo,нас
800,vorher::ADV,prima,уаанӡа
801,zuerst::ADV,prima,азнаказы
802,zuerst::ADV,prima,аҧхьа
803,zuerst::ADV,dapprima,азнаказы
804,zuerst::ADV,dapprima,аҧхьа
805,einmal::ADV,una volta,зны
806,manchmal::ADV,talvolta,зны-зынла
807,manchmal::ADV,qualche volta,зны-зынла
808,oft::ADV,spesso,лассы-лассы
809,immer::ADV,sempre,енагь
810,immer::ADV,sempre,еснагь
811,niemals::ADV,non mai,ианакəызаалак
812,hier::ADV,qua,ара
813,hier::ADV,qua,абра
814,hier::ADV,qua,араҟа
815,hierhin::ADV,qua,ара
816,hierhin::ADV,qua,араҟа
817,von hier::ADV,ne,арантә
818,von hier::ADV,da qui,арантә
819,dort::ADV,lì,уа
820,dorthin::ADV,là,уахь
821,dorthin::ADV,là,анахь
822,geradeaus::ADV,diritto,ишиашоу
823,vorwärts::ADV,avanti,ҕхьаҟа
824,rückwärts::ADV,all'indietro,шьҭахьла
825,zurück::ADV,di indietro,шьҭахьҟа
826,unten::ADV,giù,лбаа
827,unten::ADV,sotto,лбаа
828,hinab::ADV,giù,алада
829,hinab::ADV,in giù,алада
830,oben::ADV,su,хыхь
831,oben::ADV,sopra,хыхь
832,hinauf::ADV,in sù,аҩада
833,hinauf::ADV,in alto,аҩада
834,überall::ADV,dappertutto,зегьынцьара
835,nicht::ADV,non,-м
836,ein wenig::ADV,un po',ҕыҭк
837,ein wenig::ADV,un poco,ҕыҭк
838,kaum::ADV,a appena,аарлаҳәа
839,kaum::ADV,a appena,афергьҳәа
840,sehr::ADV,molto,даара
841,so::ADV,così,ас
842,so::ADV,così,абас
843,so::ADV,tanto,ас
844,so::ADV,tanto,абас
845,noch::ADV,ancora,макьана
846,nur::ADV,solo,заҵәык
847,nur::ADV,soltanto,заҵәык
848,schon::ADV,già,уажәшьҭа
849,schon::ADV,già,аиҳа ипоу
850,wieder::ADV,di nuovo,ҿыц
851,wieder::ADV,di nuovo,дырҩегь
852,wieder::ADV,di nuovo,дырҩегьых
853,vergebens::ADV,invano,баша
854,vor::PRP,davanti a,аҕхьа
855,hinter::PRP,dietro,нхыҵ
856,unter::PRP,sotto,амҵа
857,unter::PRP,sotto,амҵан
858,durch::PRP,per,
859,durch::PRP,attraverso,
860,neben::PRP,a accanto a,ааигуара
861,zwischen::PRP,fra,абжьара
862,wegen::PRP,a causa di,-иззы
863,wegen::PRP,a causa di,-ҟнытә
864,dies::PRN,ciò,ари
865,dies::PRN,ciò,абри
866,dies::PRN,questo,ари
867,dies::PRN,questo,абри
868,das::PRN,ciò,Абни
869,das::PRN,ciò,убри
870,das::PRN,quello,Абни
871,das::PRN,quello,убри
872,alles::PRN,tutto,зегьы
873,ich::PRN,ìo,са
874,ich::PRN,ìo,сара
875,du::PRN,tu,бара
876,er::PRN,lui,иара
877,er::PRN,egli,иара
878,wir::PRN,noi,ҳара
879,ihr::PRN,voi,шәара
880,sie::PRN,loro,дара
881,was::FPRN,che,
882,was::FPRN,che cosa,
883,wer::FPRN,chi,дарбан
884,wo::FADV,dove,иабыкуу
885,wo::FADV,dove,аба-
886,wo::FADV,dove,ахь-
887,wohin::FADV,dove,иабыкуу
888,wohin::FADV,dove,аба-
889,wohin::FADV,dove,ахь-
890,wie::FADV,come,-шҕа
891,warum::FADV,perche,избан
892,wieviel::FNUM,quanto,заҟа
893,eins::NUM,uno,акы
894,eins::NUM,uno,аӡәы
895,zwei::NUM,due,ҩба
896,drei::NUM,tre,хҕа
897,vier::NUM,quattro,ҕшьба
898,fünf::NUM,cinque,хəба
899,sechs::NUM,sei,фба
900,sieben::NUM,sette,Бжьба
901,acht::NUM,otto,ааба
902,neun::NUM,nove,жәба
903,zehn::NUM,dieci,жәаба
904,elf::NUM,ùndici,жәеизатәи
905,zwölf::NUM,dodici,жәаҩа
906,zwanzig::NUM,venti,ҩажәа
907,dreißig::NUM,trenta,ҩажәижәабатәи
908,vierzig::NUM,quaranta,ҩынҩажәа
909,fünfzig::NUM,cinquanta,ҩынҩажәеижәаба
910,sechzig::NUM,sessanta,хынҩажәа
911,siebzig::NUM,settanta,хынҩажәижәаба
912,achtzig::NUM,ottanta,ҕшьынҩажәа
913,neunzig::NUM,novanta,ҕшьынҩажәижәаба
914,hundert::NUM,cento,шәкы
915,tausend::NUM,mille,зқьы
916,und::CNJ,e,-и
917,oder::CNJ,o,ма
918,stehen::V,stare in piedi,агылазаара
919,sitzen::V,sedere,атəара
920,sitzen::V,sedere,атəа(заа)ра
921,sitzen::V,stare seduto,атəара
922,sitzen::V,stare seduto,атəа(заа)ра
923,liegen::V,giacere,аиара
924,hängen::V,pèndere,акнаҳара
925,hängen::V,èssere appeso,акнаҳара
926,werden::V,farsi,аҟалара
927,werden::V,diventare,аҟалара
928,passieren::V,succèdere,аҟалара
929,beginnen::V,cominciare,алагара
930,enden::V,finire,алгара
931,enden::V,terminare,алгара
932,wechseln::V,variare,аҽыҧсахра
933,wechseln::V,cambiare,аҽыҧсахра
934,aufgehen[Sonne]::V,sòrgere,агылара
935,aufgehen[Sonne]::V,sòrgere,ахашлара
936,aufgehen[Sonne]::V,sòrgere,аҩаҵхахара
937,aufgehen[Sonne]::V,spuntare,агылара
938,aufgehen[Sonne]::V,spuntare,ахашлара
939,aufgehen[Sonne]::V,spuntare,аҩаҵхахара
940,untergehen[Sonne]::V,tramontare,аҭашəара
941,scheinen[Sonne]::V,splèndere,акаҧхара
942,donnern::V,tonare,адыдра
943,wehen::V,soffiare,асра
944,strömen::V,fluire,акаҭəара
945,fließen::V,fluire,ацара
946,fließen::V,scorrere,ацара
947,sich drehen::V,girarsi,ахагьежьра
948,schwanken::V,oscillare,аҵысра
949,schwanken::V,barcollare,аҵысра
950,schwingen::V,vibrare,ахызазара
951,schwingen::V,vibrare,акьаандара
952,schwingen::V,oscillare,ахызазара
953,schwingen::V,oscillare,акьаандара
954,fallen::V,cadere,акаҳара
955,brennen::V,àrdere,абылра
956,brennen::V,bruciare,абылра
957,rauchen::V,fumare,ахылҵра
958,regnen::V,piòvere,аура
959,gefrieren::V,gelarsi,аҵаара
960,gefrieren::V,congelarsi,аҵаара
961,tauen::V,sciògliersi,аӡҭра
962,schmelzen::V,fòndere,ақəӡыҭра
963,schmelzen::V,fòndere,аҭəара
964,schmelzen::V,sciògliersi,ақəӡыҭра
965,schmelzen::V,sciògliersi,аҭəара
966,trocknen::V,asciugarsi,абара
967,sieden::V,bollire,ашра
968,faulen::V,marcire,абаара
969,verfaulen::V,imputridire,абаара
970,verfaulen::V,imputridire,аилашра
971,reißen::V,strapparsi,аҧжəара
972,versinken::V,affondare,аӡааҟəрылара
973,vergehen::V,passare,ацара
974,erscheinen::V,apparire,ацəырҵра
975,erscheinen::V,comparire,ацəырҵра
976,verschwinden::V,sparire,аҵашəкəара
977,verschwinden::V,scomparire,аҵашəкəара
978,sinken::V,calare,атəара
979,sinken::V,calare,алаҟəра
980,sinken::V,scendere,атəара
981,sinken::V,scendere,алаҟəра
982,abnehmen::V,diminuire,ацӡаара
983,abnehmen::V,diminuire,аиҵалара
984,zunehmen::V,aumentare,аҽырҭбаара
985,zunehmen::V,aumentare,аиҵыҵра
986,zunehmen::V,aumentare,арацəахара
987,steigen::V,salire,азҳара
988,steigen::V,salire,ашьҭыҵра
989,steigen::V,salire,адухара
990,steigen::V,salire,ацлара
991,steigen::V,montare,азҳара
992,steigen::V,montare,ашьҭыҵра
993,steigen::V,montare,адухара
994,steigen::V,montare,ацлара
995,wachsen::V,crescere,азҳара
996,glänzen::V,splèndere,ацыр-цырра
997,glänzen::V,splèndere,ацыҩ-цыҩра
998,glänzen::V,splèndere,аказказра
999,funkeln::V,brillare,ашап-шапра
1000,funkeln::V,brillare,ацым-цымра
1001,funkeln::V,scintillare,ашап-шапра
1002,funkeln::V,scintillare,ацым-цымра
1003,lärmen::V,strepitare,ашьҭыбжьгара
1004,lärmen::V,strepitare,аҕьҕьаҳәа аилалара
1005,lärmen::V,fare chiasso,ашьҭыбжьгара
1006,lärmen::V,fare chiasso,аҕьҕьаҳәа аилалара
1007,läuten::V,suonare,аҵəҵəасра
1008,klingeln::V,suonare,аҵəҵəасра
1009,klirren::V,tintinnare,ахьархьарра
1010,klirren::V,tintinnare,архьархьарра
1011,brausen::V,rombare,аилаҽҽара
1012,brausen::V,rombare,еилашуера
1013,brausen::V,rumoreggiare,аилаҽҽара
1014,brausen::V,rumoreggiare,еилашуера
1015,rauschen::V,frusciare,
1016,klingen::V,suonare,агара
1017,klingen::V,suonare,ашьҭыбжь гара
1018,bellen::V,latrare,ашра
1019,bellen::V,abbaiare,ашра
1020,heulen::V,urlare,ауура
1021,heulen::V,ululare,ауура
1022,blasen::V,soffiare,аҭəҳəара
1023,pfeifen::V,fischiare,ашəшəра
1024,schreien::V,gridare,аҳəҳəара
1025,schreien::V,gridare,ахəаара
1026,schreien::V,gridare,аҟаара
1027,stöhnen::V,gèmere,ақьра
1028,zittern::V,tremare,аҵыс-ҵысра
1029,leben::V,vìvere,аҟазаара
1030,geboren werden::V,nàscere,Аира
1031,atmen::V,respirare,аҕсыҕ лагаҩагара
1032,trinken::V,bere,ажəра
1033,essen::V,mangiare,акрыфара
1034,schlucken::V,inghiottire,албаадара
1035,müde werden::V,stancarsi,ааҕсара
1036,einschlafen::V,addormentarsi,ацəара
1037,schlafen::V,dormire,ацəазаара
1038,aufwachen::V,svegliarsi,аҿыхара
1039,aufstehen::V,levarsi,Агəылҵра
1040,sich erholen::V,riposarsi,аҧсшьара
1041,krank werden::V,ammalarsi,ачмазаҩхара
1042,krank sein::V,èssere malato,аҳəарҧсарра
1043,schmerzen::V,dolere,ахьра
1044,husten::V,tossire,аимҳәара
1045,genesen::V,guarire,абзиахара
1046,genesen::V,guarire,аӷəӷəахара
1047,sterben::V,morire,аҧсра
1048,umkommen::V,perire,аҭахара
1049,sich bewegen::V,agitarsi,аиҭаҵра
1050,sich rühren::V,muòversi,ақəацара
1051,sich erheben::V,alzarsi,аҩагылара
1052,sich setzen::V,sedersi,атəара
1053,hinfallen::V,cadere,акаҳара
1054,laufen::V,camminare,аныҟəара
1055,laufen::V,andare a piedi,аныҟəара
1056,schreiten::V,andare,ашьаҿа еихгара
1057,schreiten::V,procedere,ашьаҿа еихгара
1058,spazierengehen::V,passeggiare,анеи-ааира
1059,spazierengehen::V,andare a passeggio,анеи-ааира
1060,eilen::V,andare in fretta,аццакра
1061,sich beeilen::V,affrettarsi,аццакра
1062,sausen::V,volare,аҧырра
1063,sausen::V,volare,иҭрысны
1064,sausen::V,volare,ишьҭҟьаны ацара
1065,sausen::V,correre,аҧырра
1066,sausen::V,correre,иҭрысны
1067,sausen::V,correre,ишьҭҟьаны ацара
1068,rennen::V,correre,аҩра
1069,springen::V,saltare,аҧара
1070,klettern::V,arrampicarsi,ақəлара
1071,schaukeln::V,fare l'altalena,аҟəараҟəанҽара
1072,kriechen::V,strisciare,аҳəазара
1073,schwimmen::V,nuotare,аӡсара
1074,tauchen::V,tuffarsi,ахəӡааҵəира
1075,tauchen::V,immèrgersi,ахəӡааҵəира
1076,rudern::V,remare,аҵшьра
1077,fahren::V,andare,акала
1078,fahren::V,viaggiare,акала
1079,fliegen::V,volare,аҧырра
1080,gehen::V,andare,аиҭаҵра
1081,weggehen::V,andàrsene,ацара
1082,weggehen::V,andare via,ацара
1083,abfahren::V,partire,адəықəлара
1084,abfahren::V,partire,ацара
1085,anhalten::V,fermarsi,ааныргылара
1086,hineingehen::V,entrare,аҭалара
1087,eintreten::V,entrare,аҩналара
1088,kommen::V,venire,аара
1089,kommen::V,venire,ааира
1090,ankommen::V,arrivare,ааира
1091,ankommen::V,arrivare,аара
1092,ankommen::V,arrivare,анеира
1093,zurückkommen::V,ritornare,азыхынҳəра
1094,bleiben::V,restare,аанхара
1095,bleiben::V,restare,анхара
1096,bleiben::V,restare,аангылара
1097,bleiben::V,rimanere,аанхара
1098,bleiben::V,rimanere,анхара
1099,bleiben::V,rimanere,аангылара
1100,warten::V,aspettare,азҧшзаара
1101,erwarten::V,attèndere,азҧшра
1102,suchen::V,cercare,ашьҭазаара
1103,finden::V,trovare,аҧшаара
1104,versuchen::V,tentare,аҽазкра
1105,vorbereiten::V,preparare,армазеира
1106,lieben::V,amare,абзиабара
1107,mögen::V,piacere a,агəаҧхара
1108,mögen::V,volere bene a,агəаҧхара
1109,lachen::V,rìdere,аччара
1110,rühren::V,commuòvere,арҵəуара
1111,weinen::V,piàngere,аҵəуара
1112,schimpfen::V,imprecare,ацəҳара
1113,sich ärgern::V,stizzirsi,агəаара
1114,sich ärgern::V,arrabbiarsi,агəаара
1115,sich fürchten::V,avere paura,аӡыӡара
1116,fürchten::V,temere,ацəшəара
1117,fliehen::V,fuggire,абналара
1118,fliehen::V,fuggire,ацəцара
1119,flüchten::V,sfuggire,абналара
1120,flüchten::V,sfuggire,ацəцара
1121,sehen::V,vedere,абара
1122,anschauen::V,guardare,ахəаҧшра
1123,ansehen::V,guardare,ахəаҧшра
1124,hören::V,udire,аҳара
1125,hören::V,sentire,аҳара
1126,zuhören::V,ascoltare,азыӡырҩра
1127,probieren::V,degustare,аҧышəара
1128,probieren::V,assaggiare,аҧышəара
1129,riechen::V,sentire,афыҩра
1130,fühlen::V,sentire,анырра
1131,fühlen::V,sentire,ацәакырра
1132,scheinen::V,parere,шәа
1133,scheinen::V,parere,аацәырҵа
1134,scheinen::V,sembrare,шәа
1135,scheinen::V,sembrare,аацәырҵа
1136,zu sehen sein::V,vedersi,
1137,vernehmen::V,sentire,аҳара
1138,vernehmen::V,percepire,аҳара
1139,frieren::V,aver freddo,ашəра
1140,frieren::V,aver freddo,аҵаара
1141,tun::V,fare,аҟаҵара
1142,können::V,sapere,алшара
1143,wollen::V,volere,аҭахра
1144,anfangen::V,iniziare,алагара
1145,anfangen::V,cominciare,алагара
1146,beenden::V,finire,алгара
1147,beenden::V,terminare,алгара
1148,aufhören::V,finire,аҟəыҵра
1149,aufhören::V,cessare,аҟəыҵра
1150,gelingen::V,riuscire,аура
1151,gelingen::V,riuscire,аманшəалахара
1152,gelingen::V,riuscire,алҵра
1153,geraten::V,stare,нзаарын
1154,öffnen::V,aprire,аартра
1155,schließen::V,chiùdere,аркра
1156,stellen::V,porre,аргылара
1157,stellen::V,mettere,аргылара
1158,setzen::V,porre,артəара
1159,setzen::V,mettere,артəара
1160,legen::V,posare,ақəҵара
1161,legen::V,mettere,ақəҵара
1162,berühren::V,toccare,акьысра
1163,berühren::V,toccare,алакьысра
1164,verbinden::V,unire,аҿаҳəара
1165,verbinden::V,congiùngere,аҿаҳəара
1166,bedecken::V,coprire,ақəршəра
1167,bedecken::V,ricoprire,ақəршəра
1168,aufhängen::V,attaccare,акнаҳара
1169,anzünden::V,accèndere,аркра
1170,anzünden::V,incendiare,аркра
1171,aufheben::V,raccògliere,ашьҭыхра
1172,zurücklassen::V,lasciare,аныжьра
1173,zurücklassen::V,lasciare indietro,аныжьра
1174,verlieren::V,pèrdere,ацəыӡра
1175,fallen lassen::V,lasciare cadere,ацəкаҳара
1176,machen::V,fare,ачаҧара
1177,herstellen::V,produrre,аиҵдара
1178,herstellen::V,fabbricare,аиҵдара
1179,bauen::V,costruire,аргылара
1180,reparieren::V,riparare,арҽеира
1181,verbessern::V,migliorare,аиҕьтəра
1182,ändern::V,mutare,аҧсахра
1183,ändern::V,cambiare,аҧсахра
1184,graben::V,scavare,ажра
1185,beugen::V,chinare,арҟəра
1186,beugen::V,chinare,архəара
1187,beugen::V,flettere,арҟəра
1188,beugen::V,flettere,архəара
1189,biegen::V,tòrcere,арҟəра
1190,biegen::V,tòrcere,архəара
1191,drehen::V,girare,аргьежьра
1192,wenden::V,girare,
1193,wenden::V,voltare,
1194,umdrehen::V,rivoltare,аарҳәра
1195,heben::V,levare,аҩахара
1196,heben::V,levare,араҳара
1197,hochheben::V,levare,ахагалара
1198,hochheben::V,levare,ашьҭҳəара
1199,hochheben::V,sollevare,ахагалара
1200,hochheben::V,sollevare,ашьҭҳəара
1201,ergreifen::V,afferrare,
1202,halten::V,tenere,акра
1203,drücken::V,premere,ақəрӷəӷəара
1204,schieben::V,spìngere,аҵгəара
1205,schieben::V,spìngere,агəара
1206,kratzen::V,grattare,ацəҟьара
1207,kratzen::V,graffiare,ацəҟьара
1208,lecken::V,leccare,арбзара
1209,beißen::V,mòrdere,ацҳара
1210,abreißen::V,staccarsi,амжəара
1211,abreißen::V,strapparsi,амжəара
1212,abschneiden::V,tagliare,ахҵəара
1213,abschneiden::V,tagliare,аҿахҵəара
1214,binden::V,legare,аҿаҳəара
1215,binden::V,bendare,аҿаҳəара
1216,stecken::V,ficcare,алаҵара
1217,brechen::V,rompere,аҧҵəара
1218,klopfen::V,bàttere,асра
1219,hauen::V,picchiare,ақəкшара
1220,kleben::V,incollare,аҷабра
1221,reiben::V,fregare,арҟəыҷра
1222,streichen::V,spalmare,ахьшьра
1223,schleifen::V,arrotare,ахра
1224,schneiden::V,tagliare,аҧҟара
1225,rütteln::V,scuòtere,арҵысра
1226,schütteln::V,agitare,аршəшəара
1227,schütteln::V,scuòtere,аршəшəара
1228,schwenken::V,agitare,аҟьара
1229,schwenken::V,sventolare,аҟьара
1230,schütten::V,versare,аҭаҭəара
1231,füllen::V,riempire,арҭəра
1232,einwickeln::V,involtare,алаҳəара
1233,tragen::V,portare,аҩагара
1234,schleppen::V,trainare,арҳəазара
1235,schleppen::V,trascinare,арҳəазара
1236,ziehen::V,tirare,ахара
1237,aufbewahren::V,custodire,аҵəахра
1238,aufbewahren::V,conservare,аҵəахра
1239,werfen::V,gettare,аршəра
1240,werfen::V,lanciare,аршəра
1241,fangen::V,prèndere,акра
1242,fangen::V,acchiappare,акра
1243,packen::V,pigliare,анкра
1244,packen::V,pigliare,аҵкаара
1245,packen::V,afferrare,анкра
1246,packen::V,afferrare,аҵкаара
1247,verstecken::V,nascondere,аҵəахра
1248,teilen::V,divìdere,ашара
1249,schicken::V,inviare,ашьҭра
1250,bringen::V,portare,аагара
1251,bringen::V,apportare,аагара
1252,hinzufügen::V,aggiùngere,ацҵара
1253,bekommen::V,ricevere,аҧшаара
1254,bekommen::V,ricevere,архиара
1255,bekommen::V,ricevere,аура
1256,erhalten::V,ricevere,аиура
1257,nehmen::V,prèndere,агара
1258,wählen::V,elèggere,алҧшаара
1259,wählen::V,scegliere,алҧшаара
1260,auswählen::V,scegliere,алхра
1261,bewahren::V,conservare,
1262,behindern::V,impedire,аҧырхагахара
1263,verderben::V,guastare,алгара
1264,verderben::V,guastare,абжьыхра
1265,verderben::V,guastare,аҧхасҭатəра
1266,beschädigen::V,danneggiare,аҧхасҭатəра
1267,zerbrechen::V,rompere,аҧҽра
1268,zerbrechen::V,spezzare,аҧҽра
1269,zerreißen::V,stracciare,аҧжəара
1270,zerstören::V,distrùggere,аилаҧыххаара
1271,verbrennen::V,bruciare,абылра
1272,geben::V,dare,аҭара
1273,reichen::V,pòrgere,аҭара
1274,schenken::V,regalare,аҩгара
1275,versprechen::V,promettere,ақəргəыӷра
1276,wünschen::V,augurare,
1277,loben::V,lodare,арҽхəара
1278,küssen::V,baciare,агəӡра
1279,wiegen::V,cullare,
1280,wiegen::V,dondolare,
1281,zudecken::V,coprire,аҵахҩара
1282,zudecken::V,coprire,ақəршəра
1283,wecken::V,svegliare,арҿыхара
1284,zeigen::V,indicare,арбара
1285,führen::V,guidare,аныҟəгара
1286,führen::V,condurre,аныҟəгара
1287,lehren::V,insegnare,арҵара
1288,unterrichten::V,istruire,арҧхьара
1289,unterrichten::V,insegnare,арҧхьара
1290,aufziehen::V,allevare,ааӡара
1291,leiten::V,avviare,ахагылазаара
1292,leiten::V,dirìgere,ахагылазаара
1293,antreiben::V,incitare,арццакра
1294,lassen::V,fare,арҟаҵара
1295,einladen::V,invitare,ааҕхьара
1296,einladen::V,invitare,анаҧхьара
1297,vereinigen::V,unire,аилаҵара
1298,besuchen::V,visitare,абара
1299,besuchen::V,far vìsita a,абара
1300,treffen::V,incontrare,аҧылара
1301,sich versammeln::V,rinunirsi,аизара
1302,spielen::V,giocare,ахəмарра
1303,singen::V,cantare,ашəаҳəара
1304,tanzen::V,danzare,акəашара
1305,sich trennen::V,separarsi,аилыҵра
1306,verlassen::V,lasciare,акажьра
1307,verlassen::V,abbandonare,акажьра
1308,retten::V,salvare,Аиқəрхара
1309,bewachen::V,custodire,ахьчара
1310,schützen::V,protèggere,ацəыхьчара
1311,verteidigen::V,difèndere,ахьчара
1312,sich schlagen::V,bàttersi,аисра
1313,schießen::V,sparare,ахысра
1314,siegen::V,vìncere,аиааира
1315,ärgern::V,stizzire,аргəаара
1316,schlagen::V,bàttere,асра
1317,schlagen::V,bàttere,аҭасра
1318,treten::V,calciare,
1319,stechen::V,pùngere,алакшара
1320,stoßen::V,urtare,агəҭасра
1321,stoßen::V,spìngere,агəҭасра
1322,stehlen::V,rubare,аӡара
1323,stören::V,disturbare,аҧырхагахара
1324,belästigen::V,molestare,аргəамҵра
1325,belästigen::V,importunare,аргəамҵра
1326,verbergen::V,celare,аӡара
1327,verbergen::V,nascondere,аӡара
1328,täuschen::V,ingannare,ажьара
1329,betrügen::V,frodare,ажьара
1330,betrügen::V,truffare,ажьара
1331,töten::V,uccìdere,ашьра
1332,wohnen::V,abitare,анхара
1333,arbeiten::V,lavorare,аусура
1334,sammeln::V,raccògliere,аҟəшəара
1335,sammeln::V,collezionare,аҟəшəара
1336,pflücken::V,cògliere,аҿыршəара
1337,pflücken::V,cògliere,аҿыхра
1338,jagen::V,cacciare,ашəарыцара
1339,fischen::V,pescare,аҧсыӡ икуеит
1340,fassen::V,catturare,акра
1341,fassen::V,acchiappare,акра
1342,hüten::V,pascolare,арҳəра
1343,hüten::V,pascolare,ахьчара
1344,treiben::V,spìngere,акацара
1345,anbinden::V,legare,адҳəалара
1346,anbinden::V,attaccare,адҳəалара
1347,füttern::V,dar da mangiare a,акырҿаҵара
1348,melken::V,mùngere,ахьара
1349,hacken::V,tritare,аҟəаҟəара
1350,hacken::V,spaccare,аҟəаҟəара
1351,gießen::V,annaffiare,аҵаҭəара
1352,reifen::V,maturare,ашəра
1353,reifen::V,maturare,аҟалара
1354,zubereiten::V,preparare,ацура
1355,kochen::V,cuòcere,ажəра
1356,backen::V,cuòcere,аӡра
1357,backen::V,cuòcere al forno,аӡра
1358,braten::V,frìggere,аӡра
1359,braten::V,arrostire,аӡра
1360,umrühren::V,mescolare,аилрыхра
1361,stricken::V,llavorare a maglia,аҧара
1362,nähen::V,cucire,аӡахра
1363,färben::V,tìngere,ашəра
1364,reinigen::V,pulire,арыцқьара
1365,reinigen::V,nettare,арыцқьара
1366,waschen::V,lavare,аӡәӡәара
1367,abwischen::V,asciugare,арбара
1368,spülen::V,lavare,аҭыршара
1369,spülen::V,sciacquare,аҭыршара
1370,fegen::V,spazzare,аҧссара
1371,kehren::V,spazzare,
1372,baden::V,bagnarsi,аҽыкəабара
1373,baden::V,fare il bagno,аҽыкəабара
1374,sich waschen::V,lavarsi,аҽыӡəӡəара
1375,ausziehen::V,tògliersi,ашəыхра
1376,anziehen::V,mettersi,ашəҵара
1377,anziehen::V,indossare,ашəҵара
1378,sich anziehen::V,vestirsi,аҽеилаҳəара
1379,kämmen::V,pettinare,аҳəара
1380,schmücken::V,ornare,арҧшӡара
1381,schmücken::V,decorare,арҧшӡара
1382,sagen::V,dire,аҳəара
1383,sprechen::V,parlare,ацəажəара
1384,reden::V,parlare,ацəажəара
1385,reden::V,parlare,аицәажәара
1386,sich unterhalten::V,conversare,аицәажәара
1387,fragen::V,chièdere,азҵаара
1388,fragen::V,domandare,азҵаара
1389,bitten::V,pregare,аҳəара
1390,erzählen::V,narrare,аҳəара
1391,erzählen::V,raccontare,аҳəара
1392,mitteilen::V,comunicare,азыцҳара
1393,nennen::V,nominare,ахьӡҵара
1394,rufen::V,chiamare,азҿыҭра
1395,prahlen::V,vantarsi,аҽхəара
1396,übersetzen::V,tradurre,аиҭагара
1397,denken::V,pensare,азхəыцра
1398,glauben::V,credere,ахаҵара
1399,bemerken::V,notare,агəаҭара
1400,bemerken::V,osservare,агəаҭара
1401,erkennen::V,riconoscere,адырра
1402,begreifen::V,capire,аилкаара
1403,begreifen::V,comprèndere,аилкаара
1404,verstehen::V,intèndere,аҳара
1405,verstehen::V,comprèndere,аҳара
1406,lernen::V,imparare,аҵара
1407,lernen::V,apprèndere,аҵара
1408,wissen::V,sapere,адырра
1409,sich erinnern an::V,ricordare,агəаларшəара
1410,sich erinnern an::V,ricordarsi di,агəаларшəара
1411,vergessen::V,dimenticare,ахашҭра
1412,messen::V,misurare,ашəара
1413,zählen::V,contare,аҧхьаӡара
1414,rechnen::V,contare,аҳасабра
1415,rechnen::V,calcolare,аҳасабра
1416,lesen::V,lèggere,аҧхьара
1417,malen::V,dipìngere,
1418,zeichnen::V,disegnare,
1419,schreiben::V,scrìvere,
1420,besitzen::V,possedere,амазаара
1421,kaufen::V,comprare,Аахəара
1422,kaufen::V,acquistare,Аахəара
1423,verkaufen::V,vendere,аҭира
1424,bezahlen::V,pagare,ахҭынҵара
1425,bezahlen::V,pagare,ашəара
1426,zahlen::V,pagare,ашəара
1427,beherrschen::V,dominare,
1428,ertragen::V,sopportare,ачҳара
