,Concept_ID,vep,hy
248,Schwester::N,sizar,քույր
249,Onkel::N,däd',քեռի
250,Onkel::N,däd',հորեղբայր
251,Tante::N,tädi,մորաքույր
252,Ehemann::N,mužik,մարդ
253,Ehemann::N,mužik,ամուսին
254,Ehefrau::N,ak,կին ամուսին
255,Freude::N,ilo,ուրախություն
256,Freude::N,ihastuz,ուրախություն
257,Gelächter::N,nagr,ծիծաղ
258,Glück::N,oza,երջանկություն
259,Kummer::N,gor'a,վիշտ
260,Wunsch::N,taht,ցանկություն
261,Lust::N,himo,փափագ
262,Lust::N,himo,իղձ
263,Geist::N,heng,ոգի
264,Gedanke::N,meletuz,միտք
265,Gedächtnis::N,mušt,հիշողություն
266,Verstand::N,mel',խելք
267,Sinn::N,jüvä,իմաստ
268,Grund::N,sü,պատճառ
269,Wahrheit::N,tozi,ճշմարտություն
270,Gespräch::N,lodu,զրույց
271,Gespräch::N,pagin,զրույց
272,Märchen::N,sarn,պայիկի պատմություն
273,Erzählung::N,sanutez,պատմվածք
274,Erzählung::N,sanutez,պատմություն
275,Nachricht::N,tedotuz,հաղորդագրություն
276,Neuigkeit::N,uzištuz,լուր
277,Neuigkeit::N,uzištuz,նորություն
278,Name::N,nimi,անուն
279,Rätsel::N,ozoitez,բարդ խնդիր
280,Rede::N,pagin,ճառ
281,Rede::N,pagin,ելույթ
282,Rede::N,sanad,ճառ
283,Rede::N,sanad,ելույթ
284,Sprache::N,kel',լեզու
285,Stimme::N,än',ձայն
286,Wort::N,sana,բառ
287,Zeichen::N,znam,նշան
288,Ruf::N,kida,կոչ
289,Ruf::N,kida,կանչ
290,Ruf::N,kucund,կոչ
291,Ruf::N,kucund,կանչ
292,Lärm::N,judu,աղմուկ
293,Laut::N,kulund,հնչյուն
294,Laut::N,kulund,ձայն
295,Ton::N,kulund,տոն
296,Lied::N,pajo,երգ
297,Ruhe::N,lebu,անդորրություն
298,Leute::N,rahvaz,մարդիկ
299,Volk::N,rahvaz,ազգ
300,Arbeit::N,tö,գործ
301,Arbeit::N,tö,աշխատանք
302,Arbeit::N,rad,գործ
303,Arbeit::N,rad,աշխատանք
304,Gast::N,adiv,հյուր
305,Geschenk::N,lahj,նվեր
306,Spiel::N,vänd,խաղ
307,Gesellschaft::N,sebr,ընկերություն
308,Hilfe::N,abu,օգնությթուն
309,Freund::N,sebranik,ընկեր
310,Freund::N,sebranik,բարեկամ
311,Kamerad::N,sebranik,ուղեկից
312,Angelegenheit::N,azj,բան
313,Angelegenheit::N,azj,գործ
314,Anzahl::N,lugu,քանակ
315,Anzahl::N,lugu,գումար
316,Art::N,rod,տեսակ
317,Art::N,rodsugu,տեսակ
318,Stück::N,pala,կտոր
319,Stück::N,supal,կտոր
320,Teil::N,pala,մաս
321,Hälfte::N,pol',կես
322,Kreis::N,ümbruz,շիջանակ
323,Kreis::N,kehkruz,շիջանակ
324,Kreuz::N,rist,խաչ
325,Linie::N,pird,գիծ
326,Strich::N,pird,գիծ
327,Abstand::N,keskust,անջրպետ
328,Entfernung::N,matk,հեռավորություն
329,Gegend::N,taho,շրջան
330,Platz::N,avaruz',տարածություն
331,Ort::N,koht,տեղ
332,Ort::N,koht,վայր
333,Seite::N,pol',կողմ
334,Seite::N,kül'g,կողմ
335,Mitte::N,kesk,մեջտեղ
336,Gegenstand::N,kalu,առարկա
337,Sache::N,azj,բան
338,Rand::N,röun,վերջք
339,Kante::N,röun,եզր
340,Ecke::N,saum,անկյուն
341,Spitze::N,agjaine,ծայր
342,Ende::N,agj,ծայր
343,Loch::N,reig,անցք
344,Winkel::N,čoga,անկյուն
345,Winkel::N,saum,անկյուն
346,Muster::N,kirjam,օրինակ
347,Größe::N,suruz',մեծություն
348,Länge::N,piduz,երկարություն
349,Höhe::N,korktuz',բարձրություն
350,Gewicht::N,jügu,կշիռ
351,Gewicht::N,vedäduz,կշիռ
352,Menge::N,äjüz',քանակ
353,Haufen::N,kogo,դեզ
354,Haufen::N,kogo,կույտ
355,Reihe::N,rivi,շարք
356,Reihe::N,rivi,կարգ
357,Boot::N,veneh,նավակ
358,Ruder::N,air,թի
359,Ruder::N,air,թիակ
360,Schlitten::N,regi,բալխիր
361,Schlitten::N,regut,բալխիր
362,Ski::N,suks',դահուկ
363,Lagerfeuer::N,nodj,բացօդեայ կրակ
364,Lagerfeuer::N,pažag,բացօդեայ կրակ
365,Last::N,jüguz,բեռ
366,Gang::N,astund,զբոսանք
367,Schritt::N,hašk,քայլ
368,Norden::N,pohjoine,հյուսիս
369,Süden::N,suvi,հարավ
370,Westen::N,päivlaskm,արեւմուտք
371,Osten::N,päivnouzm,արեւելք
372,Holz::N,pu,փայտ
373,Brett::N,laud,տախտակ
374,Platte::N,keitim,թիթեղ
375,Stütze::N,tugi,նեցուկ
376,Stange::N,arz',ձող
377,Stock::N,kalu,փայտ
378,Stab::N,seibaz,ցուպ
379,Stab::N,seibaz,գավազան
380,Rohr::N,torv,խողովակ
381,Haus::N,pert',տուն
382,Heim::N,kodi,տուն
383,Ofen::N,päč,վառարան
384,Fußboden::N,lava,հատակ
385,Tisch::N,laud,սեղան
386,Tisch::N,stal'c,սեղան
387,Stuhl::N,ištim,աթոռ
388,Wiege::N,kätte,օրորոց
389,Bett::N,sija,անկողին
390,Bett::N,magaduzsija,անկողին
391,Regal::N,palič,դարակ
392,Kiste::N,mülütim,տուփ
393,Fenster::N,ikun,պատուհան
394,Tür::N,uks',դուռ
395,Tor::N,verai,դարպաս
396,Zaun::N,aid,ցանկապատ
397,Dach::N,katuz,տանիք
398,Dach::N,katuz,կտուր
399,Leiter::N,pordhad,սանդուղք
400,Besen::N,lud,ավել
401,Besen::N,vast,ավել
402,Spaten::N,labid,բահ
403,Schaufel::N,labid,թի
404,Gabel::N,hangoine,պատառաքաղ
405,Löffel::N,luzik,գդալ
406,Messer::N,veič,դանակ
407,Nagel::N,nagl,մեխ
408,Netz::N,verk,ցանց
409,Haken::N,kouk,կարթ
410,Griff::N,kägä,կոթ
411,Griff::N,kägä,բռնակ
412,Griff::N,varz',կոթ
413,Griff::N,varz',բռնակ
414,Schloss::N,lukkol,կողպեք
415,Bild::N,kuva,նկար
416,Bild::N,kuva,պատկեր
417,Figur::N,figur,քանդակ
418,Figur::N,figur,պատկեր
419,Puppe::N,tätüine,տիկնիկ
420,Beutel::N,havad,տոպրակ
421,Bündel::N,toppaz,կապոց
422,Bündel::N,käč,կապոց
423,Tasche::N,sumk,պայուսակ
424,Eimer::N,vädr,դույլ
425,Deckel::N,katuz,կափարիչ
426,Geschirr::N,astii,ամանեղեն
427,Sack::N,havad,պարկ
428,Sack::N,havad,տոպրակ
429,Tasse::N,čašk,թաս
430,Tasse::N,čašk,գավաթ
431,Topf::N,pada,անոթ
432,Kessel::N,katil,կաթսա
433,Essen::N,sönd,կերակուր
434,Nahrung::N,söm,ուտելիք
435,Speise::N,sömine,խորտիկ
436,Speise::N,sömine,կերակուր
437,Fleisch::N,liha,միս
438,Getreide::N,vill',հացահատիկ
439,Brei::N,pudr,լանդակ
440,Brot::N,leib,հաց
441,Scheibe::N,bibaleh,կտոր
442,Scheibe::N,bibaleh,պատառ
443,Scheibe::N,šlik,կտոր
444,Scheibe::N,šlik,պատառ
445,Fett::N,razv,ճարպ
446,Butter::N,voi,կարագ
447,Öl::N,voi,ձեթ
448,Salz::N,sol,աղ
449,Suppe::N,lem',սուպ
450,Suppe::N,lem',ապուր
451,Suppe::N,keitoz,սուպ
452,Suppe::N,keitoz,ապուր
453,Honig::N,mezi,մեղր
454,Milch::N,maid,կաթ
455,Tee::N,čai,թեյ
456,Leder::N,nahk,կաշի
457,Wolle::N,vill,բուրդ
458,Stoff::N,kangaz,գործվածք
459,Nadel::N,negl,ասեղ
460,Faden::N,nit',թել
461,Knopf::N,nübl',կոճակ
462,Knoten::N,sol'm,հանգույց
463,Farbe::N,muju,ներկ
464,Kleidung::N,sobad,հագուստ
465,Hemd::N,paid,վերնաշապիկ
466,Kragen::N,kagluz,օձիք
467,Ärmel::N,hijam,թեւք
468,Hose::N,štanad,շալվար
469,Gürtel::N,vö,գոտի
470,Mütze::N,šapuk,կեպի
471,Schuh::N,keng',կոշիկ
472,Stiefel::N,sapug,երկարաճիթ կոշիկ
473,Ring::N,rengaz,զնգալ
474,Band::N,lentaine,ժապավեն
475,Kamm::N,suga,սանր
476,Spiegel::N,zerkol,հայելի
477,Riemen::N,vö,փոկ
478,Schnur::N,nor,լար
479,Leine::N,talutimnor,փոկ
480,Decke::N,sijakatuz,վերմակ
481,Kissen::N,pöluz,բարձ
482,Tuch::N,paik,թաշկինակ
483,Handtuch::N,käzipaik,սրբիչ
484,Kraft::N,vägi,ուժ
485,Stärke::N,vahvuz',պնդություն
486,Stärke::N,vahvuz',ամրություն
487,Gesundheit::N,tervhuz,առողջություն
488,Krankheit::N,läžund,ախտ
489,Krankheit::N,läžund,հիվանդություն
490,Schmerz::N,kibu,ցավ
491,Schmerz::N,kibu,տանջանք
492,Wunde::N,čapatez,վերք
493,Fieber::N,säru,տենդ
494,Arznei::N,zel'l',դեղ
495,Brücke::N,sild,կամուրջ
496,Brunnen::N,kaiv,հոր
497,Brunnen::N,kaiv,ջրհոր
498,Weide::N,omaluine,արոտավայր
499,Pfad::N,tehut,արահետ
500,Weg::N,te,ուղի
501,Straße::N,te,ճանապարհ
502,Dorf::N,külä,գյուղ
503,Stadt::N,lidn,քաղաք
504,Brief::N,kirjeine,նամակ
505,Buch::N,kirj,գիրք
506,Buchstabe::N,kirjam,տառ
507,Buchstabe::N,kirjam,գիր
508,Zeitung::N,lehtez,լրագիր
509,Leben::N,elo,կյանք
510,Tod::N,surm,մահ
511,Grab::N,kaum,գերեզման
512,Kirche::N,jumalanpert',եկեղեցի
513,Sünde::N,grähk,մեղք
514,Gott::N,jumal,աստված
515,Arbeiter::N,radnik,բանվոր
516,Arbeiter::N,radnik,աշխատող
517,Chef::N,pämez',տեր
518,Meister::N,mastar,վարպետ
519,Arzt::N,lekar',բժիշկ
520,Lehrer::N,opendai,ուսուցիչ
521,Geld::N,rahad,փող
522,Geschäft::N,biznes,գործ
523,Geschäft::N,biznes,աշխատանք
524,Laden::N,lauk,կրպակ
525,Laden::N,lauk,խանութ
526,Preis::N,arv,գին
527,Ware::N,tavar,ապրանք
528,Nutzen::N,liža,օգուտ
529,Reichtum::N,kodielo,հարստություն
530,Reichtum::N,kal'huz',հարստություն
531,Welt::N,mail'm,աշխարհ
532,Land::N,ma,երկիր
533,Staat::N,valdkund,պետություն
534,König::N,kunigaz,արքա
535,König::N,kunigaz,թագավոր
536,Macht::N,vald,իշխանություն
537,Grenze::N,röun,սահման
538,Krieg::N,soda,պատերազմ
539,Feind::N,vihanik,թշնամի
540,Feind::N,vastustai,թշնամի
541,Gewalt::N,vägivald,բռնություն
542,Gewalt::N,vägivald,սաստկություն
543,Kampf::N,tora,մարտ
544,Bogen[Waffe]::N,taug,աղեղ
545,Pfeil::N,nol,նետ
546,Gewehr::N,oružj,հրացան
547,Fehler::N,viga,սխալ
548,Lüge::N,kelastuz,սուտ
549,Schaden::N,pahuz',վնաս
550,Unglück::N,bed,դժբախտություն
551,Unglück::N,gor'a,դժբախտություն
552,Schuld::N,värhuz',պակասություն
553,Alter::N,igä,հասակ
554,Schluss::N,lop,վերջ
555,Schluss::N,lop,վախճան
556,Zeit::N,aig,ժամանակ
557,Tag::N,päiv,օր
558,Morgen::N,homendez,առավոտ
559,Mittag::N,keskpäiv,կեսօր
560,Abend::N,eht,երեկո
561,Nacht::N,ö,գիշեր
562,Woche::N,nedal',շաբաթ
563,Monat::N,ku,ամիս
564,Jahr::N,voz',տարի
565,Frühling::N,keväz',գարուն
566,Sommer::N,keza,ամառ
567,Herbst::N,sügüz',աշուն
568,Winter::N,tal'v,ձմեռ
569,Januar::N,viluku,հունվար
570,Februar::N,uhoku,փետրվար
571,März::N,keväz'ku,մարտ
572,April::N,sulaku,ապրիլ
573,Mai::N,semendku,մայիս
574,Juni::N,kezaku,հունիս
575,Juli::N,heinku,հուլիս
576,August::N,eloku,օգոստոս
577,September::N,sügüz'ku,սեպտեմբեր
578,Oktober::N,reduku,հոկտեմբեր
579,November::N,kül'mku,նոյեմբեր
580,Dezember::N,tal'vku,դեկտեմբեր
581,Montag::N,ezmärg,երկուշաբթի
582,Dienstag::N,tožnarg,երեքշաբթի
583,Mittwoch::N,koumanz'päiv,չորեքշաբթի
584,Donnerstag::N,nellänz'päiv,հինգշաբթի
585,Freitag::N,pätnič,ուրբաթ
586,Freitag::N,videnz'päiv,ուրբաթ
587,Samstag::N,sobat,շաբաթ
588,Sonntag::N,pühäpäiv,կիրակի
589,groß::A,sur',մեծ
590,groß::A,sur',խոշոր
591,groß::A,järed,մեծ
592,groß::A,järed,խոշոր
593,klein::A,pen',պստիկ
594,klein::A,pen',փոքրիկ
595,klein::A,pičuine,պստիկ
596,klein::A,pičuine,փոքրիկ
597,lang::A,pit'k,երկար
598,kurz::A,lühüd,կարճ
599,breit::A,leved,լայն
600,schmal::A,kaid,նեղ
601,dicht::A,tihed,խիտ
602,dick[Gegenstand]::A,paks,հաստ
603,dünn::A,hoik,բարակ
604,fein::A,hen,նուրբ
605,fest::A,luja,ամուր
606,fest::A,luja,պինդ
607,fest::A,ninev,ամուր
608,fest::A,ninev,պինդ
609,flach::A,lapak,տափակ
610,glatt::A,siled,հարթ
611,hart::A,kova,կարծր
612,weich::A,pehmed,մեղմ
613,weich::A,pehmed,փափուկ
614,rund::A,kehker,կլոր
615,spitz::A,nügu,սրածայր
616,spitz::A,terav,սրածայր
617,scharf::A,terav,սուր
618,stumpf::A,tül'c,գուլ
619,schwer::A,jüged,ծանր
620,schön::A,čoma,սիրուն
621,schön::A,čoma,գեղեցիկ
622,heiß::A,räk,թեժ
623,warm::A,läm',տաք
624,warm::A,läm',ջերմ
625,kalt::A,vilu,ցուրտ
626,kühl::A,raibak,զով
627,kühl::A,viluhk,զով
628,frisch::A,lahed,թարմ
629,feucht::A,neps,ղոնավ
630,feucht::A,toreh,ղոնավ
631,nass::A,märg,թաց
632,trocken::A,kuiv,ցամաք
633,voll::A,täuz',լի
634,voll::A,täuz',լիքը
635,leer::A,joudai,դատարկ
636,offen::A,avoin,բաց
637,offen::A,avol'jaine,բաց
638,geschlossen::A,saubaline,գոց
639,sauber::A,puhtaz,մաքուր
640,schmutzig::A,redukaz,կեղտոտ
641,roh::A,rohk,հում
642,roh::A,toreh,հում
643,reif::A,küps,հասած
644,reif::A,küps,հասուն
645,lecker::A,magukaz,համեղ
646,süß::A,maged,անուշ
647,bitter::A,karged,կծու
648,sauer::A,muiged,թթու
649,sauer::A,muiged,թթված
650,hell::A,kirkas,պայծառ
651,hell::A,kirkas,խելամիտ
652,hell::A,valgei,պայծառ
653,hell::A,valgei,խելամիտ
654,dunkel::A,pimed,մութ
655,schwarz::A,must,սեւ
656,weiß::A,vauged,սպիտակ
657,rot::A,rusked,կարմիր
658,gelb::A,pakuine,դեղին
659,blau::A,sinine,կապույտ
660,grün::A,vihand,կանաչ
661,grau::A,hahk,գորշ
662,bunt::A,kirjav,գոյնզգոյն
663,billig::A,odav,էժան
664,teuer::A,kalliž,թանկ
665,wertvoll::A,arvokas,թանկարժեք
666,blind::A,soged,կույր
667,taub::A,kurdiž,խուլ
668,kräftig::A,vägev,հզոր
669,stark::A,vahv,ուժեղ
670,stark::A,vägekaz,ուժեղ
671,schwach::A,väll',տկար
672,schwach::A,väll',թույլ
673,fett::A,razvakaz,գեր
674,schlank::A,kapos,նիհար
675,hübsch::A,čoma,գրավիչ
676,hübsch::A,čoma,սիրունիկ
677,böse::A,äred,չար
678,böse::A,käred,չար
679,dumm::A,el'getoi,հիմար
680,faul::A,lašk,ծույլ
681,fleißig::A,radonnavedii,ջանասեր
682,fleißig::A,radonnavedii,փութաջան
683,geizig::A,ažlak,ագահ
684,geizig::A,ažlak,կծծի
685,klug::A,melev,խելոք
686,klug::A,melev,ընդունակ
687,klug::A,melekaz,խելոք
688,klug::A,melekaz,ընդունակ
689,geschickt::A,mahtokaz,ճարտար
690,lieb::A,izo,սիրելի
691,lieb::A,sula,սիրելի
692,lustig::A,ilokaz,զվարթ
693,sanft::A,laskav,հեզ
694,hungrig::A,näl'ghine,քաղցած
695,krank::A,läžui,հիվանդ
696,nackt::A,alastoi,մերկ
697,traurig::A,opalahine,տխուր
698,lebendig::A,eläb,կենդանի
699,gut::A,hüvä,լավ
700,schlecht::A,huba,վատ
701,richtig::A,oiged,ձիշտ
702,schlimm::A,paha,լղրճուկ
703,wahr::A,todesine,ճիշտ
704,wahr::A,todesine,իրական
705,alt::A,vanh,հին
706,neu::A,uz',նոր
707,ehemalig::A,edeline,նախկին
708,alt[Lebewesen]::A,ravaz,ծեր
709,alt[Lebewesen]::A,ravaz,պառավ
710,jung::A,nor',մատաղ
711,arm::A,gol'l',աղքատ
712,reich::A,elokaz,հարուստ
713,bekannt::A,tutab,ծանոթ
714,berühmt::A,tetab,հայտնի
715,berühmt::A,tetab,հռչակավոր
716,fremd::A,veraz,օտար
717,verschieden::A,erazvuitte,տարբեր
718,nah::A,läheline,մոտ
719,nah::A,läheline,մերձ
720,fern::A,edahaine,հեռավոր
721,linker::A,hura,ձախ
722,rechter::A,oiged,աջ
723,anderer::A,toine,այլ
724,anderer::A,toine,ուրիշ
725,erster::A,ezmäine,առաջին
726,zweiter::A,toine,երկրորդ
727,dritter::A,koumanz',երրորդ
728,letzter::A,jäl'gmäine,վերջին
729,allein::ADV,üksnäze,միայնակ
730,auf einmal::ADV,ühten aigan,միասնաբար
731,zusammen::ADV,ühtes,միասին
732,zusammen::ADV,ühtes,իրար հետ
733,lange::ADV,hätken,երկար ժամանակ
734,plötzlich::ADV,äkkid,հանկարծ
735,sofort::ADV,kerdalaz,իսկույն
736,später::ADV,möhemba,ավելի ուշ
737,später::ADV,möhemba,հետո
738,jetzt::ADV,nügüd',այժմ
739,heute::ADV,tämbei,այսօր
740,morgen::ADV,homen,վաղը
741,bald::ADV,pigai,շուտով
742,dann::ADV,sid',ապա
743,dann::ADV,sid',հետո
744,gestern::ADV,eglai,երեկ
745,einst::ADV,ende,հին ատեն
746,einst::ADV,kerdan,հին ատեն
747,damals::ADV,siloi,ատէնին
748,danach::ADV,sid',ապա
749,danach::ADV,sid',այն ժամանակ
750,vorher::ADV,ende,առաջ
751,zuerst::ADV,ezmäi,նախ
752,einmal::ADV,kerdan,մի անգամ
753,manchmal::ADV,erašti,երբեմն
754,oft::ADV,paksus,հաճախ
755,immer::ADV,kaiken,միշտ
756,niemals::ADV,ei nikonz,երբեք
757,hier::ADV,täs,այստեղ
758,hier::ADV,tägä,այստեղ
759,hierhin::ADV,tänna,այստեղ
760,von hier::ADV,täspäi,այդտեղից
