,Concept_ID,cy,sl
89,Raureif::N,barrug,ívje
90,Raureif::N,barrug,slána
91,Regenbogen::N,enfys,mávrica
92,Donner::N,tyrfau,gròm
93,Strömung::N,cerrynt,strúja
94,Tropfen::N,dafn,káplja
95,Tropfen::N,diferyn,káplja
96,Schaum::N,ewyn,péna
97,Schmutz::N,baw,nesnága
98,Schmutz::N,budreddi,nesnága
99,See::N,llyn,jézero
100,Sumpf::N,cors,močvírje
101,Moor::N,rhos,bárje
102,Wiese::N,dôl,trávnik
103,Wald::N,coedwig,lés
104,Wald::N,coedwig,gòzd
105,Hügel::N,bryn,brég
106,Hügel::N,bryn,goríca
107,Anhöhe::N,bryn,gríč
108,Anhöhe::N,bryn,višína
109,Berg::N,mynydd,gôra
110,Berg::N,mynydd,planína
111,Gipfel::N,copa,vŕh
112,Höhle::N,ogof,jáma
113,Höhle::N,ogof,votlína
114,Abhang::N,llethr,pobóčje
115,Quelle::N,tarddiad,izvír
116,Quelle::N,ffynhonnell,izvír
117,Bach::N,nant,pôtok
118,Bach::N,afonig,pôtok
119,Bach::N,cornant,pôtok
120,Fluss::N,afon,réka
121,Ufer::N,glan,brég
122,Küste::N,traeth,obála
123,Küste::N,traeth,obréžje
124,Küste::N,arfordir,obála
125,Küste::N,arfordir,obréžje
126,Festland::N,tir,celína
127,Festland::N,tir,kopnína
128,Meer::N,môr,mórje
129,Bucht::N,bae,zalív
130,Insel::N,ynys,ôtok
131,Blume::N,blodyn,cvetlíca
132,Gras::N,glaswellt,tráva
133,Wurzel::N,gwreiddyn,korenína
134,Baum::N,coeden,drevó
135,Stamm::N,colfen,dêblo
136,Stamm::N,boncyff,dêblo
137,Rinde::N,rhisgl,lúbje
138,Rinde::N,rhisgl,skórja
139,Ast::N,cangen,véja
140,Zweig::N,cainc,véja
141,Zweig::N,cangen,véja
142,Blatt::N,deilen,líst
143,Birke::N,bedwen,bréza
144,Kiefer[Baum]::N,pinwydden,bòr
145,Weide[Baum]::N,helygen,vŕba
146,Tanne::N,ffynidwydden,hója
147,Horn::N,corn,róg
148,Feder::N,plufyn,peró
149,Fell::N,ffwr,kŕzno
150,Flügel::N,adain,krílo
151,Klaue::N,crafanc,párkelj
152,Kralle::N,ewin,krémpelj
153,Schwanz::N,cwt,rèp
154,Schwanz::N,cynffon,rèp
155,Ei::N,wy,jájce
156,Nest::N,nyth,gnézdo
157,Bau::N,ffau,brlòg
158,Tier::N,anifail,živál
159,Herde::N,praidd,čréda
160,Herde::N,diadell,čréda
161,Kuh::N,buwch,kráva
162,Bulle::N,tarw,bìk
163,Pferd::N,ceffyl,kònj
164,Schaf::N,dafad,ôvca
165,Schwein::N,mochyn,svínja
166,Hund::N,ci,pès
167,Katze::N,cath,máčka
168,Bär::N,arth,mêdved
169,Eichhörnchen::N,gwiwer,véverica
170,Elch::N,elc,lós
171,Fuchs::N,cadno,lisíca
172,Hase::N,ysgyfarnog,zájec
173,Maus::N,llygoden,mìš
174,Wolf::N,blaidd,vólk
175,Vogel::N,aderyn,ptìč
176,Vogel::N,aderyn,ptíca
177,Schwarm::N,haid,játa
178,Huhn::N,cyw,kokóš
179,Hahn::N,ceiliog,petêlin
180,Gans::N,gŵydd,gós
181,Adler::N,eryr,ôrel
182,Ente::N,hwyad,ráca
183,Eule::N,tylluan,sôva
184,Kranich::N,garan,žerjàv
185,Kranich::N,crychydd,žerjàv
186,Krähe::N,brân,vrána
187,Kuckuck::N,cog,kúkavica
188,Kuckuck::N,cwcw,kúkavica
189,Schwan::N,alarch,labód
190,Fisch::N,pysgod,ríba
191,Barsch::N,draenog,ostríž
192,Hecht::N,penhwyad,ščúka
193,Schlange[Tier]::N,neidr,káča
194,Wurm::N,abwydyn,čr̀v
195,Wurm::N,abwydyn,glísta
196,Wurm::N,pryf genwair,čr̀v
197,Wurm::N,pryf genwair,glísta
198,Spinne::N,cor,pájek
199,Spinne::N,pryf copyn,pájek
200,Ameise::N,morgrugyn,mrávlja
201,Laus::N,lleuen,úš
202,Mücke::N,gwybedyn,komár
203,Fliege::N,cleren,múha
204,Schmetterling::N,glöyn byw,metúlj
205,Schmetterling::N,iâr fach yr haf,metúlj
206,Beere::N,aeronen,jágoda
207,Apfel::N,afal,jábolko
208,Pilz::N,madarch,góba
209,Zwiebel::N,nionyn,čebúla
210,Zwiebel::N,winwnsyn,čebúla
211,Saat::N,had,séme
212,Korn::N,grawn,zŕno
213,Heu::N,gwair,senó
214,Schale::N,croen,lupína
215,Schale::N,plisgyn,lupína
216,Grube::N,pwll,jáma
217,Grube::N,pydew,jáma
218,Falle::N,magl,pást
219,Schlinge::N,cwlwm rhedeg,zánka
220,Schlinge::N,cwlwm rhedeg,pêtlja
221,Spur::N,ôl,sléd
222,Asche::N,lludw,pepél
223,Dreck::N,baw,bláto
224,Dreck::N,budreddi,bláto
225,Eisen::N,haearn,želézo
226,Gold::N,aur,zlató
227,Silber::N,arian,srebró
228,Kohle::N,glo,ógel
229,Glas::N,gwydr,stêklo
230,Lehm::N,clai,ílo
231,Sand::N,tywod,pések
232,Mensch::N,dyn,člôvek
233,Mann::N,dyn,móž
234,Mann::N,dyn,môški
235,Frau::N,merch,gospá
236,Frau::N,merch,žénska
237,Frau::N,gwraig,gospá
238,Frau::N,gwraig,žénska
239,Kind::N,plentyn,déte
240,Kind::N,plentyn,otròk
241,Junge::N,hogyn,fànt
242,Junge::N,hogyn,déček
243,Junge::N,bachgen,fànt
244,Junge::N,bachgen,déček
245,Mädchen::N,merch,deklè
246,Mädchen::N,merch,déklica
247,Mädchen::N,geneth,deklè
248,Mädchen::N,geneth,déklica
249,Familie::N,teulu,družína
250,Familie::N,tylwyth,družína
251,Großvater::N,taid,dèd
252,Großvater::N,taid,dédek
253,Großvater::N,tad-cu,dèd
254,Großvater::N,tad-cu,dédek
255,Großmutter::N,nain,bábica
256,Großmutter::N,mam-gu,bábica
257,Eltern::N,rhieni,stárši
258,Vater::N,tad,ôče
259,Mutter::N,mam,máma
260,Sohn::N,mab,sín
261,Tochter::N,merch,hčí
262,Tochter::N,merch,hčérka
263,Bruder::N,brawd,bràt
264,Schwester::N,chwaer,sêstra
265,Onkel::N,ewythr,újec
266,Onkel::N,ewythr,stríc
267,Tante::N,modryb,têta
268,Tante::N,modryb,strína
269,Ehemann::N,gŵr,móž
270,Ehemann::N,gŵr,sopróg
271,Ehefrau::N,gwraig,žêna
272,Ehefrau::N,gwraig,sopróga
273,Freude::N,gorfoledd,rádost
274,Freude::N,gorfoledd,vesêlje
275,Gelächter::N,chwerthin,sméh
276,Gelächter::N,chwerthin,grohòt
277,Glück::N,hapusrwydd,sréča
278,Kummer::N,galar,gorjé
279,Wunsch::N,dymuniad,žêlja
280,Lust::N,chwant,poželênje
281,Geist::N,ysbryd,dúša
282,Gedanke::N,meddwl,mísel
283,Gedächtnis::N,cof,pámet
284,Verstand::N,meddwl,
285,Sinn::N,ystyr,pomèn
286,Sinn::N,ystyr,smísel
287,Grund::N,achos,vzròk
288,Grund::N,rheswm,vzròk
289,Wahrheit::N,gwir,resníca
290,Wahrheit::N,gwirionedd,resníca
291,Gespräch::N,sgwrs,pogóvor
292,Märchen::N,chwedl werin,právljica
293,Erzählung::N,stori,povést
294,Nachricht::N,neges,sporočílo
295,Neuigkeit::N,newydd,novóst
296,Name::N,enw,imé
297,Rätsel::N,pos,ugánka
298,Rede::N,araith,góvor
299,Sprache::N,iaith,jêzik
300,Stimme::N,llais,glás
301,Wort::N,gair,beséda
302,Zeichen::N,arwydd,znák
303,Ruf::N,galwad,klíc
304,Lärm::N,trwst,hrúp
305,Lärm::N,trwst,trúšč
306,Laut::N,sain,glás
307,Ton::N,tôn,tón
308,Lied::N,cân,pésem
309,Ruhe::N,tawelwch,pokòj
310,Leute::N,pobl,ljudjé
311,Volk::N,pobl,národ
312,Arbeit::N,gwaith,délo
313,Gast::N,gwestai,gòst
314,Geschenk::N,rhodd,darílo
315,Geschenk::N,anrheg,darílo
316,Spiel::N,chwarae,ígra
317,Gesellschaft::N,cwmni,drúžba
318,Hilfe::N,cymorth,pomóč
319,Freund::N,cyfaill,prijátelj
320,Kamerad::N,cydymaith,továriš
321,Angelegenheit::N,pwnc,zadéva
322,Anzahl::N,cyfrif,števílo
323,Art::N,bath,vŕsta
324,Stück::N,darn,kós
325,Teil::N,rhan,dél
326,Hälfte::N,hanner,polovíca
327,Kreis::N,cylch,króg
328,Kreis::N,cylch,kolobár
329,Kreuz::N,croes,kríž
330,Linie::N,llinell,próga
331,Strich::N,strôc,čŕta
332,Strich::N,trawiad,čŕta
333,Abstand::N,bwlch,preslédek
334,Abstand::N,pellter,preslédek
335,Entfernung::N,pellter,oddáljenost
336,Gegend::N,cylch,kràj
337,Gegend::N,cylch,dežêla
338,Platz::N,lle,prôstor
339,Ort::N,lle,mésto
340,Seite::N,ochr,bòk
341,Seite::N,ochr,strán
342,Mitte::N,canol,sredína
343,Gegenstand::N,eitem,prédmet
344,Sache::N,peth,réč
345,Sache::N,peth,stvár
346,Rand::N,cwr,kràj
347,Rand::N,ymyl,kràj
348,Kante::N,min,rób
349,Kante::N,ymyl,rób
350,Ecke::N,cornel,vogál
351,Spitze::N,blaen,óst
352,Ende::N,pen,kônec
353,Loch::N,twll,lúknja
354,Winkel::N,congl,kót
355,Muster::N,patrwm,vzórec
356,Größe::N,maint,veličína
357,Größe::N,maintioli,veličína
358,Länge::N,hyd,dolžína
359,Höhe::N,uchder,vršína
360,Gewicht::N,pwysau,téža
361,Menge::N,swm,količína
362,Menge::N,maint,količína
363,Haufen::N,pentwr,kùp
364,Haufen::N,pentwr,kopíca
365,Reihe::N,rhes,níz
366,Reihe::N,rhes,vŕsta
367,Boot::N,cwch,čóln
368,Ruder::N,rhwyf,vêslo
369,Schlitten::N,sled,saní
370,Schlitten::N,car llusg,saní
371,Ski::N,sgi,smučí
372,Lagerfeuer::N,coelcerth,táborni ôgenj
373,Last::N,llwyth,tôvor
374,Gang::N,tro,hòd
375,Schritt::N,cam,korák
376,Norden::N,gogledd,séver
377,Süden::N,de,júg
378,Westen::N,gorllewin,zapàd
379,Osten::N,dwyrain,vzhòd
380,Holz::N,pren,lés
381,Brett::N,bwrdd,deskà
382,Brett::N,astell,deskà
383,Platte::N,llech,plôča
384,Stütze::N,ateg,opóra
385,Stütze::N,ateg,zaslómba
386,Stütze::N,cynhalydd,opóra
387,Stütze::N,cynhalydd,zaslómba
388,Stange::N,polyn,gréd
389,Stock::N,ffon,pálica
390,Stock::N,brigyn,pálica
391,Stab::N,ffon,pálica
392,Rohr::N,pibell,cév
393,Haus::N,tŷ,híša
394,Heim::N,cartref,dóm
395,Ofen::N,stof,péč
396,Fußboden::N,llawr,pòd
397,Tisch::N,bwrdd,míza
398,Stuhl::N,cadair,stòl
399,Wiege::N,crud,zíbel
400,Bett::N,gwely,póstelja
401,Regal::N,silff,políca
402,Kiste::N,bocs,zabòj
403,Kiste::N,blwch,zabòj
404,Fenster::N,ffenestr,ôkno
405,Tür::N,drws,vráta
406,Tor::N,porth,velíka vráta
407,Zaun::N,ffens,ográja
408,Dach::N,to,stréha
409,Leiter::N,ysgol,léstev
410,Besen::N,ysgub,mêtla
411,Spaten::N,rhaw,lopáta
412,Schaufel::N,rhaw,lopáta
413,Gabel::N,fforc,vílice
414,Löffel::N,llwy,žlíca
415,Messer::N,cyllell,nòž
416,Nagel::N,hoel,žebèlj
417,Netz::N,gwe,mréža
418,Netz::N,rhwyd,mréža
419,Haken::N,bach,kljúka
420,Griff::N,carn,ročáj
421,Griff::N,carn,oprijèm
422,Schloss::N,clo,ključávnica
423,Bild::N,llun,slíka
424,Bild::N,pictiwr,slíka
425,Figur::N,ffigur,figúra
426,Figur::N,ffigur,postáva
427,Puppe::N,dol,lútka
428,Beutel::N,cwd,môšnja
429,Bündel::N,bwndel,cúla
430,Bündel::N,bwndel,svéženj
431,Bündel::N,coflaid,cúla
432,Bündel::N,coflaid,svéženj
433,Tasche::N,cod,tórba
434,Tasche::N,cod,tobôlec
435,Eimer::N,bwced,vêdro
436,Eimer::N,cunnog,vêdro
437,Deckel::N,caead,pokròv
438,Deckel::N,caead,poklópec
439,Geschirr::N,llestri,posóda
440,Sack::N,sach,vréča
441,Tasse::N,cwpan,skodélica
442,Topf::N,pot,lônec
443,Topf::N,crochan,lônec
444,Kessel::N,tegell,kôtel
445,Essen::N,pryd o fwyd,hrána
446,Nahrung::N,bwyd,živílo
447,Speise::N,saig,jéd
448,Fleisch::N,cig,mesó
449,Getreide::N,ŷd,žíto
450,Getreide::N,llafur,žíto
451,Brei::N,uwd,káša
452,Brot::N,bara,krùh
453,Scheibe::N,tafell,réženj
454,Fett::N,saim,mást
455,Fett::N,saim,maščôba
456,Fett::N,braster,mást
457,Fett::N,braster,maščôba
458,Butter::N,ymenyn,máslo
459,Öl::N,olew,ólje
460,Salz::N,halen,sól
461,Suppe::N,cawl,júha
462,Honig::N,mêl,méd
463,Milch::N,llaeth,mléko
464,Milch::N,llefrith,mléko
465,Tee::N,te,čáj
466,Leder::N,lledr,úsnje
467,Wolle::N,gwlân,vólna
468,Stoff::N,lliain,blagó
469,Stoff::N,brethyn,blagó
470,Nadel::N,nodwydd,ígla
471,Faden::N,edau,nít
472,Faden::N,edefyn,nít
473,Knopf::N,botwm,gúmb
474,Knoten::N,cwlwm,vôzel
475,Farbe::N,paent,bárva
476,Kleidung::N,dillad,obléka
477,Kleidung::N,gwisgoedd,obléka
478,Hemd::N,crys,srájca
479,Kragen::N,coler,ovrátnik
480,Ärmel::N,llawes,rokáv
481,Hose::N,trowsus,hláče
482,Gürtel::N,gwregys,pás
483,Mütze::N,cap,kápa
484,Mütze::N,cap,čépica
485,Schuh::N,esgid,čévelj
486,Stiefel::N,botasen,škórenj
487,Ring::N,modrwy,pŕstan
488,Band::N,rhuban,trák
489,Kamm::N,crib,glavník
490,Spiegel::N,drych,zrcálo
491,Spiegel::N,drych,ogledálo
492,Riemen::N,strap,jêrmen
493,Schnur::N,llinyn,vŕvca
494,Leine::N,tennyn,konôpec
495,Decke::N,blanced,odéja
496,Decke::N,gwrthban,odéja
497,Kissen::N,clustog,blazína
498,Kissen::N,gobennydd,blazína
499,Tuch::N,sgarff,pŕt
500,Tuch::N,sgarff,rúta
501,Handtuch::N,tywel,brisáča
502,Handtuch::N,lliain sychu,brisáča
503,Kraft::N,grym,síla
504,Stärke::N,nerth,jákost
505,Stärke::N,cryfder,jákost
506,Gesundheit::N,iechyd,zdrávje
507,Krankheit::N,afiechyd,bolézen
508,Krankheit::N,anhwylder,bolézen
509,Schmerz::N,poen,ból
510,Schmerz::N,poen,bolečína
511,Schmerz::N,gwayw,ból
512,Schmerz::N,gwayw,bolečína
513,Wunde::N,clwyf,rána
514,Fieber::N,twymyn,vročína
515,Arznei::N,meddyginiaeth,lék
516,Arznei::N,meddyginiaeth,zdravílo
517,Brücke::N,pont,móst
518,Brunnen::N,ffynnon,vodnják
519,Weide::N,porfa,páša
520,Pfad::N,llwybr,stezà
521,Weg::N,ffordd,pót
522,Straße::N,heol,césta
523,Straße::N,ffordd,césta
524,Dorf::N,pentref,vás
525,Stadt::N,tref,mésto
526,Brief::N,llythyr,písmo
527,Buch::N,llyfr,knjíga
528,Buchstabe::N,llythyren,čŕka
529,Zeitung::N,papur newydd,čásnik
530,Leben::N,bywyd,življênje
531,Tod::N,marwolaeth,smŕt
532,Grab::N,bedd,gròb
533,Kirche::N,eglwys,cérkev
534,Sünde::N,pechod,gréh
535,Gott::N,duw,bóg
536,Arbeiter::N,gweithiwr,délavec
537,Chef::N,pennaeth,šéf
538,Meister::N,meistr,mójster
539,Arzt::N,meddyg,zdravník
540,Lehrer::N,athro,učítelj
541,Geld::N,pres,denár
542,Geld::N,arian,denár
543,Geschäft::N,busnes,kupčíja
544,Laden::N,siop,trgovína
545,Preis::N,pris,céna
546,Ware::N,nwydd,róba
547,Nutzen::N,elw,príd
548,Nutzen::N,budd,príd
549,Reichtum::N,cyfoeth,bogástvo
550,Welt::N,byd,svét
551,Land::N,gwlad,dežêla
552,Staat::N,gwladwriaeth,držáva
553,König::N,brenin,králj
554,Macht::N,grym,oblást
555,Macht::N,awdurdod,oblást
556,Grenze::N,ffin,mêja
557,Grenze::N,goror,mêja
558,Krieg::N,rhyfel,vôjna
559,Feind::N,gelyn,sovrážnik
560,Gewalt::N,ffyrnigrwydd,nasílje
561,Kampf::N,brwydr,bòj
562,Kampf::N,brwydr,bórba
563,Bogen[Waffe]::N,bwa,lók
564,Pfeil::N,saeth,puščíca
565,Gewehr::N,dryll,púška
566,Fehler::N,gwall,zmóta
567,Fehler::N,camgymeriad,zmóta
568,Lüge::N,celwydd,láž
569,Lüge::N,anwiredd,láž
570,Schaden::N,niwed,okvára
571,Schaden::N,difrod,okvára
572,Unglück::N,anffawd,nesréča
573,Schuld::N,bai,krívda
574,Alter::N,oed,dôba
575,Schluss::N,diwedd,kônec
576,Zeit::N,amser,čàs
577,Tag::N,dydd,dán
578,Tag::N,diwrnod,dán
579,Morgen::N,bore,jútro
580,Mittag::N,nawn,póldan
581,Abend::N,noswaith,večér
582,Nacht::N,nos,nóč
583,Woche::N,wythnos,téden
584,Monat::N,mis,mésec
585,Jahr::N,blwyddyn,léto
586,Frühling::N,gwanwyn,pomlád
587,Sommer::N,haf,polétje
588,Herbst::N,hydref,jesén
589,Winter::N,gaeaf,zíma
590,Januar::N,Ionawr,jánuar
591,Februar::N,Chwefror,fébruar
592,März::N,Mawrth,márec
593,April::N,Ebrill,apríl
594,Mai::N,Mai,máj
595,Juni::N,Mehefin,júnij
596,Juli::N,Gorffennaf,júlij
597,August::N,Awst,avgúst
598,September::N,Medi,septêmber
599,Oktober::N,Hydref,október
600,November::N,Tachwedd,novêmber
601,Dezember::N,Rhagfyr,decémber
602,Montag::N,dydd Llun,ponedéljek
603,Dienstag::N,dydd Mawrth,tôrek
604,Mittwoch::N,dydd Mercher,sréda
605,Donnerstag::N,dydd Iau,četŕtek
606,Freitag::N,dydd Gwener,pétek
607,Samstag::N,dydd Sadwrn,sobóta
608,Sonntag::N,dydd Sul,nedélja
609,groß::A,mawr,vêlik
610,klein::A,bach,májhen
611,lang::A,hir,dólg
612,kurz::A,byr,krátek
613,kurz::A,cwta,krátek
614,breit::A,llydan,širòk
615,schmal::A,cul,ózek
616,dicht::A,dwys,góst
617,dick[Gegenstand]::A,trwchus,dêbel
618,dünn::A,tenau,tánek
619,fein::A,main,drôben
620,fest::A,cadarn,tŕden
621,flach::A,gwastad,plán
622,flach::A,gwastad,plòsk
623,glatt::A,llyfn,gládek
624,hart::A,caled,tŕd
625,weich::A,meddal,mehák
626,rund::A,crwn,okrógel
627,spitz::A,pigfain,šílast
628,scharf::A,miniog,óster
629,stumpf::A,pŵl,tóp
630,stumpf::A,pŵl,skŕhan
631,schwer::A,trwm,têžek
632,schön::A,teg,lép
633,schön::A,teg,krásen
634,schön::A,hardd,lép
635,schön::A,hardd,krásen
636,schön::A,prydferth,lép
637,schön::A,prydferth,krásen
638,heiß::A,poeth,vròč
639,warm::A,twym,tôpel
640,warm::A,cynnes,tôpel
641,kalt::A,oer,mŕzel
642,kalt::A,oer,hláden
643,kühl::A,oeraidd,hláden
644,frisch::A,iach,svéž
645,feucht::A,llaith,vlážen
646,nass::A,gwlyb,móker
647,trocken::A,sych,súh
648,voll::A,llawn,póln
649,leer::A,gwag,prázen
650,offen::A,agored,odpŕt
651,geschlossen::A,caead,zapŕt
652,geschlossen::A,caeëdig,zapŕt
653,sauber::A,glân,číst
654,sauber::A,glân,líčen
655,schmutzig::A,budr,umázan
656,schmutzig::A,brwnt,umázan
657,roh::A,amrwd,suròv
658,reif::A,aeddfed,zrèl
659,lecker::A,blasus,okúsen
660,lecker::A,danteithiol,okúsen
661,süß::A,melys,sládek
662,bitter::A,chwerw,grenák
663,sauer::A,sur,kísel
664,hell::A,disglair,svetèl
665,dunkel::A,tywyll,temèn
666,schwarz::A,du,čŕn
667,weiß::A,gwyn,bél
668,rot::A,coch,rdèč
669,gelb::A,melyn,žólt
670,gelb::A,melyn,rumèn
671,blau::A,glas,móder
672,grün::A,gwyrdd,zelèn
673,grau::A,llwyd,sív
674,bunt::A,lliwgar,písan
675,billig::A,rhad,pocéni
676,teuer::A,drud,drág
677,wertvoll::A,gwerthfawr,dragocén
678,blind::A,dall,slép
679,taub::A,byddar,glúh
680,kräftig::A,nerthol,močán
681,kräftig::A,grymus,močán
682,stark::A,cryf,ják
683,stark::A,cadarn,ják
684,schwach::A,gwan,šíbek
685,fett::A,tew,dêbel
686,schlank::A,main,vítek
687,hübsch::A,tlws,lép
688,böse::A,drwg,zèl
689,böse::A,drwg,hudôben
690,dumm::A,twp,glúp
691,dumm::A,twp,bédast
692,faul::A,diog,lén
693,fleißig::A,dyfal,marljív
694,geizig::A,crintach,škŕt
695,geizig::A,cybyddlyd,škŕt
696,klug::A,deallus,pámeten
697,geschickt::A,medrus,spréten
698,geschickt::A,deheuig,spréten
699,lieb::A,hoff,míl
700,lieb::A,hoff,ljúb
701,lieb::A,annwyl,míl
702,lieb::A,annwyl,ljúb
703,lustig::A,llon,vesél
704,sanft::A,mwyn,láhek
705,hungrig::A,newynog,láčen
706,krank::A,sâl,bolán
707,krank::A,gwael,bolán
708,nackt::A,noeth,nág
709,traurig::A,trist,túžen
710,lebendig::A,yn fyw,žív
711,gut::A,da,dóber
712,schlecht::A,drwg,malopríden
713,schlecht::A,gwael,malopríden
714,richtig::A,cywir,pravílen
715,schlimm::A,enbyd,húd
716,wahr::A,gwir,resníčen
717,alt::A,hen,stàr
718,neu::A,newydd,nòv
719,ehemalig::A,blaenorol,nekdánji
720,alt[Lebewesen]::A,oedrannus,stàr
721,jung::A,ifanc,mlád
722,arm::A,tlawd,ubóg
723,arm::A,tlawd,réven
724,reich::A,cyfoethog,bogàt
725,bekannt::A,cynefin,znán
726,bekannt::A,cyfarwydd,znán
727,berühmt::A,enwog,sláven
728,berühmt::A,enwog,znamenít
729,fremd::A,estron,túj
730,verschieden::A,gwahanol,razlíčen
731,nah::A,agos,blížnji
732,fern::A,pell,dáleč
733,linker::A,aswy,lévi
734,linker::A,chwith,lévi
735,rechter::A,de,désni
736,rechter::A,deau,désni
737,anderer::A,arall,drúgi
738,erster::A,cyntaf,pŕvi
739,zweiter::A,ail,drúgi
740,dritter::A,trydydd,trétji
741,letzter::A,olaf,poslédnji
742,allein::ADV,unig,sám
743,allein::ADV,ar ei ben ei hun,sám
744,auf einmal::ADV,ar yr un pryd,obênem
745,zusammen::ADV,ynghyd,skúpaj
746,zusammen::ADV,gyda'i gilydd,skúpaj
747,lange::ADV,amser hir,dólgo
748,plötzlich::ADV,yn sydyn,náglo
749,plötzlich::ADV,yn sydyn,nenádoma
750,sofort::ADV,ar unwaith,prècej
751,später::ADV,yn ddiweddarach,poznêje
752,jetzt::ADV,yn awr,zdàj
753,heute::ADV,heddiw,dánes
754,morgen::ADV,yfory,jútri
755,bald::ADV,yn fuan,kmálu
756,bald::ADV,gyda hyn,kmálu
757,dann::ADV,yna,nató
758,dann::ADV,y pryd hwnnw,nató
759,gestern::ADV,ddoe,včéraj
760,einst::ADV,gynt,nékdaj
761,damals::ADV,ar y pryd,tedàj
762,damals::ADV,ar y pryd,takràt
763,damals::ADV,bryd hynny,tedàj
764,damals::ADV,bryd hynny,takràt
765,danach::ADV,wedyn,potèm
766,vorher::ADV,o'r blaen,poprèj
767,zuerst::ADV,yn gyntaf,spŕva
768,einmal::ADV,unwaith,ênkrat
769,manchmal::ADV,weithiau,včásih
770,manchmal::ADV,ar brydiau,včásih
771,oft::ADV,yn aml,pogósto
772,oft::ADV,yn fynych,pogósto
773,immer::ADV,bob amser,védno
774,immer::ADV,bob amser,zméraj
775,niemals::ADV,ni ... byth,nikdàr
776,niemals::ADV,ni ... erioed,nikdàr
777,hier::ADV,yma,tù
778,hier::ADV,yma,túkaj
779,hierhin::ADV,hyd yma,sèmkaj
780,von hier::ADV,oddi yma,od tú
781,dort::ADV,acw,tàm
782,dorthin::ADV,tuag yno,tjà
783,geradeaus::ADV,syth ymlaen,rávno napréj
784,vorwärts::ADV,ymlaen,napréj
785,rückwärts::ADV,yn ôl,zádaj
786,zurück::ADV,yn ôl,nazáj
787,unten::ADV,isod,dôli
788,unten::ADV,isod,spôdaj
789,unten::ADV,oddi tanodd,dôli
790,unten::ADV,oddi tanodd,spôdaj
791,hinab::ADV,i lawr,dôl
792,hinab::ADV,i waered,dôl
793,oben::ADV,fry,gôri
794,oben::ADV,fry,zgôraj
795,hinauf::ADV,i fyny,gôr
796,hinauf::ADV,i'r lan,gôr
