,Concept_ID,pt,ps
810,schlecht::A,ruim,خراب
811,richtig::A,justo,سم
812,richtig::A,justo,صحیح
813,richtig::A,correcto,سم
814,richtig::A,correcto,صحیح
815,schlimm::A,mau,بد
816,schlimm::A,mau,مخوف
817,schlimm::A,grave,بد
818,schlimm::A,grave,مخوف
819,wahr::A,verdadeiro,واقعي
820,alt::A,velho,زوړ
821,alt::A,antigo,زوړ
822,neu::A,novo,نوی
823,ehemalig::A,antigo,پخوانی
824,alt[Lebewesen]::A,velho,زوړ
825,jung::A,jovem,ځوان
826,arm::A,pobre,غریب
827,arm::A,pobre,بې وزله
828,reich::A,rico,شتمن
829,reich::A,rico,دولتمند
830,bekannt::A,conhecido,اشنا
831,berühmt::A,famoso,مشهور
832,berühmt::A,célebre,مشهور
833,fremd::A,alheio,پردی
834,fremd::A,alheio,بېګانه
835,fremd::A,estranho,پردی
836,fremd::A,estranho,بېګانه
837,verschieden::A,diverso,مختلف
838,verschieden::A,diferente,مختلف
839,nah::A,próximo,نژدې
840,fern::A,remoto,لیری
841,fern::A,distante,لیری
842,linker::A,esquerdo,چپ
843,linker::A,esquerdo,کیڼ
844,rechter::A,direito,ښی
845,anderer::A,outro,بل
846,erster::A,primeiro,لومړی
847,zweiter::A,segundo,دوهم
848,dritter::A,terceiro,درېم
849,letzter::A,final,آخرنی
850,letzter::A,final,وروستی
851,letzter::A,último,آخرنی
852,letzter::A,último,وروستی
853,allein::ADV,só,یوازې
854,auf einmal::ADV,de vez,په یوه وخت کی
855,zusammen::ADV,juntos,یو ځای
856,lange::ADV,muito tempo,ډېر وخت
857,lange::ADV,muito tempo,ډېره موده
858,plötzlich::ADV,de repente,ناببره
859,plötzlich::ADV,de repente,یوناڅاپه
860,sofort::ADV,imediatamente,فوراً
861,sofort::ADV,imediatamente,سمدلاسه
862,später::ADV,mais tarde,وروسته
863,jetzt::ADV,agora,اوس
864,heute::ADV,hoje,نن
865,morgen::ADV,amanhã,سبا
866,bald::ADV,logo,ژر
867,bald::ADV,breve,ژر
868,dann::ADV,então,پس
869,dann::ADV,então,وروسته
870,dann::ADV,depois,پس
871,dann::ADV,depois,وروسته
872,gestern::ADV,ontem,پرون
873,einst::ADV,antigamente,پخوا
874,damals::ADV,então,هغه وخت
875,danach::ADV,logo,بیا
876,danach::ADV,depois,بیا
877,vorher::ADV,antes,دمخه
878,zuerst::ADV,primeiro,لومړی
879,einmal::ADV,uma vez,یو ځل
880,manchmal::ADV,às vezes,ګاهی ګاهی
881,oft::ADV,muitas vezes,ډېر ځله
882,immer::ADV,sempre,تل
883,immer::ADV,sempre,همېشه
884,niemals::ADV,nunca,هیڅکله نه
885,hier::ADV,cá,دلته
886,hier::ADV,aqui,دلته
887,hierhin::ADV,para cá,دلته
888,hierhin::ADV,para cá,دې ځای ته
889,von hier::ADV,daqui,د دې ځای نه
890,dort::ADV,lá,هلته
891,dort::ADV,ali,هلته
892,dorthin::ADV,lá,هلته
893,dorthin::ADV,lá,هغه ځای ته
894,dorthin::ADV,para lá,هلته
895,dorthin::ADV,para lá,هغه ځای ته
896,geradeaus::ADV,em frente,مخامخ
897,vorwärts::ADV,avante,مخ پهٔ وړاندې
898,rückwärts::ADV,para trás,بېرته
899,zurück::ADV,atrás,بېرته
900,unten::ADV,debaixo,لاندي
901,unten::ADV,em baixo,لاندي
902,hinab::ADV,para baixo,ښکته
903,oben::ADV,em cima,پورته
904,hinauf::ADV,para cima,پاس
905,überall::ADV,em toda parte,هره خوا
906,nicht::ADV,não,نه
907,ein wenig::ADV,um pouco,یو څه
908,ein wenig::ADV,um bocado,یو څه
909,kaum::ADV,apenas,ایله
910,sehr::ADV,muito,ډېر
911,sehr::ADV,muito,زيات
912,so::ADV,tão,داسې
913,so::ADV,tão,دومره
914,so::ADV,assim,داسې
915,so::ADV,assim,دومره
916,noch::ADV,ainda,نور
917,nur::ADV,só,تش
918,nur::ADV,só,صرف
919,nur::ADV,apenas,تش
920,nur::ADV,apenas,صرف
921,nur::ADV,somente,تش
922,nur::ADV,somente,صرف
923,schon::ADV,já,دمخه
924,wieder::ADV,outra vez,بیا
925,vergebens::ADV,em vão,عبث
926,vor::PRP,diante de,دمخه
927,hinter::PRP,atrás de,شاته
928,unter::PRP,sob,لاندي
929,unter::PRP,debaixo de,لاندي
930,durch::PRP,por,د مینځ نه
931,durch::PRP,através de,د مینځ نه
932,neben::PRP,junto de,نژدې
933,neben::PRP,ao lado de,نژدې
934,zwischen::PRP,entre,ترمینځ
935,wegen::PRP,por,د ... له لاسه
936,wegen::PRP,por causa de,د ... له لاسه
937,dies::PRN,isto,دا
938,das::PRN,isso,دا
939,das::PRN,aquilo,دا
940,alles::PRN,todo,هرڅهٔ
941,ich::PRN,eu,زه
942,du::PRN,tu,ته
943,er::PRN,ele,دی
944,wir::PRN,nós,مونږ
945,ihr::PRN,vós,تاسې
946,ihr::PRN,vocês,تاسې
947,sie::PRN,eles,هغوی
948,was::FPRN,quê,څهٔ
949,wer::FPRN,quem,چا
950,wer::FPRN,quem,څوک
951,wo::FADV,onde,چيری
952,wo::FADV,onde,چېرته
953,wohin::FADV,aonde,چېرته
954,wohin::FADV,para onde,چېرته
955,wie::FADV,como,څنګه
956,warum::FADV,porquê,ولې
957,warum::FADV,por que,ولې
958,wieviel::FNUM,quanto,څو
959,wieviel::FNUM,quanto,څومره
960,eins::NUM,um,یو
961,zwei::NUM,dois,دوه
962,drei::NUM,três,درې
963,vier::NUM,quatro,څلور
964,fünf::NUM,cinco,پنځه
965,sechs::NUM,seis,شپږ
966,sieben::NUM,sete,اوه
967,acht::NUM,oito,اته
968,neun::NUM,nove,نهه
969,zehn::NUM,dez,لس
970,elf::NUM,onze,یوولس
971,zwölf::NUM,doze,دولس
972,zwanzig::NUM,vinte,شل
973,dreißig::NUM,trinta,دېرش
974,vierzig::NUM,quarenta,څلوېښت
975,fünfzig::NUM,cinquenta,پنځوس
976,sechzig::NUM,sessenta,شپېته
977,siebzig::NUM,setenta,اویا
978,achtzig::NUM,oitenta,اتیا
979,neunzig::NUM,noventa,نوي
980,hundert::NUM,cem,سل
981,hundert::NUM,cento,سل
982,tausend::NUM,mil,زر
983,und::CNJ,e,او
984,oder::CNJ,ou,ېا
985,stehen::V,estar em pé,درېدل
986,sitzen::V,estar sentado,کښېنستل
987,liegen::V,jazer,ملاستل
988,liegen::V,estar deitado,ملاستل
989,hängen::V,pender,ځړېدل
990,hängen::V,estar pendurado,ځړېدل
991,werden::V,tornar-se,کېدل
992,passieren::V,acontecer,پېښېدل
993,beginnen::V,começar,شروع کېدل
994,enden::V,acabar,خلاصدل
995,enden::V,acabar,تمامېدل
996,enden::V,terminar,خلاصدل
997,enden::V,terminar,تمامېدل
998,wechseln::V,variar,تغییر موندل
999,wechseln::V,alternar,تغییر موندل
1000,aufgehen[Sonne]::V,nascer,ختل
1001,untergehen[Sonne]::V,pôr-se,لوېدل
1002,untergehen[Sonne]::V,pôr-se,پرېوتل
1003,scheinen[Sonne]::V,brilhar,رڼا کول
1004,donnern::V,trovejar,تنېدل
1005,donnern::V,trovejar,غړمبېدل
1006,wehen::V,soprar,چلېدل
1007,strömen::V,correr,بهېدل
1008,fließen::V,fluir,بهېدل
1009,fließen::V,fluir,تویېدل
1010,sich drehen::V,girar,ګرځېدل
1011,sich drehen::V,girar,چورلېدل
1012,schwanken::V,oscilar,زنګېدل
1013,schwingen::V,vibrar,زنګېدل
1014,fallen::V,cair,ولېدل
1015,brennen::V,arder,سوځېدل
1016,rauchen::V,fumegar,لوګی کول
1017,regnen::V,chover,باران اورېدل
1018,gefrieren::V,gelar,کنګل نيول
1019,gefrieren::V,congelar,کنګل نيول
1020,tauen::V,derreter,وېلې کېدل
1021,tauen::V,descongelar,وېلې کېدل
1022,schmelzen::V,fundir-se,وېلې کېدل
1023,trocknen::V,secar,وچېدل
1024,sieden::V,ferver,اېشېدل
1025,faulen::V,estragar-se,خرابېدل
1026,verfaulen::V,apodrecer,ورستېدل
1027,reißen::V,romper-se,شلېدل
1028,versinken::V,afundar-se,ډوېېدل
1029,vergehen::V,passar,تېرېدل
1030,erscheinen::V,aparecer,ښکارېدل
1031,verschwinden::V,desaparecer,ورکېدل
1032,sinken::V,descer,ښکته کېدل
1033,abnehmen::V,diminuir,کمېدل
1034,abnehmen::V,decrescer,کمېدل
1035,zunehmen::V,crescer,زیاتېدل
1036,zunehmen::V,aumentar,زیاتېدل
1037,steigen::V,subir,جګېدل
1038,steigen::V,subir,پورته کېدل
1039,wachsen::V,crescer,وده کول
1040,glänzen::V,brilhar,ځلېدل
1041,funkeln::V,cintilar,پړکېدل
1042,lärmen::V,fazer barulho,غال و غول کول
1043,läuten::V,chocalhar,زنګ وهل
1044,klingeln::V,tocar,زنګ وهل
1045,klirren::V,tinir,کړنګېدل
1046,brausen::V,bramar,تلاطم کول
1047,rauschen::V,murmurar,شڼهار کول
1048,rauschen::V,rumorejar,شڼهار کول
1049,klingen::V,soar,آواز کول
1050,bellen::V,ladrar,غپېدل
1051,heulen::V,uivar,انګلل
1052,blasen::V,soprar,پو کول
1053,pfeifen::V,assobiar,شپېلک وهل
1054,schreien::V,gritar,ناره کول
1055,stöhnen::V,gemer,زګېروی کول
1056,zittern::V,tremer,لړزېدل
1057,leben::V,viver,ژوند کول
1058,geboren werden::V,nascer,زېږېدل
1059,atmen::V,respirar,ساه کښل
1060,atmen::V,respirar,تنفس کول
1061,trinken::V,beber,څښل
1062,essen::V,comer,خوړل
1063,schlucken::V,engolir,غړپول
1064,müde werden::V,cansar-se,ستړی کېدل
1065,einschlafen::V,adormecer,ویده کېدل
1066,schlafen::V,dormir,خوب کول
1067,aufwachen::V,acordar,ویښېدل
1068,aufstehen::V,levantar-se,پاڅېدل
1069,sich erholen::V,descansar,استراحت کول
1070,krank werden::V,adoecer,رنځورېدل
1071,krank werden::V,ficar doente,رنځورېدل
1072,krank sein::V,estar doente,ناجوړېدل
1073,schmerzen::V,doer,خوږېدل
1074,schmerzen::V,doer,درد کول
1075,husten::V,tossir,ټوخېدل
1076,genesen::V,convalescer,رغېدل
1077,sterben::V,morrer,مړل
1078,umkommen::V,perecer,تلفېدل
1079,sich bewegen::V,mover-se,چلېدل
1080,sich bewegen::V,mover-se,حرکت کول
1081,sich rühren::V,mexer-se,ښورېدل
1082,sich erheben::V,levantar-se,درېدل
1083,sich setzen::V,sentar-se,کښېنستل
1084,hinfallen::V,cair,لوېدل
1085,laufen::V,andar,منډې وهل
1086,laufen::V,caminhar,منډې وهل
1087,schreiten::V,andar,قدم ایښودل
1088,schreiten::V,caminhar,قدم ایښودل
1089,spazierengehen::V,passear,چکر وهل
1090,eilen::V,apressar-se,بېړه کول
1091,sich beeilen::V,apressar-se,عجله کول
1092,sich beeilen::V,despachar-se,عجله کول
1093,sausen::V,correr,ځغستل
1094,rennen::V,correr,زغلېدل
1095,springen::V,saltar,ټوپ وهل
1096,klettern::V,trepar,ختل
1097,schaukeln::V,baloiçar,زنګېدل
1098,kriechen::V,rastejar,خاپوړی وهل
1099,kriechen::V,arrastar-se,خاپوړی وهل
1100,schwimmen::V,nadar,لامبو وهل
1101,tauchen::V,mergulhar,غوټه وهل
1102,rudern::V,remar,پارو وهل
1103,fahren::V,ir,تلل
1104,fliegen::V,voar,الوتل
1105,gehen::V,ir,تلل
1106,gehen::V,andar,تلل
1107,weggehen::V,partir,بهر وتل
1108,weggehen::V,ir-se embora,بهر وتل
1109,abfahren::V,sair,تلل
1110,abfahren::V,partir,تلل
1111,anhalten::V,parar,ودرېدل
1112,hineingehen::V,entrar,داخلېدل
1113,eintreten::V,entrar,ننوتل
1114,kommen::V,vir,راتلل
1115,ankommen::V,chegar,رسېدل
1116,zurückkommen::V,voltar,بېرته راتلل
1117,zurückkommen::V,regressar,بېرته راتلل
1118,bleiben::V,ficar,پاتې کېدل
1119,bleiben::V,permanecer,پاتې کېدل
1120,warten::V,esperar,انتظار وېستل
1121,erwarten::V,esperar,انتظار کول
1122,erwarten::V,aguardar,انتظار کول
1123,suchen::V,buscar,لټول
1124,suchen::V,procurar,لټول
1125,finden::V,achar,میندل
1126,finden::V,achar,پیدا کول
1127,finden::V,encontrar,میندل
1128,finden::V,encontrar,پیدا کول
1129,versuchen::V,tentar,هڅه کول
1130,vorbereiten::V,preparar,چمتوکول
1131,lieben::V,amar,مینه لرل
1132,lieben::V,querer,مینه لرل
1133,mögen::V,gostar de,خوښول
1134,mögen::V,gostar de,علاقه لرل
1135,lachen::V,rir,خندېدل
1136,lachen::V,rir-se,خندېدل
1137,rühren::V,comover,اغېزه کول
1138,weinen::V,chorar,ژړل
1139,schimpfen::V,ralhar,ښکنځا کول
1140,sich ärgern::V,zangar-se,قهر راتلل
1141,sich fürchten::V,ter medo de,ډارېدل
1142,sich fürchten::V,ter receio de,ډارېدل
1143,fürchten::V,temer,ډارېدل
1144,fürchten::V,recear,ډارېدل
1145,fliehen::V,fugir,تښتېدل
1146,flüchten::V,refugiar-se,تښتېدل
1147,sehen::V,ver,لیدل
1148,anschauen::V,olhar,کتل
1149,ansehen::V,mirar,ننداره کول
1150,hören::V,ouvir,اورېدل
1151,zuhören::V,escutar,غوږ نیول
1152,probieren::V,provar,څکه کول
1153,probieren::V,provar,چاشنی کول
1154,probieren::V,saborear,څکه کول
1155,probieren::V,saborear,چاشنی کول
1156,riechen::V,cheirar,بويول
1157,fühlen::V,sentir,حسول
1158,scheinen::V,parecer,ښکارېدل
1159,zu sehen sein::V,estar à vista,ښکارېدل
1160,vernehmen::V,ouvir,خبرېدل
1161,frieren::V,ter frio,ساړه کېتل
1162,tun::V,fazer,کول
1163,können::V,saber,کولای شول
1164,können::V,saber,د لاسه کېدل
1165,wollen::V,querer,غوښتل
1166,anfangen::V,iniciar,شروع کول
1167,beenden::V,acabar,ختمول
1168,beenden::V,acabar,پای ته رسول
1169,beenden::V,terminar,ختمول
1170,beenden::V,terminar,پای ته رسول
1171,aufhören::V,cessar,بس کول
1172,aufhören::V,desistir,بس کول
1173,gelingen::V,sair bem,موفق کېدل
1174,gelingen::V,sair bem,بریالی کېدل
1175,gelingen::V,dar bom resultado,موفق کېدل
1176,gelingen::V,dar bom resultado,بریالی کېدل
1177,geraten::V,sair,کېدل
1178,geraten::V,dar resultado,کېدل
1179,öffnen::V,abrir,خلاصول
1180,öffnen::V,abrir,پرانیستل
1181,schließen::V,fechar,تړل
1182,stellen::V,pôr,ایښودل
1183,stellen::V,colocar,ایښودل
1184,setzen::V,pôr,کښېنول
1185,setzen::V,meter,کښېنول
1186,legen::V,pôr,ایښودل
1187,legen::V,meter,ایښودل
1188,berühren::V,tocar,لاس وهل
1189,verbinden::V,unir,تړل
1190,verbinden::V,ligar,تړل
1191,bedecken::V,cobrir,پوښول
1192,aufhängen::V,pendurar,ځوړندول
1193,anzünden::V,acender,بلول
1194,aufheben::V,apanhar,پورته کول
1195,aufheben::V,levantar,پورته کول
1196,zurücklassen::V,deixar,پرېښودل
1197,verlieren::V,perder,ورکول
1198,fallen lassen::V,deixar cair,له لاسه لوېدل
1199,machen::V,fazer,کول
1200,herstellen::V,produzir,جوړول
1201,herstellen::V,produzir,توليدول
1202,bauen::V,edificar,جوړول
1203,bauen::V,construir,جوړول
1204,reparieren::V,reparar,ترمیمول
1205,reparieren::V,consertar,ترمیمول
1206,verbessern::V,melhorar,اصلاح کول
1207,ändern::V,mudar,تغیر ورکول
1208,ändern::V,alterar,تغیر ورکول
1209,graben::V,cavar,کيندل
1210,beugen::V,curvar,ټیټول
1211,biegen::V,vergar,کږول
1212,drehen::V,girar,ګرځول
1213,wenden::V,virar,اړول
1214,wenden::V,voltar,اړول
1215,umdrehen::V,virar,اړول
1216,umdrehen::V,revolver,اړول
1217,heben::V,levantar,جګول
1218,heben::V,levantar,پورته کول
1219,hochheben::V,erguer,جګول
1220,hochheben::V,levantar,جګول
1221,ergreifen::V,apanhar,نیول
1222,halten::V,segurar,نیول
1223,drücken::V,apertar,کښېکښل
1224,schieben::V,empurrar,پوری وهل
1225,kratzen::V,raspar,ګرول
1226,lecken::V,lamber,څټل
1227,beißen::V,morder,چیچل
1228,abreißen::V,arrancar,شکول
1229,abschneiden::V,talhar,پرېکول
1230,binden::V,ligar,تړل
1231,stecken::V,meter,ټومبل
1232,stecken::V,enfiar,ټومبل
1233,brechen::V,romper,ماتول
1234,brechen::V,quebrar,ماتول
1235,klopfen::V,bater,ټکول
1236,hauen::V,bater,ټکول
1237,kleben::V,colar,نښلول
1238,kleben::V,colar,سرېښول
1239,reiben::V,esfregar,مږل
1240,streichen::V,barrar,مښل
1241,schleifen::V,afiar,تېره کول
1242,schneiden::V,cortar,غوڅول
1243,schneiden::V,cortar,پرېکول
1244,rütteln::V,sacudir,خوڅول
1245,schütteln::V,abanar,ښورول
1246,schütteln::V,sacudir,ښورول
1247,schwenken::V,agitar,خوڅول
1248,schütten::V,deitar,اچول
1249,schütten::V,deitar,تویول
1250,füllen::V,encher,ډکول
1251,einwickeln::V,envolver,پېچل
1252,einwickeln::V,envolver,نغښتل
1253,einwickeln::V,embrulhar,پېچل
1254,einwickeln::V,embrulhar,نغښتل
1255,tragen::V,levar,وړل
1256,tragen::V,trazer,وړل
1257,schleppen::V,arrastar,وړل
1258,ziehen::V,puxar,کښل
1259,aufbewahren::V,guardar,ساتل
1260,aufbewahren::V,conservar,ساتل
1261,werfen::V,lançar,اچول
1262,werfen::V,lançar,غورځول
1263,fangen::V,apanhar,نیول
1264,fangen::V,apanhar,ګیرول
1265,packen::V,agarrar,نیول
1266,verstecken::V,esconder,پټول
1267,teilen::V,partir,وېشل
1268,teilen::V,partir,تقسیمول
1269,teilen::V,dividir,وېشل
1270,teilen::V,dividir,تقسیمول
1271,schicken::V,enviar,لېږل
1272,schicken::V,enviar,استول
1273,bringen::V,trazer,راوړل
1274,hinzufügen::V,acrescentar,زیاتول
1275,bekommen::V,obter,حاصلول
1276,erhalten::V,receber,اخیستل
1277,nehmen::V,tomar,نیول
1278,nehmen::V,tomar,اخيستل
1279,wählen::V,eleger,خوښول
1280,wählen::V,escolher,خوښول
1281,auswählen::V,escolher,چنده کول
1282,auswählen::V,seleccionar,چنده کول
1283,bewahren::V,guardar,ساتل
1284,bewahren::V,conservar,ساتل
1285,behindern::V,impedir,مانع کېدل
1286,behindern::V,impedir,ممانعت کول
1287,verderben::V,estragar,خرابېدل
1288,verderben::V,corromper,خرابېدل
1289,beschädigen::V,danificar,ورانول
1290,zerbrechen::V,romper,ماتول
1291,zerbrechen::V,quebrar,ماتول
1292,zerreißen::V,rasgar,څیرې کول
1293,zerstören::V,destruir,ړنګول
1294,zerstören::V,destruir,ورانول
1295,verbrennen::V,queimar,سوځول
1296,geben::V,dar,ورکول
1297,reichen::V,passar,ورکول
1298,schenken::V,oferecer,بښل
1299,versprechen::V,prometer,لوز کول
1300,wünschen::V,desejar,غوښتل
1301,loben::V,louvar,ستایل
1302,loben::V,louvar,تمجید کول
1303,küssen::V,beijar,ښکلول
1304,wiegen::V,embalar,زنګول
1305,zudecken::V,tapar,پوښول
1306,zudecken::V,cobrir,پوښول
1307,wecken::V,acordar,ويښول
1308,wecken::V,despertar,ويښول
1309,zeigen::V,mostrar,ښودل
1310,führen::V,guiar,بیول
1311,führen::V,conduzir,بیول
1312,lehren::V,ensinar,درس ورکول
1313,lehren::V,ensinar,تعلیم ورکول
1314,unterrichten::V,instruir,درس ورکول
1315,aufziehen::V,criar,روزل
1316,leiten::V,dirigir,رهبری کول
1317,leiten::V,dirigir,لارښوونه کول
1318,leiten::V,conduzir,رهبری کول
1319,leiten::V,conduzir,لارښوونه کول
1320,antreiben::V,impelir,چټک کول
1321,lassen::V,fazer,اړکول
1322,einladen::V,convidar,بلل
1323,vereinigen::V,unir,متحد کول
1324,vereinigen::V,unir,یوځای کول
1325,vereinigen::V,reunir,متحد کول
1326,vereinigen::V,reunir,یوځای کول
1327,besuchen::V,ir ver,کتنه کول
1328,besuchen::V,visitar,کتنه کول
1329,treffen::V,encontrar,ليدل
1330,treffen::V,encontrar,تلقی کول
1331,sich versammeln::V,reunir-se,راغونډېدل
1332,spielen::V,jogar,لوبه کول
1333,spielen::V,brincar,لوبه کول
1334,singen::V,cantar,سندرې وېل
1335,tanzen::V,bailar,ګډېدل
1336,sich trennen::V,apartar-se,بېلېدل
1337,verlassen::V,deixar,ترک کول
1338,verlassen::V,abandonar,ترک کول
1339,retten::V,salvar,نجات ورکول
1340,bewachen::V,vigiar,ساتل
1341,bewachen::V,vigiar,حفاظت کول
1342,bewachen::V,guardar,ساتل
1343,bewachen::V,guardar,حفاظت کول
1344,schützen::V,proteger,ژغورل
1345,verteidigen::V,defender,دفاع کول
1346,sich schlagen::V,brigar,جنګېدل
1347,sich schlagen::V,bater-se,جنګېدل
1348,schießen::V,disparar,ویشتل
1349,siegen::V,vencer,غالبېدل
1350,ärgern::V,irritar,خپه کول
1351,ärgern::V,aborrecer,خپه کول
1352,schlagen::V,bater,وهل
1353,treten::V,pisar,په لغته وهل
1354,stechen::V,picar,ټومبل
1355,stoßen::V,empurrar,ټېل وهل
1356,stoßen::V,empurrar,پوری وهل
1357,stehlen::V,furtar,تښتول
1358,stehlen::V,furtar,غلا کول
1359,stören::V,perturbar,ماتول
1360,belästigen::V,incomodar,ځورول
1361,belästigen::V,incomodar,تکلیف ورکول
1362,belästigen::V,importunar,ځورول
1363,belästigen::V,importunar,تکلیف ورکول
1364,verbergen::V,ocultar,پټول
1365,verbergen::V,esconder,پټول
1366,täuschen::V,iludir,تېرایستل
1367,täuschen::V,iludir,خطا ایستل
1368,täuschen::V,enganar,تېرایستل
1369,täuschen::V,enganar,خطا ایستل
1370,betrügen::V,burlar,غولول
1371,betrügen::V,enganar,غولول
1372,töten::V,matar,وژل
1373,töten::V,matar,مړ کول
1374,wohnen::V,morar,اوسېدل
1375,arbeiten::V,trabalhar,کار کول
1376,sammeln::V,recolher,راټولول
1377,sammeln::V,recolher,راغونډول
1378,sammeln::V,coleccionar,راټولول
1379,sammeln::V,coleccionar,راغونډول
1380,pflücken::V,colher,شکول
1381,jagen::V,caçar,ښکار کول
1382,fischen::V,pescar,کب نيول
1383,fassen::V,apanhar,نیول
1384,fassen::V,apanhar,ګیرول
1385,hüten::V,guardar,پوول
1386,treiben::V,conduzir,بیول
1387,anbinden::V,atar,تړل
1388,füttern::V,dar de comer a,خوراک ورکول
1389,melken::V,ordenhar,لوشل
1390,hacken::V,rachar,پی کول
1391,gießen::V,regar,اوبه کول
1392,reifen::V,amadurecer,رسېدل
1393,zubereiten::V,preparar,تیارول
1394,kochen::V,cozer,پخول
1395,backen::V,cozer,پخول
1396,braten::V,assar,وريتول
1397,braten::V,fritar,وريتول
1398,umrühren::V,remexer,لړل
1399,stricken::V,tricotar,اوبدل
1400,stricken::V,fazer malha,اوبدل
1401,nähen::V,coser,ګنډل
1402,nähen::V,costurar,ګنډل
1403,färben::V,tingir,رنګول
1404,färben::V,colorir,رنګول
1405,reinigen::V,limpar,صافول
1406,reinigen::V,purificar,صافول
1407,waschen::V,lavar,مینځل
1408,abwischen::V,limpar,وچول
1409,abwischen::V,esfregar,وچول
1410,spülen::V,lavar,کنګالول
1411,spülen::V,enxaguar,کنګالول
1412,fegen::V,varrer,جارو کول
1413,kehren::V,varrer,جارو کول
1414,baden::V,banhar,لمبېدل
1415,baden::V,tomar banho,لمبېدل
1416,sich waschen::V,lavar-se,ځان مينځل
1417,ausziehen::V,despir,کښل
1418,ausziehen::V,despir,ایستل
1419,anziehen::V,vestir,اغوستل
1420,sich anziehen::V,vestir-se,کالی اغوستل
1421,kämmen::V,pentear,ګمنځول
1422,schmücken::V,adornar,ښکلی کول
1423,sagen::V,dizer,وېل
1424,sprechen::V,falar,وېل
1425,sprechen::V,falar,غږېدل
1426,reden::V,falar,ګړېدل
1427,reden::V,falar,خبرې کول
1428,sich unterhalten::V,conversar,خبری کول
1429,fragen::V,perguntar,پوښتنه کول
1430,bitten::V,pedir,غوښتل
1431,erzählen::V,contar,کيسه کول
1432,erzählen::V,contar,حکايت کول
1433,mitteilen::V,comunicar,خبرول
1434,mitteilen::V,comunicar,خبر ورکول
1435,mitteilen::V,participar,خبرول
1436,mitteilen::V,participar,خبر ورکول
1437,nennen::V,nomear,نوم ايښودل
1438,nennen::V,apelidar,نوم ايښودل
1439,rufen::V,chamar,بلل
1440,prahlen::V,gabar-se,لاپې وهل
1441,prahlen::V,vangloriar-se,لاپې وهل
1442,übersetzen::V,traduzir,ژباړل
1443,übersetzen::V,traduzir,ترجمه کول
1444,denken::V,pensar,فکر کول
1445,glauben::V,crer,باور کول
1446,bemerken::V,notar,لیدل
1447,bemerken::V,observar,لیدل
1448,erkennen::V,reconhecer,پېژندل
1449,begreifen::V,apreender,رسېدل
1450,begreifen::V,apreender,پوهېدل
1451,begreifen::V,compreender,رسېدل
1452,begreifen::V,compreender,پوهېدل
1453,verstehen::V,entender,پوهېدل
1454,verstehen::V,compreender,پوهېدل
1455,lernen::V,aprender,زده کول
1456,lernen::V,aprender,درس لوستل
1457,wissen::V,saber,پوهېدل
1458,sich erinnern an::V,lembrar-se de,یادول
1459,sich erinnern an::V,lembrar-se de,په یاد راوړل
1460,sich erinnern an::V,recordar-se de,یادول
1461,sich erinnern an::V,recordar-se de,په یاد راوړل
1462,vergessen::V,esquecer,هېرول
1463,messen::V,medir,اندازه کول
1464,zählen::V,contar,شمارل
1465,rechnen::V,calcular,حسابول
1466,lesen::V,ler,لوستل
1467,malen::V,pintar,رسمول
1468,zeichnen::V,desenhar,رسمول
1469,schreiben::V,escrever,لیکل
1470,besitzen::V,possuir,لرل
1471,kaufen::V,comprar,رانیول
1472,verkaufen::V,vender,خرڅول
1473,bezahlen::V,pagar,تأدیه کول
1474,zahlen::V,pagar,کسات اخيستل
1475,beherrschen::V,imperar,تسلط لرل
1476,ertragen::V,suportar,زغمل
