,Concept_ID,zh,kn
582,dritter::A,第三,ಮೂರನೆಯಜಗತ್ತು
583,letzter::A,最后,ಅಂತ್ಯ
584,allein::ADV,单独,ಒಬ್ಬನೇ
585,auf einmal::ADV,同时,ಒಡನೆ
586,zusammen::ADV,一起,ಒಟ್ಟಿಗೆ
587,lange::ADV,许久,ದೀರ್ಘ
588,plötzlich::ADV,忽然,ಅನಾಮತ್ತು
589,sofort::ADV,立刻,ಜಾಗ್ರತೆ
590,später::ADV,以后,ತರುವಾಯ
591,jetzt::ADV,现在,ಈಗ
592,heute::ADV,今天,ಇಂದು
593,morgen::ADV,明天,ನಾಳೆ
594,bald::ADV,即将,ಬೇಗ
595,dann::ADV,然后,ಆಗ
596,gestern::ADV,昨天,ನಿನ್ನೆ
597,einst::ADV,曾经,ಪೂರ್ವದಲ್ಲಿ
598,damals::ADV,当时,ಆಗ
599,danach::ADV,随后,ಆಮೇಲೆ
600,vorher::ADV,事先,ಮುಂಚೆ
601,zuerst::ADV,首先,ಮೊದಲಿಗೆ
602,einmal::ADV,一次,ಒಮ್ಮೆ
603,manchmal::ADV,有时,ಆಗಾಗ
604,oft::ADV,时常,ಅನೇಕಸಲ
605,immer::ADV,总是,ಯಾವಾಗಲೂ
606,niemals::ADV,从未,ಯಾವಾಗಲೂ ಇಲ್ಲ
607,hier::ADV,这里,ಇಲ್ಲಿ
608,hierhin::ADV,到这里,ಇತ್ತ
609,von hier::ADV,由此,ಇಲ್ಲಿಂದ
610,dort::ADV,那里,ಅಲ್ಲಿ
611,dorthin::ADV,到那里,ಅಲ್ಲಿಗೆ
612,geradeaus::ADV,一直往前,ಸೀದಾ
613,vorwärts::ADV,向前,ಮುನ್ನೆಡೆವ
614,rückwärts::ADV,向后,ಹಿಂದುಗಡೆಗೆ
615,zurück::ADV,退后,ಹಿಂದಕ್ಕೆ
616,unten::ADV,下面,ಕೆಳಗೆ
617,hinab::ADV,向下,ಕೆಳಕ್ಕೆ
618,oben::ADV,上面,ಮೇಲೆ
619,hinauf::ADV,向上,ಮೇಲಕ್ಕೆ
620,überall::ADV,到处,ಎಲ್ಲಸ್ಥಳಗಳು
621,nicht::ADV,不,ಇಲ್ಲ
622,nicht::ADV,不,ಅಲ್ಲ
623,ein wenig::ADV,一点儿,ತುಸು
624,kaum::ADV,几乎不,ಕಠಿನವಾಗಿ
625,sehr::ADV,很,ಬಹು
626,so::ADV,如此,ಅಷ್ಟು
627,noch::ADV,还,ಇನ್ನು
628,nur::ADV,只,ಕೇವಲ
629,schon::ADV,已经,ಆಗಲೇ
630,wieder::ADV,又,ಪುನಃ
631,vor::PRP,在...面前,ಮುಂದೆ
632,hinter::PRP,在...背后,ಹಿಂದ
633,unter::PRP,在...下面,ಕೆಳ
634,durch::PRP,穿过,ನೇರವಾಗಿ
635,neben::PRP,在...旁,ಅಧರ ಬಲಿಕ
636,zwischen::PRP,在...之间,ನಡುವೆ
637,wegen::PRP,由于,ಅಧಕ್ಕಗಿ
638,dies::PRN,这,ಈ
639,das::PRN,那,ಅದು
640,alles::PRN,一切,ಎಲ್ಲ
641,ich::PRN,我,ನಾನು
642,du::PRN,你,ನೀನು
643,er::PRN,他,ಅವನು
644,er::PRN,他,ಇವನು
645,wir::PRN,我们,ನಾವು
646,ihr::PRN,你们,ನೀವು
647,sie::PRN,她,ಅವರು
648,was::FPRN,什么,ಏನು
649,wer::FPRN,谁,ಯಾರಿಗೆ
650,wo::FADV,哪里,ಎಲ್ಲಿ
651,wohin::FADV,去哪里,ಎಲ್ಲಿಗೆ
652,wie::FADV,怎么,ಹೇಗೆ
653,warum::FADV,为什么,ಏಕೆ
654,wieviel::FNUM,多少,ಎಷ್ಟು
655,eins::NUM,一,ಒಂದು
656,zwei::NUM,二,ಎರಡು
657,drei::NUM,三,ಮೂರು
658,vier::NUM,四,ನಾಲ್ಕು
659,fünf::NUM,五,ಅಯ್ದು
660,sechs::NUM,六,ಆರು
661,sieben::NUM,七,ಏಳು
662,acht::NUM,八,ಎಂಟು
663,neun::NUM,九,ಒಂಭಬತ್ತು
664,zehn::NUM,十,ಹತ್ತು
665,elf::NUM,十一,ಹನ್ನೊಂದು
666,zwölf::NUM,十二,ಹನ್ನೆರಡು
667,zwanzig::NUM,二十,ಇಪ್ಪತ್ತು
668,dreißig::NUM,三十,ಮೂವತ್ತು
669,vierzig::NUM,四十,ನಲವತ್ತು
670,fünfzig::NUM,五十,ಐವತ್ತು
671,sechzig::NUM,六十,ಅರುವತ್ತು
672,siebzig::NUM,七十,ಎಪ್ಪತ್ತು
673,achtzig::NUM,八十,ಎಂಬತ್ತು
674,neunzig::NUM,九十,ತೊಂಬತ್ತು
675,hundert::NUM,百,ನೂರು
676,tausend::NUM,千,ಸಾವಿರ
677,und::CNJ,和,ಮತ್ತು
678,oder::CNJ,或者,ಅಥವಾ
679,stehen::V,站,ನಿಲ್ಲು
680,sitzen::V,坐,ಕುಳ್ಳಿರು
681,liegen::V,躺着,ಮಲಗಿಕೊ
682,hängen::V,挂着,ಇಳಿಯಬಿಡು
683,werden::V,成为,ಆಗು
684,passieren::V,发生,ಆಗು
685,beginnen::V,开始,ಆರಂಭಿಸು
686,enden::V,终止,ಕೊನೆಗಾಣು
687,wechseln::V,变迁,ಮಾರ್ಪಡಿಸು
688,aufgehen[Sonne]::V,升起,ಮೂಡು
689,untergehen[Sonne]::V,下落,ಮುಳುಗು
690,scheinen[Sonne]::V,照射,ಹೊಳೆ
691,donnern::V,打雷,ಗುಡುಗಾಗು
692,wehen::V,飘扬,ತೀಡು
693,strömen::V,流,ಹರಿ
694,fließen::V,流动,ಹರಿ
695,sich drehen::V,转动,ಸುತ್ತು
696,schwanken::V,摇摆,ಓಲಾಡು
697,schwingen::V,摇,ತೂಗು
698,fallen::V,坠落,ಉದುರು
699,brennen::V,燃烧,ಉರಿ
700,rauchen::V,冒烟,ಹೊಗೆಬಿಡು
701,regnen::V,下雨,ಸುರಿ
702,gefrieren::V,结冰,ಹೆಪ್ಪುಗಟ್ಟು
703,tauen::V,融化,ಬೆಚ್ಚಗಾಗು
704,schmelzen::V,溶化,ಕರಗು
705,trocknen::V,变干,ಒಣಗು
706,sieden::V,煮,ಕುದಿ
707,faulen::V,腐烂,ಕೊಳೆ
708,verfaulen::V,腐烂,ನಶಿಸು
709,reißen::V,撕,ಒಡೆ
710,versinken::V,下沉,ಮುಳುಗು
711,vergehen::V,流逝,ಸಾಗು
712,erscheinen::V,出现,ತೋರು
713,verschwinden::V,消失,ಮಾಯವಾಗು
714,sinken::V,下降,ಕುಸಿ
715,abnehmen::V,减少,ತಗ್ಗು
716,zunehmen::V,增加,ಬೆಳೆ
717,steigen::V,上升,ಉಬ್ಬು
718,wachsen::V,生长,ಬೆಳೆ
719,glänzen::V,发光,ಮಿರುಗು
720,funkeln::V,闪烁,ಮಿನುಗು
721,lärmen::V,吵闹,ಶಬ್ದ ಮಾಡಲು
722,läuten::V,响,ಬಾರಿಸು
723,klingeln::V,按铃,ಅನುರಣಿಸು
724,brausen::V,疾驶,ಅಬ್ಬರಿಸು
725,klingen::V,听起来,ಉಸಿರು
726,bellen::V,吠,ಬಗುಳು
727,heulen::V,嗥,ಅರಚು
728,blasen::V,吹,ಗಾಳಿ ಊದು
729,pfeifen::V,吹口哨,ಸಿಳ್ಳೆಯೂದು
730,schreien::V,叫喊,ಕರೆ
731,stöhnen::V,呻吟,ನರಳು
732,zittern::V,颤抖,ನಡುಗು
733,leben::V,生存,ಇರು
734,geboren werden::V,出生,ಉಂಟಾಗು
735,atmen::V,呼吸,ಉಸಿರು
736,trinken::V,喝,ಕುಡಿ
737,essen::V,吃,ತಿನ್ನು
738,schlucken::V,咽,ನುಂಗು
739,müde werden::V,疲倦,ಬಳಲು
740,einschlafen::V,入睡,ನಿದ್ಧೆಹೋಗು
741,schlafen::V,睡觉,ನಿದ್ರಿಸು
742,aufwachen::V,睡醒,ಏಳು
743,aufstehen::V,起床,ಏಳು
744,sich erholen::V,休养,ಸುಧಾರಿಸು
745,krank werden::V,生病,ಬೇನೆಬೀಳು
746,krank sein::V,生病,ಕೆಟ್ಟ ಎಂದು
747,schmerzen::V,疼痛,ಕಚ್ಚು
748,husten::V,咳,ಕೆಮ್ಮು
749,genesen::V,痊愈,ಮತ್ತೆಹೊದಿಸು
750,sterben::V,死,ಮೃತಪಡು
751,umkommen::V,丧命,ಹಾಳಾಗು
752,sich bewegen::V,移动,ಚಲಿಸು
753,sich rühren::V,动弹,ಕದಲು
754,sich erheben::V,站起,ಏಳು
755,sich setzen::V,坐,ಕೂರು
756,hinfallen::V,跌倒,ಬೀಳು
757,laufen::V,步行,ನಡೆ
758,schreiten::V,迈步,ಮೆಲ್ಲಗೆ ನಡೆ
759,spazierengehen::V,散步,ವಿಹರಿಸು
760,eilen::V,急忙,ಮುನ್ನುಗ್ಗು
761,sich beeilen::V,赶快,ಆತುರಪಡು
762,sausen::V,疾驰,ಒಗೆ
763,rennen::V,奔跑,ಓಡು
764,springen::V,跳,ಜಿಗಿ
765,klettern::V,攀缘,ಏರು
766,schaukeln::V,荡秋千,ತೂಗು
767,kriechen::V,爬行,ತೆವಳು
768,schwimmen::V,游泳,ಈಜು
769,tauchen::V,潜水,ಕೆಳಗಿಳಿ
770,rudern::V,划船,ಸಾಗಿಸು
771,fahren::V,行驶,ನಡೆಸು
772,fliegen::V,飞,ಹಾರು
773,gehen::V,走,ಹೋಗು
774,weggehen::V,离去,ಹೊರಡು
775,abfahren::V,出发,ತೆರಳು
776,anhalten::V,停住,ನಿಲ್ಲು
777,hineingehen::V,进去,ಒಳಹೊಗು
778,eintreten::V,进入,ಒಳಹೊಗು
779,kommen::V,来,ಬರು
780,ankommen::V,到达,ಬರು
781,zurückkommen::V,回来,ಹಿಂದಿರುಗು
782,bleiben::V,停留,ಇರು
783,warten::V,等,ಇರು
784,erwarten::V,等候,ನಿರೀಕ್ಷಿಸು
785,suchen::V,找,ಹುಡುಕು
786,finden::V,找到,ಕಂಡುಕೊ
787,versuchen::V,尝试,ಪ್ರಯತ್ನಿಸು
788,vorbereiten::V,预备,ಸಿದ್ಧವಾಗು
789,lieben::V,爱,ಪ್ರೀತಿಸು
790,mögen::V,喜欢,ಇಷ್ಟಪಡು
791,lachen::V,笑,ನಗು
792,weinen::V,哭,ಅಳು
793,schimpfen::V,骂,ಗೊಣಗು
794,sich ärgern::V,生气,ಗಣಗಾಡು
795,sich fürchten::V,害怕,ನಡುಗು
796,fürchten::V,害怕,ಹೆದರು
797,fliehen::V,逃走,ಓಡಿಹೋಗು
798,flüchten::V,逃跑,ಪಾರಾಗು
799,sehen::V,看,ಕಾಣು
800,anschauen::V,注视,ನೋಡು
801,ansehen::V,注视,ನಿರೀಕ್ಷಿಸು
802,hören::V,听,ಕೇಳು
803,zuhören::V,倾听,ಆಲಿಸು
804,probieren::V,尝,ರುಚಿ ನೋಡು
805,riechen::V,闻,ಮೂಸು
806,fühlen::V,感到,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
807,scheinen::V,照耀,ತೋರು
808,zu sehen sein::V,可以看到,ಕಾಣಿಸು
809,vernehmen::V,审讯,ಕೇಳು
810,frieren::V,觉得冷,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
811,tun::V,作,ಮಾಡು
812,können::V,能,ಮಾಡಬಲ್ಲ
813,wollen::V,要,ಬಯಸು
814,anfangen::V,开始,ಪ್ರಾರಂಭಿಸು
815,beenden::V,结束,ನಿಲ್ಲಿಸು
816,aufhören::V,停止,ಮುಗಿಸು
817,gelingen::V,成功,ಯಶಸ್ವಿಯಾಗು
818,geraten::V,陷于,ಉತ್ಪತ್ತಿಮಾಡು
819,öffnen::V,打开,ತೆರೆ
820,schließen::V,关,ಮುಚ್ಚು
821,stellen::V,放,ಇಕ್ಕು
822,setzen::V,放,ಇಡು
823,legen::V,摆,ಇಡು
824,berühren::V,触,ತಾಕು
825,verbinden::V,联结,ಕೂಡಿಸು
826,bedecken::V,覆盖,ಮುಚ್ಚು
827,aufhängen::V,挂,ತೂಗುಹಾಕು
828,anzünden::V,点,ಹತ್ತಿಸು
829,aufheben::V,拾起,ಆಯಿ
830,zurücklassen::V,遗留,ಬಿಡು
831,verlieren::V,丧失,ಕಳೆ
832,fallen lassen::V,让掉下,ಬೀಳಿಸು
833,machen::V,做,ಮಾಡು
834,herstellen::V,生产,ತಯಾರಿಸು
835,bauen::V,建造,ಕಟ್ಟು
836,reparieren::V,修理,ಸರಿಪಡಿಸು
837,verbessern::V,改进,ತಿದ್ದು
838,ändern::V,改变,ಬದಲಾಯಿಸು
839,graben::V,挖,ಅಗೆ
840,beugen::V,弯下,ಬಗ್ಗಿಸು
841,biegen::V,弯,ಬಗ್ಗಿಸು
842,drehen::V,转动,ತಿರುಗು
843,wenden::V,转动,ತಿರುಗು
844,umdrehen::V,转动,ತಿರುಗಿಸು
845,heben::V,举起,ಎತ್ತು
846,hochheben::V,抬高,ಎತ್ತು
847,ergreifen::V,抓住,ಆಕ್ರಮಿಸು
848,halten::V,拿着,ಹಿಡಿ
849,drücken::V,压,ಒತ್ತು
850,schieben::V,推,ನೂಕು
851,kratzen::V,搔,ತರಚಿಕೊಳ್ಳು
852,lecken::V,舔,ನೆಕ್ಕು
853,beißen::V,咬,ಕಚ್ಚು
854,abreißen::V,撕下,ಹರಿ
855,abschneiden::V,切断,ಕತ್ತರಿಸು
856,binden::V,捆,ಕಟ್ಟು
857,stecken::V,插,ಸಿಕ್ಕಿಸು
858,brechen::V,断裂,ಮುರಿ
859,klopfen::V,敲,ತಟ್ಟು
860,hauen::V,揍,ಹೊಡೆ
861,kleben::V,粘,ಅಂಟಿಸು
862,reiben::V,摩擦,ಉಜ್ಜು
863,streichen::V,涂,ಹರಡು
864,schleifen::V,拖曳,ಮಸೆ
865,schneiden::V,切,ಕತ್ತರಿಸು
866,rütteln::V,颠簸,ಕುಲುಕಿಸು
867,schütteln::V,摇动,ಅಲುಗಿಸು
868,schwenken::V,摇动,ತೂಗಾಡು
869,schütten::V,倒,ಎರೆ
870,füllen::V,填满,ತುಂಬಿಸು
871,einwickeln::V,包,ಹೊದಿಸು
872,tragen::V,提,ಹೊರು
873,schleppen::V,扛,ಜಗ್ಗು
874,ziehen::V,拉,ಎಳೆ
875,aufbewahren::V,保存,ಇಟ್ಟುಕೊ
876,werfen::V,扔,ಎಸೆ
877,fangen::V,捕捉,ಹಿಡಿ
878,packen::V,抓住,ಸೆಳೆ
879,verstecken::V,藏,ಮುಚ್ಚಿಡು
880,teilen::V,分,ವಿಭಜಿಸು
881,schicken::V,派遣,ಕಳುಹಿಸು
882,bringen::V,带来,ತರು
883,hinzufügen::V,添加,ಕೂಡಿಸು
884,bekommen::V,得到,ಸಂಪಾದಿಸು
885,erhalten::V,接到,ಪಡೆ
886,nehmen::V,拿,ಹಿಡಿ
887,wählen::V,挑选,ಆರಿಸು
888,auswählen::V,选择,ಆಯಿ
889,bewahren::V,保持,ರಕ್ಷಿಸಿಡು
890,behindern::V,防碍,ಅಡ್ಡಿಮಾಡು
891,verderben::V,败坏,ಕೆಡಿಸು
892,beschädigen::V,损坏,ಹಾಳುಮಾಡು
893,zerbrechen::V,破碎,ಮುರಿ
894,zerreißen::V,撕碎,ಸೀಳು
895,zerstören::V,毁坏,ಅಳಿಸು
896,verbrennen::V,燃烧,ಸುಡು
897,geben::V,给,ಕೊಡು
898,reichen::V,递给,ಕೊಡು
899,schenken::V,赠送,ಅರ್ಪಿಸು
900,versprechen::V,许诺,ವಾಗ್ದಾನಮಾಡು
901,wünschen::V,祝,ಬಯಸು
902,loben::V,表扬,ಹೊಗಳು
903,küssen::V,亲,ಚುಂಬಿಸು
904,wiegen::V,轻摇,ತೂಗು
905,zudecken::V,盖上,ಹಾಸು
906,wecken::V,唤起,ಎಬ್ಬಿಸು
907,zeigen::V,指,ತೋರಿಸು
908,führen::V,带领,ದಾರಿತೋರಿಸು
909,lehren::V,教,ಕಲಿಸು
910,unterrichten::V,讲课,ಬೋಧಿಸು
911,aufziehen::V,抚养,ಸಲಹು
912,leiten::V,领导,ಮುಂದಾಳಾಗಿರು 
913,antreiben::V,催促,ಓಡಿಸು
914,lassen::V,让,ಮಾಡಲುಬಿಡು
915,einladen::V,邀请,ಆಹ್ವಾನಿಸು
916,vereinigen::V,统一,ಒಂದಾಗು
917,besuchen::V,参观,ಭೇಟಿಯಾಗು
918,treffen::V,会面,ಸಂಧಿಸು
919,sich versammeln::V,聚集,ನೆರೆ
920,spielen::V,玩,ಆಡು
921,singen::V,唱歌,ಹಾಡು
922,tanzen::V,跳舞,ಕುಣಿ
923,sich trennen::V,分别,ಪ್ರತ್ಯೇಮಾಡು
924,verlassen::V,离开,ಕಳೆ
925,retten::V,救,ರಕ್ಷಿಸು
926,bewachen::V,守卫,ಕಾಪಾಡು
927,schützen::V,保护,ಸಂರಕ್ಷಿಸು
928,verteidigen::V,保卫,ಕಾಪಿಡು
929,sich schlagen::V,打架,ಕಿತ್ತಾಟ
930,schießen::V,射击,ಎಸೆ
931,siegen::V,获胜,ಗೆಲ್ಲು
932,ärgern::V,激怒,ರೇಗಿಸು
933,schlagen::V,打,ಹೊಡೆ
934,treten::V,踢,ಒದೆ
935,stechen::V,刺,ಚುಚ್ಚು
936,stoßen::V,撞,ತಳ್ಳು
937,stehlen::V,盗窃,ಕದಿ
938,stören::V,干扰,ಕತಕು
939,belästigen::V,打搅,ತೊಂದರೆ
940,verbergen::V,隐藏,ಮರೆಮಾಜು
941,täuschen::V,欺骗,ಠಕ್ಕಿಸು
942,betrügen::V,欺骗,ವಂಚಿಸು
943,töten::V,杀,ಕೊಲ್ಲು
944,wohnen::V,居住,ವಾಸಿಸು
945,arbeiten::V,工作,ಕೆಲಸ ಮಾಡು
946,sammeln::V,收集,ಸಂಚಯಿಸು
947,pflücken::V,采,ಬಿಡಿಸು
948,jagen::V,打猎,ಬೇಟೆಯಾಡು
949,fischen::V,捕鱼,ಮೀನು ಹಿಡಿ
950,fassen::V,捉住,ಹಿಡಿ
951,hüten::V,守护,ಗುಂಪುಸೇರಿಸು
952,treiben::V,漂,ದಬ್ಬು
953,anbinden::V,拴,ಬಿಗಿ
954,füttern::V,喂,ಮೇಯಿಸು
955,melken::V,挤奶,ಹಾಲು ಕರೆ
956,hacken::V,剁细,ತುಂಡರಿಸು
957,gießen::V,浇,ನೀರುಹಾಕು
958,reifen::V,成熟,ಕಳಿ
959,kochen::V,煮,ಅಡು
960,backen::V,烤,ಬೇಯಿಸು
961,braten::V,煎,ಕರಿ
962,umrühren::V,搅拌,ಕಲಕು
963,stricken::V,织,ಹೆಣೆ
964,nähen::V,缝,ಹೊಲಿ
965,färben::V,染色,ಬಣ್ಣ ಹತ್ತು
966,reinigen::V,清洁,ಸ್ವಚ್ಛಮಾಡು
967,waschen::V,洗,ತೊಳೆ
968,abwischen::V,擦掉,ಒರಸು
969,spülen::V,清洗,ಗಲಬರಿಸು
970,fegen::V,扫,ಗುಡಿಸು
971,kehren::V,打扫,ಗುಡಿಸು
972,baden::V,给...洗澡,ಸ್ನಾನಮಾಡು
973,sich waschen::V,洗澡,ತೊಳೆ
974,ausziehen::V,脱,ಬಿಚ್ಚು
975,anziehen::V,穿,ಹಾಕು
976,sich anziehen::V,穿衣,ಹಾಕು
977,kämmen::V,梳,ಬಾಚು
978,schmücken::V,装饰,ಅಲಂಕರಿಸು
979,sagen::V,说,ಹೇಳು
980,sprechen::V,说,ನುಡಿ
981,reden::V,讲,ನುಡಿ
982,sich unterhalten::V,聊天,ಹರಟೆ ಹೊಡಿ
983,fragen::V,问,ವಿಚಾರಿಸು
984,bitten::V,请,ಬೇಡು
985,erzählen::V,叙述,ಹೇಳು
986,mitteilen::V,通知,ತಿಳಿಸು
987,nennen::V,叫做,ಹೆಸರಿಡು
988,rufen::V,叫,ಕರೆ
989,prahlen::V,吹牛,ಜಂಬ ಕೊಚ್ಚು
990,übersetzen::V,翻译,ಭಾಷಾಂತರಿಸು
991,denken::V,想,ಯೋಚಿಸು
992,glauben::V,以为,ನಂಬು
993,bemerken::V,发觉,ಗಮನಿಸು
994,erkennen::V,识别,ಗುರುತುಹಿಡಿ
995,begreifen::V,理解,ಗ್ರಹಿಸು
996,verstehen::V,明白,ಅರ್ಥಮಾಡಿಕೊ
997,lernen::V,学,ಕಲಿ
998,wissen::V,知道,ಅರಿ
999,sich erinnern an::V,回忆,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1000,vergessen::V,忘记,ಮರೆತುವಿಡು
1001,messen::V,测量,ಅಳೆ
1002,zählen::V,数,ಗಣಿಸು
1003,rechnen::V,计算,ಲೆಕ್ಕ ಹಾಕು
1004,lesen::V,读,ಓದು
1005,malen::V,画,ಬಿಡಿಸು
1006,zeichnen::V,绘制,ಬಿಡಿಸು
1007,schreiben::V,写,ಬರೆ
1008,besitzen::V,占有,ಒಡೆಯನಾಗಿರು
1009,kaufen::V,买,ಕೊಳ್ಳು
1010,verkaufen::V,卖,ಕೊಡು
1011,bezahlen::V,付钱,ಬೆಲೆತೆರು
1012,zahlen::V,支付,ಹಣವನ್ನುಕೊಡು
1013,beherrschen::V,统治,ಅಧಿಕಾರ ನಡೆಸು
1014,ertragen::V,忍耐,ಸಹಿಸು
1015,vergebens::ADV,,ನಿಷ್ಫಲವಾಗಿ
1016,klirren::V,,ಕಿಣಿಕಿಣಿಸು
1017,rauschen::V,,ಮರ್ಮರಗುಟ್ಟಿಸು
1018,rühren::V,,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
1019,zubereiten::V,,ಅಡಿಗೆಮಾಡು
