,Concept_ID,ga,kk
126,Anhöhe::N,ard,адыр
127,Anhöhe::N,ard,қырат
128,Anhöhe::N,ardán,дөң
129,Anhöhe::N,ardán,адыр
130,Anhöhe::N,ardán,қырат
131,Berg::N,sliabh,тау
132,Gipfel::N,barr,төбе
133,Gipfel::N,mullach,төбе
134,Höhle::N,uaimh,үңгір
135,Höhle::N,pluais,үңгір
136,Abhang::N,fána,бауыр
137,Quelle::N,foinse,қайнар
138,Bach::N,sruthán,жылға
139,Fluss::N,abhainn,өзен
140,Ufer::N,bruach,жиек
141,Küste::N,cósta,жиегі
142,Küste::N,cósta,жағалау
143,Küste::N,cladach,жиегі
144,Küste::N,cladach,жағалау
145,Festland::N,míntír,құрылық
146,Meer::N,muir,теңіз
147,Meer::N,farraige,теңіз
148,Bucht::N,bá,шығанақ
149,Bucht::N,cuan,шығанақ
150,Insel::N,inis,арал
151,Insel::N,oileán,арал
152,Blume::N,bláth,гүл
153,Gras::N,féar,от
154,Wurzel::N,rúta,түбір
155,Wurzel::N,fréamh,түбір
156,Baum::N,crann,ағаш
157,Baum::N,crann,дарақ
158,Stamm::N,stoc,сояу
159,Stamm::N,stoc,оқпан
160,Stamm::N,tamhan,сояу
161,Stamm::N,tamhan,оқпан
162,Rinde::N,coirt,қабық
163,Rinde::N,craiceann,қабық
164,Ast::N,géag,бұтақ
165,Zweig::N,géag,шыбық
166,Zweig::N,craobh,шыбық
167,Blatt::N,duille,жапырақ
168,Blatt::N,duilleog,жапырақ
169,Birke::N,beith,қайың
170,Birke::N,crann beithe,қайың
171,Kiefer[Baum]::N,péine,қарағай
172,Weide[Baum]::N,saileach,тал
173,Tanne::N,giúis,шырша
174,Horn::N,adharc,мүйіз
175,Feder::N,cleite,қаламұш
176,Fell::N,clúmh,тері
177,Flügel::N,eite,қанат
178,Flügel::N,sciathán,қанат
179,Klaue::N,crúb,тырнақ
180,Klaue::N,crobh,тырнақ
181,Kralle::N,crobh,аяқ
182,Schwanz::N,eireaball,құйрық
183,Ei::N,ubh,жұмыртқа
184,Nest::N,nead,ұя
185,Bau::N,brocais,жатақ
186,Tier::N,ainmhí,айуан
187,Tier::N,ainmhí,жануар
188,Tier::N,beithíoch,айуан
189,Tier::N,beithíoch,жануар
190,Herde::N,tréad,пада
191,Kuh::N,bó,сиыр
192,Bulle::N,tarbh,өгіз
193,Pferd::N,each,жылқы
194,Pferd::N,capall,жылқы
195,Schaf::N,caora,қой
196,Schwein::N,muc,шошқа
197,Hund::N,madra,ит
198,Katze::N,cat,мысық
199,Bär::N,béar,аю
200,Eichhörnchen::N,iora,тиін
201,Elch::N,eilc,бұғы
202,Fuchs::N,sionnach,түлкі
203,Fuchs::N,madra rua,түлкі
204,Hase::N,giorria,қоян
205,Maus::N,luch,қаптесер
206,Wolf::N,mac tíre,бөрі
207,Wolf::N,mac tíre,қасқыр
208,Vogel::N,éan,құс
209,Schwarm::N,saithe,топ
210,Schwarm::N,saithe,үйір
211,Huhn::N,cearc,тауық
212,Huhn::N,cearc,мекиен
213,Hahn::N,coileach,әтеш
214,Hahn::N,coileach,қораз
215,Gans::N,gé,қаз
216,Adler::N,iolar,бүркіт
217,Ente::N,lacha,үйрек
218,Eule::N,ulchabhán,жапалақ
219,Kranich::N,grús,тырна
220,Krähe::N,caróg,қарға
221,Krähe::N,préachán,қарға
222,Kuckuck::N,cuach,көкек
223,Schwan::N,eala,аққу
224,Fisch::N,iasc,балық
225,Barsch::N,péirse,алабұға
226,Hecht::N,liús,шортан
227,Schlange[Tier]::N,nathair,жылан
228,Wurm::N,péist,шұбалшаң
229,Spinne::N,damhán alla,өрмекші
230,Ameise::N,seangán,қүмырска
231,Laus::N,míol,бит
232,Mücke::N,muiscít,маса
233,Mücke::N,corrmhíol,маса
234,Fliege::N,cuil,шыбын
235,Fliege::N,cuileog,шыбын
236,Schmetterling::N,féileacán,көбелек
237,Beere::N,caor,жидек
238,Apfel::N,úll,алма
239,Pilz::N,beacán,қозықұйрық
240,Pilz::N,beacán,саңыраукулақ
241,Pilz::N,muisiriún,қозықұйрық
242,Pilz::N,muisiriún,саңыраукулақ
243,Zwiebel::N,oinniún,жуа
244,Saat::N,síol,тұқым
245,Korn::N,gráinne,дән
246,Heu::N,féar,шөп
247,Schale::N,scaimh,қабық
248,Schale::N,scaimh,қабығы
249,Grube::N,poll,ор
250,Falle::N,gaiste,дұзақ
251,Falle::N,gaiste,қақпан
252,Schlinge::N,sealán,ілмек
253,Spur::N,rian,із
254,Asche::N,luaith,күл
255,Dreck::N,salachar,былғаныш
256,Eisen::N,iarann,темір
257,Gold::N,ór,алтын
258,Silber::N,airgead,күміс
259,Kohle::N,gual,көмір
260,Glas::N,gloine,шыны
261,Lehm::N,cré,балшық
262,Sand::N,gaineamh,құм
263,Mensch::N,duine,адам
264,Mann::N,fear,еркек
265,Mann::N,fear,ер адам
266,Frau::N,bean,бике
267,Frau::N,bean,қатын
268,Kind::N,gasúr,бала
269,Kind::N,gasúr,перзент
270,Kind::N,páiste,бала
271,Kind::N,páiste,перзент
272,Junge::N,buachaill,бала
273,Junge::N,buachaill,ер бала
274,Mädchen::N,cailín,қыз
275,Familie::N,teaghlach,жанұя
276,Familie::N,comhluadar,жанұя
277,Großvater::N,seanathair,ата
278,Großmutter::N,seanmháthair,әже
279,Großmutter::N,seanmháthair,әжей
280,Eltern::N,tuismitheoirí,ата-аналар
281,Vater::N,athair,әке
282,Mutter::N,máthair,ана
283,Sohn::N,mac,ұл
284,Tochter::N,iníon,қызым
285,Bruder::N,deartháir,бауырым
286,Schwester::N,deirfiúr,әпке
287,Onkel::N,uncail,көке
288,Tante::N,aintín,тәте
289,Ehemann::N,fear céile,ер
290,Ehefrau::N,bean chéile,зайып
291,Freude::N,áthas,қуаныш
292,Freude::N,áthas,сүйініш
293,Freude::N,áthas,шат-думан
294,Freude::N,áthas,қуаныштылық
295,Gelächter::N,gáire,күлу
296,Glück::N,séan,бақыт
297,Glück::N,séan,бақыттылық
298,Glück::N,sonas,бақыт
299,Glück::N,sonas,бақыттылық
300,Kummer::N,brón,аза
301,Kummer::N,brón,қайғы
302,Kummer::N,brón,қасырет
303,Kummer::N,buairt,аза
304,Kummer::N,buairt,қайғы
305,Kummer::N,buairt,қасырет
306,Wunsch::N,guí,мүдде
307,Wunsch::N,achainí,мүдде
308,Lust::N,fonn,тәбет
309,Lust::N,fonn,ынтызар
310,Lust::N,fonn,құштарлық
311,Geist::N,meon,рух
312,Geist::N,spiorad,рух
313,Gedanke::N,smaoineamh,ой
314,Gedächtnis::N,cuimhne,ес
315,Gedächtnis::N,cuimhne,жады
316,Gedächtnis::N,cuimhne,ақыл-ес
317,Verstand::N,ciall,ақыл
318,Verstand::N,ciall,парасат
319,Verstand::N,intinn,ақыл
320,Verstand::N,intinn,парасат
321,Sinn::N,brí,мән
322,Sinn::N,brí,маныз
323,Sinn::N,brí,мағына
324,Sinn::N,brí,мән-мағына
325,Sinn::N,ciall,мән
326,Sinn::N,ciall,маныз
327,Sinn::N,ciall,мағына
328,Sinn::N,ciall,мән-мағына
329,Grund::N,fáth,себеп
330,Wahrheit::N,fírinne,рас
331,Gespräch::N,comhrá,әңгіме
332,Märchen::N,scéal,ертеп
333,Märchen::N,scéal,ертек
334,Erzählung::N,scéal,әңгіме
335,Nachricht::N,teachtaireacht,хабар
336,Neuigkeit::N,scéala,жаңалық
337,Name::N,ainm,ат
338,Name::N,ainm,атау
339,Rätsel::N,tomhas,жұмбақ
340,Rede::N,óráid,сөз
341,Rede::N,aitheasc,сөз
342,Sprache::N,teanga,тіл
343,Stimme::N,guth,үн
344,Stimme::N,guth,әуен
345,Stimme::N,guth,дауыс
346,Wort::N,focal,сөз
347,Zeichen::N,comhartha,ишара
348,Ruf::N,glaoch,айғай
349,Lärm::N,torann,айғай-шу
350,Lärm::N,torann,айғай-ұйғай
351,Laut::N,fuaim,дыбыс
352,Laut::N,fuaim,дауыс
353,Ton::N,ton,әуен
354,Lied::N,amhrán,ән
355,Lied::N,amhrán,жыр
356,Lied::N,amhrán,ән-жыр
357,Ruhe::N,suaimhneas,тыныштық
358,Leute::N,muintir,кісілер
359,Volk::N,pobal,халық
360,Arbeit::N,obair,еңбек
361,Gast::N,aoi,қонақ
362,Gast::N,aoi,мейман
363,Geschenk::N,féirín,қадия
364,Geschenk::N,bronntanas,қадия
365,Spiel::N,cluiche,ойын
366,Gesellschaft::N,comhluadar,қауым
367,Gesellschaft::N,comhluadar,жұртшылық
368,Hilfe::N,cúnamh,жэрдем
369,Hilfe::N,cabhair,жэрдем
370,Freund::N,cara,дос
371,Kamerad::N,comrádaí,дос-жар
372,Angelegenheit::N,ábhar,жұмыс
373,Anzahl::N,líon,сан
374,Anzahl::N,líon,саны
375,Art::N,sórt,түр
376,Art::N,saghas,түр
377,Stück::N,píosa,тілім
378,Teil::N,cuid,үлес
379,Teil::N,cuid,бөлшек
380,Teil::N,páirt,үлес
381,Teil::N,páirt,бөлшек
382,Hälfte::N,leath,жарты
383,Kreis::N,ciorcal,шеңбер
384,Kreuz::N,cros,крест
385,Linie::N,líne,сызық
386,Strich::N,stríoc,сызық
387,Abstand::N,achar,ара
388,Abstand::N,achar,аралық
389,Entfernung::N,fad,аралық
390,Gegend::N,ceantar,өңір
391,Platz::N,áit,орны
392,Platz::N,spás,орны
393,Ort::N,áit,орын
394,Seite::N,taobh,жақ
395,Seite::N,taobh,бүйір
396,Mitte::N,lár,ортасы
397,Gegenstand::N,ball,зат
398,Gegenstand::N,ball,нәрсе
399,Gegenstand::N,ábhar,зат
400,Gegenstand::N,ábhar,нәрсе
401,Sache::N,ní,бұйым
402,Sache::N,rud,бұйым
403,Rand::N,imeall,шет
404,Rand::N,imeall,шеті
405,Rand::N,ciumhais,шет
406,Rand::N,ciumhais,шеті
407,Kante::N,corr,қыр
408,Kante::N,corr,қыры
409,Kante::N,colbha,қыр
410,Kante::N,colbha,қыры
411,Ecke::N,coirnéal,қыры
412,Ecke::N,coirnéal,бұрыш
413,Spitze::N,gob,ұшы
414,Spitze::N,barr,ұшы
415,Ende::N,ceann,аяқ
416,Ende::N,ceann,соңы
417,Ende::N,foirceann,аяқ
418,Ende::N,foirceann,соңы
419,Loch::N,poll,тесік
420,Winkel::N,cúinne,мүйіс
421,Winkel::N,uillinn,мүйіс
422,Muster::N,patrún,мәнер
423,Größe::N,méid,ауқым
424,Größe::N,méid,көлемдік
425,Größe::N,toise,ауқым
426,Größe::N,toise,көлемдік
427,Länge::N,fad,бой
428,Länge::N,fad,ұзындық
429,Höhe::N,airde,жоғарылық
430,Höhe::N,airde,биіктік
431,Gewicht::N,meáchan,салмақ
432,Menge::N,méid,мөлшер
433,Haufen::N,cnap,үйме
434,Haufen::N,cnap,үйінді
435,Reihe::N,líne,сап
436,Reihe::N,sraith,сап
437,Boot::N,bád,қайық
438,Ruder::N,rámh,ескек
439,Ruder::N,maide rámha,ескек
440,Schlitten::N,carr sleamhnáin,шана
441,Ski::N,scí,шаңғы
442,Lagerfeuer::N,tine champa,алау
443,Last::N,ualach,ауырлық
444,Last::N,ualach,ауыр зат
445,Gang::N,siúlóid,жүріс
446,Schritt::N,céim,адым
447,Schritt::N,coiscéim,адым
448,Norden::N,tuaisceart,солтүстік
449,Norden::N,tuaisceart,терістік
450,Süden::N,deisceart,оңтүстік
451,Westen::N,iarthar,батыс
452,Osten::N,oirthear,күншығыс
453,Holz::N,adhmad,ағаш
454,Holz::N,adhmad,сүрек
455,Brett::N,clár,тақта
456,Platte::N,leac,тақта
457,Stütze::N,taca,тіреу
458,Stange::N,polla,қада
459,Stange::N,cuaille,қада
460,Stock::N,bata,сойыл
461,Stock::N,maide,сойыл
462,Stab::N,maide,сырық
463,Stab::N,bachall,сырық
464,Rohr::N,píopa,құбыр
465,Haus::N,teach,үй
466,Heim::N,baile,үйлі
467,Heim::N,baile,шаңырақ
468,Ofen::N,sornóg,ошақ
469,Ofen::N,sornóg,пеш
470,Fußboden::N,urlár,еден
471,Tisch::N,bord,үстел
472,Tisch::N,tábla,үстел
473,Stuhl::N,cathaoir,орындық
474,Wiege::N,cliabhán,бесік
475,Bett::N,leaba,кереует
476,Regal::N,seilf,сөре
477,Kiste::N,bosca,жәшік
478,Fenster::N,fuinneoig,терезе
479,Tür::N,doras,есік
480,Tor::N,geata,дарбаза
481,Zaun::N,fál,дуал
482,Zaun::N,claí,дуал
483,Dach::N,díon,шатыр
484,Leiter::N,dréimire,саты
485,Leiter::N,dréimire,басқыш
486,Besen::N,scuab,сыпырғыш
487,Spaten::N,spád,күрек
488,Spaten::N,rámhainn,күрек
489,Schaufel::N,sluasaid,қалақ
490,Gabel::N,forc,аша
491,Gabel::N,forc,шанышқы
492,Gabel::N,gabhlóg,аша
493,Gabel::N,gabhlóg,шанышқы
494,Löffel::N,spúnóg,қасық
495,Messer::N,scian,пышақ
496,Nagel::N,tairne,мық
497,Nagel::N,tairne,шеге
498,Netz::N,líon,керегекөз
499,Netz::N,eangach,керегекөз
500,Haken::N,croch,ілмек
501,Griff::N,cos,сап
502,Griff::N,cos,тұтқа
503,Griff::N,hanla,сап
504,Griff::N,hanla,тұтқа
505,Schloss::N,glas,құлып
506,Schloss::N,glas,бекіткіш
507,Bild::N,pictiúr,сурет
508,Figur::N,fíor,тұлға
509,Puppe::N,bábóg,қуыршақ
510,Beutel::N,mála,қапшық
511,Beutel::N,mealbhóg,қапшық
512,Bündel::N,beart,байлам
513,Tasche::N,mála,дорба
514,Eimer::N,buicéad,шелек
515,Deckel::N,clár,жапқыш
516,Deckel::N,claibín,жапқыш
517,Geschirr::N,soithí,ыдыс
518,Geschirr::N,gréithe,ыдыс
519,Sack::N,sac,қап
520,Sack::N,mála,қап
521,Tasse::N,cupán,шыныаяқ
522,Topf::N,pota,кәстрөл
523,Kessel::N,citeal,қазан
524,Essen::N,béile,ас
525,Nahrung::N,bia,ас
526,Nahrung::N,bia,тамақ
527,Speise::N,mias,тағам
528,Fleisch::N,feoil,ет
529,Getreide::N,grán,дәнді
530,Getreide::N,arbhar,дәнді
531,Brei::N,brúitín,ботқа
532,Brot::N,arán,күлше
533,Scheibe::N,píosa,тілім
534,Scheibe::N,slisne,тілім
535,Fett::N,saill,май
536,Fett::N,méathras,май
537,Butter::N,im,май
538,Öl::N,ola,май
539,Salz::N,salann,тұз
540,Suppe::N,sú,көже
541,Suppe::N,anraith,көже
542,Honig::N,mil,бал
543,Milch::N,bainne,сүт
544,Tee::N,tae,шай
545,Leder::N,leathar,көн
546,Wolle::N,olann,жүн
547,Stoff::N,éadach,мата
548,Stoff::N,éadach,кездеме
549,Nadel::N,snáthaid,ине
550,Faden::N,snáth,жіп
551,Knopf::N,cnaipe,түйме
552,Knoten::N,snaidhm,түйін
553,Farbe::N,péint,рең
554,Kleidung::N,éadaí,киім
555,Hemd::N,léine,жейде
556,Kragen::N,bóna,жаға
557,Ärmel::N,muinchille,жең
558,Hose::N,bríste,шалбар
559,Hose::N,treabhsar,шалбар
560,Gürtel::N,crios,белбеу
561,Mütze::N,caipín,қалпақ
562,Schuh::N,bróg,кебіс
563,Stiefel::N,buatais,етік
564,Ring::N,fáinne,жүзік
565,Band::N,ribín,таспа
566,Kamm::N,cíor,тарақ
567,Spiegel::N,scáthán,айна
568,Riemen::N,iall,қайыс
569,Riemen::N,strapa,қайыс
570,Schnur::N,téad,жіп
571,Schnur::N,sreangán,жіп
572,Leine::N,iall,тізгін
573,Decke::N,pluid,көрпе
574,Decke::N,blaincéad,көрпе
575,Kissen::N,piliúr,жастық
576,Kissen::N,adhartán,жастық
577,Tuch::N,scaif,орамал
578,Handtuch::N,tuáille,сүлгі
579,Kraft::N,fórsa,қуат
580,Kraft::N,fórsa,қарқын
581,Kraft::N,fórsa,әл-шама
582,Kraft::N,fórsa,әл-дәрмен
583,Stärke::N,neart,әл
584,Stärke::N,neart,күш
585,Gesundheit::N,sláinte,денсаулык
586,Krankheit::N,tinneas,ауру
587,Krankheit::N,breoiteacht,ауру
588,Schmerz::N,pian,ауру
589,Wunde::N,goin,зақым
590,Wunde::N,goin,жарақат
591,Fieber::N,fiabhras,безгек
592,Fieber::N,fiabhras,қалтырау
593,Fieber::N,fiabhras,қызу көтерілуі
594,Arznei::N,cógas,дәрі
595,Arznei::N,cógas,дәрі-дәрмек
596,Brücke::N,droichead,көпір
597,Brunnen::N,tobar,құдық
598,Weide::N,féarach,өріс
599,Weide::N,féarach,жайылым
600,Pfad::N,cosán,жол
601,Pfad::N,conair,жол
602,Weg::N,slí,жол
603,Weg::N,bealach,жол
604,Straße::N,bóthar,жол
605,Dorf::N,sráidbhaile,ауыл
606,Stadt::N,baile,қала
607,Stadt::N,baile,шаһар
608,Stadt::N,cathair,қала
609,Stadt::N,cathair,шаһар
610,Brief::N,litir,хат
611,Brief::N,litir,жазу
612,Buch::N,cín,кітап
613,Buch::N,leabhar,кітап
614,Buchstabe::N,litir,әріп
615,Buchstabe::N,litir,қаріп
616,Zeitung::N,nuachtán,газет
617,Leben::N,saol,өмір
618,Leben::N,saol,тіршілік
619,Leben::N,beatha,өмір
620,Leben::N,beatha,тіршілік
621,Tod::N,bás,опат
622,Grab::N,uaigh,мола
623,Grab::N,uaigh,мазар
624,Kirche::N,eaglais,шіркеу
625,Sünde::N,peaca,күнә
626,Gott::N,dia,алла
627,Gott::N,dia,құдай
628,Gott::N,dia,тәңірі
629,Gott::N,dia,пәруардігер
630,Gott::N,dia,жаратқан тәңірі
631,Arbeiter::N,oibrí,жүмысшы
632,Chef::N,saoiste,басшы
633,Chef::N,saoiste,жұмыс басқарушысы
634,Chef::N,ceannasaí,басшы
635,Chef::N,ceannasaí,жұмыс басқарушысы
636,Meister::N,máistir,шебер
637,Meister::N,máistir,өнерпаз
638,Arzt::N,lia,дәрігер
639,Arzt::N,dochtúir,дәрігер
640,Lehrer::N,oide,мұғалім
641,Lehrer::N,múinteoir,мұғалім
642,Geld::N,airgead,пұл
643,Geschäft::N,gnó,бизнес
644,Laden::N,siopa,дүкен
645,Preis::N,praghas,ақы
646,Preis::N,praghas,құны
647,Preis::N,praghas,нарық
648,Ware::N,earra,тауар
649,Nutzen::N,tairbhe,пайда
650,Reichtum::N,rachmas,бақ-дәулет
651,Reichtum::N,saibhreas,бақ-дәулет
652,Welt::N,domhan,әлем
653,Welt::N,domhan,жиһан
654,Land::N,tír,аймақ
655,Staat::N,stát,мемлекет
656,König::N,rí,патша
657,Macht::N,cumhacht,өкімет
658,Macht::N,cumhacht,қожалық
659,Grenze::N,críoch,шек
660,Grenze::N,teorainn,шек
661,Krieg::N,cogadh,соғыс
662,Feind::N,namhaid,жау
663,Feind::N,namhaid,дұшпан
664,Gewalt::N,foréigean,зорлык
665,Gewalt::N,foréigean,зорлық-зомбылык
666,Kampf::N,troid,күрес
667,Kampf::N,troid,алыспақ
668,Bogen[Waffe]::N,bogha,саржа
669,Pfeil::N,saighead,жебе
670,Gewehr::N,gunna,қару
671,Fehler::N,botún,әбес
672,Fehler::N,botún,қаталық
673,Fehler::N,meancóg,әбес
674,Fehler::N,meancóg,қаталық
675,Lüge::N,bréag,өтірік
676,Lüge::N,éitheach,өтірік
677,Schaden::N,dochar,зиян
678,Schaden::N,dochar,зарар
679,Schaden::N,damáiste,зиян
680,Schaden::N,damáiste,зарар
681,Unglück::N,drochrath,пәле
682,Unglück::N,drochrath,қасырет
683,Unglück::N,drochrath,ауыртпалық
684,Schuld::N,locht,айыптылық
685,Schuld::N,milleán,айыптылық
686,Alter::N,aois,жас
687,Alter::N,aois,жас шамасы
688,Schluss::N,deireadh,ада
689,Schluss::N,deireadh,бітуі
690,Zeit::N,am,уақыт
691,Zeit::N,aimsir,уақыт
692,Tag::N,lá,күн
693,Morgen::N,maidin,таң
694,Morgen::N,maidin,таңертең
695,Mittag::N,nóin,талтүс
696,Abend::N,tráthnóna,кеш
697,Nacht::N,oíche,түн
698,Woche::N,seachtain,апта
699,Monat::N,mí,ай
700,Jahr::N,bliain,жыл
701,Frühling::N,earrach,көктем
702,Sommer::N,samhradh,жаз
703,Herbst::N,fómhar,күз
704,Winter::N,geimhreadh,қыс
705,Januar::N,Eanáir,каңтар
706,Februar::N,Feabhra,ақпан
707,März::N,Márta,наурыз
708,April::N,Aibreán,сәуір
709,Mai::N,Bealtaine,мамыр
710,Juni::N,Meitheamh,маусым
711,Juli::N,Iúil,шілде
712,August::N,Lúnasa,сүмбіле
713,August::N,Lúnasa,тамыз
714,September::N,Meán Fómhair,қыркүйек
715,Oktober::N,Deireadh Fómhair,ақырап
716,November::N,Samhain,қараша
717,November::N,Mí na Samhna,қараша
718,Dezember::N,Mí na Nollag,желтоқсан
719,Montag::N,Luan,дүйсенбі
720,Montag::N,Dé Luain,дүйсенбі
721,Dienstag::N,Máirt,сейсенбі
722,Dienstag::N,Dé Máirt,сейсенбі
723,Mittwoch::N,Céadaoin,сәрсенбі
724,Mittwoch::N,Dé Céadaoin,сәрсенбі
725,Donnerstag::N,Déardaoin,бейсенбі
726,Freitag::N,Aoine,жұма
727,Freitag::N,Dé hAoine,жұма
728,Samstag::N,Satharn,сенбі
729,Samstag::N,Dé Sathairn,сенбі
730,Sonntag::N,Domhnach,жексембі
731,Sonntag::N,Dé Domhnaigh,жексембі
732,groß::A,mór,алпамсадай
733,klein::A,beag,кішкене
734,klein::A,beag,қарғадай
735,lang::A,fada,сопақ
736,lang::A,fada,сорайған
737,kurz::A,gearr,кеспелтек
738,kurz::A,gairid,кеспелтек
739,breit::A,leathan,айдынды
740,breit::A,fairsing,айдынды
741,schmal::A,cúng,қысық
742,dicht::A,dlúth,жиі
743,dick[Gegenstand]::A,tiubh,шомбал
744,dünn::A,caol,жұқа
745,dünn::A,caol,жіңішке
746,dünn::A,tanaí,жұқа
747,dünn::A,tanaí,жіңішке
748,fein::A,scáinte,қаңылтақ
749,fein::A,fíneálta,қаңылтақ
750,fest::A,daingean,берік
751,fest::A,daingean,мызғымас
752,flach::A,cothrom,жалпак
753,glatt::A,mín,типыл
754,glatt::A,sleamhain,типыл
755,hart::A,crua,қатты
756,weich::A,bog,жұмсақ
757,rund::A,cruinn,домалақ
758,spitz::A,gobach,үшкір
759,spitz::A,biorach,үшкір
760,scharf::A,géar,сүйрік
761,scharf::A,faobhrach,сүйрік
762,stumpf::A,maol,доғал
763,stumpf::A,maol,өтпейтін
764,schwer::A,trom,салмақты
765,schön::A,álainn,сұлу
766,heiß::A,te,ыссы
767,warm::A,te,жылы
768,kalt::A,fuar,аязды
769,kühl::A,fionnuar,салқын
770,frisch::A,úr,таза
771,frisch::A,úr,жаңа
772,frisch::A,friseáilte,таза
773,frisch::A,friseáilte,жаңа
774,feucht::A,tais,нам
775,feucht::A,tais,дымқылды
776,nass::A,fliuch,сулы
777,trocken::A,tirim,құрғақ
778,voll::A,lán,толы
779,leer::A,folamh,бос
780,offen::A,oscailte,ашып қойылған
781,geschlossen::A,dúnta,жабулы
782,geschlossen::A,druidte,жабулы
783,sauber::A,glan,дақсыз
784,sauber::A,glan,мұнтаздай
785,schmutzig::A,salach,айғыз
786,schmutzig::A,salach,сатпақ
787,schmutzig::A,salach,сатал-сатал
788,roh::A,amh,шикі
789,reif::A,aibí,піскен
790,lecker::A,blasta,дәмді
791,süß::A,milis,тәтті
792,bitter::A,searbh,ащы
