,Concept_ID,os,sq
742,schwach::A,ӕнӕбон,dobët
743,fett::A,нард,dhjamur
744,schlank::A,гуырвидыц,hollë
745,schlank::A,хæрзконд,hollë
746,schlank::A,рæхснæг,hollë
747,schlank::A,сагамад,hollë
748,hübsch::A,аив,bukur
749,hübsch::A,аив,hijshëm
750,hübsch::A,рӕсугъд,bukur
751,hübsch::A,рӕсугъд,hijshëm
752,böse::A,фыдзӕрдӕ,keq
753,dumm::A,ӕдылы,teveqel
754,faul::A,зивӕг,dembel
755,faul::A,зивӕггӕнаг,dembel
756,fleißig::A,æнæзивæг,zellshëm
757,fleißig::A,æнувыд,zellshëm
758,geizig::A,чъынды,kurnac
759,geizig::A,чъынды,dorështrënguar
760,geizig::A,æлгъин,kurnac
761,geizig::A,æлгъин,dorështrënguar
762,geizig::A,мæрддзæст,kurnac
763,geizig::A,мæрддзæст,dorështrënguar
764,klug::A,зондджын,mençur
765,geschickt::A,хӕрзарӕхст,aftë
766,lieb::A,уарзон,dashur
767,lustig::A,хъӕлдзӕг,gëzuar
768,sanft::A,мынчын,butë
769,hungrig::A,ӕххормаг,uritur
770,krank::A,нӕфӕразгӕ,sëmurë
771,nackt::A,бӕгънӕг,lakuriq
772,nackt::A,бӕгънӕг,zhveshur
773,traurig::A,ӕрхӕндӕг,trishtuar
774,lebendig::A,цардӕгас,gjallë
775,gut::A,хорз,mirë
776,schlecht::A,цауд,keq
777,richtig::A,раст,drejtë
778,schlimm::A,ӕвзӕр,keq
779,wahr::A,ӕцӕг,vërtetë
780,alt::A,зӕронд,vjetër
781,neu::A,ног,i ri
782,ehemalig::A,раздӕры,dikurshëm
783,alt[Lebewesen]::A,ацӕргӕ,plak
784,jung::A,ӕрыгон,i ri
785,arm::A,мӕгуыр,varfër
786,arm::A,мӕгуыр,vobektë
787,reich::A,хъӕздыг,pasur
788,bekannt::A,зонгӕ,njohur
789,berühmt::A,номдзыд,famshëm
790,fremd::A,æцæгæлон,huaj
791,verschieden::A,æндæр æмæ æндæр,ndryshëm
792,verschieden::A,алы,ndryshëm
793,verschieden::A,алыхуызон,ndryshëm
794,nah::A,хӕстӕг,afërt
795,fern::A,дард,largët
796,fern::A,дӕрддаг,largët
797,linker::A,галиу,majtë
798,rechter::A,рахиз,djathtë
799,anderer::A,иннӕ,tjetër
800,anderer::A,ӕндӕр,tjetër
801,erster::A,фыццаг,parë
802,erster::A,фыццӕгӕм,parë
803,zweiter::A,дыккаг,dytë
804,zweiter::A,дыккæгæм,dytë
805,dritter::A,æртыккаг,i tretë
806,dritter::A,æртыккæгæм,i tretë
807,letzter::A,фӕстаг,fundit
808,allein::ADV,иунæг,vetëm
809,auf einmal::ADV,уайтагъд,njëkohësisht
810,auf einmal::ADV,æвиппайды,njëkohësisht
811,auf einmal::ADV,æваст,njëkohësisht
812,zusammen::ADV,иумӕ,bashkë
813,zusammen::ADV,иумӕ,së bashku
814,lange::ADV,бирæ рæстæг,për një kohë të gjatë
815,plötzlich::ADV,æвиппайды,befas
816,plötzlich::ADV,æваст,befas
817,sofort::ADV,уыцы сахат,menjëherë
818,sofort::ADV,уыцы сахат,aty për aty
819,sofort::ADV,уайтагъд,menjëherë
820,sofort::ADV,уайтагъд,aty për aty
821,später::ADV,фæстæдæр,më vonë
822,jetzt::ADV,ныр,tash
823,heute::ADV,абон,sot
824,morgen::ADV,райсом,nesër
825,bald::ADV,тагъд,shpejt
826,bald::ADV,тагъд,së shpejti
827,bald::ADV,рæхджы,shpejt
828,bald::ADV,рæхджы,së shpejti
829,dann::ADV,стæй,pastaj
830,gestern::ADV,знон,dje
831,einst::ADV,кӕддӕр,dikur
832,damals::ADV,уæд,atëherë
833,danach::ADV,стæй,mandej
834,danach::ADV,уый фæстæ,mandej
835,vorher::ADV,раздæр,më parë
836,zuerst::ADV,фыццаг,së pari
837,einmal::ADV,иу хатт,njëherë
838,manchmal::ADV,хатт,nganjëherë
839,oft::ADV,арæх,shpesh
840,immer::ADV,ӕдзух,përherë
841,immer::ADV,ӕдзух,gjithnjë
842,niemals::ADV,никуы,kurrë
843,niemals::ADV,никуы,asnjëherë
844,niemals::ADV,никæд,kurrë
845,niemals::ADV,никæд,asnjëherë
846,hier::ADV,ам,këtu
847,hierhin::ADV,ардӕм,knej
848,von hier::ADV,ардыгæй,që këtej
849,von hier::ADV,ардыгæй,prej këtej
850,dort::ADV,уым,aty
851,dort::ADV,уым,atje
852,dorthin::ADV,уырдӕм,anej
853,geradeaus::ADV,æргом,drejt
854,vorwärts::ADV,размӕ,mbroth
855,vorwärts::ADV,размӕ,përpara
856,rückwärts::ADV,фӕстӕмӕ,mbrapsht
857,zurück::ADV,фӕстӕмӕ,prapa
858,zurück::ADV,фӕстӕмӕ,mbrapsht
859,unten::ADV,дæлæ,poshtë
860,unten::ADV,дæлейы,poshtë
861,unten::ADV,бынæй,poshtë
862,hinab::ADV,дӕлӕмӕ,përposh
863,hinab::ADV,уырдыгмӕ,përposh
864,oben::ADV,уӕле,lart
865,oben::ADV,уӕле,sipër
866,hinauf::ADV,уӕлӕмӕ,lart
867,hinauf::ADV,уӕлӕмӕ,përpjetë
868,überall::ADV,алыран,kudo
869,überall::ADV,алкæм,kudo
870,überall::ADV,кæмдæриддæр,kudo
871,nicht::ADV,нӕ,s'
872,nicht::ADV,нӕ,nuk
873,ein wenig::ADV,чысыл,një tis
874,kaum::ADV,цъус,mezi
875,sehr::ADV,тынг,fort
876,sehr::ADV,тынг,shumë
877,sehr::ADV,иттӕг,fort
878,sehr::ADV,иттӕг,shumë
879,so::ADV,афтӕ,ashtu
880,so::ADV,афтӕ,kështu
881,noch::ADV,ма,ende
882,noch::ADV,ма,akoma
883,nur::ADV,канд,vetëm
884,nur::ADV,ӕрмӕст,vetëm
885,schon::ADV,нырид,tashmë
886,wieder::ADV,ногӕй,përsëri
887,vergebens::ADV,дзæгъæлы,kot
888,vergebens::ADV,уæгъды,kot
889,vergebens::ADV,æнæхъуаджы,kot
890,vor::PRP,разы,para
891,hinter::PRP,фӕстӕ,prapa
892,hinter::PRP,фӕстӕ,mbrapa
893,unter::PRP,бын,nën
894,durch::PRP,æхсæнты,nëpër
895,neben::PRP,цур,pranë
896,neben::PRP,цур,përbri
897,zwischen::PRP,астӕу,midis
898,zwischen::PRP,астӕу,ndërmjet
899,wegen::PRP,тыххай,për
900,dies::PRN,ай,ky
901,das::PRN,уый,ky
902,alles::PRN,алцы,gjithçka
903,alles::PRN,æппæтдæр,gjithçka
904,alles::PRN,иууылдӕр,gjithçka
905,ich::PRN,æз,unë
906,du::PRN,ды,ti
907,er::PRN,уый,ai
908,wir::PRN,мах,ne
909,ihr::PRN,сымах,ju
910,sie::PRN,уыдон,ata
911,was::FPRN,цы,ç'
912,was::FPRN,цы,çfarë
913,wer::FPRN,чи,kush
914,wo::FADV,кӕм,ku
915,wohin::FADV,кӕдӕм,për ku
916,wie::FADV,куыд,si
917,warum::FADV,цӕмӕн,pse
918,warum::FADV,цӕмӕн,përse
919,wieviel::FNUM,цал,sa
920,eins::NUM,иу,një
921,zwei::NUM,дыууӕ,dy
922,drei::NUM,ӕртӕ,tre
923,vier::NUM,цыппар,katër
924,fünf::NUM,фондз,pesë
925,sechs::NUM,ӕхсӕз,gjashtë
926,sieben::NUM,авд,shtatë
927,acht::NUM,аст,tetë
928,neun::NUM,фараст,nëntë
929,zehn::NUM,дӕс,dhjetë
930,elf::NUM,иуæндæс,njëmbëdhjetë
931,zwölf::NUM,дыууадæс,dymbëdhjetë
932,zwanzig::NUM,дыууын,njëzet
933,dreißig::NUM,æртын,tridhjetë
934,dreißig::NUM,дæсæмæссæдз,tridhjetë
935,vierzig::NUM,цыппор,dyzet
936,vierzig::NUM,цыппур,dyzet
937,vierzig::NUM,дыууиссæдзы,dyzet
938,fünfzig::NUM,фӕндзай,pesëdhjetë
939,sechzig::NUM,æхсай,gjashtëdhjetë
940,sechzig::NUM,æртиссæдзы,gjashtëdhjetë
941,siebzig::NUM,æвдай,shtatëdhjetë
942,siebzig::NUM,дæс æмæ æртиссæдзы,shtatëdhjetë
943,achtzig::NUM,цыппарыссæдзы,tetëdhjetë
944,achtzig::NUM,æстай,tetëdhjetë
945,neunzig::NUM,нæуæдз,nëntëdhjetë
946,neunzig::NUM,дæс æмæ цыппарыссæдзы,nëntëdhjetë
947,hundert::NUM,сӕдӕ,qind
948,tausend::NUM,мин,mijë
949,und::CNJ,ӕмӕ,e
950,und::CNJ,ӕмӕ,dhe
951,oder::CNJ,кӕнӕ,a
952,oder::CNJ,кӕнӕ,apo
953,stehen::V,лӕууын,rri
954,sitzen::V,бадын,rri
955,liegen::V,хуыссын,rri shtrirë
956,hängen::V,ауыгъд уын,varem
957,werden::V,суӕвын,bëhem
958,passieren::V,æрцæуын,ndodh
959,beginnen::V,райдайын,filloj
960,enden::V,фæуын,përfundoj
961,wechseln::V,ивын,ndërroj
962,aufgehen[Sonne]::V,скæсын,hapem
963,untergehen[Sonne]::V, аныгуылын,hyj
964,untergehen[Sonne]::V, аныгуылын,perëndoj
965,scheinen[Sonne]::V,рухс кӕнын,ndriçoj
966,donnern::V,нæрын,gjëmoj
967,donnern::V,нæрын,bubulloj
968,wehen::V,дымын,fryj
969,strömen::V,кӕлын,derdh
970,fließen::V,цæуын,rrjedh
971,fließen::V,уайын,rrjedh
972,fließen::V,кæлын,rrjedh
973,sich drehen::V,зилын,rrotullohem
974,schwanken::V,æнкъуысын,dyzoj
975,schwingen::V,æнкъуысын,dridhem
976,schwingen::V,змæлын,dridhem
977,fallen::V,хауын,bie
978,brennen::V,судзын,digjem
979,rauchen::V,фæздæг кæнын,nxjerr tym
980,regnen::V,уарын,bie shi
981,gefrieren::V,сӕлын,ngrij
982,tauen::V,стайын,shkrij
983,schmelzen::V,тайын,shkrij
984,trocknen::V,хус кæнын,thaj
985,sieden::V,фыцын,ziej
986,faulen::V,ӕмбийын,kalbem
987,faulen::V,ӕмбийын,prishem
988,verfaulen::V,бамбийын,kalbem
989,reißen::V,скъуийын,grisem
990,reißen::V,скъуийын,shqyhem
991,versinken::V,дӕлдон_кӕнын,humboj
992,vergehen::V,аивгъуийын,kaloj
993,erscheinen::V,разынын,dukem
994,verschwinden::V,фæтары уын,zhdukem
995,verschwinden::V,фæдæлдзæх уын,zhdukem
996,verschwinden::V,фесæфын,zhdukem
997,verschwinden::V,æрбайсæфын,zhdukem
998,sinken::V,дæлæмæ æрхауын,ulem
999,abnehmen::V,фæкъаддæр уын,pakësohem
1000,abnehmen::V,фæкъаддæр уын,zvogëlohem
1001,abnehmen::V,фæцух уын,pakësohem
1002,abnehmen::V,фæцух уын,zvogëlohem
1003,zunehmen::V,фæфылдæр уын,shtohem
1004,zunehmen::V,сбирæ уын,shtohem
1005,zunehmen::V,сахадын,shtohem
1006,steigen::V,сыстын,rritem
1007,wachsen::V,рӕзын,rritem
1008,glänzen::V,ӕрттивын,vezulloj
1009,funkeln::V,тыбар-тыбур_кӕнын,xixoj
1010,funkeln::V,тыбар-тыбур_кӕнын,xixëlloj
1011,lärmen::V,хъæлæба кæнын,oshtij
1012,lärmen::V,хъæлæба кæнын,zhurmoj
1013,läuten::V,цæгъдын,bie
1014,klingeln::V,цæгъдын,i bie ziles
1015,klirren::V,дзыгъал-мыгъул кæнын,kërcëlloj
1016,klirren::V,дзæгъ-дзæгъ кæнын,kërcëlloj
1017,brausen::V,абухын,gjëmoj
1018,klingen::V,зæлын,tingëlloj
1019,klingen::V,азæлын,tingëlloj
1020,klingen::V,хъуысын,tingëlloj
1021,bellen::V,рæйын,leh
1022,heulen::V,ниуын,ulërij
1023,blasen::V,фу кӕнын,fryj
1024,pfeifen::V,æхситт кæнын,fishkëllej
1025,pfeifen::V,къуыззитт кæнын,fishkëllej
1026,schreien::V,хъӕр кӕнын,bërtas
1027,stöhnen::V,хъæрзын,rënkoj
1028,stöhnen::V,дзыназын,rënkoj
1029,zittern::V,ризын,trembem
1030,leben::V,цӕрын,rroj
1031,leben::V,цӕрын,jetoj
1032,geboren werden::V,райгуырын,lind
1033,atmen::V,улӕфын,marr frymë
1034,trinken::V,нуазын,pi
1035,essen::V,хӕрын,ha
1036,schlucken::V,ныхъуырын,gëlltis
1037,schlucken::V,ныхъуырын,kapërdij
1038,müde werden::V,бафæллайын,lodhem
1039,müde werden::V,бафæлмæцын,lodhem
1040,müde werden::V,сфæлмæцын,lodhem
1041,einschlafen::V,бафынæй уын,bie të fle
1042,schlafen::V,хуыссын,fle
1043,schlafen::V,фынӕй кӕнын,fle
1044,aufwachen::V,райхъал уын,zgjohem
1045,aufstehen::V,стын,çohem
1046,aufstehen::V,стын,ngrihem
1047,sich erholen::V,фæллад уадзын,qetësohem
1048,sich erholen::V,фæллад уадзын,shtendosem
1049,sich erholen::V,улæфын,qetësohem
1050,sich erholen::V,улæфын,shtendosem
1051,krank werden::V,фӕрынчын уын,bie i sëmurë
1052,krank sein::V,сӕйын,jam i sëmurë
1053,schmerzen::V,риссын,dhemb
1054,husten::V,хуыфын,kollitem
1055,genesen::V,сдзæбæх уын,shërohem
1056,genesen::V,рандидзын,shërohem
1057,genesen::V,сæндидзын,shërohem
1058,sterben::V,мӕлын,vdes
1059,umkommen::V,фесæфын,vdes
1060,umkommen::V,фесæфын,mbaroj
1061,umkommen::V,байсæфын,vdes
1062,umkommen::V,байсæфын,mbaroj
1063,umkommen::V,бабын уын,vdes
1064,umkommen::V,бабын уын,mbaroj
1065,umkommen::V,мард фæуын,vdes
1066,umkommen::V,мард фæуын,mbaroj
1067,sich bewegen::V,тæлфын,shkundem
1068,sich bewegen::V,цæуын,shkundem
1069,sich rühren::V,змӕлын,lëviz
1070,sich erheben::V,стын,ngrihem
1071,sich setzen::V,сбадын,ulem
1072,hinfallen::V,ӕрхауын,gremisem
1073,laufen::V,цӕуын,eci
1074,laufen::V,рацу-бацу_кӕнын,eci
1075,schreiten::V,къахдзæф кæнын,çapem
1076,schreiten::V,санчъех кæнын,çapem
1077,schreiten::V,цæуын,çapem
1078,spazierengehen::V,озер кæнын,shëtis
1079,spazierengehen::V,тезгъо кæнын,shëtis
1080,eilen::V,тагъд кæнын,ngas
1081,eilen::V,тындзын,ngas
1082,sich beeilen::V,тагъд кæнын,nxitoj
1083,sich beeilen::V,тындзын,nxitoj
1084,sausen::V,уайын,eci shpejt
1085,sausen::V,тæхын,eci shpejt
1086,rennen::V,згъорын,vrapoj
1087,springen::V,гæпп кæнын,kërcej
1088,springen::V,сæррæтт кæнын,kërcej
1089,springen::V,лиуырын,kërcej
1090,klettern::V,хилын,hipi
1091,schaukeln::V,хецъро кæнын,kolovitem
1092,schaukeln::V,херыйыл бадын,kolovitem
1093,kriechen::V,бырын,zvarritem
1094,schwimmen::V,ленк кӕнын,notoj
1095,tauchen::V,ныгъуылын,zhytem
1096,rudern::V,бæлæгъ тæрын,vozis
1097,rudern::V,чема тæрын,vozis
1098,fahren::V,цӕуын,shkoj
1099,fliegen::V,тӕхын,fluturoj
1100,gehen::V,цӕуын,eci
1101,gehen::V,цӕуын,shkoj
1102,weggehen::V,ацӕуын,vete
1103,abfahren::V,араст уын,nisem
1104,anhalten::V,æрлæууын,ndalem
1105,hineingehen::V,мидæмæ цæуын,futem
1106,eintreten::V,бацӕуын,hyj
1107,kommen::V,æрцæуын,vij
1108,ankommen::V,æрцæуын,arrij
1109,ankommen::V,æрцæуын,mbërrij
1110,zurückkommen::V,раздæхын,kthehem
1111,zurückkommen::V,фæстæмæ_раздæхын,kthehem
1112,zurückkommen::V,æрбаздæхын,kthehem
1113,zurückkommen::V,аздæхын,kthehem
1114,bleiben::V,лӕууын,mbetem
1115,bleiben::V,лӕууын,qëndroj
1116,warten::V,ӕнхъӕлмӕ кӕсын,pres
1117,erwarten::V,ӕнхъӕлмӕ кӕсын,pres
1118,suchen::V,агурын,kërkoj
1119,finden::V,ссарын,gjej
1120,versuchen::V,фӕлварын,mundohem
1121,vorbereiten::V,бацаттæ кæнын,përgatis
1122,vorbereiten::V,æрæввонг кæнын,përgatis
1123,lieben::V,уарзын,dashuroj
1124,mögen::V,зæрдæмæ цæуын,dua
1125,lachen::V,худын,qesh
1126,rühren::V,зæрдæ суынгæг кæнын,mallëngjej
1127,weinen::V,кӕуын,qaj
1128,schimpfen::V,æлгъитын,shaj
1129,sich ärgern::V,мæсты кæнын,bëhem verem
1130,sich fürchten::V,тæрсын,kam frikë
1131,sich fürchten::V,тæрсын,frikësohem
1132,fürchten::V,тæрсын,kam frikë nga
1133,fliehen::V,лидзын,arratisem
1134,flüchten::V,алидзын,iki
1135,sehen::V,уынын,shoh
1136,anschauen::V,акӕсын,shikoj
1137,ansehen::V,кӕсын,shikoj
1138,hören::V,хъусын,dëgjoj
1139,zuhören::V,хъусын,veshtoj
1140,probieren::V,уынын,provoj
1141,probieren::V,аходын,provoj
1142,riechen::V,смудын,nuhas
1143,fühlen::V,ӕнкъарын,ndiej
1144,scheinen::V,зынын,ndriçoj
1145,zu sehen sein::V,зынын,dukem
1146,vernehmen::V,фехъусын,dëgjoj
1147,frieren::V,сийын,mërdhij
1148,tun::V,кӕнын,bëj
1149,können::V,фӕразын,mund
1150,wollen::V,фӕндын,dua
1151,wollen::V,фӕндын,dëshiroj
1152,anfangen::V,райдайын,filloj
1153,beenden::V,фӕуын,kryej
1154,beenden::V,фӕуын,mbaroj
1155,aufhören::V,банцайын,pushoj
1156,aufhören::V,фенцайын,pushoj
1157,gelingen::V,бантысын,më shkon mbarë
1158,geraten::V,разынын,del
1159,öffnen::V,гом кӕнын,hap
1160,schließen::V,ӕхгӕнын,mbyll
1161,stellen::V,ӕвӕрын,vë
1162,setzen::V,сбадын кӕнын,vë
1163,legen::V,ӕрӕвӕрын,vë
1164,berühren::V,агайын,rrok
1165,verbinden::V,бӕттын,bashkoj
1166,bedecken::V,ӕмбӕрзын,mbuloj
1167,aufhängen::V,ауындзын,var
1168,anzünden::V,ссудзын,ndez
1169,aufheben::V,сисын,ngre
1170,zurücklassen::V,ныууадзын,lë pas
1171,verlieren::V,фесафын,humb
1172,fallen lassen::V,ӕрӕппарын,lëshoj
1173,fallen lassen::V,къухтӕй феуӕгъд кӕнын,lëshoj
1174,machen::V,саразын,bëj
1175,herstellen::V,сцæттæ кæнын,prodhoj
1176,herstellen::V,саразын,prodhoj
1177,bauen::V,амайын,ndërtoj
1178,reparieren::V,æмпъузын,ndreq
1179,reparieren::V,æмпъузын,meremetoj
1180,reparieren::V,цалцæг кæнын,ndreq
1181,reparieren::V,цалцæг кæнын,meremetoj
1182,verbessern::V,фæхуыздæр кæнын,përmirësoj
1183,ändern::V,аивын,ndërroj
1184,graben::V,къахын,gërmoj
1185,beugen::V,æркъæдз кæнын,kërrus
1186,beugen::V,æртасын кæнын,kërrus
1187,biegen::V,тасын кӕнын,përkul
1188,drehen::V,здухын,dredh
1189,drehen::V,здухын,rrotulloj
1190,wenden::V,афæлдахын,kthej
1191,wenden::V,рафæлдахын,kthej
1192,umdrehen::V,афæлдахын,kthej
1193,heben::V,сдарын,ngre
1194,heben::V,схæцын,ngre
1195,hochheben::V,уæлæмæ хæцын,ngre
1196,ergreifen::V,фӕлӕбурын,rrëmbej
1197,halten::V,дарын,mbaj
1198,drücken::V,æлхъивын,shtyp
1199,drücken::V,хæцын,shtyp
1200,schieben::V,схойын,shtyj
1201,kratzen::V,хафын,kruaj
1202,kratzen::V,хафын,gërvisht
1203,lecken::V,сдæрын,lëpij
1204,beißen::V,хæцын,kafshoj
1205,abreißen::V,ратонын,shkëpus
1206,abschneiden::V,ралыг кӕнын,cungoj
1207,binden::V,бабӕттын,lidh
1208,stecken::V,ныссадзын,fus
1209,stecken::V,ныссадзын,ngul
1210,brechen::V,асæттын,thyej
1211,brechen::V,басæттын,thyej
1212,brechen::V,ныссæттын,thyej
1213,klopfen::V,хойын,trokas
1214,klopfen::V,гуыпп-гуыпп кæнын,trokas
1215,klopfen::V,къуырцц-къуырцц кæнын,trokas
1216,hauen::V,цӕвын,godas
1217,hauen::V,нӕмын,godas
1218,kleben::V,ныхасын,ngjis
1219,kleben::V,æндадзын,ngjis
1220,reiben::V,сӕрфын,fërkoj
1221,reiben::V,хафын,fërkoj
1222,streichen::V,байсæрдын,lyej
1223,streichen::V,сахорын,lyej
1224,schleifen::V,ссын,mpreh
1225,schleifen::V,цыргъ кӕнын,mpreh
1226,schneiden::V,кӕрдын,pres
1227,rütteln::V,æнкъусын,shkund
1228,schütteln::V,уигъын,lëkund
1229,schwenken::V,тилын,valëvit
1230,schwenken::V,уигъын,valëvit
1231,schütten::V,ныккӕнын,mbush
1232,füllen::V,байдзаг кæнын,mbush
1233,einwickeln::V,батухын,mbështjell
1234,tragen::V,хӕссын,mbaj
1235,tragen::V,хӕссын,mbart
1236,schleppen::V,ласын,heq
1237,schleppen::V,ласын,zhgërryej
1238,ziehen::V,ласын,tërheq
1239,aufbewahren::V,æвæрын,ruaj
1240,werfen::V,зыввытт кӕнын,hedh
1241,fangen::V,ӕрцахсын,kap
1242,packen::V,рацахсын,rrëmbej
1243,verstecken::V,æмбæхсын,fsheh
1244,verstecken::V,нымæхсын,fsheh
1245,teilen::V,уарын,ndaj
1246,schicken::V,ӕрвитын,dërgoj
1247,bringen::V,æрхæссын,sjell
1248,bringen::V,æрбахæссын,sjell
1249,hinzufügen::V,ӕфтауын,shtoj
1250,bekommen::V,ссарын,kap
1251,bekommen::V,сфæрæз кæнын,kap
1252,bekommen::V,самал кæнын,kap
1253,erhalten::V,райсын,marr
1254,nehmen::V,райсын,marr
1255,wählen::V,равзарын,zgjedh
1256,auswählen::V,авзарын,përzgjedh
1257,bewahren::V,бавæрын,ruaj
1258,bewahren::V,нывæрын,ruaj
1259,behindern::V,цæлхдур æвæрын,pengoj
1260,behindern::V,ныхдур æвæрын,pengoj
1261,behindern::V,къуылымпы кæнын,pengoj
1262,behindern::V,хъыг дарын,pengoj
1263,verderben::V,фесафын,prish
1264,beschädigen::V,халын,dëmtoj
1265,zerbrechen::V,асӕттын,thyej
1266,zerreißen::V,аскъуынын,çjerr
1267,zerreißen::V,аскъуынын,zheloj
1268,zerstören::V,фехалын,prish
1269,zerstören::V,фехалын,shkatërroj
1270,verbrennen::V,басудзын,djeg
1271,geben::V,дӕттын,jap
1272,reichen::V,адæттын,jap
1273,schenken::V,лæвар кæнын,fal
1274,schenken::V,лæвар кæнын,dhuroj
1275,versprechen::V,дзырд раттын,premtoj
1276,versprechen::V,зӕрдӕ бавӕрын,premtoj
1277,wünschen::V,зæрдæ зæгъы,uroj
1278,loben::V,раппӕлын,lëvdoj
1279,loben::V,раппӕлын,lavdëroj
1280,küssen::V,пъа кæнын,puth
1281,küssen::V,ба кæнын,puth
1282,wiegen::V,узын,tund
1283,zudecken::V,бамбӕрзын,mbuloj
1284,wecken::V,райхъал кӕнын,zgjoj
1285,zeigen::V,амонын,dëftej
1286,führen::V,кӕнын,çoj
1287,führen::V,фæкæнын,çoj
1288,lehren::V,ахуыр кæнын,arsej
1289,unterrichten::V,ахуыр кæнын,arsimoj
1290,aufziehen::V,хъомыл кӕнын,rris
1291,leiten::V,разамынд дӕттын,udhëheq
1292,antreiben::V,тагъд кæнын,nxis
1293,antreiben::V,рог кæнын,nxis
1294,lassen::V,кæнын,detyroj
1295,einladen::V,ӕрхонын,ftoj
1296,einladen::V,ӕрбахонын,ftoj
1297,vereinigen::V,баиу кӕнын,bashkoj
1298,besuchen::V,абæрæг кæнын,vizitoj
1299,besuchen::V,бабæрæг кæнын,vizitoj
1300,besuchen::V,бауайын,vizitoj
1301,treffen::V,фембæлын,ndesh
1302,sich versammeln::V,æрæмбырд уын,tubohem
1303,spielen::V,хъазын,loz
1304,spielen::V,хъазын,luaj
1305,singen::V,зарын,këndoj
1306,tanzen::V,кафын,kërcej
1307,tanzen::V,кафын,vallëzoj
1308,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,ndahem
1309,verlassen::V,ныууадзын,braktis
1310,retten::V,фервӕзын кӕнын,shpëtoj
1311,bewachen::V,хъахъхъӕнын,ruaj
1312,schützen::V,хъахъхъӕнын,ruaj
1313,schützen::V,хъахъхъӕнын,mbroj
1314,verteidigen::V,бахизын,mbroj
1315,sich schlagen::V,хыл кæнын,zihem
1316,schießen::V,ӕхсын,shtie
1317,siegen::V,басӕттын,fitoj
1318,siegen::V,басӕттын,ngadhënjej
1319,siegen::V,фӕуӕлахиз уӕвын,fitoj
1320,siegen::V,фӕуӕлахиз уӕвын,ngadhënjej
1321,ärgern::V,мӕсты кӕнын,zemëroj
1322,schlagen::V,ныццæвын,rrah
1323,schlagen::V,ныццæвын,godas
1324,stechen::V,фæрæхойын,ther
1325,stechen::V,фæрæхойын,shpoj
1326,stoßen::V,риуыгъын,shtyj
1327,stehlen::V,давын,vjedh
1328,stören::V,хъыгдарын,pengoj
1329,belästigen::V,хъыгдарын,bezdis
1330,verbergen::V,бамбӕхсын,fsheh
1331,verbergen::V,басусӕг кӕнын,fsheh
1332,täuschen::V,фӕливын,mashtroj
1333,täuschen::V,асайын,mashtroj
1334,betrügen::V,асайын,kobis
1335,töten::V,амарын,vras
1336,wohnen::V,цӕрын,banoj
1337,arbeiten::V,кусын,punoj
1338,arbeiten::V,кусын,vardoj
1339,sammeln::V,æртонын,mbledh
1340,sammeln::V,æртонын,grumbulloj
1341,pflücken::V,тонын,vjel
1342,pflücken::V,тонын,mbledh
1343,jagen::V,цуан кæнын,gjuaj
1344,fischen::V,кæсаг ахсын æнгуырæй,peshkoj
1345,fischen::V,кæсаг ахсын æнгуырæй,gjuaj peshk
1346,fischen::V,æнгуыр дарын,peshkoj
1347,fischen::V,æнгуыр дарын,gjuaj peshk
1348,fassen::V,ӕрцахсын,zë
1349,hüten::V,хизын,kullos
1350,treiben::V,скъӕрын,vë përpara
1351,anbinden::V,бабæттын,lidh
1352,anbinden::V,æрбæттын,lidh
1353,füttern::V,холлаг дæттын,grazhdoj
1354,füttern::V,холлаг æвæрын,grazhdoj
1355,füttern::V,дарын,grazhdoj
1356,melken::V,дуцын,mjel
1357,hacken::V,кæрдын,grij
1358,hacken::V,лыгтæ кæнын,grij
1359,gießen::V,бакалын,ujis
1360,reifen::V,срæгъæд уын,piqem
1361,reifen::V,сцæттæ уын,piqem
1362,zubereiten::V,сцӕттӕ кӕнын,gatuaj
1363,kochen::V,фыцын,ziej
1364,backen::V,фыцын,pjek
1365,backen::V,фыцын,furroj
1366,braten::V,цурын,fërgoj
1367,braten::V,цурын,tiganis
1368,umrühren::V,ахæццæ кæнын,trazoj
1369,umrühren::V,азмæнтын,trazoj
1370,umrühren::V,астауын,trazoj
1371,stricken::V,кæнын,thur
1372,stricken::V,бийын,thur
1373,nähen::V,хуыйын,qep
1374,färben::V,ахорын,ngjyej
1375,färben::V,ахорын,bojatis
1376,reinigen::V,ссыгъдæг кæнын,qëroj
1377,reinigen::V,ссыгъдæг кæнын,pastroj
1378,reinigen::V,ныссыгъдæг кæнын,qëroj
1379,reinigen::V,ныссыгъдæг кæнын,pastroj
1380,reinigen::V,ныссæрфын,qëroj
1381,reinigen::V,ныссæрфын,pastroj
1382,waschen::V,ӕхсын,laj
1383,waschen::V,ӕхсын,finjos
1384,abwischen::V,сӕрфын,fshij
1385,spülen::V,æнхъæвзын,kulloj
1386,fegen::V,мӕрзын,fshij
1387,kehren::V,мӕрзын,fshij
1388,baden::V,хи найын,lahem
1389,sich waschen::V,хи æхсын,lahem
1390,ausziehen::V,ласын,heq
1391,ausziehen::V,ласын,zbath
1392,anziehen::V,скæнын,vesh
1393,anziehen::V,скæнын,mbath
1394,sich anziehen::V,дзаума скæнын,vishem
1395,sich anziehen::V,дарæс скæнын,vishem
1396,kämmen::V,ныффасын,kreh
