,Concept_ID,te,lt
682,bekannt::A,తెలిసిన,žinomas
683,bekannt::A,తెలిసిన,pažįstamas
684,berühmt::A,ప్రపిద్దికెక్కివ,žymus
685,berühmt::A,ప్రపిద్దికెక్కివ,garsus
686,fremd::A,అన్యమైన,svetimas
687,verschieden::A,భేదమైన,įvairus
688,nah::A,దగ్గఱనున్న,artimas
689,fern::A,దూరమందున్న,tolimas
690,linker::A,ఎడమప్రక్కగ,kairys
691,rechter::A,కుడి,dešinys
692,anderer::A,వేఱ్తెన,kitas
693,erster::A,మొదటి,pirmas
694,zweiter::A,రెండన,antras
695,dritter::A,మూడో,trečias
696,letzter::A,కడపటి,paskutinis
697,allein::ADV,ఒంటిగా,vienas
698,auf einmal::ADV,హరాత్తుగ,iš karto
699,zusammen::ADV,కలిసి,kartu
700,zusammen::ADV,కలిసి,drauge
701,lange::ADV,బహుకాలము,ilgai
702,plötzlich::ADV,హరాత్తుగ,staiga
703,sofort::ADV,తక్షణము,tuojau
704,später::ADV,ఇటీవలి,vėliau
705,später::ADV,ఇటీవలి,paskiau
706,jetzt::ADV,ఇప్పుడు,dabãr
707,heute::ADV,నేడు,šiandien
708,morgen::ADV,ఱేపు,rytoj
709,bald::ADV,శీఘ్రముగ,greitai
710,bald::ADV,శీఘ్రముగ,netrukus
711,dann::ADV,అప్పుడు,po to
712,gestern::ADV,నిన్నటి దినము,vakar
713,einst::ADV,పూర్వమొకప్పుడు,kadaise
714,einst::ADV,పూర్వమొకప్పుడు,kitą kartą
715,damals::ADV,అప్పుడు,anuomet
716,damals::ADV,అప్పుడు,anuokart
717,danach::ADV,అప్పుడు,po to
718,danach::ADV,అప్పుడు,paskui
719,vorher::ADV,ఎదుట,anksčiau
720,zuerst::ADV,మొదటిలో,pirma
721,zuerst::ADV,మొదటిలో,iš pradžių̃
722,einmal::ADV,ఒకసారి,kartą
723,einmal::ADV,ఒకసారి,vieną kartą
724,manchmal::ADV,అప్పటప్పటికి,kai kada
725,oft::ADV,తఱచుగా,dažnai
726,immer::ADV,ఎల్లప్పుడు,visada
727,immer::ADV,ఎల్లప్పుడు,visuomet
728,niemals::ADV,ఎప్పుడునులేదు,niekada
729,niemals::ADV,ఎప్పుడునులేదు,niekuomet
730,hier::ADV,ఇక్కడ,čia
731,hierhin::ADV,ఇక్కడకు,šen
732,hierhin::ADV,ఇక్కడకు,čionai
733,von hier::ADV,ఇక్కడనుండి,iš čia
734,dort::ADV,అక్కడ,ten
735,dort::ADV,అక్కడ,tenai
736,dorthin::ADV,అక్కడికి,ten
737,dorthin::ADV,అక్కడికి,ten link
738,geradeaus::ADV,సూటిగా,tiesiai
739,vorwärts::ADV,ముందుకు,pirmyn
740,rückwärts::ADV,వెనుకకు,atbulai
741,zurück::ADV,వెనుకభాగము,atgal
742,unten::ADV,క్రింద,žemai
743,unten::ADV,క్రింద,apačioje
744,hinab::ADV,కిందికి,žemyn
745,oben::ADV,మీద,viršuj
746,hinauf::ADV,పైకి,aukštyn
747,hinauf::ADV,పైకి,į viršų
748,überall::ADV,అంతటా,visur
749,nicht::ADV,కాదు,ne
750,ein wenig::ADV,కొంచెము,truputį
751,kaum::ADV,చాలిచాలక,vos
752,sehr::ADV,చాల,labai
753,sehr::ADV,చాల,baisiai
754,so::ADV,ఆలాగున,taip
755,noch::ADV,ఇప్పటికిని,dar
756,nur::ADV,మాత్రము,tik
757,nur::ADV,మాత్రము,vien
758,schon::ADV,ఇదివఱకే,jau
759,wieder::ADV,తిరిగి,vėl
760,wieder::ADV,తిరిగి,iš naujo
761,vergebens::ADV,నిష్ఫలముగా,veltui
762,vergebens::ADV,నిష్ఫలముగా,bergždžiai
763,vor::PRP,ముందు,prieš
764,hinter::PRP,వెనుక,už
765,unter::PRP,క్రింద,po
766,durch::PRP,ద్వారా,pro
767,durch::PRP,ద్వారా,per
768,neben::PRP,దగ్గెర,prie
769,neben::PRP,దగ్గెర,šalia
770,zwischen::PRP,మధ్య,tarp
771,wegen::PRP,కారణంగా,dėl
772,wegen::PRP,కారణంగా,dėlei
773,dies::PRN,ఇది,šis
774,dies::PRN,ఇది,šitas
775,das::PRN,అది,tat
776,alles::PRN,సకలము,visas
777,ich::PRN,నేను,aš
778,du::PRN,నీవు,tu
779,er::PRN,అతడు,jis
780,wir::PRN,మనము,mes
781,ihr::PRN,మీరు,jūs
782,sie::PRN,వారు,ji
783,sie::PRN,వారు,jos
784,was::FPRN,ఏమి,kas
785,wer::FPRN,ఎవడు,kas
786,wo::FADV,ఎక్కడ,kur
787,wohin::FADV,ఎందుకు,kur
788,wohin::FADV,ఎందుకు,kur link
789,wie::FADV,ఎట్టు,kaip
790,warum::FADV,ఏల,kod̃ėl
791,warum::FADV,ఏల,dėl ko
792,wieviel::FNUM,ఎంత,kiek
793,eins::NUM,ఒకటి,vienas
794,zwei::NUM,రెండు,du
795,drei::NUM,మూడు,trys
796,vier::NUM,నాలుగు,keturi
797,fünf::NUM,అయిదు,penki
798,sechs::NUM,ఆఱు,šeši
799,sieben::NUM,ఏరు,septyni
800,acht::NUM,ఎనిమదు,aštuoni
801,neun::NUM,తొమ్మిది,devyni
802,zehn::NUM,పది,dešimt
803,elf::NUM,పదునొకొండు,vienuolika
804,zwölf::NUM,పండ్రండు,dvylika
805,zwanzig::NUM,ఇరుపది,dvidešimt
806,dreißig::NUM,ముప్పది,trisdešimt
807,vierzig::NUM,నలువది,keturiasdešimt
808,fünfzig::NUM,ఏబది,penkiasdešimt
809,sechzig::NUM,అరుపది,šešiasdešimt
810,siebzig::NUM,డెబ్బది,septyniasdešimt
811,achtzig::NUM,ఎనుబది,aštuoniasdešimt
812,neunzig::NUM,తొంబది,devyniasdešimt
813,hundert::NUM,నూఱు,šimtas
814,tausend::NUM,వేయి,tūkstantis
815,und::CNJ,మఱియు,ĩr
816,oder::CNJ,లేక,ar
817,oder::CNJ,లేక,arba
818,stehen::V,నిలుచు,stovėti
819,sitzen::V,కూర్చుండు,sėdėti
820,liegen::V,పండుకొనుట,gulėti
821,hängen::V,వ్రేలాడదీయు,kyboti
822,hängen::V,వ్రేలాడదీయు,kabėti
823,werden::V,అగు,taptis
824,werden::V,అగు,darytis
825,passieren::V,సంభవించు,atsitikti
826,passieren::V,సంభవించు,pasitaikyti
827,beginnen::V,ఆరంభించు,prasid́ėti
828,enden::V,తీరుట,baigtis
829,wechseln::V,మార్చు,keistis
830,wechseln::V,మార్చు,pasikeisti
831,aufgehen[Sonne]::V,ఉదయించు,tekėti
832,aufgehen[Sonne]::V,ఉదయించు,patekėti
833,untergehen[Sonne]::V,అస్తమించు,leistis
834,untergehen[Sonne]::V,అస్తమించు,nusileisti
835,scheinen[Sonne]::V,ప్రకాశించు,šviesti
836,donnern::V,ఉరుముట,griausti
837,donnern::V,ఉరుముట,griaudėti
838,wehen::V,దురద్పప్టము,pūsti
839,strömen::V,పారుట,lietis
840,strömen::V,పారుట,plūsti
841,fließen::V,ప్రవహించు,tekėti
842,sich drehen::V,తిరుగు,suktis
843,sich drehen::V,తిరుగు,pasisukti
844,schwanken::V,ఆడించుట,svyruoti
845,schwingen::V,ఊగుట,suptis
846,fallen::V,పడు,pulti
847,fallen::V,పడు,kristi
848,brennen::V,కాలుట,degti
849,rauchen::V,పొగసుట,rūkyti
850,regnen::V,కురిపించుట,lyti
851,gefrieren::V,గడ్డకట్టు,užšalti
852,tauen::V,కరగు,tirpti
853,schmelzen::V,కరగు,lydytis
854,trocknen::V,యెండుట,džiūti
855,sieden::V,ఉడుకు,virti
856,faulen::V,క్రుళ్లు,pūti
857,verfaulen::V,క్షిణించు,švinkti
858,reißen::V,చించు,plyšti
859,reißen::V,చించు,trūkti
860,versinken::V,మునుగు,skę̃sti
861,versinken::V,మునుగు,grimzti
862,vergehen::V,సంభవించు,praeiti
863,erscheinen::V,కనబడు,pasirodyti
864,verschwinden::V,అదృశ్యమగు,dingti
865,verschwinden::V,అదృశ్యమగు,išnykti
866,verschwinden::V,అదృశ్యమగు,pranykti
867,sinken::V,ముణుగుట,kristi
868,abnehmen::V,తగ్గు,mažėti
869,abnehmen::V,తగ్గు,silpnėti
870,zunehmen::V,పెరుగుట,didėti
871,zunehmen::V,పెరుగుట,padaugėti
872,steigen::V,లేచు,kilti
873,wachsen::V,పెరుగు,augti
874,glänzen::V,ప్రకాశించు,blizgėti
875,funkeln::V,ప్రకాశించు,žibėti
876,lärmen::V,అరుచుట,triukšmauti
877,läuten::V,మేళవించుట,skambinti
878,klingeln::V,వాయించుట,skambinti
879,klirren::V,ఘంటానాదము,žvangėti
880,brausen::V,గర్జించు,šniokšti
881,rauschen::V,చటచటమనుట,ošti
882,rauschen::V,చటచటమనుట,šlamėti
883,klingen::V,ధ్వనించుట,skardėti
884,bellen::V,అఱచు,loti
885,heulen::V,కూయు,kaukti
886,heulen::V,కూయు,staugti
887,blasen::V,దురద్పప్టము,pūsti
888,pfeifen::V,ఈలవేయు,švilpti
889,pfeifen::V,ఈలవేయు,švilpauti
890,schreien::V,అఱచు,šaukti
891,stöhnen::V,మూలుగు,dejuoti
892,stöhnen::V,మూలుగు,aimanuoti
893,zittern::V,వణకు,virpėti
894,leben::V,జీవించుట,gyventi
895,geboren werden::V,పుట్టుట,gimti
896,atmen::V,ఉపిరి తీయు,alsuoti
897,atmen::V,ఉపిరి తీయు,kvėpuoti
898,trinken::V,త్రాగు,gerti
899,essen::V,తిను,valgyti
900,schlucken::V,మ్రింగు,praryti
901,müde werden::V,అలయు,nuvargti
902,müde werden::V,అలయు,privargti
903,einschlafen::V,నిద్రించు,užmigti
904,schlafen::V,నిద్రురించు,miegoti
905,aufwachen::V,మేలుకొను,pabusti
906,aufstehen::V,లేచు,keltis
907,aufstehen::V,లేచు,atsikelti
908,sich erholen::V,నడ్డి వాల్చు,pailsėti
909,sich erholen::V,నడ్డి వాల్చు,poilsiauti
910,krank werden::V,జబ్బుపడు,susirgti
911,krank sein::V,జబ్బు చేయు,sirgti
912,schmerzen::V,నొచ్చుట,sopėti
913,schmerzen::V,నొచ్చుట,skaudėti
914,husten::V,దగ్గుట,kosėti
915,genesen::V,కుదురుట,sveikti
916,genesen::V,కుదురుట,taisytis
917,sterben::V,మరణించు,mirti
918,sterben::V,మరణించు,numirti
919,umkommen::V,నశించు,žūti
920,sich bewegen::V,కదలు,judėti
921,sich bewegen::V,కదలు,pasijudinti
922,sich rühren::V,కదలు,krutėti
923,sich erheben::V,లేచు,pakilti
924,sich erheben::V,లేచు,atsikelti
925,sich setzen::V,కూర్చుణ్డు,sėstis
926,sich setzen::V,కూర్చుణ్డు,atsisėsti
927,hinfallen::V,దొర్లు,parkristi
928,hinfallen::V,దొర్లు,pargriūti
929,laufen::V,నడచు,eiti
930,schreiten::V,అడుగుపెట్టుట,žengti
931,schreiten::V,అడుగుపెట్టుట,žingsniuoti
932,spazierengehen::V,పచారు చేయు,pasivaikščioti
933,eilen::V,తొందరపడు,skubėti
934,sich beeilen::V,త్వరపెట్టు,paskub́ėti
935,sich beeilen::V,త్వరపెట్టు,pasiskubinti
936,sausen::V,విసరికొట్టు,dumti
937,sausen::V,విసరికొట్టు,lėkti
938,rennen::V,పరుగెత్తు,bėgti
939,springen::V,దుముకు,šokti
940,klettern::V,ఎక్కు,kopti
941,schaukeln::V,ఉయ్యాల ఊగు ,supti
942,schaukeln::V,ఉయ్యాల ఊగు ,linguoti
943,kriechen::V,ప్రాకు,ropoti
944,kriechen::V,ప్రాకు,šliaužti
945,schwimmen::V,ఈదు,plaukti
946,tauchen::V,మునుగు,nerti
947,rudern::V,తెడ్లతోఁగడపు,irtis
948,rudern::V,తెడ్లతోఁగడపు,irkluoti
949,fahren::V,నడపు,važiuoti
950,fahren::V,నడపు,važinėti
951,fliegen::V,ఎగురు,lėkti
952,fliegen::V,ఎగురు,skristi
953,gehen::V,పోవు,eiti
954,weggehen::V,బయలుదేరు,išeiti
955,abfahren::V,విడిచిపోవు,išvykti
956,abfahren::V,విడిచిపోవు,išvažiuoti
957,anhalten::V,నిలుపు,sustoti
958,hineingehen::V,ప్రవేశించు,įeiti
959,eintreten::V,ప్రవేశించు,įžengti
960,kommen::V,వచ్చు,ateiti
961,ankommen::V,వచ్చి చేరు,ateiti
962,zurückkommen::V,తిరిగీవచ్చుట,grį̃žti
963,zurückkommen::V,తిరిగీవచ్చుట,sugrį̃žti
964,bleiben::V,ఉండు,likti
965,bleiben::V,ఉండు,pasilikti
966,warten::V,కనిపెట్టు,laukti
967,erwarten::V,నిరిక్షించు,laukti
968,suchen::V,వెదకు,ieškoti
969,finden::V,కనుగొను,rasti
970,finden::V,కనుగొను,surasti
971,versuchen::V,ప్రయత్నించు,mėginti
972,vorbereiten::V,తయారుచేయు,rengti
973,lieben::V,ప్రేమించు,myĺėti
974,mögen::V,ఇష్టపడు,ḿėgti
975,mögen::V,ఇష్టపడు,patikti
976,lachen::V,నవ్వు,juoktis
977,rühren::V,గుండె తాకు,jaudinti
978,rühren::V,గుండె తాకు,graudinti
979,weinen::V,వీడ్చు,verkti
980,schimpfen::V,గొణుగు,bartis
981,sich ärgern::V,అలుగు,pykti
982,sich ärgern::V,అలుగు,apmaudauti
983,sich fürchten::V,భయపడు,bijoti
984,sich fürchten::V,భయపడు,baimintis
985,fürchten::V,భయపడు,bijoti
986,fürchten::V,భయపడు,baimintis
987,fliehen::V,పాఱిపోపు,bėgti
988,fliehen::V,పాఱిపోపు,sprukti
989,flüchten::V,తప్పించుకొను,pabėgti
990,sehen::V,చూచు,žiūŕėti
991,anschauen::V,చూచు,žiūŕėti
992,ansehen::V,కాచియుండు,žiūrėti į
993,ansehen::V,కాచియుండు,pažiūrėti į
994,hören::V,విను,girdėti
995,zuhören::V,విను,klausytis
996,probieren::V,చవిచూచుట,ragauti
997,probieren::V,చవిచూచుట,paragauti
998,riechen::V,వాసనచూచు,uosti
999,riechen::V,వాసనచూచు,užuosti
1000,fühlen::V,స్పర్శించుట,justi
1001,fühlen::V,స్పర్శించుట,jausti
1002,fühlen::V,స్పర్శించుట,pajusti
1003,scheinen::V,కనబడు,rodytis
1004,scheinen::V,కనబడు,atrodyti
1005,zu sehen sein::V,చూవు,pasirodyti
1006,vernehmen::V,విను,išgirsti
1007,frieren::V,చలికి వడకు,šalti
1008,tun::V,చేయు,daryti
1009,können::V,గల,galėti
1010,können::V,గల,pajėgti
1011,wollen::V,కోరు,norėti
1012,anfangen::V,ఆరంభించు,pradėti
1013,anfangen::V,ఆరంభించు,prasid́ėti
1014,beenden::V,ముగించు,baigti
1015,beenden::V,ముగించు,užbaigti
1016,aufhören::V,నిలుపు,liautis
1017,gelingen::V,గెలుపాందు,pavykti
1018,gelingen::V,గెలుపాందు,pasisekti
1019,geraten::V,వెలువడు,nusisekti
1020,öffnen::V,తెఱచు,atverti
1021,öffnen::V,తెఱచు,atidaryti
1022,schließen::V,మూయు,uždaryti
1023,stellen::V,ఉంచు,statyti
1024,stellen::V,ఉంచు,pastatyti
1025,setzen::V,ఉంచు,sodinti
1026,setzen::V,ఉంచు,pasodinti
1027,legen::V,పెట్టు,dėti
1028,legen::V,పెట్టు,pad́ėti
1029,berühren::V,తాకు,liesti
1030,berühren::V,తాకు,paliesti
1031,verbinden::V,చేర్చుట,jungti
1032,verbinden::V,చేర్చుట,surišti
1033,bedecken::V,మూయు,uždengti
1034,aufhängen::V,వ్రేలాడదీయు,pakarti
1035,aufhängen::V,వ్రేలాడదీయు,pakabinti
1036,anzünden::V,వెలిగించు,padegti
1037,aufheben::V,సేకరించు,pakelti
1038,zurücklassen::V,విడుచు,palikti
1039,verlieren::V,పోగొట్టుకొను,pamesti
1040,fallen lassen::V,జాఱవిడుచు,atsisakyti
1041,machen::V,చేయు,dirbti
1042,herstellen::V,ఉత్పత్తిచేయు,gaminti
1043,bauen::V,నిర్మించు,statyti
1044,bauen::V,నిర్మించు,pastatyti
1045,reparieren::V,సరిచేయు,taisyti
1046,reparieren::V,సరిచేయు,remontuoti
1047,verbessern::V,వృద్ధి చేయు,gerinti
1048,verbessern::V,వృద్ధి చేయు,ištaisyti
1049,ändern::V,మార్చు,keisti
1050,ändern::V,మార్చు,pakeisti
1051,graben::V,త్రవ్వు,kasti
1052,beugen::V,వంచు,lenkti
1053,beugen::V,వంచు,palenkti
1054,biegen::V,వంచు,lenkti
1055,biegen::V,వంచు,palenkti
1056,drehen::V,నూలువడుకు,sukti
1057,wenden::V,త్రిప్పు,kreipti
1058,wenden::V,త్రిప్పు,pakreipti
1059,umdrehen::V,త్రిప్పు,sukti
1060,umdrehen::V,త్రిప్పు,apversti
1061,heben::V,ఎత్తు,kelti
1062,heben::V,ఎత్తు,pakelti
1063,hochheben::V,ఎత్తు,pakelti
1064,ergreifen::V,వశపఱచుకొను,čiupti
1065,ergreifen::V,వశపఱచుకొను,griebti
1066,halten::V,ఉంచు,laikyti
1067,halten::V,ఉంచు,palaikyti
1068,drücken::V,అణచు,spausti
1069,schieben::V,నొక్కు,stumti
1070,kratzen::V,గోకు,kasyti
1071,kratzen::V,గోకు,grandyti
1072,lecken::V,నాకు,laižyti
1073,beißen::V,కఱచు,kandžioti
1074,abreißen::V,తెగతెంచు,nuplėšti
1075,abschneiden::V,తెగకొట్టు,atpjauti
1076,abschneiden::V,తెగకొట్టు,atkirpti
1077,binden::V,కట్టు,rišti
1078,binden::V,కట్టు,surišti
1079,stecken::V,తగులుకొనివుండుట,kišti
1080,stecken::V,తగులుకొనివుండుట,įkišti
1081,brechen::V,పగులగొట్టు,lūžti
1082,brechen::V,పగులగొట్టు,laužyti
1083,klopfen::V,కొట్టు,belsti
1084,klopfen::V,కొట్టు,barbenti
1085,hauen::V,కొట్టు,mušti
1086,kleben::V,అంటుకొను,lipdyti
1087,kleben::V,అంటుకొను,klijuoti
1088,reiben::V,రాచు,trinti
1089,reiben::V,రాచు,tarkuoti
1090,streichen::V,వ్యాపింపజేయు,tepti
1091,streichen::V,వ్యాపింపజేయు,užtepti
1092,schleifen::V,రాచు,galą́sti
1093,schneiden::V,కోయు,pjauti
1094,schneiden::V,కోయు,kirpti
1095,rütteln::V,కుదిలించుట,purtyti
1096,schütteln::V,కదల్చు,purtyti
1097,schwenken::V,ఊచుట,mojuoti
1098,schütten::V,పోయు,pilti
1099,schütten::V,పోయు,berti
1100,füllen::V,నింపు,pildyti
1101,füllen::V,నింపు,pripildyti
1102,einwickeln::V,చుట్టు,įvynioti
1103,einwickeln::V,చుట్టు,suvynioti
1104,tragen::V,మోయు,nešti
1105,tragen::V,మోయు,nešioti
1106,schleppen::V,ఈడ్చు,vilkti
1107,ziehen::V,ఈడ్చు,tempti
1108,aufbewahren::V,కాపాడు,laikyti
1109,werfen::V,విసరు,mesti
1110,werfen::V,విసరు,sviesti
1111,fangen::V,పట్టుకొను,sugauti
1112,packen::V,పట్టుకొను,čiupti
1113,packen::V,పట్టుకొను,griebti
1114,verstecken::V,దాచు,slėpti
1115,verstecken::V,దాచు,slapstyti
1116,teilen::V,భాగించు,dalyti
1117,teilen::V,భాగించు,padalyti
1118,schicken::V,పంపు,sių̃sti
1119,schicken::V,పంపు,pasių̃sti
1120,bringen::V,తెచ్చు,atnešti
1121,hinzufügen::V,చేర్చు,pridėti
1122,bekommen::V,సంపాదించు,gauti
1123,erhalten::V,పుచ్చుకొను,gauti
1124,nehmen::V,తీసికొను,paimti
1125,wählen::V,ఇష్టపడు,rinkti
1126,wählen::V,ఇష్టపడు,išsirinkti
1127,auswählen::V,ఏరుకొను,išrinkti
1128,bewahren::V,భద్రపఱుచు,išsaugoti
1129,behindern::V,అడ్డగించుట,trukdyti
1130,verderben::V,చెఱచు,sugadinti
1131,beschädigen::V,చెరుపుట,žaloti
1132,beschädigen::V,చెరుపుట,gadinti
1133,zerbrechen::V,పగులగొట్టు,sukulti
1134,zerbrechen::V,పగులగొట్టు,sudaužyti
1135,zerreißen::V,చించు,perplėšti
1136,zerreißen::V,చించు,suplėšyti
1137,zerstören::V,వాశనము చేయు,suardyti
1138,zerstören::V,వాశనము చేయు,sugriauti
1139,verbrennen::V,కాల్చు,deginti
1140,verbrennen::V,కాల్చు,sudeginti
1141,geben::V,ఇచ్చు,duoti
1142,geben::V,ఇచ్చు,paduoti
1143,reichen::V,అందుకొనుట,paduoti
1144,schenken::V,అర్పించు,dovanoti
1145,versprechen::V,వాగ్దత్తము చేయు,žadėti
1146,versprechen::V,వాగ్దత్తము చేయు,pažadėti
1147,wünschen::V,కోరు,norėti
1148,wünschen::V,కోరు,linḱėti
1149,loben::V,స్తుతించు,girti
1150,loben::V,స్తుతించు,pagirti
1151,küssen::V,ముద్దుపెట్టుకొను,bučiuoti
1152,wiegen::V,ఊచుట,supti
1153,zudecken::V,మూయు,užkloti
1154,zudecken::V,మూయు,uždengti
1155,wecken::V,నిద్రపలేపుట,žadinti
1156,zeigen::V,చూవు,rodyti
1157,führen::V,దారిచూపు,vesti
1158,führen::V,దారిచూపు,vadovauti
1159,lehren::V,బోధించు,mokyti
1160,lehren::V,బోధించు,išmokyti
1161,unterrichten::V,నేర్పు,dėstyti
1162,aufziehen::V,పెంచు,išauginti
1163,leiten::V,తీసుకపోవుట,valdyti
1164,leiten::V,తీసుకపోవుట,vadovauti
1165,antreiben::V,ప్రేరేపించు,uiti
1166,antreiben::V,ప్రేరేపించు,raginti
1167,antreiben::V,ప్రేరేపించు,skubinti
1168,lassen::V,అనుమతించు,paliepti
1169,einladen::V,ఆహ్వానించు,kviesti
1170,einladen::V,ఆహ్వానించు,pakviesti
1171,vereinigen::V,కూడుట,sujungti
1172,vereinigen::V,కూడుట,suvienyti
1173,besuchen::V,పోయి చూచు,lankyti
1174,besuchen::V,పోయి చూచు,aplankyti
1175,treffen::V,కలియు,sutikti
1176,treffen::V,కలియు,pasitikti
1177,sich versammeln::V,కూర్చు,susirinkti
1178,spielen::V,ఆట లాడు,groti
1179,spielen::V,ఆట లాడు,žaisti
1180,singen::V,పాడు,dainuoti
1181,tanzen::V,నృత్యముచేయు,šokti
1182,sich trennen::V,ఎడబాయుట,skirtis
1183,sich trennen::V,ఎడబాయుట,išsiskirti
1184,verlassen::V,విడుచు,palikti
1185,retten::V,తప్పించుట,gelbėti
1186,bewachen::V,కాపాడు,sergėti
1187,schützen::V,రక్షించు,ginti
1188,schützen::V,రక్షించు,apginti
1189,verteidigen::V,రక్షించు,ginti
1190,verteidigen::V,రక్షించు,apginti
1191,sich schlagen::V,జగడమాడు,muštis
1192,schießen::V,కాల్చు,šauti
1193,schießen::V,కాల్చు,šaudyti
1194,siegen::V,గెలుచు,nugalėti
1195,ärgern::V,పీడించుట,pykinti
1196,schlagen::V,కొట్టు,mušti
1197,schlagen::V,కొట్టు,smogti
1198,schlagen::V,కొట్టు,trenkti
1199,treten::V,తన్ను,mygti
1200,stechen::V,కుట్టు,gelti
1201,stechen::V,కుట్టు,smeigti
1202,stoßen::V,గెంటు,stumti
1203,stoßen::V,గెంటు,pastumti
1204,stehlen::V,దొంగిలించు,vogti
1205,stören::V,కలతపఱచు,trikdyti
1206,belästigen::V,పీడించు,apsunkinti
1207,verbergen::V,దాచు,slėpti
1208,verbergen::V,దాచు,paslėpti
1209,täuschen::V,మోసము చేయు,klaidinti
1210,betrügen::V,మోసపుచ్చు,apgauti
1211,töten::V,చంపు,žudyti
1212,töten::V,చంపు,nužudyti
1213,wohnen::V,నివసించు,gyventi
1214,arbeiten::V,పనిచేయు,dirbti
1215,arbeiten::V,పనిచేయు,triūsti
1216,sammeln::V,ప్రోగుచేయు,rinkti
1217,pflücken::V,యేరుట,skinti
1218,pflücken::V,యేరుట,raškyti
1219,jagen::V,వేటాడు,medžioti
1220,fischen::V,వెదకు,žvejoti
1221,fassen::V,పట్టుకొమ,sučiupti
1222,hüten::V,మందచేరుట,ganyti
1223,treiben::V,నడపు,ginti
1224,anbinden::V,కట్టు,pririšti
1225,füttern::V,భోజనము పెట్టు,šerti
1226,melken::V,పాలు పితుకు,melžti
1227,hacken::V,నఱకు,kapoti
1228,gießen::V,నీళ్ళుకట్టుట,lieti
1229,gießen::V,నీళ్ళుకట్టుట,laistyti
1230,reifen::V,పండుట,nokti
1231,reifen::V,పండుట,sirpti
1232,zubereiten::V,వండు,ruošti
1233,zubereiten::V,వండు,gaminti
1234,kochen::V,వండు,virti
1235,kochen::V,వండు,virinti
1236,backen::V,రొట్టెకాల్చు,kepti
1237,braten::V,వేపు,kepti
1238,braten::V,వేపు,kepinti
1239,umrühren::V,కదులుట,maišyti
1240,umrühren::V,కదులుట,pamaišyti
1241,stricken::V,అల్లు,megzti
1242,nähen::V,కుట్టు,siūti
1243,färben::V,రంగు వేయు,dažyti
1244,färben::V,రంగు వేయు,nudažyti
1245,reinigen::V,శుభ్రము చేయు,valyti
1246,reinigen::V,శుభ్రము చేయు,švarinti
1247,waschen::V,కడుగు,plauti
1248,waschen::V,కడుగు,mazgoti
1249,waschen::V,కడుగు,skalbti
1250,abwischen::V,తుడుచు,nušluostyti
1251,spülen::V,నీటిలో జడించు,plauti
1252,spülen::V,నీటిలో జడించు,skalauti
1253,fegen::V,ఊడ్చు,šluoti
1254,kehren::V,ఊడ్చు,šluoti
1255,baden::V,స్నానము చేయు,maudytis
1256,sich waschen::V,కడుగు,praustis
1257,ausziehen::V,విప్పు,numauti
1258,ausziehen::V,విప్పు,nuvilkti
1259,anziehen::V,ధరించు,mauti
1260,anziehen::V,ధరించు,apsivilkti
1261,sich anziehen::V,బట్టలు వేసుకొను,rengtis
1262,sich anziehen::V,బట్టలు వేసుకొను,apsirengti
1263,sich anziehen::V,తొడుగుకొను,rengtis
1264,sich anziehen::V,తొడుగుకొను,apsirengti
1265,kämmen::V,దువ్వుట,šukuoti
1266,schmücken::V,అలంకరించు,puošti
1267,schmücken::V,అలంకరించు,dabinti
1268,schmücken::V,అలంకరించు,gražinti
1269,sagen::V,చెప్పు,tarti
1270,sprechen::V,చెప్పు,kalbėti
1271,reden::V,మాటలాడు,šnekėti
1272,sich unterhalten::V,ముచ్చటలాడు,kalbėtis
1273,sich unterhalten::V,ముచ్చటలాడు,šnekučiuotis
1274,fragen::V,ప్రశ్నించు,klausti
1275,bitten::V,కోరు,prašyti
1276,erzählen::V,చెప్పు,pasakoti
1277,mitteilen::V,తెలియజేయు,skelbti
1278,mitteilen::V,తెలియజేయు,pranešti
1279,nennen::V,పేరు వెట్టు,vadinti
1280,nennen::V,పేరు వెట్టు,vardyti
1281,rufen::V,పిలుచు,šaukti
1282,rufen::V,పిలుచు,kviesti
1283,prahlen::V,జల్లి,girtis
1284,übersetzen::V,తర్జుమాచేయు,versti
1285,übersetzen::V,తర్జుమాచేయు,išversti
1286,denken::V,ఆలోచించు,galvoti
1287,glauben::V,నమ్ము,manyti
1288,glauben::V,నమ్ము,tikėti
1289,bemerken::V,గుర్తించు,pamatyti
1290,bemerken::V,గుర్తించు,pastebėti
1291,erkennen::V,గుర్తించు,pažinti
1292,erkennen::V,గుర్తించు,atpažinti
1293,begreifen::V,గ్రహించు,suvokti
1294,verstehen::V,గ్రహించు,suprasti
1295,lernen::V,నేర్చు కొను,mokytis
1296,wissen::V,తెలిసికొను,žinoti
1297,sich erinnern an::V,జ్ఞాపకముంచుకొను,prisiminti
1298,vergessen::V,మఱచిపోవు,užmiršti
1299,messen::V,కొలుచుట,matuoti
1300,zählen::V,లెక్కపెట్టు,skaičiuoti
1301,rechnen::V,లెక్కపెట్టు,skaičiuoti
1302,lesen::V,చదువు,skaityti
1303,malen::V,పూనుట,tapyti
1304,zeichnen::V,వ్రాసుట,piešti
1305,zeichnen::V,వ్రాసుట,žymėti
1306,zeichnen::V,వ్రాసుట,braižyti
1307,schreiben::V,వ్రాయు,rašyti
1308,besitzen::V,కలిగియుండు,turėti
