,Concept_ID,,ady
0,Auge::N,,нэ
1,Ohr::N,,тхьакӏу́м
2,Nase::N,,пэ
3,Mund::N,,жэ
4,Zahn::N,,цэ
5,Zunge::N,,бзэгу
6,Lippe::N,,ӏупшӏэ́
7,Wange::N,,нэкӏу́шъу
8,Gesicht::N,,нэ́гу
9,Stirn::N,,натӏэ́
10,Haar::N,,шъхьацы́
11,Bart::N,,жакӏэ́
12,Kinn::N,,жэкӏэпэпкъ
13,Kiefer[Anatomie]::N,,жэпкъы́
14,Kehle::N,,чый
15,Hals::N,,пшъэ
16,Genick::N,,шъхьэпхэтыку
17,Kopf::N,,шъхьэ́
18,Rücken::N,,кӏыбы́
19,Bauch::N,,ныбэ́
20,Busen::N,,бгъэ́
21,Brust::N,,бгъэ́
22,Schulter::N,,блыпкъ
23,Arm::N,,ӏэ
24,Ellenbogen::N,,ӏэнтэ́гъу
25,Hand::N,,ӏэтхьэцу
26,Handfläche::N,,ӏэ́гу
27,Finger::N,,ӏэхъуа́мб
28,Fingernagel::N,,ӏэбжъа́н
29,Nagel[Anatomie]::N,,ӏэбжъа́н
30,Zeh::N,,ӏэхъуа́мб
31,Fuß::N,,лъэгу
32,Ferse::N,,лъэдакъэ
33,Knie::N,,лъагуа́ндж
34,Oberschenkel::N,,ко
35,Bein::N,,лъакъо́
36,Körper::N,,пкъышъол
37,Haut::N,,кӏы́шъу
38,Blut::N,,лъы
39,Ader::N,,льытф
40,Sehne::N,,фэ
41,Knochen::N,,къупшъхьэ́
42,Gehirn::N,,куцӏы
43,Herz::N,,гу
44,Magen::N,,мышкӏу
45,Leber::N,,шӏу
46,Atem::N,,къэщэныр
47,Hunger::N,,гъаблэ́
48,Träne::N,,нэпсы
49,Geschmack::N,,ӏэшӏугъа́кӏ
50,Geruch::N,,мэ
51,Schlaf::N,,пчыхьы́пӏ
52,Traum::N,,пчыхьы́пӏ
53,Himmel::N,,уашъо́
54,Sonne::N,,тыгъэ
55,Mond::N,,мазэ
56,Stern::N,,жъуагъо́
57,Luft::N,,жьы
58,Wind::N,,жьыбгъэ́
59,Welle::N,,ор
60,Welle::N,,оры
61,Wasser::N,,псы
62,Stein::N,,мыжъо́
63,Boden::N,,чӏ́ыгу
64,Erde::N,,чӏ́ыгу
65,Staub::N,,сап
66,Rauch::N,,ӏугъо́
67,Funke::N,,мэшӏуа́ч
68,Feuer::N,,машӏо́
69,Licht::N,,нэфы
70,Licht::N,,нэфын
71,Schatten::N,,жьау́
72,Schatten::N,,ныбжьыкъу
73,Nebel::N,,пща́гъу
74,Wolke::N,,ошъуапщэ
75,Regen::N,,ощхы
76,Schnee::N,,осы́
77,Eis::N,,мылы
78,Kälte::N,,чъыӏэ́
79,Hitze::N,,фэба́е
80,Regenbogen::N,, лэгъупэкъо́пс
81,Donner::N,,шыблэ́
82,Strömung::N,,ток
83,Tropfen::N,,ткӏопс
84,Tropfen::N,,гъуаткӏу
85,Schaum::N,,тхъурбэ
86,Schmutz::N,,псынжъы
87,See::N,,хыку́м
88,See::N,,псыхъура́й
89,Sumpf::N,,орыжъ
90,Moor::N,,орыжъ
91,Wiese::N,,хъупӏэ́
92,Wiese::N,,мэкъупӏ
93,Wald::N,,мэзы́
94,Hügel::N,,ӏуашъхь
95,Anhöhe::N,,чӏыӏэтыгъ
96,Berg::N,,къушъхьэ́
97,Gipfel::N,,шыгу
98,Höhle::N,,гъочӏэгъ
99,Abhang::N,,чапэ
100,Quelle::N,,псынэчэ́чъ
101,Bach::N,,псышкуашку
102,Fluss::N,,псыхъо́
103,Ufer::N,,нэпкъы
104,Küste::N,,ӏушъо
105,Festland::N,,чӏл́ыгу
106,Meer::N,,хы
107,Bucht::N,,хыблыгу
108,Insel::N,,хыгъэхъу́н
109,Blume::N,,къэгъа́гь
110,Gras::N,,уцы́
111,Wurzel::N,,лъапсэ́
112,Baum::N,,чъыгы́
113,Stamm::N,,пкъы
114,Rinde::N,,пхъашъо́
115,Ast::N,,куамэ
116,Zweig::N,,къутамэ́
117,Blatt::N,,тхьап
118,Birke::N,,пчэн
119,Kiefer[Baum]::N,,сэснэй
120,Weide[Baum]::N,,пце́л
121,Tanne::N,,ель
122,Horn::N,,бжъэ
123,Feder::N,,къамӏы́й
124,Fell::N,,шъо
125,Flügel::N,,тамэ́
126,Klaue::N,,лъэбжъа́н
127,Kralle::N,,лъакъо
128,Schwanz::N,,кӏэ
129,Ei::N,,кӏэнкӏэ́
130,Nest::N,,набгъо́
131,Bau::N,,гъу
132,Bau::N,,бы
133,Tier::N,,псэу́шъхь
134,Herde::N,,ӏэхъогъу
135,Kuh::N,,чэмы́
136,Bulle::N,,цу
137,Pferd::N,,шы
138,Schaf::N,,мэлы́
139,Schwein::N,,къо
140,Hund::N,,бьэ
141,Katze::N,,чэты́у
142,Bär::N,,мышъэ́
143,Eichhörnchen::N,,цызэ́
144,Elch::N,,лось
145,Fuchs::N,,баджэ́
146,Hase::N,,тхьакӏумкӏы́хь
147,Maus::N,,цыгъо́
148,Wolf::N,,тыгъу́жъ
149,Vogel::N,,бзы́у
150,Schwarm::N,,отэр
151,Huhn::N,,чэты́
152,Hahn::N,,атакъэ́
153,Gans::N,,къа́з
154,Ente::N,,псычэ́т
155,Eule::N,,тыгъурыгъу
156,Kranich::N,,къэрэ́у
157,Krähe::N,,къолэ́жъ
158,Kuckuck::N,,куку́у
159,Fisch::N,,пцэжъы́й
160,Barsch::N,,тхыкъэц
161,Hecht::N,,лэнд
162,Schlange[Tier]::N,,блэ́
163,Wurm::N,,хьамлыу
164,Spinne::N,,бэдж
165,Ameise::N,,къамзэ́гу
166,Laus::N,,цӏэ
167,Mücke::N,,аргъо́й
168,Fliege::N,,бадзэ́
169,Schmetterling::N,,хьампӏыра́шъу
170,Beere::N,,маткӏо
171,Apfel::N,,мыӏэры́с
172,Pilz::N,,хьаӏу
173,Zwiebel::N,,бжьыны́
174,Saat::N,,чылапхъ
175,Korn::N,,цэ
176,Heu::N,,мэкъу
177,Schale::N,,кӏы́шъу
178,Grube::N,,машэ́
179,Falle::N,,зэраубытырэ́ ӏэмэпсы́м
180,Schlinge::N,,бзыуубыт
181,Spur::N,,ужы
182,Spur::N,,лъэуж
183,Asche::N,,яжьэ́
184,Dreck::N,,псынжъы
185,Eisen::N,,гыучӏы́
186,Eisen::N,,къэнджа́л
187,Gold::N,,дышъэ́
188,Silber::N,,тыжьы́н
189,Kohle::N,,шӏомыкӏ
190,Glas::N,,апч
191,Lehm::N,,етӏагъо́
192,Sand::N,,пшахъо
193,Mensch::N,,цӏыфы́
194,Mann::N,,хъулъфы́гъ
195,Frau::N,,бӏылъфыгъэ́
196,Kind::N,,кӏэлэцӏы́кӏу
197,Junge::N,,кӏэлэцӏы́кӏу
198,Mädchen::N,,пшъэшъэжъый
199,Familie::N,,быны́
200,Familie::N,,уна́гъу
201,Großvater::N,,тэтэ́жъ
202,Großmutter::N,,нэнэ́жъ
203,Eltern::N,,ны-тыхэ́р
204,Vater::N,,ты
205,Mutter::N,,ны
206,Sohn::N,,къо
207,Tochter::N,,пхъу
208,Bruder::N,,шы
209,Schwester::N,,шы́пхъу
210,Onkel::N,,янэ́ш
211,Tante::N,,атэшыпхъу
212,Ehemann::N,,лӏы
213,Ehefrau::N,,шъу́з
214,Freude::N,,гушӏуа́гъу
215,Gelächter::N,,щхыныр
216,Glück::N,,насы́п
217,Kummer::N,,тхьамыкӏагъу
218,Wunsch::N,,шӏонгъоны́гъ
219,Lust::N,,шӏонгъоны́гъ
220,Geist::N,,гу
221,Gedanke::N,,гупшыс
222,Gedächtnis::N,,память
223,Verstand::N,,акъы́л
224,Sinn::N,,мэхьанэ
225,Grund::N,,ушъхьагъу
226,Wahrheit::N,,шъыпкъэ́
227,Gespräch::N,,гущыӏ
228,Märchen::N,,пшысэ
229,Erzählung::N,,къэба́р
230,Nachricht::N,,къэба́р
231,Neuigkeit::N,,къэбарыкӏ
232,Name::N,,цӏэ
233,Rätsel::N,,коджэхь-къоджэшх
234,Rede::N,,гущыӏ
235,Sprache::N,,бзэ
236,Stimme::N,,макъэ́
237,Wort::N,,гущыӏ
238,Zeichen::N,,тамы́гъ
239,Ruf::N,,джэ макъ
240,Lärm::N,,макъэ
241,Laut::N,,макъэ
242,Lied::N,,орэ́д
243,Ruhe::N,,самбырыныгъ
244,Leute::N,,цӏыфхэ́р
245,Volk::N,,цӏыф лъэпкъ
246,Arbeit::N,,ӏофшӏакӏэ́н
247,Gast::N,,хьакӏэ́
248,Geschenk::N,,шӏухьафтын
249,Spiel::N,,еоны́р
250,Spiel::N,,джэгуны́р
251,Spiel::N,,къегъэӏоны́р
252,Gesellschaft::N,,обществ
253,Hilfe::N,,ӏэпыӏэгъу
254,Freund::N,,ныбджэгъу
255,Kamerad::N,,ныбджэгъу
256,Angelegenheit::N,,ӏофы́
257,Anzahl::N,,пчъагъэ́
258,Art::N,,изэрэщы́т
259,Art::N,,лъэпкъ
260,Stück::N,,такъы́р
261,Teil::N,,щыщ
262,Teil::N,,ӏахь
263,Hälfte::N,,ныкъо́
264,Kreis::N,,хъура́й
265,Kreuz::N,,къащ
266,Linie::N,,хъахъ
267,Linie::N,,итхъа́гъ
268,Strich::N,,хъахъ
269,Strich::N,,итхъагъ
270,Abstand::N,,азыфагу
271,Entfernung::N,,чӏыгууанэ
272,Gegend::N,,чӏыпӏэ́
273,Platz::N,,азыфагу
274,Ort::N,,чӏыпӏэ́
275,Seite::N,,лъэны́къу
276,Mitte::N,,гузэ́гу
277,Gegenstand::N,,пкъыгъо
278,Rand::N,,цакӏэ́
279,Kante::N,,цэгэналъ
280,Ecke::N,,къогъу
281,Spitze::N,,пакӏэ
282,Ende::N,,кӏэ
283,Loch::N,,гъуа́н
284,Winkel::N,,къогъу
285,Muster::N,,тхыпхъэ
286,Größe::N,,иина́гъ
287,Länge::N,,икӏыхьа́гъ
288,Höhe::N,,лъэгагъ
289,Gewicht::N,,онтэгъугъэ́
290,Menge::N,,пчъагъэ́
291,Haufen::N,,ӏат
292,Reihe::N,,саты́р
293,Boot::N,,къуашъо́
294,Ruder::N,,къошъобэ́щ
295,Ski::N,,лыжэхэр
296,Lagerfeuer::N,,пхъэмашӏу
297,Gang::N,,кӏоныр
298,Schritt::N,,лъэубэ́къу
299,Norden::N,,темы́р
300,Süden::N,,къыблэ́
301,Westen::N,,тыгъэкъохьа́пӏ
302,Osten::N,,тыгьэкъокӏы́пӏ
303,Holz::N,,чъыгы́
304,Brett::N,,пхъэ́мбгъу
305,Platte::N,,упсыхьагъ
306,Stütze::N,,кӏэгъэкъон
307,Stange::N,,къорэ́гъ
308,Stock::N,,бэщ
309,Stab::N,,бэщ кӏы́хь
310,Rohr::N,,онджэкъ
311,Haus::N,,унэ́
312,Heim::N,,унэ́
313,Ofen::N,,гъэжъэн
314,Fußboden::N,,джэхашъу
315,Tisch::N,,стол
316,Stuhl::N,,пхъэнтӏэ́кӏу
317,Wiege::N,,кушъэ́
318,Bett::N,,пӏэкӏо́р
319,Regal::N,,мэкӏай
320,Kiste::N,,ящык
321,Fenster::N,,шъхьаныгъу́пчъ
322,Tür::N,,пчъэ
323,Tor::N,,къэла́пчъ
324,Zaun::N,,шӏыхьагъэ́
325,Dach::N,,шъхьэ́
326,Leiter::N,,лъэо́й
327,Leiter::N,,дэкӏояпӏэ́
328,Besen::N,,пхъэнкӏы́пхъ
329,Spaten::N,,къазгъы́р
330,Schaufel::N,,хэӏалъ
331,Gabel::N,,цацэ
332,Löffel::N,,джэмы́шх
333,Messer::N,,шъэжъы́й
334,Nagel::N,,гъучӏыӏу́н
335,Netz::N,,хъытыу
336,Haken::N,,хьажтӏаркъу
337,Griff::N,,къопс
338,Schloss::N,,ӏункӏы́бз
339,Bild::N,,сурэ́т
340,Puppe::N,,нысхъа́п
341,Beutel::N,,дзыо́
342,Tasche::N,,ӏэлъмэ́къ
343,Eimer::N,,щалъ
344,Deckel::N,,шъхьэ
345,Geschirr::N,,хьакъу-шыкъу
346,Sack::N,,дзыо́
347,Tasse::N,,чашк
348,Topf::N,,кастрюль
349,Kessel::N,,шыуа́н
350,Essen::N,,шхэн
351,Nahrung::N,,шхэн
352,Speise::N,,шхыныгъу
353,Fleisch::N,,лы
354,Getreide::N,,лэжьыгъацэ́
355,Brei::N,,пӏастэ́
356,Brot::N,,хьалыгъу
357,Scheibe::N,,такъы́р
358,Fett::N,,дагъэ́
359,Butter::N,,тхъу
360,Öl::N,,тхъу
361,Salz::N,,щыгъу
362,Suppe::N,,хьантхъупс
363,Honig::N,,шъоу́
364,Milch::N,,щэ
365,Tee::N,,щай
366,Leder::N,,кӏы́шъу
367,Wolle::N,,цы
368,Stoff::N,,шэкӏы
369,Nadel::N,,бгъэ́хаӏу
370,Faden::N,,ӏуда́н
371,Knopf::N,,занкӏэу
372,Knoten::N,,зэкъодзапӏэ
373,Farbe::N,,краск
374,Kleidung::N,,щыгъы́ны
375,Hemd::N,,джан
376,Kragen::N,,пшъапӏ
377,Ärmel::N,,гъуап
378,Hose::N,,гъончэ́дж
379,Gürtel::N,,бгыры́пх
380,Mütze::N,,паӏо́
381,Stiefel::N,,щазым
382,Ring::N,,ӏэлъы́н
383,Band::N,,лент
384,Kamm::N,,мажь
385,Spiegel::N,,гъундж
386,Riemen::N,,бгыры́пх
387,Schnur::N,,кӏапсэ́
388,Leine::N,,шъокӏапс
389,Decke::N,,чыхӏэн
390,Kissen::N,,шъхьант
391,Tuch::N,,шъхьэтехъу
392,Handtuch::N,,ӏаплъэкӏ
393,Kraft::N,,къары́у
394,Kraft::N,,кӏуачӏэ́
395,Stärke::N,,кӏуачӏэ́
396,Gesundheit::N,,псауныгъ
397,Krankheit::N,,узы
398,Schmerz::N,,узы
399,Wunde::N,,уӏагъэ́
400,Fieber::N,,техьа́гъу
401,Fieber::N,,жъоку
402,Arznei::N,,ӏэзэ́гъу
403,Brücke::N,,лъэмы́д ж
404,Brunnen::N,,псынэ́
405,Weide::N,,хъупӏэ́
406,Pfad::N,,лъагъу
407,Weg::N,,гъо́гу
408,Straße::N,,гъо́гу
409,Dorf::N,,къуа́дж
410,Stadt::N,,къалэ́
411,Brief::N,,тхэн
412,Brief::N,,письмэ
413,Buch::N,,тхы́лъ
414,Buchstabe::N,,хьары́ф
415,Zeitung::N,,газет
416,Leben::N,,гъашӏэ́
417,Tod::N,,аджал
418,Grab::N,,бэны́
419,Kirche::N,,чылы́с
420,Sünde::N,,гунахь
421,Gott::N,,тхьэ
422,Arbeiter::N,,рабоч
423,Chef::N,,гъэр
424,Meister::N,,ӏэпыӏа́с
425,Lehrer::N,,кӏэлэегъа́дж
426,Geld::N,,ахъщ
427,Geschäft::N,,ӏофшӏэн
428,Laden::N,,туча́н
429,Preis::N,,уасэ́
430,Ware::N,,хьап-щып
431,Nutzen::N,,чар
432,Nutzen::N,,федэ́
433,Reichtum::N,,байныгъ
434,Welt::N,,дуна́й
435,Land::N,,хэгъэ́́гу
436,Staat::N,,къэралыгъу
437,König::N,,пачъы́хь
438,Macht::N,,шынэгъакзэ́
439,Grenze::N,,гъуна́пкъ
440,Krieg::N,,зао́
441,Feind::N,,пы́и
442,Gewalt::N,,егъэзыгъэныгъ
443,Kampf::N,,бэнэныгъ
444,Bogen[Waffe]::N,,щабз
445,Pfeil::N,,щэбза́щ
446,Gewehr::N,,шхонч
447,Fehler::N,,хэукъоныгъ
448,Lüge::N,,пцӏы
449,Schaden::N,,зэра́р
450,Unglück::N,,тхьамыкӏагъу
451,Schuld::N,,мысагъэ́
452,Alter::N,,ныбжь
453,Schluss::N,,кӏэ
454,Zeit::N,,уахътэ́
455,Tag::N,,мафэ́
456,Morgen::N,,пчэды́жь
457,Mittag::N,,щэджагьу́
458,Abend::N,,пчыхьэ́
459,Nacht::N,,чэщы́
460,Woche::N,,тхьамафэ́
461,Monat::N,,мазэ́
462,Jahr::N,,илъэ́с
463,Frühling::N,,гъатхэ́
464,Sommer::N,,гъэмафэ́
465,Herbst::N,,бжыхьэ́
466,Winter::N,,кӏыма́ф
467,Januar::N,,январь
468,Februar::N,,февраль
469,März::N,,март
470,April::N,,апрель
471,Mai::N,,май
472,Juni::N,,июнь
473,Juli::N,,июль
474,August::N,,август
475,September::N,,сентябрь
476,Oktober::N,,октябрь
477,November::N,,ноябрь
478,Dezember::N,,декабрь
479,Montag::N,,блыпэ́
480,Dienstag::N,,гъубдж
481,Mittwoch::N,,бэрэскэжъый
482,Donnerstag::N,,мэфэ́ку
483,Freitag::N,,бэрэскэшху
484,Samstag::N,,шэмбэ́т
485,Sonntag::N,,тхьаума́ф
486,groß::A,,ины́
487,klein::A,,цӏы́кӏу
488,lang::A,,кӏыхьэ́
489,kurz::A,,кӏэкӏы́
490,breit::A,,шъуамбгъо́
491,schmal::A,,бгъузэ́
492,dicht::A,,ӏужъу́
493,dick[Gegenstand]::A,,ӏужъу́
