,Concept_ID,es,da
855,brennen::V,quemar,brænde
856,rauchen::V,humear,ryge
857,rauchen::V,echar humo,ryge
858,regnen::V,llover,regne
859,gefrieren::V,helarse,fryse
860,tauen::V,deshelarse,tø
861,schmelzen::V,fundirse,smelte
862,schmelzen::V,derretirse,smelte
863,trocknen::V,secarse,tørre
864,sieden::V,hervir,koge
865,faulen::V,pudrirse,rådne
866,verfaulen::V,pudrirse,rådne
867,reißen::V,romperse,briste
868,versinken::V,hundirse,synke
869,versinken::V,hundirse,synke ned
870,vergehen::V,pasar,forløbe
871,erscheinen::V,aparecer,vise sig
872,verschwinden::V,desaparecer,forsvinde
873,sinken::V,bajar,synke
874,abnehmen::V,decrecer,aftage
875,abnehmen::V,disminuir,aftage
876,zunehmen::V,crecer,tiltage
877,zunehmen::V,aumentar,tiltage
878,steigen::V,subir,stige
879,steigen::V,ascender,stige
880,wachsen::V,crecer,gro
881,wachsen::V,crecer,vokse
882,glänzen::V,brillar,glinse
883,glänzen::V,resplandecer,glinse
884,funkeln::V,chispear,tindre
885,lärmen::V,hacer ruido,larme
886,läuten::V,sonar,ringe
887,läuten::V,repicar,ringe
888,klingeln::V,tocar el timbre,ringe
889,klirren::V,tintinear,klirre
890,brausen::V,zumbar,bruse
891,rauschen::V,murmurar,suse
892,klingen::V,sonar,lyde
893,klingen::V,sonar,klinge
894,bellen::V,ladrar,gø
895,heulen::V,ulular,hyle
896,blasen::V,soplar,blæse
897,pfeifen::V,silbar,fløjte
898,schreien::V,gritar,skrige
899,stöhnen::V,gemir,stønne
900,zittern::V,temblar,dirre
901,zittern::V,temblar,skælve
902,leben::V,vivir,leve
903,geboren werden::V,nacer,fødes
904,atmen::V,respirar,ånde
905,trinken::V,beber,drikke
906,essen::V,comer,spise
907,schlucken::V,tragar,synke
908,müde werden::V,cansarse,blive træt
909,müde werden::V,fatigarse,blive træt
910,einschlafen::V,dormirse,falde i søvn
911,schlafen::V,dormir,sove
912,aufwachen::V,despertarse,vågne
913,aufstehen::V,levantarse,stå op
914,sich erholen::V,reposar,komme sig
915,sich erholen::V,descansar,komme sig
916,krank werden::V,caer enfermo,blive syg
917,krank sein::V,estar enfermo,være syg
918,schmerzen::V,doler,smerte
919,husten::V,toser,hoste
920,genesen::V,convalecer,komme sig
921,genesen::V,restablecerse,komme sig
922,sterben::V,morir,dø
923,umkommen::V,perecer,omkomme
924,sich bewegen::V,moverse,bevæge sig
925,sich rühren::V,rebullir,røre på sig
926,sich erheben::V,levantarse,rejse sig
927,sich setzen::V,sentarse,sætte sig
928,hinfallen::V,caerse,
929,laufen::V,andar,løbe
930,schreiten::V,proceder,skride
931,spazierengehen::V,pasear,gå en tur
932,spazierengehen::V,pasearse,gå en tur
933,eilen::V,correr prisa,ile
934,sich beeilen::V,darse prisa,skynde sig
935,sausen::V,correr,suse
936,rennen::V,correr,løbe
937,rennen::V,correr,rende
938,springen::V,saltar,hoppe
939,springen::V,saltar,springe
940,klettern::V,trepar,klatre
941,klettern::V,escalar,klatre
942,schaukeln::V,bambolearse,gynge
943,kriechen::V,reptar,krybe
944,kriechen::V,arrastrarse,krybe
945,schwimmen::V,nadar,svømme
946,tauchen::V,bucear,dykke
947,tauchen::V,sumergirse,dykke
948,rudern::V,remar,ro
949,fahren::V,ir,køre
950,fliegen::V,volar,flyve
951,gehen::V,ir,gå
952,gehen::V,andar,gå
953,weggehen::V,irse,gå bort
954,weggehen::V,marcharse,gå bort
955,abfahren::V,salir,køre bort
956,abfahren::V,partir,køre bort
957,anhalten::V,parar,standse
958,anhalten::V,pararse,standse
959,hineingehen::V,entrar,gå ind
960,eintreten::V,entrar,træde ind
961,kommen::V,venir,komme
962,ankommen::V,llegar,ankomme
963,zurückkommen::V,volver,komme tilbage
964,zurückkommen::V,regresar,komme tilbage
965,bleiben::V,quedarse,blive
966,bleiben::V,quedarse,forblive
967,warten::V,esperar,vente
968,erwarten::V,esperar,vente
969,erwarten::V,esperar,afvente
970,suchen::V,buscar,søge
971,finden::V,hallar,finde
972,finden::V,encontrar,finde
973,versuchen::V,intentar,forsøge
974,vorbereiten::V,preparar,forberede
975,lieben::V,amar,elske
976,lieben::V,querer,elske
977,mögen::V,querer,holde af
978,mögen::V,querer,kunne lide
979,lachen::V,reír,le
980,rühren::V,conmover,røre
981,weinen::V,llorar,græde
982,schimpfen::V,regañar,skænde
983,sich ärgern::V,enfadarse,ærgre sig
984,sich fürchten::V,tener miedo,være bange
985,fürchten::V,temer,være bange for
986,fürchten::V,tener miedo a,være bange for
987,fliehen::V,huir,flygte
988,flüchten::V,escaparse,flygte
989,sehen::V,ver,se
990,anschauen::V,mirar,se på
991,anschauen::V,mirar,betragte
992,ansehen::V,mirar,anse
993,hören::V,oír,høre
994,zuhören::V,escuchar,høre til
995,probieren::V,probar,smage
996,probieren::V,probar,smage på
997,probieren::V,degustar,smage
998,probieren::V,degustar,smage på
999,riechen::V,oler,lugte
1000,fühlen::V,sentir,føle
1001,scheinen::V,parecer,synes
1002,zu sehen sein::V,poder verse,synes
1003,vernehmen::V,oír,erfare
1004,vernehmen::V,percibir,erfare
1005,frieren::V,tener frío,fryse
1006,tun::V,hacer,gøre
1007,können::V,poder,kunne
1008,wollen::V,querer,ville
1009,anfangen::V,iniciar,begynde
1010,beenden::V,acabar,afslutte
1011,beenden::V,terminar,afslutte
1012,aufhören::V,cesar,ophøre
1013,aufhören::V,cesar,holde op
1014,gelingen::V,salir bien,lykkes
1015,geraten::V,salir,blive
1016,geraten::V,dar resultado,blive
1017,öffnen::V,abrir,åbne
1018,schließen::V,cerrar,lukke
1019,stellen::V,poner,stille
1020,stellen::V,colocar,stille
1021,setzen::V,poner,sætte
1022,setzen::V,colocar,sætte
1023,legen::V,poner,lægge
1024,berühren::V,tocar,berøre
1025,verbinden::V,unir,forbinde
1026,verbinden::V,juntar,forbinde
1027,bedecken::V,tapar,dække
1028,bedecken::V,tapar,bedække
1029,bedecken::V,cubrir,dække
1030,bedecken::V,cubrir,bedække
1031,aufhängen::V,colgar,hænge
1032,aufhängen::V,colgar,hænge op
1033,anzünden::V,encender,tænde
1034,anzünden::V,encender,antænde
1035,aufheben::V,recoger,løfte
1036,aufheben::V,recoger,tage op
1037,zurücklassen::V,dejar,lade tilbage
1038,verlieren::V,perder,miste
1039,fallen lassen::V,dejar caer,tabe
1040,fallen lassen::V,dejar caer,droppe
1041,machen::V,hacer,gøre
1042,herstellen::V,fabricar,fremstille
1043,bauen::V,construir,bygge
1044,reparieren::V,reparar,reparere
1045,verbessern::V,mejorar,rette
1046,verbessern::V,mejorar,forbedre
1047,ändern::V,mudar,ændre
1048,ändern::V,modificar,ændre
1049,graben::V,cavar,grave
1050,beugen::V,doblar,bøje
1051,beugen::V,inclinar,bøje
1052,biegen::V,doblar,bøje
1053,drehen::V,volver,dreje
1054,drehen::V,hacer girar,dreje
1055,wenden::V,volver,vende
1056,umdrehen::V,revolver,dreje om
1057,heben::V,levantar,hæve
1058,hochheben::V,alzar,løfte
1059,ergreifen::V,coger,gribe fat i
1060,halten::V,tener,holde
1061,drücken::V,apretar,trykke
1062,schieben::V,empujar,skyde
1063,schieben::V,empujar,skubbe
1064,kratzen::V,rascar,klø
1065,kratzen::V,rascar,kradse
1066,lecken::V,lamer,slikke
1067,beißen::V,morder,bide
1068,abreißen::V,arrancar,rive af
1069,abschneiden::V,cortar,skære af
1070,binden::V,atar,binde
1071,stecken::V,meter,stikke
1072,brechen::V,romper,brække
1073,brechen::V,quebrar,brække
1074,klopfen::V,golpear,banke
1075,hauen::V,pegar,hugge
1076,kleben::V,pegar,klistre
1077,kleben::V,encolar,klistre
1078,reiben::V,frotar,gnide
1079,streichen::V,untar,smøre
1080,streichen::V,recubrir,smøre
1081,schleifen::V,afilar,slibe
1082,schneiden::V,cortar,skære
1083,schneiden::V,cortar,klippe
1084,rütteln::V,agitar,ruske
1085,schütteln::V,agitar,ryste
1086,schütteln::V,sacudir,ryste
1087,schwenken::V,menear,svinge
1088,schütten::V,verter,hælde
1089,füllen::V,llenar,fylde
1090,einwickeln::V,envolver,pakke ind
1091,tragen::V,llevar,bære
1092,schleppen::V,arrastrar,slæbe
1093,ziehen::V,tirar,trække
1094,aufbewahren::V,conservar,opbevare
1095,werfen::V,echar,kaste
1096,werfen::V,lanzar,kaste
1097,fangen::V,coger,fange
1098,packen::V,agarrar,gribe
1099,verstecken::V,esconder,gemme
1100,teilen::V,partir,dele
1101,teilen::V,dividir,dele
1102,schicken::V,enviar,sende
1103,bringen::V,traer,bringe
1104,hinzufügen::V,añadir,tilføje
1105,bekommen::V,obtener,få
1106,bekommen::V,conseguir,få
1107,erhalten::V,recibir,få
1108,nehmen::V,tomar,tage
1109,wählen::V,elegir,vælge
1110,auswählen::V,escoger,udvælge
1111,auswählen::V,seleccionar,udvælge
1112,bewahren::V,guardar,bevare
1113,bewahren::V,preservar,bevare
1114,behindern::V,estorbar,hindre
1115,behindern::V,estorbar,forhindre
1116,behindern::V,obstaculizar,hindre
1117,behindern::V,obstaculizar,forhindre
1118,verderben::V,estropear,ødelægge
1119,beschädigen::V,deteriorar,beskadige
1120,zerbrechen::V,romper,brække itu
1121,zerbrechen::V,quebrar,brække itu
1122,zerreißen::V,desgarrar,rive itu
1123,zerreißen::V,despedazar,rive itu
1124,zerstören::V,destruir,ødelægge
1125,zerstören::V,destrozar,ødelægge
1126,verbrennen::V,quemar,brænde
1127,geben::V,dar,give
1128,reichen::V,pasar,række
1129,schenken::V,regalar,forære
1130,versprechen::V,prometer,love
1131,wünschen::V,desear,ønske
1132,loben::V,alabar,rose
1133,küssen::V,besar,kysse
1134,wiegen::V,mecer,vugge
1135,zudecken::V,tapar,dække til
1136,zudecken::V,cubrir,dække til
1137,wecken::V,despertar,vække
1138,zeigen::V,mostrar,vise
1139,führen::V,guiar,føre
1140,führen::V,conducir,føre
1141,lehren::V,enseñar,lære
1142,lehren::V,instruir,lære
1143,unterrichten::V,enseñar,undervise
1144,aufziehen::V,criar,opdrage
1145,leiten::V,guiar,lede
1146,leiten::V,dirigir,lede
1147,antreiben::V,impeler,skynde på
1148,antreiben::V,impulsar,skynde på
1149,lassen::V,hacer,få til at
1150,einladen::V,invitar,indbyde
1151,einladen::V,invitar,invitere
1152,vereinigen::V,unir,forene
1153,besuchen::V,visitar,besøge
1154,besuchen::V,ir a ver,besøge
1155,treffen::V,encontrar,møde
1156,sich versammeln::V,reunirse,forsamles
1157,sich versammeln::V,congregarse,forsamles
1158,spielen::V,jugar,lege
1159,spielen::V,jugar,spille
1160,singen::V,cantar,synge
1161,tanzen::V,bailar,danse
1162,sich trennen::V,separarse,skilles
1163,verlassen::V,dejar,forlade
1164,verlassen::V,abandonar,forlade
1165,retten::V,salvar,redde
1166,bewachen::V,vigilar,bevogte
1167,schützen::V,proteger,skærme
1168,schützen::V,proteger,beskytte
1169,verteidigen::V,defender,forsvare
1170,sich schlagen::V,batirse,slås
1171,schießen::V,tirar,skyde
1172,schießen::V,disparar,skyde
1173,siegen::V,vencer,sejre
1174,ärgern::V,enojar,ærgre
1175,ärgern::V,enfadar,ærgre
1176,schlagen::V,pegar,slå
1177,schlagen::V,golpear,slå
1178,treten::V,dar una patada a,sparke
1179,stechen::V,pinchar,stikke
1180,stoßen::V,empujar,støde
1181,stehlen::V,robar,stjæle
1182,stehlen::V,hurtar,stjæle
1183,stören::V,molestar,forstyrre
1184,belästigen::V,molestar,genere
1185,belästigen::V,molestar,ulejlige
1186,belästigen::V,importunar,genere
1187,belästigen::V,importunar,ulejlige
1188,verbergen::V,ocultar,skjule
1189,verbergen::V,esconder,skjule
1190,täuschen::V,engañar,villede
1191,betrügen::V,engañar,bedrage
1192,töten::V,matar,dræbe
1193,wohnen::V,vivir,bo
1194,wohnen::V,habitar,bo
1195,arbeiten::V,trabajar,arbejde
1196,sammeln::V,recoger,samle
1197,sammeln::V,coleccionar,samle
1198,pflücken::V,coger,plukke
1199,jagen::V,cazar,jage
1200,fischen::V,pescar,fiske
1201,fassen::V,atrapar,fange
1202,fassen::V,capturar,fange
1203,hüten::V,guardar,vogte
1204,treiben::V,aballar,drive
1205,anbinden::V,atar,binde fast
1206,füttern::V,echar de comer,fodre
1207,melken::V,ordeñar,malke
1208,hacken::V,picar,hakke
1209,hacken::V,cortar,hakke
1210,gießen::V,regar,hælde
1211,reifen::V,madurar,modne
1212,zubereiten::V,preparar,tilberede
1213,kochen::V,cocer,koge
1214,kochen::V,guisar,koge
1215,backen::V,hornear,bage
1216,backen::V,cocer al horno,bage
1217,braten::V,asar,stege
1218,braten::V,freír,stege
1219,umrühren::V,remover,røre om
1220,stricken::V,hacer punto,strikke
1221,stricken::V,hacer calceta,strikke
1222,nähen::V,coser,sy
1223,färben::V,teñir,farve
1224,färben::V,colorear,farve
1225,reinigen::V,limpiar,rense
1226,reinigen::V,limpiar,gøre ren
1227,waschen::V,lavar,vaske
1228,abwischen::V,fregar,tørre af
1229,abwischen::V,limpiar,tørre af
1230,spülen::V,aclarar,skylle
1231,spülen::V,enjuagar,skylle
1232,fegen::V,barrer,feje
1233,fegen::V,pasar la escoba,feje
1234,kehren::V,barrer,feje
1235,baden::V,bañarse,bade
1236,sich waschen::V,lavarse,vaske sig
1237,ausziehen::V,quitar,tage af
1238,ausziehen::V,quitarse,tage af
1239,anziehen::V,ponerse,tage på
1240,sich anziehen::V,vestirse,klæde sig på
1241,kämmen::V,peinar,rede
1242,kämmen::V,peinar,frisere
1243,schmücken::V,adornar,pynte
1244,schmücken::V,adornar,smykke
1245,sagen::V,decir,sige
1246,sprechen::V,hablar,snakke
1247,reden::V,hablar,tale
1248,reden::V,hablar,snakke
1249,reden::V,conversar,tale
1250,reden::V,conversar,snakke
1251,sich unterhalten::V,charlar,snakke sammen
1252,sich unterhalten::V,conversar,snakke sammen
1253,fragen::V,preguntar,spørge
1254,bitten::V,rogar,bede
1255,erzählen::V,contar,berette
1256,erzählen::V,contar,fortælle
1257,mitteilen::V,comunicar,meddele
1258,mitteilen::V,participar,meddele
1259,nennen::V,llamar,nævne
1260,nennen::V,nombrar,nævne
1261,rufen::V,llamar,råbe
1262,prahlen::V,jactarse,prale
1263,übersetzen::V,traducir,oversætte
1264,denken::V,pensar,tænke
1265,glauben::V,creer,tro
1266,bemerken::V,notar,bemærke
1267,bemerken::V,notar,lægge mærke til
1268,erkennen::V,reconocer,genkende
1269,begreifen::V,concebir,begribe
1270,verstehen::V,entender,forstå
1271,verstehen::V,comprender,forstå
1272,lernen::V,aprender,lære
1273,wissen::V,saber,vide
1274,sich erinnern an::V,recordar,mindes
1275,sich erinnern an::V,recordar,huske på
1276,sich erinnern an::V,acordarse de,mindes
1277,sich erinnern an::V,acordarse de,huske på
1278,vergessen::V,olvidar,glemme
1279,messen::V,medir,måle
1280,zählen::V,contar,tælle
1281,rechnen::V,contar,regne
1282,rechnen::V,calcular,regne
1283,lesen::V,leer,læse
1284,malen::V,pintar,male
1285,zeichnen::V,dibujar,tegne
1286,schreiben::V,escribir,skrive
1287,besitzen::V,poseer,eje
1288,besitzen::V,poseer,besidde
1289,kaufen::V,comprar,købe
1290,verkaufen::V,vender,sælge
1291,bezahlen::V,pagar,betale
1292,zahlen::V,pagar,betale
1293,beherrschen::V,dominar,beherske
1294,ertragen::V,soportar,tåle
1295,ertragen::V,soportar,udholde
