,Concept_ID,ro,ko
850,neben::PRP,lângă,와나란히
851,neben::PRP,alături de,와나란히
852,zwischen::PRP,între,의사이로
853,zwischen::PRP,dintre,의사이로
854,wegen::PRP,pentru,때문에
855,dies::PRN,acesta,이
856,das::PRN,asta,저
857,alles::PRN,tot,모든것
858,ich::PRN,eu,나
859,du::PRN,tu,너
860,er::PRN,el,그
861,er::PRN,dânsul,그
862,wir::PRN,noi,우리
863,ihr::PRN,voi,너희들
864,sie::PRN,ei,그들
865,sie::PRN,dânșii,그들
866,was::FPRN,ce,뭣
867,wer::FPRN,cine,누구
868,wo::FADV,unde,어디
869,wohin::FADV,încotro,어디로
870,wie::FADV,cum,어떻게
871,warum::FADV,de ce,왜
872,warum::FADV,pentru ce,왜
873,wieviel::FNUM,cât,얼마만큰
874,eins::NUM,unu,하나
875,zwei::NUM,doi,둘
876,drei::NUM,trei,셋
877,vier::NUM,patru,넷
878,fünf::NUM,cinci,다섯
879,sechs::NUM,șase,여섯
880,sieben::NUM,șapte,일곱
881,acht::NUM,opt,여덟
882,neun::NUM,nouă,아홉
883,zehn::NUM,zece,열
884,elf::NUM,unsprezece,열하나
885,zwölf::NUM,douăsprezece,열둘
886,zwanzig::NUM,douăzeci,스물
887,dreißig::NUM,treizeci,서름
888,vierzig::NUM,patruzeci,마흔
889,fünfzig::NUM,cincizeci,숸
890,sechzig::NUM,șaizeci,에순
891,siebzig::NUM,șaptezeci,일흔
892,achtzig::NUM,optzeci,여든
893,neunzig::NUM,nouăzeci,아흔
894,hundert::NUM,sută,백
895,tausend::NUM,mie,천
896,und::CNJ,și,와
897,oder::CNJ,ori,아니면
898,stehen::V,sta,서다
899,sitzen::V,ședea,앉다
900,liegen::V,zăcea,눕다
901,liegen::V,fi culcat,눕다
902,hängen::V,atârna,달다
903,werden::V,deveni,되다
904,werden::V,se face,되다
905,passieren::V,se întâmpla,지장옶다
906,beginnen::V,începe,시작되다
907,enden::V,se sfârși,큳내다
908,enden::V,se termina,큳내다
909,wechseln::V,se schimba,병경하다
910,aufgehen[Sonne]::V,răsări,뜨다
911,untergehen[Sonne]::V,apune,지다
912,scheinen[Sonne]::V,străluci,빛나다
913,donnern::V,tuna,천둥치다
914,wehen::V,bate,풀다
915,strömen::V,curge în șiroaie,흐르다
916,fließen::V,curge,흐르다
917,sich drehen::V,se învârti,돌다
918,schwanken::V,se clătina,동요하다
919,schwingen::V,vibra,흔들다
920,schwingen::V,flutura,흔들다
921,fallen::V,cădea,떨어지다
922,brennen::V,arde,타다
923,rauchen::V,fuma,김이나다
924,regnen::V,ploua,비가오다
925,gefrieren::V,îngheța,얼다
926,tauen::V,se dezgheța,녹다
927,schmelzen::V,se topi,녹다
928,trocknen::V,se usca,홈치다
929,sieden::V,fierbe,끓다
930,sieden::V,clocoti,끓다
931,faulen::V,se împuți,부패하다
932,verfaulen::V,putrezi,썩다
933,reißen::V,se rupe,지바찢다
934,reißen::V,se sfâșia,지바찢다
935,versinken::V,se scufunda,가라앉다
936,vergehen::V,trece,지나가다
937,vergehen::V,se scurge,지나가다
938,erscheinen::V,apărea,나타나다
939,verschwinden::V,dispărea,사라지다
940,sinken::V,cădea,가라앉다
941,sinken::V,coborî,가라앉다
942,abnehmen::V,scădea,떼어내다
943,abnehmen::V,descrește,떼어내다
944,zunehmen::V,spori,증가하다
945,zunehmen::V,crește,증가하다
946,zunehmen::V,augmenta,증가하다
947,steigen::V,urca,상승하다
948,wachsen::V,crește,생기하다
949,glänzen::V,luci,뛰오나다
950,glänzen::V,străluci,뛰오나다
951,funkeln::V,scânteia,불티가잍어나다
952,lärmen::V,face larmă,떠들다
953,läuten::V,suna,울시다
954,klingeln::V,suna,초닌총을울리다
955,klirren::V,zăngăni,탁탁울리다
956,brausen::V,vui,쏴쏴소리내다
957,rauschen::V,vâjâi,솨솨
958,klingen::V,suna,반향하다
959,bellen::V,lătra,짖다
960,heulen::V,urla,포효하다
961,blasen::V,sufla,불다
962,pfeifen::V,fluiera,피리를불다
963,schreien::V,țipa,절규하다
964,stöhnen::V,geme,신음하다
965,zittern::V,tremura,저뉼하다
966,leben::V,trăi,살다
967,geboren werden::V,se naște,태어난
968,atmen::V,respira,숨쉬다
969,trinken::V,bea,마시다
970,essen::V,mânca,먹다
971,schlucken::V,înghiți,들이켜다
972,müde werden::V,se obosi,
973,einschlafen::V,adormi,잠들다
974,schlafen::V,dormi,자다
975,aufwachen::V,se deștepta,눈트다
976,aufstehen::V,fi se scula,서다
977,sich erholen::V,se relaxa,회복하다
978,sich erholen::V,se destinde,회복하다
979,krank werden::V,se îmbolnăvi,
980,krank sein::V,zăcea,
981,krank sein::V,fi bolnav,
982,schmerzen::V,durea,아프다
983,husten::V,tuși,잔기침하다
984,genesen::V,se însănătoși,낫다
985,sterben::V,muri,죽다
986,umkommen::V,pieri,못쓰게되다
987,sich bewegen::V,se mișca,움직이다
988,sich rühren::V,se mișca,움직이다
989,sich erheben::V,se ridica,이러서다
990,sich setzen::V,lua loc,앉히다
991,sich setzen::V,se așeza,앉히다
992,hinfallen::V,cădea jos,넘어지다
993,laufen::V,merge,걷다
994,laufen::V,merge pe jos,걷다
995,schreiten::V,păși,보행하다
996,spazierengehen::V,se plimba,산보하다
997,eilen::V,fi se grăbi,서둘다
998,sich beeilen::V,se grăbi,서둘게하다
999,sausen::V,țâșni,서들러 떠나다
1000,rennen::V,fugi,달리다
1001,rennen::V,alerga,달리다
1002,springen::V,sări,도약하다
1003,klettern::V,urca,갑겨오르다
1004,klettern::V,se cățăra,갑겨오르다
1005,schaukeln::V,legăna,흔들리게하다
1006,kriechen::V,se târî,기다
1007,schwimmen::V,înota,헤엄치다
1008,tauchen::V,se scufunda,잠기다
1009,rudern::V,vâsli,물을헤치다
1010,rudern::V,lopăta,물을헤치다
1011,fahren::V,merge,가다
1012,fahren::V,merge,나르다
1013,fliegen::V,zbura,날다
1014,gehen::V,merge,가다
1015,weggehen::V,se duce,팔리다
1016,abfahren::V,pleca,출발하다
1017,anhalten::V,se opri,멈추다
1018,hineingehen::V,intra,(그리로)가다
1019,eintreten::V,intra,들러가다
1020,kommen::V,veni,오다
1021,ankommen::V,sosi,고챀하다
1022,ankommen::V,ajunge,고챀하다
1023,zurückkommen::V,se întoarce,보기
1024,bleiben::V,rămâne,체류
1025,warten::V,aștepta,기다리다
1026,erwarten::V,aștepta,기대하다
1027,suchen::V,căuta,찾다
1028,suchen::V,căuta,구하다
1029,finden::V,găsi,찾아내다
1030,versuchen::V,încerca,시험하다
1031,vorbereiten::V,pregăti,재비하다
1032,lieben::V,iubi,사랑하다
1033,mögen::V,plăcea a,줗아하다
1034,lachen::V,râde,웃다
1035,rühren::V,mișca,건드리다
1036,rühren::V,înduioșa,건드리다
1037,weinen::V,plânge,울다
1038,schimpfen::V,înjura,꾸짖다
1039,sich ärgern::V,se supăra,화를내게 하다
1040,sich fürchten::V,se teme,두려원하다
1041,sich fürchten::V,fi teamă a,두려원하다
1042,fürchten::V,se teme de,두려원하다
1043,fliehen::V,fugi,도망치다
1044,flüchten::V,evada,도주하다
1045,sehen::V,vedea,보다
1046,anschauen::V,privi,바라보다
1047,ansehen::V,privi,바라보다
1048,hören::V,auzi,듣다
1049,zuhören::V,asculta,듣다
1050,probieren::V,gusta,시식하다
1051,riechen::V,mirosi,내새를맡다
1052,fühlen::V,simți,느끼다
1053,fühlen::V,resimți,느끼다
1054,scheinen::V,părea,...것같다
1055,zu sehen sein::V,se vedea,보이는
1056,vernehmen::V,auzi,듣다
1057,vernehmen::V,auzi,들어서일다
1058,frieren::V,fi frig,춥다
1059,tun::V,face,하다
1060,können::V,ști,할주릴다
1061,können::V,putea,할주릴다
1062,wollen::V,dori,바라다
1063,anfangen::V,începe,시작하다
1064,beenden::V,sfârși,다하다
1065,beenden::V,termina,다하다
1066,aufhören::V,înceta,그만두다
1067,gelingen::V,reuși,성국하다
1068,gelingen::V,izbuti,성국하다
1069,geraten::V,reuși,잘되어가다
1070,öffnen::V,deschide,열다
1071,schließen::V,închide,추측하다
1072,stellen::V,pune,세우다
1073,stellen::V,așeza,세우다
1074,setzen::V,pune,놓다
1075,setzen::V,așeza,놓다
1076,legen::V,pune,눕히다
1077,berühren::V,atinge,대다
1078,verbinden::V,lega,옝열하다
1079,bedecken::V,acoperi,덮다
1080,aufhängen::V,atârna,매달다
1081,aufhängen::V,spânzura,매달다
1082,anzünden::V,aprinde,점화하다
1083,aufheben::V,ridica,위로올리다
1084,aufheben::V,lua de jos,위로올리다
1085,zurücklassen::V,lăsa,튀에남기다
1086,zurücklassen::V,lăsa în urmă,튀에남기다
1087,verlieren::V,pierde,잃다
1088,fallen lassen::V,scăpa,떨어뜨리다
1089,fallen lassen::V,arunca,떨어뜨리다
1090,machen::V,face,하다
1091,herstellen::V,fabrica,제조하다
1092,herstellen::V,confecționa,제조하다
1093,bauen::V,clădi,짓다
1094,bauen::V,construi,짓다
1095,reparieren::V,repara,수셩자다
1096,verbessern::V,ameliora,정정하다
1097,verbessern::V,îmbunătăți,정정하다
1098,ändern::V,schimba,바꾸다
1099,ändern::V,modifica,바꾸다
1100,graben::V,săpa,파다
1101,beugen::V,curba,구부리다
1102,biegen::V,îndoi,굽히다
1103,biegen::V,încovoia,굽히다
1104,drehen::V,învârti,회전
1105,wenden::V,întoarce,회전시키다
1106,umdrehen::V,învârti,회전시키다
1107,umdrehen::V,întoarce,회전시키다
1108,heben::V,ridica,일으아키다
1109,hochheben::V,ridica,틀어올리다
1110,ergreifen::V,lua,잡다
1111,ergreifen::V,apuca,잡다
1112,halten::V,ține,잡다
1113,drücken::V,apăsa,누르다
1114,drücken::V,strânge,누르다
1115,schieben::V,împinge,밀다
1116,kratzen::V,zgâria,긁다
1117,lecken::V,linge,핥다
1118,beißen::V,mușca,물다
1119,abreißen::V,rupe,
1120,abreißen::V,smulge,
1121,abschneiden::V,scurta,귾어내다
1122,binden::V,lega,매다
1123,stecken::V,pune,찌르다
1124,brechen::V,rupe,금
1125,brechen::V,frânge,금
1126,klopfen::V,ciocăni,치다
1127,hauen::V,lovi,때리다
1128,kleben::V,lipi,들러붙다
1129,reiben::V,freca,문지르다
1130,reiben::V,fricționa,문지르다
1131,streichen::V,unge,쓰다듬다
1132,schleifen::V,ascuți,갈다
1133,schneiden::V,tăia,베다
1134,rütteln::V,zgâlțâi,흔들다
1135,schütteln::V,scutura,흔들다
1136,schwenken::V,agita,흔들다
1137,schütten::V,vărsa,따르다
1138,füllen::V,umple,담다
1139,einwickeln::V,înveli,싸다
1140,einwickeln::V,înfășura,싸다
1141,tragen::V,căra,지우다
1142,schleppen::V,târî,끌다
1143,ziehen::V,trage,당기다
1144,aufbewahren::V,păstra,간직하다
1145,aufbewahren::V,conserva,간직하다
1146,werfen::V,arunca,던지다
1147,fangen::V,prinde,밥다
1148,packen::V,apuca,쥐다
1149,verstecken::V,ascunde,숨기다
1150,teilen::V,împărți,나누다
1151,schicken::V,trimite,보내다
1152,bringen::V,aduce,가겨
1153,hinzufügen::V,adăuga,부가하다
1154,bekommen::V,obține,얻다
1155,bekommen::V,dobândi,얻다
1156,erhalten::V,primi,지니다
1157,erhalten::V,căpăta,지니다
1158,nehmen::V,lua,잡다
1159,wählen::V,opta,선거하다
1160,wählen::V,alege,선거하다
1161,auswählen::V,selecta,선출하다
1162,bewahren::V,păstra,저장보종
1163,behindern::V,stingheri,훼방하다
1164,verderben::V,strica,못쓰게 되다
1165,beschädigen::V,strica,상하게하다
1166,zerbrechen::V,rupe,깨뜨리다
1167,zerbrechen::V,frânge,깨뜨리다
1168,zerreißen::V,rupe,잡아쫓다
1169,zerreißen::V,sfâșia,잡아쫓다
1170,zerstören::V,distruge,파괴하다
1171,verbrennen::V,arde,소실하다
1172,verbrennen::V,incendia,소실하다
1173,geben::V,da,주다
1174,reichen::V,întinde,내일다
1175,schenken::V,dărui,주다
1176,versprechen::V,făgădui,약속하다
1177,wünschen::V,ura,바라다
1178,loben::V,lăuda,칭찬하다
1179,küssen::V,săruta,키스하다
1180,wiegen::V,legăna,어르다
1181,zudecken::V,acoperi,뚜꺼을하다
1182,wecken::V,trezi,깨우다
1183,wecken::V,deștepta,깨우다
1184,zeigen::V,arăta,보이다
1185,führen::V,călăuzi,가게하다
1186,lehren::V,preda,가르치다
1187,lehren::V,învăța,가르치다
1188,unterrichten::V,învăța,가르지다
1189,unterrichten::V,instrui,가르지다
1190,aufziehen::V,crește,사육하다
1191,leiten::V,duce,이끌다
1192,leiten::V,conduce,이끌다
1193,antreiben::V,împinge,몰다
1194,antreiben::V,încuraja,몰다
1195,lassen::V,pune pe să,내버려두다
1196,einladen::V,invita,초청하다
1197,vereinigen::V,uni,하나로하다
1198,vereinigen::V,întruni,하나로하다
1199,besuchen::V,vizita,방문하다
1200,besuchen::V,face o vizită,방문하다
1201,treffen::V,întâlni,만나다
1202,sich versammeln::V,se aduna,조립하다
1203,spielen::V,se juca,눌다
1204,singen::V,cânta,노래하다
1205,tanzen::V,dansa,춤추하다
1206,sich trennen::V,se separa,가르다
1207,sich trennen::V,se despărți,가르다
1208,verlassen::V,părăsi,버림받은
1209,verlassen::V,abandona,버림받은
1210,retten::V,salva,구조하다
1211,bewachen::V,păzi,치키다
1212,schützen::V,ocroti,보호하다
1213,schützen::V,proteja,보호하다
1214,verteidigen::V,apăra,막다
1215,sich schlagen::V,se bate,치다
1216,schießen::V,trage,쏘다
1217,siegen::V,birui,이기다
1218,siegen::V,învinge,이기다
1219,ärgern::V,supăra,성을내게하다
1220,schlagen::V,lovi,치다
1221,treten::V,călca,디디다
1222,stechen::V,înțepa,찌르다
1223,stechen::V,împunge,찌르다
1224,stoßen::V,împinge,찌르다
1225,stehlen::V,fura,훔치다
1226,stören::V,deranja,움직이다
1227,belästigen::V,importuna,괴롭히다
1228,verbergen::V,ascunde,숨기다
1229,täuschen::V,amăgi,속이다
1230,betrügen::V,înșela,속이다
1231,töten::V,omorî,죽이다
1232,wohnen::V,sta,실다
1233,wohnen::V,locui,실다
1234,arbeiten::V,lucra,일하다
1235,sammeln::V,aduna,모으다
1236,sammeln::V,colecționa,모으다
1237,pflücken::V,culege,꿔다
1238,jagen::V,vâna,사냥하다
1239,fischen::V,pescui,고기를잡다
1240,fassen::V,prinde,움켜쥐다
1241,hüten::V,paște,망보다
1242,treiben::V,mână,몰아세우다
1243,anbinden::V,lega,묶다
1244,füttern::V,da de mâncare,사료를주다
1245,melken::V,mulge,젖을짜다
1246,hacken::V,toca,자르다
1247,hacken::V,sparge,자르다
1248,gießen::V,uda,물을대다
1249,reifen::V,pârgui,성숙하다
1250,zubereiten::V,găti,조제하다
1251,kochen::V,găti,요리하다
1252,backen::V,coace,쿱다
1253,braten::V,coace,굽다
1254,umrühren::V,mesteca,교반하다
1255,stricken::V,împleti,뜨개질하다
1256,nähen::V,coase,꿰매다
1257,färben::V,vopsi,채색하다
1258,färben::V,colora,채색하다
1259,reinigen::V,curăți,청소하다
1260,waschen::V,spăla,씻다
1261,abwischen::V,șterge,닦다
1262,spülen::V,clăti,씻다
1263,fegen::V,mătura,소체하다
1264,kehren::V,mătura,청소하다
1265,baden::V,se scălda,감다
1266,sich waschen::V,se spăla,모믈 씻다
1267,ausziehen::V,și scoate,벗다
1268,anziehen::V,îmbrăca,끌어움직이다
1269,sich anziehen::V,se îmbrăca,
1270,kämmen::V,pieptăna,빗다
1271,schmücken::V,împodobi,치레하다
1272,sagen::V,zice,말하다
1273,sagen::V,spune,말하다
1274,sprechen::V,vorbi,말하다
1275,reden::V,vorbi,이야기하다
1276,reden::V,discuta,이야기하다
1277,sich unterhalten::V,conversa,
1278,sich unterhalten::V,sta de vorbă,
1279,fragen::V,întreba,질문하다
1280,bitten::V,ruga,원하다
1281,erzählen::V,spune,이야기하다
1282,erzählen::V,povesti,이야기하다
1283,mitteilen::V,comunica,이야기하다
1284,mitteilen::V,înștiința,이야기하다
1285,nennen::V,numi,부르다
1286,nennen::V,chema,부르다
1287,rufen::V,chema,불러내다
1288,prahlen::V,se făli,자랑하다
1289,übersetzen::V,traduce,번역하다
1290,denken::V,gândi,생각하다
1291,glauben::V,crede,믿다
1292,bemerken::V,observa,인자하다
1293,erkennen::V,cunoaște,인식하다
1294,erkennen::V,recunoaște,인식하다
1295,begreifen::V,pricepe,파악하다
1296,begreifen::V,înțelege,파악하다
1297,verstehen::V,înțelege,이해하다
1298,lernen::V,învăța,배우다
1299,wissen::V,ști,알다
1300,sich erinnern an::V,a-și aminti de,상기하다
1301,vergessen::V,uita,잊다
1302,messen::V,măsura,측정하다
1303,zählen::V,număra,세다
1304,rechnen::V,calcula,게산하다
1305,lesen::V,citi,읽다
1306,malen::V,picta,그리다
1307,zeichnen::V,desena,소묘하다
1308,schreiben::V,scrie,쓰다
1309,besitzen::V,avea,소유하다
1310,besitzen::V,poseda,소유하다
1311,kaufen::V,cumpăra,사다
1312,verkaufen::V,vinde,팔다
1313,bezahlen::V,plăti,지불하다
1314,bezahlen::V,achita,지불하다
1315,zahlen::V,plăti,치르다
1316,beherrschen::V,stăpâni,지배하다
1317,ertragen::V,răbda,참다
1318,ertragen::V,suporta,참다
