,Concept_ID,la,myv
823,wechseln::V,mutari,полавтнемс
824,aufgehen[Sonne]::V,oriri,лисемс
825,aufgehen[Sonne]::V,oriri,стямс
826,untergehen[Sonne]::V,occidere,валгомс
827,scheinen[Sonne]::V,lucere,валдомтомс
828,donnern::V,tonare,цярномс
829,donnern::V,tonare,галдордомс
830,wehen::V,flare,пувамс
831,strömen::V,fluere,чудемс
832,fließen::V,manare,чудемс
833,sich drehen::V,torqueri,велямс
834,schwanken::V,vacillare,лыкамс
835,schwanken::V,vacillare,якамс
836,schwingen::V,vibrare,нурсемс
837,schwingen::V,vibrare,лыкамс
838,fallen::V,cadere,прамс
839,fallen::V,cadere,сяворемс
840,brennen::V,ardere,паломс
841,rauchen::V,fumare,качадомс
842,regnen::V,pluere,пиземс
843,gefrieren::V,congelari,кельмемс
844,tauen::V,rorare,соламс
845,schmelzen::V,liquescere,соламс
846,trocknen::V,arescere,коськемс
847,sieden::V,fervere,лакамс
848,sieden::V,fervere,пиксемс
849,faulen::V,putescere,наксадомс
850,verfaulen::V,putescere,наксадомс
851,reißen::V,scindi,сезневемс
852,versinken::V,mergi,ваямс
853,vergehen::V,praeterire,ютамс
854,erscheinen::V,apparere,лисемс
855,verschwinden::V,discedere,ёмамс
856,sinken::V,labi,явамс
857,abnehmen::V,deminui,киремемс
858,zunehmen::V,augeri,ламолгадомс
859,zunehmen::V,augeri,раштамс
860,steigen::V,augescere,куземс
861,steigen::V,augescere,кепсевемс
862,wachsen::V,crescere,касомс
863,glänzen::V,splendere,цитнемс
864,funkeln::V,micare,пиндолдомс
865,funkeln::V,micare,цивтёрдомс
866,lärmen::V,strepere,шалномс
867,läuten::V,sonare,гайгезевемс
868,klingeln::V,tinnire,чавомс баягас
869,klirren::V,crepare,калдордомс
870,klirren::V,crepare,кальцяемс
871,brausen::V,saevire,лакамс
872,rauschen::V,crepare,лажномс
873,klingen::V,sonare,гайгемс
874,bellen::V,latrare,онгомс
875,heulen::V,ululare,урномс
876,blasen::V,flare,пувамс
877,pfeifen::V,sibilare,вешкемс
878,schreien::V,clamare,пижнемс
879,stöhnen::V,gemere,кувсемс
880,zittern::V,tremere,тарномс
881,zittern::V,trepidare,тарномс
882,leben::V,vivere,эрямс
883,geboren werden::V,nasci,чачомс
884,atmen::V,spirare,лексемс
885,trinken::V,bibere,симемс
886,essen::V,edere,ярсамс
887,schlucken::V,devorare,нилемс
888,schlucken::V,devorare,порнемс
889,müde werden::V,fatigari,сиземс
890,einschlafen::V,obdormiscere,матедевемс
891,schlafen::V,dormire,удомс
892,aufwachen::V,expergisci,сыргоземс
893,aufstehen::V,exsurgere,стямс
894,sich erholen::V,se reficere,оймсемс
895,krank werden::V,aegrescere,сэредезевемс
896,krank sein::V,aegrotare,сэредемс
897,schmerzen::V,dolere,сэредемс
898,husten::V,tussire,козомс
899,genesen::V,convalescere,пичкамс
900,sterben::V,mori,куломс
901,umkommen::V,perire,чавовомс
902,umkommen::V,perire,ёмамс
903,sich bewegen::V,se movere,шаштомс
904,sich rühren::V,micare,сыргамс
905,sich erheben::V,surgere,куземс
906,sich setzen::V,considere,озамс
907,hinfallen::V,cadere,прамс
908,hinfallen::V,cadere,сяворемс
909,laufen::V,vadere,якамс
910,schreiten::V,gradi,эскелямс
911,schreiten::V,gradi,молемс
912,spazierengehen::V,ambulare,якамс
913,eilen::V,properare,эрзкалемс
914,eilen::V,properare,капшамс
915,sich beeilen::V,festinare,капшамс
916,sausen::V,currere,ливтямс
917,rennen::V,currere,чийнемс
918,rennen::V,currere,ардтнемс
919,springen::V,salire,кирнявтнемс
920,klettern::V,niti,куземс
921,schaukeln::V,oscillare,нурямс
922,kriechen::V,repere,ёзмолдомс
923,kriechen::V,serpere,ёзмолдомс
924,schwimmen::V,nare,уемс
925,schwimmen::V,natare,уемс
926,tauchen::V,mergere,чопавтомс
927,tauchen::V,mergere,чопавтнемс
928,rudern::V,remigare,миледемс
929,fahren::V,vehi,ардомс
930,fliegen::V,volare,ливтямс
931,gehen::V,ire,туемс
932,gehen::V,ire,молемс
933,gehen::V,vadere,туемс
934,gehen::V,vadere,молемс
935,weggehen::V,abire,туемс
936,weggehen::V,discedere,туемс
937,abfahren::V,proficisci,туемс
938,anhalten::V,consistere,лоткамс
939,hineingehen::V,inire,совамс
940,hineingehen::V,ingredi,совамс
941,eintreten::V,intrare,совамс
942,eintreten::V,intrare,эскельдямс
943,kommen::V,venire,самс
944,ankommen::V,advenire,самс
945,ankommen::V,advenire,пачкодемс
946,zurückkommen::V,revenire,велявтомс
947,bleiben::V,manere,кадовомс
948,warten::V,opperiri,учомс
949,erwarten::V,opperiri,учомс
950,erwarten::V,expectare,учомс
951,suchen::V,quaerere,вешнемс
952,finden::V,reperire,муемс
953,versuchen::V,conari,варштамс
954,versuchen::V,temptare,варштамс
955,vorbereiten::V,parare,анокстамс
956,lieben::V,amare,вечкемс
957,mögen::V,amare,вечкемс
958,lachen::V,ridere,пейдемс
959,rühren::V,commovere,токамс седейс
960,weinen::V,flere,авардемс
961,schimpfen::V,increpare,сёвномс
962,sich ärgern::V,indignari,кежиявтнемс
963,sich fürchten::V,vereri,пелемс
964,fürchten::V,timere,пелемс
965,fliehen::V,fugere,оргодемс
966,flüchten::V,effugere,ворьгодемс
967,flüchten::V,effugere,чадомс
968,sehen::V,videre,неемс
969,anschauen::V,aspectare,ваномс
970,ansehen::V,spectare,ваномс
971,hören::V,audire,марямс
972,zuhören::V,auscultare,кунсоломс
973,probieren::V,gustare,варшамс
974,riechen::V,olfacere,никсемс
975,fühlen::V,sentire,марямс
976,scheinen::V,videri,марявомс
977,zu sehen sein::V,conspici,неявомс
978,vernehmen::V,comperire,марямс
979,frieren::V,algere,кельмемс
980,tun::V,facere,теемс
981,können::V,posse,маштомс
982,wollen::V,velle,бажамс
983,anfangen::V,incipere,кармамс
984,beenden::V,finire,прядомс
985,aufhören::V,desistere,лоткамс
986,gelingen::V,contingere,удаламс
987,geraten::V,evenire,лисемс
988,öffnen::V,aperire,панжомс
989,schließen::V,claudere,пекстамс
990,schließen::V,claudere,сёлгомс
991,schließen::V,claudere,конямс
992,stellen::V,sistere,аравтомс
993,setzen::V,ponere,ойсевтемс
994,setzen::V,ponere,озавтнемс
995,legen::V,ponere,путомс
996,berühren::V,tangere,токамс
997,verbinden::V,iungere,содомс
998,bedecken::V,tegere,вельтямс
999,bedecken::V,operire,вельтямс
1000,aufhängen::V,suspendere,понгавтомс
1001,anzünden::V,accendere,кирвастемс
1002,anzünden::V,inflammare,кирвастемс
1003,aufheben::V,tollere,кепедемс
1004,zurücklassen::V,relinquere,кадомс
1005,verlieren::V,perdere,ёмавтомс
1006,verlieren::V,amittere,ёмавтомс
1007,fallen lassen::V,dimittere,правтомс
1008,machen::V,facere,теемс
1009,herstellen::V,fabricare,анокстамс
1010,bauen::V,construere,путомс
1011,reparieren::V,reparare,витемс
1012,verbessern::V,emendare,паролгавтомс
1013,verbessern::V,emendare,вадрялгавтомс
1014,ändern::V,mutare,полавтомс
1015,graben::V,fodere,чувомс
1016,graben::V,fodere,таргамс
1017,beugen::V,flectere,мендемс
1018,biegen::V,curvare,комавтомс
1019,drehen::V,torquere,чаравтомс
1020,drehen::V,torquere,велявтнемс
1021,wenden::V,vertere,велявтомс
1022,umdrehen::V,convertere,велявтомс
1023,heben::V,tollere,кепедемс
1024,hochheben::V,levare,кепедемс
1025,ergreifen::V,capessere,кундамс
1026,halten::V,tenere,кирдемс
1027,drücken::V,premere,нуемс
1028,schieben::V,promovere,шаштомс
1029,kratzen::V,radere,ангордамс
1030,lecken::V,lambere,нолсемс
1031,beißen::V,mordere,сускомс
1032,abreißen::V,avellere,сеземс
1033,abschneiden::V,desecare,печкемс
1034,binden::V,ligare,кодамс
1035,binden::V,ligare,сюлмамс
1036,stecken::V,inserere,сялгомс
1037,brechen::V,rumpere,синдемс
1038,brechen::V,rumpere,калавтомс
1039,klopfen::V,pultare,калтаямс
1040,hauen::V,ferire,чавомс
1041,kleben::V,agglutinare,педявтнемс
1042,reiben::V,terere,ёзамс
1043,streichen::V,oblinere,вадемс
1044,schleifen::V,acuere,човамс
1045,schneiden::V,secare,керямс
1046,rütteln::V,quassare,чукамс
1047,rütteln::V,quassare,лыкавтомс
1048,schütteln::V,quatere,чукамс
1049,schwenken::V,ventilare,яхолемс
1050,schütten::V,fundere,каямс
1051,füllen::V,complere,пештямс
1052,einwickeln::V,involvere,тапарямс
1053,tragen::V,ferre,кандомс
1054,tragen::V,portare,кандомс
1055,schleppen::V,pertrahere,ускомс
1056,ziehen::V,trahere,ускомс
1057,aufbewahren::V,asservare,ванстомс
1058,werfen::V,iacere,ёртомс
1059,fangen::V,capere,кундамс
1060,packen::V,capessere,кундамс
1061,verstecken::V,abdere,кекшемс
1062,teilen::V,partiri,явомс
1063,teilen::V,dividere,явомс
1064,schicken::V,mittere,кучомс
1065,bringen::V,apportare,кандомс
1066,hinzufügen::V,addere,путомс
1067,hinzufügen::V,addere,максомс
1068,bekommen::V,adipisci,саемс
1069,erhalten::V,accipere,саемс
1070,nehmen::V,sumere,саемс
1071,wählen::V,eligere,кочкамс
1072,auswählen::V,deligere,кочкамс
1073,bewahren::V,conservare,ванстомс
1074,behindern::V,impedire,кирдемс
1075,verderben::V,corrumpere,коламс
1076,beschädigen::V,laedere,теемс зыян
1077,zerbrechen::V,rumpere,коламс
1078,zerbrechen::V,frangere,коламс
1079,zerreißen::V,discindere,сеземс
1080,zerstören::V,delere,калавтомс
1081,verbrennen::V,urere,пултамс
1082,verbrennen::V,cremare,пултамс
1083,geben::V,dare,максомс
1084,reichen::V,praebere,максомс
1085,schenken::V,donare,каземс
1086,schenken::V,largiri,каземс
1087,versprechen::V,polliceri,алтамс
1088,versprechen::V,promittere,алтамс
1089,loben::V,laudare,шнамс
1090,küssen::V,osculari,палсемс
1091,zudecken::V,tegere,тавадомс
1092,zudecken::V,tegere,вельтямс
1093,wecken::V,excitare,стявтомс
1094,zeigen::V,monstrare,невтемс
1095,führen::V,ducere,ветямс
1096,lehren::V,docere,тонавтомс
1097,unterrichten::V,instituere,тонавтомс
1098,aufziehen::V,nutrire,трямс
1099,aufziehen::V,nutrire,кастомс
1100,leiten::V,ducere,ветямс
1101,leiten::V,ducere,азоркстамс
1102,antreiben::V,incitare,ветямс
1103,lassen::V,iubere,кармавтомс
1104,einladen::V,invitare,тердемс
1105,vereinigen::V,coniungere,вейсэндямс
1106,vereinigen::V,coniungere,вейс путомс
1107,vereinigen::V,coniungere,вейс пурнамс
1108,besuchen::V,visere,варштамс
1109,treffen::V,convenire,вастомс
1110,sich versammeln::V,convenire,промокшномс
1111,spielen::V,ludere,налксемс
1112,singen::V,cantare,морамс
1113,tanzen::V,saltare,киштемс
1114,sich trennen::V,digredi,явомс
1115,sich trennen::V,discedere,явомс
1116,verlassen::V,deserere,кадомс
1117,verlassen::V,relinquere,кадомс
1118,retten::V,servare,идемс
1119,bewachen::V,custodire,ванстомс
1120,schützen::V,tueri,аштемс
1121,schützen::V,tutari,аштемс
1122,verteidigen::V,defendere,ваномс
1123,sich schlagen::V,luctari,тюремс
1124,schießen::V,iaculari,ледемс
1125,siegen::V,vincere,изнямс
1126,ärgern::V,irritare,кежейгавтомс
1127,schlagen::V,ferire,токамс
1128,treten::V,calcare,тапамс
1129,stechen::V,pungere,пупамс
1130,stoßen::V,tundere,тулкадемс
1131,stehlen::V,furari,саламс
1132,stören::V,turbare,пирямс ки
1133,belästigen::V,obtundere,а максомс
1134,belästigen::V,obtundere,а кадомс оймамо
1135,verbergen::V,celare,сёпомс
1136,verbergen::V,celare,кекшемс
1137,verbergen::V,occultare,сёпомс
1138,verbergen::V,occultare,кекшемс
1139,täuschen::V,fallere,манямс
1140,betrügen::V,fraudare,манчемс
1141,töten::V,necare,чавномс
1142,töten::V,necare,маштнемс
1143,töten::V,caedere,чавномс
1144,töten::V,caedere,маштнемс
1145,wohnen::V,habitare,эрямс
1146,arbeiten::V,laborare,важодемс
1147,sammeln::V,colligere,пурнамс
1148,pflücken::V,carpere,ноцковтнемс
1149,jagen::V,venari,кундамс
1150,fischen::V,piscari,калонь кундамс
1151,fassen::V,capere,кундамс
1152,hüten::V,custodire,ваномс
1153,treiben::V,agere,панемс
1154,anbinden::V,alligare,сюлмамс
1155,füttern::V,nutrire,андомс
1156,melken::V,mulgere,потявтомс
1157,hacken::V,findere,лазномс
1158,gießen::V,rigare,валомс
1159,reifen::V,maturescere,кенеремс
1160,zubereiten::V,apparare,анокстамс
1161,kochen::V,coquere,пидемс
1162,backen::V,coquere,пидемс
1163,braten::V,torrere,пуштамс
1164,umrühren::V,commovere,човорямс
1165,stricken::V,texere,кодамс
1166,nähen::V,suere,стамс
1167,färben::V,tingere,артомс
1168,reinigen::V,purgare,урядамс
1169,waschen::V,lavare,муськемс
1170,abwischen::V,abstergere,нардамс
1171,spülen::V,perluere,ёрвалдомс
1172,fegen::V,verrere,тенсемс
1173,kehren::V,purgare,тенсемс
1174,baden::V,lavari,экшелямс
1175,sich waschen::V,lavari,шлямс
1176,ausziehen::V,exuere,кайсевтемс
1177,anziehen::V,induere,оршамс
1178,sich anziehen::V,vestiri,оршамс
1179,kämmen::V,pectere,судрямс
1180,schmücken::V,ornare,мазылгавтомс
1181,schmücken::V,ornare,наряжамс
1182,schmücken::V,decorare,мазылгавтомс
1183,schmücken::V,decorare,наряжамс
1184,sagen::V,dicere,меремс
1185,sprechen::V,fari,кортамс
1186,reden::V,loqui,кортамс
1187,sich unterhalten::V,colloqui,кортнемс
1188,sich unterhalten::V,disputare,кортнемс
1189,fragen::V,rogare,кевкстемс
1190,fragen::V,quaerere,кевкстемс
1191,bitten::V,orare,вешемс
1192,bitten::V,rogare,вешемс
1193,erzählen::V,narrare,ёвтнемс
1194,mitteilen::V,communicare,ёвтамс
1195,nennen::V,appellare,лемдемс
1196,nennen::V,appellare,путомс лем
1197,rufen::V,vocare,тердемс
1198,rufen::V,vocare,серьгедемс
1199,prahlen::V,gloriari,шнамс пря
1200,übersetzen::V,vertere,ютавтомс
1201,denken::V,cogitare,арсемс
1202,glauben::V,credere,кемемс
1203,bemerken::V,animadvertere,неемс
1204,erkennen::V,cognoscere,содамс
1205,begreifen::V,comprehendere,пачкодемс
1206,verstehen::V,intellegere,чарькодемс
1207,lernen::V,discere,тонавтнемс
1208,wissen::V,scire,содамс
1209,sich erinnern an::V,meminisse,ледстямс
1210,vergessen::V,oblivisci,стувтомс
1211,messen::V,metiri,онкстнемс
1212,zählen::V,numerare,ловомс
1213,rechnen::V,reri,ловомс
1214,rechnen::V,calculare,ловомс
1215,lesen::V,legere,ловномс
1216,malen::V,pingere,рисовамс
1217,zeichnen::V,scribere,рисовамс
1218,schreiben::V,scribere,сёрмадомс
1219,besitzen::V,possidere,улемс
1220,besitzen::V,possidere,улемс азорокс
1221,kaufen::V,emere,рамамс
1222,verkaufen::V,vendere,миемс
1223,bezahlen::V,pendere,пандомс
1224,zahlen::V,solvere,пандомс
1225,beherrschen::V,regere,азоркстамс
1226,beherrschen::V,imperare,азоркстамс
1227,ertragen::V,tolerare,кирдемс
1228,ertragen::V,sustinere,кирдемс
1229,wünschen::V,,арсемс
1230,wiegen::V,,нурсемс
