,Concept_ID,kl,bg
107,Raureif::N,kaneq,слана
108,Regenbogen::N,neriusaaq,дъга
109,Donner::N,kalleq,гръм
110,Tropfen::N,kuseriarneq,капка
111,Schaum::N,qapuk,пяна
112,Schmutz::N,minguk,кал
113,Schmutz::N,minguk,мръсотия
114,See::N,taseq,езеро
115,Sumpf::N,maqulluk,блато
116,Wiese::N,masarsuk,ливада
117,Hügel::N,qattuneq,рид
118,Hügel::N,qattuneq,хълм
119,Hügel::N,majuariaq,рид
120,Hügel::N,majuariaq,хълм
121,Hügel::N,majorajaaq,рид
122,Hügel::N,majorajaaq,хълм
123,Hügel::N,qaqqannguaq,рид
124,Hügel::N,qaqqannguaq,хълм
125,Berg::N,qaqqaq,планина
126,Höhle::N,qaarusuk,пещера
127,Abhang::N,ippik,склон
128,Abhang::N,ippik,стръмнина
129,Abhang::N,sivinganeq,склон
130,Abhang::N,sivinganeq,стръмнина
131,Abhang::N,sivingajaaq,склон
132,Abhang::N,sivingajaaq,стръмнина
133,Abhang::N,kussangajaaq,склон
134,Abhang::N,kussangajaaq,стръмнина
135,Bach::N,kuunnguaq,поток
136,Fluss::N,kuuk,река
137,Ufer::N,sissap sinaa,бряг
138,Küste::N,sineriak,бряг
139,Küste::N,sineriak,крайбрежие
140,Meer::N,imaq,море
141,Bucht::N,ikeq,залив
142,Bucht::N,kangerluk,залив
143,Bucht::N,kangerliumaneq,залив
144,Insel::N,qeqertaq,остров
145,Blume::N,naasoq,цвете
146,Gras::N,ivigaq,трева
147,Wurzel::N,niulutaq,корен
148,Baum::N,orpik,дърво
149,Stamm::N,kanaartaq,стъбло
150,Rinde::N,ameraq,кора
151,Ast::N,avalequt,клон
152,Zweig::N,avalequt,клон
153,Blatt::N,pilutaq,лист
154,Birke::N,patitsit,бреза
155,Weide[Baum]::N,palleq,върба
156,Tanne::N,orsuerneq,ела
157,Horn::N,nassuk,рог
158,Feder::N,suluk,перо
159,Fell::N,ameq,кожа
160,Flügel::N,suluk,крило
161,Flügel::N,isaroq,крило
162,Klaue::N,kukik,нокът
163,Kralle::N,kukik,нокът
164,Schwanz::N,pamioq,опашка
165,Schwanz::N,paperuusaq,опашка
166,Ei::N,mannik,яйце
167,Nest::N,ullut,гнездо
168,Bau::N,ini,дупка
169,Tier::N,uumasoq,животно
170,Herde::N,unguukkat,стадо
171,Kuh::N,ussik,крава
172,Bulle::N,angukulak,бик
173,Bulle::N,anguteralak,бик
174,Bulle::N,angutikulooq,бик
175,Schaf::N,sava,овца
176,Schwein::N,puuluki,свиня
177,Hund::N,qimmeq,куче
178,Katze::N,puisaaq,котка
179,Bär::N,allaq,мечка
180,Eichhörnchen::N,sissinnguaq,катерица
181,Fuchs::N,terianniaq,лисица
182,Hase::N,ukaleq,заек
183,Maus::N,teriannguaq,мишка
184,Wolf::N,amaroq,вълк
185,Vogel::N,timmiaq,птица
186,Huhn::N,kukkukooq,кокошка
187,Huhn::N,marloraaqaaq,кокошка
188,Hahn::N,kiasiusaq,петел
189,Gans::N,nerleq,гъска
190,Adler::N,nattoralik,орел
191,Eule::N,uppik,сова
192,Kranich::N,qorlorfik,жерав
193,Krähe::N,tuluatsiaq,врана
194,Kuckuck::N,kukkooq,кукувица
195,Schwan::N,qussuk,лебед
196,Fisch::N,aalisagaq,риба
197,Schlange[Tier]::N,pulateriarsuk,змия
198,Schlange[Tier]::N,pulateriaarsuk,змия
199,Spinne::N,aasiaq,паяк
200,Spinne::N,nissavaarsuk,паяк
201,Ameise::N,uniaaluk,мравка
202,Laus::N,kumak,въшка
203,Mücke::N,ippernaq,комар
204,Fliege::N,ippernaq,муха
205,Schmetterling::N,paluaq,пеперуда
206,Schmetterling::N,pakkaluaq,пеперуда
207,Schmetterling::N,utsuppaluaq,пеперуда
208,Schmetterling::N,taqaleqisaaq,пеперуда
209,Beere::N,paarmaq,плод
210,Beere::N,paarngaq,плод
211,Apfel::N,iipili,ябълка
212,Pilz::N,anngiusaq,гъба
213,Zwiebel::N,uanitsoq,лук
214,Zwiebel::N,uanitsoq,кромид
215,Saat::N,naatsiiassaq,семе
216,Korn::N,maannineq,зърно
217,Schale::N,niutsivik,кора
218,Schale::N,ilulissaq qaartussaq,кора
219,Grube::N,itersaq,яма
220,Grube::N,itersaq,дупка
221,Falle::N,pualavoq,примка
222,Schlinge::N,orseq,клуп
223,Schlinge::N,norloq,клуп
224,Spur::N,tumaa,диря
225,Spur::N,tumaa,следа
226,Asche::N,arsat,пепел
227,Dreck::N,minguk,кал
228,Eisen::N,savimineq,желязо
229,Eisen::N,saffiugassaq,желязо
230,Gold::N,kuulti,злато
231,Silber::N,siilviuvoq,сребро
232,Kohle::N,aamarsuit aamaruutissat,въглища
233,Glas::N,igalaaq,стъкло
234,Glas::N,imertarfik,стъкло
235,Glas::N,igalaamineq,стъкло
236,Lehm::N,marraq,глина
237,Sand::N,sioqqat,пясък
238,Mensch::N,inuk,човек
239,Mensch::N,silamiu,човек
240,Mann::N,angut,мъж
241,Frau::N,arnaq,жена
242,Kind::N,meeraq,дете
243,Junge::N,nukappiaraq,момче
244,Mädchen::N,arnannguaq,момиче
245,Familie::N,ilaqutakka,фамилия
246,Familie::N,ilaqutakka,семейство
247,Familie::N,ilaqutariit,фамилия
248,Familie::N,ilaqutariit,семейство
249,Großvater::N,aatak,дядо
250,Großmutter::N,aanaq,баба
251,Eltern::N,angajoqqaat,родители
252,Vater::N,ataata,баща
253,Vater::N,ataataq,баща
254,Mutter::N,anaana,майка
255,Sohn::N,erneq,син
256,Tochter::N,panik,дъщеря
257,Bruder::N,ani,брат
258,Bruder::N,aqqaluk,брат
259,Bruder::N,qatanngut,брат
260,Schwester::N,naja,сестра
261,Schwester::N,aleqa,сестра
262,Schwester::N,qatanngut,сестра
263,Onkel::N,akkak,чичо
264,Onkel::N,akkak,вуйчо
265,Tante::N,aja,леля
266,Tante::N,ajak,леля
267,Tante::N,atsak,леля
268,Ehemann::N,ui,съпруг
269,Ehefrau::N,nuliaq,съпруга
270,Freude::N,tipaatsussuseq,радост
271,Gelächter::N,illaq,смях
272,Glück::N,usornaat,щастие
273,Glück::N,usornarsuseq,щастие
274,Wunsch::N,kissaat,желание
275,Lust::N,illigussuseq,желание
276,Lust::N,piummaseq,желание
277,Geist::N,anerneq,дух
278,Geist::N,toornaq,дух
279,Gedanke::N,isumassaq,мисъл
280,Gedächtnis::N,eqqaamannissuseq,памет
281,Verstand::N,isuma,ум
282,Verstand::N,isuma,разум
283,Verstand::N,sianissut,ум
284,Verstand::N,sianissut,разум
285,Verstand::N,misigissut,ум
286,Verstand::N,misigissut,разум
287,Verstand::N,sianissuseq,ум
288,Verstand::N,sianissuseq,разум
289,Verstand::N,silaqassuseq,ум
290,Verstand::N,silaqassuseq,разум
291,Sinn::N,isuma,смисъл
292,Grund::N,patsit,причина
293,Wahrheit::N,sallusuissut,правда
294,Märchen::N,oqalualaarut,приказка
295,Märchen::N,oqaluasaaq,приказка
296,Erzählung::N,oqaluttuaq,разказ
297,Nachricht::N,oqaassut,вест
298,Nachricht::N,oqaassut,известие
299,Nachricht::N,oqqersuut,вест
300,Nachricht::N,oqqersuut,известие
301,Neuigkeit::N,tusarnartaq,новина
302,Name::N,ateq,име
303,Rätsel::N,nalorsitsaarut,гатанка
304,Rede::N,oqaluuseq,реч
305,Rede::N,oqaluuseq,слово
306,Sprache::N,oqaatsit,език
307,Stimme::N,erinaq,глас
308,Stimme::N,qarluuseq,глас
309,Wort::N,oqaasii,дума
310,Zeichen::N,nalunaaqqut,знак
311,Ruf::N,qaaqqussut,зов
312,Lärm::N,perpaluk,шум
313,Lärm::N,perpaluk,глъчка
314,Laut::N,torsukattak,звук
315,Ton::N,erinaq,тон
316,Lied::N,taalliaq,песен
317,Lied::N,erinarsuut,песен
318,Ruhe::N,qatsunganeq,тишина
319,Ruhe::N,qatsunganeq,спокойствие
320,Leute::N,inuiak,хора
321,Leute::N,inuiaqatigiit,хора
322,Volk::N,inuiaat,народ
323,Arbeit::N,suliaq,труд
324,Arbeit::N,suliaq,работа
325,Gast::N,qaaqqusaq,гост
326,Geschenk::N,pajugut,дар
327,Geschenk::N,pajugut,подарък
328,Hilfe::N,annertoqqut,помощ
329,Freund::N,tiliaq,приятел
330,Freund::N,ikinngut,приятел
331,Kamerad::N,tiliaq,другар
332,Kamerad::N,ikinngut,другар
333,Art::N,ileqquuseq,вид
334,Stück::N,nakkaalaniku,къс
335,Stück::N,nakkaalaniku,парче
336,Teil::N,tassiaasat,дял
337,Teil::N,tassiaasat,част
338,Hälfte::N,affaq,половина
339,Kreis::N,kaajaluinneq or kaajaluitsoq,кръг
340,Kreuz::N,sanningasulik,кръст
341,Linie::N,tittaq,черта
342,Linie::N,titarneq,черта
343,Abstand::N,aku,дистанция
344,Abstand::N,aku,разстояние
345,Abstand::N,ikiaq,дистанция
346,Abstand::N,ikiaq,разстояние
347,Entfernung::N,asi,разстояние
348,Gegend::N,nuna,местност
349,Platz::N,ini,място
350,Platz::N,inissaq,място
351,Ort::N,sumiiffik,място
352,Seite::N,saneraq,страна
353,Mitte::N,qiteq,среда
354,Sache::N,pigisaq,вещ
355,Rand::N,sini,ръб
356,Rand::N,akerfineq,ръб
357,Kante::N,akerfineq,ръб
358,Kante::N,akerfineq,кант
359,Ecke::N,teqeqqoq,ъгъл
360,Ecke::N,tikeqqoq,ъгъл
361,Spitze::N,inngik,връх
362,Spitze::N,inngik,острие
363,Ende::N,isu,край
364,Loch::N,putu,дупка
365,Winkel::N,teqeqqorissaat,кът
366,Winkel::N,teqeqqorissaat,ъгъл
367,Muster::N,ilisserut,десен
368,Muster::N,ilisserut,образец
369,Größe::N,angissuseq,големина
370,Länge::N,takissuseq,дължина
371,Gewicht::N,oqimaalutaq,тегло
372,Gewicht::N,oqimaalutaq,тежест
373,Menge::N,amerlassuseq,количество
374,Haufen::N,eqimattat,куп
375,Haufen::N,eqimattat,грамада
376,Reihe::N,allunaasaq,ред
377,Reihe::N,allunaasaq,редица
378,Boot::N,qajaq,лодка
379,Boot::N,angallat,лодка
380,Boot::N,umiatsiaq,лодка
381,Ruder::N,iput,весло
382,Ruder::N,iput,гребло
383,Schlitten::N,qamutit,шейна
384,Schlitten::N,qimusseq,шейна
385,Ski::N,ataarut,ски
386,Last::N,nammagaq,товар
387,Schritt::N,allorneq,стъпка
388,Norden::N,avannaq,север
389,Süden::N,qava,юг
390,Süden::N,kujat,юг
391,Süden::N,kujataa,юг
392,Westen::N,kitaa,запад
393,Osten::N,kangi,изток
394,Holz::N,qisuk,дърво
395,Brett::N,salliligaq,дъска
396,Platte::N,qaateq,
397,Stütze::N,ajagutaq,
398,Stütze::N,ajaagutaq,
399,Stange::N,kaaviffik,прът
400,Stange::N,kaaviffik,върлина
401,Stock::N,ajaappissat,прът
402,Stock::N,ajaappissat,тояга
403,Stab::N,ajaappissat,прът
404,Rohr::N,sullulik,цев
405,Rohr::N,sullulik,тръба
406,Haus::N,illu,къща
407,Ofen::N,kissarsuut,печка
408,Fußboden::N,nateq,под
409,Tisch::N,allattarfik,маса
410,Stuhl::N,issiavik,стол
411,Stuhl::N,issiaffik,стол
412,Wiege::N,uaasoq,люлка
413,Bett::N,nallavik,легло
414,Bett::N,nallavik,креват
415,Regal::N,ilisivik,рафт
416,Regal::N,ilisivik,етажерка
417,Kiste::N,sakissat,кутия
418,Kiste::N,sakissat,сандък
419,Kiste::N,illerfiusaq,кутия
420,Kiste::N,illerfiusaq,сандък
421,Fenster::N,aki,прозорец
422,Fenster::N,igalaaq,прозорец
423,Tür::N,matu,врата
424,Tor::N,isaaffik,врата
425,Zaun::N,saputit,ограда
426,Dach::N,qaliaq,покрив
427,Leiter::N,tummeqqat,стълба
428,Leiter::N,majuartarfiit,стълба
429,Besen::N,saligutit,метла
430,Spaten::N,nivaataq,лопата
431,Schaufel::N,nivaataq,лопата
432,Gabel::N,qilluaq,вилица
433,Gabel::N,ajassaatit,вилица
434,Löffel::N,alussaat,лъжица
435,Messer::N,savik,нож
436,Nagel::N,kukik,гвоздей
437,Netz::N,anguffaseq,мрежа
438,Haken::N,nissik,кука
439,Haken::N,nissik,закачалка
440,Haken::N,qarsorsaq,кука
441,Haken::N,qarsorsaq,закачалка
442,Haken::N,qarsorsartoq,кука
443,Haken::N,qarsorsartoq,закачалка
444,Griff::N,ipi,ръчка
445,Griff::N,ipi,дръжка
446,Schloss::N,illussaarsuaq,брава
447,Schloss::N,illussaarsuaq,ключалка
448,Bild::N,assiliaq,картина
449,Figur::N,kisitsit,фигура
450,Puppe::N,inuusaq,кукла
451,Bündel::N,qilertaq,връзка
452,Tasche::N,pooqattaq,чанта
453,Deckel::N,matu,капак
454,Deckel::N,matu,похлупак
455,Geschirr::N,anut,съдове
456,Tasse::N,tiitorfik,чаша
457,Tasse::N,tiitorfiup ilorlia,чаша
458,Topf::N,qoqqoq,гърне
459,Topf::N,qoqqoq,тенджера
460,Kessel::N,uunnaavik,котел
461,Essen::N,igaaq,ядене
462,Nahrung::N,neqissaq,храна
463,Speise::N,nerisassat,ястие
464,Fleisch::N,neqi,месо
465,Getreide::N,maannineq,зърнено храни
466,Brot::N,iffit,хляб
467,Brot::N,iffiaq,хляб
468,Scheibe::N,igalaassiaq,резен
469,Fett::N,tarnutissaq,мазнина
470,Fett::N,tarnutissiaq,мазнина
471,Butter::N,punneq,масло
472,Öl::N,uulia,олио
473,Öl::N,uulia,оливия
474,Salz::N,taratsut,сол
475,Suppe::N,qajoq,супа
476,Honig::N,tungusunnitsuut,мед
477,Milch::N,immuk,мляко
478,Tee::N,tii,чай
479,Tee::N,teeq,чай
480,Wolle::N,nuersagassiaq,вълна
481,Stoff::N,milliaq,плат
482,Stoff::N,milliaq,материал
483,Stoff::N,qarlissiaq,плат
484,Stoff::N,qarlissiaq,материал
485,Nadel::N,meqqut,игла
486,Faden::N,ujalussiaq,конец
487,Knopf::N,attat,копче
488,Knoten::N,akeroq,възел
489,Knoten::N,qilerneq,възел
490,Farbe::N,qalipaat,боя
491,Kleidung::N,atisat,дрехи
492,Kleidung::N,atisat,облекло
493,Kleidung::N,annoraaq,дрехи
494,Kleidung::N,annoraaq,облекло
495,Hemd::N,ilupaaq,риза
496,Kragen::N,qungasiinnaq,яка
497,Ärmel::N,aaq,ръкав
498,Hose::N,qarliit,панталони
499,Gürtel::N,qiterut,пояс
500,Gürtel::N,qiterut,колан
501,Gürtel::N,unngersaq,пояс
502,Gürtel::N,unngersaq,колан
503,Mütze::N,nasaq,каскет
504,Mütze::N,nasaq,фуражка
505,Schuh::N,skuu,обувка
506,Schuh::N,ikernuk,обувка
507,Schuh::N,ateraasaq,обувка
508,Stiefel::N,kamik,ботуш
509,Ring::N,assammiu,пръстен
510,Band::N,qilerutissiaq,лента
511,Band::N,qilerutissiaq,връзка
512,Kamm::N,illaagutit,гребен
513,Kamm::N,illaajaatit pl.,гребен
514,Spiegel::N,tarrarsuut,огледало
515,Riemen::N,allunaaq,каиш
516,Riemen::N,allunaaq,ремък
517,Schnur::N,kujaaq,връв
518,Schnur::N,allunaasaq,връв
519,Leine::N,aleq,връв
520,Leine::N,aleq,въже
521,Decke::N,qipik,покривка
522,Kissen::N,akit,възглавница
523,Tuch::N,qarlissiaq,сукно
524,Handtuch::N,allarut,пешкир
525,Handtuch::N,allarut,кърпа за лице
526,Handtuch::N,allarterut,пешкир
527,Handtuch::N,allarterut,кърпа за лице
528,Kraft::N,pissak,мощ
529,Kraft::N,pissak,сила
530,Stärke::N,qerattarsaat,сила
531,Gesundheit::N,peqqisusseq,здраве
532,Krankheit::N,nappaat,болест
533,Schmerz::N,anniaat,болка
534,Wunde::N,iki,рана
535,Fieber::N,nappaat qanimanartoq,треска
536,Fieber::N,nappaat qanimanartoq,температура
537,Arznei::N,imigassaq,лек
538,Arznei::N,imigassaq,лекарство
539,Brücke::N,ikaartarfik,мост
540,Brunnen::N,tissaluttuliaq,чешма
541,Brunnen::N,tissaluttuliaq,кладенец
542,Weide::N,masarsuk,паша
543,Weide::N,masarsuk,пасище
544,Pfad::N,aqqut,пътека
545,Weg::N,aggerfik,път
546,Straße::N,aqqusineq,шосе
547,Dorf::N,nunaqarfik,село
548,Stadt::N,illorpaat,град
549,Stadt::N,illorpalik,град
550,Brief::N,allagarsiaq,писмо
551,Buch::N,atuakkat,книга
552,Buch::N,mappersagaq,книга
553,Buchstabe::N,naqinneq,буква
554,Zeitung::N,aviisi,вестник
555,Leben::N,inuussuseq,живот
556,Tod::N,toqu,смърт
557,Tod::N,toquneq,смърт
558,Grab::N,iliveq,гроб
559,Grab::N,illissat,гроб
560,Kirche::N,oqaluffik,църква
561,Sünde::N,ajorti,грях
562,Arbeiter::N,sulisoq,работник
563,Chef::N,ittoqut,шеф
564,Chef::N,ittoqut,началник
565,Meister::N,naalagaq,майстор
566,Arzt::N,katsorsaasoq,лекар
567,Lehrer::N,ilinniartitsisoq,учител
568,Geld::N,aningaasat,пари
569,Geschäft::N,niuertarfik,сделка
570,Laden::N,niuertarfik,дюкян
571,Laden::N,niuertarfik,магазин
572,Preis::N,aki,цена
573,Ware::N,qaliata pii,стока
574,Ware::N,nioqqutissaq,стока
575,Nutzen::N,iluaqut,полза
576,Nutzen::N,iluaqut,облага
577,Welt::N,nunarsuaq,свят
578,Land::N,nuna,страна
579,König::N,kunngi,крал
580,Macht::N,pissaassuseq,мощ
581,Macht::N,pissaassuseq,власт
582,Grenze::N,killik,граница
583,Krieg::N,sorsunneq,война
584,Feind::N,akeraq,враг
585,Feind::N,akeraq,неприятел
586,Feind::N,akerartorti,враг
587,Feind::N,akerartorti,неприятел
588,Feind::N,qinngarsuisoq,враг
589,Feind::N,qinngarsuisoq,неприятел
590,Kampf::N,sorsunneq,борба
591,Kampf::N,sorsunneq,сражение
592,Pfeil::N,qalugiusaq,стрела
593,Gewehr::N,aallaat,пушка
594,Fehler::N,kukkuneq,грешка
595,Fehler::N,paarlaappaa,грешка
596,Unglück::N,perluut,нещастие
597,Schuld::N,akiitsugaq,вина
598,Schuld::N,akiligassaq,вина
599,Alter::N,utoqqaq,възраст
600,Schluss::N,isu,край
601,Zeit::N,ulloq,време
602,Zeit::N,akuttoqatigiinneq,време
603,Tag::N,ulloq,ден
604,Morgen::N,ullaaq,утро
605,Morgen::N,ullaaq,сутрин
606,Mittag::N,ulloqeqqa,обед
607,Mittag::N,ulloqeqqa,пладне
608,Abend::N,unnuk,вечер
609,Nacht::N,unnuaq,нощ
610,Woche::N,sapaatip akunnera,седмица
611,Monat::N,qaammat,месец
612,Jahr::N,ukioq,година
613,Frühling::N,upernaaq,пролет
614,Sommer::N,aasaq,лято
615,Herbst::N,ukiaq,есен
616,Winter::N,ukioq,зима
617,Januar::N,siulleeq,януари
618,Januar::N,qaammaliaq,януари
619,Februar::N,aarlaat,февруари
620,März::N,marsi,март
621,März::N,martsi,март
622,Mai::N,maaji,май
623,Juni::N,juuni,юни
624,Juli::N,juuli,юли
625,August::N,aggusti,август
626,September::N,septembari,септември
627,Oktober::N,oktobari,октомври
628,November::N,novembari,ноември
629,Dezember::N,detsembari,декември
630,Montag::N,ataasinngortoq,понеделник
631,Dienstag::N,marlunngorneq,вторник
632,Mittwoch::N,pingasunngorneq,сряда
633,Donnerstag::N,sisamanngorneq,четвъртък
634,Freitag::N,tallimanngorneq,петък
635,Samstag::N,arfininngorneq,събота
636,Sonntag::N,sapaat,неделя
637,Sonntag::N,sapaati,неделя
638,groß::A,angivoq,едър
639,groß::A,angivoq,голям
640,klein::A,mikivoq,малък
641,klein::A,mikivoq,дребен
642,lang::A,takisooq,дълъг
643,kurz::A,naatsoq,къс
644,breit::A,silippoq,широк
645,schmal::A,amitsoq,тесен
646,dicht::A,torsusooq,гъст
647,dick[Gegenstand]::A,issuvoq,дебел
648,dick[Gegenstand]::A,issusooq,дебел
649,dünn::A,amitsoq,тънък
650,fein::A,mamarpoq,фин
651,fein::A,mamarpoq,тънък
652,fest::A,tangeqarpoq,твърд
653,fest::A,tangeqarpoq,плътен
654,flach::A,nalimmappoq,равен
655,flach::A,nalimmappoq,плосък
656,glatt::A,quasak,гладък
657,hart::A,mattusooq,твърд
658,hart::A,mattusooq,корав
659,hart::A,manngerpoq,твърд
660,hart::A,manngerpoq,корав
661,hart::A,titeqquluppoq,твърд
662,hart::A,titeqquluppoq,корав
663,weich::A,nerumaarpoq,мек
664,rund::A,ammallorippoq,кръгъл
665,spitz::A,qummukujooq,островръх
666,scharf::A,ipippoq,остър
667,stumpf::A,anngerpoq,тъп
668,schwer::A,oqimaappoq,тежък
669,schön::A,kusanarpoq,хубав
670,schön::A,kusanarpoq,красив
671,heiß::A,kiappoq,жарък
672,warm::A,oqorpoq,топъл
673,kalt::A,issippoq,студен
674,kühl::A,pueqqortippoq,хладен
675,feucht::A,isugutavoq,влажен
676,feucht::A,qaasernarpoq,влажен
677,nass::A,imerorpoq,мокър
678,trocken::A,panerpoq,сух
679,voll::A,ulikkaarpoq,пълен
680,leer::A,imaattuarpoq,празен
681,offen::A,ammavoq,откровен
682,geschlossen::A,matuvoq,закрит
683,geschlossen::A,matuvoq,затворен
684,sauber::A,eqqippoq,чист
685,sauber::A,sukuluippoq,чист
686,sauber::A,ipeqanngilaq,чист
687,schmutzig::A,tapappoq,мръсен
688,schmutzig::A,minguppoq,мръсен
689,roh::A,aapavoq,суров
690,reif::A,qaarulerpoq,зрял
691,süß::A,tungusunnippoq,сладък
692,bitter::A,qasilippoq,горчив
693,hell::A,qaamavoq,ясен
694,hell::A,qaamavoq,светъл
695,dunkel::A,qernerpoq,тъмен
696,schwarz::A,qernerpoq,черен
697,weiß::A,qaqorpoq,бял
698,rot::A,aappaluppoq,червен
699,gelb::A,sungaarpoq,жълт
700,blau::A,tungujorpoq,син
701,grün::A,qorsooqqippoq,зелен
702,grau::A,qaserpoq,сив
703,billig::A,akikippoq,евтин
704,wertvoll::A,erlinnarpoq,ценен
705,blind::A,tappiippoq,сляп
706,blind::A,isigisaqanngilaq,сляп
707,taub::A,tusilarpoq,глух
708,kräftig::A,pissaq,силен
709,kräftig::A,pissarsuaq,силен
710,stark::A,sanngivoq,здрав
711,stark::A,sanngivoq,силен
712,schwach::A,nakuippoq,слаб
713,fett::A,pualavoq,тлъст
714,schlank::A,tuappoq,тънък
715,schlank::A,tuappoq,строен
716,hübsch::A,aatsialaq,хубав
717,böse::A,ajorpoq,зъл
718,dumm::A,taqajak,глупав
719,dumm::A,sikkilluppoq,глупав
720,dumm::A,qaatusimasaqanngilaq,глупав
721,faul::A,eqiasuppoq,ленив
722,faul::A,eqiasuppoq,мързелив
723,faul::A,eqiattortuvoq,ленив
724,faul::A,eqiattortuvoq,мързелив
725,fleißig::A,eqiasuippoq,прилежен
726,geizig::A,iasilaarpoq,скъпернически
727,geizig::A,tukkuippoq,скъпернически
728,klug::A,mallak,умен
729,klug::A,mallak,разумен
730,klug::A,ittanneq,умен
731,klug::A,ittanneq,разумен
732,klug::A,kutaappoq,умен
733,klug::A,kutaappoq,разумен
734,klug::A,kuttaappoq,умен
735,klug::A,kuttaappoq,разумен
736,klug::A,qarasagippoq,умен
737,klug::A,qarasagippoq,разумен
738,lieb::A,akisooq,мил
739,lieb::A,akisooq,драг
740,lustig::A,piikulavoq,весел
741,sanft::A,isumagippoq,нежен
742,sanft::A,isumagippoq,кротък
743,hungrig::A,kaappoq,гладен
744,hungrig::A,perlilerpoq,гладен
745,krank::A,napparsimavoq,болен
746,traurig::A,aliasuppoq,тъжен
747,traurig::A,aliasuppoq,печален
748,lebendig::A,uumavoq,жив
749,gut::A,ajunngilaq,добър
750,schlecht::A,sualuppoq,лош
751,richtig::A,iluarpoq,правилен
752,schlimm::A,amiilaarnarpoq,лош
753,wahr::A,ilumoorpoq,верен
754,wahr::A,ilumoorpoq,истински
755,alt::A,pisoqaq,стар
756,alt::A,pisoqaq,древен
757,neu::A,nutaavoq,нов
758,alt[Lebewesen]::A,utoqqaq,стар
759,jung::A,inuusuppoq,млад
