,Concept_ID,mrj,br
745,überall::ADV,цилӓ вӓре,dre-holl
746,nicht::ADV,уке,ne ... ket
747,ein wenig::ADV,изиш,un tammig
748,ein wenig::ADV,иклаштык,un tammig
749,kaum::ADV,цылик,a-boan
750,kaum::ADV,чучок-чучок,a-boan
751,sehr::ADV,чоте,-tre
752,sehr::ADV,чоте,-kenañ
753,so::ADV,тенге,evel-se
754,so::ADV,тенгелӓ,evel-se
755,noch::ADV,мол,c'hoazh
756,noch::ADV,моло,c'hoazh
757,nur::ADV,веле,hepken
758,schon::ADV,уже,dija
759,schon::ADV,ӹнде,dija
760,wieder::ADV,уэш,adarre
761,vergebens::ADV,зря,
762,vergebens::ADV,ӹзрӓ,
763,vergebens::ADV,ӹзӹрӓ,
764,vor::PRP,анзыц,dirak
765,vor::PRP,анзыцын,dirak
766,hinter::PRP,шайылан,a-drek
767,hinter::PRP,шайылан,a-dreñv
768,hinter::PRP,шайылный,a-drek
769,hinter::PRP,шайылный,a-dreñv
770,unter::PRP,лӹвӓкӹ,dindan
771,durch::PRP,вашт,dre
772,neben::PRP,сага,e-kichen
773,zwischen::PRP,лош,etre
774,zwischen::PRP,лошкы,etre
775,wegen::PRP,мычыц,abalamour da
776,dies::PRN,тидӹ,hemañ
777,dies::PRN,ти,hemañ
778,das::PRN,тидӹ,se
779,das::PRN,тидӹ,hennezh
780,das::PRN,ти,se
781,das::PRN,ти,hennezh
782,alles::PRN,цилӓ,pep tra
783,ich::PRN,мый,me
784,du::PRN,тӹнь,te
785,er::PRN,тӹдӹ,eñ
786,wir::PRN,мӓ,ni
787,ihr::PRN,вӓ,c'hwi
788,sie::PRN,нӹнӹ,int
789,was::FPRN,ма,petra
790,wer::FPRN,кӱ,piv
791,wo::FADV,кышан,pelec'h
792,wo::FADV,кыштакен,pelec'h
793,wohin::FADV,кышкы,da belec'h
794,wie::FADV,кыце,penaos
795,warum::FADV,малын,perak
796,wieviel::FNUM,кынар,pet
797,wieviel::FNUM,кынары,pet
798,wieviel::FNUM,кынаркы,pet
799,eins::NUM,иктӹ,unan
800,eins::NUM,иктӹт,unan
801,zwei::NUM,кок,daou
802,zwei::NUM,кокты,daou
803,drei::NUM,кым,tri
804,drei::NUM,кымыт,tri
805,vier::NUM,нӹл,pevar
806,fünf::NUM,вӹц,pemp
807,sechs::NUM,куд,c'hwec'h
808,sechs::NUM,кудытмозн,c'hwec'h
809,sieben::NUM,шӹм,seizh
810,sieben::NUM,шӹмӹт,seizh
811,acht::NUM,кӓндӓкш,eizh
812,acht::NUM,кӓндӓкшӹ,eizh
813,neun::NUM,ӹндекшшӱдӹ,nav
814,zehn::NUM,лу,dek
815,elf::NUM,луатик,unnek
816,elf::NUM,луатиктӹ,unnek
817,zwölf::NUM,луаткок,daouzek
818,zwölf::NUM,луаткокты,daouzek
819,zwanzig::NUM,коклы,ugent
820,dreißig::NUM,кымлы,tregont
821,vierzig::NUM,нӹллӹ,daou-ugent
822,fünfzig::NUM,вӹцлӹ,hanter-kant
823,sechzig::NUM,кудлу,tri-ugent
824,siebzig::NUM,шӹмлу,dek ha tri-ugent
825,achtzig::NUM,кӓндӓкшлу,pevar-ugent
826,neunzig::NUM,ӹндекшлу,dek ha pevar-ugent
827,hundert::NUM,шӱдӹ,kant
828,tausend::NUM,тӹжем,mil
829,und::CNJ,дöн,ha
830,oder::CNJ,льывы,pe
831,stehen::V,шалшаг,bezañ a-sav
832,sitzen::V,шӹнзӓш,azezañ
833,sitzen::V,шӹнзӓш,bezañ en e goazez
834,liegen::V,киӓш,bezañ en e c'hourvez
835,hängen::V,кечӓш,krougañ
836,werden::V,шагалаш,dazonet
837,passieren::V,ӹштӓ́лтӓш,c'hoarvezout
838,beginnen::V,тӹнгӓлӓлтӓш,stagañ
839,enden::V,пӹтӓш,achuiñ
840,wechseln::V,весемӓш,cheñch
841,wechseln::V,весемӓлтӓш,cheñch
842,aufgehen[Sonne]::V,авараш,dirouzañ
843,untergehen[Sonne]::V,шӹ́нзӓш,
844,scheinen[Sonne]::V,сотемдӓрӓш,lugernañ
845,donnern::V,хӹдӹртӓш,taranal
846,wehen::V,ӹфӹлӓш,c'hwezhañ
847,strömen::V,йогащ,deredek
848,fließen::V,йогащ,redek
849,sich drehen::V,пöрдӓш,troiñ
850,schwanken::V,лыпшалташ,trantellat
851,schwingen::V,кӓчӓйӓш,froumal
852,fallen::V,кенвазаш,kouezhañ
853,fallen::V,шынгалташ,kouezhañ
854,brennen::V,йылаш,deviñ
855,rauchen::V,шыпшаш,divogedañ
856,regnen::V,юраш,glavañ
857,gefrieren::V,гӓш,reviñ
858,gefrieren::V,кӹлмаш,reviñ
859,tauen::V,шылаш,diskornañ
860,schmelzen::V,шӹрӓнӓш,teuziñ
861,trocknen::V,кошкаш,sec'hañ
862,sieden::V,шолаш,berviñ
863,faulen::V,шӱӓш,breinañ
864,verfaulen::V,йӓнгӓрӓлтӓш,breinañ
865,reißen::V,кышкедӓлтӓш,darnaouiñ
866,versinken::V,ва́лаш,sodellañ
867,vergehen::V,эртӓш,tremen
868,erscheinen::V,каяш,donet war-wel
869,verschwinden::V,ямаш,monet diwar wel
870,sinken::V,пычаш,en em izelat
871,abnehmen::V,чӹдемӓш,nebeutaat
872,abnehmen::V,кöтӹргӓш,nebeutaat
873,zunehmen::V,когоэмӓш,kreskiñ
874,steigen::V,лӱлта́лташ,sevel
875,wachsen::V,кушкаш,kreskiñ
876,glänzen::V,йӹлгӹжӓш,lugernañ
877,funkeln::V,валгалташ,elieniñ
878,lärmen::V,юкланаш,rabotat
879,läuten::V,цоргаш,
880,klingeln::V,цоргаш,
881,klirren::V,цонгырталгаш,diridignat
882,klirren::V,цонгырталгаш,sterlinkañ
883,brausen::V,ышдымыла́наш,gwegal
884,rauschen::V,шу́жгаш,trouzal
885,klingen::V,йо́нгаш,seniñ
886,bellen::V,опташ,harzhal
887,heulen::V,урмыжаш,yudal
888,blasen::V,ӹфӹлӓш,c'hwezhañ
889,pfeifen::V,ши́шкаш,c'hwitellat
890,schreien::V,уташ,huchal
891,schreien::V,саслаш,huchal
892,schreien::V,варгынзаш,huchal
893,stöhnen::V,ӹнгӹрӓш,hirvoudiñ
894,zittern::V,цӹтӹрӓш,krenañ
895,leben::V,ӹлӓш,bevañ
896,geboren werden::V,шачаш,genel
897,atmen::V,шӱлӓш,tennañ e anal
898,trinken::V,йӱӓш,evañ
899,essen::V,качкаш,debriñ
900,schlucken::V,нелӓш,lonkañ
901,müde werden::V,янгылаш,skuizhañ
902,einschlafen::V,амален кеӓш,menel kousket
903,schlafen::V,амалаш,kousket
904,aufwachen::V,понгыжалташ,dihuniñ
905,aufstehen::V,кӹньӹл шагалаш,sevel
906,sich erholen::V,кӓнаш,diskuizhañ
907,krank werden::V,церлӓнен вазаш,klañviñ
908,krank sein::V,церлӓнӓш,bezañ klañv
909,krank sein::V,ясланаш,bezañ klañv
910,krank sein::V,ясыланаш,bezañ klañv
911,schmerzen::V,каршташ,skourjezañ
912,husten::V,кахыраш,pasaat
913,husten::V,кахыраш,peudal
914,genesen::V,паремӓш,pareañ
915,genesen::V,тöрлӓнӓш,pareañ
916,sterben::V,вазын колаш,mervel
917,umkommen::V,пӹтӓш,perisañ
918,sich bewegen::V,кашташ,bouljal
919,sich rühren::V,тӓрвӓнӓш,fiñval
920,sich erheben::V,кӹньӹлӓш,sevel
921,sich setzen::V,шӹнзӓш,azezañ
922,sich setzen::V,шӹнзӓш,mont en e goazez
923,hinfallen::V,кенвазаш,kouezhañ
924,hinfallen::V,шынгалташ,kouezhañ
925,laufen::V,кашташ,redek
926,schreiten::V,ашкедӓш,kerzhet
927,spazierengehen::V,мадын кашташ,pourmen
928,eilen::V,вӓшкӓш,hastañ
929,sich beeilen::V,вӓшкӓш,hastañ
930,sich beeilen::V,талашаш,hastañ
931,sausen::V,хойхаланаш,karzhañ
932,sausen::V,хояш,karzhañ
933,rennen::V,кыргыжаш,redek
934,springen::V,тӹршештӓш,lammat
935,klettern::V,ку́заш,krimpat
936,schaukeln::V,лыпшалташ,brañsellat
937,kriechen::V,авалянаш,skrampañ
938,kriechen::V,ньыжиклӓш,skrampañ
939,schwimmen::V,илӓш,neuial
940,tauchen::V,цымаш,splujañ
941,rudern::V,шуалташ,roeñvat
942,fahren::V,кеӓш,kas
943,fahren::V,кеӓш,bleniañ
944,fliegen::V,чонгештӓш,nijal
945,gehen::V,кеӓш,mont
946,weggehen::V,кеӓш,mont kuit
947,abfahren::V,кеӓш,mont kuit
948,anhalten::V,цӓрнӓш,chom a-sav
949,hineingehen::V,пыраш,monet e-barzh
950,eintreten::V,пыраш,monet e-barzh
951,kommen::V,толаш,dont
952,ankommen::V,шоаш,erruout
953,zurückkommen::V,пöртӹлӓш,addonet
954,bleiben::V,кодаш,chom
955,warten::V,вычаш,gortoz
956,erwarten::V,вычаш,gortoz
957,suchen::V,кӹчӓлӓш,klask
958,finden::V,моаш,kavout
959,versuchen::V,путаяш,klask
960,versuchen::V,цацаш,klask
961,vorbereiten::V,поспейӹктӓш,aozañ
962,lieben::V,яраташ,karout
963,mögen::V,яраташ,karout
964,lachen::V,ваштылаш,c'hoarzin
965,rühren::V,тӓрвӓтӓш,tenerañ
966,weinen::V,мӓгӹрӓш,gouelañ
967,schimpfen::V,свырседӓлӓш,krozal
968,sich ärgern::V,шӹдешкӓш,fachañ
969,sich ärgern::V,шӹдешкӓш,en em fachañ
970,sich fürchten::V,лӱдӓш,
971,fürchten::V,лӱдӓш,
972,fliehen::V,кыргыжаш,tec'het
973,flüchten::V,кыргыж шӹлӓш,tuzañ
974,sehen::V,ужаш,gwelet
975,anschauen::V,анжалаш,sellout ouzh
976,ansehen::V,анжаш,sellout ouzh
977,hören::V,колаш,klevet
978,zuhören::V,колышташ,selaou
979,probieren::V,тотештӓш,blasa
980,probieren::V,подыл анжаш,blasa
981,riechen::V,ӱпшӹнзӓш,klevet
982,fühlen::V,шижӓш,santout
983,scheinen::V,каяш,diskouez bezañ
984,zu sehen sein::V,каяш,bezañ gwelus
985,vernehmen::V,колын колташ,merzhañ
986,frieren::V,кӹлмаш,anoued
987,frieren::V,тӹнгӹргӓш,anoued
988,tun::V,ӹштӓш,ober
989,können::V,кердӓш,gouzout
990,wollen::V,жалаяш,fellout da
991,wollen::V,жалаяш,kaout c'hoant da
992,anfangen::V,тӹнгӓлӓш,kregiñ
993,beenden::V,пӹтӓрӓш,achuiñ
994,aufhören::V,цӓрнӓш,paouez
995,gelingen::V,цӓш лиӓш,
996,geraten::V,лиӓш,
997,öffnen::V,пачаш,digeriñ
998,schließen::V,чӱчӓш,serriñ
999,stellen::V,шӹндӓш,lakaat
1000,setzen::V,шӹндӓш,lakaat
1001,legen::V,опташ,lakaat
1002,legen::V,пиштӓш,lakaat
1003,berühren::V,тӹкӓлӓш,touch
1004,verbinden::V,пидӓш,eren
1005,bedecken::V,леведӓш,goloiñ
1006,aufhängen::V,сӓкӓш,istribilhañ
1007,anzünden::V,чӱктӓш,alumiñ
1008,anzünden::V,чӱктӓш,c'hwezzañ
1009,aufheben::V,кузыкташ,dastum
1010,zurücklassen::V,кодаш,lezel
1011,verlieren::V,ямдаш,koll
1012,fallen lassen::V,кенвацтараш,laoskel
1013,fallen lassen::V,кенвацтараш,lezel da gouezhel
1014,machen::V,ӹштӓш,ober
1015,herstellen::V,йӓмдӹлӓш,fardañ
1016,bauen::V,ӹштӓш,sevel
1017,reparieren::V,чиняш,adaozañ
1018,reparieren::V,алалаш,adaozañ
1019,verbessern::V,яжоэмден шӹндӓш,gwellaat
1020,ändern::V,вашталташ,cheñch
1021,graben::V,капаяш,kleuzañ
1022,beugen::V,лывырташ,plegañ
1023,beugen::V,каклярташ,plegañ
1024,biegen::V,лывырташ,krommañ
1025,drehen::V,сӓрӓш,treiñ
1026,drehen::V,сӓрӹкӓлӓш,treiñ
1027,wenden::V,сӓрӓлӓш,treiñ
1028,umdrehen::V,сӓрӓлӓш,treiñ
1029,heben::V,лӱктӓш,sevel
1030,hochheben::V,кузыкташ,sevel
1031,ergreifen::V,хватяш,kemer
1032,halten::V,кычаш,dalc'hen
1033,drücken::V,темдӓш,bountañ
1034,schieben::V,шӹкӓш,poulzañ
1035,kratzen::V,нӹжӓш,skrabat
1036,lecken::V,нылаш,lipat
1037,beißen::V,пыралаш,kregiñ
1038,abreißen::V,кӹрӓш,diframmañ
1039,abreißen::V,кышкед нӓлӓш,diframmañ
1040,abschneiden::V,шулаш,troc'hañ
1041,abschneiden::V,лаштыклаш,troc'hañ
1042,binden::V,пидӓш,stagañ
1043,stecken::V,шыралаш,sankañ
1044,brechen::V,тодылаш,darnaouiñ
1045,brechen::V,пыдырташ,darnaouiñ
1046,klopfen::V,рушткаш,skoiñ
1047,hauen::V,шелӹштӓш,dornañ
1048,kleben::V,клейӓш,pegañ
1049,reiben::V,нӹжӓш,taravat
1050,reiben::V,нӹжӓш,trekiñ
1051,streichen::V,шӹрӓш,toazañ
1052,schleifen::V,шымаш,lemmañ
1053,schneiden::V,пӹчкӓш,troc'hañ
1054,rütteln::V,мыльгыкташ,tordorosañ
1055,schütteln::V,цӹтӹртӓш,hejañ
1056,schütteln::V,мыльгыкташ,hejañ
1057,schwenken::V,машыяш,
1058,schütten::V,опталаш,diskargañ
1059,füllen::V,темӓш,kargañ
1060,einwickeln::V,пӹтӹрӓ́лӓш,gronnañ
1061,tragen::V,намалаш,dougen
1062,schleppen::V,шӹдӹрӓш,stlejal
1063,ziehen::V,шыпшаш,sachañ
1064,aufbewahren::V,перегӓш,miret
1065,werfen::V,кӹшкӓш,teuler
1066,fangen::V,кычаш,tapañ
1067,packen::V,хватяш,krapat
1068,verstecken::V,шӹлтӓш,kuzhat
1069,teilen::V,пайылаш,rannañ
1070,schicken::V,колташ,kas
1071,bringen::V,кандаш,degas
1072,bekommen::V,лыкташ,kaout
1073,erhalten::V,получаяш,kaout
1074,nehmen::V,налаш,kemer
1075,wählen::V,айыраш,choaz
1076,auswählen::V,айыраш,dibab
1077,bewahren::V,перегӓш,mirout
1078,behindern::V,мешӓйӓш,diaezañ
1079,verderben::V,портяш,lovrañ
1080,beschädigen::V,шушырташ,gwallegañ
1081,zerbrechen::V,пыдырташ,torriñ
1082,zerreißen::V,кӹрӓш,diroegiñ
1083,zerstören::V,шӓлӓтӓш,distrujañ
1084,verbrennen::V,йылаташ,deviñ
1085,verbrennen::V,йылалташ,deviñ
1086,geben::V,пуаш,reiñ
1087,reichen::V,пуаш,
1088,schenken::V,подараш,donezonañ
1089,versprechen::V,сöрӓш,prometiñ
1090,wünschen::V,жалаяш,hetiñ
1091,loben::V,хваляш,feurmiñ
1092,küssen::V,шышшалаш,pokat
1093,wiegen::V,лӱнгӓлтӓш,pouezañ
1094,zudecken::V,пиштӓш,goloiñ
1095,wecken::V,понгыжалтараш,dihuniñ
1096,zeigen::V,анжыкташ,diskouez
1097,führen::V,видӓш,kas
1098,lehren::V,тымдаш,deskiñ
1099,unterrichten::V,тымдаш,kelenn
1100,aufziehen::V,кушташ,
1101,leiten::V,видӓш,bleinañ
1102,leiten::V,вуйлаташ,bleinañ
1103,leiten::V,вуйлалташ,bleinañ
1104,antreiben::V,талаштараш,poulzañ
1105,lassen::V,-ыкт,leuskel
1106,einladen::V,ӱжӓш,pediñ
1107,vereinigen::V,иктештӓш,unisañ
1108,besuchen::V,толаш,gweladenniñ
1109,treffen::V,вӓшлиӓш,kejal
1110,treffen::V,вӓшлиӓш,ankontrañ
1111,treffen::V,вӓшлиӓлтӓш,kejal
1112,treffen::V,вӓшлиӓлтӓш,ankontrañ
1113,sich versammeln::V,цымыргаш,bodennañ
1114,spielen::V,мадаш,c'hoari
1115,singen::V,мыраш,kanañ
1116,tanzen::V,кушташ,dañsal
1117,sich trennen::V,айырлаш,dispartiañ
1118,verlassen::V,шуаш,lezel
1119,retten::V,ытараш,saveteiñ
1120,bewachen::V,оролаш,mesa
1121,schützen::V,перегӓш,diwall
1122,verteidigen::V,перегӓш,difenn
1123,sich schlagen::V,шидӓлӓш,lopañ
1124,sich schlagen::V,шиэдӓлӓш,lopañ
1125,schießen::V,лӱӓш,
1126,siegen::V,сӹнгӓш,trec'hiñ
1127,ärgern::V,шӹдештӓрӓш,hegasiñ
1128,schlagen::V,пӓрен колташ,skeiñ
1129,schlagen::V,хӹрӹктен колташ,skeiñ
1130,treten::V,чымаш,botaouiñ
1131,stechen::V,пышкылаш,pikat
1132,stoßen::V,шыркедӓш,stokañ
1133,stehlen::V,шолышт толаш,laerezh
1134,stören::V,ӓрештӹлӓш,direnkañ
1135,belästigen::V,кӓньӹсӹрлӓндӓрӓш,dregasiñ
1136,belästigen::V,шытырланыкташ,dregasiñ
1137,verbergen::V,шӹлтӓш,skoachañ
1138,täuschen::V,алталаш,tromplañ
1139,täuschen::V,аталаш,tromplañ
1140,betrügen::V,мошеньӹчӓйӓш,lorbañ
1141,töten::V,пуштын шуаш,lazhañ
1142,wohnen::V,ӹлӓш,bezañ o chom
1143,arbeiten::V,пӓшӓлӓш,labourat
1144,arbeiten::V,ровотаяш,labourat
1145,sammeln::V,погаш,dastum
1146,pflücken::V,кӹрӓш,kuntuilhañ
1147,jagen::V,охотничӓйӓш,chaseal
1148,fischen::V,кол кычаш,pesketa
1149,fassen::V,кычаш,pakañ
1150,hüten::V,кӹтӓш,geota
1151,treiben::V,шуруяш,
1152,anbinden::V,ялшташ,stagañ
1153,anbinden::V,ялышташ,stagañ
1154,füttern::V,пукшаш,boueta
1155,melken::V,шыпшылаш,goro
1156,hacken::V,роаш,difrakal
1157,gießen::V,шӓвӓш,dourañ
1158,reifen::V,кӱӓш,azviñ
1159,reifen::V,поспейӓш,azviñ
1160,zubereiten::V,йӓмдӹлӓш,keginañ
1161,kochen::V,шолташ,poazhañ
1162,backen::V,кӱктӓш,fritañ
1163,braten::V,жӓрӓш,rostañ
1164,umrühren::V,намалаш,
1165,stricken::V,пидӓш,stammañ
1166,nähen::V,ыргаш,gwriat
1167,färben::V,пидӓш,livañ
1168,reinigen::V,чиӓлтӓш,naetañ
1169,waschen::V,мышкаш,gwalc'hiñ
1170,abwischen::V,ӹштӓш,torchañ
1171,spülen::V,шӱӓлтӓш,disgwalc'hiñ
1172,fegen::V,ӹштӓш,skubañ
1173,kehren::V,ӹштӓш,skubañ
1174,baden::V,нӱштӹлӓш,kouronkañ
1175,sich waschen::V,мышкылташ,en em walc'hiñ
1176,ausziehen::V,кыдашаш,
1177,anziehen::V,чиӓш,
1178,sich anziehen::V,чиӓш,gwiskañ
1179,kämmen::V,шерӓш,kribat
1180,schmücken::V,цеверемдӓш,kinklañ
1181,sagen::V,манаш,larêt
1182,sagen::V,манаш,lavaret
1183,sagen::V,келесӓш,larêt
1184,sagen::V,келесӓш,lavaret
1185,sprechen::V,манаш,komz
1186,reden::V,шайышташ,kaozeal
1187,sich unterhalten::V,хытыраш,balbotal
1188,sich unterhalten::V,хытыргаш,balbotal
1189,fragen::V,ядаш,goulenn
1190,bitten::V,ядаш,goulenn
1191,erzählen::V,келесӓш,kontañ
1192,mitteilen::V,попаш,kemenn
1193,mitteilen::V,увертӓш,kemenn
1194,mitteilen::V,увертӓрӓш,kemenn
1195,nennen::V,лӹмдӓш,anviñ
1196,rufen::V,ӱжӓш,gelver
1197,prahlen::V,хайзаш,fougeal
1198,prahlen::V,шаргаланаш,fougeal
1199,übersetzen::V,вашташ,treiñ
1200,denken::V,машанаш,soñjal
1201,glauben::V,ӹнянӓш,krediñ
1202,bemerken::V,цаклаш,apresevañ
1203,erkennen::V,пӓлӓш,anavout
1204,begreifen::V,ынгылаш,meizañ
1205,verstehen::V,ынгылаш,kompren
1206,lernen::V,тыменяш,deskiñ
1207,wissen::V,пӓлӓш,gouzout
1208,sich erinnern an::V,ышештӓрӓш,kaout soñj e
1209,vergessen::V,монден кодаш,ankouaat
1210,messen::V,висӓш,muzuliañ
1211,zählen::V,шотаяш,kontañ
1212,rechnen::V,шотаяш,jedañ
1213,lesen::V,лыдаш,lenn
1214,malen::V,рисуяш,livañ
1215,zeichnen::V,ыдырка́лаш,tresañ
1216,schreiben::V,вазаш,skrivañ
1217,besitzen::V,кы́чаш,kaout
1218,kaufen::V,нӓлӓш,prenañ
1219,verkaufen::V,выжалаш,gwerzhañ
1220,bezahlen::V,тӱлӓш,paeañ
1221,zahlen::V,тӱлӓш,paeañ
1222,beherrschen::V,кы́чаш,mestroniañ
1223,ertragen::V,цӹтӓш,anduriñ
1224,Linie::N,,linenn
1225,Strich::N,,tenn
1226,jetzt::ADV,,bremañ
1227,hinzufügen::V,,lakat ouzhpenn
