,Concept_ID,hy,et
768,hierhin::ADV,այստեղ,siia
769,von hier::ADV,այդտեղից,siit
770,dort::ADV,այնտեղ,seal
771,dorthin::ADV,այնտեղ,sinna
772,geradeaus::ADV,ուղիղ,otse edasi
773,vorwärts::ADV,առաջ,edasi
774,rückwärts::ADV,դեպի ետ,tagurpidi
775,zurück::ADV,ետ,tagasi
776,unten::ADV,ներքեւում,all
777,unten::ADV,ներքեւում,allpool
778,hinab::ADV,ներքեւ,alla
779,oben::ADV,վերեւում,ülal
780,hinauf::ADV,վերեւ,üles
781,überall::ADV,ամենուր,kõikjal
782,nicht::ADV,չէ,ei
783,nicht::ADV,չէ,mitte
784,ein wenig::ADV,մի քիչ,veidi
785,ein wenig::ADV,մի քիչ,natuke
786,kaum::ADV,հազիվ,vaevalt
787,sehr::ADV,շատ,väga
788,so::ADV,այդպես,nii
789,noch::ADV,դեռ,veel
790,nur::ADV,միայն,ainult
791,schon::ADV,արդեն,juba
792,wieder::ADV,նորից,jälle
793,wieder::ADV,դարձյալ,jälle
794,vergebens::ADV,իզուր,asjata
795,vor::PRP,դիմացը,ees
796,hinter::PRP,ետեւը,taha
797,unter::PRP,տակ,all
798,durch::PRP,միջով,läbi
799,durch::PRP,միջով,kaudu
800,neben::PRP,քովը,kõrval
801,zwischen::PRP,միջեւ,vahel
802,wegen::PRP,պատճառով,tõttu
803,wegen::PRP,պատճառով,pärast
804,wegen::PRP,շնորհից,tõttu
805,wegen::PRP,շնորհից,pärast
806,dies::PRN,սա,see
807,dies::PRN,այս,see
808,das::PRN,դա,see
809,das::PRN,այդ,see
810,alles::PRN,ամեն ինչ,kõik
811,ich::PRN,ես,mina
812,du::PRN,դու,sina
813,er::PRN,նա,tema
814,wir::PRN,մենք,me
815,ihr::PRN,դուք,te
816,sie::PRN,նրանք,nad
817,was::FPRN,ինչ,mis
818,wer::FPRN,ով,kes
819,wo::FADV,ուր,kus
820,wo::FADV,որտեղ,kus
821,wohin::FADV,դեպի ուր,kuhu
822,wie::FADV,ինչպես,kuidas
823,warum::FADV,ինչու,miks
824,wieviel::FNUM,որչափ,mitu
825,wieviel::FNUM,որչափ,kui palju
826,eins::NUM,մեկ,üks
827,zwei::NUM,երկու,kaks
828,drei::NUM,երեք,kolm
829,vier::NUM,չորս,neli
830,fünf::NUM,հինգ,viis
831,sechs::NUM,վեց,kuus
832,sieben::NUM,յոթ,seitse
833,acht::NUM,ութ,kaheksa
834,neun::NUM,ինը,üheksa
835,zehn::NUM,տասը,kümme
836,elf::NUM,տասնմեկ,üksteist
837,zwölf::NUM,տասներկու,kaksteist
838,zwanzig::NUM,քսան,kakskümmend
839,dreißig::NUM,երեսուն,kolmkümmend
840,vierzig::NUM,քառասուն,nelikümmend
841,fünfzig::NUM,հիսուն,viiskümmend
842,sechzig::NUM,վաթսուն,kuuskümmend
843,siebzig::NUM,յոթանասուն,seitsekümmend
844,achtzig::NUM,ութսուն,kaheksakümmend
845,neunzig::NUM,իննսուն,üheksakümmend
846,hundert::NUM,հարյուր,sada
847,tausend::NUM,հազար,tuhat
848,und::CNJ,ու,ja
849,oder::CNJ,կամ,või
850,stehen::V,կանգնել,seisma
851,sitzen::V,նստել,istuma
852,liegen::V,ստել,lamama
853,hängen::V,կախվել,rippuma
854,werden::V,դառնալ,saama
855,werden::V,դառնալ,hakkama
856,passieren::V,պատահել,juhtuma
857,beginnen::V,սկսվել,algama
858,beginnen::V,սկսվել,hakkama
859,enden::V,վերջանալ,lõppema
860,wechseln::V,փոխվել,vahelduma
861,aufgehen[Sonne]::V,բարձրանալ,tõusma
862,aufgehen[Sonne]::V,ելնել ,tõusma
863,untergehen[Sonne]::V,մտնել,loojuma
864,scheinen[Sonne]::V,շողալ,paistma
865,scheinen[Sonne]::V,փայլել,paistma
866,donnern::V,որոտալ,kõmisema
867,wehen::V,փչել,puhuma
868,strömen::V,հոսել,voolama
869,fließen::V,հոսել,voolama
870,sich drehen::V,պտտվել,pöörduma
871,schwanken::V,տատանվել,kõikuma
872,schwingen::V,ճոճվել,võnkuma
873,fallen::V,ընկնել,langema
874,brennen::V,այրվել,põlema
875,rauchen::V,ծխել,suitsema
876,regnen::V,անձրեւ գալ,sadama
877,gefrieren::V,սառչել,kinni külmuma
878,tauen::V,լկիլ,sulama
879,schmelzen::V,հալիլ,sulama
880,trocknen::V,չորանալ,kuivama
881,sieden::V,եռալ,keema
882,faulen::V,փտել,mädanema
883,verfaulen::V,նեխել,mädanema
884,reißen::V,պատռվել,rebenema
885,reißen::V,ճղվել,rebenema
886,versinken::V,սուզվել,uppuma
887,vergehen::V,անցնել ,mööduma
888,erscheinen::V,հայտնվել,ilmuma
889,erscheinen::V,երեւալ,ilmuma
890,verschwinden::V,անհետանալ,kaduma
891,sinken::V,ընկնել,vajuma
892,sinken::V,ընկնել,langema
893,abnehmen::V,փոքրանալ,vähenema
894,abnehmen::V,փոքրանալ,kahenema
895,zunehmen::V,մեծանալ,kasvama
896,steigen::V,բարձրանալ,tõusma
897,steigen::V,բարձրանալ,üles minema
898,wachsen::V,աճել,kasvama
899,glänzen::V,նշուլել,läikimä
900,glänzen::V,փայլիլ,läikimä
901,funkeln::V,փայլատակել,sädelema
902,lärmen::V,աղմուկ հանել,lärmama
903,läuten::V,զնգալ,helisema
904,klingeln::V,զնգալ,helisema
905,klirren::V,զնգզնգալ,kõlisema
906,brausen::V,մոլեգնել,kohisema
907,rauschen::V,սոսափել,kohisema
908,klingen::V,հնչել,kõlama
909,bellen::V,հաչել,haukuma
910,heulen::V,ոռնալ ,uluma
911,blasen::V,փչել ,puhuma
912,pfeifen::V,սուլել,vilistama
913,schreien::V,գոռալ ,karjuma
914,stöhnen::V,տնքալ,oigama
915,zittern::V,դողալ,värisema
916,leben::V,ապրել,elama
917,leben::V,ապրել,elus olema
918,geboren werden::V,ծնվել,sündima
919,atmen::V,շնչել,hingama
920,trinken::V,խմել,jooma
921,essen::V,ուտել,sööma
922,schlucken::V,կլանել,neelama
923,schlucken::V,կուլ տալ,neelama
924,müde werden::V,հոգնել,väsima
925,einschlafen::V,քուն մտնել,uinuma
926,schlafen::V,քնել,magama
927,aufwachen::V,արթննալ,ärkama
928,aufstehen::V,ելլել,ärkama
929,aufstehen::V,ելլել,üles tõusma
930,sich erholen::V,հանգստանալ,puhkama
931,krank werden::V,հիւանդանալ,haigestuma
932,krank werden::V,հիւանդանալ,haigeks jääma
933,krank sein::V,հիվանդ լինել,haige olema
934,schmerzen::V,ցավել,valutama
935,husten::V,հազալ,köhima
936,genesen::V,ապաքինվել,toibuma
937,sterben::V,մեռնել,surema
938,sterben::V,վախճանվել,surema
939,umkommen::V,կործանվել,surma saama
940,sich bewegen::V,ընթանալ,liikuma
941,sich rühren::V,շարժվել,liikuma
942,sich erheben::V,կանգնել,kerkima
943,sich erheben::V,վեր կենալ,kerkima
944,sich setzen::V,նստել,istet võtma
945,hinfallen::V,ընկնել,kukkuma
946,hinfallen::V,ընկնել,maha kukkuma
947,laufen::V,քայլել,kõndima
948,schreiten::V,ճեմել,astuma
949,spazierengehen::V,շրջագայել,jalutama
950,eilen::V,շտապել,ruttama
951,eilen::V,շտապել,kiirustama
952,sich beeilen::V,շտապել ,ruttama
953,sich beeilen::V,շտապել ,kiirustama
954,sausen::V,սլանալ,kihutama
955,sausen::V,սլանալ,tormama
956,rennen::V,վազել,jooksma
957,rennen::V,վազել,kihutama
958,springen::V,ցատկել,hüppama
959,klettern::V,մագլցել,ronima
960,schaukeln::V,ճոճվել,kiikuma
961,schaukeln::V,օրորվել,kiikuma
962,kriechen::V,սողալ,roomama
963,schwimmen::V,լողալ,ujuma
964,tauchen::V,սուզվել,sukelduma
965,rudern::V,թիավարել,sõudma
966,fahren::V,ընթանալ,sõitma
967,fliegen::V,թռչել,lendama
968,gehen::V,գնալ,käima
969,gehen::V,գնալ,minema
970,weggehen::V,հեռանալ,ära minema
971,weggehen::V,հեռանալ,välja minema
972,abfahren::V,ճանապարհվել,väljuma
973,abfahren::V,ճանապարհվել,ära sõitma
974,anhalten::V,կանգնել,peatuma
975,hineingehen::V,մտնել,sisenema
976,hineingehen::V,մտնել,sisse minema
977,eintreten::V,մտնել,sisenema
978,eintreten::V,մտնել,sisse astuma
979,kommen::V,գալ,tulema
980,ankommen::V,ժամանել,saabuma
981,zurückkommen::V,վերադառնալ,tagasi tulema
982,bleiben::V,մնալ,jääma
983,warten::V,սպասել,ootama
984,erwarten::V,սպասել,ootama
985,erwarten::V,սպասել,lootma
986,suchen::V,որոնել,otsima
987,finden::V,գտնել,leidma
988,versuchen::V,փորձել,püüdma
989,versuchen::V,փորձել,üritama
990,versuchen::V,փորձել,katsetama
991,vorbereiten::V,պատրաստել,valmistama
992,lieben::V,սիրել,armastama
993,mögen::V,հավանել,sallima
994,mögen::V,հավանել,meeldima
995,mögen::V,սիրել,sallima
996,mögen::V,սիրել,meeldima
997,lachen::V,ծիծաղել,naerma
998,rühren::V,հուզել,liigutama
999,rühren::V,հուզել,heldima panema
1000,weinen::V,լալ,nutma
1001,schimpfen::V,տրտնջալ,sõimama
1002,schimpfen::V,քրթմնջել,sõimama
1003,sich ärgern::V,զայրանալ,ärrituma
1004,sich ärgern::V,զայրանալ,vihastuma
1005,sich fürchten::V,վախնալ,kartma
1006,sich fürchten::V,վախնալ,hirmu tundma
1007,fürchten::V,վախենալ,kartma
1008,fliehen::V,փախչել,põgenema
1009,flüchten::V,փախչել,põgenema
1010,sehen::V,տեսնել,nägema
1011,anschauen::V,դիտել,vaatama
1012,ansehen::V,նայել,vaatama
1013,hören::V,լսել,kuulma
1014,zuhören::V,ունկնդրել,kuulama
1015,probieren::V,համը տեսել,proovima
1016,riechen::V,հոտ առնել,nuusutama
1017,fühlen::V,զգալ,tundma
1018,scheinen::V,երեւալ,näida
1019,scheinen::V,երեւալ,ilmuda
1020,zu sehen sein::V,երեւալ,ilmuma
1021,vernehmen::V,իմանալ ,üle kuulama
1022,frieren::V,մրսել,külmetada
1023,tun::V,անել,tegema
1024,können::V,կարողանալ,võima
1025,können::V,կարողանալ,oskama
1026,wollen::V,ուզել,tahtma
1027,wollen::V,ցանկանալ,tahtma
1028,anfangen::V,սկսել,hakkama
1029,anfangen::V,սկսել,alustama
1030,beenden::V,վերջացնել,lõpetama
1031,aufhören::V,դադարել,lakkama
1032,gelingen::V,հաջողվել,õnnestuma
1033,gelingen::V,գլուխ գալ,õnnestuma
1034,geraten::V,ստացվել,jõudma
1035,öffnen::V,բաց անել,avama
1036,schließen::V,փակել ,sulgema
1037,stellen::V,դնել,panema
1038,stellen::V,դնել,asetama
1039,setzen::V,նստեցնել,panema
1040,legen::V,դնել,panema
1041,legen::V,դնել,asetama
1042,berühren::V,դիպչել,riivama
1043,berühren::V,դիպչել,puudutama
1044,berühren::V,շոշափել,riivama
1045,berühren::V,շոշափել,puudutama
1046,verbinden::V,շաղկապել,ühendama
1047,bedecken::V,ծածկել,katma
1048,aufhängen::V,կախել,riputama
1049,anzünden::V,վառել,süütama
1050,aufheben::V,վերցնել,üles tõstma
1051,zurücklassen::V,թողնել,jätma
1052,verlieren::V,կորցնել,kaotama
1053,fallen lassen::V,գցել,maha pillama
1054,fallen lassen::V,գցել,kukkuda laskma
1055,machen::V,անել,tegema
1056,herstellen::V,արտադրել,valmistama
1057,bauen::V,կառուցել,ehitama
1058,reparieren::V,նորոգել,parandama
1059,verbessern::V,բարելավել,parandama
1060,ändern::V,փոխել,muutma
1061,ändern::V,փոխել,ümber tegema
1062,graben::V,փորել,kaevama
1063,beugen::V,ծռել,painutama
1064,biegen::V,թեքել,painutama
1065,drehen::V,ոլորել,keerama
1066,wenden::V,պտտել,ümber pöörama
1067,umdrehen::V,շրջել,ümber keerama
1068,heben::V,բարձրացնել,tõstma
1069,hochheben::V,բարձրացնել,üles tõstma
1070,hochheben::V,բարձրացնել,kõrgele tõstma
1071,ergreifen::V,վարակվել,haarama
1072,halten::V,բռնել,hoidma
1073,drücken::V,ճնշել,pigistama
1074,schieben::V,հրել,lükkama
1075,kratzen::V,քերել,kraapima
1076,lecken::V,լիզել,lakkuma
1077,beißen::V,կծել,purema
1078,beißen::V,կծել,hammustama
1079,abreißen::V,պոկել,rebima
1080,abreißen::V,պոկել,ära rebima
1081,abschneiden::V,կտրել ,ära lõikama
1082,binden::V,կապել,siduma
1083,stecken::V,խրել,pistma
1084,brechen::V,կոտրել ,murdma
1085,klopfen::V,թակել,koputama
1086,hauen::V,ծեծել,lööma
1087,kleben::V,կպցնել,kleepima
1088,reiben::V,շփել,hõõruma
1089,streichen::V,վրան քսել,silitama
1090,schleifen::V,սրել ,lihvima
1091,schleifen::V,սրել ,teritama
1092,schneiden::V,կտրել,lõikama
1093,rütteln::V,ցնցել,raputama
1094,schütteln::V,թափահարել,raputama
1095,schütteln::V,թափահարել,loksutama
1096,schwenken::V,ճոճել,vehkima
1097,schwenken::V,ճոճել,lehvitama
1098,schütten::V,լցնել,kallama
1099,füllen::V,լիքը լցնել,täitma
1100,einwickeln::V,փաթաթել,sisse mähkima
1101,tragen::V,կրել,kandma
1102,tragen::V,տանել,kandma
1103,schleppen::V,քաշել,tassima
1104,schleppen::V,քաշել,lohistama
1105,ziehen::V,ձգել,vedama
1106,ziehen::V,ձգել,tõmbama
1107,ziehen::V,քաշել,vedama
1108,ziehen::V,քաշել,tõmbama
1109,aufbewahren::V,պահել ,säilitama
1110,aufbewahren::V,պահել ,alal hoidma
1111,werfen::V,նետել,viskama
1112,packen::V,հափշտակել,kinni haarama
1113,packen::V,հափշտակել,kinni võtma
1114,verstecken::V,ծածկել,peitma
1115,teilen::V,բաժանել,jagama
1116,teilen::V,բաժանել,jaotama
1117,schicken::V,ուղարկել,saatma
1118,bringen::V,բերել,viima
1119,hinzufügen::V,ավելացնել,lisama
1120,bekommen::V,հայթայթել,saama
1121,erhalten::V,ստանալ,saama
1122,nehmen::V,վերցնել,võtma
1123,wählen::V,ընտրել,valima
1124,auswählen::V,գերադասել,valima
1125,bewahren::V,պահպանել,hoidma
1126,behindern::V,խոչընդոտել,takistama
1127,verderben::V,փչացնել,rikkuma
1128,beschädigen::V,վնասել,rikkuma
1129,zerbrechen::V,ջարդել,katki tegema
1130,zerbrechen::V,կոտրել,katki tegema
1131,zerreißen::V,պատռել,katki rebima
1132,zerstören::V,քանդել,purustama
1133,verbrennen::V,այրել,põletama
1134,geben::V,տալ,andma
1135,reichen::V,հանձնել,andma
1136,reichen::V,հանձնել,ulatama
1137,schenken::V,նվիրել,kinkima
1138,versprechen::V,խոստանալ,lubama
1139,versprechen::V,խոստանալ,tõotama
1140,wünschen::V,մաղթել,soovima
1141,loben::V,գովել,kiitma
1142,küssen::V,համբուրել,suudlema
1143,wiegen::V,օրորել,hällitama
1144,zudecken::V,վրան գցել,kaanetama
1145,zudecken::V,վրան գցել,kinni katma
1146,wecken::V,զարթնեցնել,äratama
1147,zeigen::V,ցույց տալ,näitama
1148,führen::V,ուղեկցել,juhatama
1149,lehren::V,սովորեցնել,õpetama
1150,unterrichten::V,ավանդել,õpetama
1151,aufziehen::V,դաստիարակել,üles kasvatama
1152,leiten::V,ղեկավարել,juhtima
1153,leiten::V,կառավարել,juhtima
1154,antreiben::V,շտապեցնել,ergutama
1155,lassen::V,ստիպել,laskma
1156,einladen::V,հրավիրել,kutsuma
1157,vereinigen::V,միացնել,ühendama
1158,besuchen::V,այցելել,külastama
1159,treffen::V,հանդիպել,kohtama
1160,sich versammeln::V,հավաքվել,kogunema
1161,spielen::V,խաղալ,mängima
1162,singen::V,երգել,laulma
1163,tanzen::V,պարել,tantsima
1164,sich trennen::V,ցրվել,lahku minema
1165,verlassen::V,լքել,maha jätma
1166,retten::V,փրկել,päästma
1167,bewachen::V,պահել,valvama
1168,schützen::V,պաշտպանել,kaitsma
1169,verteidigen::V,պաշտպանել,kaitsma
1170,sich schlagen::V,կռվել,kaklema
1171,schießen::V,կրակել,tulistama
1172,siegen::V,հաղթել,võitma
1173,ärgern::V,ձանձրացնել,ärritama
1174,ärgern::V,ձանձրացնել,vihastama
1175,schlagen::V,խփել,lööma
1176,treten::V,քացի տալ,sõtkuma
1177,stechen::V,խայթել,pistma
1178,stechen::V,խայթել,torkama
1179,stoßen::V,մղել,tõukama
1180,stehlen::V,գողանալ,varastama
1181,stören::V,խանգարել,segama
1182,stören::V,խանգարել,häirima
1183,belästigen::V,անհանգստացնել,ahistama
1184,verbergen::V,թաքցնել,peitma
1185,verbergen::V,թաքցնել,varjama
1186,täuschen::V,խաբել,petma
1187,täuschen::V,խաբել,tüssama
1188,betrügen::V,խաբել,petma
1189,betrügen::V,խաբել,tüssama
1190,betrügen::V,խաբել,truudust murtma
1191,töten::V,սպանել ,tapma
1192,töten::V,սպանել ,surmama
1193,wohnen::V,բնակվել,elama
1194,arbeiten::V,աշխատել,töötama
1195,sammeln::V,հավաքել,koguma
1196,sammeln::V,հավաքել,korjama
1197,pflücken::V,քաղել,noppima
1198,jagen::V,որս անել,jahtima
1199,fischen::V,ձուկ բռնել,kalastama
1200,fischen::V,ձուկ բռնել,kala püüdma
1201,fassen::V,բռնել,püüdma
1202,hüten::V,արածեցնել,karjatama
1203,treiben::V,հովուել,ajama
1204,anbinden::V,չուանել,kinni siduma
1205,füttern::V,կերակրել,söötma
1206,melken::V,կթել,lüpsma
1207,hacken::V,կոտորել,raiuma
1208,hacken::V,կոտորել,lõhkuma
1209,gießen::V,ջրել,kastma
1210,reifen::V,հասունանալ ,valmima
1211,zubereiten::V,պատրաստել,valmistama
1212,kochen::V,եփել,keetma
1213,backen::V,թխել,küpsetama
1214,braten::V,տապակել,praadima
1215,umrühren::V,խառնել,segama
1216,stricken::V,գործել,kuduma
1217,nähen::V,կարել,õmblema
1218,färben::V,ներկել,värvima
1219,reinigen::V,մաքրել,puhastama
1220,waschen::V,լվանալ,pesema
1221,abwischen::V,սրբել,puhtaks pühkima
1222,spülen::V,ողողել,uhtma
1223,spülen::V,պարզաջրել,uhtma
1224,fegen::V,ավլել,pühkima
1225,kehren::V,ավլել,pühkima
1226,baden::V,լողանալ,suplema
1227,baden::V,լողանալ,kümblema
1228,sich waschen::V,լվացվել,end pesema
1229,ausziehen::V,հանել,käest võtma
1230,ausziehen::V,հանել,jalast võtma
1231,ausziehen::V,հանել,seljast võtma
1232,anziehen::V,հագնել,jalga panema
1233,sich anziehen::V,հագնվել,riietuma
1234,kämmen::V,սանրել,kammima
1235,schmücken::V,զարդարել,kaunistama
1236,sagen::V,ասել,ütlema
1237,sprechen::V,խոսել,rääkima
1238,sprechen::V,խոսել,kõnelema
1239,reden::V,զրուցել,kõnelema
1240,sich unterhalten::V,խոսակցել,vestlema
1241,fragen::V,հարցնել,küsima
1242,bitten::V,խնդրել,paluma
1243,erzählen::V,պատմել,jutustama
1244,mitteilen::V,հաղորդել,teatama
1245,mitteilen::V,հաղորդել,teada andma
1246,nennen::V,անվանել,nimetama
1247,rufen::V,կանչել,kutsuma
1248,prahlen::V,պարծենալ,hooplema
1249,übersetzen::V,թարգմանել,tõlkima
1250,denken::V,մտածել,mõtlema
1251,glauben::V,հավատալ,uskuma
1252,bemerken::V,նկատել,märkama
1253,erkennen::V,ճանաչել,ära tundma
1254,begreifen::V,հասկանալ,aru saama
1255,verstehen::V,ըմբռնել,mõistma
1256,lernen::V,սովորել,õppima
1257,wissen::V,իմանալ,teadma
1258,sich erinnern an::V,հիշել,mäletama
1259,sich erinnern an::V,մտաբերել,mäletama
1260,vergessen::V,մոռանալ,unustama
1261,messen::V,չափել,mõõtma
1262,zählen::V,թվել,loendama
1263,zählen::V,հաշվել,loendama
1264,rechnen::V,հաշվել,arvutama
1265,rechnen::V,հաշվարկել,arvutama
1266,lesen::V,կարդալ,lugema
1267,malen::V,նկարել,maalima
1268,zeichnen::V,գծել,joonistama
1269,schreiben::V,գրել,kirjutama
1270,besitzen::V,ունենալ,omama
1271,besitzen::V,տեր լինել,omama
1272,kaufen::V,գնել,ostma
1273,verkaufen::V,վաճառել,müüma
1274,bezahlen::V,վճարել,tasuma
1275,zahlen::V,վճարել,maksma
1276,beherrschen::V,ղեկավարել,valitsema
1277,ertragen::V,դիմանալ,taluma
1278,Horn::N,,sarv
1279,fangen::V,,püüdma
