,Concept_ID,et,de
117,Bucht::N,laht,Bucht
118,Insel::N,saar,Insel
119,Blume::N,lill,Blume
120,Gras::N,rohi,Gras
121,Wurzel::N,juur,Wurzel
122,Baum::N,puu,Baum
123,Stamm::N,tüvi,Stamm
124,Rinde::N,koor,Rinde
125,Ast::N,oks,Ast
126,Zweig::N,oks,Zweig
127,Blatt::N,leht,Blatt
128,Birke::N,kask,Birke
129,Kiefer[Baum]::N,mänd,Kiefer
130,Weide[Baum]::N,paju,Weide
131,Tanne::N,nulg,Tanne
132,Horn::N,sarv,Horn
133,Feder::N,sulg,Feder
134,Fell::N,karvkate,Fell
135,Fell::N,karusnahk,Fell
136,Flügel::N,tiib,Flügel
137,Flügel::N,tiivik,Flügel
138,Klaue::N,küüs,Klaue
139,Kralle::N,küünis,Kralle
140,Schwanz::N,saba,Schwanz
141,Ei::N,muna,Ei
142,Nest::N,pesa,Nest
143,Bau::N,urg,Bau
144,Tier::N,loom,Tier
145,Herde::N,kari,Herde
146,Kuh::N,lehm,Kuh
147,Bulle::N,pull,Bulle
148,Pferd::N,hobune,Pferd
149,Schaf::N,lammas,Schaf
150,Schwein::N,siga,Schwein
151,Hund::N,koer,Hund
152,Katze::N,kass,Katze
153,Bär::N,karu,Bär
154,Eichhörnchen::N,orav,Eichhörnchen
155,Elch::N,põder,Elch
156,Fuchs::N,rebane,Fuchs
157,Hase::N,jänes,Hase
158,Maus::N,hiir,Maus
159,Wolf::N,hunt,Wolf
160,Vogel::N,lind,Vogel
161,Schwarm::N,parv,Schwarm
162,Huhn::N,kana,Huhn
163,Hahn::N,kukk,Hahn
164,Gans::N,hani,Gans
165,Adler::N,kotkas,Adler
166,Ente::N,part,Ente
167,Eule::N,kakk,Eule
168,Eule::N,öökull,Eule
169,Kranich::N,kurg,Kranich
170,Krähe::N,vares,Krähe
171,Kuckuck::N,kägu,Kuckuck
172,Schwan::N,luik,Schwan
173,Fisch::N,kala,Fisch
174,Barsch::N,ahven,Barsch
175,Hecht::N,haug,Hecht
176,Schlange[Tier]::N,uss,Schlange
177,Wurm::N,uss,Wurm
178,Wurm::N,vagel,Wurm
179,Spinne::N,ämblik,Spinne
180,Ameise::N,sipelgas,Ameise
181,Laus::N,täi,Laus
182,Mücke::N,sääsk,Mücke
183,Fliege::N,kärbes,Fliege
184,Schmetterling::N,liblikas,Schmetterling
185,Beere::N,mari,Beere
186,Apfel::N,õun,Apfel
187,Pilz::N,seen,Pilz
188,Zwiebel::N,sibul,Zwiebel
189,Saat::N,seeme,Saat
190,Korn::N,iva,Korn
191,Korn::N,tera,Korn
192,Heu::N,hein,Heu
193,Schale::N,koor,Schale
194,Grube::N,kaevand,Grube
195,Falle::N,lõks,Falle
196,Falle::N,püünis,Falle
197,Schlinge::N,aas,Schlinge
198,Spur::N,jälg,Spur
199,Asche::N,tuhk,Asche
200,Dreck::N,saast,Dreck
201,Dreck::N,mustus,Dreck
202,Eisen::N,raud,Eisen
203,Gold::N,kuld,Gold
204,Silber::N,hõbe,Silber
205,Kohle::N,süsi,Kohle
206,Glas::N,klaas,Glas
207,Lehm::N,savi,Lehm
208,Sand::N,liiv,Sand
209,Mensch::N,inimene,Mensch
210,Mann::N,mees,Mann
211,Frau::N,naine,Frau
212,Kind::N,laps,Kind
213,Junge::N,poiss,Junge
214,Mädchen::N,tüdruk,Mädchen
215,Familie::N,perekond,Familie
216,Großvater::N,vanaisa,Großvater
217,Großmutter::N,vanaema,Großmutter
218,Eltern::N,vanemad,Eltern
219,Vater::N,isa,Vater
220,Mutter::N,ema,Mutter
221,Sohn::N,poeg,Sohn
222,Tochter::N,tütar,Tochter
223,Bruder::N,vend,Bruder
224,Schwester::N,õde,Schwester
225,Onkel::N,onu,Onkel
226,Tante::N,tädi,Tante
227,Ehemann::N,mees,Ehemann
228,Ehemann::N,abikaasa,Ehemann
229,Ehefrau::N,naine,Ehefrau
230,Ehefrau::N,abikaasa,Ehefrau
231,Freude::N,rõõm,Freude
232,Gelächter::N,naer,Gelächter
233,Glück::N,õnn,Glück
234,Kummer::N,mure,Kummer
235,Kummer::N,kurbus,Kummer
236,Wunsch::N,soov,Wunsch
237,Lust::N,himu,Lust
238,Geist::N,vaim,Geist
239,Gedanke::N,mõte,Gedanke
240,Gedächtnis::N,mälu,Gedächtnis
241,Verstand::N,aru,Verstand
242,Verstand::N,mõistus,Verstand
243,Sinn::N,tähendus,Sinn
244,Grund::N,põhjus,Grund
245,Wahrheit::N,tõde,Wahrheit
246,Gespräch::N,kõne,Gespräch
247,Gespräch::N,vestlus,Gespräch
248,Märchen::N,muinasjutt,Märchen
249,Erzählung::N,jutustus,Erzählung
250,Nachricht::N,teade,Nachricht
251,Neuigkeit::N,uudis,Neuigkeit
252,Name::N,nimi,Name
253,Rätsel::N,mõistatus,Rätsel
254,Rede::N,kõne,Rede
255,Sprache::N,keel,Sprache
256,Stimme::N,hääl,Stimme
257,Wort::N,sõna,Wort
258,Zeichen::N,märk,Zeichen
259,Ruf::N,hüüe,Ruf
260,Lärm::N,müra,Lärm
261,Laut::N,hääl,Laut
262,Ton::N,toon,Ton
263,Lied::N,laul,Lied
264,Ruhe::N,rahu,Ruhe
265,Ruhe::N,vaikus,Ruhe
266,Leute::N,inimesed,Leute
267,Volk::N,rahvas,Volk
268,Arbeit::N,töö,Arbeit
269,Gast::N,külaline,Gast
270,Geschenk::N,kingitus,Geschenk
271,Spiel::N,mäng,Spiel
272,Gesellschaft::N,selts,Gesellschaft
273,Hilfe::N,abi,Hilfe
274,Freund::N,sõber,Freund
275,Kamerad::N,sõber,Kamerad
276,Angelegenheit::N,asi,Angelegenheit
277,Anzahl::N,arv,Anzahl
278,Anzahl::N,hulk,Anzahl
279,Art::N,liik,Art
280,Stück::N,tükk,Stück
281,Teil::N,osa,Teil
282,Hälfte::N,pool,Hälfte
283,Kreis::N,ring,Kreis
284,Kreuz::N,rist,Kreuz
285,Linie::N,joon,Linie
286,Strich::N,joon,Strich
287,Abstand::N,vahe,Abstand
288,Entfernung::N,kaugus,Entfernung
289,Entfernung::N,vahemaa,Entfernung
290,Gegend::N,ümbrus,Gegend
291,Platz::N,ruum,Platz
292,Ort::N,paik,Ort
293,Seite::N,pool,Seite
294,Mitte::N,keskpaik,Mitte
295,Gegenstand::N,ese,Gegenstand
296,Sache::N,ese,Sache
297,Rand::N,äär,Rand
298,Rand::N,serv,Rand
299,Kante::N,kant,Kante
300,Ecke::N,nurk,Ecke
301,Spitze::N,teravik,Spitze
302,Ende::N,ots,Ende
303,Ende::N,jupp,Ende
304,Loch::N,auk,Loch
305,Winkel::N,nurk,Winkel
306,Muster::N,muster,Muster
307,Größe::N,suurus,Größe
308,Länge::N,pikkus,Länge
309,Höhe::N,kõrgus,Höhe
310,Gewicht::N,kaal,Gewicht
311,Gewicht::N,raskus,Gewicht
312,Menge::N,arv,Menge
313,Menge::N,hulk,Menge
314,Haufen::N,hunnik,Haufen
315,Reihe::N,rivi,Reihe
316,Boot::N,paat,Boot
317,Ruder::N,aer,Ruder
318,Schlitten::N,saan,Schlitten
319,Ski::N,suusk,Ski
320,Lagerfeuer::N,lõke,Lagerfeuer
321,Last::N,koorem,Last
322,Gang::N,käik,Gang
323,Schritt::N,samm,Schritt
324,Norden::N,põhi,Norden
325,Süden::N,lõuna,Süden
326,Westen::N,lääs,Westen
327,Osten::N,ida,Osten
328,Holz::N,puu,Holz
329,Brett::N,saelaud,Brett
330,Platte::N,plaat,Platte
331,Stütze::N,tugi,Stütze
332,Stange::N,latt,Stange
333,Stange::N,teivas,Stange
334,Stock::N,kepp,Stock
335,Stab::N,varras,Stab
336,Rohr::N,toru,Rohr
337,Haus::N,maja,Haus
338,Heim::N,kodu,Heim
339,Ofen::N,ahi,Ofen
340,Fußboden::N,põrand,Fußboden
341,Tisch::N,laud,Tisch
342,Stuhl::N,tool,Stuhl
343,Wiege::N,häll,Wiege
344,Wiege::N,kätki,Wiege
345,Bett::N,voodi,Bett
346,Regal::N,riiul,Regal
347,Kiste::N,kast,Kiste
348,Fenster::N,aken,Fenster
349,Tür::N,uks,Tür
350,Tor::N,värav,Tor
351,Zaun::N,aed,Zaun
352,Zaun::N,tara,Zaun
353,Dach::N,katus,Dach
354,Leiter::N,redel,Leiter
355,Besen::N,luud,Besen
356,Spaten::N,labidas,Spaten
357,Schaufel::N,kühvel,Schaufel
358,Gabel::N,kahvel,Gabel
359,Löffel::N,lusikas,Löffel
360,Messer::N,nuga,Messer
361,Nagel::N,nael,Nagel
362,Netz::N,võrk,Netz
363,Haken::N,haak,Haken
364,Haken::N,konks,Haken
365,Griff::N,sang,Griff
366,Griff::N,käepide,Griff
367,Schloss::N,lukk,Schloss
368,Bild::N,pilt,Bild
369,Figur::N,kuju,Figur
370,Figur::N,kujund,Figur
371,Puppe::N,nukk,Puppe
372,Beutel::N,paun,Beutel
373,Bündel::N,kimp,Bündel
374,Tasche::N,kott,Tasche
375,Eimer::N,pang,Eimer
376,Eimer::N,ämber,Eimer
377,Deckel::N,kaas,Deckel
378,Geschirr::N,nõud,Geschirr
379,Sack::N,kott,Sack
380,Tasse::N,tass,Tasse
381,Topf::N,pada,Topf
382,Kessel::N,pada,Kessel
383,Essen::N,söök,Essen
384,Nahrung::N,toit,Nahrung
385,Speise::N,roog,Speise
386,Fleisch::N,liha,Fleisch
387,Getreide::N,teravili,Getreide
388,Brei::N,puder,Brei
389,Brot::N,sai,Brot
390,Brot::N,leib,Brot
391,Scheibe::N,viil,Scheibe
392,Scheibe::N,viilukas,Scheibe
393,Fett::N,rasv,Fett
394,Butter::N,või,Butter
395,Öl::N,õli,Öl
396,Salz::N,sool,Salz
397,Suppe::N,supp,Suppe
398,Honig::N,mesi,Honig
399,Milch::N,piim,Milch
400,Tee::N,tee,Tee
401,Leder::N,nahk,Leder
402,Wolle::N,vill,Wolle
403,Stoff::N,kangas,Stoff
404,Nadel::N,nõel,Nadel
405,Faden::N,niit,Faden
406,Knopf::N,nööp,Knopf
407,Knoten::N,sõlm,Knoten
408,Farbe::N,värv,Farbe
409,Kleidung::N,riided,Kleidung
410,Kleidung::N,riietus,Kleidung
411,Hemd::N,särk,Hemd
412,Kragen::N,krae,Kragen
413,Ärmel::N,varrukas,Ärmel
414,Hose::N,püksid,Hose
415,Gürtel::N,vöö,Gürtel
416,Mütze::N,müts,Mütze
417,Schuh::N,king,Schuh
418,Stiefel::N,saabas,Stiefel
419,Ring::N,sõrmus,Ring
420,Band::N,lint,Band
421,Kamm::N,kamm,Kamm
422,Spiegel::N,peegel,Spiegel
423,Riemen::N,rihm,Riemen
424,Schnur::N,nöör,Schnur
425,Leine::N,jalutusrihm,Leine
426,Decke::N,tekk,Decke
427,Kissen::N,padi,Kissen
428,Tuch::N,kalev,Tuch
429,Handtuch::N,käterätik,Handtuch
430,Kraft::N,jõud,Kraft
431,Stärke::N,tugevus,Stärke
432,Gesundheit::N,tervis,Gesundheit
433,Krankheit::N,haigus,Krankheit
434,Schmerz::N,valu,Schmerz
435,Wunde::N,haav,Wunde
436,Fieber::N,palavik,Fieber
437,Arznei::N,ravim,Arznei
438,Brücke::N,sild,Brücke
439,Brunnen::N,kaev,Brunnen
440,Weide::N,karjamaa,Weide
441,Pfad::N,rada,Pfad
442,Weg::N,tee,Weg
443,Straße::N,tee,Straße
444,Dorf::N,küla,Dorf
445,Stadt::N,linn,Stadt
446,Brief::N,kiri,Brief
447,Buch::N,raamat,Buch
448,Buchstabe::N,täht,Buchstabe
449,Zeitung::N,ajaleht,Zeitung
450,Leben::N,elu,Leben
451,Tod::N,surm,Tod
452,Grab::N,haud,Grab
453,Kirche::N,kirik,Kirche
454,Sünde::N,patt,Sünde
455,Gott::N,jumal,Gott
456,Arbeiter::N,tööline,Arbeiter
457,Chef::N,ülemus,Chef
458,Chef::N,juhataja,Chef
459,Meister::N,meister,Meister
460,Arzt::N,arst,Arzt
461,Lehrer::N,õpetaja,Lehrer
462,Geld::N,raha,Geld
463,Geschäft::N,äri,Geschäft
464,Laden::N,pood,Laden
465,Laden::N,kauplus,Laden
466,Preis::N,hind,Preis
467,Ware::N,kaup,Ware
468,Nutzen::N,tulu,Nutzen
469,Nutzen::N,kasulikkus,Nutzen
470,Reichtum::N,rikkus,Reichtum
471,Welt::N,maailm,Welt
472,Land::N,maa,Land
473,Staat::N,riik,Staat
474,König::N,kuningas,König
475,Macht::N,võim,Macht
476,Grenze::N,piir,Grenze
477,Krieg::N,sõda,Krieg
478,Feind::N,vaenlane,Feind
479,Gewalt::N,väevõim,Gewalt
480,Kampf::N,võitlus,Kampf
481,Bogen[Waffe]::N,vibu,Bogen
482,Pfeil::N,nool,Pfeil
483,Gewehr::N,püss,Gewehr
484,Fehler::N,viga,Fehler
485,Lüge::N,vale,Lüge
486,Schaden::N,kahju,Schaden
487,Unglück::N,häda,Unglück
488,Unglück::N,õnnetus,Unglück
489,Schuld::N,süü,Schuld
490,Alter::N,iga,Alter
491,Schluss::N,lõpp,Schluss
492,Zeit::N,aeg,Zeit
493,Tag::N,päev,Tag
494,Morgen::N,hommik,Morgen
495,Mittag::N,lõuna,Mittag
496,Mittag::N,keskpäev,Mittag
497,Abend::N,õhtu,Abend
498,Nacht::N,öö,Nacht
499,Woche::N,nädal,Woche
500,Monat::N,kuu,Monat
501,Jahr::N,aasta,Jahr
502,Frühling::N,kevad,Frühling
503,Sommer::N,suvi,Sommer
504,Herbst::N,sügis,Herbst
505,Winter::N,talv,Winter
506,Januar::N,jaanuar,Januar
507,Februar::N,veebruar,Februar
508,März::N,märts,März
509,April::N,aprill,April
510,Mai::N,mai,Mai
511,Juni::N,juuni,Juni
512,Juli::N,juuli,Juli
513,August::N,august,August
514,September::N,september,September
515,Oktober::N,oktoober,Oktober
516,November::N,november,November
517,Dezember::N,detsember,Dezember
518,Montag::N,esmaspäev,Montag
519,Dienstag::N,teisipäev,Dienstag
520,Mittwoch::N,kesknädal,Mittwoch
521,Donnerstag::N,neljapäev,Donnerstag
522,Freitag::N,reede,Freitag
523,Samstag::N,laupäev,Samstag
524,Sonntag::N,pühapäev,Sonntag
525,groß::A,suur,groß
526,klein::A,väike,klein
527,klein::A,pisike,klein
528,lang::A,pikk,lang
529,kurz::A,lühike,kurz
530,breit::A,lai,breit
531,schmal::A,kitsas,schmal
532,dicht::A,tihe,dicht
533,dick[Gegenstand]::A,jäme,dick
534,dünn::A,õhuke,dünn
535,dünn::A,peenike,dünn
536,fein::A,peen,fein
537,fein::A,õhuke,fein
538,fest::A,püsiv,fest
539,fest::A,kindel,fest
540,flach::A,lame,flach
541,flach::A,tasane,flach
542,glatt::A,sile,glatt
543,hart::A,kõva,hart
544,weich::A,pehme,weich
545,rund::A,ümar,rund
546,spitz::A,torkav,spitz
547,scharf::A,terav,scharf
548,stumpf::A,nüri,stumpf
549,schwer::A,raske,schwer
550,schön::A,kena,schön
551,heiß::A,kuum,heiß
552,heiß::A,palav,heiß
553,warm::A,soe,warm
554,kalt::A,külm,kalt
555,kühl::A,jahe,kühl
556,frisch::A,värske,frisch
557,feucht::A,niiske,feucht
558,nass::A,märg,nass
559,trocken::A,kuiv,trocken
560,voll::A,täis,voll
561,leer::A,tühi,leer
562,offen::A,avatud,offen
563,offen::A,lahtine,offen
564,geschlossen::A,suletud,geschlossen
565,sauber::A,puhas,sauber
566,schmutzig::A,räpane,schmutzig
567,schmutzig::A,määrdunud,schmutzig
568,roh::A,toores,roh
569,reif::A,küps,reif
570,lecker::A,hõrk,lecker
571,lecker::A,maitsev,lecker
572,süß::A,magus,süß
573,bitter::A,mõru,bitter
574,sauer::A,hapu,sauer
575,hell::A,hele,hell
576,dunkel::A,pime,dunkel
577,schwarz::A,must,schwarz
578,weiß::A,valge,weiß
579,rot::A,punane,rot
580,gelb::A,kollane,gelb
581,blau::A,sinine,blau
582,grün::A,roheline,grün
583,grau::A,hall,grau
584,bunt::A,kirju,bunt
585,bunt::A,värviline,bunt
586,billig::A,odav,billig
587,teuer::A,kallis,teuer
588,wertvoll::A,väärtuslik,wertvoll
589,blind::A,pime,blind
590,taub::A,kurt,taub
591,kräftig::A,jõuline,kräftig
592,stark::A,tugev,stark
593,schwach::A,nõrk,schwach
594,schwach::A,jõuetu,schwach
595,fett::A,rasvane,fett
596,schlank::A,sale,schlank
597,hübsch::A,kena,hübsch
598,böse::A,tige,böse
599,dumm::A,juhm,dumm
600,dumm::A,rumal,dumm
601,faul::A,laisk,faul
602,fleißig::A,virk,fleißig
603,fleißig::A,hoolas,fleißig
604,geizig::A,ihne,geizig
605,klug::A,tark,klug
606,klug::A,arukas,klug
607,klug::A,mõistlik,klug
608,geschickt::A,osav,geschickt
609,lieb::A,armas,lieb
610,lustig::A,lõbus,lustig
611,sanft::A,õrn,sanft
612,hungrig::A,näljane,hungrig
613,krank::A,haige,krank
614,nackt::A,alasti,nackt
615,traurig::A,kurb,traurig
616,lebendig::A,elus,lebendig
617,gut::A,hea,gut
618,schlecht::A,halb,schlecht
619,richtig::A,õige,richtig
620,schlimm::A,paha,schlimm
621,wahr::A,tõene,wahr
622,alt::A,vana,alt
623,neu::A,uus,neu
624,ehemalig::A,endine,ehemalig
625,alt[Lebewesen]::A,vana,alt
626,jung::A,noor,jung
627,arm::A,vaene,arm
628,reich::A,rikas,reich
629,bekannt::A,teada,bekannt
630,bekannt::A,tuttav,bekannt
631,berühmt::A,tuntud,berühmt
632,fremd::A,võõras,fremd
633,verschieden::A,erinev,verschieden
634,nah::A,lähedane,nah
635,fern::A,kauge,fern
636,linker::A,vasak,linker
637,rechter::A,parem,rechter
638,anderer::A,muu,anderer
639,anderer::A,teine,anderer
640,erster::A,esimene,erster
641,zweiter::A,teine,zweiter
642,dritter::A,kolmas,dritter
643,letzter::A,viimane,letzter
644,allein::ADV,üksi,allein
645,auf einmal::ADV,korraga,auf einmal
646,auf einmal::ADV,ühekorraga,auf einmal
647,zusammen::ADV,koos,zusammen
648,zusammen::ADV,üheskoos,zusammen
649,lange::ADV,kaua,lange
650,plötzlich::ADV,äkki,plötzlich
651,plötzlich::ADV,järsku,plötzlich
652,sofort::ADV,kohe,sofort
653,später::ADV,hiljem,später
654,jetzt::ADV,nüüd,jetzt
655,heute::ADV,täna,heute
656,morgen::ADV,homme,morgen
657,bald::ADV,pea,bald
658,bald::ADV,varsti,bald
659,dann::ADV,siis,dann
660,gestern::ADV,eile,gestern
661,einst::ADV,vanasti,einst
662,damals::ADV,tookord,damals
663,danach::ADV,seejärel,danach
664,vorher::ADV,enne,vorher
665,zuerst::ADV,enne,zuerst
666,zuerst::ADV,esmalt,zuerst
667,einmal::ADV,kord,einmal
668,einmal::ADV,üks kord,einmal
669,manchmal::ADV,mõnikord,manchmal
670,oft::ADV,tihti,oft
671,oft::ADV,sageli,oft
672,immer::ADV,ikka,immer
673,immer::ADV,alati,immer
674,niemals::ADV,mitte kunagi,niemals
675,hier::ADV,siin,hier
676,hierhin::ADV,siia,hierhin
677,von hier::ADV,siit,von hier
678,dort::ADV,seal,dort
679,dorthin::ADV,sinna,dorthin
680,geradeaus::ADV,otse edasi,geradeaus
681,vorwärts::ADV,edasi,vorwärts
682,rückwärts::ADV,tagurpidi,rückwärts
683,zurück::ADV,tagasi,zurück
684,unten::ADV,all,unten
685,unten::ADV,allpool,unten
686,hinab::ADV,alla,hinab
687,oben::ADV,ülal,oben
688,hinauf::ADV,üles,hinauf
689,überall::ADV,kõikjal,überall
690,nicht::ADV,ei,nicht
691,nicht::ADV,mitte,nicht
692,ein wenig::ADV,veidi,ein wenig
693,ein wenig::ADV,natuke,ein wenig
694,kaum::ADV,vaevalt,kaum
695,sehr::ADV,väga,sehr
696,so::ADV,nii,so
697,noch::ADV,veel,noch
698,nur::ADV,ainult,nur
699,schon::ADV,juba,schon
700,wieder::ADV,jälle,wieder
701,vergebens::ADV,asjata,vergebens
702,vor::PRP,ees,vor
703,hinter::PRP,taha,hinter
704,unter::PRP,all,unter
705,durch::PRP,läbi,durch
706,durch::PRP,kaudu,durch
707,neben::PRP,kõrval,neben
708,zwischen::PRP,vahel,zwischen
709,wegen::PRP,tõttu,wegen
710,wegen::PRP,pärast,wegen
711,dies::PRN,see,dies
712,das::PRN,see,das
713,alles::PRN,kõik,alles
714,ich::PRN,mina,ich
715,du::PRN,sina,du
716,er::PRN,tema,er
717,wir::PRN,me,wir
718,ihr::PRN,te,ihr
719,sie::PRN,nad,sie
720,was::FPRN,mis,was
721,wer::FPRN,kes,wer
722,wo::FADV,kus,wo
723,wohin::FADV,kuhu,wohin
724,wie::FADV,kuidas,wie
725,warum::FADV,miks,warum
726,wieviel::FNUM,mitu,wieviel
727,wieviel::FNUM,kui palju,wieviel
728,eins::NUM,üks,eins
729,zwei::NUM,kaks,zwei
730,drei::NUM,kolm,drei
731,vier::NUM,neli,vier
732,fünf::NUM,viis,fünf
733,sechs::NUM,kuus,sechs
734,sieben::NUM,seitse,sieben
735,acht::NUM,kaheksa,acht
736,neun::NUM,üheksa,neun
737,zehn::NUM,kümme,zehn
738,elf::NUM,üksteist,elf
739,zwölf::NUM,kaksteist,zwölf
740,zwanzig::NUM,kakskümmend,zwanzig
741,dreißig::NUM,kolmkümmend,dreißig
742,vierzig::NUM,nelikümmend,vierzig
743,fünfzig::NUM,viiskümmend,fünfzig
744,sechzig::NUM,kuuskümmend,sechzig
745,siebzig::NUM,seitsekümmend,siebzig
746,achtzig::NUM,kaheksakümmend,achtzig
747,neunzig::NUM,üheksakümmend,neunzig
748,hundert::NUM,sada,hundert
749,tausend::NUM,tuhat,tausend
750,und::CNJ,ja,und
751,oder::CNJ,või,oder
752,stehen::V,seisma,stehen
753,sitzen::V,istuma,sitzen
754,liegen::V,lamama,liegen
755,hängen::V,rippuma,hängen
756,werden::V,saama,werden
757,werden::V,hakkama,werden
758,passieren::V,juhtuma,passieren
759,beginnen::V,algama,beginnen
760,beginnen::V,hakkama,beginnen
761,enden::V,lõppema,enden
762,wechseln::V,vahelduma,wechseln
763,aufgehen[Sonne]::V,tõusma,aufgehen
764,untergehen[Sonne]::V,loojuma,untergehen
765,scheinen[Sonne]::V,paistma,scheinen
766,donnern::V,kõmisema,donnern
767,wehen::V,puhuma,wehen
768,strömen::V,voolama,strömen
769,fließen::V,voolama,fließen
770,sich drehen::V,pöörduma,sich drehen
771,schwanken::V,kõikuma,schwanken
772,schwingen::V,võnkuma,schwingen
773,fallen::V,langema,fallen
774,brennen::V,põlema,brennen
775,rauchen::V,suitsema,rauchen
776,regnen::V,sadama,regnen
777,gefrieren::V,kinni külmuma,gefrieren
778,tauen::V,sulama,tauen
779,schmelzen::V,sulama,schmelzen
780,trocknen::V,kuivama,trocknen
781,sieden::V,keema,sieden
782,faulen::V,mädanema,faulen
783,verfaulen::V,mädanema,verfaulen
784,reißen::V,rebenema,reißen
785,versinken::V,uppuma,versinken
786,vergehen::V,mööduma,vergehen
787,erscheinen::V,ilmuma,erscheinen
788,verschwinden::V,kaduma,verschwinden
789,sinken::V,vajuma,sinken
790,sinken::V,langema,sinken
791,abnehmen::V,vähenema,abnehmen
792,abnehmen::V,kahenema,abnehmen
793,zunehmen::V,kasvama,zunehmen
794,steigen::V,tõusma,steigen
795,steigen::V,üles minema,steigen
796,wachsen::V,kasvama,wachsen
797,glänzen::V,läikimä,glänzen
798,funkeln::V,sädelema,funkeln
799,lärmen::V,lärmama,lärmen
800,läuten::V,helisema,läuten
801,klingeln::V,helisema,klingeln
802,klirren::V,kõlisema,klirren
803,brausen::V,kohisema,brausen
804,rauschen::V,kohisema,rauschen
805,klingen::V,kõlama,klingen
806,bellen::V,haukuma,bellen
807,heulen::V,uluma,heulen
