,Concept_ID,ml,ru
97,Schmutz::N,അഴുക്ക്,грязь
98,See::N,തടാകം,озеро
99,Sumpf::N,ചതുപ്പുനിലം,топь
100,Moor::N,പാഴ്നിലം,болото
101,Wiese::N,പുൽത്തകിടി,луг
102,Wald::N,വനം,лес
103,Wald::N,കാട്,лес
104,Hügel::N,കുന്ന്,холм
105,Anhöhe::N,ഉയർന്ന ഭൂമി,возвышенность
106,Berg::N,പർവ്വതം,гора
107,Gipfel::N,ഉച്ചകോടി,вершина
108,Höhle::N,ഗുഹ,пещера
109,Abhang::N,ചരിവ്,склон
110,Quelle::N,ഉറവിടം,источник
111,Bach::N,അരുവി,ручей
112,Fluss::N,നദി,река
113,Ufer::N,തീരം,берег
114,Küste::N,കടൽത്തീരം,побережье
115,Festland::N,കര,суша
116,Meer::N,കടൽ,море
117,Bucht::N,ഉൾക്കടല്,бухта
118,Insel::N,ദ്വീപ്,остров
119,Blume::N,പൂവ്,цветок
120,Gras::N,പുല്ല്,трава
121,Wurzel::N,വേര്,корень
122,Baum::N,മരം,дерево
123,Stamm::N,തായ്ത്തടി,ствол
124,Rinde::N,പട്ട,кора
125,Ast::N,ശാഖ,сук
126,Zweig::N,ശാഖ,ветвь
127,Blatt::N,ഇല,лист
128,Birke::N,പൂവരശ്,береза
129,Kiefer[Baum]::N,പൈൻമരം,сосна
130,Weide[Baum]::N,വില്ലോ,ива
131,Tanne::N,ദേവദാരു,ель
132,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,рог
133,Feder::N,തൂവൽ,перо
134,Fell::N,മൃദുരോമം,шкура
135,Flügel::N,ചിറക്,крыло
136,Klaue::N,നഖം,коготь
137,Kralle::N,നഖം,лапа
138,Schwanz::N,വാൽ,хвост
139,Ei::N,മുട്ട,яйцо
140,Nest::N,കൂട്,гнездо
141,Bau::N,മാളം,нора
142,Tier::N,മൃഗം,животное
143,Herde::N,കൂട്ടം,стадо
144,Kuh::N,പശു,корова
145,Bulle::N,കാള,бык
146,Pferd::N,കുതിര,лошадь
147,Schaf::N,ആട്,овца
148,Schwein::N,പന്നി,свинья
149,Hund::N,നായ്,собака
150,Katze::N,പൂച്ച,кошка
151,Bär::N,കരടി,медведь
152,Eichhörnchen::N,അണ്ണാൻ,белка
153,Elch::N,കടമാന്,лось
154,Fuchs::N,കുറുക്കൻ,лиса
155,Hase::N,മുയൽ,заяц
156,Maus::N,ചുണ്ടലി,мышь
157,Wolf::N,ചെന്നായ,волк
158,Vogel::N,പക്ഷി,птица
159,Schwarm::N,കൂട്ടം,стая
160,Huhn::N,കോഴി,курица
161,Hahn::N,പൂവൻകോഴി,петух
162,Gans::N,അരയന്നം,гусь
163,Adler::N,കഴുകൻ,орел
164,Ente::N,താറാവ്,утка
165,Eule::N,മൂങ്ങ,сова
166,Kranich::N,കൊക്ക്,журавль
167,Krähe::N,കാക്ക,ворона
168,Kuckuck::N,കുയിൽ,кукушка
169,Schwan::N,അരയന്നം,лебедь
170,Fisch::N,മത്സ്യം,рыба
171,Barsch::N,ഒരിനം മത്സ്യം,окунь
172,Hecht::N,ഒരു മത്സ്യം,щука
173,Schlange[Tier]::N,പാമ്പ്,змея
174,Wurm::N,വിര,червяк
175,Spinne::N,ചിലന്തി,паук
176,Ameise::N,ഉറുമ്പ്,муравей
177,Laus::N,പേന്,вошь
178,Mücke::N,മശകം,комар
179,Fliege::N,ഈച്ച,муха
180,Schmetterling::N,ചിത്രശലഭം,бабочка
181,Beere::N,ബെറി,ягода
182,Apfel::N,ആപ്പിൾ,яблоко
183,Pilz::N,കൂൺ,гриб
184,Zwiebel::N,സവാള,луковица
185,Saat::N,വിത്ത്,семя
186,Korn::N,ധാന്യം,зерно
187,Heu::N,വയ്ക്കോൽ,сено
188,Schale::N,തൊലി,шелуха
189,Grube::N,കുഴി,яма
190,Falle::N,കെണി,ловушка
191,Schlinge::N,കുടുക്ക്,силок
192,Spur::N,ചുവട്,след
193,Asche::N,ചാരം,зола
194,Asche::N,ചാരം,пепел
195,Dreck::N,അഴുക്ക്,грязь
196,Eisen::N,ഇരുമ്പ്,железо
197,Gold::N,സ്വർണ്ണം,золото
198,Silber::N,വെള്ളി,серебро
199,Kohle::N,കൽക്കരി,уголь
200,Glas::N,ഗ്ലാസ്,стекло
201,Lehm::N,കളിമണ്ണ്,глина
202,Sand::N,മണൽ,песок
203,Mensch::N,മനുഷ്യർ,человек
204,Mann::N,പുരുഷൻ,мужчина
205,Frau::N,സ്ത്രീ,женщина
206,Kind::N,കുഞ്ഞ്,ребенок
207,Junge::N,ആൺകുട്ടി,мальчик
208,Mädchen::N,പെൺകുട്ടി,девочка
209,Familie::N,കുടുംബം,семья
210,Großvater::N,അപ്പൂപ്പൻ,дедушка
211,Großmutter::N,അമ്മുമ്മ,бабушка
212,Eltern::N,മാതാപിതാക്കള്,родители
213,Vater::N,അച്ഛൻ,отец
214,Mutter::N,അമ്മ,мать
215,Sohn::N,മകൻ,сын
216,Tochter::N,മകൾ,дочь
217,Bruder::N,ചേട്ടൻ,брат
218,Bruder::N,അനിയൻ,брат
219,Schwester::N,ചേച്ചി,сестра
220,Schwester::N,അനിയത്തി,сестра
221,Onkel::N,അമ്മാവൻ,дядя
222,Tante::N,മാമി,тетя
223,Ehemann::N,ഭർത്താവ്,муж
224,Ehefrau::N,ഭാര്യ,жена
225,Freude::N,ആഹ്ലാദം,радость
226,Gelächter::N,ചിരിയുടെ ശബ്ദം,смех
227,Glück::N,സന്തോഷം,счастье
228,Glück::N,സന്തുഷ്ടി,счастье
229,Kummer::N,ശോകം,горе
230,Wunsch::N,ആഗ്രഹം,желание
231,Lust::N,ആഗ്രഹം,влечение
232,Geist::N,ചുറുചുറുക്ക്,дух
233,Gedanke::N,ചിന്ത,мысль
234,Gedächtnis::N,ഓർമ്മശക്തി,память
235,Verstand::N,മനസ്സ്,ум
236,Sinn::N,അർത്ഥം,смысл
237,Grund::N,കാരണം,повод
238,Wahrheit::N,സത്യം,правда
239,Gespräch::N,സല്ലാപം,беседа
240,Märchen::N,യക്ഷിക്കഥ,сказка
241,Erzählung::N,കഥ,рассказ
242,Nachricht::N,സന്ദേശം,сообщение
243,Neuigkeit::N,വാർത്ത,новость
244,Name::N,പേര്,имя
245,Rätsel::N,പ്രഹേളിക,загадка
246,Rede::N,സംസാരം,речь
247,Sprache::N,ഭാഷ,язык
248,Stimme::N,സ്വരം,голос
249,Wort::N,വാക്ക്,слово
250,Zeichen::N,സംജ്ഞ,знак
251,Ruf::N,വിളി,зов
252,Lärm::N,ആരവം,шум
253,Laut::N,ശബ്ദം,звук
254,Ton::N,സ്വരഭേദം,звучание
255,Lied::N,പാട്ട്,песня
256,Ruhe::N,നിശ്ചലത,покой
257,Leute::N,ജനങ്ങൾ,люди
258,Volk::N,രാഷ്ടം,народ
259,Arbeit::N,ജോലി,работа
260,Gast::N,അതിലി,гость
261,Geschenk::N,സമ്മാനം,подарок
262,Spiel::N,കളി,игра
263,Gesellschaft::N,കൂട്ടായ്മ,общество
264,Hilfe::N,സഹായം,помощь
265,Freund::N,സുഹൃത്ത്,друг
266,Kamerad::N,കൂട്ടാളി,приятель
267,Angelegenheit::N,കാര്യം,дело
268,Anzahl::N,എണ്ണം,количество
269,Art::N,തരം,вид
270,Stück::N,കഷണം,кусок
271,Teil::N,ഭാഗം,часть
272,Hälfte::N,പകുതി,половина
273,Kreis::N,വൃത്തം,круг
274,Kreuz::N,കുരിശടയാളം,крест
275,Linie::N,വര,линия
276,Linie::N,രേഖ,линия
277,Strich::N,പക്ഷാഘാതം,черта
278,Abstand::N,വിടവ്,промежуток
279,Entfernung::N,അകലം,расстояние
280,Gegend::N,പ്രദേശം,местность
281,Platz::N,ഇടം,пространство
282,Ort::N,സ്ഥലം,место
283,Seite::N,വശം,сторона
284,Mitte::N,മധ്യസ്ഥാനം,середина
285,Gegenstand::N,സാധനം,предмет
286,Sache::N,വസ്തു,вещь
287,Rand::N,തൊങ്ങൽ,край
288,Kante::N,അറ്റം,ребро
289,Ecke::N,മൂല,угол
290,Spitze::N,അഗ്രം,кончик
291,Ende::N,അവസാനം,конец
292,Loch::N,ദ്വാരം,дыра
293,Winkel::N,കോൺ,угол
294,Muster::N,ക്രമം,узор
295,Größe::N,വലുപ്പം,размер
296,Länge::N,നീളം,длина
297,Höhe::N,ഉയരം,высота
298,Gewicht::N,കട്ടി,вес
299,Menge::N,അളവ്,количество
300,Haufen::N,കൂമ്പാരം,куча
301,Reihe::N,വരി,ряд
302,Boot::N,ബോട്ട്,лодка
303,Ruder::N,പങ്കായം,весло
304,Schlitten::N,ഉരുളില്ലാവണ്ടി,сани
305,Ski::N,ഹിമപാദുകം,лыжа
306,Lagerfeuer::N,തീ,костер
307,Last::N,ഭാരം,тяжесть
308,Gang::N,നടത്തം,ход
309,Schritt::N,ചുവട്,шаг
310,Norden::N,വടക്ക്,север
311,Süden::N,തെക്ക്,юг
312,Westen::N,പടിഞ്ഞാറ്,запад
313,Osten::N,കിഴക്ക്,восток
314,Holz::N,തടി,древесина
315,Brett::N,ബോർഡ്,доска
316,Platte::N,തകിട്,плита
317,Stütze::N,താങ്ങ്,подпорка
318,Stange::N,കമ്പ്,жердь
319,Stock::N,വടി,палка
320,Stab::N,കുറുവടി,шест
321,Rohr::N,കുഴൽ,труба
322,Haus::N,വീട്,дом
323,Heim::N,വീട്,дом
324,Ofen::N,സ്റ്റൌ,печь
325,Fußboden::N,തറ,пол
326,Tisch::N,മേശ,стол
327,Stuhl::N,കസേര,стул
328,Wiege::N,തൊട്ടിൽ,колыбель
329,Bett::N,കിടക്ക,постель
330,Regal::N,ഷെൽഫ്,полка
331,Kiste::N,പെട്ടി,ящик
332,Fenster::N,ജനൽ,окно
333,Tür::N,വാതിൽ,дверь
334,Tor::N,കവാടം,ворота
335,Zaun::N,വേലി,забор
336,Dach::N,മേൽക്കുര,крыша
337,Leiter::N,ഏണി,лестница
338,Besen::N,ചൂല്,метла
339,Spaten::N,തൂമ്പ,лопата
340,Schaufel::N,തൂമ്പ,совок
341,Gabel::N,മുൾക്കത്തി,вилка
342,Löffel::N,സ്പൂൺ,ложка
343,Messer::N,കത്തി,нож
344,Nagel::N,ആണി,гвоздь
345,Netz::N,വല,сеть
346,Haken::N,കൊളുത്ത്,крюк
347,Griff::N,കൈപ്പിടി,ручка
348,Schloss::N,പൂട്ട്,замок
349,Bild::N,ചിത്രം,картина
350,Figur::N,കണക്ക്,фигура
351,Puppe::N,പാവ,кукла
352,Beutel::N,ബാഗ്,мешок
353,Bündel::N,കെട്ട്,связка
354,Tasche::N,ബാഗ്,сумка
355,Eimer::N,ബക്കറ്റ്,ведро
356,Deckel::N,ഉറ,крышка
357,Geschirr::N,പിഞ്ഞാണം,посуда
358,Sack::N,ചാക്ക്,мешок
359,Tasse::N,കപ്പ്,чашка
360,Topf::N,പാത്രം,кастрюля
361,Kessel::N,കെറ്റ്ല്,котел
362,Essen::N,ആഹാരസമയം,еда
363,Nahrung::N,ഭക്ഷണം,пища
364,Speise::N,ഡിഷ്,блюдо
365,Speise::N,ഡിഷ്,кушанье
366,Fleisch::N,മാംസം,мясо
367,Getreide::N,ചോളം,хлеб
368,Brei::N,കഞ്ഞി,каша
369,Brot::N,റോട്ടി,хлеб
370,Scheibe::N,തുണ്ട്,ломоть
371,Fett::N,കൊഴുപ്പ്,жир
372,Butter::N,വെണ്ണ,масло
373,Öl::N,എണ്ണ,масло
374,Salz::N,ഉപ്പ്,соль
375,Suppe::N,സൂപ്പ്,суп
376,Honig::N,തേൻ,мед
377,Milch::N,പാൽ,молоко
378,Tee::N,ചായ,чай
379,Leder::N,തുകൽ,кожа
380,Wolle::N,കമ്പിളി,шерсть
381,Stoff::N,തുണി,ткань
382,Nadel::N,സൂചി,игла
383,Faden::N,നൂല്,нитка
384,Knopf::N,ബട്ടൺ,пуговица
385,Knoten::N,കുരുക്ക്,узел
386,Farbe::N,പെയിൻറ്,краска
387,Kleidung::N,വസ്ത്രങ്ങൾ,одежда
388,Hemd::N,ഷർട്ട്,рубашка
389,Kragen::N,കുപ്പായക്കഴുത്ത്,воротник
390,Ärmel::N,കുപ്പായക്കൈ,рукав
391,Hose::N,ട്രൌസർ,брюки
392,Gürtel::N,ബെൽറ്റ്,пояс
393,Mütze::N,തൊപ്പി,шапка
394,Schuh::N,ഷൂ,ботинок
395,Stiefel::N,ബൂട്ട്,сапог
396,Ring::N,മോതിരം,кольцо
397,Band::N,റിബൺ,лента
398,Kamm::N,ചീപ്പ്,расческа
399,Spiegel::N,കണ്ണാടി,зеркало
400,Riemen::N,സ്ട്രാപ്പ്,ремень
401,Schnur::N,ചരട്,веревка
402,Leine::N,കെട്ടാനുള്ള തോൽവാർ,поводок
403,Decke::N,പുതപ്പ്,одеяло
404,Kissen::N,തലയിണ,подушка
405,Tuch::N,സ്കാർഫ്,платок
406,Handtuch::N,തോർത്ത്,полотенце
407,Kraft::N,ശക്തി,сила
408,Stärke::N,ശക്തി,крепость
409,Gesundheit::N,ആരോഗ്യം,здоровье
410,Krankheit::N,അസുഖം,болезнь
411,Schmerz::N,വേദന,боль
412,Wunde::N,മുറിവ്,рана
413,Fieber::N,പനി,лихорадка
414,Fieber::N,പനി,температура
415,Arznei::N,മരുന്ന്,лекарство
416,Brücke::N,പാലം,мост
417,Brunnen::N,കിണർ,колодец
418,Weide::N,മേച്ചൽ,пастбище
419,Pfad::N,വഴി,тропа
420,Weg::N,വഴി,путь
421,Weg::N,വഴി,дорога
422,Straße::N,റോഡ്,улица
423,Straße::N,റോഡ്,дорога
424,Dorf::N,ഗ്രാമം,деревня
425,Stadt::N,നഗരം,город
426,Brief::N,കത്ത്,письмо
427,Buch::N,പുസ്തകം,книга
428,Buchstabe::N,അക്ഷരം,буква
429,Zeitung::N,വർത്തമാനപത്രം,газета
430,Leben::N,ജീവൻ,жизнь
431,Tod::N,മരണം,смерть
432,Grab::N,ശവക്കുഴി,могила
433,Kirche::N,പള്ളി,церковь
434,Sünde::N,പാപം,грех
435,Gott::N,ദൈവം,бог
436,Arbeiter::N,ജോലിക്കാരൻ,рабочий
437,Chef::N,മേധാവി,начальник
438,Meister::N,യജമാനൻ,мастер
439,Arzt::N,ഡോക്ടർ,врач
440,Lehrer::N,അധ്യാപകൻ,учитель
441,Geld::N,പണം,деньги
442,Geschäft::N,ബിസിനസ്,занятие
443,Laden::N,കട,магазин
444,Preis::N,വില,цена
445,Ware::N,ചരക്ക്,товар
446,Nutzen::N,ലാഭം,выгода
447,Reichtum::N,ധനം,богатство
448,Welt::N,ലോകം,мир
449,Land::N,രാജ്യം,страна
450,Staat::N,രാജ്യം,государство
451,König::N,രാജാവ്,король
452,Macht::N,അധികാരം,власть
453,Grenze::N,അതിർത്തി,граница
454,Krieg::N,യുദ്ധം,война
455,Feind::N,ശത്രു,враг
456,Gewalt::N,അക്രമം,насилие
457,Kampf::N,പോരാട്ടം,борьба
458,Bogen[Waffe]::N,വില്ല്,лук
459,Pfeil::N,അമ്പ്,стрела
460,Gewehr::N,തോക്ക്,ружье
461,Fehler::N,പിശക്,ошибка
462,Lüge::N,കള്ളം,ложь
463,Schaden::N,കേടുപാട്,вред
464,Unglück::N,ദൌർഭാഗ്യം,беда
465,Schuld::N,തെറ്റ്,вина
466,Alter::N,വയസ്സ്,возраст
467,Schluss::N,നിഗമനം,окончание
468,Zeit::N,സമയം,время
469,Tag::N,ദിവസം,день
470,Morgen::N,പ്രഭാതം,утро
471,Mittag::N,ഉച്ച,полдень
472,Abend::N,സായാഹ്നം,вечер
473,Nacht::N,രാത്രി,ночь
474,Woche::N,ആഴ്ച,неделя
475,Monat::N,മാസം,месяц
476,Jahr::N,വർഷം,год
477,Frühling::N,വസന്തം,весна
478,Sommer::N,വേനൽ,лето
479,Herbst::N,ശരത്കാലം,осень
480,Winter::N,ശൈത്യം,зима
481,Januar::N,ജനുവരി,январь
482,Februar::N,ഫെബ്രുവരി,февраль
483,März::N,മാർച്ച്,март
484,April::N,ഏപ്രിൾ മാസം,апрель
485,Mai::N,മെയ് മാസം,май
486,Juni::N,ജൂൺ,июнь
487,Juli::N,ജൂലൈ,июль
488,August::N,ആഗസ്റ്റ്,август
489,September::N,സെപ്തംബർ,сентябрь
490,Oktober::N,ഒക്ടോബർ,октябрь
491,November::N,നവംബർ,ноябрь
492,Dezember::N,ഡിസംബർ,декабрь
493,Montag::N,തിങ്കളാഴ്ച,понедельник
494,Dienstag::N,ചൊവ്വ,вторник
495,Mittwoch::N,ബുധനാഴ്ച,среда
496,Donnerstag::N,വ്യാഴാഴ്ച,четверг
497,Freitag::N,വെള്ളിയാഴ്ച,пятница
498,Samstag::N,ശനിയാഴ്ച,суббота
499,Sonntag::N,ഞായറാഴ്ച,воскресенье
500,groß::A,വലിയ,большой
501,klein::A,ചെറിയ,маленький
502,lang::A,നീണ്ട,длинный
503,kurz::A,ഹ്രസ്വമായ,короткий
504,breit::A,വിശാലമായ,широкий
505,schmal::A,ഇടുങ്ങിയ,узкий
506,dicht::A,നിബിഡമായ,густой
507,dick[Gegenstand]::A,തടിച്ച,толстый
508,dünn::A,മെലിഞ്ഞ,тонкий
509,fein::A,നേർത്ത,тонкий
510,fest::A,ഉറപ്പുള്ള,крепкий
511,flach::A,പരന്ന,плоский
512,glatt::A,മിനുസമുള്ള,гладкий
513,hart::A,കട്ടിയുള്ള,твердый
514,weich::A,മൃദുവായ,мягкий
515,rund::A,വട്ടത്തിലുള്ള,круглый
516,spitz::A,മുനയുള്ള,остроконечный
517,scharf::A,മൂർച്ചയുള്ള,острый
518,stumpf::A,തുറന്നടിക്കുന്ന,тупой
519,schwer::A,ഭാരമുള്ള,тяжелый
520,schön::A,മനോഹരമായ,красивый
521,heiß::A,ചൂടുള്ള,жаркий
522,warm::A,ചൂടുള്ള,теплый
523,kalt::A,തണുത്ത,холодный
524,kühl::A,തണുപ്പുള്ള,прохладный
525,frisch::A,ശുദ്ധമായ,свежий
526,feucht::A,ഈറനുള്ള,влажный
527,nass::A,നനഞ്ഞ,мокрый
528,trocken::A,വരണ്ട,сухой
529,voll::A,നിറയെ,полный
530,voll::A,നിറയെ,наполненный
531,leer::A,ഒഴിഞ്ഞ,пустой
532,offen::A,തുറന്ന,открытый
533,geschlossen::A,അടച്ച,закрытый
534,sauber::A,വൃത്തിയുള്ള,чистый
535,schmutzig::A,അഴുക്കുനിറഞ്ഞ,грязный
536,roh::A,അസംസ്കൃതമായ,сырой
537,reif::A,പഴുത്ത,зрелый
538,lecker::A,രുചികരമായ,вкусный
539,süß::A,മധുരമുള്ള,сладкий
540,bitter::A,കടുത്ത,горький
541,sauer::A,പുളിപ്പുള്ള,кислый
542,hell::A,ജ്വലിക്കുന്ന,светлый
543,dunkel::A,ഇരുണ്ട,темный
544,schwarz::A,കറുത്ത,черный
545,weiß::A,വെളുത്ത,белый
546,rot::A,ചുവന്ന,красный
547,gelb::A,മഞ്ഞനിറമായ,желтый
548,blau::A,നീലനിറമുള്ള,синий
549,grün::A,പച്ചനിറമുള്ള,зеленый
550,grau::A,ചാരനിറത്തിലുള്ള,серый
551,bunt::A,വർണ്ണശബളമായ,пестрый
552,billig::A,വിലകുറഞ്ഞ,дешевый
553,teuer::A,ചെലവേറിയ,дорогой
554,wertvoll::A,വിലപിടിപ്പുള്ള,ценный
555,blind::A,അന്ധനായ,слепой
556,taub::A,കേൾവിക്കുറവുള്ള,глухой
557,kräftig::A,ശക്തിയുള്ള,могучий
558,stark::A,ബലമുള്ള,сильный
559,schwach::A,ക്ഷീണിച്ച,слабый
560,fett::A,കൊഴുപ്പുള്ള,жирный
561,schlank::A,മെലിഞ്ഞ,стройный
562,hübsch::A,മനോഹരമായ,прелестный
563,böse::A,പാപിയായ,злой
564,dumm::A,വിവരംകെട്ട,глупый
565,faul::A,അലസനായ,ленивый
566,fleißig::A,അദ്ധ്വാനശീലമുള്ള,прилежный
567,geizig::A,പിശുക്കനായ,жадный
568,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,умный
569,geschickt::A,പ്രതിഭാശാലി,искусный
570,lieb::A,പ്രിയപ്പെട്ട,милый
571,lustig::A,ആനന്ദകരമായ,веселый
572,sanft::A,സൌമ്യമായ,нежный
573,hungrig::A,വിശപ്പുള്ള,голодный
574,krank::A,അസുഖമുള്ള,больной
575,nackt::A,നഡമായ,голый
576,traurig::A,വിഷമമുള്ള,грустный
577,lebendig::A,ഉപജീവനം,живой
578,gut::A,നല്ല,хороший
579,schlecht::A,മോശമായ,плохой
580,richtig::A,ശരിയായ,правильный
581,schlimm::A,വൃത്തികെട്ട,отвратительный
582,schlimm::A,വൃത്തികെട്ട,мерзкий
583,wahr::A,ശരിയായ,настоящий
584,alt::A,പഴയ,старый
585,neu::A,പുതിയ,новый
586,ehemalig::A,മുൻ,бывший
587,alt[Lebewesen]::A,വയസ്സുള്ള,пожилой
588,jung::A,കൌമാരമായ,молодой
589,arm::A,പാവപ്പെട്ട,бедный
590,reich::A,സമ്പന്നമായ,богатый
591,bekannt::A,പരിചിതമായ,знакомый
592,berühmt::A,പ്രശസ്തനായ,знаменитый
593,fremd::A,വൈദേശികമായ,чужой
594,verschieden::A,വ്യത്യസ്തമായ,разный
595,nah::A,അരികത്തുള്ള,близкий
596,fern::A,അകലെയുള്ള,далекий
597,linker::A,അവശേഷിച്ച,левый
598,rechter::A,വലത്തേ,правый
599,anderer::A,മറ്റുള്ള,другой
600,erster::A,ആദ്യത്തെ,первый
601,zweiter::A,രണ്ടാം,второй
602,dritter::A,മൂന്നാമത്,третий
603,letzter::A,അവസാനത്തെ,последний
604,allein::ADV,തനിച്ചുള്ള,один
605,auf einmal::ADV,ഉടന്,сразу
606,zusammen::ADV,ഒരുമിച്ച,вместе
607,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,долго
608,plötzlich::ADV,പെട്ടെന്ന്,вдруг
609,sofort::ADV,തത്ക്ഷണം,тотчас
610,später::ADV,പിന്നീട്,позже
611,jetzt::ADV,ഇപ്പോൾ,сейчас
612,heute::ADV,ഇന്ന്,сегодня
613,morgen::ADV,നാളെ,завтра
614,bald::ADV,ഉടനെ,скоро
615,dann::ADV,അപ്പോൾ,потом
616,gestern::ADV,ഇന്നലെ,вчера
617,einst::ADV,പണ്ടൊരിക്കല്,однажды
618,damals::ADV,അപ്പോൾ,тогда
619,danach::ADV,പിന്നീട്,затем
620,vorher::ADV,മുൻപ്,раньше
621,zuerst::ADV,ആദ്യം,сперва
622,einmal::ADV,ഒരിക്കൽ,раз
623,manchmal::ADV,ചിലപ്പോൾ,иногда
624,oft::ADV,പലപ്പോഴും,часто
625,immer::ADV,എപ്പോഴും,всегда
626,niemals::ADV,ഒരിക്കലും,никогда
627,hier::ADV,ഇവിടെ,здесь
628,hierhin::ADV,ഇവിടേക്ക്,сюда
629,von hier::ADV,ഇവിടെനിന്ന്,отсюда
630,dort::ADV,അവിടെ,там
631,dorthin::ADV,അവിടേക്ക്,туда
632,geradeaus::ADV,മുമ്പിൽ,прямо
633,geradeaus::ADV,മുമന്നോട്ട്,прямо
634,vorwärts::ADV,മുന്നോട്ട്,вперед
635,rückwärts::ADV,തലതിരിച്ച്,назад
636,zurück::ADV,പുറകിലേക്ക്,обратно
637,unten::ADV,താഴെ,внизу
638,hinab::ADV,താഴേക്ക്,вниз
639,oben::ADV,മുകളിൽ,наверху
640,hinauf::ADV,മുകളിൽ,вверх
641,überall::ADV,എല്ലായിടത്തും,везде
642,nicht::ADV,ഇല്ല,не
643,ein wenig::ADV,കുറച്ച്,немного
644,kaum::ADV,കഷ്ടിച്ച്,едва
645,sehr::ADV,വളരെ,очень
646,so::ADV,അങ്ങനെ,так
