,Concept_ID,ce,fr
816,wie::FADV,муха,comment
817,warum::FADV,хӏунда,pourquoi
818,wieviel::FNUM,мел,combien
819,wieviel::FNUM,маса,combien
820,eins::NUM,цхьаъ,un
821,zwei::NUM,шиъ,deux
822,drei::NUM,кхоъ,trois
823,vier::NUM,диъ,quatre
824,fünf::NUM,пхиъ,cinq
825,sechs::NUM,ялх,six
826,sieben::NUM,ворхӏ,sept
827,acht::NUM,бархӏ,huit
828,neun::NUM,исс,neuf
829,zehn::NUM,итт,dix
830,elf::NUM,цхьайтта,onze
831,zwölf::NUM,шийтта,douze
832,zwanzig::NUM,ткъа,vingt
833,dreißig::NUM,ткъе итт,trente
834,vierzig::NUM,шовзткъа,quarante
835,fünfzig::NUM,шовзткъе итт,cinquante
836,sechzig::NUM,кхузткъа,soixante
837,siebzig::NUM,кхузткъе итт,soixante-dix
838,achtzig::NUM,дезткъа,quatre-vingt
839,neunzig::NUM,дезткъе итт,quatre-vingt-dix
840,hundert::NUM,бӏе,cent
841,tausend::NUM,эзар,mille
842,und::CNJ,a,et
843,oder::CNJ,я,ou
844,stehen::V,латта,être debout
845,sitzen::V,хиъна ӏан,être assis
846,liegen::V,ӏилла,être couché
847,hängen::V,кхаза,pendre
848,werden::V,хила,devenir
849,passieren::V,хила,se passer
850,beginnen::V,доло,commencer
851,enden::V,дӏадерза,finir
852,enden::V,дӏадерза,se terminer
853,wechseln::V,хийца,changer
854,wechseln::V,хийца,alterner
855,aufgehen[Sonne]::V,кхета,se lever
856,untergehen[Sonne]::V,чубуза,se coucher
857,scheinen[Sonne]::V,серло яла,briller
858,donnern::V,къекъа,tonner
859,wehen::V,хьекха,souffler
860,strömen::V,эха,affluer
861,fließen::V,охьаэха,couler
862,sich drehen::V,хьийза,tourner
863,schwanken::V,леста,osciller
864,schwanken::V,леста,chanceler
865,schwingen::V,лесто,vibrer
866,schwingen::V,лесто,osciller
867,fallen::V,охьакхета,tomber
868,brennen::V,дага,brûler
869,brennen::V,дага,flamber
870,rauchen::V,оза,fumer
871,regnen::V,догlа догlу,pleuvoir
872,gefrieren::V,гӏоро,geler
873,tauen::V,даша,dégeler
874,schmelzen::V,лала,fondre
875,trocknen::V,дакъо,sécher
876,sieden::V,кхехка,bouillir
877,faulen::V,дахкадала,pourrir
878,faulen::V,дахкадала,se putréfier
879,verfaulen::V,дахкадала,pourrir
880,reißen::V,хеда,rompre
881,reißen::V,хеда,se déchirer
882,versinken::V,хичудаха,s'enfoncer
883,vergehen::V,дlаэха,passer
884,erscheinen::V,схьадала,apparaître
885,erscheinen::V,ӏоттадала,apparaître
886,verschwinden::V,къайладала,disparaître
887,sinken::V,лахдала,descendre
888,sinken::V,лахдала,s'abaisser
889,zunehmen::V,лакхадала,augmenter
890,steigen::V,хьаладала,monter
891,wachsen::V,кхиа,croître
892,glänzen::V,лепа,briller
893,funkeln::V,къега,étinceler
894,lärmen::V,гӏовгӏаян,faire du bruit
895,läuten::V,детта,sonner
896,klingeln::V,дека,sonner
897,klirren::V,дека,cliqueter
898,brausen::V,хьаьдда даха,mugir
899,rauschen::V,леста,bruire
900,klingen::V,дека,sonner
901,bellen::V,лета,aboyer
902,heulen::V,угӏа,hurler
903,blasen::V,хӏуп баха,souffler
904,pfeifen::V,шок етта,siffler
905,schreien::V,мохь бетта,crier
906,stöhnen::V,узарш дан,gémir
907,zittern::V,дега,trembler
908,leben::V,даха,vivre
909,geboren werden::V,хила,naître
910,atmen::V,садеӏа,respirer
911,trinken::V,мала,boire
912,essen::V,кхалла,manger
913,schlucken::V,къурдбан,avaler
914,müde werden::V,кӏаддала,se lasser
915,müde werden::V,кӏаддала,se fatiguer
916,einschlafen::V,наб кхета,s'endormir
917,schlafen::V,вижа,dormir
918,schlafen::V,наб ян,dormir
919,schlafen::V,дижина хила,dormir
920,aufwachen::V,самадала,se réveiller
921,aufstehen::V,гӏатта,se lever
922,sich erholen::V,садаӏа,se reposer
923,sich erholen::V,садаӏа,se détendre
924,krank werden::V,цомгуш хила,tomber malade
925,krank sein::V,цомгуш хила,être malade
926,schmerzen::V,лаза,faire mal
927,schmerzen::V,ӏийжа,faire mal
928,husten::V,йовхарш етта,tousser
929,genesen::V,тадала,guérir
930,genesen::V,тадала,se remettre
931,sterben::V,дала,mourir
932,umkommen::V,хӏаллакхила,périr
933,sich bewegen::V,лела,bouger
934,sich rühren::V,меттахъхьен,broncher
935,sich erheben::V,хьалагlатта,se lever
936,sich setzen::V,хаа,s'asseoir
937,hinfallen::V,дожа,tomber
938,hinfallen::V,охьакхета,tomber
939,laufen::V,вада,marcher
940,laufen::V,вада,aller à pied
941,laufen::V,хьада,marcher
942,laufen::V,хьада,aller à pied
943,schreiten::V,болар дан,marcher
944,schreiten::V,ког баккха,marcher
945,spazierengehen::V,доладала,se promener
946,eilen::V,сихдала,courir
947,sich beeilen::V,сихдала,se hâter
948,sich beeilen::V,сихдала,se dépêcher
949,rennen::V,дада,courir
950,springen::V,ирхкхийсадала,sauter
951,klettern::V,тӏедийла,grimper
952,schaukeln::V,техко,se balancer
953,kriechen::V,такха,ramper
954,schwimmen::V,некадан,nager
955,tauchen::V,чулелха,plonger
956,rudern::V,дига лело,ramer
957,rudern::V,кема лело,ramer
958,fahren::V,хахка,aller
959,fahren::V,хахка,rouler
960,fliegen::V,тӏемадала,voler
961,gehen::V,лeла,aller
962,weggehen::V,дӏадаха,s'en aller
963,abfahren::V,дӏадаха,partir
964,anhalten::V,саца,s'arrêter
965,hineingehen::V,чудала,entrer
966,eintreten::V,чудала,entrer
967,kommen::V,кхача,venir
968,kommen::V,дӏакхача,venir
969,kommen::V,схьакхача,venir
970,ankommen::V,кхача,arriver
971,ankommen::V,схьакхача,arriver
972,zurückkommen::V,юхада,revenir
973,bleiben::V,диса,rester
974,bleiben::V,диса,demeurer
975,warten::V,хьежа,attendre
976,warten::V,cобар дан,attendre
977,erwarten::V,хьоьжуш ӏан,attendre
978,suchen::V,леха,chercher
979,finden::V,каро,trouver
980,versuchen::V,дан хьажа,essayer
981,vorbereiten::V,кечъян,préparer
982,lieben::V,деза,aimer
983,mögen::V,безамхила,aimer
984,mögen::V,безамхила,vouloir
985,lachen::V,дела,rire
986,rühren::V,хьедан,toucher
987,rühren::V,хьедан,attendrir
988,weinen::V,делха,pleurer
989,schimpfen::V,чехо,gronder
990,sich ärgern::V,оьгӏазъэха,se fâcher
991,sich fürchten::V,кхера,avoir peur
992,fürchten::V,кхера,craindre
993,fürchten::V,кхера,avoir peur de
994,fliehen::V,дӏадада,fuir
995,flüchten::V,дӏадада,s'enfuir
996,sehen::V,ган,voir
997,anschauen::V,хьажа,regarder
998,anschauen::V,хьежа,regarder
999,ansehen::V,хьовса,regarder
1000,hören::V,хаза,entendre
1001,zuhören::V,ладогӏа,écouter
1002,probieren::V,хьажа,goûter
1003,riechen::V,хьожа яха,sentir
1004,fühlen::V,хаадала,sentir
1005,scheinen::V,мотта,sembler
1006,scheinen::V,мотта,paraître
1007,zu sehen sein::V,гуш хила,se voir
1008,zu sehen sein::V,гуш хила,être visible
1009,vernehmen::V,бартхатта,entendre
1010,vernehmen::V,бартхатта,percevoir
1011,frieren::V,гӏоро,avoir froid
1012,tun::V,дан,faire
1013,können::V,дадала,savoir
1014,können::V,дадала,pouvoir
1015,wollen::V,тӏергӏа,vouloir
1016,anfangen::V,доло,commencer
1017,beenden::V,довла,finir
1018,beenden::V,довла,terminer
1019,aufhören::V,саца,cesser
1020,aufhören::V,саца,arrêter
1021,gelingen::V,кадала,réussir
1022,geraten::V,хила,réussir
1023,öffnen::V,дӏаделла,ouvrir
1024,öffnen::V,схьаделла,ouvrir
1025,schließen::V,къовла,fermer
1026,schließen::V,дӏачӏагӏа,fermer
1027,stellen::V,хlотто,poser
1028,stellen::V,хlотто,mettre
1029,setzen::V,дийгӏа,placer
1030,legen::V,охьадилла,placer
1031,berühren::V,хьедан,toucher
1032,verbinden::V,вовшахтаса,lier
1033,bedecken::V,тилла,couvrir
1034,bedecken::V,тӏетаса,couvrir
1035,aufhängen::V,хьалаолла,accrocher
1036,anzünden::V,лато,allumer
1037,aufheben::V,айа,ramasser
1038,zurücklassen::V,дита,laisser
1039,verlieren::V,дайа,perdre
1040,fallen lassen::V,охьадожо,lâcher
1041,fallen lassen::V,охьадожо,laisser tomber
1042,machen::V,дан,faire
1043,herstellen::V,дан,produire
1044,herstellen::V,дан,fabriquer
1045,bauen::V,гӏишлоян,bâtir
1046,bauen::V,гӏишлоян,construire
1047,reparieren::V,тадан,réparer
1048,verbessern::V,нисдан,améliorer
1049,ändern::V,хийца,changer
1050,ändern::V,хийца,modifier
1051,graben::V,ахка,creuser
1052,beugen::V,сатто,plier
1053,beugen::V,сатто,ployer
1054,biegen::V,сатто,courber
1055,drehen::V,хьовзо,tordre
1056,drehen::V,хьовзо,tourner
1057,umdrehen::V,хьовзo,tourner
1058,heben::V,айа,soulever
1059,heben::V,хьалаайа,soulever
1060,hochheben::V,хьалаайа,lever
1061,ergreifen::V,дӏалаца,saisir
1062,ergreifen::V,дӏалаца,prendre
1063,halten::V,латто,tenir
1064,drücken::V,тӏетаӏо,presser
1065,schieben::V,татта,pousser
1066,kratzen::V,мӏараш тийса,gratter
1067,kratzen::V,мӏараш тийса,égratigner
1068,lecken::V,мотт хьекха,lécher
1069,beißen::V,катoха,mordre
1070,abreißen::V,схьадаккха,arracher
1071,abschneiden::V,кхада,couper
1072,binden::V,дӏадехка,lier
1073,binden::V,дӏадехка,attacher
1074,binden::V,вовшахтаса,lier
1075,binden::V,вовшахтаса,attacher
1076,stecken::V,чудахийта,enfoncer
1077,brechen::V,кагдан,rompre
1078,klopfen::V,детта,frapper
1079,hauen::V,етта,frapper
1080,kleben::V,тӏелато,coller
1081,reiben::V,хьекхо,frotter
1082,streichen::V,тlехьакха,empâter
1083,schleifen::V,ирдан,affiler
1084,schleifen::V,ирдан,aiguiser
1085,schneiden::V,ларга,couper
1086,schneiden::V,ларга,trancher
1087,rütteln::V,лесто,cahoter
1088,schütteln::V,лесто,secouer
1089,schwenken::V,лесто,agiter
1090,schütten::V,дотта,verser
1091,füllen::V,дуза,remplir
1092,einwickeln::V,хьарчо,envelopper
1093,tragen::V,дахьа,porter
1094,schleppen::V,ийзо,traîner
1095,ziehen::V,озо,tirer
1096,aufbewahren::V,ӏалашдан,garder
1097,aufbewahren::V,ӏалашдан,conserver
1098,werfen::V,кхосса,jeter
1099,werfen::V,кхосса,lancer
1100,fangen::V,леца,attraper
1101,packen::V,леца,agripper
1102,verstecken::V,къайладаккха,cacher
1103,teilen::V,декъа,diviser
1104,schicken::V,дӏадахьийта,envoyer
1105,bringen::V,дан,apporter
1106,hinzufügen::V,тӏетоха,ajouter
1107,bekommen::V,даккха,obtenir
1108,erhalten::V,даккха,recevoir
1109,nehmen::V,схьаэца,prendre
1110,wählen::V,харжа,choisir
1111,auswählen::V,харжа,choisir
1112,auswählen::V,харжа,sélectionner
1113,bewahren::V,lалашдан,préserver
1114,behindern::V,новкъарло ян,gêner
1115,verderben::V,талхо,gâter
1116,verderben::V,талхо,corrompre
1117,beschädigen::V,дохо,endommager
1118,zerbrechen::V,дохо,casser
1119,zerbrechen::V,кагдан,casser
1120,zerreißen::V,хадо,déchirer
1121,zerstören::V,дохо,détruire
1122,zerstören::V,кагдан,détruire
1123,verbrennen::V,даго,brûler
1124,geben::V,яла,donner
1125,reichen::V,дӏадала,tendre
1126,reichen::V,дӏакховдо,tendre
1127,schenken::V,совгӏат дан,offrir
1128,versprechen::V,ваӏда дан,promettre
1129,wünschen::V,лаа,souhaiter
1130,loben::V,хасто,louer
1131,küssen::V,оба яккха,embrasser
1132,wiegen::V,тахка,bercer
1133,zudecken::V,тӏетаса,couvrir
1134,wecken::V,самадаккха,éveiller
1135,wecken::V,самадаккха,réveiller
1136,zeigen::V,гайта,montrer
1137,zeigen::V,гайта,faire voir
1138,führen::V,дига,guider
1139,lehren::V,ӏамо,apprendre
1140,unterrichten::V,хьеха,instruire
1141,aufziehen::V,кхио,élever
1142,leiten::V,урхалла дан,diriger
1143,leiten::V,урхалла дан,conduire
1144,antreiben::V,сихдан,pousser
1145,lassen::V,-йта,faire
1146,einladen::V,кхайкха,inviter
1147,vereinigen::V,цхьаьнатоха,unir
1148,vereinigen::V,цхьаьнатоха,réunir
1149,besuchen::V,хьажахIотта,visiter
1150,besuchen::V,хьажахIотта,aller voir
1151,treffen::V,дуьхьалкхета,rencontrer
1152,sich versammeln::V,гулдан,s'assembler
1153,spielen::V,ловза,jouer
1154,singen::V,лакха,chanter
1155,tanzen::V,хелхадала,danser
1156,sich trennen::V,къаста,se séparer
1157,verlassen::V,дита,quitter
1158,retten::V,кӏелхьардаккха,sauver
1159,bewachen::V,ха дан,garder
1160,schützen::V,лардан,protéger
1161,verteidigen::V,лардан,défendre
1162,sich schlagen::V,етта,se taper
1163,schießen::V,детта,tirer
1164,siegen::V,тола,vaincre
1165,ärgern::V,оьгӏаздахийта,agacer
1166,schlagen::V,тоха,battre
1167,schlagen::V,тоха,frapper
1168,treten::V,мийра тоха,botter
1169,treten::V,мийра тоха,donner un coup de pied à
1170,stechen::V,ӏотта,piquer
1171,stechen::V,къовзо,piquer
1172,stoßen::V,татта,heurter
1173,stehlen::V,лачкъо,voler
1174,stören::V,новкъарло ян,gêner
1175,stören::V,новкъарло ян,déranger
1176,belästigen::V,сагатдан,molester
1177,belästigen::V,сагатдан,importuner
1178,verbergen::V,къайладаккха,cacher
1179,verbergen::V,къайладаккха,dissimuler
1180,täuschen::V,ӏexo,abuser
1181,täuschen::V,ӏexo,tromper
1182,betrügen::V,ледан,duper
1183,betrügen::V,ледан,frauder
1184,töten::V,ден,tuer
1185,wohnen::V,даха,habiter
1186,wohnen::V,даха,demeurer
1187,arbeiten::V,къахьега,travailler
1188,sammeln::V,гулдан,collectionner
1189,pflücken::V,даха,cueillir
1190,jagen::V,талла,chasser
1191,fischen::V,чӏерий леца,pêcher
1192,fassen::V,лаца,capturer
1193,fassen::V,схьалаца,capturer
1194,hüten::V,лардан,garder
1195,treiben::V,лахка,mener
1196,anbinden::V,дӏадехка,attacher
1197,füttern::V,хӏума яла,faire manger
1198,melken::V,оза,traire
1199,gießen::V,хи тоха,arroser
1200,reifen::V,хьекъа,mûrir
1201,zubereiten::V,кечъян,préparer
1202,zubereiten::V,кхача бан,préparer
1203,kochen::V,кхача бан,cuire
1204,backen::V,датта,cuire
1205,braten::V,кхарза,rôtir
1206,umrühren::V,кего,remuer
1207,nähen::V,тега,coudre
1208,färben::V,басардан,teindre
1209,reinigen::V,цӏандан,nettoyer
1210,waschen::V,йила,laver
1211,waschen::V,йитта,laver
1212,waschen::V,дӏадайа,laver
1213,abwischen::V,дӏадайа,essuyer
1214,spülen::V,хи кхарза,rincer
1215,fegen::V,нуй хьакха,balayer
1216,kehren::V,нуй хьакха,balayer
1217,baden::V,лийча,se baigner
1218,sich waschen::V,юьхь йила,se laver
1219,ausziehen::V,духар дӏадаккха,ôter
1220,ausziehen::V,духар дӏадаккха,enlever
1221,sich anziehen::V,духа,s'habiller
1222,kämmen::V,ехк хьакха,peigner
1223,schmücken::V,хаздан,orner
1224,schmücken::V,хаздан,décorer
1225,sagen::V,ала,dire
1226,sprechen::V,баха,parler
1227,sprechen::V,мотт бийца,parler
1228,reden::V,къамел дан,parler
1229,sich unterhalten::V,къамел дан,bavarder
1230,sich unterhalten::V,къамел дан,s'entretenir
1231,fragen::V,хатта,demander
1232,bitten::V,деха,prier
1233,erzählen::V,дийца,raconter
1234,mitteilen::V,хаам бан,communiquer
1235,nennen::V,цӏе яккха,nommer
1236,nennen::V,цӏе яккха,appeler
1237,rufen::V,кхайкха,appeler
1238,prahlen::V,куралла ян,se vanter
1239,prahlen::V,дозалла дан,se vanter
1240,übersetzen::V,гоч дан,traduire
1241,denken::V,ойла ян,penser
1242,glauben::V,теша,croire
1243,bemerken::V,ган,remarquer
1244,bemerken::V,ган,apercevoir
1245,erkennen::V,довза,reconnaître
1246,begreifen::V,кхета,concevoir
1247,verstehen::V,кхета,entendre
1248,verstehen::V,кхета,comprendre
1249,lernen::V,деша,apprendre
1250,wissen::V,хаа,savoir
1251,sich erinnern an::V,дагадан,se souvenir de
1252,vergessen::V,дицдала,oublier
1253,messen::V,дуста,mesurer
1254,zählen::V,дагардан,compter
1255,rechnen::V,лара,calculer
1256,lesen::V,еша,lire
1257,malen::V,сурт дилла,peindre
1258,zeichnen::V,сурт дилла,dessiner
1259,schreiben::V,яздан,écrire
1260,besitzen::V,доладан,posséder
1261,kaufen::V,эца,acheter
1262,verkaufen::V,дохка,vendre
1263,bezahlen::V,мах бала,payer
1264,zahlen::V,мах бала,payer
1265,beherrschen::V,собаре хила,dominer
1266,beherrschen::V,собаре хила,maîtriser
1267,ertragen::V,лан,tolérer
1268,ertragen::V,лан,supporter
1269,ertragen::V,сатоха,tolérer
1270,ertragen::V,сатоха,supporter
1271,ertragen::V,садетта,tolérer
1272,ertragen::V,садетта,supporter
1273,Schwarm::N,,nuée
1274,Schwarm::N,,volée
1275,Schlinge::N,,lacs
1276,Art::N,,sorte
1277,Art::N,,espèce
1278,Entfernung::N,,distance
1279,Griff::N,,prise
1280,Griff::N,,manche
1281,Figur::N,,figure
1282,Bogen[Waffe]::N,,arc
1283,so::ADV,,si
1284,so::ADV,,ainsi
1285,abnehmen::V,,diminuer
1286,sausen::V,,filer
1287,wenden::V,,retourner
1288,hacken::V,,fendre
1289,stricken::V,,tricoter
1290,anziehen::V,,mettre
