,Concept_ID,kk,ab
307,Ton::N,әуен,атон
308,Lied::N,ән,ашəа
309,Lied::N,жыр,ашəа
310,Lied::N,ән-жыр,ашəа
311,Ruhe::N,тыныштық,аҭынчра
312,Leute::N,кісілер,ауаа
313,Volk::N,халық,ажəлар
314,Arbeit::N,еңбек,аусура
315,Gast::N,қонақ,асас
316,Gast::N,мейман,асас
317,Geschenk::N,қадия,аҳамҭа
318,Geschenk::N,қадия,аҿанҵа
319,Spiel::N,ойын,ахəмарра
320,Gesellschaft::N,қауым,агəыҧ
321,Gesellschaft::N,жұртшылық,агəыҧ
322,Hilfe::N,жэрдем,ацхыраара
323,Freund::N,дос,аҩыза
324,Kamerad::N,дос-жар,Аҧхнагьла
325,Angelegenheit::N,жұмыс,аус
326,Anzahl::N,сан,ахыҧхьаӡара
327,Anzahl::N,саны,ахыҧхьаӡара
328,Art::N,түр,ахкы
329,Stück::N,тілім,аҽыҭ
330,Teil::N,үлес,ахəҭа
331,Teil::N,бөлшек,ахəҭа
332,Hälfte::N,жарты,абжа
333,Kreis::N,шеңбер,агьагьа
334,Kreuz::N,крест,аџьар
335,Linie::N,сызық,аицтәар
336,Strich::N,сызық,ацəаҳəа
337,Abstand::N,ара,абжьара
338,Abstand::N,аралық,абжьара
339,Entfernung::N,аралық,абжьара
340,Gegend::N,өңір,аҭыҧ
341,Platz::N,орны,аҭыҧ
342,Ort::N,орын,аҭыҧ
343,Seite::N,жақ,аган
344,Seite::N,бүйір,аган
345,Mitte::N,ортасы,агəҭа
346,Gegenstand::N,зат,амаҭəар
347,Gegenstand::N,нәрсе,амаҭəар
348,Sache::N,бұйым,
349,Rand::N,шет,аҵкар
350,Rand::N,шеті,аҵкар
351,Kante::N,қыр,авардым
352,Kante::N,қыры,авардым
353,Ecke::N,қыры,акəакь
354,Ecke::N,бұрыш,акəакь
355,Spitze::N,ұшы,аҧынҵа
356,Ende::N,аяқ,анаӡара
357,Ende::N,соңы,анаӡара
358,Loch::N,тесік,акылҵəара
359,Winkel::N,мүйіс,агҿаҩра
360,Winkel::N,мүйіс,акəындхə
361,Winkel::N,мүйіс,акəакь
362,Muster::N,мәнер,аҟҟа
363,Größe::N,ауқым,изаҟароу
364,Größe::N,көлемдік,изаҟароу
365,Länge::N,бой,аура
366,Länge::N,ұзындық,аура
367,Höhe::N,жоғарылық,агылара
368,Höhe::N,биіктік,агылара
369,Gewicht::N,салмақ,акапан
370,Menge::N,мөлшер,
371,Haufen::N,үйме,ачаҟəа
372,Haufen::N,үйінді,ачаҟəа
373,Reihe::N,сап,ацəаҳəа
374,Boot::N,қайық,анышь
375,Ruder::N,ескек,ажəҩа
376,Schlitten::N,шана,ашəаҩауардын
377,Ski::N,шаңғы,ашəаҩа
378,Ski::N,шаңғы,ашьахаха
379,Lagerfeuer::N,алау,еиқуу амца
380,Last::N,ауырлық,ахьанҭара
381,Last::N,ауыр зат,ахьанҭара
382,Gang::N,жүріс,аныҟəара
383,Schritt::N,адым,ашьаҿа
384,Norden::N,солтүстік,аҩада
385,Norden::N,терістік,аҩада
386,Süden::N,оңтүстік,алада
387,Westen::N,батыс,амраҭашəара
388,Osten::N,күншығыс,амрагылара
389,Holz::N,ағаш,амҿымаҭəахə
390,Holz::N,сүрек,амҿымаҭəахə
391,Brett::N,тақта,аӷəы
392,Platte::N,тақта,ахаҳәцәы
393,Stütze::N,тіреу,аҵаргəа
394,Stütze::N,тіреу,агəышьаҟа
395,Stange::N,қада,акьат
396,Stock::N,сойыл,алаба
397,Stab::N,сырық,акьат
398,Rohr::N,құбыр,абыкь
399,Haus::N,үй,аҩны
400,Heim::N,үйлі,аҭаацəа
401,Heim::N,шаңырақ,аҭаацəа
402,Ofen::N,ошақ,аҳақə
403,Ofen::N,ошақ,ауаџьаҟ
404,Ofen::N,ошақ,афрына
405,Ofen::N,пеш,аҳақə
406,Ofen::N,пеш,ауаџьаҟ
407,Ofen::N,пеш,афрына
408,Fußboden::N,еден,адашьма
409,Tisch::N,үстел,аишәа
410,Stuhl::N,орындық,аҟəардə
411,Wiege::N,бесік,агара
412,Bett::N,кереует,акаруаҭ
413,Regal::N,сөре,акыӷəра
414,Kiste::N,жәшік,аидчаҧала
415,Fenster::N,терезе,аҧенџьыр
416,Tür::N,есік,ашə
417,Tor::N,дарбаза,агəашə
418,Zaun::N,дуал,аанда
419,Dach::N,шатыр,ахыб
420,Leiter::N,саты,амардуан
421,Leiter::N,басқыш,амардуан
422,Besen::N,сыпырғыш,аҧссага
423,Spaten::N,күрек,ажыга
424,Schaufel::N,қалақ,аҭəарӷəы
425,Gabel::N,аша,ачқьыҧ
426,Gabel::N,шанышқы,ачқьыҧ
427,Löffel::N,қасық,амҳаҵə
428,Messer::N,пышақ,аҳəызба
429,Nagel::N,мық,аҵəымӷ
430,Nagel::N,шеге,аҵəымӷ
431,Netz::N,керегекөз,акаҭа
432,Haken::N,ілмек,аҵəаҳə
433,Griff::N,сап,амаа
434,Griff::N,тұтқа,амаа
435,Schloss::N,құлып,асаҧаҭ
436,Schloss::N,бекіткіш,асаҧаҭ
437,Bild::N,сурет,асахьа
438,Figur::N,тұлға,афигура
439,Puppe::N,қуыршақ,акьанџьа
440,Beutel::N,қапшық,асакь
441,Bündel::N,байлам,аҿаҳəара
442,Tasche::N,дорба,арҭмаҟ
443,Eimer::N,шелек,аведра
444,Deckel::N,жапқыш,ахҩа
445,Geschirr::N,ыдыс,ачысмаҭəа
446,Sack::N,қап,асакь
447,Tasse::N,шыныаяқ,аҵəца
448,Topf::N,кәстрөл,акаструлиа
449,Kessel::N,қазан,ачуан
450,Essen::N,ас,
451,Nahrung::N,ас,афатə
452,Nahrung::N,тамақ,афатə
453,Speise::N,тағам,афатə
454,Fleisch::N,ет,акəац
455,Getreide::N,дәнді,ачакуа
456,Brei::N,ботқа,ақашь
457,Brot::N,күлше,ача
458,Scheibe::N,тілім,аҽыҭ
459,Scheibe::N,тілім,аҿаҵа
460,Fett::N,май,ашша
461,Butter::N,май,ахəша
462,Öl::N,май,азеҭ
463,Salz::N,тұз,аџьыка
464,Suppe::N,көже,асуҧ
465,Honig::N,бал,ацха
466,Milch::N,сүт,ахш
467,Tee::N,шай,ачаи
468,Leder::N,көн,ацəа
469,Wolle::N,жүн,аласа
470,Stoff::N,мата,Аба
471,Stoff::N,кездеме,Аба
472,Nadel::N,ине,агəыр
473,Faden::N,жіп,арахəыц
474,Knopf::N,түйме,аҳəынҵəра
475,Knoten::N,түйін,аиқəҳəала
476,Farbe::N,рең,ашəыга
477,Kleidung::N,киім,амаҭəа
478,Hemd::N,жейде,акьаҿ
479,Kragen::N,жаға,ахəда
480,Ärmel::N,жең,амаӷра
481,Hose::N,шалбар,аиқəа
482,Gürtel::N,белбеу,амаҟа
483,Mütze::N,қалпақ,ахылҧа
484,Schuh::N,кебіс,аимаа
485,Stiefel::N,етік,амагə
486,Ring::N,жүзік,амацəаз
487,Band::N,таспа,алента
488,Kamm::N,тарақ,ахҳəа
489,Spiegel::N,айна,асаркьа
490,Riemen::N,қайыс,аа
491,Schnur::N,жіп,ашаха
492,Leine::N,тізгін,аҕура
493,Decke::N,көрпе,ахыза
494,Kissen::N,жастық,ахчы
495,Tuch::N,орамал,акасы
496,Handtuch::N,сүлгі,ампахьшьы
497,Kraft::N,қуат,амч
498,Kraft::N,қарқын,амч
499,Kraft::N,әл-шама,амч
500,Kraft::N,әл-дәрмен,амч
501,Stärke::N,әл,амч
502,Stärke::N,күш,амч
503,Gesundheit::N,денсаулык,агəабзиара
504,Krankheit::N,ауру,ачымазара
505,Schmerz::N,ауру,ахьаа
506,Wunde::N,зақым,ахəра
507,Wunde::N,жарақат,ахəра
508,Fieber::N,безгек,ашоура
509,Fieber::N,қалтырау,ашоура
510,Fieber::N,қызу көтерілуі,ашоура
511,Arznei::N,дәрі,ахəшə
512,Arznei::N,дәрі-дәрмек,ахəшə
513,Brücke::N,көпір,ацҳа
514,Brunnen::N,құдық,аҵыџь
515,Weide::N,өріс,аҳəырҭа
516,Weide::N,жайылым,аҳəырҭа
517,Pfad::N,жол,амхəасҭа
518,Weg::N,жол,амҩа
519,Straße::N,жол,амҩа
520,Dorf::N,ауыл,ақыҭа
521,Stadt::N,қала,ақалақь
522,Stadt::N,шаһар,ақалақь
523,Brief::N,хат,ашəҟəы
524,Brief::N,жазу,ашəҟəы
525,Buch::N,кітап,ашəҟəы
526,Buchstabe::N,әріп,анбан
527,Buchstabe::N,қаріп,анбан
528,Zeitung::N,газет,агазеҭ
529,Leben::N,өмір,аҧсҭазаара
530,Leben::N,тіршілік,аҧсҭазаара
531,Tod::N,опат,аҧсра
532,Grab::N,мола,анышəынҭра
533,Grab::N,мазар,анышəынҭра
534,Kirche::N,шіркеу,ауахəама
535,Sünde::N,күнә,агəнаҳа
536,Gott::N,алла,анцəа
537,Gott::N,құдай,анцəа
538,Gott::N,тәңірі,анцəа
539,Gott::N,пәруардігер,анцəа
540,Gott::N,жаратқан тәңірі,анцəа
541,Arbeiter::N,жүмысшы,аусуҩ
542,Chef::N,басшы,Аиҳабы
543,Chef::N,жұмыс басқарушысы,Аиҳабы
544,Meister::N,шебер,аҟаза
545,Meister::N,өнерпаз,аҟаза
546,Arzt::N,дәрігер,аҳақьым
547,Lehrer::N,мұғалім,арҵаҩы
548,Geld::N,пұл,аҧара
549,Geschäft::N,бизнес,
550,Laden::N,дүкен,амагазин
551,Preis::N,ақы,ахə
552,Preis::N,құны,ахə
553,Preis::N,нарық,ахə
554,Ware::N,тауар,атауар
555,Nutzen::N,пайда,ақьар
556,Reichtum::N,бақ-дәулет,абеиара
557,Welt::N,әлем,адунеи
558,Welt::N,жиһан,адунеи
559,Land::N,аймақ,атəыла
560,Staat::N,мемлекет,аҳəынҭқарра
561,König::N,патша,акрал
562,Macht::N,өкімет,амчра
563,Macht::N,қожалық,амчра
564,Grenze::N,шек,аҳəаа
565,Krieg::N,соғыс,аибашьра
566,Feind::N,жау,Аҕа
567,Feind::N,дұшпан,Аҕа
568,Gewalt::N,зорлык,ақəымчра
569,Gewalt::N,зорлық-зомбылык,ақəымчра
570,Kampf::N,күрес,ақəҧара
571,Kampf::N,алыспақ,ақəҧара
572,Bogen[Waffe]::N,саржа,ахыц
573,Pfeil::N,жебе,ахəымпал
574,Gewehr::N,қару,ашəақь
575,Fehler::N,әбес,агха
576,Fehler::N,қаталық,агха
577,Lüge::N,өтірік,амц
578,Schaden::N,зиян,аҧырхага
579,Schaden::N,зарар,аҧырхага
580,Unglück::N,пәле,арыцҳара
581,Unglück::N,қасырет,арыцҳара
582,Unglück::N,ауыртпалық,арыцҳара
583,Schuld::N,айыптылық,ахара
584,Alter::N,жас,ақəра
585,Alter::N,жас шамасы,ақəра
586,Schluss::N,ада,анҵəамҭа
587,Schluss::N,бітуі,анҵəамҭа
588,Zeit::N,уақыт,аамта
589,Tag::N,күн,амш
590,Morgen::N,таң,ашара
591,Morgen::N,таң,ашьыбжь
592,Morgen::N,таңертең,ашара
593,Morgen::N,таңертең,ашьыбжь
594,Mittag::N,талтүс,шьыбжьон
595,Abend::N,кеш,ахəылҧаз
596,Abend::N,кеш,ахəлбыҽха
597,Nacht::N,түн,аҵх
598,Woche::N,апта,амчыбжь
599,Monat::N,ай,
600,Jahr::N,жыл,
601,Frühling::N,көктем,ааҕын
602,Sommer::N,жаз,аҧхын
603,Herbst::N,күз,ҭагалан
604,Herbst::N,күз,хкаарачан
605,Winter::N,қыс,аӡын
606,Januar::N,каңтар,ианвар
607,Februar::N,ақпан,февраль
608,März::N,наурыз,март
609,April::N,сәуір,апрель
610,Mai::N,мамыр,маи
611,Juni::N,маусым,иуун
612,Juli::N,шілде,иууль
613,August::N,сүмбіле,август
614,August::N,тамыз,август
615,September::N,қыркүйек,сентиабр
616,Oktober::N,ақырап,октиабр
617,November::N,қараша,ноиабр
618,Dezember::N,желтоқсан,декабр
619,Montag::N,дүйсенбі,ашəахьа
620,Dienstag::N,сейсенбі,аҩаша
621,Mittwoch::N,сәрсенбі,ахаша
622,Donnerstag::N,бейсенбі,аҧшьаша
623,Freitag::N,жұма,ахəаша
624,Samstag::N,сенбі,асабша
625,Sonntag::N,жексембі,амҽыша
626,groß::A,алпамсадай,аду
627,klein::A,кішкене,амаҷ
628,klein::A,қарғадай,амаҷ
629,lang::A,сопақ,ахəхəа
630,lang::A,сорайған,ахəхəа
631,kurz::A,кеспелтек,акьаҿ
632,breit::A,айдынды,аиужь
633,breit::A,айдынды,аиҵых
634,schmal::A,қысық,аҭшəа
635,dicht::A,жиі,аилач
636,dick[Gegenstand]::A,шомбал,ажəпа
637,dünn::A,жұқа,
638,dünn::A,жіңішке,
639,fein::A,қаңылтақ,апа
640,fein::A,қаңылтақ,аҵаӷа
641,fein::A,қаңылтақ,аӡа
642,fest::A,берік,аҟаца
643,fest::A,берік,аӷəӷəаҟаца
644,fest::A,мызғымас,аҟаца
645,fest::A,мызғымас,аӷəӷəаҟаца
646,flach::A,жалпак,ақəаҟьа
647,flach::A,жалпак,аҧаҟьа
648,glatt::A,типыл,аимаҩзы
649,hart::A,қатты,акьакьа
650,weich::A,жұмсақ,атата
651,rund::A,домалақ,акəмпыл
652,spitz::A,үшкір,аҵар
653,scharf::A,сүйрік,аҵар
654,stumpf::A,доғал,ацагə
655,stumpf::A,өтпейтін,ацагə
656,schwer::A,салмақты,ахьанҭа
657,schön::A,сұлу,аҧшӡа
658,heiß::A,ыссы,ашы
659,warm::A,жылы,аҧха
660,kalt::A,аязды,ахьшəашəа
661,kühl::A,салқын,ахьшəашəа
662,kühl::A,салқын,ицәыхьшәашәоу
663,frisch::A,таза,цқьа
664,frisch::A,жаңа,цқьа
665,feucht::A,нам,ацəаак
666,feucht::A,дымқылды,ацəаак
667,nass::A,сулы,абааӡа
668,trocken::A,құрғақ,Аба
669,trocken::A,құрғақ,аҩа
670,voll::A,толы,азна
671,leer::A,бос,аҭацəы
672,offen::A,ашып қойылған,аарта
673,geschlossen::A,жабулы,ихҩоу
674,geschlossen::A,жабулы,иаркыу
675,sauber::A,дақсыз,ацқьа
676,sauber::A,мұнтаздай,ацқьа
677,schmutzig::A,айғыз,аҟьашь
678,schmutzig::A,сатпақ,аҟьашь
679,schmutzig::A,сатал-сатал,аҟьашь
680,roh::A,шикі,
681,reif::A,піскен,Арҭ
682,reif::A,піскен,аҟала
683,reif::A,піскен,иҟалахьоу
684,lecker::A,дәмді,ахаа
685,süß::A,тәтті,азла
686,bitter::A,ащы,аша
687,sauer::A,қышқыл,аҵəҵəы
688,hell::A,жарық,алаша
689,hell::A,жарқын,алаша
690,dunkel::A,қараңғы,алашьца
691,schwarz::A,қара,аиқуаҵәа
692,weiß::A,ақ,ашкəакəа
693,rot::A,қызыл,аҟаҧшь
694,gelb::A,сары,аҩеижь
695,blau::A,көк,аҽҵәа
696,grün::A,жасыл,ашьацҧшҭəала
697,grün::A,жасыл,аеҵəа
698,grau::A,бозамық,ацəыш
699,bunt::A,алабажак,Аилыҕраа
700,bunt::A,алабажак,аҕраҷкəын
701,billig::A,арзан,амариа
702,teuer::A,бағалы,амҩан
703,wertvoll::A,құнды,кыр иаҕсоу
704,wertvoll::A,құнды,акыр иаҕсоу
705,wertvoll::A,қымбат,кыр иаҕсоу
706,wertvoll::A,қымбат,акыр иаҕсоу
707,blind::A,көзсіз,алашə
708,blind::A,көр,алашə
709,blind::A,көр_соқыр,алашə
710,taub::A,керең,адагəа
711,taub::A,саңырау,адагəа
712,kräftig::A,қуатты,аӷəӷəа
713,kräftig::A,қарымды,аӷəӷəа
714,stark::A,білекті,абаҟа
715,schwach::A,әлсіз,акəада
